date,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualDilutedAverageShares,annualLongTermDebt,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualNetIncome,quarterlyCurrentAccruedExpenses,annualPretaxIncome,annualGoodwill,quarterlyTotalAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyDilutedEPS,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingChangeInWorkingCapital,quarterlyCurrentDebt,annualOtherNonCashItems,annualRetainedEarnings,quarterlyGoodwill,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualTotalAssets,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,trailingOperatingCashFlow,trailingTotalRevenue,annualBasicEPS,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,annualOtherIncomeExpense,annualBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualOtherShortTermInvestments,annualCurrentLiabilities,quarterlyOperatingExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualCommonStockIssuance,annualEbitda,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualCurrentAssets,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyBasicEPS,trailingCapitalExpenditure,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualInterestExpense,annualInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,annualGrossPPE,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualEndCashPosition,annualTaxProvision,trailingCostOfRevenue,trailingResearchAndDevelopment,annualCostOfRevenue,annualCapitalStock,annualTotalRevenue,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualResearchAndDevelopment,trailingGrossProfit,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,annualCurrentDebt,annualFreeCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,quarterlyBasicAverageShares,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,trailingOtherNonCashItems,annualDilutedEPS,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyGrossPPE,trailingFreeCashFlow,annualChangeInInventory,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalRevenue,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,annualChangesInAccountReceivables,annualPurchaseOfBusiness,annualStockBasedCompensation,trailingBasicEPS,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
2014-12-31,1054000000.0,548000000.0,3122000000.0,-382000000.0,0.0,1354000000.0,29594000000.0,,2149000000.0,29594000000.0,,16238000000.0,1054000000.0,710000000.0,731000000.0,1089000000.0,2484000000.0,51913000000.0,6737000000.0,,0.06,4922000000.0,605000000.0,,342000000.0,,29594000000.0,257000000.0,2291000000.0,2484000000.0,2990000000.0,83000000.0,87000000.0,-1959000000.0,1140000000.0,39559000000.0,1962000000.0,1365000000.0,51913000000.0,-4551000000.0,452000000.0,685000000.0,,,0.52,-862000000.0,5982000000.0,39559000000.0,8383000000.0,-583000000.0,1354000000.0,-1736000000.0,681000000.0,5163000000.0,1355000000.0,5163000000.0,850000000.0,5163000000.0,-178000000.0,,7393000000.0,982000000.0,,281000000.0,,,7008000000.0,,83000000.0,-877000000.0,-1000000.0,,850000000.0,,3547000000.0,1154000000.0,118000000.0,3122000000.0,46952000000.0,300000000.0,5163000000.0,1964000000.0,,5163000000.0,,35675000000.0,5567000000.0,1399000000.0,0.06,,-2836000000.0,,1964000000.0,4031000000.0,2925000000.0,-8925000000.0,,710000000.0,1628000000.0,-1000000.0,1318000000.0,605000000.0,4922000000.0,4615000000.0,17308000000.0,,25000000.0,,,-15323000000.0,-68000000.0,-1736000000.0,-404000000.0,731000000.0,0.0,,5982000000.0,,0.0,5163000000.0,467000000.0,,,25534000000.0,25000000.0,32555000000.0,-8925000000.0,16238000000.0,0.0,85000000.0,1106000000.0,,-307000000.0,7021000000.0,7008000000.0,,,749000000.0,29594000000.0,-2155000000.0,-536000000.0,-1432000000.0,1355000000.0,,-995000000.0,646000000.0,297000000.0,,0.52,,708000000.0,35675000000.0,126000000.0,,8383000000.0,17308000000.0,,-172000000.0,,2291000000.0,59000000.0,8365000000.0,,1692000000.0,1962000000.0,,46952000000.0,7393000000.0,452000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,-1465000000.0,2714000000.0,,0.0,,,,-621000000.0,26639000000.0,,15310000000.0,782000000.0,,548000000.0,,,47283000000.0,4716000000.0,,0.02,,563000000.0,,284000000.0,,,,,2473000000.0,,22000000.0,23000000.0,,,35655000000.0,,,,-3889000000.0,476000000.0,567000000.0,,,,,,,,,,,,3698000000.0,1362000000.0,3698000000.0,,3698000000.0,-112000000.0,,,757000000.0,,276000000.0,,,7105000000.0,,22000000.0,594000000.0,0.0,,808000000.0,,,-1072000000.0,471000000.0,,42328000000.0,,,1865000000.0,,,,,,-746000000.0,0.02,,,,,,,,,,1244000000.0,7000000.0,,,4915000000.0,5163000000.0,,,25000000.0,,,,883000000.0,-1770000000.0,,,,,5512000000.0,,0.0,,,,,,,,,,,66000000.0,,,,,,,,651000000.0,,,-1031000000.0,,1359000000.0,,-451000000.0,487000000.0,190000000.0,,,,,31973000000.0,91000000.0,,7772000000.0,7772000000.0,,,,2305000000.0,77000000.0,5960000000.0,,-989000000.0,1567000000.0,,,6673000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,537000000.0,2849000000.0,,164000000.0,,,,1037000000.0,27340000000.0,,15767000000.0,833000000.0,,554000000.0,,,48930000000.0,5456000000.0,,0.09,,574000000.0,,282000000.0,,27340000000.0,,,2466000000.0,,124000000.0,122000000.0,,,36844000000.0,,,,-502000000.0,468000000.0,626000000.0,,,,,,,,,,,,4235000000.0,1363000000.0,4235000000.0,,4235000000.0,-134000000.0,,,851000000.0,,268000000.0,,,7220000000.0,,124000000.0,-485000000.0,-294000000.0,,807000000.0,,,408000000.0,-115000000.0,,44092000000.0,,,2022000000.0,,,,,,52000000.0,0.09,,,,,,,,,,1502000000.0,294000000.0,,,4792000000.0,3698000000.0,,,25000000.0,,,,-54000000.0,-1745000000.0,,,,,5944000000.0,,0.0,,,,,,,,,,,47000000.0,,,,,,,,785000000.0,,,-68000000.0,,1361000000.0,,-629000000.0,651000000.0,225000000.0,,,,,33163000000.0,235000000.0,,8155000000.0,8155000000.0,,,,2143000000.0,126000000.0,6958000000.0,,600000000.0,1960000000.0,,,7248000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,-518000000.0,2692000000.0,,87000000.0,,,,615000000.0,26123000000.0,,15876000000.0,818000000.0,,604000000.0,,,46926000000.0,4599000000.0,,-0.09,,543000000.0,,258000000.0,,,,,2452000000.0,,-124000000.0,-128000000.0,,,35764000000.0,,,,-2498000000.0,774000000.0,565000000.0,,,,,,,,,,,,3717000000.0,1362000000.0,3717000000.0,,3717000000.0,-304000000.0,,,772000000.0,,297000000.0,,,6866000000.0,,-124000000.0,-567000000.0,0.0,,797000000.0,,,5000000.0,68000000.0,,42475000000.0,,,1748000000.0,,,,,,37000000.0,-0.09,,,,,,,,,,1251000000.0,-455000000.0,,,4412000000.0,4235000000.0,,,25000000.0,,,,-108000000.0,-2009000000.0,,,,,5407000000.0,,0.0,,,,,,,,,,,197000000.0,,,,,,,,472000000.0,,,-292000000.0,,1362000000.0,,-610000000.0,479000000.0,207000000.0,,,,,31050000000.0,-83000000.0,,8191000000.0,8191000000.0,,,,2015000000.0,56000000.0,5850000000.0,,246000000.0,2085000000.0,,,6711000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,580000000.0,1667000000.0,2810000000.0,-297000000.0,0.0,1362000000.0,26388000000.0,,1751000000.0,26388000000.0,,15164000000.0,580000000.0,253000000.0,577000000.0,567000000.0,2447000000.0,46746000000.0,5586000000.0,,0.17,4802000000.0,527000000.0,,282000000.0,,26388000000.0,371000000.0,2241000000.0,2447000000.0,2382000000.0,231000000.0,231000000.0,-932000000.0,1146000000.0,35456000000.0,2147000000.0,-931000000.0,46746000000.0,-3779000000.0,334000000.0,559000000.0,,,0.19,-161000000.0,5342000000.0,35456000000.0,8316000000.0,-709000000.0,1362000000.0,-1863000000.0,2782000000.0,5384000000.0,1361000000.0,5384000000.0,810000000.0,5384000000.0,-159000000.0,,6447000000.0,793000000.0,,305000000.0,,,5690000000.0,,231000000.0,-474000000.0,-3000000.0,,810000000.0,,2819000000.0,934000000.0,-317000000.0,2810000000.0,41903000000.0,849000000.0,5384000000.0,1603000000.0,,5384000000.0,,31582000000.0,5163000000.0,1130000000.0,0.17,,-2507000000.0,,1603000000.0,3173000000.0,2317000000.0,-8197000000.0,,253000000.0,1558000000.0,-7000000.0,1106000000.0,527000000.0,4802000000.0,3717000000.0,16513000000.0,,25000000.0,,,-10668000000.0,128000000.0,-1863000000.0,221000000.0,577000000.0,0.0,,5342000000.0,,0.0,5384000000.0,360000000.0,,,20357000000.0,25000000.0,25912000000.0,-8197000000.0,15164000000.0,0.0,61000000.0,856000000.0,,107000000.0,5555000000.0,5690000000.0,,,911000000.0,26388000000.0,275000000.0,460000000.0,1019000000.0,1361000000.0,,-817000000.0,765000000.0,234000000.0,,0.19,,248000000.0,31582000000.0,324000000.0,,8316000000.0,16513000000.0,,473000000.0,,2241000000.0,101000000.0,7144000000.0,,1162000000.0,2147000000.0,,41903000000.0,6447000000.0,334000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,-1073000000.0,2697000000.0,,0.0,,,,-9000000.0,25767000000.0,,15201000000.0,642000000.0,,575000000.0,,,46435000000.0,4238000000.0,,-0.38,,502000000.0,,230000000.0,,,,,2461000000.0,,-512000000.0,-513000000.0,,,35193000000.0,,,,-2990000000.0,80000000.0,546000000.0,,,,,,,,,,,,4311000000.0,1363000000.0,4311000000.0,,4311000000.0,-645000000.0,,,729000000.0,,310000000.0,,,6630000000.0,,-512000000.0,110000000.0,-2000000.0,,807000000.0,,,-390000000.0,-158000000.0,,42073000000.0,,,1847000000.0,,,,,,-704000000.0,-0.38,,,,,,,,,,1134000000.0,126000000.0,,,4349000000.0,5384000000.0,,,25000000.0,,,,337000000.0,-1811000000.0,,,,,5608000000.0,,0.0,,,,,,,,,,,97000000.0,,,,,,,,70000000.0,,,-1315000000.0,,1363000000.0,,-381000000.0,405000000.0,183000000.0,,,,,31234000000.0,-470000000.0,,8465000000.0,8465000000.0,,,,1730000000.0,40000000.0,5372000000.0,,96000000.0,2242000000.0,,,6880000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,571000000.0,2753000000.0,,0.0,,,,487000000.0,26308000000.0,,15054000000.0,742000000.0,,571000000.0,,,47400000000.0,5252000000.0,,0.1,,478000000.0,,240000000.0,,,,,2458000000.0,,126000000.0,129000000.0,,,35857000000.0,,,,-2991000000.0,68000000.0,595000000.0,,,,,,,,,,,,4882000000.0,1364000000.0,4882000000.0,,4882000000.0,-200000000.0,,,820000000.0,,319000000.0,,,6672000000.0,,126000000.0,-221000000.0,-202000000.0,,792000000.0,,,27000000.0,-92000000.0,,42972000000.0,,,1817000000.0,,,,,,-102000000.0,0.1,,,,,,,,,,1501000000.0,268000000.0,,,4416000000.0,4311000000.0,,,25000000.0,,,,70000000.0,-1682000000.0,,,,,5761000000.0,,0.0,,,,,,,,,,,84000000.0,,,,,,,,800000000.0,,,297000000.0,,1362000000.0,,-460000000.0,681000000.0,225000000.0,,,,,32346000000.0,241000000.0,,8343000000.0,8343000000.0,,,,1655000000.0,107000000.0,6753000000.0,,-46000000.0,2251000000.0,,,7115000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,251000000.0,2769000000.0,,0.0,,,,642000000.0,26341000000.0,,15218000000.0,687000000.0,,624000000.0,,,47073000000.0,4524000000.0,,0.03,,494000000.0,,273000000.0,,,,,2457000000.0,,39000000.0,39000000.0,,,36069000000.0,,,,-3165000000.0,75000000.0,546000000.0,,,,,,,,,,,,5133000000.0,1364000000.0,5133000000.0,,5133000000.0,-137000000.0,,,757000000.0,,314000000.0,,,6657000000.0,,39000000.0,-335000000.0,-1000000.0,,786000000.0,,,102000000.0,-259000000.0,,42608000000.0,,,1866000000.0,,,,,,52000000.0,0.03,,,,,,,,,,1225000000.0,-567000000.0,,,4457000000.0,4882000000.0,,,25000000.0,,,,99000000.0,-1689000000.0,,,,,5221000000.0,,0.0,,,,,,,,,,,43000000.0,,,,,,,,645000000.0,,,-64000000.0,,1362000000.0,,-540000000.0,468000000.0,211000000.0,,,138000000.0,,31855000000.0,58000000.0,,8476000000.0,8476000000.0,,,,1695000000.0,32000000.0,5749000000.0,,208000000.0,2435000000.0,,,6539000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,623000000.0,-116000000.0,2803000000.0,-207000000.0,0.0,1400000000.0,25276000000.0,,988000000.0,25276000000.0,,14799000000.0,623000000.0,-252000000.0,634000000.0,-9000000.0,2449000000.0,45547000000.0,5525000000.0,,0.07,4444000000.0,487000000.0,,285000000.0,,25276000000.0,200000000.0,1787000000.0,2449000000.0,2211000000.0,95000000.0,96000000.0,-921000000.0,1261000000.0,34563000000.0,2429000000.0,-1538000000.0,45547000000.0,-4624000000.0,84000000.0,575000000.0,,,-0.18,96000000.0,5185000000.0,34563000000.0,8304000000.0,-1192000000.0,1400000000.0,-1767000000.0,2108000000.0,5017000000.0,1364000000.0,5017000000.0,787000000.0,5017000000.0,-210000000.0,,6533000000.0,816000000.0,,318000000.0,,,5609000000.0,,95000000.0,-475000000.0,-2000000.0,,787000000.0,,2280000000.0,235000000.0,319000000.0,2803000000.0,41096000000.0,553000000.0,5017000000.0,1740000000.0,,5017000000.0,,30748000000.0,5384000000.0,860000000.0,0.07,,-2134000000.0,,1740000000.0,3122000000.0,2262000000.0,-8917000000.0,,-252000000.0,1473000000.0,269000000.0,1028000000.0,487000000.0,4444000000.0,5133000000.0,17221000000.0,,25000000.0,,,-13770000000.0,47000000.0,-1767000000.0,-367000000.0,634000000.0,0.0,,5185000000.0,,0.0,5017000000.0,298000000.0,,,19539000000.0,25000000.0,24872000000.0,-8917000000.0,14799000000.0,0.0,-24000000.0,860000000.0,,-190000000.0,5333000000.0,5609000000.0,,,765000000.0,25276000000.0,-26000000.0,-456000000.0,832000000.0,1357142857.0,,-753000000.0,657000000.0,241000000.0,,-0.18,,-249000000.0,30748000000.0,162000000.0,,8304000000.0,17221000000.0,,106000000.0,,1787000000.0,119000000.0,6998000000.0,,574000000.0,2429000000.0,,41096000000.0,6533000000.0,84000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,-1093000000.0,2925000000.0,,0.0,,,,-174000000.0,24500000000.0,,14864000000.0,560000000.0,,562000000.0,,,45035000000.0,4497000000.0,,0.03,,488000000.0,,219000000.0,,,,,2452000000.0,,46000000.0,49000000.0,,,33878000000.0,,,,-3869000000.0,99000000.0,542000000.0,,,,,,,,,,,,3924000000.0,1366000000.0,3924000000.0,,3924000000.0,-153000000.0,,,733000000.0,,316000000.0,,,6470000000.0,,46000000.0,-44000000.0,-1000000.0,,779000000.0,,,-641000000.0,71000000.0,,40488000000.0,,,1705000000.0,,,,,,-760000000.0,0.03,,,,,,,,,,1184000000.0,198000000.0,,,4541000000.0,5017000000.0,,,25000000.0,,,,235000000.0,-1723000000.0,,,,,5469000000.0,,0.0,,,,,,,,,,,50000000.0,,,,,,,,614000000.0,,,-948000000.0,,1363000000.0,,-467000000.0,451000000.0,191000000.0,,,,,30171000000.0,79000000.0,,8381000000.0,8381000000.0,,,,1833000000.0,48000000.0,5681000000.0,,-593000000.0,2505000000.0,,,6610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,677000000.0,2991000000.0,,0.0,,,,441000000.0,25474000000.0,,15413000000.0,656000000.0,,604000000.0,,,47264000000.0,5427000000.0,,0.18,,532000000.0,,234000000.0,,,,,2463000000.0,,242000000.0,247000000.0,,,35304000000.0,,,,-4235000000.0,98000000.0,575000000.0,,,,,,,,,,,,4601000000.0,1367000000.0,4601000000.0,,4601000000.0,-151000000.0,,,803000000.0,,318000000.0,,,6965000000.0,,242000000.0,-63000000.0,-164000000.0,,776000000.0,,,-107000000.0,14000000.0,,42807000000.0,,,1832000000.0,,,,,,-297000000.0,0.18,,,,,,,,,,1521000000.0,419000000.0,,,4450000000.0,3924000000.0,,,25000000.0,,,,296000000.0,-1902000000.0,,,,,6129000000.0,,0.0,,,,,,,,,,,27000000.0,,,,,,,,885000000.0,,,159000000.0,,1364000000.0,,-548000000.0,718000000.0,228000000.0,,,,,31851000000.0,333000000.0,,8722000000.0,8722000000.0,,,,1914000000.0,113000000.0,6948000000.0,,-176000000.0,2781000000.0,,,7503000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,-501000000.0,3157000000.0,,0.0,,,,338000000.0,25518000000.0,,15726000000.0,557000000.0,,595000000.0,,,47529000000.0,5242000000.0,,0.04,,560000000.0,,259000000.0,,,,,2472000000.0,,53000000.0,57000000.0,,,35795000000.0,,,,-3890000000.0,98000000.0,559000000.0,,,,,,,,,,,,4100000000.0,1366000000.0,4100000000.0,,4100000000.0,-227000000.0,,,802000000.0,,336000000.0,,,7283000000.0,,53000000.0,-433000000.0,-1000000.0,,772000000.0,,,-121000000.0,-288000000.0,,43073000000.0,,,2027000000.0,,,,,,-165000000.0,0.04,,,,,,,,,,1388000000.0,-385000000.0,,,4448000000.0,4601000000.0,,,25000000.0,,,,-191000000.0,-1952000000.0,,,,,5867000000.0,,0.0,,,,,,,,,,,31000000.0,,,,,,,,695000000.0,,,-478000000.0,,1364000000.0,,-459000000.0,586000000.0,243000000.0,,,,,31803000000.0,100000000.0,,8792000000.0,8792000000.0,,,,1967000000.0,64000000.0,6630000000.0,,-136000000.0,2904000000.0,,,7278000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,496000000.0,1330000000.0,3117000000.0,-168000000.0,0.0,1367000000.0,25895000000.0,,1410000000.0,25895000000.0,,15457000000.0,496000000.0,295000000.0,632000000.0,680000000.0,2472000000.0,48275000000.0,6455000000.0,,-0.03,4390000000.0,561000000.0,,230000000.0,,25895000000.0,256000000.0,1921000000.0,2472000000.0,2453000000.0,-46000000.0,-40000000.0,-932000000.0,1350000000.0,36418000000.0,3102000000.0,-1045000000.0,48275000000.0,-4808000000.0,97000000.0,654000000.0,,,0.22,344000000.0,6060000000.0,36418000000.0,8848000000.0,-831000000.0,1340909091.0,-1958000000.0,2015000000.0,5430000000.0,1533333333.0,5430000000.0,792000000.0,5430000000.0,-300000000.0,,7457000000.0,949000000.0,,380000000.0,,,6280000000.0,,-46000000.0,-392000000.0,-2000000.0,,792000000.0,,2972000000.0,649000000.0,232000000.0,3117000000.0,43875000000.0,453000000.0,5430000000.0,1889000000.0,,5430000000.0,,32818000000.0,5017000000.0,1009000000.0,-0.03,,-2235000000.0,,1889000000.0,3287000000.0,2330000000.0,-10278000000.0,,295000000.0,1647000000.0,112000000.0,942000000.0,561000000.0,4390000000.0,4100000000.0,19126000000.0,,25000000.0,,,-16802000000.0,113000000.0,-1958000000.0,413000000.0,632000000.0,0.0,,6060000000.0,,0.0,5430000000.0,455000000.0,,,21621000000.0,25000000.0,27361000000.0,-10278000000.0,15457000000.0,0.0,148000000.0,957000000.0,,29000000.0,5740000000.0,6280000000.0,,,778000000.0,25895000000.0,-220000000.0,222000000.0,5000000.0,1533333333.0,,-761000000.0,698000000.0,295000000.0,,0.22,,313000000.0,32818000000.0,168000000.0,,8848000000.0,19126000000.0,,-213000000.0,,1921000000.0,230000000.0,8102000000.0,,910000000.0,3102000000.0,,43875000000.0,7457000000.0,97000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,-1812000000.0,3088000000.0,,,,,,-74000000.0,24650000000.0,,15356000000.0,542000000.0,,591000000.0,,,47195000000.0,5256000000.0,,0.14,,563000000.0,,200000000.0,,,,,2469000000.0,,196000000.0,202000000.0,,,35480000000.0,,,,-4398000000.0,96000000.0,590000000.0,,,,,,,,,,,,3615000000.0,1368000000.0,3615000000.0,,4388000000.0,-254000000.0,,,817000000.0,,353000000.0,,,7421000000.0,,196000000.0,-283000000.0,-1000000.0,,783000000.0,,,-441000000.0,-159000000.0,,43101000000.0,,,2007000000.0,,,,,,-755000000.0,0.14,,,,,,,,,,1517000000.0,145000000.0,,,4081000000.0,6200000000.0,,,25000000.0,,,,84000000.0,-2220000000.0,,,,,6299000000.0,,,,,,,,,,,,,60000000.0,,,,,,,,799000000.0,,,-1519000000.0,,1363000000.0,,-367000000.0,700000000.0,227000000.0,,,,,31839000000.0,246000000.0,,8551000000.0,8551000000.0,,,,1959000000.0,63000000.0,6773000000.0,,-689000000.0,3790000000.0,,,7621000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,829000000.0,3026000000.0,,,,,,801000000.0,24353000000.0,,14510000000.0,548000000.0,,529000000.0,,,46363000000.0,6188000000.0,,0.29,,537000000.0,,192000000.0,,,,,2460000000.0,,396000000.0,408000000.0,,,34120000000.0,,,,-4449000000.0,97000000.0,593000000.0,,,,,,,,,,,,4560000000.0,1361000000.0,4560000000.0,,5217000000.0,-307000000.0,,,855000000.0,,334000000.0,,,7131000000.0,,396000000.0,-107000000.0,-237000000.0,,762000000.0,,,416000000.0,890000000.0,,41784000000.0,,,1892000000.0,,,,,,-10000000.0,0.29,,,,,,,,,,1857000000.0,441000000.0,,,4559000000.0,4388000000.0,,,25000000.0,,,,278000000.0,-1868000000.0,,,,,6300000000.0,,,,,,,,,,,,,54000000.0,,,,,,,,1029000000.0,,,423000000.0,,1357000000.0,,-385000000.0,1002000000.0,262000000.0,,,,,31853000000.0,503000000.0,,7998000000.0,7998000000.0,,,,2120000000.0,118000000.0,8045000000.0,,5000000.0,3527000000.0,,,7664000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,-396000000.0,2998000000.0,,,,,,469000000.0,23999000000.0,,14208000000.0,478000000.0,,545000000.0,,,45212000000.0,5162000000.0,,0.16,,525000000.0,,189000000.0,,23999000000.0,,,2460000000.0,,222000000.0,231000000.0,,,33624000000.0,,,,-3592000000.0,93000000.0,523000000.0,,,,,,,,,,,,4113000000.0,1358000000.0,4113000000.0,,4821000000.0,-207000000.0,,,777000000.0,,329000000.0,,,7339000000.0,,222000000.0,-605000000.0,-2000000.0,,759000000.0,,,-31000000.0,-668000000.0,,40465000000.0,,,1861000000.0,,,,,,-83000000.0,0.16,,,,,,,,,,1524000000.0,-621000000.0,,,4725000000.0,5217000000.0,,,25000000.0,,,,-105000000.0,-1908000000.0,,,,,5626000000.0,,,,,,,,,,,,,-9000000.0,,,,,,,,869000000.0,,,-222000000.0,,1355000000.0,,-500000000.0,747000000.0,254000000.0,,,,,31004000000.0,351000000.0,,7822000000.0,7822000000.0,,,,2342000000.0,131000000.0,6686000000.0,,-82000000.0,3418000000.0,,,6841000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
