date,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualDilutedAverageShares,annualLongTermDebt,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualNetIncome,quarterlyCurrentAccruedExpenses,annualPretaxIncome,annualGoodwill,quarterlyTotalAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyDilutedEPS,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingChangeInWorkingCapital,quarterlyCurrentDebt,annualOtherNonCashItems,annualRetainedEarnings,quarterlyGoodwill,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualTotalAssets,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,trailingOperatingCashFlow,trailingTotalRevenue,annualBasicEPS,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,annualOtherIncomeExpense,annualBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualOtherShortTermInvestments,annualCurrentLiabilities,quarterlyOperatingExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualCommonStockIssuance,annualEbitda,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualCurrentAssets,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyBasicEPS,trailingCapitalExpenditure,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualInterestExpense,annualInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,annualGrossPPE,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualEndCashPosition,annualTaxProvision,trailingCostOfRevenue,trailingResearchAndDevelopment,annualCostOfRevenue,annualCapitalStock,annualTotalRevenue,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualResearchAndDevelopment,trailingGrossProfit,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,annualCurrentDebt,annualFreeCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,quarterlyBasicAverageShares,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,trailingOtherNonCashItems,annualDilutedEPS,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyGrossPPE,trailingFreeCashFlow,annualChangeInInventory,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalRevenue,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,annualChangesInAccountReceivables,annualPurchaseOfBusiness,annualStockBasedCompensation,trailingBasicEPS,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
2011-12-31,,,,-11000000.0,,1223050000.0,,-3016000000.0,,,,,,545000000.0,,1180000000.0,,,,,,,,1358000000.0,,-717000000.0,,506000000.0,,,2970000000.0,,,-2335000000.0,1023000000.0,,,2815000000.0,,,,,2246000000.0,28586000000.0,0.445616,1258000000.0,,,,-466000000.0,1223025000.0,,2165000000.0,,,,,,,,,,4366000000.0,,,315000000.0,,-920000000.0,,,,3150000000.0,,,3527000000.0,,,,,-900000000.0,,,-458000000.0,,1429000000.0,,4010000000.0,,,-2558000000.0,-1974000000.0,2279000000.0,,4240000000.0,3214000000.0,,,545000000.0,,,1324000000.0,,,,,-25463000000.0,,1562000000.0,-656000000.0,-7312000000.0,,,2345000000.0,,,894000000.0,,801000000.0,,6355000000.0,652000000.0,22084000000.0,1073000000.0,26270000000.0,,33480000000.0,,,,,1026000000.0,6502000000.0,-6570000000.0,7210000000.0,,-98000000.0,-156000000.0,,,191000000.0,,43000000.0,,1592000000.0,,,,311000000.0,0.445607,,639000000.0,,,,,,-312000000.0,-1290000000.0,3352000000.0,,,,-283000000.0,,,4821000000.0,,,,1562000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,,,,,,,,,,,,,6553588166.561806,,0.268551,,,,154081226.486563,,,,,,,328706616.504667,373646974.229915,,,,,,,,,672821355.657991,,,,,,,,,,,,,1224000000.0,,,,17976143.090099,,,820482531.040947,,,,,,,328706616.504667,,,,,,,,,,,,,,,,,,,,0.268551,,,,,,,,,,1552368356.852121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760134050.667043,,,,,1224000000.0,,,731885825.811173,160501277.59017,,,,,,606052824.18048,,,,,,,,232405849.950566,8105956523.413926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,1894000000.0,1848583916.487975,2953000000.0,-616000000.0,0.0,1223050000.0,27052000000.0,,695622834.837765,27052000000.0,,14688000000.0,1894000000.0,756000000.0,696000000.0,1347000000.0,2510000000.0,48965000000.0,6140641350.265148,,,3924000000.0,594000000.0,,742904289.878147,,,409000000.0,1693000000.0,2510000000.0,3067000000.0,-76038623.027439,-79303604.21669,-2597000000.0,1039000000.0,36263000000.0,1415000000.0,599000000.0,48965000000.0,-7652173251.499082,210000000.0,984151667.287272,,,0.618139,-168000000.0,6389000000.0,36263000000.0,6975000000.0,-511000000.0,1223025000.0,-911000000.0,842000000.0,5199000000.0,,5199000000.0,780000000.0,5199000000.0,-415983243.66662,,7877000000.0,1581571435.90863,,358474583.017681,,,6260000000.0,,-76038623.027439,263774771.767183,-303985516.36471,,780000000.0,,3595000000.0,-509884978.364428,-254944903.121429,2953000000.0,44140000000.0,-775000000.0,5199000000.0,2141000000.0,,5199000000.0,,34277000000.0,6355000000.0,,,,-2234000000.0,,2141000000.0,4165000000.0,3036000000.0,-8857000000.0,,756000000.0,2558202796.574261,,1209000000.0,594000000.0,3924000000.0,4235949718.159757,15832000000.0,,2565000000.0,,,-9505000000.0,1151015331.082035,-911000000.0,-1156000000.0,696000000.0,0.0,,6389000000.0,,0.0,5199000000.0,564000000.0,,,25569000000.0,2565000000.0,32801000000.0,-8857000000.0,14688000000.0,0.0,263906845.058487,1129000000.0,,-644000000.0,7232000000.0,6260000000.0,,,881886403.615773,,-1392000000.0,889186309.883027,-1504000000.0,,,-1205507813.202193,976631360.665631,615395911.711457,,0.618127,,876000000.0,34277000000.0,-219492469.280055,,6975000000.0,15832000000.0,,-103000000.0,,1693000000.0,-47188865.063366,8698844146.839409,,201165573.117962,1415000000.0,,44140000000.0,7877000000.0,210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,-1650000000.0,,,,,,,-818000000.0,,,,,,,,,,6197000000.0,,0.148693,,,,149000000.0,,,,,,,182000000.0,226000000.0,,,,,,,-32000000.0,,703000000.0,,,,,,,,,,,,,1224000000.0,,,4434000000.0,-25000000.0,,,923000000.0,,246000000.0,0.0,,,,182000000.0,-755000000.0,0.0,,,,,-1143000000.0,0.0,,,,,,,,,,,,0.148693,,,,,,,,4000000.0,,1461000000.0,,,,,6084000000.0,,,,,,,-434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,759000000.0,,,-32000000.0,,1224000000.0,,-325000000.0,538000000.0,201000000.0,,,,,,364000000.0,0.0,,,,,,,138000000.0,7658000000.0,,-1356000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,541000000.0,,,,,,,-515000000.0,,,,,,,,,,6851000000.0,,0.209806,,,,301000000.0,,,,,,,283000000.0,348000000.0,,,,,,,-8110000000.0,,765000000.0,,,,,,,,,,,,,1348867772.0,,,4090000000.0,-87000000.0,,,1062000000.0,,281000000.0,,,,,283000000.0,60000000.0,-363000000.0,,,,,-1173000000.0,455000000.0,,,,,,,,,,,,0.209806,,,,,,,,,,1978000000.0,,,,,4434000000.0,,,,,,,483000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1110000000.0,,,1032000000.0,,1348867772.0,,-658000000.0,916000000.0,297000000.0,,,,,,528000000.0,,,,,,,,221000000.0,8829000000.0,,-1097000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,-634425047.566357,106602615.137571,,3806657940.545428,,,,1670350047.903707,28705790276.222218,,15631451819.666159,1716437043.73406,,,,,53993549867.08408,6755097359.223825,,0.228049,,724627902.897162,,168675023.951853,,,,,,,277976439.472654,334651247.520477,,,35663297664.18827,,,,5478284021.752331,240193234.107439,703037499.831325,,,,,,,,,,,,4718852470.077051,1224014000.0,4478659235.969612,,4478659235.969612,10795201.532919,,,948628334.705224,,224615906.729459,,,8105846951.030267,,277976439.472654,-2562452062.558193,-10783853.077307,,5760589418.003697,,,1513106885.989178,1351846856.572254,,46500330603.04694,,,966170537.196216,,,,,,,0.228049,,,,,,,,,,1634123632.045556,,,,7406857651.773787,4090000000.0,,,24289203.449067,,,,-2055558084.931248,7382568448.32472,,,,,6555386130.864831,,1856774663.662002,,,,,,,,,,,-77807197.700622,,,,,,,,935749807.710473,,,333207389.315449,,1223939000.0,,-157243161.914529,685495297.340332,207807629.508683,,,240193234.107439,,38362098047.41792,542458877.029161,,7344785242.959505,7344785242.959505,,,,,207807629.508683,8389220991.269381,,930876583.858475,,,,10837032938.858677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,1362000000.0,2111425047.566357,3173000000.0,-368000000.0,4148139965.202022,1256546000.0,29866000000.0,,1184649952.096293,29866000000.0,-117374133.50272,16606000000.0,1362000000.0,677000000.0,748000000.0,1374000000.0,2504000000.0,53843000000.0,6104888296.652138,5523488.635422,0.179513,4901000000.0,645000000.0,,692673728.527669,,,152000000.0,1966000000.0,2504000000.0,2969000000.0,-154230518.034734,-180001943.136276,-3788000000.0,1103000000.0,39798000000.0,1902000000.0,2616000000.0,53843000000.0,-7324284021.752331,385000000.0,898525888.242676,,,0.869949,963000000.0,7369000000.0,39798000000.0,8149000000.0,-399000000.0,1255082000.0,-1373000000.0,1522000000.0,5567000000.0,1330769231.0,5567000000.0,810000000.0,5567000000.0,-401698800.38323,260984838.023696,9090000000.0,1424235389.369425,,351384093.270541,,,7410000000.0,,-154230518.034734,-530547937.441807,5783853.077307,,810000000.0,8285232.953133,3673000000.0,-341106885.989178,-1298846856.572254,3173000000.0,48888000000.0,-1588000000.0,5567000000.0,2558000000.0,,5567000000.0,,37237000000.0,5199000000.0,,0.179513,,-2666000000.0,,2558000000.0,4316000000.0,3094000000.0,-9442000000.0,,677000000.0,2303014492.558058,,1196000000.0,645000000.0,4901000000.0,4478659235.969612,17591000000.0,,25000000.0,,,-9988000000.0,418558084.931248,-1373000000.0,368000000.0,748000000.0,4148139965.202022,,7369000000.0,,1901460962.744069,5567000000.0,671000000.0,,,26551000000.0,25000000.0,33836000000.0,-9442000000.0,16606000000.0,1901460962.744069,135807197.700622,1222000000.0,,508000000.0,7285000000.0,7410000000.0,,,789331790.519114,,-1144000000.0,1282792610.684551,-586000000.0,1330769231.0,,-1525756838.085471,878779103.188633,605324112.432024,,0.869949,260984838.023696,828000000.0,37237000000.0,-254726031.279096,,8149000000.0,17591000000.0,,-1205000000.0,,1966000000.0,50275911.857179,8407902789.210196,,936123416.141525,1902000000.0,,48888000000.0,9090000000.0,385000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,-620000000.0,123000000.0,,4216000000.0,,,,-1500000000.0,31308000000.0,,16713000000.0,1345000000.0,,,,,57293000000.0,6189000000.0,,0.11,,731000000.0,,215000000.0,,,,,2510000000.0,,145000000.0,146000000.0,,,38223000000.0,,,,,340000000.0,719000000.0,,,,,,,,,,,,6068000000.0,1356989000.0,5869000000.0,,5869000000.0,-4000000.0,,,945000000.0,,269000000.0,-5000000.0,,8670000000.0,,145000000.0,-456000000.0,-3000000.0,,3579000000.0,,,-1805000000.0,4000000.0,,49466000000.0,,,1104000000.0,,,,,,,0.11,,,,,,,,0.0,,1455000000.0,,,,7758000000.0,6489000000.0,,,,,,,-146000000.0,,,,,,6812000000.0,,1998000000.0,,,,,,,,,,,,,,,,,,,775000000.0,,,1311000000.0,,1352570000.0,,-305000000.0,510000000.0,208000000.0,,,199000000.0,,40580000000.0,291000000.0,-5000000.0,8132000000.0,8132000000.0,,,,,145000000.0,7644000000.0,,-1983000000.0,,,,11243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,-332000000.0,8851000000.0,,0.0,,,,-79000000.0,31339000000.0,,16828000000.0,1276000000.0,,,,,55542000000.0,6922000000.0,,0.26,,645000000.0,,338000000.0,,,,,2504000000.0,,354000000.0,358000000.0,,,43287000000.0,,,,,493000000.0,752000000.0,,,,,,,,,,,,4615000000.0,1361000000.0,4615000000.0,,4615000000.0,-116000000.0,,,1050000000.0,,287000000.0,,,8834000000.0,,354000000.0,101000000.0,-376000000.0,,773000000.0,,,-901000000.0,-218000000.0,,50398000000.0,,,2432000000.0,,,,,,,0.26,,,,,,,,,,1989000000.0,,,,5088000000.0,5869000000.0,,,25000000.0,,,,650000000.0,-1282000000.0,,,,,7111000000.0,,0.0,,,,,,,,,,,,,,,,,,,1110000000.0,,,-358000000.0,,1354000000.0,,-822000000.0,939000000.0,298000000.0,,,,,38714000000.0,485000000.0,,8461000000.0,8461000000.0,,,,2045000000.0,158000000.0,8911000000.0,,-704000000.0,,,,7111000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,0.0,4938000000.0,,4082000000.0,,,,111000000.0,30833000000.0,,16496000000.0,1187000000.0,,750000000.0,,,53873000000.0,6322000000.0,,0.18,,626000000.0,,191000000.0,,,,,2487000000.0,,245000000.0,234000000.0,,,41727000000.0,,,,-2414000000.0,453000000.0,672000000.0,,,,,,,,,,,,4615000000.0,1359626000.0,4615000000.0,,4615000000.0,-53000000.0,,,925000000.0,,303000000.0,,,8479000000.0,,245000000.0,-727000000.0,-2000000.0,,746000000.0,,,-603000000.0,-211000000.0,,48607000000.0,,,2345000000.0,,,,,,-191000000.0,0.18,,,,,,,,,,1495000000.0,-590000000.0,,,5226000000.0,4615000000.0,,,25000000.0,,,,-136000000.0,-1330000000.0,,,,,6130000000.0,,1650000000.0,,,,,,,,,,,80000000.0,,,,,,,,820000000.0,,,948000000.0,,1354407000.0,,-714000000.0,570000000.0,217000000.0,,,165000000.0,,37377000000.0,326000000.0,,8255000000.0,8255000000.0,,,,2209000000.0,92000000.0,7817000000.0,,-437000000.0,1955000000.0,,,6880000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
