date,quarterlyInvestingCashFlow,trailingEndCashPosition,trailingTaxProvision,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualTaxProvision,annualEndCashPosition,trailingTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,trailingCostOfRevenue,annualOtherCurrentAssets,trailingOperatingIncome,annualResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,trailingOperatingExpense,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualBeginningCashPosition,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyFreeCashFlow,trailingSellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalAssets,quarterlyNetOtherInvestingChanges,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncome,annualLongTermDebt,quarterlyOtherCurrentAssets,annualCashDividendsPaid,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,trailingSaleOfInvestment,quarterlyGrossProfit,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualAccountsReceivable,quarterlyBasicEPS,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualRetainedEarnings,annualInventory,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,annualChangeInInventory,quarterlyRepaymentOfDebt,annualBasicAverageShares,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualDilutedEPS,annualBasicEPS,annualNetPPE,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyCurrentDebt,annualGrossProfit,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyTotalAssets,trailingNetIncome,annualGoodwill,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,annualPretaxIncome,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualInterestExpense,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyCapitalStock,annualGrossPPE,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyAccountsPayable,annualPurchaseOfInvestment,annualCapitalStock,trailingResearchAndDevelopment,annualTotalRevenue,annualCapitalExpenditure,trailingGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.041292800,,9572316000.0,814226000.0,,1671710000.0,59450000.0,,134895178000.0,,0.0,112377385000.0,0.0,8547345000.0,,3304889000.0,,,404220000.0,0.0,,21790000.0,569340000.0,202970000.0,,,-11006500000.0,,13970448000.0,,,1334450000.0,703920000.0,,,,,8929908000.0,-10000.0,1240150000.0,3201720000.0,,4119115000.0,,,658300000.0,,,-147060000.0,-768179000.0,768790000.0,2496740000.0,658300000.0,1790000.0,200900000.0,,2600000.0,1671710000.0,72265000.0,,7160000.0,0.0,,,2571420000.0,,2827437000.0,,,,596410000.0,,,,,,,,,468590000.0,439060000.0,,,,,,,,,,,,,,,696030000.0,704980000.0,569340000.0,,970710000.0,,,,1240150000.0,,,,,,,,,,,2827437000.0,,-4151627000.0,3167831000.0,13552151000.0,763370000.0,-927932000.0,,5420000.0,,,,,-20711724000.0,,,-4013565000.0,,,696030000.0,-21934379000.0,,,-73074152000.0,767740000.0,,,539500000.0,5341597000.0,2305160000.0,-295970000.0,22517793000.0,-598497000.0,6150000.0,-270040000.0,-597000000.0,1154120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,,,,0.0,61567000.0,671600000.0,,,602659000.0,,0.0,,,,,,1192878000.0,105138000.0,,-249169000.0,2144131000.0,461395000.0,,,,,,,,2743324000.0,858537000.0,1240156000.0,,,,,3767000.0,518491000.0,5544029000.0,,,,,829997000.0,105138000.0,,-153218000.0,,983836000.0,3100481000.0,829997000.0,0.0,451759000.0,,,,,,50315000.0,0.0,,,3246369000.0,,,,,53841000.0,1400814000.0,,,,,,,,,1052642000.0,870379000.0,,,,-258355000.0,,,,3135000.0,,,,321443000.0,,,2381715000.0,2443548000.0,2038993000.0,,1371043000.0,,,,518491000.0,,,,,,153529000.0,,,,,,,,,,920104000.0,,,9891000.0,,,,-158790000.0,,,,,,,2381715000.0,,,,,909648000.0,,,539500000.0,,4114367000.0,-570612000.0,,,16527000.0,-566800000.0,-171004000.0,-568556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,,,,0.0,64426000.0,,,,2202183000.0,,0.0,,,,,,1636125000.0,236854000.0,,-1465110000.0,4700168000.0,720897000.0,,,,,,,,4720863000.0,902682000.0,,,,,,-140810000.0,706410000.0,8627087000.0,,,,,894096000.0,236854000.0,,-276220000.0,,1010171000.0,4464103000.0,894096000.0,0.0,704781000.0,,,,,,48567000.0,0.0,,,3867721000.0,,,,,,1797253000.0,,,,,,,,,1559374000.0,1494243000.0,,,,,,,,,,,,,,,4100043000.0,4162984000.0,4463314000.0,,1730745000.0,,,,706410000.0,,,,,,59198000.0,,,,,,,,,,967108000.0,,,43063000.0,,,,,,,,,,,4100043000.0,,,,,1009848000.0,,,539500000.0,,6451608000.0,-1881500000.0,,,257716000.0,-2015500000.0,-694350000.0,100580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,,,,0.0,90041000.0,730179000.0,,,2178236000.0,,0.0,,,,,,1985715000.0,1829669000.0,,-395912000.0,6679077000.0,918668000.0,,,,,,,,5043785000.0,368433000.0,706410000.0,,,,,6938000.0,730179000.0,10673861000.0,,,,,368639000.0,1829669000.0,,-448730000.0,,955731000.0,5089391000.0,368639000.0,0.0,887975000.0,,6938000.0,,,,289851000.0,3726000.0,,,3930343000.0,,,,,351650000.0,1590839000.0,,,2512236444.0,,,,,,1562416000.0,2231556000.0,,,,-780104000.0,,2512236444.0,,145607000.0,,,,1361586000.0,0.200225,0.200225,5263643000.0,5584470000.0,4849408000.0,,1511911000.0,,,,733905000.0,,,,,,64441000.0,,,,,,58603000.0,,,,458474000.0,,,145607000.0,,,,396991000.0,,,,,,,5263643000.0,,,,,593243000.0,,-27269000.0,539500000.0,,6555696000.0,-1757498000.0,,,16788000.0,-1774767000.0,-3319279000.0,23769000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,,,,,0.0,53075000.0,1701077000.0,,,3384510000.0,,1343000.0,,,,,,3350528000.0,1538139000.0,,-511268000.0,10133488000.0,1596844000.0,,,,,,,,10200734000.0,1020921000.0,730179000.0,,,,,0.0,1701077000.0,15149011000.0,,,,,1010185000.0,1513146000.0,,-243047000.0,,1806691000.0,7228813000.0,1010185000.0,0.0,1437525000.0,,,,,,314798000.0,1318000.0,,,4940346000.0,,,,,499709000.0,1550925000.0,,,2507130382.0,,,,,,2494960000.0,3156918000.0,,,,-1014084000.0,,2507130382.0,,232986000.0,,,,2501767000.0,0.445663,0.445663,7594986000.0,7920198000.0,8595349000.0,,2913498000.0,,8255000.0,,1702395000.0,,,,,,16738000.0,,,,,,58603000.0,,,,1073996000.0,,,232986000.0,,,,467387000.0,,,,,,,7594986000.0,,,,,1316654000.0,,,539500000.0,,13114232000.0,-3013035000.0,,,715926000.0,-2999809000.0,-3410627000.0,970898000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,,,,,1998406000.0,40551000.0,5539501000.0,,,4728849000.0,,2000.0,,,,,,,,,-2420653000.0,,2401719000.0,,,,,,,,16963526000.0,1611711000.0,1617312000.0,,,,,-1092216000.0,330853000.0,12369246000.0,,,,,1702329000.0,1060000000.0,,-220199000.0,,2744441000.0,8207718000.0,1611711000.0,42692000.0,2305182000.0,,,5410650000.0,,,25172000.0,21925000.0,,,3505117000.0,,,,,898473000.0,1072928000.0,,,2048328361.0,,,,,,,1061928000.0,,,,-1424379000.0,,2048328361.0,,1012337000.0,,,,1910810000.0,0.786842,0.786842,2128967000.0,4161528000.0,7804129000.0,,4247687000.0,,,,352778000.0,,,,,,0.0,,,,,,,,,,1742880000.0,,,,,,,,,,,,,,,,,,,1845968000.0,,,,,21211213000.0,-4331463000.0,,,31779000.0,-5177316000.0,-4593784000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,,,,,633771000.0,88323000.0,1699353000.0,,,4134310000.0,,0.0,,1163091000.0,,,,6848022000.0,5158566000.0,,-4630416000.0,19194388000.0,3861644000.0,,,,,,,,22032299000.0,1275649000.0,5536636000.0,,,,,576483000.0,1704077000.0,32531760000.0,,,,,1021249000.0,4791561000.0,,-1235261000.0,,3212006000.0,14491618000.0,1021249000.0,0.0,3561220000.0,,18296000.0,700756000.0,,,2274932000.0,,,,11285568000.0,,,,,1360411000.0,2662844000.0,,,2050100000.0,,,,,,4368825000.0,6912844000.0,,,,-2409777000.0,,408499600.0,,487623000.0,,,,1788545000.0,2.5,2.5,15512643000.0,18040142000.0,14035822000.0,,5694910000.0,,0.0,,1704077000.0,,,,,,367005000.0,-121278000.0,,,,,58603000.0,,,,1363972000.0,,,487623000.0,367005000.0,,,-1147726000.0,,,,,,,15512643000.0,,,-3298982000.0,,1833266000.0,,-15731000.0,2050100000.0,,27727209000.0,-6418961000.0,,,709368000.0,-5850696000.0,-14113472000.0,-3837283000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,,,,,1584107000.0,428010000.0,2310819000.0,,,283801000.0,,0.0,,1283316000.0,,,,11521250000.0,3331022000.0,,4674241000.0,21418954000.0,4935293000.0,,,,,,,,31479762000.0,4078440000.0,1699353000.0,,,,,185368000.0,2344542000.0,40446081000.0,,,,,3793576000.0,3106514000.0,,-301923000.0,,6524421000.0,16852490000.0,3793576000.0,570000000.0,4261678000.0,,,1587810000.0,,,2465058000.0,1000000.0,,,16682357000.0,,,,,1762583000.0,4066723000.0,,,2143850000.0,,,,,,7593633000.0,4405206000.0,,,,2278601000.0,,428652655.0,,255386000.0,,,,11981419000.0,8.85,8.85,20198581000.0,23593591000.0,18087932000.0,,9634150000.0,,0.0,,2345542000.0,,,,,,224508000.0,-57000000.0,,,,,58603000.0,,,,4506450000.0,,,255388000.0,224508000.0,,,5893884000.0,,,,,,,20198581000.0,,,-4824250000.0,,4698857000.0,,,2275100000.0,,41113912000.0,-7307178000.0,,,1297535000.0,-7143063000.0,-9941114000.0,611466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,-3007086000.0,,,2258821000.0,,,,,1704127000.0,,,,,,,,1979839000.0,,,,,,,,,,,,,,,,,13246528000.0,1833700000.0,-741623000.0,,,,,690128000.0,,,9870607000.0,,,,,,,,,,,,,,,3375921000.0,,,-40719000.0,1542221000.0,,,,454433867.0,,,,3.75,,,1790398000.0,1704127000.0,,1300594000.0,,,,,,143180000.0,,-56754000.0,,46261000.0,,,,,,,,,,,,,,,-14725000.0,,0.0,,1933578000.0,,-3684342000.0,,,,,,,,,,,,,,,,3.75,,,,,2310819000.0,,,,,,-51998000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,-2555822000.0,,,1825945000.0,,,,,717051000.0,,,,,,,,960854000.0,,,,,,,16370596000.0,24712904000.0,,,,20647772000.0,1040132000.0,,,,12018079000.0,968260000.0,-2332937000.0,,,,,16035000.0,,,9619942000.0,,,89466000.0,,,,,,,,0.0,,,,2398137000.0,,,-793491000.0,1429877000.0,,4065132000.0,,,,,,,3025000000.0,,797629000.0,717051000.0,65914000.0,1269240000.0,18359117000.0,,,21495826000.0,6720784000.0,42358000.0,,-483560000.0,,120867000.0,,,1825945000.0,1825945000.0,,,,,,,3443243000.0,,839940000.0,,-21314000.0,,-1946000.0,,839987000.0,,-2547148000.0,,,2712205000.0,,45534427000.0,,,,,,,,29163831000.0,,,,,,,2101664000.0,2258821000.0,,,2275100000.0,,,-432876000.0,,,,11953989000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
