,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualDilutedAverageShares,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualBasicAverageShares,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,quarterlyTotalAssets,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingTotalRevenue,annualOtherCurrentAssets,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualLongTermDebt,annualNetIncome,quarterlyBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,annualOtherNonCashItems,annualDilutedEPS,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyEndCashPosition,annualBasicEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
804470400,,,0.0,,,,5400000.0,,15100000.0,,,,77800000.0,,,0.00625,-200000.0,,,,,-14600000.0,4500000.0,,,,,0.0,,,700000.0,,,,700000.0,,,,13400000.0,,14100000.0,,,,,,,69872000.0,,,,50600000.0,-5400000.0,,,,,,53000000.0,,,,5400000.0,-8000000.0,12100000.0,,,,,,,,,,5000000.0,38400000.0,,2000000.0,,,,-8900000.0,,200000.0,-1300000.0,,,,,,,5400000.0,,,1400000.0,,,,-13400000.0,,55000000.0,,,,,32500000.0,,,70300000.0,15100000.0,,,,,,,111700000.0,,3400000.0,,,,41400000.0,,,,0.00625,,,,900000.0,,,,,33900000.0,,3000000.0,,,,,,,,-200000.0,20500000.0,,,,3400000.0,3400000.0,,500000.0,-8200000.0,,69872000.0,0.0,,,,,0.0,,53800000.0,,,,,,,30100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,0.0,,,,6600000.0,,17000000.0,,,,82300000.0,,,0.0075,100000.0,,,,,-15400000.0,4200000.0,,,,,0.0,,,3100000.0,,,,3100000.0,,,,9300000.0,,11900000.0,,,,,,,70016000.0,,,,57200000.0,4700000.0,,,,,,59800000.0,,,,6700000.0,-7000000.0,4800000.0,,,,,,,,,,5400000.0,44400000.0,,2500000.0,,,,10700000.0,,300000.0,2400000.0,,,,,,,6700000.0,,,10000000.0,,,,-2300000.0,,59200000.0,,,,,26600000.0,,,71500000.0,17000000.0,,,,,,,118900000.0,,4100000.0,,,,47400000.0,,,,0.0075,,,,1100000.0,,,,,36600000.0,,3000000.0,,,,,,,,100000.0,23700000.0,,,,4100000.0,4100000.0,,8900000.0,-6900000.0,,70016000.0,0.0,,,,,-100000.0,,53600000.0,,,,,,,33500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,,,0.0,,26000000.0,,5500000.0,,18700000.0,300000.0,,,133900000.0,2800000.0,-500000.0,,0.0,5000000.0,,,48500000.0,-16400000.0,27300000.0,,3400000.0,82896000.0,68400000.0,10000000.0,500000.0,55000000.0,2800000.0,,,,2800000.0,,,62700000.0,200000.0,,13000000.0,-5700000.0,,800000.0,66700000.0,,,,,,,50900000.0,600000.0,,-28600000.0,,,,68400000.0,82896000.0,14100000.0,-32400000.0,5300000.0,-8800000.0,30200000.0,-16500000.0,-49900000.0,,,300000.0,,,,,5000000.0,52000000.0,,1900000.0,,,,200000.0,,47900000.0,-300000.0,0.0,88700000.0,59000000.0,-16400000.0,,,6400000.0,900000.0,19700000.0,1500000.0,-19500000.0,48700000.0,-27700000.0,-8200000.0,,62700000.0,22000000.0,-100000.0,201500000.0,,18200000.0,,62700000.0,98600000.0,17600000.0,,,,0.0,8200000.0,200000.0,153600000.0,153600000.0,3600000.0,22300000.0,,27300000.0,55000000.0,112800000.0,400000.0,14100000.0,,13000000.0,,,300000.0,,1100000.0,,,19700000.0,,3000000.0,,,11100000.0,100000.0,0.025,133900000.0,,0.0,24000000.0,2800000.0,4000000.0,,3600000.0,3600000.0,,400000.0,-31100000.0,800000.0,,0.0,0.025,98600000.0,,,400000.0,-5400000.0,59000000.0,,1500000.0,,18200000.0,,3000000.0,26900000.0,900000.0,,52000000.0,,,14100000.0,,,,,,,,,,,,,,,,,,,
828230400,,,2800000.0,,,,6500000.0,,16300000.0,,,,139700000.0,,,0.00625,100000.0,,,,,-17000000.0,24000000.0,,,,,9100000.0,,,2800000.0,,,,2800000.0,,,,200000.0,,25900000.0,-300000.0,,,,,,83424000.0,,,,55300000.0,3800000.0,,,,,,75100000.0,,,,6100000.0,-7500000.0,900000.0,,,,,,,,,,5600000.0,58100000.0,,2400000.0,,,,,,,0.0,,,,,,,6100000.0,,,1700000.0,,,,-3700000.0,,66800000.0,,,,,31700000.0,,,111800000.0,16300000.0,,,,,,,173100000.0,,4100000.0,,,,61300000.0,,,,0.00625,,,,1300000.0,,,-6500000.0,,33400000.0,,3200000.0,,,,,,,,0.0,22400000.0,,,,4100000.0,4100000.0,,400000.0,-4700000.0,,83424000.0,0.0,,,,,300000.0,,74200000.0,,,,,,,32900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,0.0,,,,7900000.0,,20500000.0,,,,145100000.0,,,0.0075,100000.0,,,,,-18400000.0,11200000.0,,,,,16800000.0,,,3500000.0,,,,3500000.0,,,,200000.0,,19100000.0,-8000000.0,,,,,,83560000.0,,,,68800000.0,-3100000.0,,,,,,83200000.0,,,,7700000.0,-8300000.0,400000.0,,,,,,,,,,7200000.0,64800000.0,,3000000.0,,,,,,,600000.0,,,,,,,7700000.0,,,1700000.0,,,,-11400000.0,,71800000.0,,,,,26500000.0,,,105300000.0,20500000.0,,,,,,,173300000.0,,4900000.0,,,,68000000.0,,,,0.0075,,,,1400000.0,,,-5200000.0,,28200000.0,,3200000.0,,,,,,,,1400000.0,28200000.0,,,,4900000.0,4900000.0,,300000.0,3300000.0,,83560000.0,0.0,,,,,200000.0,,77800000.0,,,,,,,40600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,0.0,,,,8500000.0,,21000000.0,,,,150800000.0,,,0.008125,100000.0,,,,,-19900000.0,9700000.0,,,,,4200000.0,,,3700000.0,,,,3700000.0,,,,100000.0,,19500000.0,1000000.0,,,,,,83632000.0,,,,70400000.0,6500000.0,,,,,,91500000.0,,,,8200000.0,-8400000.0,100000.0,,,,,,,,,,8600000.0,71600000.0,,3100000.0,,,,,,200000.0,300000.0,,,,,,,8200000.0,,,1500000.0,,,,-1900000.0,,77200000.0,,,,,28200000.0,,,105600000.0,21000000.0,,,,,,,180500000.0,,5400000.0,,,,74900000.0,,,,0.008125,,,,1200000.0,,,-2200000.0,,29700000.0,,3300000.0,,,,,,,,0.0,29200000.0,,,,5400000.0,5400000.0,,300000.0,-6300000.0,,83632000.0,0.0,,,,,300000.0,,80300000.0,,,,,,,41200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,,0.0,,34900000.0,,7100000.0,,28000000.0,400000.0,,,155800000.0,1200000.0,-1600000.0,,-200000.0,5200000.0,,,4700000.0,-21400000.0,3800000.0,,2800000.0,83456000.0,101200000.0,4800000.0,1200000.0,83400000.0,1200000.0,,,,1200000.0,,,79600000.0,3200000.0,,17300000.0,-15800000.0,,1500000.0,85700000.0,,,,,,,64700000.0,-2300000.0,,-34500000.0,,,,101200000.0,83456000.0,19000000.0,-12500000.0,6700000.0,-10300000.0,3300000.0,-24900000.0,-11200000.0,,,,,,,,5200000.0,79800000.0,,2600000.0,,,,,,300000.0,-2500000.0,0.0,114500000.0,83900000.0,-21400000.0,,,6700000.0,1500000.0,27800000.0,2100000.0,-23100000.0,1900000.0,-29600000.0,-12600000.0,,81700000.0,28800000.0,100000.0,259200000.0,,25700000.0,,81700000.0,100200000.0,21900000.0,,,,0.0,11100000.0,3200000.0,183600000.0,183600000.0,4500000.0,30100000.0,,3800000.0,83400000.0,144700000.0,200000.0,19000000.0,,17300000.0,,,400000.0,,,1400000.0,,27800000.0,,3600000.0,,,34900000.0,,0.2275,155800000.0,,0.0,34700000.0,1200000.0,6100000.0,,4500000.0,4500000.0,,200000.0,-3500000.0,1500000.0,,0.0,0.2275,100200000.0,,,400000.0,,83900000.0,,2100000.0,,25700000.0,,3600000.0,30000000.0,4900000.0,,79800000.0,,,19000000.0,,,,,,,,,,,,,,,,,,,
859766400,,,1200000.0,,,,8000000.0,,21300000.0,,,,161900000.0,,,0.0075,0.0,,,,,-22900000.0,2900000.0,,,,,,,,3800000.0,,,,3800000.0,,,,5100000.0,,20900000.0,,,,,,,84016000.0,,,,68500000.0,9500000.0,,,,,,109800000.0,,,,7900000.0,-9000000.0,2100000.0,,,,,,,,,,9200000.0,86900000.0,,3000000.0,,,,,,100000.0,2600000.0,,,,,,,7900000.0,,,2200000.0,,,,500000.0,,86700000.0,,,,,35200000.0,,,108500000.0,21300000.0,,,,,,,199300000.0,,5000000.0,,,,90800000.0,,,,0.0075,,,,2000000.0,,,,,37400000.0,,3900000.0,,,,,,,,0.0,29200000.0,,,,5000000.0,5000000.0,,200000.0,-9000000.0,,84016000.0,0.0,,,,,100000.0,,90200000.0,,,,,,,39300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,0.0,,,,9700000.0,,25200000.0,,,,168700000.0,,,0.009375,-500000.0,,,,,-24800000.0,2600000.0,,,,,,,,2000000.0,,,,2000000.0,,,,11800000.0,,22300000.0,,,,,,,84240000.0,,,,82400000.0,-1800000.0,,,,,,116500000.0,,,,9500000.0,-7000000.0,7200000.0,,,,,,,,,,10300000.0,91700000.0,,3600000.0,,,,,,600000.0,-1800000.0,,,,,,,9500000.0,,,2200000.0,,,,-8800000.0,,92700000.0,,,,,44400000.0,,,119100000.0,25200000.0,,,,,,,215300000.0,,6100000.0,,,,96200000.0,,,,0.009375,,,,2000000.0,,,,,46600000.0,,4500000.0,,,,,,,,0.0,34700000.0,,,,6100000.0,6100000.0,,200000.0,-7300000.0,,84240000.0,0.0,,,,,200000.0,,100100000.0,,,,,,,47700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,0.0,,,,10500000.0,,26100000.0,,,,175900000.0,,,0.02,-300000.0,,,,,-26900000.0,3900000.0,,,,,,,,1600000.0,,,,1600000.0,,,,100000.0,,25400000.0,,,,,,,84392000.0,,,,87500000.0,6500000.0,,,,,,125500000.0,,,,10400000.0,-9100000.0,2500000.0,,,,,,,,,,12300000.0,98600000.0,,3900000.0,,,,,,500000.0,-400000.0,,,,,,,10400000.0,,,16000000.0,,,,-2600000.0,,99300000.0,,,,,37800000.0,,,126400000.0,26100000.0,,,,,,,229700000.0,,6600000.0,,,,103300000.0,,,,0.02,,,,2100000.0,,,,,53800000.0,,4700000.0,,,,,,,,0.0,36500000.0,,,,6600000.0,6600000.0,,13900000.0,-9300000.0,,84392000.0,0.0,,,,,100000.0,,107300000.0,,,,,,,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,,0.0,,45400000.0,,9300000.0,,33300000.0,500000.0,,,182000000.0,2300000.0,1100000.0,,0.0,10600000.0,,,20900000.0,-29100000.0,7500000.0,,1200000.0,85108000.0,137500000.0,,600000.0,113500000.0,2300000.0,,,,2300000.0,,,97500000.0,100000.0,,29700000.0,,,2100000.0,105800000.0,,,,,,,78000000.0,3700000.0,,-37200000.0,,,,137500000.0,84172000.0,23100000.0,,9200000.0,-12100000.0,9100000.0,-27900000.0,-37700000.0,,,100000.0,,,,,10600000.0,108400000.0,,3900000.0,,,,,,300000.0,700000.0,0.0,142900000.0,111800000.0,-29100000.0,,,9200000.0,-1000000.0,65600000.0,25200000.0,-14700000.0,1500000.0,-19300000.0,-8400000.0,,104800000.0,37100000.0,-800000.0,316400000.0,,40400000.0,,104800000.0,134100000.0,25000000.0,,,,0.0,14400000.0,100000.0,247600000.0,247600000.0,5400000.0,37500000.0,,7500000.0,113500000.0,173500000.0,22600000.0,23100000.0,,29700000.0,,,500000.0,,,,,65600000.0,,5100000.0,,,,-100000.0,0.2725,182000000.0,,0.0,42500000.0,2300000.0,8300000.0,,5400000.0,5400000.0,,22600000.0,-12100000.0,2100000.0,,0.0,0.275,134100000.0,,,300000.0,,111800000.0,,25200000.0,,40400000.0,,5100000.0,35500000.0,17900000.0,,108400000.0,,,23100000.0,,,,,,,,,,,,,,,,,,,
891302400,,,2300000.0,,,,9400000.0,,40100000.0,,,,189600000.0,,,0.0175,100000.0,,,,,-30100000.0,21800000.0,,,,,,,,1900000.0,,,,1900000.0,,,,2000000.0,,50000000.0,,,,,,,84796000.0,,,,118300000.0,3700000.0,,,,,,170200000.0,,,,10600000.0,-64700000.0,60500000.0,,,,,,,,,,31900000.0,140100000.0,,3600000.0,,,,-2100000.0,,500000.0,-400000.0,,,,,,,10600000.0,,,130700000.0,,,,-61000000.0,,110600000.0,,,,,83900000.0,,,252100000.0,40100000.0,,,,,,,404200000.0,,5800000.0,,,,152100000.0,,,,0.0175,,,,6600000.0,,,,,214600000.0,,12000000.0,,,,,,,,0.0,50700000.0,,,,5800000.0,5800000.0,,124100000.0,-64600000.0,,84796000.0,0.0,,,,,-1200000.0,,204700000.0,,,,,,,67600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,0.0,,,,12400000.0,,52500000.0,,,,197700000.0,,,0.0225,-100000.0,,,,,-74700000.0,16000000.0,,,,,,,,1400000.0,,,,1400000.0,,,,7000000.0,,44800000.0,,,,,,,85000000.0,,,,165200000.0,-7000000.0,,,,,,225400000.0,,,,13700000.0,-5300000.0,9500000.0,,,,,,,,,,28600000.0,150700000.0,,4700000.0,,,,-14700000.0,,400000.0,-500000.0,,,,,,,13700000.0,,,143400000.0,,,,-12300000.0,,118200000.0,,,,,80400000.0,,,256900000.0,52500000.0,,,,,,,421500000.0,,7700000.0,,,,164600000.0,,,,0.0225,,,,12600000.0,,,,,223800000.0,,13900000.0,,,,,,,,-100000.0,66200000.0,,,,7700000.0,7700000.0,,130800000.0,-3000000.0,,85000000.0,0.0,,,,,-1400000.0,,213900000.0,,,,,,,99000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,0.0,,,,13500000.0,,53900000.0,,,,206700000.0,,,0.02375,-500000.0,,,,,-78400000.0,14200000.0,,,,,,,,1600000.0,,,,1600000.0,,,,7100000.0,,40100000.0,,,,,,,85148000.0,,,,172800000.0,-13400000.0,,,,,,241600000.0,,,,15500000.0,-16600000.0,30500000.0,,,,,,,,,,37000000.0,163200000.0,,5100000.0,,,,-21800000.0,,500000.0,200000.0,,,,,,,15500000.0,,,163200000.0,,,,-30000000.0,,126600000.0,,,,,84200000.0,,,277100000.0,53900000.0,,,,,,,454100000.0,,8400000.0,,,,177000000.0,,,,0.025,,,,2700000.0,,,,,247400000.0,,13800000.0,,,,,,,,200000.0,69400000.0,,,,8400000.0,8400000.0,,160500000.0,-16900000.0,,85148000.0,0.0,,,,,-2000000.0,,234800000.0,,,,,,,103400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,,0.0,,69100000.0,,14700000.0,,67000000.0,2200000.0,,,218400000.0,1700000.0,-600000.0,,200000.0,22100000.0,,,119300000.0,-39300000.0,35600000.0,,2300000.0,86408000.0,210300000.0,,1200000.0,182400000.0,1700000.0,,,,1700000.0,,,201000000.0,13700000.0,,66700000.0,,,,213200000.0,,,,,,,160000000.0,-2400000.0,,-107000000.0,,,,210300000.0,84952000.0,30800000.0,,16900000.0,-20400000.0,18800000.0,-53300000.0,-100800000.0,,,8100000.0,,,,,22100000.0,171000000.0,,5800000.0,,,,38500000.0,,1700000.0,100000.0,0.0,270100000.0,246000000.0,-39300000.0,,,16900000.0,7600000.0,274900000.0,172400000.0,-72200000.0,3100000.0,-126100000.0,-22800000.0,,135500000.0,56900000.0,-300000.0,616300000.0,,102500000.0,,135500000.0,310900000.0,54800000.0,,,,0.0,19200000.0,13700000.0,493300000.0,493300000.0,8900000.0,50000000.0,,35600000.0,182400000.0,346200000.0,170200000.0,30800000.0,,66700000.0,,,2200000.0,,,,,274900000.0,,11400000.0,,,500000.0,-100000.0,0.355,218400000.0,,-100000.0,83900000.0,1700000.0,12200000.0,,8900000.0,8900000.0,,170200000.0,-16300000.0,,,0.0,0.3625,310900000.0,,,6000000.0,,246000000.0,,172400000.0,,102500000.0,,11400000.0,76100000.0,-19100000.0,,171000000.0,,,30800000.0,,,,,,,,,,,,,,,,,,,
922838400,,,1700000.0,,,,13900000.0,,54700000.0,,,,342400000.0,,,0.025,600000.0,,,,,-42800000.0,8500000.0,,,,,,,,3200000.0,,,,3200000.0,,,,10300000.0,,76600000.0,,,,,,,98912000.0,,,,166400000.0,18300000.0,,,,,,223500000.0,,,,16300000.0,-15300000.0,-8200000.0,,,,,,,,,,27800000.0,180700000.0,,5300000.0,,,,9700000.0,,5200000.0,1500000.0,,,,,,,16300000.0,,,56400000.0,,,,3000000.0,,144100000.0,,,,,114700000.0,,,321800000.0,54700000.0,,,,,,,513500000.0,,8600000.0,,,,191700000.0,,,,0.025,,,,700000.0,,,,,171100000.0,,11000000.0,,,,,,,,106800000.0,71000000.0,,,,8600000.0,8600000.0,,55700000.0,-8600000.0,,98912000.0,0.0,,,,,-2300000.0,,260800000.0,,,,,,,95400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,0.0,,,,19100000.0,,62200000.0,,,,375400000.0,,,0.02875,200000.0,,,,,-47000000.0,10100000.0,,,,,,,,4100000.0,,,,4100000.0,,,,13800000.0,,82300000.0,,,,,,,101356000.0,,,,196100000.0,-1600000.0,,,,,,239000000.0,,,,19600000.0,-17100000.0,18800000.0,,,,,,,,,,33500000.0,192000000.0,,7300000.0,,,,-13400000.0,,126000000.0,900000.0,,,,,,,19600000.0,,,52300000.0,,,,-18700000.0,,155900000.0,,,,,129600000.0,,,351500000.0,62200000.0,,,,,,,557300000.0,,11800000.0,,,,205800000.0,,,,0.03,,,,600000.0,,,,,181900000.0,,13800000.0,,,,,,,,-106700000.0,81800000.0,,,,11800000.0,11800000.0,,51700000.0,-16300000.0,,101356000.0,0.0,,,,,-600000.0,,285400000.0,,,,,,,114300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,300000.0,,0.0,,,,21700000.0,,65800000.0,,,,389700000.0,,,0.0325,100000.0,,,,,-51300000.0,3500000.0,,,,,,,,2700000.0,,,,3200000.0,,,,17800000.0,,79600000.0,,,,,,,101464000.0,,,,208400000.0,16800000.0,,,,,,260600000.0,,,,22200000.0,-21700000.0,3300000.0,,,,,,,,,,43200000.0,209300000.0,,8300000.0,,,,3400000.0,500000.0,700000.0,-1400000.0,,,,,,,22200000.0,,,51000000.0,,,,-4900000.0,,169300000.0,,,,,140600000.0,,,350300000.0,65800000.0,,,,,,,581300000.0,,13400000.0,,,,231000000.0,,,,0.03375,,,,600000.0,,,,,191600000.0,,21700000.0,,,,,,,,-100000.0,88000000.0,,,,13400000.0,13400000.0,,50400000.0,-21500000.0,,101464000.0,2700000.0,,,,,-600000.0,,288800000.0,,,,,,,120400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,500000.0,,2700000.0,,94800000.0,,18300000.0,,83600000.0,500000.0,,,403000000.0,10300000.0,8100000.0,,300000.0,30700000.0,,,56100000.0,-56300000.0,5400000.0,,1700000.0,99430000.0,292800000.0,,1000000.0,246000000.0,9800000.0,,,,10300000.0,,,248400000.0,19400000.0,,64900000.0,,,1200000.0,266300000.0,,,,,,,183200000.0,-3800000.0,,-86000000.0,,,,292800000.0,97348000.0,45600000.0,,18800000.0,-31900000.0,42200000.0,-47900000.0,-77800000.0,,,5300000.0,,,,,30700000.0,236500000.0,,6500000.0,,500000.0,,200000.0,500000.0,700000.0,7100000.0,0.0,343200000.0,293900000.0,-56300000.0,,,18800000.0,5500000.0,207400000.0,92400000.0,-46500000.0,132600000.0,-56300000.0,-35700000.0,,180900000.0,76900000.0,1200000.0,754100000.0,,115000000.0,,180900000.0,364400000.0,65700000.0,,,,9800000.0,27400000.0,19400000.0,610400000.0,610400000.0,11800000.0,73000000.0,,5400000.0,246000000.0,410900000.0,90700000.0,45600000.0,,64900000.0,,,500000.0,,,,,207400000.0,,9500000.0,,,,-100000.0,0.46,403000000.0,,0.0,102400000.0,9800000.0,17900000.0,,11800000.0,11800000.0,,90700000.0,-31400000.0,1200000.0,,9800000.0,0.47,364400000.0,,,4400000.0,,293900000.0,,92400000.0,,115000000.0,,9500000.0,80800000.0,29700000.0,,236500000.0,,500000.0,45600000.0,,,,,,,,,,,,,,,,,,,
954460800,510000.0,,9791000.0,,,,18596000.0,,65226000.0,,,,417274000.0,,,0.115,164000.0,,,,,-61256000.0,3452000.0,,,,,,,,9432000.0,,,,9932000.0,,,,19523000.0,,61651000.0,,,,,,,101656000.0,,,,195758000.0,11518000.0,,,,,,313855000.0,,,,19486000.0,-21988000.0,9558000.0,,,,,,,,,,32755000.0,252599000.0,,7029000.0,,,,-49000.0,500000.0,151000.0,-359000.0,,,,,,,19486000.0,,,102332000.0,,,,-10470000.0,,192475000.0,,,,,113929000.0,,,371805000.0,65226000.0,,,,,,,633535000.0,,11567000.0,,,,261730000.0,,,,0.115,,,,483000.0,,,,,216261000.0,,9131000.0,,,,,,,,0.0,84712000.0,,,,11567000.0,11567000.0,,100303000.0,-21435000.0,1546000.0,102472000.0,9432000.0,,,,,-890000.0,,307947000.0,,,,,,,111046000.0,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,512000.0,,9432000.0,,,,23159000.0,,72468000.0,,,,433925000.0,,,0.14,112000.0,,,,,-66482000.0,5546000.0,,,,,,,,10985000.0,,,,11485000.0,,,,19358000.0,,67126000.0,,,,,,,102222000.0,,,,226359000.0,2897000.0,,,,,,334397000.0,,,,24793000.0,-21069000.0,19457000.0,,,,,,,,,,35760000.0,267915000.0,,8800000.0,,,,,500000.0,1688000.0,1553000.0,,,,,,,24793000.0,,,120819000.0,,,,-18172000.0,,206828000.0,,,,,122244000.0,,,398351000.0,72468000.0,,,,,,,676988000.0,,14359000.0,,,,278637000.0,,,,0.14,,,,488000.0,,,,,243063000.0,,10722000.0,,,,,,,,1000.0,97261000.0,,,,14359000.0,14359000.0,,118236000.0,-20801000.0,2095000.0,103096000.0,10985000.0,,,,,-1634000.0,,328143000.0,,,,,,,129098000.0,,,,,,,,,,,,,,,,,,,,,,,,,
