date,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,trailingNetIncome,quarterlyTotalAssets,annualGoodwill,annualNetIncome,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCashDividendsPaid,annualChangeInWorkingCapital,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,annualPretaxIncome,quarterlyOtherShortTermInvestments,annualOtherShortTermInvestments,annualCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualAccountsReceivable,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualPurchaseOfInvestment,annualEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyGoodwill,trailingCommonStockIssuance,annualInvestingCashFlow,annualBasicEPS,trailingSaleOfInvestment,annualCurrentLiabilities,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyCurrentDebt,trailingEndCashPosition,annualOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherCurrentAssets,annualOtherNonCurrentLiabilities,annualEbitda,annualInterestExpense,quarterlyCapitalStock,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,trailingGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyAccountsPayable,trailingCapitalExpenditure,trailingRepaymentOfDebt,annualCapitalStock,trailingOperatingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,trailingInterestExpense,annualOtherCurrentLiabilities,annualChangeInInventory,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyNetPPE,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,annualOtherNonCashItems,annualCurrentDebt,annualInventory,annualAccumulatedDepreciation,trailingTaxProvision,quarterlyBasicEPS,annualGrossProfit,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualOperatingExpense,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyRetainedEarnings,annualCostOfRevenue,annualBeginningCashPosition,trailingOperatingExpense,trailingCostOfRevenue,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,trailingSellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
2000-12-31,,-171120100.0,,640074000.0,,,-8219758.0,,-5884628000.0,,,,,8069000.0,-8215363.0,,,,4987938.0,-11050981000.0,109175462.0,2777221.0,,-11022861.0,,400970358.0,0.0,43280931000.0,,,-3139143.0,231146321.0,4395.0,,445655031.0,,1580205000.0,12270663.0,0.054,974247000.0,15639923.0,,,,4594798000.0,61980.0,,,12224747000.0,5572880.0,,196088841.0,-11949225.0,,,,243993310.0,,,231146321.0,26186875.0,231146321.0,1560942000.0,13829998.0,638683000.0,,,28982770.0,-5403402.0,,,-6567759.0,,14454262000.0,-5429932000.0,55737334.0,-11145021.0,201661721.0,,-6214601000.0,-12397276000.0,0.0,11296318000.0,,,,,640074000.0,2468237000.0,0.0,,,,,,1555112000.0,,-11949225.0,,5410908.0,,5830000.0,,80771251.0,5081717000.0,,,,91794112.0,-23094246.0,,,28404211.0,217316323.0,9859464000.0,28826669000.0,,11586064000.0,0.0,-9871757.0,,,15701903.0,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,-189754732.0,,,,,-21092116.0,,,,,,,,-21092116.0,,,,2574010.0,,99408954.0,2991904.0,,-21382996.0,,374468900.0,0.0,,,,0.0,212543223.0,0.0,,410960123.0,,,-1197974.0,0.154,,9743241.0,,,,,355870.0,,,,5572880.0,,183256754.0,-25457841.0,121087134.0,,,222130489.0,,,212543223.0,0.0,212543223.0,,-18603098.0,,,,26392112.0,-15343092.0,,,-18634632.0,,,,55244404.0,-1220974.0,188829634.0,,,,0.0,,,,,,,,0.0,,,,,,,121087134.0,-25457841.0,,3152114.0,,,,71096743.0,,,,,92479739.0,-26678815.0,,,28312211.0,231146321.0,,,,,,-23549600.0,,,10099111.0,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,,,,,,-38130280.0,,,,-6739173.0,,,,-38130280.0,,,35090000.0,2356253.0,,86375709.0,12938688.0,,-38675942.0,,376124518.0,0.0,,,,,219228964.0,0.0,5927225.0,418769169.0,,,-5435451.0,0.01,,18168095.0,,,,,24476556.0,,,,1100000.0,,177325890.0,-22530258.0,145287000.0,,,240343279.0,,,219228964.0,-4439000.0,219228964.0,,6685741.0,,,,24257664.0,-32748717.0,,,-35596308.0,,,,51975843.0,-996451.0,178425890.0,,,,,,,,,,,,0.0,166009.0,-438550.0,,,,,145287000.0,-21718310.0,,2986105.0,,,,62216327.0,,,,,100892269.0,-23526709.0,,,24159382.0,212543223.0,,,,,,-40664252.0,,,42644651.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,,,,,,-33982000.0,,,,-25948000.0,,,,-32781000.0,,,109639000.0,,,164036000.0,673000.0,,-46454000.0,,401995000.0,,,,,-19837000.0,142771000.0,1201000.0,19232000.0,405737000.0,,,-30506000.0,-0.159,,3742000.0,,,,,0.0,,,,0.0,,0.0,-44808000.0,165622642.0,,,16113000.0,,,15440000.0,15313000.0,15440000.0,,-76458000.0,,,,,-27222000.0,,,-26334000.0,,,,102587000.0,-8366000.0,389624000.0,,,,,,,-106335000.0,,,,,0.0,-749000.0,-4448000.0,,,-22142000.0,,165622642.0,-38092000.0,,,,,,127333000.0,,,,,173787000.0,-53174000.0,,,36703000.0,219229000.0,,,,,,-41630000.0,,,3742000.0,-0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,,,,,389937000.0,69643000.0,,,-3776000.0,-186703000.0,,,,72133000.0,,,411615000.0,60462000.0,,408076000.0,82660000.0,,70343000.0,362159000.0,1225477000.0,145658000.0,,,,-4000000.0,394966000.0,2490000.0,18190000.0,1584827000.0,,,5511000.0,0.2006,,135820000.0,,,,,147914000.0,83000000.0,,,15504000.0,,204174000.0,-153500000.0,324810568.0,,,844672000.0,,,394966000.0,-23719000.0,394966000.0,,252195000.0,,,,75616000.0,88533000.0,,,65157000.0,2786000.0,,,157727000.0,-49770000.0,740155000.0,,,,,,,0.0,,,,,0.0,369000.0,-7655000.0,,,,,324810568.0,15013000.0,37500000.0,3768000.0,,,,250893000.0,,,,,180550000.0,-203270000.0,,,157183000.0,142771000.0,,,,,,74129000.0,,2256000.0,283734000.0,0.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,413864000.0,,,,351470000.0,548718000.0,,,-16168000.0,-34863000.0,,,,562470000.0,,49002000.0,1298307000.0,103936000.0,,600640000.0,270000.0,,66169000.0,399727000.0,3558185000.0,1037163000.0,,,,0.0,2350284000.0,6010000.0,35829000.0,5581304000.0,,,601598000.0,0.5219,,306500000.0,,,,,1087073000.0,3117000.0,,,1889898000.0,,256151000.0,75537000.0,1051429000.0,,,2884729000.0,,,2350284000.0,-91956000.0,2399286000.0,,1955318000.0,,398334000.0,,629546000.0,630046000.0,31747000.0,,548718000.0,4826000.0,,,38826000.0,-169309000.0,2696575000.0,,,,562919000.0,,,0.0,,,,,0.0,-30888000.0,29544000.0,5350000.0,,-417005000.0,,1194686000.0,33683000.0,73085000.0,34656000.0,-142183000.0,,,418107000.0,,,,,351938000.0,-93772000.0,,,182533000.0,394966000.0,,,,,,556460000.0,,49847000.0,1393573000.0,0.4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,3231488000.0,,,,16878000.0,2836755000.0,,,-40381000.0,34958000.0,,,,2755359000.0,,14503000.0,1239089000.0,270733000.0,,800609000.0,947000.0,,-5328000.0,662954000.0,7567372000.0,1093459000.0,,,,-1244800000.0,1209826000.0,-4622000.0,67018000.0,9344627000.0,,,-2557269000.0,2.38,,419153000.0,,,,,1263996000.0,680000.0,,,3236000.0,,39945000.0,140501000.0,1191262000.0,,,2646599000.0,,,1209826000.0,-9947000.0,1224329000.0,,-1140458000.0,,163298000.0,,94371000.0,2908256000.0,85879000.0,,2836755000.0,4320000.0,,,10185000.0,-113798000.0,6698028000.0,,,,614075000.0,,,,,,,,0.0,-28497000.0,120769000.0,9509000.0,,-940208000.0,,1388111000.0,101107000.0,49000000.0,61476000.0,-123353000.0,,,563493000.0,,,,,568821000.0,26703000.0,,,237116000.0,2350284000.0,,,,,,2759981000.0,,0.0,1683149000.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,6061089000.0,,,,8555000.0,2690639000.0,,,-13804000.0,-1118459000.0,,,,2513519000.0,,430000.0,595000.0,162529000.0,,804895000.0,947000.0,,1337085000.0,259705000.0,10319113000.0,999399000.0,,,,-191492000.0,308865000.0,-69000.0,20745000.0,12314179000.0,,,-1532252000.0,2.19,,638070000.0,,,,,1334566000.0,0.0,,,0.0,,59636000.0,-1082309000.0,1228241000.0,,,1612591000.0,,,308865000.0,-972321000.0,309295000.0,,-900961000.0,,175093000.0,,22430000.0,2610499000.0,76235000.0,,2690639000.0,2000000.0,,,43000.0,-179176000.0,10701588000.0,,,,614238000.0,,,-156000000.0,,,,,0.0,33395000.0,750212000.0,9657000.0,,-21561000.0,,1387525000.0,-1159080000.0,330000000.0,25764000.0,-115457000.0,,,273028000.0,,,,,-1064057000.0,-1261485000.0,,,531867000.0,1209826000.0,,,,,,2513588000.0,,,1972636000.0,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,3705922000.0,,,,8555000.0,-2356819000.0,,,-12256000.0,230771000.0,,,,-2352329000.0,,150000.0,5131000.0,309664000.0,,690862000.0,164896000.0,,-128945000.0,55690000.0,7899505000.0,1278461000.0,,,,0.0,239875000.0,885000.0,21738000.0,10406181000.0,,,-416540000.0,-1.9208,,826198000.0,,,,,1654443000.0,,,,0.0,,42977000.0,183743000.0,1226994000.0,,-24000000.0,888154000.0,,,239875000.0,-175214000.0,240025000.0,,-68990000.0,,175765000.0,,26035000.0,-2223190000.0,107401000.0,,-2356819000.0,2000000.0,,,,-19771000.0,9518027000.0,,,,614666000.0,,,-80000000.0,,,,,0.0,-240826000.0,5131000.0,20636000.0,,-227051000.0,,1226994000.0,59667000.0,346400000.0,57652000.0,-132788000.0,,,13330000.0,,,,,142275000.0,163972000.0,,,677532000.0,308865000.0,,,,,,-2353214000.0,,,2480641000.0,-1.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,7473373000.0,2256578000.0,62530000.0,,8537923000.0,4113000.0,-1449685000.0,,,-47000.0,-126655000.0,0.0,0.0,,-1447814000.0,300000.0,300000.0,984000.0,110313000.0,,709553000.0,707024000.0,,46347000.0,62530000.0,6681756000.0,50200000.0,,50200000.0,220737000.0,,153754000.0,602000.0,14657000.0,8537923000.0,4113000.0,,403741000.0,-1.1805,,1608126000.0,6581000.0,154054000.0,153754000.0,,220737000.0,26518000.0,1294627000.0,,0.0,2000000.0,32524000.0,-117404000.0,1227984000.0,1828863000.0,0.0,1064550000.0,0.0,,153754000.0,451725000.0,154054000.0,,-86121000.0,,171373000.0,707024000.0,0.0,-1333744000.0,99413000.0,615130000.0,-1449685000.0,2000000.0,,,,-7302000.0,7473373000.0,110313000.0,,,615130000.0,,,-96400000.0,,6681756000.0,,,0.0,26743000.0,-250000000.0,19427000.0,32524000.0,-364821000.0,,1227984000.0,70566000.0,1294627000.0,6581000.0,-138849000.0,,,136028000.0,,1064550000.0,1608126000.0,171373000.0,89681000.0,-124706000.0,,2256578000.0,573525000.0,239875000.0,,,,,,-1448416000.0,-138849000.0,,1828863000.0,-1.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
