date,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,trailingNetIncome,quarterlyTotalAssets,annualGoodwill,annualNetIncome,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCashDividendsPaid,annualChangeInWorkingCapital,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,annualPretaxIncome,quarterlyOtherShortTermInvestments,annualOtherShortTermInvestments,annualCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualAccountsReceivable,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualPurchaseOfInvestment,annualEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyGoodwill,trailingCommonStockIssuance,annualInvestingCashFlow,annualBasicEPS,trailingSaleOfInvestment,annualCurrentLiabilities,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyCurrentDebt,trailingEndCashPosition,annualOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherCurrentAssets,annualOtherNonCurrentLiabilities,annualEbitda,annualInterestExpense,quarterlyCapitalStock,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,trailingGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyAccountsPayable,trailingCapitalExpenditure,trailingRepaymentOfDebt,annualCapitalStock,trailingOperatingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,trailingInterestExpense,annualOtherCurrentLiabilities,annualChangeInInventory,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyNetPPE,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,annualOtherNonCashItems,annualCurrentDebt,annualInventory,annualAccumulatedDepreciation,trailingTaxProvision,quarterlyBasicEPS,annualGrossProfit,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualOperatingExpense,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyRetainedEarnings,annualCostOfRevenue,annualBeginningCashPosition,trailingOperatingExpense,trailingCostOfRevenue,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,trailingSellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
2010-06-30,7394688000.0,,4145000.0,,8342069000.0,,,,,,,0.0,0.0,,,775653000.0,,,,,,,,,,,,,986293000.0,1222280000.0,,,,,,0.0,,,,,,2703000.0,821649000.0,45996000.0,,,,16400000.0,,,2000000.0,,,,1505836000.0,,,0.0,0.0,,,,,,,,947000.0,,,,615221000.0,,,,,,,,2374000.0,,,,,,,68767000.0,6808757000.0,,,,,,,26436000.0,,,,,,,,,0.0,,,947381000.0,283556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,7500865000.0,2340142000.0,5629000.0,,8340680000.0,0.0,-209464000.0,,,0.0,17499000.0,0.0,0.0,,-213987000.0,610000.0,610000.0,774000.0,3230000.0,,125166000.0,629363000.0,,71570000.0,5629000.0,6827951000.0,1098752000.0,,1098752000.0,1323811000.0,-81686000.0,145536000.0,-14245000.0,9862000.0,8340680000.0,0.0,,-33868000.0,-0.1704,,161027000.0,2489000.0,146146000.0,145536000.0,,1323811000.0,0.0,14980000.0,,0.0,5700000.0,22850000.0,-22524000.0,1229380000.0,1484838000.0,0.0,839815000.0,0.0,,145536000.0,78911000.0,146146000.0,,-8218000.0,,164073000.0,629363000.0,0.0,-97326000.0,106799000.0,615296000.0,-209464000.0,5700000.0,,,,-4499000.0,7500865000.0,3230000.0,,,615296000.0,,,-57430000.0,54522000.0,6827951000.0,,,0.0,-4120000.0,774000.0,14973000.0,22850000.0,-24673000.0,,1229380000.0,31004000.0,14980000.0,2489000.0,-141223000.0,,,96858000.0,,839815000.0,161027000.0,164073000.0,25288000.0,-27023000.0,,2340142000.0,28308000.0,153754000.0,,,,,,-199742000.0,-141223000.0,54522000.0,1484838000.0,-0.1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,7728953000.0,,3766000.0,,8540356000.0,,,,,,,0.0,0.0,,,632901000.0,,,,,,,,,,,,,951342000.0,1163996000.0,,,,,,,,,,,,2747000.0,729371000.0,96470000.0,,,,232980000.0,,,5700000.0,,,,1473645000.0,,,0.0,0.0,,,,,,,,947000.0,,,,615589000.0,,,,,,,,2565000.0,,,,,,,45434000.0,7038036000.0,,,,,,,20164000.0,,,,,,,,,0.0,,,811403000.0,309649000.0,,,,,2511402000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,7821711000.0,2617501000.0,3502000.0,,8578030000.0,,280085000.0,,,-18690000.0,-177000.0,0.0,0.0,,266548000.0,320000.0,320000.0,2720000.0,3890000.0,,129314000.0,583072000.0,,-7943000.0,3502000.0,7182646000.0,1004844000.0,,1004844000.0,1044522000.0,-634372000.0,97086000.0,-14844000.0,5734000.0,8578030000.0,,,22997000.0,0.2279,,321932000.0,3311000.0,97406000.0,97086000.0,,1044522000.0,629363000.0,227980000.0,,0.0,5700000.0,18199000.0,-31305000.0,1228803000.0,1366454000.0,-26841000.0,756319000.0,0.0,,97086000.0,69562000.0,97406000.0,,-48450000.0,,165022000.0,583072000.0,0.0,394803000.0,122521000.0,615682000.0,280085000.0,5700000.0,,,,-1109000.0,7821711000.0,3890000.0,,,615682000.0,,,-14980000.0,39678000.0,7182646000.0,,,0.0,-5070000.0,2720000.0,59522000.0,18199000.0,-51300000.0,,1242897000.0,101888000.0,227980000.0,3311000.0,-146823000.0,,,97070000.0,,756319000.0,321932000.0,165022000.0,105013000.0,-32414000.0,,2617501000.0,32244000.0,145536000.0,,,,,,281392000.0,-146823000.0,39678000.0,1366454000.0,0.2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,8339813000.0,,2524000.0,,9041142000.0,,,,,,,1289022000.0,39848000.0,,,4744000.0,,,,,,,8141855000.0,,,,,,1289022000.0,1318360000.0,,,,,,,,,,,,2735000.0,153986000.0,149242000.0,,,,33980000.0,,,5700000.0,,,,1422819000.0,,,8310855000.0,0.0,,,,,,,,495977000.0,,,,616975000.0,,,,,,,,2852000.0,,,,,800053000.0,,29338000.0,7589397000.0,,,,,,,23258000.0,,,,,,,,,0.0,,,701329000.0,104459000.0,,,,,3026810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,9099692000.0,3740311000.0,65804000.0,,9925332000.0,0.0,1121903000.0,,,-18877000.0,-30174000.0,455230000.0,0.0,,1116240000.0,573823000.0,573823000.0,-27669000.0,48679000.0,,146851000.0,573625000.0,,-66443000.0,65804000.0,9374433000.0,455230000.0,,455230000.0,466022000.0,-564178000.0,155856000.0,-7374000.0,5672000.0,9925332000.0,0.0,,-33563000.0,0.8507,,161416000.0,2578000.0,729679000.0,155856000.0,,466022000.0,573625000.0,33980000.0,,0.0,5700000.0,27223000.0,-63258000.0,1318792000.0,627438000.0,-34478000.0,825640000.0,0.0,,155856000.0,57767000.0,729679000.0,,58770000.0,,179061000.0,573625000.0,455230000.0,1220838000.0,98926000.0,0.0,1121903000.0,5700000.0,,,,-8714000.0,9099692000.0,48679000.0,,,0.0,,,-207980000.0,10792000.0,9374433000.0,,,0.0,733000.0,6809000.0,68813000.0,27223000.0,-145049000.0,,1536609000.0,86005000.0,33980000.0,2578000.0,-151838000.0,,,-60771000.0,,825640000.0,161416000.0,179061000.0,5672000.0,-71972000.0,,3740311000.0,207622000.0,97086000.0,,,,,,1123614000.0,-151838000.0,10792000.0,627438000.0,0.7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,10177125000.0,,75412000.0,,11884059000.0,,,,,,,0.0,0.0,,,1270026000.0,,,,,,,,,,,,,1191740000.0,1208052000.0,,,,,,,,,,,,2339000.0,1433826000.0,163800000.0,,,,27980000.0,,,5700000.0,,,,1393279000.0,,,0.0,0.0,,,,,,,,947000.0,,,,0.0,,,,,,,,55013000.0,,,,,,,16312000.0,10565406000.0,,,,,,,16612000.0,,,,,,,,,0.0,,,1706934000.0,185227000.0,16612000.0,,,,4324520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,11301020000.0,5344432000.0,43824000.0,,12943071000.0,0.0,1596715000.0,,,-23274000.0,-47912000.0,0.0,0.0,,1610981000.0,1339765000.0,1339765000.0,-80859000.0,18741000.0,,183274000.0,1339590000.0,,-95314000.0,43824000.0,11688948000.0,1189250000.0,,1189250000.0,1194479000.0,-1339590000.0,205542000.0,6865000.0,6766000.0,12943071000.0,0.0,,-612985000.0,1.04,,133245000.0,2345000.0,1545307000.0,205542000.0,,1194479000.0,573625000.0,27980000.0,,0.0,5700000.0,14281000.0,-109275000.0,1533865000.0,1327724000.0,-103252000.0,1642051000.0,0.0,,205542000.0,-743281000.0,1545307000.0,,49686000.0,,171187000.0,1339590000.0,0.0,1656950000.0,39203000.0,0.0,1596715000.0,5700000.0,,,,-1712000.0,11301020000.0,18741000.0,,,0.0,,,-31980000.0,5229000.0,11688948000.0,,,0.0,233000.0,187262000.0,87888000.0,14281000.0,-28559000.0,,1557636000.0,16519000.0,27980000.0,2345000.0,-156906000.0,,,-88548000.0,,1642051000.0,133245000.0,171187000.0,6766000.0,-110987000.0,,5344432000.0,271822000.0,155856000.0,,,,,,1604116000.0,-156906000.0,5229000.0,1327724000.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,11828829000.0,,24432000.0,,14745630000.0,,,,,,,0.0,0.0,,,1673985000.0,,,,,,,,,,,,,796760000.0,801989000.0,,,,,,,,,,,,2031000.0,2849712000.0,1175727000.0,,,,417980000.0,,,5700000.0,,,,1642679000.0,,,0.0,0.0,,,,,,,,947000.0,,,,0.0,,,,,,,,25387000.0,,,,,,,5229000.0,12814175000.0,,,,,,,12022000.0,,,,,,,,,0.0,,,2916801000.0,840690000.0,12022000.0,,,,5910601000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,11870486000.0,6190550000.0,20930000.0,,14097064000.0,0.0,1487172000.0,,,-514979000.0,29800000.0,0.0,0.0,,1435108000.0,1558175000.0,1558175000.0,449976000.0,17959000.0,,201735000.0,1558002000.0,,-188556000.0,20930000.0,12331656000.0,794270000.0,,794270000.0,806757000.0,-1558002000.0,549578000.0,-19000.0,8751000.0,14097064000.0,0.0,,662761000.0,0.96,,570769000.0,22276000.0,2107753000.0,549578000.0,,806757000.0,1339590000.0,394980000.0,,0.0,5700000.0,123693000.0,-54887000.0,1547791000.0,1377526000.0,-299070000.0,2226578000.0,0.0,,549578000.0,-218412000.0,2107753000.0,,344036000.0,,289307000.0,1558002000.0,0.0,1487777000.0,43918000.0,0.0,1487172000.0,5700000.0,,,,-7778000.0,11870486000.0,17959000.0,,,0.0,,,-27980000.0,5912000.0,12331656000.0,,,0.0,4683000.0,172133000.0,191118000.0,123693000.0,0.0,,1569671000.0,10342000.0,394980000.0,22276000.0,-165614000.0,,,-179805000.0,,2226578000.0,570769000.0,289307000.0,8751000.0,-62665000.0,,6190550000.0,381540000.0,205542000.0,,,,,,1435127000.0,-165614000.0,5912000.0,1377526000.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,12030130000.0,,16887000.0,,14467647000.0,,,,,,,0.0,0.0,,,1817664000.0,,,,,,,,,,,,,1337780000.0,1350411000.0,,,,,,,,,,,,30786000.0,2315340000.0,497676000.0,,,,4980000.0,,,5700000.0,,,,1651588000.0,,,0.0,0.0,,,,,,,,1817504000.0,,,,0.0,,,,,,,,23511000.0,,,,,,,5912000.0,12422684000.0,,,,,,,118200000.0,,,,,,,,,0.0,,,2437517000.0,301177000.0,118200000.0,,,,6181066000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,12002991000.0,6169526000.0,33399000.0,,14316938000.0,,100924000.0,,,-139684000.0,21476000.0,0.0,0.0,,92077000.0,1729079000.0,1729079000.0,752000.0,29341000.0,,427389000.0,1729049000.0,,-26470000.0,33399000.0,12385837000.0,1335290000.0,,1335290000.0,1346502000.0,-1779049000.0,467250000.0,1200000.0,38594000.0,14316938000.0,,,-70469000.0,0.07,,191984000.0,20232000.0,2196329000.0,467250000.0,,1346502000.0,1558002000.0,4980000.0,,0.0,5700000.0,82852000.0,21803000.0,1541917000.0,1538486000.0,0.0,2313947000.0,0.0,,467250000.0,-171047000.0,2196329000.0,,-82328000.0,,299099000.0,1729049000.0,0.0,176450000.0,45779000.0,0.0,100924000.0,5700000.0,,,,-19632000.0,12002991000.0,29341000.0,,,0.0,,,-394980000.0,4368000.0,12385837000.0,,,0.0,2044000.0,29000.0,115479000.0,82852000.0,0.0,,1551408000.0,13472000.0,4980000.0,20232000.0,-216247000.0,,,12124000.0,,2313947000.0,191984000.0,299099000.0,38594000.0,2171000.0,,6169526000.0,415265000.0,549578000.0,,,,,,90877000.0,-216247000.0,4368000.0,1538486000.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,89670215000.0,,1766812000.0,,107382010000.0,,,,,,,94012000.0,1445419000.0,,,2614279000.0,,,,,,,,,,,,,29639406000.0,34672291000.0,,,,,,10929479000.0,,,,,,260879000.0,13339490000.0,10725211000.0,,,,1570512000.0,,,24634181000.0,,,,44198559000.0,,,0.0,0.0,,,,,,,,2614248000.0,,,,0.0,,,,,,,,142723000.0,,,,,,,2104193000.0,22390278000.0,,,,,,,52519911000.0,,,,,,,,,0.0,,,17711795000.0,9526268000.0,52519911000.0,,,,16563157000.0,,,,,108579000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,82824578000.0,16505347000.0,1757370000.0,,103650932000.0,5299451000.0,10365940000.0,119478000.0,,-186932000.0,3232435000.0,102521000.0,74328000.0,,9928968000.0,3517540000.0,3517540000.0,-98694000.0,148328000.0,,23852811000.0,166057000.0,,1041501000.0,1757370000.0,22347746000.0,30011421000.0,,30011421000.0,34880082000.0,-3211902000.0,13727720000.0,38189000.0,3325477000.0,103650932000.0,5299451000.0,,8693033000.0,6.74,,11727357000.0,255724000.0,17245260000.0,13727720000.0,,34880082000.0,1729049000.0,398960000.0,,0.0,23000214000.0,52761584000.0,8192677000.0,1537723000.0,46607439000.0,-32865000.0,20826354000.0,0.0,,13727720000.0,-273286000.0,17245260000.0,,13336823000.0,,55179674000.0,166057000.0,102521000.0,14461828000.0,1207383000.0,0.0,10365940000.0,23000214000.0,,,1733879000.0,-583796000.0,82824578000.0,148328000.0,,,0.0,,,-10296116000.0,2437570000.0,22347746000.0,,,74328000.0,22491000.0,-841276000.0,317714000.0,52761584000.0,9910250000.0,,1543388000.0,1724776000.0,398960000.0,255724000.0,-2418090000.0,,,8631425000.0,,20826354000.0,11727357000.0,55179674000.0,7589924000.0,7608881000.0,689000.0,16505347000.0,15221386000.0,467250000.0,,,119478000.0,,,9890779000.0,-2418090000.0,2437570000.0,46607439000.0,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,82056264000.0,,1303526000.0,,96965826000.0,,,,,,,106589000.0,2883204000.0,,,594134000.0,,,,,,,,,,,,,33992854000.0,38934665000.0,,,,,,5299451000.0,,,,,,254930000.0,12323468000.0,11729334000.0,,,,1784247000.0,,,22455365000.0,,,,51991680000.0,,,0.0,0.0,,,,,,,,166057000.0,,,,0.0,,,,,,,,133247000.0,,,,,,,2471664000.0,18804928000.0,,,,,,,52412248000.0,,,,,,,,,0.0,,,14909562000.0,13057015000.0,52412248000.0,,,,16385921000.0,,,,,130886000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,82709198000.0,,1247940000.0,,98270226000.0,5299451000.0,474136000.0,142432000.0,,-64382000.0,1358051000.0,135172000.0,3651536000.0,,1129551000.0,1047963000.0,1047963000.0,19372000.0,127720000.0,,41180086000.0,166057000.0,,3514441000.0,1247940000.0,18988887000.0,32463626000.0,,32463626000.0,37331735000.0,-1466967000.0,11768251000.0,67017000.0,4919602000.0,98270226000.0,5299451000.0,,-1859717000.0,0.31,,15086445000.0,273989000.0,12816214000.0,11768251000.0,,37331735000.0,3600915000.0,2003109000.0,,,21909880000.0,53548890000.0,10513428000.0,1528058000.0,52418180000.0,-371304000.0,15561028000.0,,,11768251000.0,-2728757000.0,12816214000.0,,-1958333000.0,,59952284000.0,166057000.0,135172000.0,8044390000.0,1995237000.0,0.0,474136000.0,21909880000.0,,,1209855000.0,-1326003000.0,82709198000.0,127720000.0,,,0.0,,,-6978043000.0,2456295000.0,18988887000.0,,,3651536000.0,-18265000.0,-8573953000.0,392015000.0,53548890000.0,,,1543890000.0,2652033000.0,2003109000.0,273989000.0,-6403394000.0,,,11892607000.0,,15561028000.0,15086445000.0,59952284000.0,8378166000.0,9187425000.0,,,29287479000.0,13727720000.0,,,142432000.0,,,1062534000.0,-6403394000.0,2456295000.0,52418180000.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,82356865000.0,,1468082000.0,,97787695000.0,,,,,,,11860000.0,3970573000.0,,,922759000.0,,,,,,,,,,,,,32464944000.0,37004797000.0,,,,,,5299451000.0,,,,,,283992000.0,12508823000.0,11586064000.0,,,,1901167000.0,,,21363906000.0,,,,51650880000.0,,,,0.0,,,,,,,,166057000.0,,,,0.0,,,,,,,,175493000.0,,,,,,,2422399000.0,19186661000.0,,,,,,,53741776000.0,,,,,,,,,0.0,,,15430830000.0,14646083000.0,53741776000.0,,,,,,,,,133035000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,81820261000.0,,1899851000.0,,98026241000.0,5299451000.0,522571000.0,137251000.0,,-131709000.0,797223000.0,13955000.0,,,1562098000.0,757356000.0,757356000.0,1703899000.0,198341000.0,,40724673000.0,166057000.0,,3937360000.0,1899851000.0,16232230000.0,35264619000.0,,35264619000.0,39858761000.0,-767427000.0,11892778000.0,-38070000.0,5163392000.0,98026241000.0,5299451000.0,,-5290459000.0,0.34,,17464454000.0,323279000.0,12650134000.0,11892778000.0,,39858761000.0,1037284000.0,3537301000.0,,,21031412000.0,53457801000.0,10222349000.0,1529367000.0,57323215000.0,-5449134000.0,16205980000.0,,,11892778000.0,-54366000.0,12650134000.0,,182625000.0,,63451641000.0,166057000.0,13955000.0,8916663000.0,2191173000.0,0.0,522571000.0,21031412000.0,,,1834942000.0,-5539768000.0,81820261000.0,198341000.0,,,0.0,,,-6271196000.0,2424214000.0,16232230000.0,,,,-49318000.0,-1550313000.0,289817000.0,53457801000.0,-27960000.0,,1536708000.0,2369949000.0,3537301000.0,323279000.0,-9993840000.0,,,13184938000.0,,16205980000.0,17464454000.0,63451641000.0,9247578000.0,4682581000.0,,,27539735000.0,11768251000.0,,,137251000.0,,,1600168000.0,-9993840000.0,2424214000.0,57323215000.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,86877097000.0,,841948000.0,,103983025000.0,,,,,,,34409000.0,,,,1104390000.0,,,,,,,,,,,,,32123273000.0,37683085000.0,,,,,,5299451000.0,,,,,,334337000.0,13362169000.0,12257779000.0,,,,11981900000.0,,,20496086000.0,,,,62649615000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,162276000.0,,,,,,,2439025000.0,16639662000.0,,,,,,,54533787000.0,,,,,,,,,,,,17105928000.0,24966530000.0,54533787000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
