date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,trailingInterestExpense,quarterlyChangeInInventory,annualBeginningCashPosition,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,annualDilutedAverageShares,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCapitalStock,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyTotalRevenue,quarterlyStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualChangeInInventory,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualStockBasedCompensation,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,trailingResearchAndDevelopment,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualResearchAndDevelopment,annualTotalRevenue,annualDeferredIncomeTax,trailingOperatingExpense,annualCapitalStock,quarterlyRepurchaseOfCapitalStock,annualBasicAverageShares,quarterlyOperatingCashFlow,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCashDividendsPaid,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,trailingPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualInventory,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyAccountsReceivable,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,annualNetIncome,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualRetainedEarnings,annualBasicEPS,annualAccountsReceivable,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,trailingOperatingIncome,annualCostOfRevenue,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualOperatingIncome,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,annualFreeCashFlow,trailingSaleOfInvestment,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyBasicEPS,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,annualStockholdersEquity,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingChangeInAccountPayable,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualEbitda,annualOtherNonCurrentAssets,annualCurrentAssets,annualNetPPE,trailingBasicAverageShares,trailingCommonStockIssuance,trailingBasicEPS,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingDilutedAverageShares
,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,2101356000.0,,,,,,,,,2320000000,,,,2320000000,,,,,2320000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101356000.0,,,,,,,,,,,,,,411000000,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3804000000.0,747000000.0,517000000.0,5084000000.0,1903000000.0,,,,,,1966000000.0,,-1456000000.0,,,,-555000000.0,,224000000.0,2075000000.0,,,,475000000.0,2325000000.0,,5450000000.0,,,510000000.0,2945000000.0,510000000.0,257000000.0,,,,2360000000,,,,-5746000000,,,-123000000.0,0.0,-5746000000,,,-1008000000.0,281000000.0,,,,,-1454000000.0,747000000.0,,5646000000.0,,,9189000000.0,,,,,2075000000.0,,,,63000000.0,,,,3804000000.0,,2659000000.0,5552000000.0,,,,,4796000000.0,,-1454000000.0,,,,1139000000.0,2350000000.0,-624000000.0,1903000000.0,6729000000.0,,,,,,,,-35000000.0,2945000000.0,,,,,,8497000000.0,747000000.0,,3413000000.0,,8497000000.0,,4796000000.0,0.36,,,-8679000000.0,237000000.0,,475000000.0,,2460000000.0,,-353000000,-1630000000.0,,1083000000.0,,,-722000000.0,635000000.0,,1277000000.0,,,0.0,,754000000.0,,237000000.0,517000000.0,,2325000000.0,,871000000.0,196000000.0,510000000.0,281000000.0,2659000000.0,,,,5084000000.0,,,,,530000000.0,,371000000.0,,,,,,1139000000.0,,,,,0.36,,3413000000.0,,754000000.0,1190000000.0,,224000000.0,,510000000.0,197000000.0,7639000000.0,,-51000000.0,1279000000.0,371000000.0,5552000000.0,2350000000.0,,,,,,,
,,,,,5196000000.0,,-11000000.0,0.2,,,-19000000.0,,,,,801000000.0,,,,,,,,,394000000.0,1886000000.0,,,2045000000.0,510000000.0,934000000.0,,934000000.0,,,,,2458000000,,,-115000000.0,657000000,,,,,595000000,,,,,,-310000000.0,,,-1522000000.0,,,,,,,,,,-83000000.0,,383000000.0,595000000.0,,,,,,3925000000.0,,2666000000.0,5611000000.0,,,,-109000000.0,4928000000.0,,,186000000.0,,,,2403000000.0,,1990000000.0,,424000000.0,,,,21000000.0,53000000.0,,,3012000000.0,,,,,638000000.0,,,,,2045000000.0,8623000000.0,,,,,268000000.0,,232000000.0,,,,,,409000000,,409000000.0,,,1163000000.0,,,,,,,,62000000.0,761000000.0,,,529000000.0,,,0.2,,,,282000000.0,,-323000000.0,,0.0,,352000000.0,,,,,409000000.0,609000000.0,,0.0,,1820000000.0,,1167000000.0,,,0.0,,,,3427000000.0,,,,1225000000.0,,-277000000.0,,,,,,,,,,,,,,,,
,,,,,5282000000.0,,220000000.0,0.2,,,-74000000.0,,,,,185000000.0,,,,,,,,,414000000.0,1785000000.0,,,2085000000.0,0.0,1221000000.0,,1221000000.0,,,,,2484000000,,,-124000000.0,666000000,,,,,606000000,,,,,,-332000000.0,,,-1553000000.0,,,,,,,,,,-125000000.0,,387000000.0,606000000.0,,,,,,3986000000.0,,2728000000.0,5954000000.0,,,,-170000000.0,5067000000.0,,,189000000.0,,,,2433000000.0,,1991000000.0,,287000000.0,,,,16000000.0,37000000.0,,,3014000000.0,,,,,636000000.0,,,,,2085000000.0,8968000000.0,,,,,263000000.0,,228000000.0,,,,,,417000000,,417000000.0,,,1182000000.0,,,,,,,,60000000.0,958000000.0,,,730000000.0,,,0.2,,,,323000000.0,,-47000000.0,,0.0,,234000000.0,,,,,417000000.0,581000000.0,,0.0,,1848000000.0,,1240000000.0,,,0.0,,,,3686000000.0,,,,1242000000.0,,-278000000.0,,,,,,,,,,,,,,,,
,,,,,5375000000.0,,111000000.0,0.24,,,-24000000.0,,,,,124000000.0,,,,,,,,,416000000.0,1768000000.0,,,2066666667.0,0.0,1160000000.0,,1160000000.0,,,,,2622000000,,,-107000000.0,776000000,,,,,716000000,,,,,,-473000000.0,,,-1595000000.0,,,,,,,,,,-202000000.0,,441000000.0,716000000.0,,,,,,4105000000.0,,2771000000.0,6095000000.0,,,-13000000.0,-82000000.0,5283000000.0,,,220000000.0,,,,2510000000.0,,2033000000.0,,-61000000.0,,,,-20000000.0,18000000.0,,,3034000000.0,,,,,660000000.0,,,,,2066666667.0,9129000000.0,,,,,334000000.0,,249000000.0,,,,,,496000000,,496000000.0,,,1186000000.0,,,,,,,,60000000.0,983000000.0,,,734000000.0,,,0.24,,,,322000000.0,,-160000000.0,,0.0,,-32000000.0,,,,,496000000.0,524000000.0,,0.0,,1962000000.0,,1304000000.0,,,0.0,,,,3754000000.0,,,,1246000000.0,,-280000000.0,,,,,,,,,,,,,,,,
,,4271000000.0,1748000000.0,745000000.0,5418000000.0,1894000000.0,-374000000.0,,,,-51000000.0,510000000.0,,86000000.0,,623000000.0,,-513000000.0,,192000000.0,2080952381.0,,,,530000000.0,1932000000.0,,5037000000.0,,0.0,596000000.0,3545000000.0,596000000.0,192000000.0,,,,2736000000,,,-167000000.0,534000000,,,-168000000.0,0.0,472000000,,,-1494000000.0,397000000.0,,-379000000.0,,,-1640000000.0,1748000000.0,,5281000000.0,,,10300000000.0,85000000.0,,,-152000000.0,2080952381.0,541000000.0,607000000.0,,57000000.0,,,,4271000000.0,,2821000000.0,5670000000.0,,,34000000.0,-2000000.0,5428000000.0,,-1640000000.0,181000000.0,,,1366000000.0,2631000000.0,-363000000.0,1894000000.0,7670000000.0,-564000000.0,,,,21000000.0,37000000.0,,-54000000.0,3545000000.0,,,,,696000000.0,9215000000.0,1748000000.0,,3797000000.0,,9215000000.0,,5428000000.0,0.84,,374000000.0,-1330000000.0,231000000.0,,530000000.0,,2630000000.0,,426000000,-164000000.0,426000000.0,2389000000.0,,1506000000.0,-1116000000.0,1239000000.0,,2524000000.0,,,0.0,62000000.0,976000000.0,,231000000.0,745000000.0,,1932000000.0,,38000000.0,244000000.0,596000000.0,397000000.0,2821000000.0,-800000000.0,,0.0,5418000000.0,-718000000.0,,,,776000000.0,426000000.0,722000000.0,,0.0,,2040000000.0,,1366000000.0,,,135000000.0,,0.84,,3797000000.0,,976000000.0,1752000000.0,1568000000.0,192000000.0,-281000000.0,596000000.0,145000000.0,1733000000.0,,-562000000.0,2633000000.0,722000000.0,5670000000.0,2631000000.0,,,,,,,
,,,,,5383000000.0,,-20000000.0,0.24,,,-57000000.0,,,,,2045000000.0,,,,,,,,,526000000.0,1689000000.0,,,2054166667.0,596000000.0,608000000.0,,608000000.0,,,,,2735000000,,,-107000000.0,779000000,,,,,704000000,,,,,,-526000000.0,,,-1674000000.0,,,,,,,,,,-157000000.0,,372000000.0,704000000.0,,,,,,4296000000.0,,2687000000.0,5466000000.0,,,,-193000000.0,5608000000.0,,,211000000.0,,,,2622000000.0,,1830000000.0,,12000000.0,,,,-3000000.0,11000000.0,,,3543000000.0,,,,,668000000.0,,,,,2054166667.0,9009000000.0,,,,,265000000.0,,216000000.0,,,,,,493000000,,493000000.0,,,1288000000.0,,,,,,,,75000000.0,939000000.0,,,723000000.0,,,0.24,,,,331000000.0,,-1754000000.0,,0.0,,164000000.0,,,,,493000000.0,921000000.0,,0.0,,2067000000.0,,1386000000.0,,,0.0,,,,3626000000.0,,,,1363000000.0,,-313000000.0,,,,,,,,,,,,,,,,
,,,,,5445000000.0,,-8000000.0,0.24,,,-94000000.0,,,,,1211000000.0,,,,,,,,,490000000.0,1122000000.0,,,2041666667.0,0.0,1089000000.0,,1089000000.0,,,,,2730000000,,,-147000000.0,745000000,,,,,695000000,,,,,,-316000000.0,,,-1692000000.0,,,,,,,,,,-72000000.0,,300000000.0,695000000.0,,,,,,4362000000.0,,2737000000.0,5468000000.0,,,,-255000000.0,5785000000.0,,,205000000.0,,,,2670000000.0,,1843000000.0,,481000000.0,,,,16000000.0,6000000.0,,,3600000000.0,,,,,660000000.0,,,,,2041666667.0,9068000000.0,,,,,153000000.0,,166000000.0,,,,,,490000000,,490000000.0,,,1325000000.0,,,,,,,,50000000.0,886000000.0,,,720000000.0,,,0.24,,,,404000000.0,,-567000000.0,,0.0,,489000000.0,,,,,490000000.0,930000000.0,,0.0,,2070000000.0,,1439000000.0,,,0.0,,,,3623000000.0,,,,1375000000.0,,-312000000.0,,,,,,,,,,,,,,,,
,,,,,5694000000.0,,19000000.0,0.27,,,-23000000.0,,,,,684000000.0,,,,,,,,,455000000.0,883000000.0,,,2085185185.0,0.0,1300000000.0,,1300000000.0,,,,,2757000000,,,-143000000.0,849000000,,,,,784000000,,,,,,-327000000.0,,,-1750000000.0,,,,,,,,,,-52000000.0,,503000000.0,784000000.0,,,,,,4501000000.0,,2680000000.0,5574000000.0,,,,-133000000.0,6037000000.0,,,221000000.0,,,,2751000000.0,,1781000000.0,,211000000.0,,,,7000000.0,19000000.0,,,3692000000.0,,,,,648000000.0,,,,,2085185185.0,9266000000.0,,,,,360000000.0,,153000000.0,,,,,,563000000,,563000000.0,,,1260000000.0,,,,,,,,65000000.0,892000000.0,,,739000000.0,,,0.27,,,,444000000.0,,-533000000.0,,0.0,,27000000.0,,,,,563000000.0,941000000.0,,0.0,,2109000000.0,,1472000000.0,,,0.0,,,,3572000000.0,,,,1325000000.0,,-312000000.0,,,,,,,,,,,,,,,,
,,4718000000.0,2056000000.0,734000000.0,5795000000.0,1662000000.0,-17000000.0,,,,60000000.0,596000000.0,,839000000.0,,150000000.0,,-628000000.0,,170000000.0,2076767677.0,,,,537000000.0,710000000.0,,5463000000.0,,0.0,1435000000.0,3849000000.0,1435000000.0,177000000.0,,,,2937000000,,,-231000000.0,639000000,,,-114000000.0,0.0,583000000,,,-1577000000.0,553000000.0,,-408000000.0,,,-1782000000.0,2056000000.0,,5709000000.0,,,11159000000.0,-31000000.0,,,-166000000.0,2076767677.0,660000000.0,704000000.0,,56000000.0,,,,4718000000.0,,2752000000.0,5567000000.0,,,,107000000.0,6235000000.0,,-1782000000.0,194000000.0,,,1451000000.0,2936000000.0,-474000000.0,1662000000.0,8475000000.0,135000000.0,,,,18000000.0,10000000.0,,-26000000.0,3849000000.0,,,,,708000000.0,9416000000.0,2056000000.0,,3621000000.0,,9416000000.0,,6235000000.0,0.99,,429000000.0,-2865000000.0,135000000.0,,537000000.0,,2684000000.0,,510000000,571000000.0,510000000.0,2766000000.0,,1590000000.0,-1249000000.0,1207000000.0,,2887000000.0,,,0.0,56000000.0,869000000.0,,135000000.0,734000000.0,,710000000.0,,38000000.0,246000000.0,1435000000.0,553000000.0,2752000000.0,-11000000.0,,0.0,5795000000.0,-109000000.0,,,,831000000.0,510000000.0,743000000.0,,0.0,,2229000000.0,,1451000000.0,,,121000000.0,,0.99,,3621000000.0,,869000000.0,1835000000.0,1646000000.0,170000000.0,-312000000.0,1435000000.0,46000000.0,4090000000.0,,-447000000.0,3012000000.0,743000000.0,5567000000.0,2936000000.0,,,,,,,
,,,,,5834000000.0,,4000000.0,0.27,,,-132000000.0,,,,,1000000.0,,,,,,,,,525000000.0,743000000.0,,,2029629630.0,1435000000.0,1172000000.0,,1172000000.0,,,,,2783000000,,,-122000000.0,820000000,,,,,751000000,,,,,,-549000000.0,,,-1825000000.0,,,,,,,,,,-110000000.0,,398000000.0,751000000.0,,,,,,4782000000.0,,2555000000.0,5400000000.0,,,,-222000000.0,6424000000.0,,,203000000.0,,,,2957000000.0,,1581000000.0,,-263000000.0,,,,3000000.0,13000000.0,,,3860000000.0,,,,,639000000.0,,,,,2029629630.0,9260000000.0,,,,,276000000.0,,132000000.0,,,,,,548000000,,548000000.0,,,1324000000.0,,,,,,,,69000000.0,871000000.0,,,739000000.0,,,0.27,,,,449000000.0,,,,0.0,,-117000000.0,,,,,548000000.0,903000000.0,,0.0,,2144000000.0,,1556000000.0,,,0.0,,,,3426000000.0,,,,1393000000.0,,-359000000.0,,,,,,,,,,,,,,,,
,,,,,5936000000.0,,10000000.0,0.24,,,-41000000.0,,,,,165000000.0,,,,,,,,,540000000.0,888000000.0,,,2033333333.0,0.0,814000000.0,,814000000.0,,,,,2880000000,,,-177000000.0,740000000,,,,,669000000,,,,,,-474000000.0,,,-1856000000.0,,,,,,,,,,-61000000.0,,298000000.0,669000000.0,,,,,,4928000000.0,,2631000000.0,5360000000.0,,,,-256000000.0,6555000000.0,,,181000000.0,,,,3072000000.0,,1646000000.0,,-358000000.0,,,,-5000000.0,6000000.0,,,3983000000.0,,,,,677000000.0,,,,,2033333333.0,9343000000.0,,,,,121000000.0,,86000000.0,,,,,,488000000,,488000000.0,,,1463000000.0,,,,,,,,71000000.0,776000000.0,,,690000000.0,,,0.24,,,,445000000.0,,,,0.0,,-194000000.0,,,,,488000000.0,911000000.0,,0.0,,2203000000.0,,1620000000.0,,,0.0,,,,3407000000.0,,,,1534000000.0,,-357000000.0,,,,,,,,,,,,,,,,
,,,,,6176000000.0,,0.0,0.29,,,-6000000.0,,,,,-1000000.0,,,,,,,,,515000000.0,945000000.0,,,2031034483.0,0.0,967000000.0,,967000000.0,,,,,3103000000,,,-162000000.0,883000000,,,,,808000000,,,,,,-354000000.0,,,-1920000000.0,,,,,,,,,,-9000000.0,,688000000.0,808000000.0,,,,,,5086000000.0,,2701000000.0,5637000000.0,,,,18000000.0,6788000000.0,,,219000000.0,,,,3166000000.0,,1779000000.0,,153000000.0,,,,6000000.0,10000000.0,,,4082000000.0,,,,,748000000.0,,,,,2031034483.0,9719000000.0,,,,,526000000.0,,138000000.0,,,,,,589000000,,589000000.0,,,1472000000.0,,,,,,,,75000000.0,842000000.0,,,704000000.0,,,0.29,,,,407000000.0,,-33000000.0,,0.0,,-196000000.0,,,,,589000000.0,916000000.0,,0.0,,2355000000.0,,1632000000.0,,,0.0,,,,3543000000.0,,,,1547000000.0,,-356000000.0,,,,,,,,,,,,,,,,
,,5032000000.0,1962000000.0,1308000000.0,6020000000.0,2363000000.0,13000000.0,,,,16000000.0,1435000000.0,,702000000.0,,4000000.0,,-647000000.0,,153000000.0,2043750000.0,,,,562000000.0,1010000000.0,,6339000000.0,,0.0,2137000000.0,4183000000.0,2137000000.0,76000000.0,,,,2390000000,,,-186000000.0,-188000000,,,-163000000.0,0.0,-268000000,,,-1748000000.0,375000000.0,,-371000000.0,,,-1891000000.0,1538000000.0,,6634000000.0,,,11156000000.0,-196000000.0,,,-48000000.0,2043750000.0,644000000.0,-241000000.0,,49000000.0,,,,5032000000.0,,3300000000.0,6621000000.0,,,,-89000000.0,6769000000.0,,-1891000000.0,-154000000.0,,,1490000000.0,3141000000.0,-549000000.0,2363000000.0,8594000000.0,1170000000.0,,,,-19000000.0,8000000.0,,27000000.0,4183000000.0,,,,,498000000.0,10804000000.0,1962000000.0,,4784000000.0,,10804000000.0,,6769000000.0,0.96,,458000000.0,-269000000.0,176000000.0,,562000000.0,,2562000000.0,,-87000000,430000000.0,337000000.0,1960000000.0,,2080000000.0,-1428000000.0,1381000000.0,,1987000000.0,,,0.0,80000000.0,1484000000.0,,176000000.0,1308000000.0,,1010000000.0,,-15000000.0,295000000.0,2137000000.0,375000000.0,3300000000.0,-44000000.0,,0.0,6020000000.0,937000000.0,,,,449000000.0,337000000.0,889000000.0,,0.0,,1892000000.0,,1490000000.0,,,451000000.0,,0.96,,4784000000.0,,1484000000.0,2028000000.0,2160000000.0,153000000.0,-356000000.0,2137000000.0,37000000.0,169000000.0,,-228000000.0,2255000000.0,889000000.0,6621000000.0,3141000000.0,,,,,,,
,,,,,6135000000.0,,-44000000.0,0.28,,,40000000.0,,,,,566000000.0,,,,,,,,,503000000.0,1308000000.0,,,2053571429.0,2137000000.0,1622000000.0,,1622000000.0,,,,,2755000000,,,-105000000.0,854000000,,,,,778000000,,,,,,-472000000.0,,,-1935000000.0,,,,,,,,,,-44000000.0,,413000000.0,778000000.0,,,,,,5068000000.0,,2902000000.0,6262000000.0,,,,-248000000.0,6971000000.0,,,203000000.0,,,,3133000000.0,,2088000000.0,,-515000000.0,,,,10000000.0,11000000.0,,,4241000000.0,,,,,665000000.0,,,,,2053571429.0,10503000000.0,,,,,308000000.0,,180000000.0,,,,,,575000000,,575000000.0,,,1236000000.0,,,,,,,,76000000.0,1466000000.0,,,1286000000.0,,,0.28,,,,311000000.0,,-875000000.0,,0.0,,-458000000.0,,,,,575000000.0,1108000000.0,,0.0,,2090000000.0,,1421000000.0,,,0.0,,,,4368000000.0,,,,1312000000.0,,-373000000.0,,,,,,,,,,,,,,,,
,,,,,6202000000.0,,1000000.0,0.26,,,-24000000.0,,,,,308000000.0,,,,,,,,,523000000.0,1147000000.0,,,2003846154.0,0.0,2155000000.0,,2155000000.0,,,,,2802000000,,,-123000000.0,782000000,,,,,704000000,,,,,,-125000000.0,,,-1943000000.0,,,,,,,,,,-107000000.0,,596000000.0,704000000.0,,,,,,5135000000.0,,2892000000.0,6618000000.0,,,,0.0,7120000000.0,,,183000000.0,,,,3192000000.0,,2112000000.0,,533000000.0,,,,-2000000.0,7000000.0,,,4276000000.0,,,,,639000000.0,,,,,2003846154.0,10894000000.0,,,,,473000000.0,,601000000.0,,,,,,521000000,,521000000.0,,,1381000000.0,,,,,,,,78000000.0,1800000000.0,,,1199000000.0,,,0.26,,,,257000000.0,,-117000000.0,,0.0,,69000000.0,,,,,521000000.0,1084000000.0,,0.0,,2163000000.0,,1459000000.0,,,0.0,,,,4692000000.0,,,,1459000000.0,,-371000000.0,,,,,,,,,,,,,,,,
,,,,,6250000000.0,,-21000000.0,0.3,,,-2000000.0,,,,,114000000.0,,,,,,,,,,1021000000.0,,,2026666667.0,0.0,2328000000.0,,2328000000.0,,,,,2862000000,,,-129000000.0,899000000,,,,,823000000,,,,,,-576000000.0,,,-1943000000.0,,,,,,,,,,-164000000.0,,807000000.0,823000000.0,,,,,,5176000000.0,,2919000000.0,6675000000.0,,,,118000000.0,7143600000.0,,,215000000.0,,,,3233000000.0,,,,173000000.0,,,,5000000.0,,,,4292000000.0,,,,,687000000.0,,,,,2026666667.0,10967000000.0,,,,,678000000.0,,604000000.0,,,,,,608000000,,608000000.0,,,1276000000.0,,,,,,,,76000000.0,1798000000.0,,,1194000000.0,,,0.3,,,,,,-27000000.0,,0.0,,-63000000.0,,,,,608000000.0,1059000000.0,,-147000000.0,,2175000000.0,,1465000000.0,,,0.0,,,,4717000000.0,,,,1352000000.0,,-372000000.0,,,,,,,,,,,,,,,,
,,5236000000.0,1959000000.0,2508000000.0,5940000000.0,2239000000.0,-5000000.0,,,,115000000.0,2137000000.0,,284000000.0,,5000000.0,,-570000000.0,,191000000.0,2062105263.0,,,,649000000.0,968000000.0,,5981000000.0,,0.0,2421000000.0,5531000000.0,2421000000.0,225000000.0,,,,2993000000,,,-213000000.0,176000000,,,129000000.0,0.0,98000000,,,-1700000000.0,177000000.0,,-527000000.0,,,-1862000000.0,1959000000.0,,6289000000.0,,,11413000000.0,-27000000.0,,,-104000000.0,2062105263.0,764000000.0,266000000.0,,57000000.0,,,,5236000000.0,,3065000000.0,6570000000.0,,,,-79000000.0,7243000000.0,,-1862000000.0,10000000.0,,,1322000000.0,3374000000.0,-209000000.0,2239000000.0,8692000000.0,93000000.0,,,,36000000.0,,,-69000000.0,5531000000.0,,,,,730000000.0,12101000000.0,1959000000.0,,6161000000.0,,12101000000.0,,7243000000.0,0.95,,551000000.0,-1049000000.0,588000000.0,,649000000.0,,2721000000.0,,256000000,-597000000.0,256000000.0,2403000000.0,,2087000000.0,-1485000000.0,2010000000.0,,2571000000.0,,,0.0,78000000.0,3096000000.0,,588000000.0,2508000000.0,,968000000.0,,49000000.0,308000000.0,2421000000.0,177000000.0,3065000000.0,-30000000.0,,0.0,5940000000.0,-145000000.0,,,,612000000.0,256000000.0,1966000000.0,,147000000.0,,2263000000.0,,1322000000.0,,,168000000.0,,0.95,,6161000000.0,,3096000000.0,2580000000.0,2165000000.0,191000000.0,-369000000.0,2421000000.0,38000000.0,993000000.0,,-419000000.0,2711000000.0,1966000000.0,6570000000.0,3374000000.0,,,,,,,
,,,,,5999000000.0,,-8000000.0,0.29,,,-58000000.0,,,,,,,,,,,,,,632000000.0,1035000000.0,,,2044000000.0,2421000000.0,2523000000.0,,2523000000.0,,,,,2834000000,,,-107000000.0,908000000,,,,,828000000,,,,,,-461000000.0,,,-1929000000.0,,,,,,,,,,-161000000.0,,696000000.0,828000000.0,,,,,,5323000000.0,,3161000000.0,6729000000.0,,,,20000000.0,7450000000.0,,,247000000.0,,,,3394000000.0,,2319000000.0,,102000000.0,261000000.0,,,,10000000.0,,,5557000000.0,,,,,665000000.0,,,,,2044000000.0,12286000000.0,,,,,589000000.0,,628000000.0,,,,,,581000000,,581000000.0,,,1000000000.0,,,,,,,,80000000.0,3126000000.0,,,2498000000.0,,,0.29,,,,210000000.0,,-16000000.0,,2523000000.0,,-131000000.0,,,,,581000000.0,2163000000.0,,0.0,,2169000000.0,,1385000000.0,,,0.0,,,,6287000000.0,,,,1341000000.0,,-374000000.0,,,,,,,,,,,,,,,,
,,,,,5970000000.0,,-4000000.0,0.27,,,-26000000.0,,,,,,,,,,,,,,619000000.0,1181000000.0,,,2028000000.0,2523000000.0,2200000000.0,,2200000000.0,,,,,2970000000,,,-132000000.0,852000000,,,,,772000000,,,,,,-602000000.0,,,-1996000000.0,,,,,,,,,,-248000000.0,,466000000.0,772000000.0,,,,,,5445000000.0,,3175000000.0,6644000000.0,,,,-135000000.0,7621000000.0,,,230000000.0,,,,3449000000.0,,2335000000.0,,-323000000.0,271000000.0,,,,4000000.0,,,5572000000.0,,,,,662000000.0,,,,,2028000000.0,12216000000.0,,,,,334000000.0,,636000000.0,,,,,,542000000,,542000000.0,,,1185000000.0,,,,,,,,80000000.0,3071000000.0,,,2435000000.0,,,0.27,,,,221000000.0,,-151000000.0,,2200000000.0,,-180000000.0,,,,,542000000.0,2123000000.0,,0.0,,2308000000.0,,1416000000.0,,,0.0,,,,6246000000.0,,,,1536000000.0,,-371000000.0,,,,,,,,,,,,,,,,
