date,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyCapitalExpenditure,trailingSaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualChangeInInventory,trailingCashDividendsPaid,quarterlyBasicEPS,annualInventory,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyNetPPE,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyInventory,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,annualOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualOtherIntangibleAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualOperatingIncome,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualBasicEPS,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingPurchaseOfInvestment,trailingCapitalExpenditure,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,trailingOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNetIncomeContinuousOperations,quarterlyGrossProfit,trailingSellingGeneralAndAdministration,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyGrossPPE,quarterlyDilutedEPS,annualTaxProvision,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,annualCurrentAssets,annualTotalRevenue,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyEbitda,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualBasicAverageShares,trailingNetIncomeCommonStockholders,quarterlyPretaxIncome,annualRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingNetIncome,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGoodwill,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualBeginningCashPosition,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,annualFreeCashFlow,trailingTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:00.315446400,,23600000.0,,220100000.0,,-107000000.0,,,,,,,,,478000000.0,,,13300000.0,,-149200000.0,,112300000.0,,,,,456200000.0,,,,,,,,,163100000.0,,121300000.0,115800000.0,,,,,,,,,-5400000.0,0.160622,,,66100000.0,,,4100000.0,,,1180700000.0,111700000.0,46900000.0,,12600000.0,,11000000.0,0.160622,472100000.0,47300000.0,,,,2992700000.0,,,-272700000.0,-64400000.0,323700000.0,33900000.0,,,,18000000.0,114300000.0,465100000.0,,,,,-375800000.0,,,374000000.0,,,,,,-160600000.0,,-287700000.0,,55200000.0,74400000.0,,,29600000.0,,715600000.0,715600000.0,370000000.0,,-1000000.0,12600000.0,,,,,17700000.0,,,,,3700000.0,259700000.0,1812000000.0,200200000.0,836400000.0,,29600000.0,,,,,,,,184284000.0,,,,,,,,,,,184284000.0,370000000.0,,185000000.0,,,,,370000000.0,391800000.0,,,,,,4100000.0,,,29600000.0,,,,39600000.0,,715100000.0,20800000.0,,78300000.0,,102100000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,,21500000.0,,211200000.0,,,,,,,,,,,,,,,,,,93700000.0,,,,,,,,,,,,,,197300000.0,,89400000.0,109300000.0,,,,,,,,,,-0.009225,21200000.0,,15000000.0,,,3000000.0,,,,97400000.0,-6300000.0,,14400000.0,,,-0.009225,,-11900000.0,,,,,,,,,369400000.0,,,,,,,,,,,,,,,,,,,,,-172100000.0,,,,74400000.0,95700000.0,52700000.0,,-1700000.0,,,,,,,14400000.0,,,,,-10200000.0,,,,,8700000.0,,,177600000.0,693700000.0,,-1700000.0,,,,107100000.0,,,,184284000.0,,,,,,,,,,,184284000.0,,,176400000.0,,,,,,,,,427600000.0,216400000.0,,11900000.0,,,-1700000.0,,,,64400000.0,,604300000.0,7200000.0,250000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,,22400000.0,,210800000.0,,,,,,,,,,,,,,,,,,100500000.0,,,,,,,,,,,,,,213900000.0,,99300000.0,110900000.0,,,,,,,,,,0.029303,18200000.0,,36800000.0,,,2700000.0,,,,104200000.0,14000000.0,,3400000.0,,,0.029303,,5700000.0,,,,,,,,,403900000.0,,,,,,,,,,,,,,,,,,,,,-190000000.0,,,,62500000.0,85300000.0,67100000.0,,5400000.0,,,,,,,3400000.0,,,,,300000.0,,,,,11000000.0,,,178700000.0,783700000.0,,5400000.0,,,,138000000.0,,,,184284000.0,,,,,,,,,,,184284000.0,,,176000000.0,,,,,,,,,459700000.0,248900000.0,,6700000.0,,,5400000.0,,,,97400000.0,,684400000.0,10100000.0,281000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,,12000000.0,,193500000.0,,,,,,,,,,,,,,,,,,74000000.0,,,,,,,,,,,,,,207400000.0,,76800000.0,99300000.0,,,,,,,,,,-0.091164,18900000.0,,16800000.0,,,-6900000.0,,,,91900000.0,-7900000.0,,9000000.0,,,-0.091164,,-30700000.0,,,,,,,,,408100000.0,,,,,,,,,,,,,,,,,,,,,-200700000.0,,,,60000000.0,84700000.0,52700000.0,,-16800000.0,,,,,,,9000000.0,,,,,-13900000.0,,,,,15800000.0,,,159800000.0,694200000.0,,-16800000.0,,,,127100000.0,,,,184284000.0,,,,,,,,,,,184284000.0,,,158600000.0,,,,,,,,,419900000.0,226400000.0,,7400000.0,,,-16800000.0,,,,96200000.0,,617400000.0,10500000.0,260100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,,16700000.0,,206100000.0,,,,,,,,,,,,,,,,,,77300000.0,,,,,,,,,,,,,,202000000.0,,120000000.0,124400000.0,,,,,,,,,,0.073799,17800000.0,,55100000.0,,,2600000.0,,,,109500000.0,29600000.0,,7900000.0,,,0.073799,,22800000.0,,,,,,,,,417400000.0,,,,,,,,,,,,,,,,,,,,,-215400000.0,,,,64900000.0,90400000.0,53800000.0,,13600000.0,,,,,,,7900000.0,,,,,9200000.0,,,,,9300000.0,,,181800000.0,853400000.0,,13600000.0,,,,107100000.0,,,,184284000.0,,,,,,,,,,,184284000.0,,,171900000.0,,,,,,,,,437600000.0,231500000.0,,14900000.0,,,13600000.0,,,,72600000.0,,733400000.0,8900000.0,255800000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,7800000.0,,7800000.0,,,,,,,,0.042326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800000.0,184284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255900000.0,,,,,,0.042326,,,255900000.0,,,,,,,,,,,255900000.0,,,,,,,,,,,,184284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,6100000.0,,6100000.0,,,,,,,,0.033101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100000.0,184284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244800000.0,,,,,,0.033101,,,244800000.0,,,,,,,,,,,244800000.0,,,,,,,,,,,,184284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,-1800000.0,,-1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210500000.0,,,,,,,,,210500000.0,,,,,,,,,,,210500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,40500000.0,4800000.0,,160600000.0,,,,,,,10600000.0,,-55300000.0,,,,,,,,,77800000.0,,,178200000.0,,,,4800000.0,,77800000.0,97400000.0,104900000.0,,,178200000.0,,126100000.0,127900000.0,,,,,,,,,,,22600000.0,,73300000.0,,,-4200000.0,,,,104900000.0,52000000.0,,7900000.0,,,,,37200000.0,413300000.0,-55300000.0,,,7900000.0,7900000.0,,,386500000.0,,,,,,,,218700000.0,23000000.0,,,,,,,,252700000.0,,,,-208300000.0,,,,52800000.0,74100000.0,40500000.0,,22700000.0,,,,,165300000.0,,7900000.0,,,386500000.0,,14500000.0,,-659300000.0,,,10500000.0,,,194600000.0,876600000.0,,-43200000.0,,-659300000.0,,124800000.0,,,,,,,,,,,124800000.0,,,125700000.0,,,,125700000.0,,194600000.0,,160600000.0,,,127900000.0,,413300000.0,252700000.0,,23000000.0,,17500000.0,-43200000.0,-208300000.0,,22600000.0,97400000.0,,750500000.0,17500000.0,218700000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,7300000.0,,7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228600000.0,,,,,,,,,228600000.0,,,,,,,,,,,228600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
