date,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyCapitalExpenditure,trailingSaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualChangeInInventory,trailingCashDividendsPaid,quarterlyBasicEPS,annualInventory,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyNetPPE,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyInventory,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,annualOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualOtherIntangibleAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualOperatingIncome,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualBasicEPS,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingPurchaseOfInvestment,trailingCapitalExpenditure,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,trailingOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNetIncomeContinuousOperations,quarterlyGrossProfit,trailingSellingGeneralAndAdministration,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyGrossPPE,quarterlyDilutedEPS,annualTaxProvision,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,annualCurrentAssets,annualTotalRevenue,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyEbitda,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualBasicAverageShares,trailingNetIncomeCommonStockholders,quarterlyPretaxIncome,annualRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingNetIncome,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGoodwill,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualBeginningCashPosition,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,annualFreeCashFlow,trailingTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:00.488937600,,,,,,,,,,,10300000.0,,10300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248500000.0,,,,,,,,,248500000.0,,,,,,,,,,,248500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,,,,,,,,,,,2900000.0,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000000.0,,,,,,,,,205000000.0,,,,,,,,,,,205000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,82200000.0,,,235600000.0,,,,,,,7300000.0,,7300000.0,,,,,,,,,60200000.0,,,208500000.0,,,,,,60200000.0,79000000.0,130100000.0,,,208500000.0,,133200000.0,144100000.0,,,,,,,,,,,27600000.0,,74600000.0,,,5100000.0,,,,130100000.0,52600000.0,,15100000.0,,,,,46800000.0,486300000.0,6300000.0,,,15100000.0,15100000.0,,,429700000.0,,,,,,,,290700000.0,14000000.0,,,,,,,,250700000.0,,,,-221200000.0,,,,58600000.0,80600000.0,82200000.0,,27800000.0,,,,,215400000.0,,15100000.0,,,429700000.0,,19000000.0,,-629500000.0,,,11000000.0,,,195600000.0,897500000.0,,26800000.0,,-629500000.0,,106600000.0,,,,,,,,,,,106600000.0,,,161200000.0,,,,161200000.0,,195600000.0,,235600000.0,,,144100000.0,,486300000.0,250700000.0,,14000000.0,,20400000.0,27800000.0,-221200000.0,,27600000.0,79000000.0,,764300000.0,20400000.0,290700000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.512611200,,,,,,,,,,,7700000.0,,7700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227700000.0,,,,,,,,,227700000.0,,,,,,,,,,,227700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,,,,,,,,,,9900000.0,,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250400000.0,,,,,,,,,250400000.0,,,,,,,,,,,250400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,,,,,,,,,,,2200000.0,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220600000.0,,,,,,,,,220600000.0,,,,,,,,,,,220600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,131000000.0,2500000.0,,282100000.0,,,,,,,5300000.0,,8200000.0,,,,,,,,,85200000.0,,,254900000.0,,,,2500000.0,,85200000.0,83900000.0,135100000.0,,,254900000.0,,135700000.0,216400000.0,,,,,,,,,,,108300000.0,,76500000.0,,,6400000.0,,,,135100000.0,51100000.0,,5100000.0,,,,,49400000.0,693200000.0,4500000.0,,,5100000.0,5100000.0,,,499700000.0,,,,,,,,385900000.0,81300000.0,,,,,,,,411100000.0,,,,-244800000.0,,,,59200000.0,84600000.0,131000000.0,,26100000.0,,,,,212200000.0,,5100000.0,,,499700000.0,,23300000.0,,-647600000.0,,,8200000.0,,,307300000.0,910900000.0,,25300000.0,,-647600000.0,,194700000.0,,,,,,,,,,,194700000.0,,,179900000.0,,,,179900000.0,,307300000.0,,282100000.0,,,216400000.0,,693200000.0,411100000.0,,81300000.0,,39400000.0,29000000.0,-244800000.0,,108300000.0,83900000.0,,775200000.0,39400000.0,385900000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,,,,,,,,,,8200000.0,,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261100000.0,,,,,,,,,261100000.0,,,,,,,,,,,261100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,,,,,,,,,,5900000.0,,5900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250800000.0,,,,,,,,,250800000.0,,,,,,,,,,,250800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,,,,,,,,,,,-700000.0,,-700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222300000.0,,,,,,,,,222300000.0,,,,,,,,,,,222300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,178500000.0,18000000.0,,291700000.0,,,,,,,2000000.0,,2000000.0,,,,,,,,,89100000.0,,,282400000.0,,,,18000000.0,,89100000.0,121100000.0,117500000.0,,,282400000.0,,124100000.0,136600000.0,,,,,,,,,,,114600000.0,,59900000.0,,,1500000.0,,,,117500000.0,31700000.0,,3200000.0,,,,,25300000.0,682000000.0,-1700000.0,,,3200000.0,3200000.0,,,547800000.0,,,,,,,,460900000.0,19100000.0,,,,,,,,390300000.0,,,,-265400000.0,,,,64200000.0,92400000.0,178500000.0,,15400000.0,,,,,236200000.0,,3200000.0,,,547800000.0,,9900000.0,,-702500000.0,,,7900000.0,,,221100000.0,970400000.0,,11700000.0,,-702500000.0,,253700000.0,,,,,,,,,,,253700000.0,,,187900000.0,,,,187900000.0,,221100000.0,,291700000.0,,,136600000.0,,682000000.0,390300000.0,,19100000.0,,31600000.0,15400000.0,-265400000.0,,114600000.0,121100000.0,,846300000.0,31600000.0,460900000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,,,,,,,,,,4200000.0,,4200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250400000.0,,,,,,,,,250400000.0,,,,,,,,,,,250400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,,,,,,,,,,7300000.0,,7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266100000.0,,,,,,,,,266100000.0,,,,,,,,,,,266100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.591580800,,,,,,,,,,,1000000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236600000.0,,,,,,,,,236600000.0,,,,,,,,,,,236600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
