date,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,annualIncomeTaxPayable,annualNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingNetIncome,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,annualChangeInInventory,quarterlyOtherNonCurrentAssets,annualPretaxIncome,quarterlyNetOtherFinancingCharges,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyFreeCashFlow,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyDilutedAverageShares,annualOperatingIncome,annualOtherIncomeExpense,quarterlyCurrentLiabilities,trailingOtherIncomeExpense,trailingGrossProfit,quarterlyPretaxIncome,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyPurchaseOfBusiness,trailingOperatingIncome,annualAccountsPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,annualBasicAverageShares,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,trailingTotalRevenue,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,annualGrossPPE,trailingTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualCurrentDebt,annualNetIncomeContinuousOperations,annualOperatingExpense,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,annualDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualChangeInAccountPayable,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualFreeCashFlow,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,annualEbitda,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualRetainedEarnings,quarterlyEndCashPosition,annualCurrentLiabilities,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyBasicEPS,annualDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
2007-12-31,,-284014183.0,,,-2699689000.0,,5534566.0,362818000.0,3008467.0,49487236.0,,-532000000.0,,102821100.0,,14785372.0,0.0,-1169155000.0,,-2.85,-22156121.0,,,,693000000.0,,912329000.0,296532000.0,1382000000.0,-7612112.0,,-131001550.0,,-111623123.0,0.0,,,,,118160000.0,,,-137310735.0,5090140.0,,-797000000.0,3635000000.0,,6943425.0,,,2302000000.0,83778041.0,,,730891217.0,1567798000.0,,,45248223.0,6724000000.0,173635533.0,,,,,,10359000000.0,,-8695012.0,,-3113000000.0,-123769000.0,8536094.0,91871000.0,,140363043.0,14785372.0,,15691670.0,9525296.0,-4356319.0,499306491.0,-133306000.0,-157920000.0,0.0,75928.0,,235304997.0,-259833910.0,,1333000000.0,-19746205.0,,1496000000.0,35195077.0,-46933302.0,144254160.0,,,,4044707000.0,,270000000.0,1191869.0,,,,,,700000000.0,-1208023000.0,,281891947.0,,,412360000.0,173635533.0,512119344.0,556000000.0,,,4417371000.0,,,,37800000.0,-113739432.0,144254160.0,3619012.0,33272490.0,3710888.0,228361572.0,-2.85,-5667361.0,465186042.0,,,496470203.0,,-5303367.0,-68253704.0,554153549.0,-328087614.0,173635533.0,76185973.0,,,21451215.0,,,-160144000.0,11832305.0,-98099569.0,,-129122135.0,,,-151838975.0,,234421014.0,68451945.0,693000000.0,,45248223.0,,,836045496.0,-17262118.0,,,32901981.0,,,,,,,,,,4474877.0,2775821000.0,,,,,,,,,,,,,,
2008-12-31,,-451589465.0,,,,,6938951.0,,5128662.0,154348573.0,,,,-35352864.0,,4815022.0,27500000.0,,,-2.52,20379796.0,,,,,,,,,-12823253.0,,-156463121.0,,-136162467.0,-1008333.0,,,,,,,,-153653338.0,-5347690.0,,,,,76884559.0,,,,182802970.0,,,1462181573.0,,,,54071135.0,,183245953.0,,,,,,,,-26689097.0,,,,0.0,,,9610420.0,4815022.0,,19550138.0,22650516.0,66707398.0,482478728.0,,-220500000.0,1248509.0,75928.0,,764248607.0,-470349508.0,,,-34126710.0,,,53475709.0,-135992221.0,230537897.0,,,,,,,-8891721.0,,,,,,,,,329924427.0,,,,183245953.0,1093399046.0,,,,,,,,82000000.0,-132583343.0,230537897.0,8246385.0,173635533.0,16007757.0,687364048.0,-2.52,-12493880.0,957406825.0,,,993837361.0,,-8938700.0,-13737524.0,1103015867.0,-484087032.0,183245953.0,0.0,,,21968917.0,,,,12101324.0,-64378647.0,,-136162467.0,,,-288001442.0,,468344212.0,147140993.0,,,54071135.0,,,1432940294.0,-23879778.0,,,90835965.0,,,,,,,,,,12561853.0,,,,,,,,,,,,,,,
2009-03-31,-27231000.0,,-27507000.0,,,,,,,,,,,,,,,,,,,,,,,1338000.0,,,,,,,,,,,,,,,,54071000.0,,,,,,-32808000.0,,,,,,,,,,,,,,,,,,-5577000.0,,,,,,,,,,-31470000.0,,,,,,,,,,,,,,,,,,,,,,,,-0.51,,,,,,,,,,,,,,,,,,,,,-31738000.0,253536000.0,,,-27507000.0,,,,,,,,,,,,,43624000.0,,54071000.0,,,,,,,,43624000.0,,,,,,,241650000.0,,,,,,,,,-0.51,,,,,,,,,,,,,,11886000.0,,,-3000.0,,,,,,,,,,,,,,,,
2009-06-30,29672000.0,,27947000.0,,,,,,,,,,,,,,,,,,,,,,,2422000.0,,,,,,,,,,,,,,,,181332000.0,,,,,,35750000.0,,,,,,,,,,,,,,,,,,6078000.0,,,,,,,,,,38172000.0,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,37958000.0,315296000.0,,,27947000.0,,,,,,,,,,,,,38248000.0,,55539000.0,,,,,,,,38248000.0,,,,,,,239090000.0,,,,,,,,,0.16,,,,,,,,,,,,,,76206000.0,,,8000.0,,,,,,,,,,,,,,,,
2009-09-30,26090000.0,,22264000.0,,,,,,,,,,,,,,,,,,,,,,,2493000.0,,,,,,,,,,,,,,,,,,,,,,35202000.0,,,,,,,,,,,,,,,,,,9112000.0,,,,,,,,,,37695000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37053000.0,341109000.0,,,22264000.0,,,,,,,,,,,,,47788000.0,,,,,,,,,,47788000.0,,,,,,,256268000.0,,,,,,,,,,,,,,,,,,,,,,,84841000.0,,,12000.0,,,,,,,,,,,,,,,,
2009-12-31,22917089.0,-256026614.0,19840530.0,,,,6538231.0,,3869445.0,206333261.0,,,20452463.0,890891839.0,,9903039.0,80000000.0,,0.0,0.24,8754226.0,1164505809.0,57000000.0,,,2534096.0,,,,13767424.0,61170258.0,69437764.0,,42544530.0,-2200000.0,1581131515.0,,-277529412.0,,,,,76414360.0,-59677.0,365550819.0,,,31293764.0,255718971.0,,,,141570710.0,20394760.0,416625706.0,678874774.0,,,124918.0,57562440.0,,270587296.0,,-245456912.0,270587296.0,8376675.0,270587296.0,,1028266722.0,43640182.0,,,,0.0,,33827860.0,87341343.0,7955166.0,,18452163.0,8883092.0,-38163285.0,47063523.0,,-264500000.0,8787096.0,124918.0,,1260191124.0,-264780840.0,,,7957146.0,3869445.0,,61170258.0,-277529412.0,179304611.0,,,1305796134.0,,206333261.0,,-2848180.0,141570710.0,28974813.0,,,-12529459.0,,,,416625706.0,,,,270587296.0,1305796134.0,,33141360.0,350250124.0,,678874774.0,19840530.0,,57000000.0,51448089.0,179304611.0,20452463.0,183245953.0,43203003.0,1004472153.0,0.23,-12529459.0,1028266722.0,,49644611.0,313323955.0,,4254720.0,296340013.0,1164505809.0,31559173.0,270587296.0,54945161.0,,49644611.0,20394760.0,,313323955.0,,28974813.0,223796253.0,267464153.0,42544530.0,118980077.0,18452163.0,-245456912.0,,365550819.0,89383392.0,,,183631885.0,,890891839.0,1581131515.0,17989675.0,15157758.0,,145571393.0,,,80000000.0,,8883092.0,82785971.0,6538231.0,43203003.0,-76677.0,15157758.0,,,,,,,,,,,,,,,
2010-03-31,13671000.0,,12448000.0,,,,,,,,,,23106000.0,,,,,,1021000.0,,,1187346000.0,12140000.0,,,1545000.0,,,,,62285000.0,,,,,1597994000.0,,,,,,196751000.0,,,319083000.0,,,16297000.0,,,,,,20389000.0,410648000.0,,,,178000.0,,,,,-233010000.0,258374000.0,2626000.0,258374000.0,,1048778000.0,,,,,,,17842000.0,,,,,,,,,,,,,,,,,,4195000.0,,,,,,0.06,,,219725000.0,,,137657000.0,37381000.0,,,-12537000.0,,,,,,,,,,,17208000.0,340945000.0,,625812000.0,12448000.0,,,,,,,,,,,,,51535000.0,,68582000.0,,,,,,,,51535000.0,,,306729000.0,,,,272202000.0,,90118000.0,18452000.0,,,,,,0.07,,,964310000.0,,,20946000.0,,,,,57360000.0,,7818000.0,68743000.0,6538000.0,50423000.0,-29000.0,,,,,,,,,,,,,,,,
2010-06-30,82025000.0,,79702000.0,,,,,,,,,,273740000.0,,,,,,90788000.0,,,1251290000.0,12140000.0,,,739000.0,,,,,108794000.0,,,,,2720611000.0,,,,,,246305000.0,,,375358000.0,,,105428000.0,,,,,,34138000.0,1469321000.0,,,,178000.0,,,,,-153307000.0,1285430000.0,23403000.0,1285430000.0,,1089906000.0,,,,,,,106167000.0,,,,,,,,,,,,,,,,,,24880000.0,,,,,,0.32,,,,,,156329000.0,46551000.0,,,-14240000.0,,,,,,,,,,,104538000.0,438863000.0,,712496000.0,79702000.0,,,,,,,,,,,,,60692000.0,,241018000.0,,,,,,,,60692000.0,,,337138000.0,,,,273633000.0,,91221000.0,18452000.0,,,,,,0.33,,,2001026000.0,,,24174000.0,,,,,56860000.0,,7864000.0,165230000.0,6538000.0,,103000.0,,,,,,,,,,,,,,,,
2010-09-30,90062000.0,,88682000.0,,,,,,,,,,38297000.0,,,,,,0.0,,,1381727000.0,24000000.0,,,127000.0,,,,,76806000.0,,,,,2870849000.0,,,,,,,,,466429000.0,,,113202000.0,,,,,,36963000.0,1489122000.0,,,,178000.0,,,,,-64625000.0,1271710000.0,23140000.0,1271710000.0,,1212064000.0,,,,,,,113329000.0,,,,,,,,,,,,,,,,,,37360000.0,,,,,,,,,272985000.0,,,213161000.0,27585000.0,,,-18712000.0,,,,,,,,,,,103687000.0,506056000.0,,784249000.0,88682000.0,,,,,,,,,,,,,91254000.0,,,,,,,,,,91254000.0,,,317820000.0,,,,311115000.0,,92129000.0,18452000.0,,,,,,,,,2079109000.0,,,22212000.0,,,,,0.0,,10535000.0,194941000.0,6538000.0,58925000.0,4410000.0,,,,,,,,,,,,,,,,
2010-12-31,36036431.0,-515309504.0,34919477.0,,,330000000.0,11937000.0,,15121000.0,285872000.0,,,46619134.0,2116134000.0,,70864087.0,0.0,,15121157.879,1.05,-775000.0,1629261311.0,0.0,,,271367.0,,,,-9407130.0,79953202.0,279056000.0,,215751000.0,-2298686.0,3044079406.0,,-441053871.0,,,-9653000.0,,256306000.0,9487000.0,574342336.0,,,44128971.0,558291000.0,,,,283203000.0,57348030.0,1414818095.0,918770000.0,,,177687.0,198517000.0,,1060066663.0,100000000.0,-29705435.0,1160066663.0,8092540.0,1060066663.0,,1422432435.0,-17411974.0,,,,15121157.879,,44400338.0,789479367.0,13113341.0,,41373000.0,18290000.0,-32966518.0,845836203.0,,-207000000.0,2682000.0,178000.0,-430000000.0,1738493000.0,-404881504.0,,,9227695.0,15.121,,79953000.0,-441053871.0,301985000.0,,,1863486306.0,,285871742.0,,-6480529.0,283202773.0,40176914.0,,,-22702974.0,,,,1414819000.0,,,,1060067000.0,1863486306.0,,30873921.0,452629710.0,,918770162.0,34919477.0,,0.0,221794000.0,301985000.0,46619000.0,270587296.0,68599000.0,1180202000.0,0.92,-22703000.0,1422432000.0,,98503742.0,344428000.0,,3477749.0,469126183.0,1629261000.0,64244679.0,1160067000.0,959103724.0,100000000.0,98503742.0,57348000.0,,344427826.0,,40177000.0,281738000.0,323252047.0,215751000.0,148925942.0,41372983.0,-29705000.0,,574342000.0,148926000.0,,,234481000.0,,2116133443.0,3044080000.0,57262000.0,21535528.0,,171538603.0,,,0.0,,18290222.0,129377663.0,11936950.0,68599015.0,5002585.0,21536000.0,,,,,,,,,,,,,,,
