date,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyCapitalExpenditure,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualDilutedAverageShares,annualLongTermDebt,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualDepreciationAndAmortization,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualRetainedEarnings,annualInventory,quarterlyGoodwill,quarterlyInventory,quarterlyTaxProvision,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualBasicEPS,annualCapitalStock,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,annualOperatingIncome,trailingRepaymentOfDebt,annualChangeInAccountPayable,quarterlyCapitalStock,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,annualEbitda,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,trailingTotalRevenue,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,trailingPretaxIncome,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualDilutedEPS,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingOperatingIncome,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,annualOperatingExpense,annualAccumulatedDepreciation,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,annualDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualTotalRevenue,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualInterestExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,trailingFreeCashFlow,quarterlyOperatingExpense,quarterlyRetainedEarnings,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,annualChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingTaxProvision,annualChangeInInventory,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDeferredRevenue,annualBasicAverageShares,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyDilutedEPS,annualPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCostOfRevenue,annualBeginningCashPosition,annualCurrentDebt,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1979-12-31,3618000000.0,,,,,,-3272000000.0,,,785700000.0,,,-3700000000.0,21334773.0,1189600000.0,-181000000.0,,,3186900000.0,1596000000.0,118200000.0,,,,424500000.0,146400000.0,,,,966400000.0,,,,,-70000000.0,3931000000.0,,,,3.534137,,,,,,,,,,455400000.0,,42600000.0,513100000.0,-3336000000.0,,,,1434800000.0,-380700000.0,,,,721000000.0,10660000000.0,,1941200000.0,,,,45393000000.0,,,-650000000.0,,323000000.0,2080000000.0,3570700000.0,9000000.0,,,455400000.0,127000000.0,,,,-7.657296,,-528000000.0,,3569000000.0,,,,58000000.0,714800000.0,-1629500000.0,-825000000.0,506900000.0,7091000000.0,,,,,,,,-4138000000.0,1970000000.0,96900000.0,1106200000.0,1596000000.0,,,,,,1098000000.0,,,,314000000.0,,,,,,,,,867100000.0,-63000000.0,75400000.0,1596000000.0,3355300000.0,,,74400000.0,,,,,,1227900000.0,,-207000000.0,,,2080700000.0,,,,,,10800000.0,34733000000.0,,2401200000.0,-29400000.0,,,484000000.0,,,87400000.0,,21334773.0,,87400000.0,,,,,2127400000.0,,99300000.0,,,,,,,,,,,,,,,,,,,,,,
1980-12-31,,,,,,,,,,695100000.0,,,,21378304.0,1271100000.0,,,,3277900000.0,,112300000.0,,,,333800000.0,185100000.0,,,,1058600000.0,,,,,,,,,,-7.657296,,,,,,,,,,292400000.0,,41500000.0,462900000.0,,,,,1524200000.0,-546600000.0,,,,696400000.0,,,2034800000.0,,,,,,,,,,,3378600000.0,,,,292400000.0,140800000.0,,,,-7.657296,,,,,,,,-166100000.0,789800000.0,-1343800000.0,,556300000.0,,,,,,,,,,,151900000.0,1049700000.0,,,,,,,,,,,,,,,,,,,,965300000.0,,-163700000.0,,3821000000.0,,,82300000.0,,,,,,1252700000.0,,,,,2228200000.0,,,,,,41700000.0,,,2582800000.0,-14400000.0,,,,,,-151700000.0,,21378304.0,,-151700000.0,,,,,2568300000.0,,93300000.0,,,,,,,,,,,,,,,,,,,,,,
1981-12-31,,,,,,,,,,731200000.0,,,,19920000.0,1516400000.0,,,,3738200000.0,,99500000.0,,,,369300000.0,186100000.0,,,,1221300000.0,,,,,,,,,,0.240964,,,,,,,,,,459900000.0,,40400000.0,655100000.0,,,,,1785700000.0,-495800000.0,,,,888500000.0,,,2338500000.0,,,,,,,,,,,3885100000.0,,,,459900000.0,169800000.0,,,,0.240964,,,,,,,,37000000.0,825300000.0,-1546600000.0,,591900000.0,,,,,,,,,,,147800000.0,1211500000.0,,,,,,,,,,,,,,,,,,,,1112700000.0,,4800000.0,,4108700000.0,,,122200000.0,,,,,,1480400000.0,,,,,2526700000.0,,,,,,33500000.0,,,3007000000.0,20200000.0,,,,,,16800000.0,,19920000.0,,16800000.0,,,,,2628300000.0,,108600000.0,,,,,,,,,,,,,,,,,,,,,,
1982-12-31,,,,,,,,,,836200000.0,,,,24086939.0,1516600000.0,,,,3896800000.0,,81400000.0,,,,337600000.0,193600000.0,,,,1243200000.0,,,,,,,,,,-1.311914,,,,,,,,,,465900000.0,,39300000.0,620500000.0,,,,,1817400000.0,-518200000.0,,,,864600000.0,,,2487400000.0,,,,,,,,,,,4257100000.0,,,,465900000.0,219400000.0,,,,-1.311914,,,,,,,,-29900000.0,902600000.0,-1769700000.0,,658500000.0,,,,,,,,,,,155700000.0,1214400000.0,,,,,,,,,,,,,,,,,,,,1142900000.0,,-31600000.0,,4177000000.0,,,132300000.0,,,,,,1523100000.0,,,,,2682400000.0,,,,,,40800000.0,,,3060600000.0,-10300000.0,,,,,,-19600000.0,,24086939.0,,-19600000.0,,,,,2653900000.0,,100300000.0,,,,,,,,,,,,,,,,,,,,,,
1983-12-31,,,,,,,,,,1299600000.0,,,,34465379.0,1511500000.0,,,,4728200000.0,,131300000.0,,,,543200000.0,192600000.0,,,,1438000000.0,,,,,,,,,,6.398929,,,,,,,,,,1070000000.0,,,281600000.0,,,,,1990600000.0,158400000.0,,,,578800000.0,,,2685800000.0,,,,,,,,,,,4628900000.0,,,,1070000000.0,347800000.0,,,,5.997323,,,,,,,,299100000.0,417500000.0,-1943100000.0,,120300000.0,,,,,,,,,,,176900000.0,1865500000.0,,,,,,,,,,,,,,,,,,,,1325500000.0,,206700000.0,,4763300000.0,,,140800000.0,,,,,,699100000.0,,,,,2862700000.0,,,,,,46300000.0,,,3428600000.0,71200000.0,,,,,,227900000.0,,32302280.0,,227900000.0,,,,,4064200000.0,,112500000.0,,,,,,,,,,,,,,,,,,,,,,
1984-03-31,,60300000.0,60300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41707500.0,,,,,,,,,,,,,,,,,,,,,,,,,60300000.0,,,,,,,,,,,,,,,,,,,38831121.0,1271700000.0,,1.552878,,,1271700000.0,,,,,,,,,,,1271700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.445783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-30,,71400000.0,71400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41027538.0,,,,,,,,,,,,,,,,,,,,,,,,,71400000.0,,,,,,,,,,,,,,,,,,,39802836.0,1362000000.0,,1.793842,,,1362000000.0,,,,,,,,,,,1362000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.740295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-30,,78600000.0,78600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40773750.0,,,,,,,,,,,,,,,,,,,,,,,,,78600000.0,,,,,,,,,,,,,,,,,,,38627763.0,1369000000.0,,2.034806,,,1369000000.0,,,,,,,,,,,1369000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.927711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-31,,23600000.0,23600000.0,,266700000.0,,,,,1513400000.0,,1444200000.0,,38265793.0,1541400000.0,,,,5260900000.0,,241400000.0,2813600000.0,,,755300000.0,197500000.0,,197500000.0,,1552800000.0,,1541400000.0,,241400000.0,,,,,,5.863454,,,,,,,,,,1353700000.0,,,368500000.0,,,,,2194700000.0,164100000.0,,,,676200000.0,,,2813600000.0,1353700000.0,,1353700000.0,,,,,3080300000.0,,,4759200000.0,,,,1353700000.0,411900000.0,,,108600000.0,5.568942,,,,,5260900000.0,,2800000.0,399600000.0,411000000.0,-1945600000.0,,103300000.0,,,,,,,3747500000.0,,,,266700000.0,2180600000.0,,,-3634200000.0,,,,,1351000000.0,,,,,4759200000.0,,,,,,-3634200000.0,1444200000.0,,213100000.0,,5353700000.0,,,133000000.0,,,,,2180600000.0,779500000.0,,,,755300000.0,3080300000.0,,,,1513400000.0,,42100000.0,,,3747500000.0,165700000.0,2194700000.0,1552800000.0,,,42100000.0,233900000.0,,36343767.0,-1945600000.0,233900000.0,,,411900000.0,,4574200000.0,,108600000.0,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,,60200000.0,60200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151250.0,,,,,,,,,,,,,,,,,,,,,,,,,60200000.0,,,,,,,,,,,,,,,,,,,40151250.0,1393300000.0,,1.499331,,,1393300000.0,,,,,,,,,,,1393300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.499331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
