date,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIntangibleAssets,annualGrossProfit,annualRepaymentOfDebt,annualNetPPE,annualEbitda,quarterlyStockholdersEquity,trailingGrossProfit,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualOperatingCashFlow,annualDilutedEPS,quarterlyCashAndCashEquivalents,annualOtherCurrentLiabilities,annualOtherIncomeExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyAccumulatedDepreciation,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,annualSaleOfInvestment,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualOtherNonCurrentAssets,quarterlyNetIncome,annualOtherNonCashItems,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,annualCurrentAssets,annualDepreciationAndAmortization,annualStockholdersEquity,annualLongTermDebt,annualTaxProvision,annualTotalAssets,quarterlyChangeInInventory,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualBasicAverageShares,trailingRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualAccountsPayable,annualNetOtherInvestingChanges,annualOperatingIncome,annualOtherCurrentAssets,trailingFreeCashFlow,trailingCommonStockIssuance,trailingCostOfRevenue,trailingTotalRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncome,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualNetIncome,trailingCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyBasicEPS,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualPretaxIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalAssets,trailingOperatingIncome,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyAccountsPayable,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualBasicEPS,trailingCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingStockBasedCompensation,quarterlyTotalRevenue,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyGrossPPE,annualChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyNetPPE,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,trailingChangesInAccountReceivables,annualInventory,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingChangeInInventory,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,annualDeferredIncomeTax,annualNetOtherFinancingCharges,annualInterestExpense,annualStockBasedCompensation,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,quarterlyGoodwill,trailingBasicEPS
2013-06-30,,,40000.0,404088000.0,,,,,,1741909000.0,,,,,,69230000.0,,,118139000.0,-65000000.0,,0.0,,,,69230000.0,,,,,,,,,71494000.0,-21883000.0,869000.0,,179731000.0,2583994000.0,,,,16826000.0,,,,85265000.0,,107170000.0,,,,,,,-205098000.0,-4639000.0,6820000.0,,,,,778002000.0,19141000.0,,,,194027000.0,0.61,991213000.0,,,,591352000.0,46704000.0,1537573000.0,4498562000.0,-103137000.0,,,-53571000.0,-248653000.0,69230000.0,,,,,16021000.0,29211000.0,26944055.0,,,,,,,,,,,,,1441887000.0,2248973000.0,1142107000.0,,,16826000.0,,,,,,,,36127000.0,-251267000.0,0.62,,2076930000.0,,,,,4325903000.0,,9225000.0,,,,227567000.0,,,,,,21708000.0,-48932000.0,,,-30020000.0,,,,,,0.0,-251267000.0,1177000.0,,133027000.0,0.0,,4678293000.0,,,,,-3576000.0,,1685104000.0,,,-386077000.0,27706696.0,,10969000.0,,,160590000.0,,,,-334858000.0,957000.0,-9224000.0,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,40000.0,69230000.0,,,,,,1648836000.0,,,,,,57417000.0,,,-84204000.0,-665000000.0,,0.0,,,,57417000.0,,,,,,,,,13473000.0,590000.0,761000.0,,2536000.0,2680505000.0,,,,-19848000.0,,,,95608000.0,,-64893000.0,,,,,,,214203000.0,12023000.0,-2315000.0,,,,,698242000.0,30748000.0,,,,29986000.0,-0.5,986784000.0,,,,577879000.0,58183000.0,1472637000.0,4856344000.0,-30386000.0,,,-84799000.0,336355000.0,57417000.0,,,,,-15702000.0,29064000.0,39575429.0,,,,,,,,,,,,,1609350000.0,2191345000.0,1071155000.0,,,-19848000.0,,,,,,,,34478000.0,182782000.0,-0.5,,2137996000.0,,,,,4329341000.0,,-17567000.0,,,,563922000.0,,,,,,26242000.0,-96822000.0,,,-109796000.0,,,,,,0.0,182782000.0,0.0,,-55647000.0,0.0,,4858880000.0,,,,,-3495000.0,,1735760000.0,,,216799000.0,39575429.0,,-19311000.0,,,-28212000.0,,,,-11813000.0,773000.0,12110000.0,,,,,,,,,,,,,,,,,,,,
2013-12-31,,76970000.0,40000.0,57417000.0,653000.0,535489000.0,-1435000000.0,1781589000.0,431155000.0,1715256000.0,,2213302000.0,,291329000.0,1.2,76970000.0,0.0,4874000.0,119676000.0,-705000000.0,,0.0,,33061081.0,,76970000.0,1966674000.0,-185085000.0,,,7195000.0,0.0,,285884000.0,-18768000.0,-375000.0,653000.0,,196491000.0,2698552000.0,0.0,,115902000.0,31156000.0,-11952000.0,,104334000.0,115902000.0,76970000.0,102097000.0,2200506000.0,118001000.0,1715256000.0,735547000.0,16681000.0,4413808000.0,14826000.0,737000.0,1708000.0,1143446000.0,1644510000.0,3579000.0,,735547000.0,24351000.0,,1054042000.0,42236000.0,31387000.0,0.76,1143446000.0,39540000.0,596647000.0,,596647000.0,54300000.0,1445517000.0,4619944000.0,-29163000.0,,0.0,-115751000.0,-161629000.0,76970000.0,32488369.0,,2698552000.0,,3579000.0,31584000.0,39590592.0,-61093000.0,-6988000.0,,,402293000.0,5120000.0,319676000.0,0.0,,,,,1644510000.0,2200506000.0,1054042000.0,,76970000.0,31156000.0,39540000.0,,,,,31387000.0,,7195000.0,148748000.0,0.79,18615966000.0,2213302000.0,-195662000.0,230766000.0,291329000.0,12029000.0,4413808000.0,,17579000.0,,,0.0,402293000.0,-185085000.0,,-313274000.0,215813000.0,,24223000.0,-116488000.0,-318394000.0,214085000.0,-13444000.0,12029000.0,,,1.22,,0.0,148748000.0,0.0,,142191000.0,0.0,,4816435000.0,,,1966674000.0,45991000.0,-6988000.0,-92851000.0,1781589000.0,,,804000.0,97389299.0,-186969000.0,17579000.0,,1445517000.0,172140000.0,-208914000.0,,,19553000.0,1003000.0,-6685000.0,19151455000.0,40000.0,16681000.0,-22401000.0,93784000.0,3753000.0,,,,,,,,,,,,,,
2014-03-31,,,70000.0,76970000.0,,,,,,1810123000.0,,,,,,237135000.0,,,232951000.0,-280000000.0,,0.0,,,,237135000.0,,,,,,,,,67006000.0,-3092000.0,560000.0,,329860000.0,2906296000.0,,,,77444000.0,,,,122327000.0,,183272000.0,,,,,,,-99974000.0,7474000.0,-1815000.0,,,,,722337000.0,36624000.0,,,,19769000.0,1.42,1298663000.0,,,,529641000.0,69839000.0,1546255000.0,4416583000.0,-29661000.0,,,-52653000.0,-155474000.0,237135000.0,,,,,64622000.0,34848000.0,54167861.0,,,,,,,,,,,,,1642636000.0,2365822000.0,1263660000.0,,,77444000.0,,,,,,,,44714000.0,260571000.0,1.43,,2350597000.0,,,,,4716419000.0,,32960000.0,,,,246819000.0,,,,,,25255000.0,-60127000.0,,,-47753000.0,12491000.0,,,,,,260571000.0,15655000.0,,260021000.0,0.0,,4746443000.0,,,,,-10277000.0,,1757985000.0,,,18914000.0,54691627.0,,49679000.0,,,293236000.0,,,,160165000.0,1420000.0,-17463000.0,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,88000.0,237135000.0,,,,,,2063974000.0,,,,,,317544000.0,,,59310000.0,-130000000.0,,0.0,,,,617540000.0,,,,,,,,,-183585000.0,-7427000.0,492000.0,,155531000.0,3617866000.0,,299996000.0,,20959000.0,,,,120172000.0,,45836000.0,,,,,,,-149120000.0,-17310000.0,-2344000.0,,,,,1032637000.0,33013000.0,,,,17284000.0,0.29,1450373000.0,,,,713226000.0,67675000.0,1711851000.0,5146178000.0,-84346000.0,,,-382486000.0,92366000.0,317544000.0,,,,,64681000.0,36589000.0,72439760.0,,,,,,,,,,,,,1867997000.0,2843936000.0,1749869000.0,,,20959000.0,,,,,,,,49867000.0,-94514000.0,0.29,,2837904000.0,,,,,5681840000.0,,2130000.0,,,,339185000.0,,,,,,,-65166000.0,,,557409000.0,13009000.0,,,,,,-94514000.0,,,87856000.0,0.0,,5301709000.0,,,,,-12667000.0,,1822309000.0,,,-198139000.0,73007156.0,,13474000.0,,,122518000.0,,,,80409000.0,1503000.0,9490000.0,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,88000.0,317544000.0,,,,,,2174539000.0,,,,,,477393000.0,,,265272000.0,-35100000.0,,0.0,,,,742306000.0,,,,624009000.0,,,,,14827000.0,-8395000.0,424000.0,,386470000.0,3702579000.0,,264913000.0,,140970000.0,,,,108625000.0,,170012000.0,,,,,,,-129444000.0,12310000.0,5525000.0,,,,,1117178000.0,34339000.0,,,,15608000.0,1.6,1356597000.0,,,,698399000.0,102349000.0,1787465000.0,4873533000.0,-32595000.0,,,-86172000.0,-12900000.0,477393000.0,,,,,179324000.0,70110000.0,87656611.0,,,,,,,,,,,,,1824468000.0,3005563000.0,1878111000.0,,,140970000.0,,,,,,,-588909000.0,43890000.0,186904000.0,1.61,,2871555000.0,,,,,5877118000.0,,35628000.0,,,,377343000.0,,,,,,,-133582000.0,,,59117000.0,0.0,,,,,0.0,186904000.0,40007000.0,,284121000.0,13859000.0,,5260003000.0,,,,,-12590000.0,,1902006000.0,,,-65080000.0,97344515.0,,95260000.0,,,352131000.0,,,,159849000.0,2454000.0,-26619000.0,,,,,,,,,,,,,,,,,,,,
2014-12-31,,632803000.0,88000.0,477393000.0,357000.0,473812000.0,-520925000.0,1936839000.0,330141000.0,1693316000.0,,2849617000.0,,456325000.0,-0.51,397873000.0,0.0,4864000.0,-501674000.0,-75825000.0,,0.0,,74464494.0,,632803000.0,2205809000.0,-268970000.0,,759712000.0,7727000.0,,,76970000.0,147130000.0,-122000.0,357000.0,1683708000.0,-398049000.0,3502972000.0,-142731000.0,234930000.0,95045000.0,-277611000.0,593874000.0,,143671000.0,95045000.0,397873000.0,-320849000.0,2346671000.0,188209000.0,1693316000.0,1223790000.0,-22412000.0,5196288000.0,-15493000.0,45237000.0,3498000.0,1065689000.0,1542822000.0,-123271000.0,,1223790000.0,39695000.0,,1960150000.0,-67025000.0,25886000.0,-3.34,1065689000.0,-38237000.0,551269000.0,,551269000.0,84190000.0,1102261000.0,4918049000.0,-36595000.0,,340957000.0,-142296000.0,8983000.0,397873000.0,74464494.0,,3502972000.0,,-123271000.0,46662000.0,83130507.0,-379559000.0,-24298000.0,,,335268000.0,47711000.0,149759000.0,0.0,,,,,1542822000.0,2346671000.0,1960150000.0,,397873000.0,-277611000.0,-38237000.0,,,,,25886000.0,-729731000.0,7727000.0,103364000.0,-3.34,19354343000.0,2849617000.0,-183197000.0,55859000.0,456325000.0,0.0,5196288000.0,,-120105000.0,,234930000.0,,335268000.0,-268970000.0,-110138000.0,-663607000.0,324053000.0,,,-217514000.0,-476389000.0,78271000.0,-40588000.0,0.0,,,-0.51,,0.0,103364000.0,,,-482239000.0,0.0,,4520000000.0,,,2205809000.0,-394031000.0,-24298000.0,45378000.0,1936839000.0,,,-135254000.0,83130507.0,528185000.0,-180825000.0,,1102261000.0,-437744000.0,320903000.0,,-1918637000.0,-79520000.0,1804000.0,628466000.0,19828155000.0,88000.0,-49387000.0,-19036000.0,,7181000.0,,,,,,,,,,,,,,
2015-03-31,,,92000.0,397873000.0,,,,,,1767716000.0,,,,,,449480000.0,,,152257000.0,-22774000.0,,0.0,,,,684419000.0,,,,689697000.0,,,,,110084000.0,-383000.0,289000.0,,255803000.0,3382896000.0,,234939000.0,,87321000.0,,,,95512000.0,,103119000.0,,,,,,,-1007000.0,54284000.0,2398000.0,,,,,1224712000.0,36046000.0,,,,32006000.0,1.0,935939000.0,,,,441185000.0,83752000.0,1129207000.0,2739333000.0,-32652000.0,,,-48107000.0,-22113000.0,449480000.0,,,,,-61683000.0,49892000.0,84278071.0,,,,,,,,,,,,,1384439000.0,2295131000.0,1998457000.0,,,87321000.0,,,,,,,-689693000.0,67217000.0,132505000.0,1.04,,2855481000.0,,,,,5150612000.0,,23168000.0,,,,313155000.0,,-407000.0,,,,,-102395000.0,,,-32791000.0,,,,,,,132505000.0,,,172051000.0,25920000.0,,2995136000.0,,,,,-24850000.0,,1931811000.0,,,-95980000.0,91669101.0,,49138000.0,,,219757000.0,,,,51607000.0,2955000.0,45301000.0,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,92000.0,449480000.0,,,,,,1872384000.0,,,,,,623822000.0,,,248869000.0,-317652000.0,,0.0,,,,858071000.0,,,,690388000.0,,,,,-99042000.0,-7752000.0,241000.0,,360949000.0,3671238000.0,,234249000.0,,135810000.0,,,,91101000.0,,158460000.0,,,,,,,-83612000.0,55505000.0,2581000.0,,,,,1329163000.0,39223000.0,,,,28495000.0,1.57,1042619000.0,,,,540227000.0,87785000.0,1306414000.0,3189715000.0,-38188000.0,,,-65468000.0,41481000.0,623822000.0,,,,,48316000.0,50947000.0,86036809.0,,,,,,,,,,,,,1572213000.0,2685572000.0,2099025000.0,,,135810000.0,,,,,,,-689693000.0,69750000.0,185170000.0,1.58,,2858050000.0,,,,,5543622000.0,,50838000.0,,,,354636000.0,,-3593000.0,,,,,-121668000.0,,,54640000.0,,,,,,,185170000.0,36608000.0,,273164000.0,21277000.0,,3550664000.0,,,,,-24543000.0,,1964953000.0,,,1886000.0,91659906.0,,90409000.0,,,321726000.0,,,,174342000.0,2439000.0,-83264000.0,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,92000.0,623822000.0,,,,,,1890970000.0,,,,,,472829000.0,,,67020000.0,-7312000.0,,0.0,,,,707078000.0,,,,229898000.0,,,,,144603000.0,-1509000.0,231000.0,,191336000.0,3216206000.0,,234249000.0,,42799000.0,,,,93076000.0,,55495000.0,,,,,,,-26211000.0,11481000.0,5136000.0,,,,,1353545000.0,53293000.0,,,,13084000.0,0.49,760903000.0,,,,395624000.0,101426000.0,1101182000.0,3026304000.0,-38781000.0,,,-53367000.0,-141864000.0,472829000.0,,,,,65372000.0,50670000.0,85845583.0,,,,,,,,,,,,,1094460000.0,2303575000.0,2121746000.0,,,42799000.0,,,,,,,-229900000.0,63032000.0,-77276000.0,0.5,,2803601000.0,,,,,5107176000.0,,-46668000.0,,,,212772000.0,,-4073000.0,,,,,-64846000.0,,,-20350000.0,,,,,,0.0,-77276000.0,29487000.0,,89910000.0,0.0,,3217640000.0,,,,,-24052000.0,,1960149000.0,,,-316142000.0,91496283.0,,11525000.0,,,138043000.0,,,,-150993000.0,3363000.0,174695000.0,,,,,,,,,,,,,,,,,,,,
2015-12-31,,1178578000.0,93000.0,472829000.0,219000.0,737790000.0,-517738000.0,2356638000.0,556524000.0,2095857000.0,,3083113000.0,,560424000.0,1.65,944320000.0,0.0,29338000.0,-185888000.0,-170000000.0,,0.0,,94138850.0,,1178578000.0,2719227000.0,-362589000.0,,458000000.0,182000.0,-565304000.0,,397873000.0,-58009000.0,-8184000.0,219000.0,2067983000.0,-70298000.0,4009267000.0,-8073000.0,234258000.0,113258000.0,-119529000.0,472465000.0,,181266000.0,113258000.0,944320000.0,-121541000.0,3022011000.0,207004000.0,2095857000.0,1808553000.0,86725000.0,6105124000.0,-161062000.0,-14812000.0,21438000.0,1064665000.0,1495506000.0,-83454000.0,,1808553000.0,54919000.0,,2513761000.0,-24291000.0,24438000.0,-1.24,1064665000.0,146401000.0,454759000.0,,454759000.0,107935000.0,1174272000.0,3430787000.0,-39179000.0,,344000000.0,-645171000.0,98205000.0,944320000.0,88106999.0,,4009267000.0,,-83454000.0,55495000.0,96135314.0,-338262000.0,-23289000.0,,,315653000.0,106458000.0,359107000.0,0.0,,,,,1495506000.0,3022011000.0,2513761000.0,,944320000.0,-119529000.0,146401000.0,,,,,24438000.0,-458000000.0,182000.0,320025000.0,-1.24,12386139000.0,3083113000.0,-148800000.0,282258000.0,560424000.0,,6105124000.0,,-32945000.0,,234258000.0,,315653000.0,-362589000.0,0.0,-812113000.0,378683000.0,,,-65055000.0,-353964000.0,195533000.0,796637000.0,,,,1.66,,344000000.0,320025000.0,,,-178233000.0,0.0,,3360489000.0,,,2719227000.0,-271892000.0,-23289000.0,97636000.0,2356638000.0,,,71974000.0,96135314.0,798136000.0,-64347000.0,,1174272000.0,-125217000.0,546447000.0,,-2067286000.0,471491000.0,4740000.0,335733000.0,13123929000.0,93000.0,-5607000.0,-17828000.0,,13497000.0,,,,,,,,,,,,,,
2016-03-31,,,93000.0,944320000.0,,,,,,2038890000.0,,,,,,740321000.0,,,-45836000.0,0.0,-2659000.0,3984775000.0,,,,974729000.0,,,,689860000.0,,,,,-86765000.0,-37523000.0,209000.0,,88091000.0,4149913000.0,,234408000.0,,-29388000.0,,,,129102000.0,,-23336000.0,,,,,,,4035000.0,-99910000.0,-2885000.0,,,,,1811214000.0,37582000.0,,,,29810000.0,-0.3,1076840000.0,,,,541524000.0,93515000.0,1229299000.0,2712094000.0,-37523000.0,,,-145879000.0,72577000.0,740321000.0,,,,,-141666000.0,58595000.0,97809384.0,,,,,,,,,,,,,1623003000.0,3021357000.0,2526910000.0,,,-29388000.0,,,,,,,-690000000.0,76632000.0,-20597000.0,-0.3,,3162302000.0,,,,,6188803000.0,,52954000.0,,,,388230000.0,,0.0,,,,,-43170000.0,,,-37523000.0,,,,,,,-20597000.0,,,-5424000.0,0.0,,2800185000.0,,,,,-22696000.0,,2372904000.0,,,-98809000.0,97809384.0,,-22500000.0,,,50509000.0,,,,-203999000.0,3350000.0,-23916000.0,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,93000.0,740321000.0,,,,,,2175856000.0,,,,,,1412935000.0,,,197082000.0,-135306000.0,0.0,4130435000.0,,,,1549079000.0,,,,718264000.0,,,,,-106342000.0,525761000.0,199000.0,,332425000.0,4812194000.0,,0.0,,103530000.0,,,,137729000.0,,120648000.0,,,,,,,78544000.0,-119540000.0,-4970000.0,,,,,2227848000.0,43373000.0,,,,28102000.0,1.06,1234564000.0,,,,647866000.0,94433000.0,1308536000.0,3526042000.0,-39008000.0,,,-89878000.0,-14391000.0,1412935000.0,,,,,-67478000.0,53928000.0,97836366.0,,,136144000.0,,,,,,,,,,1901518000.0,3931973000.0,2910676000.0,,,103530000.0,,,,,,,-620000000.0,78452000.0,236731000.0,1.06,,3056077000.0,,,,,6988050000.0,,40019000.0,,,,373839000.0,,0.0,,,,,-68602000.0,,,525761000.0,135864000.0,,,,,,236731000.0,,,237992000.0,0.0,,3858467000.0,,,,,-22302000.0,,2504921000.0,,,166887000.0,103278622.0,,76434000.0,,,289052000.0,,,,672614000.0,9359000.0,-166755000.0,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,93000.0,1412935000.0,,,,,,2279360000.0,,,,,,625402000.0,,,88117000.0,-80687000.0,-971932000.0,0.0,,,,685393000.0,,,,546150000.0,,,,,-5772000.0,51585000.0,598000.0,,237925000.0,5186354000.0,,0.0,,42111000.0,,,,194850000.0,,56444000.0,,,,,,,-28527000.0,-32564000.0,-11225000.0,,,,,2309961000.0,44020000.0,,,,25832000.0,0.43,1434907000.0,,,,653638000.0,100056000.0,1845595000.0,4275279000.0,-38535000.0,,,-1011196000.0,-6796000.0,625402000.0,,,,,-54713000.0,58388000.0,97825357.0,,,59991000.0,,,,,,,,,,2047733000.0,3547015000.0,3138621000.0,,,42111000.0,,,,,,,-469997000.0,215006000.0,172078000.0,0.43,,3918699000.0,,,,,7465714000.0,,101458000.0,,,,369731000.0,,0.0,,,,,-82853000.0,,,51585000.0,59664000.0,,,,,86680000.0,172078000.0,,,137869000.0,0.0,,4513204000.0,,,,,-21896000.0,,3252234000.0,,,31247000.0,103135799.0,,31673000.0,,,193905000.0,,,,-787533000.0,3622000.0,-97702000.0,,,,,,,,,,,,,,,,,,,,
2016-12-31,,786298000.0,94000.0,625402000.0,577000.0,898885000.0,-492027000.0,3328770000.0,732433000.0,2570684000.0,,4214672000.0,,651934000.0,1.74,746274000.0,0.0,2956000.0,123805000.0,-276034000.0,0.0,0.0,,103606709.0,,786298000.0,3806898000.0,-478128000.0,,149935000.0,226000.0,-974591000.0,,944320000.0,33463000.0,4132000.0,577000.0,2104209000.0,240444000.0,5051243000.0,-743000.0,0.0,203100000.0,54558000.0,-504803000.0,,166452000.0,203100000.0,746274000.0,71762000.0,3407255000.0,232948000.0,2570684000.0,2108570000.0,137650000.0,7621927000.0,182550000.0,-62837000.0,22036000.0,1362989000.0,2056547000.0,-44852000.0,45699000.0,2108570000.0,41477000.0,,2994696000.0,217566000.0,22507000.0,0.54,1362989000.0,170811000.0,620175000.0,,620175000.0,100624000.0,1863560000.0,4508124000.0,-57173000.0,40024000.0,413678000.0,-146982000.0,166176000.0,746274000.0,98334302.0,,5051243000.0,,-44852000.0,62037000.0,99854984.0,382919000.0,-24439000.0,40024000.0,,535907000.0,-314851000.0,510257000.0,0.0,,,,,2056547000.0,3407255000.0,2994696000.0,,746274000.0,54558000.0,170811000.0,,,,,22507000.0,-129968000.0,226000.0,263722000.0,0.55,15021539000.0,4214672000.0,-172239000.0,363168000.0,651934000.0,39664000.0,7621927000.0,,50327000.0,45699000.0,0.0,,535907000.0,-478128000.0,-743000.0,-1393935000.0,388628000.0,,,-104112000.0,-298737000.0,225518000.0,4132000.0,39664000.0,,,1.74,,275423000.0,263722000.0,,,139820000.0,0.0,,4748568000.0,,,3806898000.0,236602000.0,-24439000.0,-165416000.0,3328770000.0,,,283594000.0,104815217.0,543955000.0,52043000.0,,1863560000.0,198967000.0,-198046000.0,,-1909965000.0,120872000.0,6325000.0,-216430000.0,15920424000.0,94000.0,244758000.0,543955000.0,,22656000.0,,,,,,,,,,,,,,
2017-03-31,,,94000.0,746274000.0,,,,,,1966716000.0,,,,,,306091000.0,,,-39077000.0,-241306000.0,0.0,0.0,,,,346145000.0,,-635003000.0,,75006000.0,,,,,9962000.0,0.0,,,47170000.0,5000014000.0,,,,-31077000.0,,,,0.0,,-20030000.0,,,,,,,-238437000.0,-79218000.0,-3471000.0,,,,45661000.0,2063555000.0,43830000.0,,,,25707000.0,-0.29,1486137000.0,,,,610213000.0,45593000.0,2085958000.0,4707303000.0,-44539000.0,,,-188974000.0,-187042000.0,306091000.0,,,,,-108829000.0,63527000.0,108760374.0,,,40054000.0,,,,,,,,,,2000799000.0,3125291000.0,2999215000.0,,,-31077000.0,,,,,,,-75036000.0,230049000.0,-275090000.0,-0.29,,4386946000.0,,,,,7512237000.0,,-19520000.0,,,,380575000.0,,,,,,,-109726000.0,,,-85845000.0,0.0,,,,,,-165364000.0,,,1577000.0,0.0,,4754473000.0,,,4015085000.0,,-24135000.0,,3380082000.0,,,-202312000.0,108760374.0,,-19047000.0,,,65104000.0,,,,-440183000.0,6025000.0,-7085000.0,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,94000.0,306091000.0,,,,,,1827155000.0,,,,,,173031000.0,,,-176194000.0,-781862000.0,-10097000.0,0.0,,,,173031000.0,,,,40054000.0,,,,,-1429000.0,-12414000.0,,,-64010000.0,5112227000.0,,,,-109663000.0,,,,0.0,,-104151000.0,,,,,,,59699000.0,-158904000.0,-24376000.0,,,,50822000.0,2112093000.0,41090000.0,,,,30073000.0,-1.01,1475206000.0,,,,611642000.0,47110000.0,1875164000.0,5081235000.0,-44816000.0,,,-239667000.0,48240000.0,173031000.0,,,,,-253498000.0,71068000.0,108779992.0,,,0.0,,,,,,,,,,2064671000.0,2733099000.0,3047556000.0,,,-109932000.0,,,,,,,0.0,225795000.0,19979000.0,-1.01,,4748121000.0,,,,,7481220000.0,,-72944000.0,,,,449199000.0,,,,,,,-110720000.0,,,-24092000.0,0.0,,,,,,130699000.0,,,-111120000.0,0.0,,5017225000.0,,,,,-23816000.0,,3457321000.0,,,22860000.0,108779992.0,,-72043000.0,,,-40052000.0,,,,-133060000.0,7817000.0,171112000.0,,,,,,,,,,,,,,,,,,,,
