,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalRevenue,quarterlyGoodwill,annualCostOfRevenue,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,annualCurrentDebt,annualEndCashPosition,annualPretaxIncome,annualDilutedEPS,annualNetIncome,annualTaxProvision,annualCurrentDeferredRevenue,trailingEndCashPosition,annualTotalAssets,trailingTotalRevenue,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualOtherCurrentAssets,trailingTaxProvision,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualSaleOfInvestment,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingPretaxIncome,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,annualBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualOtherIntangibleAssets,trailingNetOtherInvestingChanges,annualEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPretaxIncome,annualOtherCurrentLiabilities,trailingGrossProfit,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,annualDilutedAverageShares,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,quarterlyTotalRevenue,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCapitalExpenditure,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyTaxProvision,trailingResearchAndDevelopment,trailingNetIncome,annualCapitalStock,trailingCostOfRevenue,quarterlyNetPPE,annualChangesInAccountReceivables,annualGoodwill,annualStockBasedCompensation,trailingBeginningCashPosition,annualInterestExpense,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,annualNetOtherFinancingCharges,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,quarterlyRepurchaseOfCapitalStock,annualInventory,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualGrossProfit,quarterlyStockBasedCompensation,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,annualOtherShortTermInvestments,quarterlyCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS
1325289600,,2164200000.0,1.36,3077700000.0,33500000.0,-297400000.0,,3155800000.0,1093100000.0,,500000.0,-126200000.0,913500000.0,,4863800000.0,2900000.0,4312100000.0,1093100000.0,43000000.0,41400000.0,48900000.0,177800000.0,280300000.0,1.35,192400000.0,86900000.0,28500000.0,,5042400000.0,,1152000000.0,,60400000.0,,690600000.0,1886600000.0,5042400000.0,356100000.0,,79900000.0,,559400000.0,,102200000.0,,3077700000.0,,100000.0,,4500000.0,152400000.0,0.0,4500000.0,,,1964200000.0,60400000.0,60400000.0,139700000.0,177800000.0,224300000.0,46100000.0,-60500000.0,1152000000.0,,3155800000.0,,267200000.0,1400000.0,177800000.0,2630900000.0,-85400000.0,139200000.0,192400000.0,185800000.0,,,1615700000.0,1066500000.0,267200000.0,13900000.0,,497500000.0,2164200000.0,913500000.0,-47700000.0,152100000.0,1400000.0,138300000.0,,237400000.0,13900000.0,177800000.0,88000000.0,52400000.0,,,50000000.0,500000.0,1964200000.0,,5000000.0,34600000.0,,-38000000.0,-303800000.0,-669800000.0,-32700000.0,,27700000.0,-6300000.0,481600000.0,,,,61600000.0,1400000.0,142300000.0,1400000.0,159900000.0,,15900000.0,177800000.0,,,177800000.0,1886600000.0,48900000.0,2285500000.0,812400000.0,559400000.0,,,8600000.0,102400000.0,,-126200000.0,5000000.0,5600000.0,44800000.0,,,128500000.0,,-249200000.0,2285500000.0,,-121600000.0,1218900000.0,,192400000.0,195600000.0,-2600000.0,,-249700000.0,-85500000.0,,,27300000.0,,,1400000.0,,1615700000.0,-66300000.0,2900000.0,11200000.0,,77500000.0,21600000.0,,137400000.0,1700000.0,,69800000.0,39500000.0,-669800000.0,,,2630900000.0,-394600000.0,1100000.0,35700000.0,551700000.0,2600000.0,,,,,,,,,,,,
1333152000,,2289600000.0,,,35700000.0,,,3358600000.0,1166700000.0,142500000.0,,,913400000.0,,,2900000.0,,,-42600000.0,45000000.0,,,,,,,,,,,,,73600000.0,,,1891900000.0,5250500000.0,,,,,,,239200000.0,0.52,3203000000.0,,100000.0,,44700000.0,174700000.0,,,,,,73600000.0,73600000.0,,,,141400000.0,-103100000.0,1151600000.0,,,,,3500000.0,134100000.0,2739100000.0,-53600000.0,,,227900000.0,,,,1091100000.0,414400000.0,,,,,,,,1400000.0,177800000.0,,,13200000.0,,107500000.0,,,,52400000.0,600000.0,2047000000.0,0.52,,52400000.0,,,,-703400000.0,-2500000.0,,71000000.0,,,,,,-144400000.0,,,,,139500000.0,18300000.0,134100000.0,,,134100000.0,,42300000.0,,813100000.0,557600000.0,,,7400000.0,122300000.0,,-121100000.0,,5800000.0,-101400000.0,,,11600000.0,,,2329000000.0,,,1265800000.0,,,,-2400000.0,,,-54200000.0,,,33600000.0,,,,,1625600000.0,,,,,,,,161500000.0,,,33200000.0,-43700000.0,,,,,,-200000.0,,,4000000.0,,,,,,,,,,,,
1341014400,,2335200000.0,,,56100000.0,,,3552000000.0,1201600000.0,142700000.0,,,1022200000.0,,,2900000.0,,,71600000.0,94800000.0,,,,,,,,,,,,,34900000.0,,,1889600000.0,5441600000.0,,,,,,,235300000.0,0.25,3357400000.0,,-10300000.0,,44200000.0,184200000.0,,,,,,34900000.0,34900000.0,,,,134500000.0,-68600000.0,1167900000.0,,,,,-4200000.0,180100000.0,2800800000.0,-49800000.0,,,337100000.0,,,,1156800000.0,470200000.0,,,,,,,,1400000.0,134100000.0,,,11900000.0,,50300000.0,,,,101700000.0,-200000.0,2083700000.0,0.24,,11500000.0,,,,-747000000.0,-561800000.0,,100900000.0,,,,,,-57700000.0,,,,,139900000.0,28100000.0,180100000.0,,,180100000.0,,10400000.0,,844500000.0,600100000.0,,,6900000.0,82500000.0,,-124700000.0,,-1300000.0,22300000.0,,,121200000.0,,,2370300000.0,,,1341000000.0,,,,-24800000.0,,,-49600000.0,,,15300000.0,,,,,1623300000.0,,,,,,,,134500000.0,,,63100000.0,46000000.0,,,,,,1100000.0,,,4600000.0,,,,,,,,,,,,
1348963200,,2374600000.0,,,38700000.0,,,3340600000.0,1067200000.0,140100000.0,,,1037200000.0,,,2900000.0,,,36000000.0,40600000.0,,,,,,,,,,,,,-134400000.0,,,2032900000.0,5373500000.0,,,,,,,239100000.0,-0.94,3411800000.0,,100000.0,,5000000.0,-381400000.0,,,,,,-134400000.0,-134400000.0,,,,237600000.0,444300000.0,1168400000.0,,,,,4100000.0,221700000.0,2368600000.0,-60000000.0,,,238300000.0,,,,1746700000.0,514600000.0,,,,,,,,1400000.0,180100000.0,,,11200000.0,,-222600000.0,,,,-170900000.0,6700000.0,1961200000.0,-0.94,,23200000.0,,,,-783900000.0,-2700000.0,,105800000.0,,,,,,-40400000.0,,,,,140100000.0,16200000.0,221700000.0,,,221700000.0,,10700000.0,,877900000.0,652600000.0,,,7300000.0,-210500000.0,,-116400000.0,,-105100000.0,306700000.0,,,102700000.0,,,2440900000.0,,,1365300000.0,,,,-2600000.0,,,-66700000.0,,,-88300000.0,,,,,1657000000.0,,,,,,,,-167700000.0,,,50100000.0,41600000.0,,,,,,500000.0,,,3400000.0,,,,,,,,,,,,
1356912000,,2351400000.0,0.24,3418400000.0,40300000.0,295400000.0,,3355400000.0,1127900000.0,142700000.0,200000.0,-145200000.0,1067000000.0,,5397700000.0,3000000.0,5245300000.0,1127900000.0,230400000.0,46300000.0,10300000.0,440700000.0,11400000.0,0.24,34800000.0,-24100000.0,89100000.0,,5415300000.0,,1165900000.0,,60700000.0,,864400000.0,2059900000.0,5415300000.0,-53900000.0,,83200000.0,,659000000.0,,245500000.0,0.43,3418400000.0,,-1100000.0,,5100000.0,174900000.0,,5100000.0,,,1996400000.0,60700000.0,60700000.0,170800000.0,440700000.0,216300000.0,283000000.0,-44300000.0,1165900000.0,,3355400000.0,,420700000.0,-19700000.0,440700000.0,2410800000.0,-85400000.0,140700000.0,34800000.0,216300000.0,114500000.0,,1698500000.0,1250700000.0,420700000.0,10100000.0,,265100000.0,2351400000.0,1067000000.0,544400000.0,283000000.0,1400000.0,221700000.0,,245500000.0,10100000.0,440700000.0,76200000.0,92300000.0,,,58800000.0,-6900000.0,1996400000.0,0.43,7200000.0,89100000.0,,-741000000.0,262900000.0,-819500000.0,-174000000.0,,83200000.0,-34600000.0,177800000.0,,,,91400000.0,148000000.0,142700000.0,24100000.0,172200000.0,140900000.0,20300000.0,440700000.0,,,440700000.0,2059900000.0,10300000.0,2518000000.0,864400000.0,659000000.0,,,12500000.0,116100000.0,,-145200000.0,7200000.0,-15900000.0,191300000.0,,,308900000.0,,-248800000.0,2518000000.0,,228300000.0,1425600000.0,,34800000.0,206300000.0,-4800000.0,,-249000000.0,-78500000.0,,,15300000.0,,,1400000.0,,1698500000.0,-151100000.0,3000000.0,15300000.0,,82900000.0,-116500000.0,,136800000.0,-11200000.0,,92300000.0,219000000.0,-819500000.0,,,2410800000.0,418900000.0,22700000.0,34100000.0,152400000.0,3300000.0,,,,,,,,,,,,
1364688000,,2325000000.0,,,42100000.0,,,3479100000.0,1212800000.0,143100000.0,,,1136400000.0,,,2800000.0,,,-125600000.0,44300000.0,,,,,,,,,,,,,81200000.0,,,2054600000.0,5533700000.0,,,,,,,251000000.0,0.57,3461400000.0,,0.0,,1400000.0,205100000.0,,,,61400000.0,,81200000.0,81200000.0,,,,252100000.0,-94400000.0,1163300000.0,,,,,-18700000.0,313100000.0,2492900000.0,-78000000.0,,,234200000.0,,,,1237100000.0,587300000.0,,,,,,,,1400000.0,440700000.0,,,9200000.0,,117100000.0,,,,51800000.0,2200000.0,2070500000.0,0.57,,105500000.0,,,,-855200000.0,-2600000.0,,85800000.0,,,,,,-167700000.0,,,,,141000000.0,17600000.0,313100000.0,,,313100000.0,,10100000.0,,834100000.0,698600000.0,,,7500000.0,153300000.0,,-158700000.0,,19300000.0,-213400000.0,,,-45400000.0,,,2573200000.0,,,1442200000.0,,,,-2600000.0,,,-80200000.0,,,35700000.0,,,,,1718000000.0,,,,,,,,176800000.0,,,88000000.0,-127600000.0,,,,,,17100000.0,,,3700000.0,,,,,,,,,,,,
1372550400,,2305900000.0,,,40600000.0,,,3208900000.0,1003800000.0,141300000.0,,,1180000000.0,,,2800000.0,,,4900000.0,54100000.0,,,,,,,,,,,,,-207300000.0,,,2145700000.0,5354600000.0,,,,,,,147900000.0,-1.47,3485900000.0,,400000.0,,1400000.0,-169500000.0,,,,-44300000.0,,-209400000.0,-209400000.0,,,,51100000.0,370600000.0,1158200000.0,,,,,-5800000.0,317000000.0,2187000000.0,-54400000.0,,,200900000.0,,,,1690200000.0,592700000.0,,,,,,,,1400000.0,313100000.0,,,8100000.0,,-254500000.0,,,,62700000.0,0.0,1866900000.0,-1.47,,125400000.0,,,,-892200000.0,-1400000.0,,43700000.0,,,,,,-16600000.0,,,,,141300000.0,17300000.0,317000000.0,,,317000000.0,,14500000.0,,812000000.0,695100000.0,,,8600000.0,-232200000.0,,-157900000.0,,-58700000.0,293000000.0,,,59700000.0,,,2631600000.0,,,1520700000.0,,,,-1000000.0,,,-54800000.0,,,-45000000.0,,,,,1739400000.0,,,,,,,,-196600000.0,,,100000000.0,3900000.0,,,,,,-8300000.0,,,8300000.0,,,,,,,,,,,,
1380499200,,2290400000.0,,,40100000.0,,,3267400000.0,1093400000.0,143400000.0,,,1250600000.0,,,3000000.0,,,128500000.0,52800000.0,,,,,,,,,,,,,93700000.0,,,2245100000.0,5512500000.0,,,,,,,269700000.0,0.66,3541000000.0,,-4000000.0,,5100000.0,115300000.0,,,,45000000.0,,93700000.0,93700000.0,,,,378900000.0,55200000.0,1152900000.0,,,,,2900000.0,435600000.0,2120000000.0,-59600000.0,,,249700000.0,,,,1388400000.0,623700000.0,,,,,,,,1400000.0,317000000.0,,,6900000.0,,40900000.0,,,,60300000.0,-600000.0,1971000000.0,0.65,,147700000.0,,,,-930000000.0,-4000000.0,,88100000.0,,,,,,-22200000.0,,,,,141400000.0,17100000.0,435600000.0,,,435600000.0,,16600000.0,,789400000.0,700500000.0,,,7500000.0,55000000.0,,-147100000.0,,-67700000.0,108100000.0,,,185000000.0,,,2697000000.0,,,1503700000.0,,,,-8000000.0,,,-56500000.0,,,-53000000.0,,,,,1767000000.0,,,,,,,,58000000.0,,,136100000.0,118600000.0,,,,,,20600000.0,,,3700000.0,,,,,,,,,,,,
1388448000,,2268500000.0,-4.4,3604100000.0,41900000.0,-12000000.0,,2919700000.0,508700000.0,141400000.0,4400000.0,-54600000.0,1335600000.0,,5961000000.0,3000000.0,6059500000.0,508700000.0,-19800000.0,49600000.0,16800000.0,420700000.0,-430800000.0,-4.4,-621400000.0,191100000.0,153300000.0,,5085100000.0,,1150500000.0,,-586900000.0,,759800000.0,2165400000.0,5085100000.0,-334000000.0,,105600000.0,,753700000.0,,288400000.0,-4.15,3604100000.0,,100000.0,,1400000.0,-249400000.0,,1400000.0,,16700000.0,1480500000.0,-586900000.0,-586900000.0,168000000.0,420700000.0,220600000.0,109500000.0,334600000.0,1150500000.0,,2919700000.0,,550800000.0,-6200000.0,420700000.0,1842600000.0,-76200000.0,141300000.0,-621400000.0,220600000.0,104200000.0,,1803300000.0,1743800000.0,550800000.0,4700000.0,,-192700000.0,2268500000.0,1335600000.0,260600000.0,109500000.0,1400000.0,435600000.0,,288400000.0,4700000.0,420700000.0,-334300000.0,191200000.0,,,60700000.0,4900000.0,1480500000.0,-4.15,42200000.0,153300000.0,,-10400000.0,-20000000.0,-968600000.0,-2400000.0,,105600000.0,-13900000.0,440700000.0,,,,78000000.0,-27000000.0,141300000.0,-60000000.0,200800000.0,141400000.0,18100000.0,420700000.0,,,420700000.0,2165400000.0,16800000.0,2771900000.0,759800000.0,753700000.0,,,11100000.0,-310100000.0,,-54600000.0,42200000.0,307400000.0,401500000.0,,,61300000.0,,-268200000.0,2771900000.0,,666000000.0,1494400000.0,,-621400000.0,235500000.0,-2300000.0,,-272600000.0,-81100000.0,,,253400000.0,,,1400000.0,,1803300000.0,-128500000.0,3000000.0,19600000.0,,70100000.0,200300000.0,,-274300000.0,-3500000.0,,191200000.0,-14900000.0,-968600000.0,,,1842600000.0,599600000.0,-75700000.0,34700000.0,-98500000.0,3900000.0,,,,,,,,,,,,
1396224000,,2336200000.0,,,46000000.0,,,3117400000.0,662300000.0,143700000.0,,,1327700000.0,,,3000000.0,,,-8000000.0,60500000.0,,,,,,,,,,,,,152400000.0,,,2184600000.0,5302000000.0,,,,,,,199300000.0,1.08,3663900000.0,,-91500000.0,,1600000.0,261200000.0,,,,50600000.0,,153600000.0,153600000.0,,,,85500000.0,-51600000.0,1138800000.0,,,,,200000.0,382100000.0,1868900000.0,-52900000.0,,,253600000.0,,,,1467300000.0,737900000.0,,,,,,,,1500000.0,420700000.0,,,3700000.0,,160300000.0,,,,66800000.0,100000.0,1637600000.0,1.07,,79800000.0,,,,-1010400000.0,-236700000.0,,22600000.0,,,,,,-196700000.0,,,,,141600000.0,35400000.0,382400000.0,,,382100000.0,,80600000.0,,807000000.0,758100000.0,,,6300000.0,194400000.0,,-54400000.0,,-300000.0,-172700000.0,,,45000000.0,,,2811200000.0,,,1728500000.0,,,,-28200000.0,,,-53000000.0,,,6900000.0,,,,,1800800000.0,,,,,,,,241700000.0,,,129000000.0,-38600000.0,,300000.0,,,,24200000.0,,,3700000.0,,,,,,,,,,,,
1404086400,,2324300000.0,,,43200000.0,,,3037700000.0,805700000.0,142400000.0,,,1235000000.0,,,3200000.0,,,127900000.0,54400000.0,,,,,,,,,,,,,142600000.0,,,2183700000.0,5221400000.0,,,,,,,216300000.0,1.01,3559300000.0,,73000000.0,,1900000.0,277400000.0,,,,-104300000.0,,143400000.0,143400000.0,,,,85700000.0,-22000000.0,1136700000.0,,,,,5000000.0,381600000.0,1875400000.0,-36300000.0,,,258500000.0,,,,1525900000.0,722400000.0,,,,,,,,1400000.0,382100000.0,,,3500000.0,,201300000.0,,,,61200000.0,300000.0,1661600000.0,1.01,,98400000.0,,,,-1051200000.0,-75200000.0,,25300000.0,,,,,,24300000.0,,,,,140800000.0,20800000.0,381600000.0,,,381600000.0,,8800000.0,,779800000.0,654800000.0,,,6800000.0,216200000.0,,-44400000.0,,2200000.0,-27400000.0,,,164500000.0,,,2844200000.0,,,1803300000.0,,,,-131400000.0,,,-36600000.0,,,58100000.0,,,,,1793000000.0,,,,,,,,265300000.0,,,153600000.0,-500000.0,,,,,,15700000.0,,,4300000.0,,,,,,,,,,,,
1412035200,,2294200000.0,,,42800000.0,,,3227200000.0,973700000.0,140000000.0,,,1296100000.0,,,3000000.0,,,74400000.0,50000000.0,,,,,,,,,,,,,167500000.0,,,2177900000.0,5405100000.0,,,,,,,231300000.0,1.21,3590300000.0,,100000.0,,1800000.0,275000000.0,,,,75300000.0,,168000000.0,168000000.0,,,,84000000.0,-48900000.0,1134400000.0,,,,,-9300000.0,452800000.0,1886100000.0,-44400000.0,,,272900000.0,,,,1418000000.0,801200000.0,,,,,,,,1400000.0,381600000.0,,,3400000.0,,191900000.0,,,,58700000.0,0.0,1814300000.0,1.2,,124900000.0,,,,-1088700000.0,-2700000.0,,47200000.0,,,,,,-91800000.0,,,,,138600000.0,16000000.0,452800000.0,,,452800000.0,,8600000.0,,741100000.0,709300000.0,,,8700000.0,216300000.0,,-63900000.0,,-1000000.0,-133200000.0,,,118800000.0,,,2873600000.0,,,1693000000.0,,,,-2600000.0,,,-44400000.0,,,23900000.0,,,,,1784900000.0,,,,,,,,250700000.0,,,91600000.0,71200000.0,,,0.0,,,36100000.0,,,4700000.0,,,,,,,,,,,,
1419984000,,2281900000.0,2.55,3540700000.0,44000000.0,141400000.0,,3052100000.0,867500000.0,138800000.0,-19400000.0,-153800000.0,1258800000.0,,6799200000.0,2900000.0,5711000000.0,867500000.0,-52900000.0,68900000.0,9400000.0,377900000.0,262400000.0,2.53,358800000.0,-95900000.0,142000000.0,,5162700000.0,,1144100000.0,,-106200000.0,,707900000.0,2110600000.0,5162700000.0,825100000.0,,315600000.0,,611200000.0,,356900000.0,-0.77,3540700000.0,-129200000.0,200000.0,,1900000.0,274600000.0,,1900000.0,,-43700000.0,1621500000.0,-106200000.0,-106200000.0,199300000.0,377900000.0,329100000.0,123600000.0,-209700000.0,1144100000.0,,3052100000.0,,605600000.0,-473600000.0,377900000.0,1753000000.0,-106000000.0,140000000.0,358800000.0,329100000.0,51700000.0,,1783600000.0,1299800000.0,605600000.0,3200000.0,,549800000.0,2281900000.0,1258800000.0,361600000.0,123600000.0,1400000.0,452800000.0,,356900000.0,3200000.0,377900000.0,-291100000.0,167100000.0,,,76400000.0,-19800000.0,1621500000.0,-0.77,57900000.0,142000000.0,,-316800000.0,-42800000.0,-1119700000.0,-2200000.0,,315600000.0,-164200000.0,420700000.0,,,,199500000.0,-475200000.0,141600000.0,71800000.0,233800000.0,138800000.0,15900000.0,377900000.0,,,377900000.0,2110600000.0,9400000.0,2903300000.0,707900000.0,611200000.0,,,7500000.0,198200000.0,,-153800000.0,57900000.0,-10500000.0,-240500000.0,,,33300000.0,,-239600000.0,2903300000.0,,-332200000.0,1574400000.0,,358800000.0,263100000.0,-2000000.0,,-220200000.0,-86200000.0,,,-184800000.0,,,1400000.0,,1783600000.0,-64700000.0,2900000.0,16400000.0,,88100000.0,-9600000.0,,-275200000.0,-18200000.0,,167100000.0,-74900000.0,-1119700000.0,,0.0,1753000000.0,-573800000.0,19100000.0,29300000.0,1088200000.0,3700000.0,,,,,,,,,,,,
1427760000,,2250500000.0,,,48300000.0,,,3161000000.0,1049400000.0,140400000.0,,,1227800000.0,,,2700000.0,,,383400000.0,51600000.0,,,,,,,,,,,,,181900000.0,,,2111700000.0,5272700000.0,,,,,,,350100000.0,1.31,3478300000.0,,-4700000.0,,2200000.0,293900000.0,,,,-101300000.0,,181900000.0,181900000.0,,,,124500000.0,33800000.0,1115100000.0,,,,,-6400000.0,749500000.0,1702400000.0,-40300000.0,,,256900000.0,,,,1448300000.0,601000000.0,,,,,,,,1400000.0,377900000.0,,,3100000.0,,211000000.0,,,,58600000.0,0.0,1793900000.0,1.3,,184800000.0,,,,-1159500000.0,-542400000.0,,108100000.0,,,,,,300000.0,,,,,138900000.0,17900000.0,749500000.0,,,749500000.0,,30200000.0,,710600000.0,679200000.0,,,7000000.0,235300000.0,,-167800000.0,,1200000.0,177300000.0,,,423700000.0,,,2936200000.0,,,1742200000.0,,,,-12100000.0,,,-40300000.0,,,29400000.0,,,,,1776700000.0,,,,,,,,277200000.0,,,76700000.0,371600000.0,,,,,,9100000.0,,,6900000.0,,,,,,,,,,,,
1435622400,,2270300000.0,,,41100000.0,,,3408300000.0,1204300000.0,140100000.0,,,1345800000.0,,,2900000.0,,,230200000.0,53800000.0,,,,,,,,,,,,,154900000.0,,,2168800000.0,5577100000.0,,,,,,,271300000.0,1.11,3616100000.0,,-10100000.0,,2600000.0,290800000.0,,,,89300000.0,,154900000.0,154900000.0,,,,124800000.0,-35100000.0,1112600000.0,,,,,8100000.0,958700000.0,1757800000.0,-75100000.0,,,256800000.0,,,,1407900000.0,563200000.0,,,,,,,,1400000.0,749500000.0,,,3000000.0,,226300000.0,,,,60500000.0,0.0,1960500000.0,1.11,,270600000.0,,,,-1208300000.0,-9900000.0,,94900000.0,,,,,,39800000.0,,,,,139200000.0,12100000.0,958700000.0,,,958700000.0,,40500000.0,,720600000.0,677000000.0,,,6700000.0,230300000.0,,-153400000.0,,3200000.0,103500000.0,,,305300000.0,,,3035400000.0,,,1698700000.0,,,,-20000000.0,,,-75100000.0,,,71700000.0,,,,,1827100000.0,,,,,,,,279500000.0,,,48300000.0,209200000.0,,,,,,18700000.0,,,5000000.0,,,,,,,,,,,,
1443571200,,2209300000.0,,,44600000.0,,,3589300000.0,1517900000.0,140200000.0,,,1504000000.0,,,2800000.0,,,139300000.0,54500000.0,,,,,,,,,,,,,313600000.0,,,2348400000.0,5937700000.0,,,,,,,247000000.0,2.25,3713300000.0,,100000.0,,2800000.0,252600000.0,,,,23200000.0,,313600000.0,313600000.0,,,,250400000.0,-52600000.0,1105000000.0,,,,,-2500000.0,1042700000.0,1791500000.0,-99300000.0,,,276800000.0,,,,1341000000.0,575800000.0,,,,,,,,1400000.0,958700000.0,,,2900000.0,,177400000.0,,,,61000000.0,1800000.0,2223900000.0,2.24,,368400000.0,,,,-1249000000.0,-11800000.0,,98700000.0,,,,,,-15700000.0,,,,,139300000.0,11700000.0,1042700000.0,,,1042700000.0,,35700000.0,,694600000.0,677000000.0,,,6500000.0,191600000.0,,-164800000.0,,-205100000.0,47000000.0,,,240400000.0,,,3123900000.0,,,1593600000.0,,,,-57600000.0,,,-101100000.0,,,-135900000.0,,,,,1874900000.0,,,,,,,,233700000.0,,,71700000.0,84000000.0,,,-45900000.0,,,39000000.0,,,7100000.0,,,,,,,,,,,,
