date,quarterlyEndCashPosition,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalRevenue,annualTaxProvision,trailingEndCashPosition,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,trailingOperatingIncome,annualCashAndCashEquivalents,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,annualCostOfRevenue,quarterlyGrossProfit,annualTotalRevenue,annualDilutedEPS,annualOperatingExpense,annualCommonStockIssuance,annualBasicEPS,quarterlyCurrentAssets,annualAccumulatedDepreciation,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,annualOtherNonCurrentAssets,annualDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyOperatingIncome,annualCurrentAssets,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualGoodwill,trailingInterestExpense,annualNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualGrossPPE,annualOtherCurrentLiabilities,trailingPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPretaxIncome,annualInterestExpense,annualRepaymentOfDebt,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,trailingInvestingCashFlow,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,quarterlyInventory,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualChangeInInventory,annualCurrentLiabilities,quarterlyBasicAverageShares,annualDepreciationAndAmortization,trailingChangeInInventory,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualInventory,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentAssets,trailingGrossProfit,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualCapitalStock,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualEbitda,quarterlyCommonStockIssuance,annualOperatingCashFlow,quarterlyTaxProvision,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualTotalAssets,trailingNetIncome,trailingCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyStockholdersEquity,annualAccountsReceivable,annualCashDividendsPaid,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,annualNetIncome,quarterlyChangeInInventory,annualBeginningCashPosition,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingCommonStockIssuance,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualBasicAverageShares,trailingDepreciationAndAmortization,annualOtherCurrentAssets,annualStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualLongTermDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,annualPurchaseOfInvestment,quarterlyInterestExpense,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment
2011-09-30,,107706000.0,23807000.0,,,,,,-734000.0,246643000.0,,-38610000.0,,,734850000.0,,17680000.0,96703000.0,,,,11836780000.0,,13082377000.0,0.364806,698508000.0,4593000.0,0.364806,,,,,367256000.0,-50000000.0,,,,,229837345.0,,,27012000.0,425640000.0,,-39890000.0,,,-278649000.0,14532662000.0,,3825000.0,,215025000.0,-111862000.0,448466000.0,959829000.0,,-16149000.0,,52461000.0,,,,352812000.0,-16993000.0,-78771000.0,,,556172000.0,,,95969000.0,466140000.0,-31236000.0,40503000.0,,22323000.0,,,,-209521000.0,,-455859000.0,-363147000.0,,,16227341000.0,,,,213390000.0,,31618000.0,-654560000.0,-558587000.0,,-3633000.0,,547089000.0,,17317000.0,,-734892000.0,,-26000000.0,,,516290000.0,-49732000.0,112000000.0,55280000.0,,-156955000.0,,,984227000.0,,,,,1694679000.0,156309000.0,,,,-35753000.0,,,,1245597000.0,,,,,83078000.0,,,,,1078399000.0,,303608000.0,,,,,448549000.0,-108439000.0,,,,83846000.0,,,,,-711172000.0,,448549000.0,83846000.0,,160929000.0,187992000.0,,-152251000.0,39087000.0,,,,-8429000.0,229837345.0,592573000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,13907000.0,,3336094000.0,,,247570000.0,,52002000.0,,,,,,,,,,299572000.0,,,,,,,,,,,,,,,,,,,,,,,115182000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229837345.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,229837345.0,,,,,,,,,,,,,,,,,184390000.0,,,,,13587000.0,,0.060508,,,,,,,,,,,,-960000.0,,,,,,3036522000.0,,,,0.060508,,,,,,,,,,,,,,13907000.0,14547000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,136748000.0,,-12785000.0,3139000.0,1252867000.0,58214000.0,-118209000.0,3401160000.0,18066000.0,,301524000.0,,51381000.0,,,136748000.0,,106902000.0,9520490000.0,,37462000.0,12191419000.0,350629000.0,13505426000.0,0.45054,732232000.0,11258000.0,0.45054,2185501000.0,-1116365000.0,2092674000.0,-73745000.0,,,0.0,-21879000.0,2163674000.0,1000921000.0,229837345.0,7356816000.0,9520490000.0,83981000.0,,-16942000.0,-66613000.0,166003000.0,2185501000.0,90836000.0,,-21829000.0,,402986000.0,,-45190000.0,,,-444479000.0,-37704000.0,8301853000.0,-76642000.0,,10487354000.0,4729474000.0,,6568000.0,,2092674000.0,0.0,,177926000.0,283931000.0,124968000.0,459083000.0,-288940000.0,,,,-73745000.0,1595149000.0,,,873345000.0,-497874000.0,-481576000.0,133245000.0,,,136748000.0,37462000.0,136748000.0,136748000.0,873345000.0,,,,2159000.0,-3201000.0,101034000.0,581775000.0,508416000.0,15678000.0,-3201000.0,,976309000.0,-50324000.0,2163674000.0,,529213000.0,,-286827000.0,,508416000.0,-8415000.0,-401157000.0,1207585000.0,,-271149000.0,-1116365000.0,,1000921000.0,,,-1959000.0,184626000.0,,,2159000.0,142902000.0,65583000.0,1314007000.0,,136748000.0,976309000.0,1207585000.0,,555080000.0,1595149000.0,35714000.0,0.0,1113264000.0,5453000.0,691761000.0,6165000.0,4444000.0,-444479000.0,10487354000.0,,,3050531000.0,1252867000.0,1315997000.0,103551000.0,,4729474000.0,933017000.0,1315997000.0,0.0,5971305000.0,,103551000.0,,213390000.0,203019000.0,8301853000.0,193887000.0,,58214000.0,59418000.0,177926000.0,15448000.0,229837345.0,,0.0,933017000.0,-9861000.0,0.0,7356816000.0,5971305000.0,,,,,,,,,,,,,,,,,,,
2012-12-31,128953000.0,,,4027000.0,,42814000.0,-78721000.0,3535915000.0,,,308719000.0,,55656000.0,,,,,,,,,,364375000.0,,,,,,,,,,,,-47352000.0,-18460000.0,,,,,,,,-15573000.0,,175319000.0,,,,25011000.0,,-386109000.0,,,,,,,,,,,,,,,,,,,-274360000.0,,,,,229837345.0,,,,,,,,,133400000.0,,,,,,,,,,,,,136748000.0,,,,0.0,,,,,229837345.0,,,,,,,269865000.0,,,-75421000.0,,,,,,-11393000.0,189056000.0,,,,-11671000.0,61968000.0,,0.18628,,,,,-198939000.0,,-7795000.0,,,3246000.0,,18776000.0,4013000.0,,,,,3171540000.0,,,,0.18628,,,,,,,,,,,,,,42814000.0,43192000.0,,,,,,,-658917000.0,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,119715000.0,,,4794000.0,,-40104000.0,-80601000.0,3403737000.0,,,215519000.0,,55992000.0,,,,,,,,,,271511000.0,,,,,,,,,,,,0.0,-10497000.0,,,,,,,,-17582000.0,,80215000.0,,,,44060000.0,,116245000.0,,,,,,,,,,,,,,,,,,,158216000.0,,,,,229837345.0,,,,,,,,,135304000.0,,,,,,,,,,,,,128953000.0,,,,-294248000.0,,,,,229837345.0,,,,,,,-178639000.0,,,-91786000.0,,,,,,-44525000.0,191296000.0,,,,-10806000.0,-66909000.0,,-0.174489,,,,,250002000.0,,-9238000.0,,,1126000.0,,-27005000.0,18961000.0,,,,,3132226000.0,,,,-0.174489,,,,,,,,,,,,,,-40104000.0,-39904000.0,,,,,,,-2384714000.0,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,97821000.0,,,3507000.0,,27748000.0,-92751000.0,3490030000.0,,,259404000.0,,52534000.0,,,,,,9297815000.0,,,,311938000.0,,,,,,2166260000.0,,,,,,0.0,-17497000.0,1898062000.0,,,,,,,-5264000.0,,123596000.0,,,,-6308000.0,,-58221000.0,,,,,-518131000.0,,7960873000.0,,,10127133000.0,,,,,,,,,-11121000.0,,,,,229837345.0,,-93859000.0,1450850000.0,,,,,,135808000.0,,,97821000.0,71139000.0,97821000.0,,699567000.0,,,,2187000.0,,119715000.0,,516494000.0,,0.0,,958208000.0,,,229837345.0,,,,,,,-14406000.0,1090061000.0,,-96384000.0,,,949549000.0,,,2341000.0,188342000.0,,,,-89000.0,42679000.0,,0.120729,,,,,85263000.0,,-21894000.0,0.0,,510000.0,,14705000.0,1451000.0,,,,,3178092000.0,1127356000.0,1330120000.0,,0.120729,4602266000.0,829318000.0,,,6145917000.0,,,,,,,,,27748000.0,27974000.0,163775000.0,,,,,,-4410000.0,0.0,7399753000.0,,,,,,,,,,,,,,,,,,,,
2013-09-30,110998000.0,,-101278000.0,7089000.0,1434443000.0,38898000.0,-133315000.0,3515975000.0,19233000.0,,274748000.0,,63721000.0,,,110998000.0,,71396000.0,9363399000.0,,65841000.0,12661145000.0,336689000.0,13945657000.0,0.3,770038000.0,5597000.0,0.3,2287165000.0,-1276663000.0,2253986000.0,-59225000.0,,,47352000.0,28663000.0,2389253000.0,973867000.0,229837345.0,6974146000.0,9363399000.0,74462000.0,,-3980000.0,-17791000.0,135344000.0,2287165000.0,47221000.0,,-28205000.0,,375306000.0,,-108583000.0,,,-479233000.0,-42399000.0,7979941000.0,-25750000.0,,10267106000.0,4619987000.0,,17893000.0,,2253986000.0,0.0,,168915000.0,408221000.0,90629000.0,425625000.0,-3314853000.0,,,,-59225000.0,1408764000.0,,,888969000.0,-414951000.0,-385388000.0,137624000.0,0.0,,110998000.0,65841000.0,110998000.0,110998000.0,888969000.0,,,,2194000.0,-4650000.0,97821000.0,514474000.0,541972000.0,19417000.0,-4650000.0,,977323000.0,-34950000.0,2389253000.0,,542136000.0,,-336269000.0,,541972000.0,-547000.0,-413089000.0,1047002000.0,,-151360000.0,-1276663000.0,,973867000.0,,,-47701000.0,201345000.0,,,2194000.0,22019000.0,52891000.0,1284512000.0,,110998000.0,977323000.0,1047002000.0,919000.0,559581000.0,1408764000.0,13177000.0,0.0,1058390000.0,715000.0,695907000.0,12757000.0,-6532000.0,-479233000.0,10267106000.0,,,3179286000.0,1434443000.0,1405843000.0,69356000.0,,4619987000.0,903707000.0,1405843000.0,0.0,5758229000.0,,69356000.0,,136748000.0,227902000.0,7979941000.0,280956000.0,,38898000.0,40134000.0,168915000.0,34558000.0,229837345.0,,0.0,903707000.0,-266812000.0,0.0,6974146000.0,5758229000.0,,,,,,,,,,,,,,,,,,,
2013-12-31,115598000.0,,,45398000.0,,44762000.0,-58829000.0,3763081000.0,,,294046000.0,,114216000.0,,,,,,8566005000.0,,,,408262000.0,,,,,,2336569000.0,,,,,,0.0,-21162000.0,1988748000.0,,,,,,,-629000.0,,157222000.0,,,,6311000.0,,-493545000.0,,,,,-434471000.0,,7912767000.0,,,10249336000.0,,,,,,,,,-366980000.0,,,,,215294000.0,,-53674000.0,1363219000.0,,,,,,136824000.0,,,115598000.0,88786000.0,115598000.0,,760284000.0,,,,2478000.0,,110998000.0,,532943000.0,,0.0,,967350000.0,,,206462000.0,,,,,,,344687000.0,1011182000.0,,-85722000.0,,,967116000.0,,,-1037000.0,251040000.0,,,,-8176000.0,73869000.0,,0.22,,,,,-281258000.0,,4600000.0,0.0,,525918000.0,,28953000.0,2278000.0,,,,,3354819000.0,1139678000.0,1504479000.0,,0.21,4615082000.0,1683331000.0,,,5555929000.0,,,,,,,,,44762000.0,44916000.0,10146000.0,,,,,,-377534000.0,0.0,6577257000.0,,,,,,,,,,,,,,,,,,,,
2014-03-31,139184000.0,,,27600000.0,,12916000.0,-82449000.0,3502007000.0,,,246124000.0,,96075000.0,,,,,,8587491000.0,,,,342199000.0,,,,,,2415716000.0,,,,,,-17306000.0,-12721000.0,2053548000.0,,,,,,,-920000.0,,120807000.0,,,,14218000.0,,-13693000.0,,,,,-438861000.0,,7870915000.0,,,10286631000.0,,,,,,,,,67337000.0,,,,,243376000.0,,-58840000.0,1327349000.0,,,,,,125317000.0,,,139184000.0,89613000.0,139184000.0,,804241000.0,,,,2501000.0,,115598000.0,,549942000.0,,-204148000.0,,960903000.0,,,230693000.0,,,,,,,-47803000.0,975838000.0,,-86501000.0,,,967261000.0,,,-27999000.0,221392000.0,,,,-2644000.0,18733000.0,,0.06,,,,,153838000.0,,23586000.0,0.0,,1582000.0,,5616000.0,2851000.0,,,,,3159808000.0,1159694000.0,1523027000.0,,0.05,4615402000.0,1699140000.0,,,5547928000.0,,,,,,,,,12916000.0,13117000.0,10177000.0,,,,,,-1539534000.0,0.0,6533943000.0,,,,,,,,,,,,,,,,,,,,
2014-06-30,122419000.0,,,10019000.0,,46873000.0,-156993000.0,3620057000.0,,,266200000.0,,78448000.0,,,,,,8555280000.0,,,,344648000.0,,,,,,2355200000.0,,,,,,-17390000.0,-12307000.0,2000537000.0,,,,,,,-536000.0,,141283000.0,,,,-4371000.0,,-55194000.0,,,,,-409378000.0,,7919802000.0,,,10275002000.0,,,,,,,,,-44114000.0,,,,,243739000.0,,-69106000.0,1298407000.0,,,,,,124917000.0,,,122419000.0,104106000.0,122419000.0,,766450000.0,,,,2534000.0,,139184000.0,,543210000.0,,0.0,,988603000.0,,,231854000.0,,,,,,,30248000.0,959135000.0,,-154094000.0,,,1013578000.0,,,10100000.0,203365000.0,,,,-9515000.0,70097000.0,,0.2,,,,,109980000.0,,-16765000.0,0.0,,282000.0,,23181000.0,3445000.0,,,,,3275409000.0,1129981000.0,1494709000.0,,0.19,4619214000.0,1719722000.0,,,5585603000.0,,,,,,,,,46873000.0,46916000.0,10005000.0,,,,,,-2912000.0,0.0,6554743000.0,,,,,,,,,,,,,,,,,,,,
