date,quarterlyEndCashPosition,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalRevenue,annualTaxProvision,trailingEndCashPosition,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,trailingOperatingIncome,annualCashAndCashEquivalents,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,annualCostOfRevenue,quarterlyGrossProfit,annualTotalRevenue,annualDilutedEPS,annualOperatingExpense,annualCommonStockIssuance,annualBasicEPS,quarterlyCurrentAssets,annualAccumulatedDepreciation,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,annualOtherNonCurrentAssets,annualDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyOperatingIncome,annualCurrentAssets,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualGoodwill,trailingInterestExpense,annualNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualGrossPPE,annualOtherCurrentLiabilities,trailingPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPretaxIncome,annualInterestExpense,annualRepaymentOfDebt,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,trailingInvestingCashFlow,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,quarterlyInventory,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualChangeInInventory,annualCurrentLiabilities,quarterlyBasicAverageShares,annualDepreciationAndAmortization,trailingChangeInInventory,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualInventory,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentAssets,trailingGrossProfit,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualCapitalStock,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualEbitda,quarterlyCommonStockIssuance,annualOperatingCashFlow,quarterlyTaxProvision,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualTotalAssets,trailingNetIncome,trailingCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyStockholdersEquity,annualAccountsReceivable,annualCashDividendsPaid,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,annualNetIncome,quarterlyChangeInInventory,annualBeginningCashPosition,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingCommonStockIssuance,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualBasicAverageShares,trailingDepreciationAndAmortization,annualOtherCurrentAssets,annualStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualLongTermDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,annualPurchaseOfInvestment,quarterlyInterestExpense,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment
2014-09-30,111690000.0,,-6030000.0,13315000.0,1302828000.0,44405000.0,-206951000.0,3947768000.0,80218000.0,,279774000.0,,94112000.0,,,111690000.0,,149459000.0,8737657000.0,,89805000.0,13363918000.0,373886000.0,14832913000.0,0.63,904432000.0,528489000.0,0.66,2464976000.0,-1358384000.0,2355715000.0,-106298000.0,,,-17490000.0,83562000.0,2378873000.0,1150965000.0,237451000.0,6358784000.0,8737657000.0,9657000.0,,-2645000.0,37372000.0,145251000.0,2464976000.0,-427711000.0,,3879000.0,,135810000.0,,-226756000.0,,,-382463000.0,-4730000.0,7990717000.0,692000.0,,10455693000.0,4589680000.0,,8934000.0,,2355715000.0,0.0,,1002995000.0,175806000.0,229677000.0,334442000.0,-407788000.0,,244266000.0,,-106298000.0,1252741000.0,,,986240000.0,-516700000.0,-505222000.0,134523000.0,,,111690000.0,89805000.0,111690000.0,111690000.0,986240000.0,,,,2561000.0,0.0,122419000.0,564563000.0,553815000.0,96332000.0,0.0,,997331000.0,-19810000.0,2378873000.0,233392000.0,521581000.0,,107755000.0,,553815000.0,-540000.0,-219377000.0,993118000.0,,-239793000.0,-1358384000.0,,1150965000.0,,,12906000.0,228635000.0,,,2561000.0,19795000.0,66978000.0,1468995000.0,0.19,111690000.0,997331000.0,993118000.0,,415599000.0,1252741000.0,-10729000.0,0.0,1086144000.0,707000.0,398159000.0,22468000.0,360000.0,-382463000.0,10455693000.0,,,3573882000.0,1302828000.0,1582431000.0,148956000.0,0.18,4589680000.0,1718036000.0,1582431000.0,-52186000.0,5355789000.0,,148956000.0,,110998000.0,382851000.0,7990717000.0,-118541000.0,,44405000.0,44510000.0,1002995000.0,21126000.0,225866000.0,,0.0,1718036000.0,-58626000.0,0.0,6358784000.0,5355789000.0,,,,,,,,,,,,,,,,,,,
2014-12-31,120814000.0,,,15792000.0,,85497000.0,-124638000.0,3702353000.0,,,327186000.0,,87886000.0,,,,,,8544768000.0,,,,415072000.0,,,,,,2409826000.0,,,,,,-20225000.0,-11955000.0,1829734000.0,,,,,,,,,201903000.0,,,,-3566000.0,,-455004000.0,,,,,-317417000.0,,7889923000.0,,,10299749000.0,,,,,,,,,-371562000.0,,,,,244724000.0,,-139287000.0,1214044000.0,,,,,,125283000.0,,,120814000.0,93443000.0,120814000.0,,725670000.0,,,,2597000.0,,111690000.0,,541431000.0,,0.0,,957923000.0,,,234621000.0,,,,,,,377592000.0,990749000.0,,-127732000.0,,,1143519000.0,,,12918000.0,213169000.0,,,,-944000.0,129980000.0,,0.36,,,,,-243830000.0,,9124000.0,0.0,,3784000.0,,44360000.0,2225000.0,,,,,3287281000.0,1010621000.0,1549801000.0,,0.35,4574437000.0,1754981000.0,,,5714444000.0,,,,,,,,,85497000.0,85620000.0,9841000.0,,,,,,-14595000.0,0.0,6715034000.0,,,,,,,,,,,,,,,,,,,,
2015-03-31,134754000.0,,,15709000.0,,59823000.0,-95333000.0,3594627000.0,,,279995000.0,,75418000.0,,,,,,8468447000.0,,,,355413000.0,,,,,,2458701000.0,,,,,,-20460000.0,10626000.0,1991008000.0,,,,,,,,,154853000.0,,,,15324000.0,,95641000.0,,,,,-278054000.0,,7822490000.0,,,10281191000.0,,,,,,,,,224982000.0,,,,,246019000.0,,-162686000.0,1174436000.0,,,,,,125142000.0,,,134754000.0,98187000.0,134754000.0,,794004000.0,,,,2628000.0,,120814000.0,,559320000.0,,0.0,,958441000.0,,,237453000.0,,,,,,,-213274000.0,998494000.0,,-97565000.0,,,1134710000.0,,,27803000.0,200560000.0,,,,-530000.0,83647000.0,,0.25,,,,,322547000.0,,13940000.0,0.0,,12868000.0,,23542000.0,16000.0,,,,,3239214000.0,1098817000.0,1523707000.0,,0.24,4554903000.0,1812744000.0,,,5469036000.0,,,,,,,,,59823000.0,60105000.0,9909000.0,,,,,,-10126000.0,0.0,6477439000.0,,,,,,,,,,,,,,,,,,,,
2015-06-30,117836000.0,,,20483000.0,,33761000.0,-126876000.0,3486203000.0,,,242210000.0,,79293000.0,,,,,,8347024000.0,,,,321503000.0,,,,,,2387596000.0,,,,,,-20551000.0,12361000.0,1826648000.0,,,,,,,,,116878000.0,,,,6782000.0,,-120129000.0,,,,,-264844000.0,,7825769000.0,,,10213365000.0,,,,,,,,,-49965000.0,,,,,247224000.0,,-153999000.0,1145604000.0,,,,,,125332000.0,,,117836000.0,86000000.0,117836000.0,,689260000.0,,,,2640000.0,,134754000.0,,550922000.0,,0.0,,958478000.0,,,238718000.0,,,,,,,31091000.0,978443000.0,,-128832000.0,,,1158342000.0,,,4682000.0,204625000.0,,,,-1875000.0,45653000.0,,0.14,,,,,78867000.0,,-16918000.0,0.0,,7457000.0,,11615000.0,732000.0,,,,,3164700000.0,1051388000.0,1465896000.0,,0.14,4563345000.0,1866341000.0,,,5531964000.0,,,,,,,,,33761000.0,34038000.0,9969000.0,,,,,,-15132000.0,0.0,6520376000.0,,,,,,,,,,,,,,,,,,,,
2015-09-30,122416000.0,,61847000.0,14432000.0,1249521000.0,56865000.0,-157487000.0,3545952000.0,105020000.0,,282580000.0,,74142000.0,,,122416000.0,,236976000.0,8340691000.0,,81427000.0,12880424000.0,356722000.0,14329135000.0,0.96,820773000.0,39946000.0,0.99,2379123000.0,-1425348000.0,2384693000.0,-166568000.0,,,-20662000.0,-15140000.0,2180988000.0,1214634000.0,246616000.0,6159703000.0,8340691000.0,-99265000.0,,,-4108000.0,154304000.0,2379123000.0,-99644000.0,,-636000.0,,341307000.0,,81284000.0,,,-228641000.0,-50176000.0,7844927000.0,10726000.0,,10224050000.0,4558968000.0,,4299000.0,,2384693000.0,0.0,,937311000.0,351963000.0,341996000.0,286261000.0,-137695000.0,,247498000.0,,-166568000.0,1111980000.0,,,850040000.0,-505256000.0,-504334000.0,128276000.0,,,122416000.0,81427000.0,122416000.0,122416000.0,850040000.0,,,,2666000.0,0.0,117836000.0,627938000.0,575263000.0,66416000.0,0.0,,959345000.0,-29587000.0,2180988000.0,239585000.0,504033000.0,,-167976000.0,,575263000.0,-143000.0,-363385000.0,937311000.0,,-173489000.0,-1425348000.0,,1214634000.0,,,16444000.0,202418000.0,,,2666000.0,3206000.0,82716000.0,1448711000.0,0.24,122416000.0,959345000.0,937311000.0,,525452000.0,1111980000.0,4580000.0,0.0,1131971000.0,15837000.0,683036000.0,25503000.0,1326000.0,-228641000.0,10224050000.0,,,3189230000.0,1249521000.0,1444574000.0,235946000.0,0.23,4558968000.0,1883359000.0,1444574000.0,-81898000.0,5212290000.0,,235946000.0,,111690000.0,316740000.0,7844927000.0,177780000.0,,56865000.0,57213000.0,937311000.0,-20637000.0,237616000.0,,0.0,1883359000.0,-169768000.0,0.0,6159703000.0,5212290000.0,,,,,,,,,,,,,,,,,,,
2015-12-31,115358000.0,,,15270000.0,,93343000.0,-86134000.0,3710275000.0,,,341611000.0,,74141000.0,,,,,,8180118000.0,,,,415752000.0,,,,,,2386667000.0,,,,,,-22853000.0,21399000.0,1728319000.0,,,,,,,,,214093000.0,,,,3179000.0,,-456127000.0,,,,,-159020000.0,,7763227000.0,,,10149894000.0,,,,,,,,,-286824000.0,,,,,247613000.0,,-161566000.0,1077534000.0,,,,,,127518000.0,,,115358000.0,54186000.0,115358000.0,,650655000.0,,,,2687000.0,,122416000.0,,563408000.0,,0.0,,927278000.0,,,240521000.0,,,,,,,274401000.0,955855000.0,,-91499000.0,,,1210036000.0,,,5528000.0,201659000.0,,,,-231000.0,142773000.0,,0.39,,,,,-195325000.0,,-7058000.0,0.0,,7512000.0,,49337000.0,3579000.0,,,,,3294523000.0,1023478000.0,1494072000.0,,0.38,4548379000.0,1969776000.0,,,5485964000.0,,,,,,,,,93343000.0,93436000.0,9980000.0,,,,,,-172522000.0,0.0,6451799000.0,,,,,,,,,,,,,,,,,,,,
2016-03-31,147724000.0,,,14103000.0,,66354000.0,-203200000.0,3574822000.0,,,292405000.0,,72707000.0,,,,,,8279077000.0,,,,365112000.0,,,,,,2421271000.0,,,,,,-22942000.0,8433000.0,1899412000.0,,,,,,,,,172114000.0,,,,-96000.0,,195896000.0,,,,,-115608000.0,,7907149000.0,,,10328420000.0,,,,,,,,,258790000.0,,,,,248270000.0,,-153098000.0,1072182000.0,,,,,,120291000.0,,,147724000.0,42241000.0,147724000.0,,749665000.0,,,,2699000.0,,115358000.0,,575548000.0,,0.0,,989756000.0,,,241901000.0,,,,,,,-169558000.0,1003573000.0,,-146334000.0,,,1253253000.0,,,5433000.0,192998000.0,,,,-57865000.0,100363000.0,,0.27,,,,,405124000.0,,32366000.0,0.0,,9012000.0,,33866000.0,-984000.0,,,,,3209710000.0,1107506000.0,1473654000.0,,0.27,4591958000.0,2049343000.0,,,5366112000.0,,,,,,,,,66354000.0,66497000.0,9980000.0,,,,,,-98853000.0,0.0,6379665000.0,,,,,,,,,,,,,,,,,,,,
2016-06-30,196507000.0,,,14183000.0,,44765000.0,-94990000.0,3586908000.0,,,291707000.0,,61317000.0,,,,,,8242177000.0,,,,353024000.0,,,,,,2428584000.0,,,,,,-23078000.0,24459000.0,1796881000.0,,,,,,,,,169344000.0,,,,20750000.0,,-71497000.0,,,,,-93920000.0,,7902913000.0,,,10331497000.0,,,,,,,,,42779000.0,,,,,249057000.0,,-161027000.0,1048076000.0,,,,,,122363000.0,,,196507000.0,50066000.0,196507000.0,,683313000.0,,,,2711000.0,,147724000.0,,561242000.0,,-207528000.0,,995058000.0,,,242831000.0,,,,,,,-11343000.0,1052198000.0,,-112337000.0,,,1281869000.0,,,-15100000.0,183680000.0,,,,-1281000.0,65580000.0,,0.18,,,,,155116000.0,,48783000.0,0.0,,6772000.0,,20722000.0,4599000.0,,,,,3233884000.0,1063502000.0,1434744000.0,,0.18,4577910000.0,2089320000.0,,,5383118000.0,,,,,,,,,44765000.0,44858000.0,9980000.0,,,,,,-974074000.0,0.0,6445296000.0,,,,,,,,,,,,,,,,,,,,
2016-09-30,152580000.0,,5933000.0,13386000.0,1290635000.0,83344000.0,-295421000.0,3543824000.0,142699000.0,,316356000.0,,75177000.0,262976000.0,,152580000.0,,288232000.0,8421066000.0,,46522000.0,12890408000.0,391533000.0,14415829000.0,1.16,779107000.0,35705000.0,1.19,2492571000.0,-1510565000.0,2533648000.0,-180783000.0,,,-23201000.0,-1875000.0,2184745000.0,1325654000.0,248763000.0,6236321000.0,8421066000.0,-24231000.0,,,52416000.0,190763000.0,2492571000.0,-95735000.0,,29087000.0,,192093000.0,,-32859000.0,,,-33778000.0,-749000.0,8089501000.0,30164000.0,,10582072000.0,4628881000.0,,5340000.0,,2533648000.0,305317000.0,,1003013000.0,69760000.0,430931000.0,315166000.0,-82000000.0,,250135000.0,,-180783000.0,1111883000.0,1118802000.0,,847588000.0,-485708000.0,-679745000.0,125593000.0,,,152580000.0,46522000.0,152580000.0,152580000.0,847588000.0,,,,2726000.0,-630766000.0,196507000.0,746314000.0,587155000.0,56942000.0,-137096000.0,,1023083000.0,-9625000.0,2184745000.0,243941000.0,495765000.0,,-96731000.0,,587155000.0,-194037000.0,-190231000.0,608375000.0,,-371965000.0,-1510565000.0,262976000.0,1325654000.0,,,10072000.0,200770000.0,1118802000.0,,2726000.0,-140000000.0,122215000.0,1525421000.0,0.34,152580000.0,1023083000.0,608375000.0,,441725000.0,1111883000.0,-43927000.0,305317000.0,1242079000.0,12409000.0,806640000.0,38774000.0,-1854000.0,-33778000.0,10582072000.0,,,3152291000.0,1290635000.0,1476349000.0,287806000.0,0.33,4628881000.0,2161006000.0,1476349000.0,-92074000.0,5223514000.0,,287806000.0,,122416000.0,283342000.0,8089501000.0,320932000.0,,83344000.0,83441000.0,1003013000.0,9020000.0,242286000.0,,0.0,2161006000.0,-118085000.0,0.0,6236321000.0,5223514000.0,,,,,,,,,,,,,,,,,,,
2016-12-31,146951000.0,,,16224000.0,,125339000.0,-106130000.0,3735383000.0,,,370582000.0,,65472000.0,,,,,,8145382000.0,,,,436054000.0,,,,,,2373595000.0,,,,,,-25246000.0,819000.0,1779249000.0,,,,,,,,,244055000.0,,,,1707000.0,,-296738000.0,,,,,74707000.0,,8010329000.0,,,10383924000.0,,,,,,,,,-132626000.0,,,,,252593000.0,,-205465000.0,1084279000.0,,,,,,126527000.0,,,146951000.0,47603000.0,146951000.0,,703878000.0,,,,2745000.0,,152580000.0,,563935000.0,,0.0,,997562000.0,,,244758000.0,,,,,,,126527000.0,991453000.0,,-106600000.0,,,1320201000.0,,,-15726000.0,191999000.0,,,,-1045000.0,178378000.0,,0.51,,,,,-26026000.0,,-5629000.0,0.0,,3121000.0,,52943000.0,166000.0,,,,,3299329000.0,1027768000.0,1492291000.0,,0.5,4608287000.0,2238542000.0,,,5364855000.0,,,,,,,,,125339000.0,125435000.0,9825000.0,,,,,,-13609000.0,0.0,6366133000.0,,,,,,,,,,,,,,,,,,,,
2017-03-31,145484000.0,,,18459000.0,,70151000.0,-169871000.0,3621628000.0,,,316712000.0,,78720000.0,,,,,,8254630000.0,,,,395432000.0,,,,,,2394581000.0,,,,,,-25132000.0,-11454000.0,2051872000.0,,,,,,,,,191420000.0,,,,32845000.0,,218859000.0,,,,,119726000.0,,8100762000.0,,,10495343000.0,,,,,,,,,345693000.0,,,,,251723000.0,,-173647000.0,1108524000.0,,,,,,125291000.0,,,145484000.0,79568000.0,145484000.0,,804667000.0,,,,2754000.0,,146951000.0,,571561000.0,,-195262000.0,,1004586000.0,,,245077000.0,,,,,,,-285826000.0,978159000.0,,-108537000.0,,,1347478000.0,,,-52905000.0,204012000.0,,,,-66472000.0,93789000.0,,0.29,,,,,454230000.0,,-1467000.0,0.0,,8198000.0,,23558000.0,1356000.0,,,,,3226196000.0,1167637000.0,1508016000.0,,0.28,4640174000.0,2240713000.0,,,5214759000.0,,,,,,,,,70151000.0,70231000.0,9840000.0,,,,,,-3525072000.0,0.0,6202758000.0,,,,,,,,,,,,,,,,,,,,
2017-06-30,154674000.0,,,15635000.0,,65295000.0,-177769000.0,3593277000.0,,,281119000.0,,79792000.0,,,,,,8327604000.0,,,,360911000.0,,,,,,2464442000.0,,,,,,-25165000.0,-10459000.0,1901902000.0,,,,,,,0.0,,154679000.0,,,,-2002000.0,,-173993000.0,,,,,159182000.0,,8185929000.0,,,10650371000.0,,,,,,,,,-104172000.0,,,,,251156000.0,,-156073000.0,1121541000.0,,,,,,126440000.0,,,154674000.0,74237000.0,154674000.0,,729041000.0,,,,2765000.0,,145484000.0,,567564000.0,,0.0,,981536000.0,,,244266000.0,,,,,,,165974000.0,975715000.0,,-125157000.0,,,1380455000.0,,,-107000.0,206232000.0,,,,-62577000.0,93196000.0,,0.27,,,,,20985000.0,,9190000.0,0.0,,11729000.0,,27832000.0,179000.0,,,,,3232366000.0,1098624000.0,1532879000.0,,0.26,4702397000.0,2322767000.0,,,5440143000.0,,,,,,,,,65295000.0,65364000.0,9844000.0,,,,,,-22819000.0,0.0,6425702000.0,,,,,,,,,,,,,,,,,,,,
2017-09-30,238797000.0,,-42277000.0,14837000.0,1334013000.0,113138000.0,-224714000.0,3654124000.0,146455000.0,,347856000.0,,75186000.0,294781000.0,,238797000.0,,374187000.0,8547168000.0,,78157000.0,12988973000.0,423042000.0,14604412000.0,1.49,807382000.0,28779000.0,1.53,2653139000.0,-1634762000.0,2676793000.0,-123760000.0,,,-25270000.0,-16762000.0,2368095000.0,1474724000.0,251557000.0,6179073000.0,8547168000.0,93965000.0,,0.0,-37856000.0,217902000.0,2653139000.0,83735000.0,,4787000.0,,358224000.0,,-111423000.0,,,247050000.0,-100000000.0,8353090000.0,86217000.0,,11006229000.0,4715511000.0,,-2539000.0,,2676793000.0,0.0,,978944000.0,241527000.0,520642000.0,285995000.0,-74375000.0,,252016000.0,,-123760000.0,1120824000.0,1228901000.0,,955925000.0,-533823000.0,-678484000.0,129954000.0,,,238797000.0,78157000.0,238797000.0,238797000.0,955925000.0,,,,2771000.0,0.0,154674000.0,808057000.0,610732000.0,65155000.0,0.0,,1042031000.0,-21147000.0,2368095000.0,245078000.0,508212000.0,,-288686000.0,,610732000.0,-144661000.0,-295361000.0,570893000.0,,-362671000.0,-1634762000.0,294781000.0,1474724000.0,,,26461000.0,205140000.0,1228901000.0,,2771000.0,-12028000.0,155278000.0,1615439000.0,0.46,238797000.0,1042031000.0,570893000.0,,604198000.0,1120824000.0,84123000.0,0.0,1316269000.0,5731000.0,1053387000.0,42121000.0,-4240000.0,247050000.0,11006229000.0,,,3231082000.0,1334013000.0,1615993000.0,373923000.0,0.45,4715511000.0,2459061000.0,1615993000.0,-100813000.0,5190331000.0,,373923000.0,,152580000.0,299170000.0,8353090000.0,519564000.0,,113138000.0,113157000.0,978944000.0,59954000.0,244453000.0,,0.0,2459061000.0,-350492000.0,0.0,6179073000.0,5190331000.0,,,,,,,,,,,,,,,,,,,
2017-12-31,185663000.0,,,16489000.0,,292284000.0,-1442786000.0,3965118000.0,,,352886000.0,,92168000.0,,,,,,9804428000.0,,,,445054000.0,,,,,,2812287000.0,,,,,,-25779000.0,-178231000.0,2012567000.0,,,,,,,-24410000.0,,219037000.0,,,,14897000.0,,-590893000.0,,,,,512254000.0,,9714535000.0,,,12526822000.0,,,,,,,,,-429196000.0,,,,,252244000.0,,-112156000.0,1901528000.0,,,,,,133849000.0,,,185663000.0,71173000.0,185663000.0,,833429000.0,,,,2782000.0,,238797000.0,,614914000.0,,0.0,,1035233000.0,,,245086000.0,,,,,,,1701101000.0,805464000.0,,-117747000.0,,,1524658000.0,,,-21354000.0,226017000.0,,,,-1325039000.0,142738000.0,,1.19,,,,,-311449000.0,,-53134000.0,0.0,,4929000.0,,-149702000.0,-3351000.0,,,,,3520064000.0,1107965000.0,1813276000.0,,1.16,5253116000.0,2722394000.0,,,6976508000.0,,,,,,,,,292284000.0,292440000.0,9889000.0,,,,,,-647622000.0,0.0,7791861000.0,,,,,,,,,,,,,,,,,,,,
2018-03-31,185533000.0,,,17022000.0,,27569000.0,-1033474000.0,3939311000.0,,,289358000.0,,88444000.0,,,,,,10937134000.0,,,,377802000.0,,,,,,2976287000.0,,,,,,-25768000.0,14162000.0,2298058000.0,,,,,,,0.0,,136494000.0,,,,-5978000.0,,129861000.0,,,,,514055000.0,,10756470000.0,,,13732757000.0,,,,,,,,,206150000.0,,,,,252485000.0,,-62695000.0,2188416000.0,,,,,,152864000.0,,,185533000.0,72489000.0,185533000.0,,840686000.0,,,,2786000.0,,185663000.0,,718174000.0,,,,1356624000.0,,,245648000.0,,,,,,,697697000.0,879587000.0,,-129497000.0,,,1604841000.0,,,-18922000.0,241308000.0,,,,-906097000.0,42341000.0,,0.11,,,,,335647000.0,,-130000.0,,,5627000.0,,14625000.0,-1708000.0,,,,,3561509000.0,1384883000.0,1875184000.0,,0.11,5606589000.0,2795623000.0,,,7749518000.0,,,,,,,,,27569000.0,27716000.0,9971000.0,,,,,,-35480000.0,,8639076000.0,,,,,,,,,,,,,,,,,,,,
2018-06-30,165968000.0,,,34807000.0,,72577000.0,-195919000.0,3971606000.0,,,345087000.0,,101715000.0,,,,,,10819765000.0,13274000.0,,,446802000.0,,,,,,2910066000.0,,,,,,-25770000.0,9019000.0,2142614000.0,,,,,,,0.0,,188153000.0,,,,-20101000.0,,-136150000.0,,,,,560864000.0,,10755474000.0,,-10843000.0,13665540000.0,,,,,,,,,-67151000.0,,,,,251857000.0,,-98066000.0,2170608000.0,,,,,,156933000.0,,,165968000.0,81970000.0,165968000.0,,846740000.0,,,,2790000.0,,185533000.0,,705364000.0,,,,1321366000.0,,,246028000.0,,,,,,,59130000.0,878771000.0,,-184375000.0,,,1657266000.0,,,-6837000.0,258649000.0,,,,-11816000.0,96888000.0,,0.29,,,,,117224000.0,,-19565000.0,,,5405000.0,,24172000.0,-2426000.0,,,,,3524804000.0,1213904000.0,1851928000.0,,0.29,5606234000.0,2845775000.0,,,7788335000.0,,,8793000.0,,,,,,72577000.0,72716000.0,10045000.0,,,,,,-17960000.0,,8677151000.0,,,,,,,,,,,,,,,,,,,,
2018-09-30,215025000.0,,-49253000.0,19958000.0,1440332000.0,175455000.0,-193097000.0,3913598000.0,-96564000.0,,433775000.0,,94802000.0,299089000.0,,215025000.0,,568440000.0,10690544000.0,176285000.0,30907000.0,13990185000.0,529790000.0,15789633000.0,2.24,973311000.0,21507000.0,2.31,2901425000.0,-1820111000.0,3198205000.0,-91223000.0,,,-25798000.0,50761000.0,2490159000.0,1693171000.0,253352000.0,8200385000.0,10690544000.0,26658000.0,,0.0,-104289000.0,282452000.0,2901425000.0,-128356000.0,,38929000.0,,468177000.0,,-45891000.0,,,710519000.0,-24410000.0,10818677000.0,-23772000.0,55647000.0,13720102000.0,5610568000.0,,-6879000.0,,3198205000.0,,,977215000.0,-1568165000.0,471876000.0,353048000.0,-254200000.0,,,,-91223000.0,2289032000.0,1274023000.0,,1018920000.0,-618113000.0,-2865276000.0,152536000.0,,,215025000.0,30907000.0,215025000.0,215025000.0,1018920000.0,,,,2793000.0,,165968000.0,826137000.0,724802000.0,88276000.0,,,1378094000.0,-40187000.0,2490159000.0,,596182000.0,,1794153000.0,,724802000.0,-2247163000.0,-663775000.0,503429000.0,,-2474094000.0,-1820111000.0,299089000.0,122184000.0,,,-2140000.0,247338000.0,1274023000.0,,2793000.0,-683000.0,189908000.0,1799448000.0,,215025000.0,1378094000.0,503429000.0,,905929000.0,2136844000.0,49057000.0,,1422319000.0,5546000.0,1047351000.0,14340000.0,606000.0,710519000.0,13720102000.0,,,3383808000.0,1044388000.0,1790433000.0,567885000.0,,5610568000.0,3029558000.0,1790433000.0,-103115000.0,7213077000.0,,567885000.0,-19145000.0,238797000.0,377129000.0,10818677000.0,429238000.0,,175455000.0,175568000.0,218750000.0,27098000.0,245771000.0,,,3029558000.0,-272627000.0,,8200385000.0,7213077000.0,,,,,,,,,,,,,,,,,,,
