date,trailingPretaxIncome,annualNetIncome,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingPurchaseOfInvestment,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyAccountsReceivable,annualAccountsReceivable,quarterlyTotalNonCurrentAssets,annualPretaxIncome,annualGoodwill,quarterlyTotalAssets,trailingChangeInWorkingCapital,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyInterestExpense,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingInvestingCashFlow,annualAccountsPayable,annualDepreciationAndAmortization,annualOtherCurrentAssets,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,quarterlyGoodwill,annualInvestingCashFlow,trailingStockBasedCompensation,trailingCommonStockIssuance,annualLongTermDebt,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyTaxProvision,annualCurrentDeferredRevenue,quarterlyEbitda,trailingTaxProvision,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,trailingGrossProfit,trailingChangeInInventory,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,annualCostOfRevenue,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCurrentDebt,annualStockBasedCompensation,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualGrossProfit,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualBasicAverageShares,trailingSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,annualResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyGrossPPE,quarterlyTotalRevenue,trailingFreeCashFlow,annualChangeInInventory,quarterlyPretaxIncome,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyCurrentAssets,trailingNetIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,trailingInterestExpense,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualGrossPPE,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlySaleOfInvestment,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,annualOtherNonCurrentLiabilities,annualInterestExpense,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualBasicEPS,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyBasicEPS,annualCapitalExpenditure,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepaymentOfDebt,annualTaxProvision,quarterlyBasicAverageShares,trailingEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashFlowFromContinuingFinancingActivities,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,annualCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualCurrentAccruedExpenses,annualDilutedEPS,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingOperatingCashFlow,quarterlyInventory,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,trailingOperatingIncome,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualEbitda,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualOperatingCashFlow,annualNetOtherInvestingChanges,annualCurrentAssets,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,trailingBasicEPS
1970-01-01 00:00:01.569801600,-314035000.0,-12855000.0,,24608000.0,-532886000.0,-71935000.0,,,,,-29467000.0,,,,,2868000.0,,,0.0,,-892919000.0,,1010262000.0,,,,-251000.0,103688000.0,,338101000.0,423000.0,6407000.0,0.0,,-12966000.0,,-14494000.0,189602000.0,0.0,,2164225000.0,,4439000.0,21126000.0,100000.0,,,807000.0,,-12202000.0,,,,1274349000.0,-836096000.0,5000.0,17491000.0,463269000.0,,4042000.0,0.0,-8294000.0,,1651000.0,3482000.0,,,75129000.0,,-301833000.0,13449000.0,787000.0,,26415000.0,40935000.0,1011100000.0,-21649000.0,,,-12855000.0,11260000.0,,,1474369000.0,,,-855112000.0,,,,889876000.0,,-607000.0,,,-301833000.0,646995000.0,-53138000.0,,,,,,,-13047000.0,76192000.0,,-18611000.0,-12202000.0,26058000.0,,-12855000.0,,,23050000.0,,0.0,,,,,,,,-2902000.0,-0.314034,,,,-4077000.0,5300000.0,-301833000.0,15155000.0,-86137000.0,0.0,1219927000.0,-152536000.0,111000.0,,,,,,1866922000.0,,,1650801000.0,,2056000.0,2876000.0,,,1379000.0,-0.314034,-37823000.0,606000.0,59000.0,,,-768975000.0,,,11652000.0,,,,-200020000.0,,,,70812000.0,,19050000.0,16091000.0,-6559000.0,875000.0,16000.0,,4409000.0,4439000.0,,-4217000.0,0.0,19308000.0,,,,,,,,,,,,,
,,,,,,,,-141000.0,,,,1162000.0,,-2166000.0,,,,,,,,1228000.0,,,-2806000.0,,,,,,,,,-2806000.0,,,,,,,,,,,,,,,-1595000.0,,-91000.0,412000.0,,,,,,,,,,,,,,,,,2534000.0,,,,5000.0,,,,,-1324000.0,,,,,-842000.0,,,5331000.0,,,,-2823000.0,,,,,,,,,,415000.0,,-0.067097,,,,,,,,,72318000.0,,,3000000.0,,-233000.0,,,,228000.0,,,4169000.0,4439000.0,,,,,-0.067097,,,,,,,,,,0.0,,,,41820000.0,,17000.0,,,4458000.0,,,,,,,,,,,-980000.0,,,,,6992000.0,0.0,696000.0,,4298000.0,-2806000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-232000.0,,,,1222000.0,,-1815000.0,,,,,,,,1354000.0,,,-1972000.0,,,,,,,,,-1972000.0,,,,,,,,,,,,,,,-643000.0,,-4818000.0,429000.0,,,,,,,,,,,,,,,,,2878000.0,,,,422000.0,,,,,-1598000.0,,,,,-217000.0,,,7334000.0,,,,-1997000.0,,,,,,,,,,-169000.0,,-0.053333,,,,,,,,,37980000.0,,,5407000.0,,-908000.0,,,,226000.0,,,6112000.0,4298000.0,,,,,-0.053333,,,,,,,,,,0.0,,,,37980000.0,,25000.0,,,5231000.0,,,,,,,,,,,-4246000.0,,,,,8109000.0,0.0,-437000.0,,4066000.0,-1972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3194000.0,,,,1263000.0,,489000.0,,,,,,,,1314000.0,,,-1510000.0,,,,,,,,,-1510000.0,,,,,,,,,,,,,,,-210000.0,,-1429000.0,468000.0,,,,,,,,,,,,,,,,,2528000.0,,,,160000.0,,,,,-1214000.0,,,,,1703000.0,,,8229000.0,,,,-1524000.0,,,,,,,,,,1382000.0,0.0,-0.04,,,,,,,,,38409000.0,,,4245000.0,,-242000.0,,,,129000.0,,,6966000.0,4066000.0,,,,,-0.04,,,,,,,,,,0.0,,,,38409000.0,,14000.0,,,5962000.0,,,,,,,,,,,-1700000.0,,,,,8490000.0,0.0,1331000.0,,7260000.0,-1510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-6774000.0,,24013000.0,,-78709000.0,0.0,5018000.0,0.0,,-8425000.0,1326000.0,1925000.0,224000.0,3984000.0,3984000.0,5842000.0,,0.0,24013000.0,,1366000.0,,,-486000.0,,-31000.0,,,,750000.0,5262000.0,0.0,-486000.0,-6837000.0,0.0,4631000.0,,,,,335000.0,12278000.0,17448000.0,950000.0,,,3284000.0,873000.0,,6307000.0,406000.0,-26294000.0,,,5000.0,30467000.0,,,4973000.0,0.0,-3268000.0,,1715000.0,6565000.0,,-78709000.0,,2711000.0,,25494000.0,1925000.0,363000.0,32331000.0,66138000.0,,-26294000.0,-1390000.0,1499000.0,-6774000.0,10651000.0,,1614000.0,,31223000.0,9573000.0,,,,-493000.0,,6230000.0,-1356000.0,4929000.0,18171000.0,,,,,297000.0,,,,0.0,,,,7839000.0,,31223000.0,,-6774000.0,,5930000.0,4439000.0,27000.0,0.0,,,-256000.0,750000.0,5000.0,8247000.0,7260000.0,,-0.103333,,17448000.0,,-5526000.0,5842000.0,,21680000.0,,0.0,,,63000.0,0.0,,,,,,7000.0,,,6029000.0,,6230000.0,13777000.0,12278000.0,1925000.0,-0.103333,,335000.0,327000.0,3284000.0,-1499000.0,,,,1499000.0,8740000.0,0.0,3041000.0,,12278000.0,-486000.0,888000.0,66138000.0,6565000.0,18582000.0,13777000.0,-1575000.0,888000.0,25000.0,,4929000.0,12278000.0,25000.0,2258000.0,0.0,18171000.0,,,,,,,,,,,,,
,,,,,,,0.0,-1223000.0,0.0,,,1817000.0,3345000.0,2118000.0,3729000.0,,8649000.0,,,28625000.0,,1526000.0,,,-826000.0,,,,,,,,,-826000.0,,1140000.0,,,,,,301000.0,,,,,,,661000.0,,-16000.0,390000.0,-27550000.0,,,,,,,,,,,,,,-79535000.0,,2996000.0,,,,657000.0,,,,,-1366000.0,4499000.0,,,,3484000.0,,32544000.0,11260000.0,,,,-865000.0,,9644000.0,,4994000.0,19976000.0,,,,,2390000.0,,-0.013333,,0.0,,,,,,,67869000.0,,,500000.0,,234000.0,,,,517000.0,1267000.0,2000.0,9443000.0,12278000.0,,,,18680000.0,-0.013333,,,,,,,,,,-1000000.0,,,,67869000.0,,39000.0,,,7312000.0,,,15554000.0,11055000.0,,,,,,4762000.0,-3498000.0,,,,,10308000.0,0.0,-5364000.0,,11055000.0,-826000.0,1518000.0,,9945000.0,,,,,,,,,997000.0,,,,,,,,,,,,,,,,
,,,,,,,0.0,5106000.0,0.0,,,2713000.0,2336000.0,2108000.0,5307000.0,,11764000.0,,,33902000.0,,1868000.0,,,1576000.0,,,,,,,,,1576000.0,,1140000.0,,,,,,405000.0,,,,,,,3439000.0,,847000.0,413000.0,-29090000.0,,,,,,,,,,,,,,-77959000.0,,3304000.0,,,,-1502000.0,,,,,-2744000.0,0.0,,,,4852000.0,,34634000.0,15845000.0,,,,1571000.0,,12356000.0,,5544000.0,22138000.0,,,,,695000.0,,0.0,,0.0,,,,,,,72318000.0,,,4750000.0,,-1735000.0,,,,1257000.0,2524000.0,5000.0,13132000.0,11055000.0,,,,21141000.0,0.0,,,,,,,,,,0.0,,,,41820000.0,,5000.0,,,8257000.0,,,16161000.0,16161000.0,,,,,,5647000.0,-250000.0,,,,,11561000.0,-1854000.0,1756000.0,,16161000.0,0.0,1934000.0,,12761000.0,,,,,,,,,3146000.0,,,,,,,,,,,,,,,,
,,,,,,,471000.0,79652000.0,0.0,,,3084000.0,4063000.0,1328000.0,6115000.0,,11146000.0,,,113922000.0,,2035000.0,,,-570000.0,,,,,,,,,-570000.0,,1140000.0,,,,,,1100000.0,,,,,,,1429000.0,,1963000.0,488000.0,-28636000.0,,,,,,,,,,,,,,-78531000.0,,3849000.0,,,,78327000.0,,,,,-4355000.0,0.0,,,,5683000.0,,36888000.0,19057000.0,,,,-606000.0,,15155000.0,,8252000.0,102776000.0,,,,,1402000.0,0.0,-0.006667,,0.0,,,,,,,72060000.0,,,69999000.0,,-1015000.0,,,,1210000.0,3734000.0,3000.0,15973000.0,16161000.0,,,,97667000.0,-0.006667,,,,,,,,,,0.0,,,,72060000.0,,36000.0,,,12730000.0,,,95813000.0,95813000.0,,,,,,5734000.0,-70002000.0,,,,,16579000.0,7354000.0,-4358000.0,,95813000.0,-570000.0,1714000.0,,16255000.0,,,,,,,,,40000.0,,,,,,,,,,,,,,,,
,,1102000.0,,116668000.0,,-77607000.0,118000.0,-47887000.0,0.0,,-47772000.0,2961000.0,4893000.0,451000.0,5638000.0,5638000.0,30965000.0,,3676000.0,116668000.0,,1761000.0,,15285000.0,924000.0,,4082000.0,,,,1681000.0,7190000.0,0.0,924000.0,997000.0,3676000.0,-58383000.0,,,,,1465000.0,47926000.0,101213000.0,79205000.0,,,5769000.0,2659000.0,,1288000.0,654000.0,-30014000.0,,,3000.0,66053000.0,,-6540000.0,10575000.0,5500000.0,6005000.0,,1945000.0,15455000.0,,-77607000.0,,3995000.0,,55478000.0,677000.0,1723000.0,54481000.0,59445000.0,,-30014000.0,-356000.0,28925000.0,1102000.0,14143000.0,0.0,807000.0,,37241000.0,19891000.0,,,,898000.0,,13990000.0,-2208000.0,7227000.0,85703000.0,,,,,-3810000.0,-5540000.0,,,0.0,,,,35648000.0,,37241000.0,,1102000.0,,-70499000.0,12278000.0,308000.0,118000.0,,15285000.0,-2068000.0,1681000.0,3000.0,16930000.0,95813000.0,,0.0,,101213000.0,,-8821000.0,30965000.0,,40338000.0,,0.0,,,105000.0,0.0,,,,,,26000.0,,,12037000.0,,13990000.0,76851000.0,47926000.0,4893000.0,0.0,,1465000.0,916000.0,5769000.0,25978000.0,,,70788000.0,28925000.0,16032000.0,0.0,-50417000.0,,47926000.0,924000.0,4532000.0,66915000.0,15455000.0,4750000.0,76851000.0,8187000.0,4532000.0,245000.0,,7227000.0,47926000.0,245000.0,14826000.0,0.0,85703000.0,,,,,,,,,,,,,
,,,,,,,0.0,6374000.0,0.0,,,3350000.0,4173000.0,3469000.0,6140000.0,,31902000.0,,,123273000.0,,2336000.0,,15230000.0,1724000.0,,,,,,,,,1724000.0,,3676000.0,,,,,,1756000.0,,,,,,,1693000.0,,2334000.0,1418000.0,-31598000.0,,,,,,,,,,,,,,-75883000.0,,5030000.0,,,,2905000.0,,,,,-3029000.0,28780000.0,,,,6498000.0,,40082000.0,22833000.0,,,,1693000.0,,13874000.0,,8484000.0,91371000.0,,,,,248000.0,0.0,0.02,,0.0,,,,,,,92982000.0,,,0.0,,-601000.0,,,,-413000.0,1268000.0,3000.0,19483000.0,47926000.0,,,,107643000.0,0.02,,,,,,,,,,0.0,,,,85044000.0,,31000.0,,,12760000.0,,,83080000.0,54300000.0,,,,,,6533000.0,0.0,,,,,17790000.0,0.0,-3029000.0,,54300000.0,1724000.0,4289000.0,,15630000.0,,,,,,,,,223000.0,,,,,,,,,,,,,,,,
