date,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualStockBasedCompensation,quarterlyNetPPE,annualRetainedEarnings,annualGoodwill,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualBasicAverageShares,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingTotalRevenue,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyBasicEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualRepaymentOfDebt,annualTotalRevenue,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRepaymentOfDebt,trailingNetIncome,trailingTaxProvision,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyEbitda
2007-06-30,,,3048000000.0,,1062000000.0,,,1057000000.0,5871000000.0,,,,,,,,,,2575000000.0,,,,378000000.0,,,,,,0.88,,-616000000.0,,,,49873000000.0,21417000000.0,,,,,,,175000000.0,,-179000000.0,,,,236000000.0,,,7371000000.0,,7979000000.0,,1179000000.0,,,,,,,,-2677000000.0,,,,15802000000.0,1069000000.0,2640000000.0,,,134372000000.0,-41000000.0,1057000000.0,,-623000000.0,,,123737000000.0,2373000000.0,,,,,,1440000000.0,0.9,,,761000000.0,,,,,,-74000000.0,,7371000000.0,-9535000000.0,,,-8839000000.0,,,,,,,,,,,,1440000000.0,,1024000000.0,,,,1129000000.0,3159000000.0,10635000000.0,,,-3241000000.0,,,7130000000.0,,,,,,,,1203000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,3840000000.0,,1074000000.0,,,1067000000.0,3105000000.0,,,,,,,,,,2589000000.0,,,,343000000.0,,,,,,0.9,,3909000000.0,,,,54060000000.0,16485000000.0,,,,,,,143000000.0,,-177000000.0,,,,234000000.0,,,8410000000.0,,7371000000.0,,1170000000.0,,,,,,,,254000000.0,,,,15442000000.0,1008000000.0,3610000000.0,,,140927000000.0,1519000000.0,1067000000.0,,-561000000.0,,,130029000000.0,874000000.0,,,,,,1417000000.0,0.91,,,1400000000.0,,,,,,-286000000.0,,11624000000.0,-3036000000.0,,,-3791000000.0,,,,,,,,,,,,1417000000.0,,1126000000.0,,,,1516000000.0,3176000000.0,10898000000.0,,,-4304000000.0,,,6945000000.0,,-230000000.0,,,,,,1192000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,12001000000.0,-743000000.0,,839000000.0,-17094000000.0,1196000000.0,831000000.0,9150000000.0,4630000000.0,55285000000.0,,,648000000.0,,,11029000000.0,,2692000000.0,1075000000.0,,,290000000.0,,149830000000.0,15466000000.0,,,,,3556000000.0,,232000000.0,-10332000000.0,55285000000.0,15864000000.0,,3.36,1712000000.0,1712000000.0,,,166000000.0,-442000000.0,-176000000.0,1173000000.0,,,232000000.0,2692000000.0,8484000000.0,11737000000.0,,11624000000.0,15268000000.0,,,5566000000.0,,,,,-17756000000.0,-3620000000.0,,,11737000000.0,17762000000.0,1036000000.0,-988000000.0,15864000000.0,5566000000.0,149830000000.0,223000000.0,831000000.0,,-442000000.0,,,138801000000.0,5210000000.0,-738000000.0,,-883000000.0,,13255000000.0,1129000000.0,,,,-2606000000.0,,,,,,-149000000.0,,15268000000.0,-4851000000.0,1518000000.0,1236000000.0,-6196000000.0,4012000000.0,,6856000000.0,,,-18390000000.0,27731000000.0,3826000000.0,,,,1129000000.0,7601000000.0,1075000000.0,,,138801000000.0,1015000000.0,4156000000.0,11029000000.0,,-68000000.0,-6203000000.0,,,7364000000.0,,-245000000.0,,,8246000000.0,4048000000.0,3.42,,17762000000.0,4012000000.0,-712000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,4584000000.0,,974000000.0,,,991000000.0,-2329000000.0,,,,,,,,,,2740000000.0,,,,380000000.0,,,,,,0.85,,4177000000.0,,,,55534000000.0,14148000000.0,,,,,,,173000000.0,,-210000000.0,,,,232000000.0,,,19489000000.0,,15268000000.0,,1153000000.0,,,,,,,,-6591000000.0,,,,18994000000.0,919000000.0,4393000000.0,,,135288000000.0,-1748000000.0,991000000.0,,-661000000.0,,,123777000000.0,9679000000.0,,,,,,1354000000.0,0.86,,,2163000000.0,,,,,,-65000000.0,,19489000000.0,1922000000.0,,,3367000000.0,,,,,,,,,,,,1354000000.0,,1654000000.0,,,,1322000000.0,3777000000.0,11511000000.0,,,-5285000000.0,,,7186000000.0,,-191000000.0,,,,,,1163000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,3401000000.0,,655000000.0,,,653000000.0,182000000.0,,,,,,,,,,2791000000.0,,,,111000000.0,,,,,,0.56,,613000000.0,,,,57035000000.0,14680000000.0,,,,,,,186000000.0,,-208000000.0,,,,232000000.0,,,20091000000.0,,19489000000.0,,1154000000.0,,,,,,,,-77000000.0,,,,17519000000.0,856000000.0,3209000000.0,,,137330000000.0,-698000000.0,653000000.0,,-451000000.0,,,125061000000.0,-1668000000.0,,,,,,766000000.0,0.57,,,977000000.0,,,,,,-460000000.0,,20091000000.0,-2970000000.0,,,-1011000000.0,,,,,,,,,,,,766000000.0,,2094000000.0,,,,2045000000.0,3419000000.0,12269000000.0,,,-7956000000.0,,,7484000000.0,,-192000000.0,,,,,,1163000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,775000000.0,,861000000.0,,,815000000.0,-8418000000.0,,,,,,,,,,2839000000.0,,,,217000000.0,,,,,,0.7,,-4224000000.0,,,,57797000000.0,13277000000.0,,,,,,,179000000.0,,-209000000.0,,,,232000000.0,,,15556000000.0,,20091000000.0,,1154000000.0,,,,,,,,-2923000000.0,,,,13902000000.0,843000000.0,540000000.0,,,127218000000.0,-3633000000.0,815000000.0,,-866000000.0,,,114699000000.0,970000000.0,,,,,,1078000000.0,0.71,,,-2037000000.0,,,,,,162000000.0,,15898000000.0,3419000000.0,,,5860000000.0,,,,,,,,,,,,1078000000.0,,2694000000.0,,,,1656000000.0,3394000000.0,12519000000.0,,,-6083000000.0,,,7164000000.0,,-235000000.0,,,,,,1158000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,14277000000.0,-94000000.0,,306000000.0,7036000000.0,1157000000.0,240000000.0,125000000.0,6820000000.0,60041000000.0,,,712000000.0,,,11841000000.0,,2948000000.0,2719000000.0,,807000000.0,-38000000.0,,126074000000.0,-10440000000.0,,,,807000000.0,4696000000.0,,232000000.0,-14724000000.0,60041000000.0,24945000000.0,,2.33,3018000000.0,3018000000.0,,,174000000.0,-1606000000.0,-209000000.0,1154000000.0,,,232000000.0,2948000000.0,8666000000.0,8128000000.0,,15898000000.0,20550000000.0,,,3581000000.0,,,,,13022000000.0,-5133000000.0,,,8128000000.0,8523000000.0,937000000.0,-426000000.0,24945000000.0,3581000000.0,126074000000.0,-574000000.0,240000000.0,,-1606000000.0,,,114233000000.0,5296000000.0,442000000.0,,-950000000.0,,13451000000.0,268000000.0,,,,-3110000000.0,,,,,,805000000.0,,20550000000.0,4665000000.0,710000000.0,-6653000000.0,4806000000.0,2699000000.0,,5262000000.0,,,-13787000000.0,28365000000.0,3555000000.0,,,,268000000.0,7716000000.0,2719000000.0,,,114233000000.0,1797000000.0,3412000000.0,11841000000.0,,-2007000000.0,5537000000.0,,,6506000000.0,,-332000000.0,,,15268000000.0,2871000000.0,2.34,,8523000000.0,2699000000.0,-836000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,1188000000.0,,443000000.0,,,437000000.0,-2502000000.0,,,0.0,,,,,,,2854000000.0,,,32341000000.0,101000000.0,,,,,,0.31,,260000000.0,,,,57620000000.0,18204000000.0,,,,,,,192000000.0,,-226000000.0,,,,3403000000.0,,,7250000000.0,,20550000000.0,,1156000000.0,,,,,,,,-6039000000.0,,,,8784000000.0,555000000.0,1100000000.0,,,121183000000.0,0.0,437000000.0,0.0,-1253000000.0,,6704000000.0,105403000000.0,895000000.0,,,,,,544000000.0,0.31,,,-1103000000.0,8070000000.0,,,,,-375000000.0,,20810000000.0,1604000000.0,,,0.0,,,,53000000.0,,,,,,,0.0,544000000.0,,3044000000.0,,,,2030000000.0,2555000000.0,15780000000.0,,,-8312000000.0,,,5926000000.0,-3850000000.0,-88000000.0,,,,,,1156000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,1968000000.0,,342000000.0,,,337000000.0,-6116000000.0,,,531000000.0,,,,,,,2763000000.0,,,34641000000.0,76000000.0,,,,,,0.09,,-5193000000.0,,,,53516000000.0,22319000000.0,,,,,,,376000000.0,,-268000000.0,,,,239000000.0,,,6717000000.0,,20810000000.0,,1162000000.0,,,,,,,,-3984000000.0,,,,8166000000.0,547000000.0,1722000000.0,,,117035000000.0,0.0,337000000.0,-3389000000.0,-905000000.0,,6715000000.0,103615000000.0,2373000000.0,,,,,,418000000.0,0.09,,,612000000.0,8286000000.0,,,,,-1012000000.0,,15617000000.0,-1076000000.0,,,0.0,,,,68000000.0,,,,,,,0.0,418000000.0,,2931000000.0,,,,1816000000.0,2882000000.0,13420000000.0,,,-8089000000.0,,,6092000000.0,-3952000000.0,-246000000.0,,,,,,1165000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,2436000000.0,,642000000.0,,,640000000.0,1982000000.0,,,0.0,,,,,,,2759000000.0,,,34795000000.0,276000000.0,,,,,,0.53,,3031000000.0,,,,52850000000.0,23798000000.0,,,,,,,209000000.0,,-215000000.0,,,,237000000.0,,,8060000000.0,,15617000000.0,,1178000000.0,,,,,,,,-2470000000.0,,,,7948000000.0,543000000.0,2279000000.0,,,120445000000.0,-340000000.0,640000000.0,0.0,-556000000.0,,6814000000.0,106502000000.0,2120000000.0,,,,,,918000000.0,0.54,,,149000000.0,8780000000.0,,,,,-36000000.0,,18648000000.0,-1430000000.0,,,0.0,,,,37000000.0,,,,,,,0.0,918000000.0,,3247000000.0,,,,1546000000.0,2880000000.0,13943000000.0,,,-2762000000.0,,,6016000000.0,-4055000000.0,-157000000.0,,,,,,1181000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,5830000000.0,792000000.0,,710000000.0,-6752000000.0,1171000000.0,716000000.0,1949000000.0,5515000000.0,52338000000.0,83000000.0,,1070000000.0,,,14406000000.0,202000000.0,2782000000.0,3737000000.0,,38204000000.0,251000000.0,,124088000000.0,-4687000000.0,,,,38204000000.0,-3106000000.0,,237000000.0,-13719000000.0,52338000000.0,24337000000.0,,1.54,,,,614000000.0,293000000.0,-712000000.0,-215000000.0,1168000000.0,,8926000000.0,237000000.0,2782000000.0,6384000000.0,11478000000.0,,18648000000.0,15542000000.0,,,2841000000.0,,,,6912000000.0,-1935000000.0,-1226000000.0,,,11478000000.0,8319000000.0,562000000.0,511000000.0,24337000000.0,2841000000.0,124088000000.0,0.0,716000000.0,0.0,-712000000.0,,6912000000.0,109682000000.0,442000000.0,-1429000000.0,-4130000000.0,-772000000.0,,11547000000.0,961000000.0,,,,-334000000.0,8926000000.0,-3389000000.0,,,,-6000000.0,,15542000000.0,-5850000000.0,704000000.0,-340000000.0,-1935000000.0,2130000000.0,,-5008000000.0,44000000.0,,-21771000000.0,24523000000.0,2207000000.0,,,0.0,961000000.0,5612000000.0,3737000000.0,,,109682000000.0,123000000.0,3230000000.0,14406000000.0,,-676000000.0,-2608000000.0,,,6489000000.0,-4130000000.0,-281000000.0,,0.0,20550000000.0,2137000000.0,1.54,,8319000000.0,2130000000.0,-924000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,1076000000.0,,885000000.0,,,885000000.0,-3661000000.0,,,121000000.0,,,,,,,2731000000.0,,,35924000000.0,367000000.0,,,,,,0.73,,5556000000.0,,,,72293000000.0,18341000000.0,,,,,,,221000000.0,,-216000000.0,,,,238000000.0,,,21098000000.0,,15542000000.0,,1185000000.0,,,,,,,,-2293000000.0,,,,1931000000.0,598000000.0,923000000.0,,,143314000000.0,0.0,873000000.0,,-1040000000.0,,6979000000.0,129889000000.0,4637000000.0,,,,,,1252000000.0,0.74,,,-1173000000.0,9195000000.0,,,,,149000000.0,,21098000000.0,8113000000.0,,,3101000000.0,,,,51000000.0,,,,,,-971000000.0,,1252000000.0,,2925000000.0,,,,994000000.0,3289000000.0,13425000000.0,,,-5127000000.0,,,6606000000.0,-4248000000.0,-153000000.0,,,,,,1191000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,3374000000.0,,1017000000.0,,,1017000000.0,-2176000000.0,,,174000000.0,,,,,,,2714000000.0,,,37046000000.0,578000000.0,,,,,,0.84,,-1468000000.0,,,,69345000000.0,17328000000.0,,,,,,,220000000.0,,-217000000.0,,,,239000000.0,,,20687000000.0,,21098000000.0,,1190000000.0,,,,,,,,-2618000000.0,,,,2609000000.0,610000000.0,3198000000.0,,,143763000000.0,0.0,1004000000.0,,-1036000000.0,,7101000000.0,129250000000.0,3641000000.0,,,,,,1595000000.0,0.84,,,880000000.0,9503000000.0,,,,,550000000.0,,20687000000.0,-2628000000.0,,,-774000000.0,,,,55000000.0,,,,,,915000000.0,,1595000000.0,,3724000000.0,,,,707000000.0,3534000000.0,14513000000.0,,,-4382000000.0,,,6858000000.0,-4387000000.0,-176000000.0,,,,,,1197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,2777000000.0,,1093000000.0,,,1093000000.0,-2048000000.0,,,80000000.0,,,,,,,2799000000.0,,,38032000000.0,547000000.0,,,,,,0.9,,654000000.0,,,,68828000000.0,17170000000.0,,,,,,,248000000.0,,-217000000.0,,,,240000000.0,,,21341000000.0,,20687000000.0,,1193000000.0,,,,,,,,-2143000000.0,,,,1919000000.0,610000000.0,2514000000.0,,,146056000000.0,0.0,1080000000.0,0.0,-617000000.0,,7298000000.0,130136000000.0,2479000000.0,,,,,,1640000000.0,0.91,,,976000000.0,10510000000.0,,,,,36000000.0,,21341000000.0,-187000000.0,,,42000000.0,,,,51000000.0,,,,,,1927000000.0,0.0,1640000000.0,,4582000000.0,,,,424000000.0,3697000000.0,15920000000.0,,,-3305000000.0,,,7033000000.0,-4499000000.0,-263000000.0,,,,,,1199000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,14262000000.0,2061000000.0,,1062000000.0,-1229000000.0,1195000000.0,1062000000.0,-199000000.0,2494000000.0,66416000000.0,288000000.0,,917000000.0,,,16230000000.0,287000000.0,2905000000.0,4972000000.0,,40434000000.0,415000000.0,,147042000000.0,-8084000000.0,,,,40434000000.0,-4632000000.0,,238000000.0,-7804000000.0,66416000000.0,14010000000.0,,3.35,,,,663000000.0,228000000.0,-917000000.0,-217000000.0,1188000000.0,2090000000.0,9691000000.0,238000000.0,2905000000.0,9288000000.0,16709000000.0,,21341000000.0,16709000000.0,,,5964000000.0,,,,7388000000.0,-20000000.0,-750000000.0,,,16709000000.0,3414000000.0,605000000.0,1766000000.0,14010000000.0,5964000000.0,147042000000.0,0.0,1049000000.0,-590000000.0,-917000000.0,,7388000000.0,130812000000.0,3505000000.0,1135000000.0,-4483000000.0,-887000000.0,,14210000000.0,1477000000.0,,,,2000000.0,9691000000.0,-590000000.0,,,,400000000.0,,16709000000.0,-6527000000.0,1907000000.0,0.0,-2389000000.0,4006000000.0,,110000000.0,130000000.0,,-17670000000.0,27819000000.0,2423000000.0,,219000000.0,,1477000000.0,8401000000.0,4972000000.0,,,130812000000.0,369000000.0,3595000000.0,16230000000.0,,685000000.0,-4856000000.0,,,7322000000.0,-4483000000.0,-295000000.0,,,16599000000.0,4057000000.0,3.37,,3414000000.0,4057000000.0,-867000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,751000000.0,,1177000000.0,,,1177000000.0,-3830000000.0,,,229000000.0,,,,,,,2987000000.0,,,40786000000.0,555000000.0,,,,,,0.97,,5671000000.0,,,,60730000000.0,10502000000.0,,,,,,,227000000.0,,-217000000.0,,,,240000000.0,,,22027000000.0,,16356000000.0,,1192000000.0,,,,,,,,-272000000.0,,,,3375000000.0,593000000.0,496000000.0,,,143979000000.0,0.0,1163000000.0,,-849000000.0,,7669000000.0,126497000000.0,3793000000.0,,,,,,1732000000.0,0.98,,,-697000000.0,10118000000.0,,,,,-129000000.0,,22027000000.0,8663000000.0,,,3452000000.0,,,,76000000.0,,,,,,-157000000.0,,1732000000.0,,5902000000.0,,,,173000000.0,3972000000.0,17482000000.0,,,-5731000000.0,,,7031000000.0,-4682000000.0,-255000000.0,,,,,,1198000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,3638000000.0,,1295000000.0,,,1331000000.0,557000000.0,,,201000000.0,,,,,,,3062000000.0,,,43383000000.0,470000000.0,,,,,,1.1,,1055000000.0,,,,61395000000.0,9897000000.0,,,,,,,278000000.0,,-216000000.0,,,,238000000.0,,,22614000000.0,,22027000000.0,,1190000000.0,,,,,,,,-378000000.0,,,,8935000000.0,577000000.0,3335000000.0,,,147796000000.0,0.0,1331000000.0,,-751000000.0,,7742000000.0,129591000000.0,1597000000.0,,,,,,1765000000.0,1.11,,,1119000000.0,10931000000.0,,,,,509000000.0,,23082000000.0,-3156000000.0,,,24000000.0,,,,80000000.0,,,,,,1683000000.0,,1765000000.0,,6437000000.0,,,,437000000.0,4176000000.0,18205000000.0,,,-2866000000.0,,,7618000000.0,-4680000000.0,-303000000.0,,,,,,1197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,2599000000.0,,1235000000.0,,,1235000000.0,-39000000.0,,,77000000.0,,,,,,,3187000000.0,,,42888000000.0,476000000.0,,,,,,1.03,,1863000000.0,,,,61767000000.0,9664000000.0,,,,,,,228000000.0,,-213000000.0,,,,233000000.0,,,24550000000.0,,23082000000.0,,1175000000.0,,,,,,,,-254000000.0,,,,8704000000.0,575000000.0,2272000000.0,,,148693000000.0,0.0,1235000000.0,-1200000000.0,-803000000.0,,7934000000.0,130593000000.0,268000000.0,,,,,,1711000000.0,1.04,,,151000000.0,10585000000.0,,,,,665000000.0,,24945000000.0,-561000000.0,,,182000000.0,,,,71000000.0,,,,,,-180000000.0,,1711000000.0,,6520000000.0,,,,320000000.0,4109000000.0,18100000000.0,,,-5516000000.0,,,7571000000.0,-4747000000.0,-327000000.0,,,,,,1181000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,7250000000.0,3487000000.0,,1192000000.0,-491000000.0,1184000000.0,1192000000.0,1928000000.0,1413000000.0,59570000000.0,87000000.0,,918000000.0,,,18794000000.0,301000000.0,3367000000.0,7221000000.0,,44109000000.0,556000000.0,,153337000000.0,-1384000000.0,,,,44109000000.0,-52000000.0,,232000000.0,-1158000000.0,59570000000.0,7147000000.0,,4.12,,,,594000000.0,185000000.0,-876000000.0,-215000000.0,1178000000.0,2893000000.0,10458000000.0,232000000.0,3367000000.0,10475000000.0,24893000000.0,,24945000000.0,24893000000.0,,,6956000000.0,,,,8114000000.0,-4784000000.0,-254000000.0,,,24893000000.0,3424000000.0,575000000.0,3183000000.0,7147000000.0,6956000000.0,153337000000.0,0.0,1192000000.0,-350000000.0,-876000000.0,,8114000000.0,134543000000.0,1592000000.0,818000000.0,-4747000000.0,-1189000000.0,,16182000000.0,1748000000.0,,,,1854000000.0,10458000000.0,-2300000000.0,,,,-227000000.0,,24893000000.0,-5437000000.0,2057000000.0,0.0,-8442000000.0,4935000000.0,,8537000000.0,74000000.0,,-21029000000.0,29962000000.0,2320000000.0,,1547000000.0,0.0,1748000000.0,9286000000.0,7221000000.0,,,134543000000.0,483000000.0,3925000000.0,18794000000.0,,2427000000.0,-6916000000.0,,,7742000000.0,-4747000000.0,-304000000.0,,-610000000.0,16356000000.0,4899000000.0,4.14,,3424000000.0,4935000000.0,-861000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,3432000000.0,,1256000000.0,,,1256000000.0,-3316000000.0,,,231000000.0,,,,,,,3451000000.0,,,43910000000.0,517000000.0,,,,,,1.07,,2189000000.0,,,,56844000000.0,6679000000.0,,,,,,,254000000.0,,-211000000.0,,,,233000000.0,,,27082000000.0,,24893000000.0,,1160000000.0,,,,,,,,-58000000.0,,,,8486000000.0,574000000.0,3166000000.0,,,151784000000.0,0.0,1256000000.0,-171000000.0,-777000000.0,,8407000000.0,131877000000.0,626000000.0,,,,,,1773000000.0,1.07,,,1370000000.0,11377000000.0,,,,,48000000.0,,27082000000.0,1948000000.0,,,-76000000.0,,,,92000000.0,,,,,,502000000.0,,1773000000.0,,8015000000.0,,,,504000000.0,3954000000.0,19907000000.0,,,-4501000000.0,,,7614000000.0,-4956000000.0,-266000000.0,,,,,,1166000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
