date,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualAccumulatedDepreciation,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,quarterlyTotalRevenue,annualCurrentAssets,trailingOperatingExpense,quarterlyOperatingIncome,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualTaxProvision,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,annualChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualInterestExpense,annualNetOtherFinancingCharges,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualGrossProfit,quarterlyStockholdersEquity,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,annualDilutedEPS,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncome,quarterlyPurchaseOfBusiness,annualNetIncome,quarterlyOtherCurrentAssets,trailingTaxProvision,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyBasicAverageShares,annualFreeCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualBasicEPS,annualDepreciationAndAmortization,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualStockholdersEquity,annualLongTermDebt,annualBasicAverageShares,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherIncomeExpense,annualRetainedEarnings,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAccruedExpenses,trailingOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockBasedCompensation,quarterlyDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingChangeInWorkingCapital,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,annualOtherCurrentLiabilities,annualOperatingIncome,trailingTotalRevenue,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualInvestmentsAndAdvances,trailingOperatingIncome,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,trailingDeferredIncomeTax,annualRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyInventory,trailingCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,annualInventory,trailingRepaymentOfDebt,trailingCostOfRevenue,trailingCashDividendsPaid,annualNetOtherInvestingChanges,trailingChangeInInventory,trailingChangesInAccountReceivables,annualCurrentDebt,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,trailingInterestExpense,annualGoodwill,annualAccountsPayable,annualChangeInAccountPayable,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,trailingGrossProfit,trailingCommonStockIssuance,trailingEndCashPosition,annualChangeInInventory,quarterlyChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingInvestingCashFlow,annualRepurchaseOfCapitalStock,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:01.483142400,,,,,,173721486.0,72964862.0,23795000.0,48944000.0,-25963000.0,21471000.0,,,69391861.0,,,,,94089862.0,,,-20358000.0,,1776071.0,673000.0,,,,,0.0,,110926000.0,,21471000.0,615000.0,0.0,1218963000.0,0.0,,,,,-28386000.0,77803000.0,,,173721486.0,,0.28628,9238667.0,,,,,,173721486.0,,21471000.0,,1305236.0,75000000.0,,,,33123000.0,-1223458000.0,0.0,,4495000.0,,0.0,,,-3093079.0,,,,-3082000.0,,,,0.28628,33123000.0,,,-1249421000.0,,,75000000.0,,1218963000.0,,,,,,,,,0.0,,,256664667.0,,,,,,0.0,,,,-54214740.0,55267000.0,-6715000.0,,,,30458000.0,,28859000.0,403194000.0,0.0,,,-594633139.0,175026722.0,-2385472.0,,,,,,,,,,,,,22144000.0,,179393138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.488240000,,,,423245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35723.0,,,-10723.0,,,,,,423245.0,,412522.0,,0.0,,,,87522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,123245.0,,,,,,,,,,,,,,,1150.0,,,,,,,,412522.0,,,,325000.0,,325000.0,300000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.493510400,,,,646903067.0,,,,,,,,,1776071.0,,,,,1903071.0,,,,,,,,1367547.0,,,,,,,22750000.0,,,,,,,,24117547.0,-64915.0,,,5000004.0,650000000.0,,,,,1367547.0,,1903071.0,,645535520.0,,,,0.0,,,622785520.0,,,,,,,,,,,650000000.0,,,,,,0.0,,,,,,,,627785524.0,,,651903071.0,,,,,-64915.0,1367547.0,0.0,,,,,1367547.0,,,622787517.0,,,,,,1776071.0,,,,,,1997.0,,,,,,,,651903071.0,,,,1776071.0,,1776071.0,,,,,,650000000.0,,,,,650000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,24549645.0,,,,,,,,,,,,0.01,0.0,,,-206743.0,,,,,,,-206743.0,,206743.0,,,,,,,,,,,,,248804.0,,,628099243.0,,,,,,1799645.0,,1996189.0,445977.0,22750000.0,,,,0.0,,,623099240.0,,0.01,,,,52862637.0,,,,,650652699.0,,289885.0,,52862637.0,,0.0,,,,,,289885.0,,,,,,,,156092.0,0.0,,,0.0,,,,,1799645.0,,,,206743.0,,,,,,,,,,,623101134.0,,,,,,,289885.0,652648888.0,,,,1776071.0,,1776071.0,,,,,,650652699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,23979470.0,,,,,,,,,,,,0.01,0.0,,,-327649.0,,,-21539937.0,,,,-327649.0,,327649.0,,638699.0,,,,,,,,394354000.0,0.0,,918017.0,,,628768456.0,,,,,,1229470.0,,1138019.0,1029559.0,22750000.0,,,,0.0,,,623768450.0,,0.01,,,,81250000.0,,,,,651609907.0,,669213.0,-589316029.0,81250000.0,,0.0,,-587503000.0,,,193185958.0,669213.0,,,,,,,,360346.0,0.0,,,0.0,-1776071.0,,,,1229470.0,,,,327649.0,,,,,,,,,,,623770337.0,,,,,,,669213.0,652747926.0,,,,955993.0,,955993.0,,4980958.0,,,,651609907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,933000.0,,,24554828.0,84111000.0,,,,,,,0.0,851466.0,,359823.0,,124978000.0,993742.0,,63618000.0,,,-39294000.0,,,1445005.0,95153000.0,,13933000.0,,-1300000.0,,22750000.0,,,,,,-58771000.0,0.0,24554828.0,1532195.0,,,629382634.0,652943720.0,,0.0,2.201526,,1804828.0,,993742.0,54286000.0,22750000.0,,450000.0,,,,81250000.0,624382630.0,,,,,,,,359823.0,0.0,,652839151.0,,53512000.0,-5476000.0,,,,-59221000.0,0.0,2.201526,,64247000.0,53512000.0,,629382634.0,,81250000.0,653937462.0,,,774000.0,-9332000.0,1532195.0,1804828.0,,0.0,,-8338000.0,,1445005.0,,,624384511.0,20493000.0,,40867000.0,,40867000.0,851466.0,,,,,0.0,624384511.0,,,0.0,,,,53512000.0,653937462.0,,,,851466.0,,851466.0,,5026000.0,0.0,0.0,624382630.0,652943720.0,-5476000.0,-42709000.0,,,652839151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,28712718.0,,,,,,,,,,,759964.0,-0.02,0.0,,,-4025836.0,,,3350843.0,,,,-4025836.0,,4025836.0,,-2073575.0,,,,,,,,,571738.0,,-10091.0,,,627840348.0,,,,,,5962718.0,,725655.0,-1952261.0,22750000.0,,,,,,,,,-0.02,,,,81250000.0,,,,,654912726.0,,-1542286.0,-14710.0,81250000.0,,,,0.0,,,-265018.0,-1542286.0,,,,,,,,-409975.0,,,,,-279728.0,,,,5202754.0,,,,4025836.0,,,,,,,,,,851466.0,622842236.0,,,,,,,-1542286.0,656553066.0,,,,571738.0,,571738.0,,-265018.0,,,,655827411.0,-14710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,34332073.0,,,,,,,,,,,25658.0,-0.04,0.0,,,-6861992.0,,,3268354.0,,,,-6861992.0,,6861992.0,,-2608750.0,,,,,,,,,242065.0,,-3371515.0,,,624478924.0,,,,,,11582073.0,,355398.0,-4253242.0,22750000.0,,,,,,,619478920.0,,-0.04,,,,81250000.0,,,,,655322929.0,,-3361424.0,173600.0,81250000.0,,,,,,,-503273.0,-3361424.0,,,,,,,,-891818.0,,,,,-329673.0,,,,10556415.0,,,,6861992.0,,,,,,,,,,571738.0,619480850.0,,,,,,,-3361424.0,658810997.0,,,,242065.0,,242065.0,1000000.0,-503273.0,,,,658455599.0,-826400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,178072000.0,,657088000.0,,,,,,,,,,,,,,,,,3081740000.0,,,,,,,,,,,,,,,,,,,,,3120000.0,,,1651050000.0,,,,,,178072000.0,,211713000.0,,479016000.0,,,,2033000.0,,,,-65069000.0,,,,,,,,,,18409000.0,,,,,,,,,,,,,,,,,,,3016671000.0,,,,,,,388343000.0,,47236000.0,,,,,,167174000.0,,,,,,,,,,25000.0,,,,,,,,3300097000.0,,,,36715000.0,,36715000.0,,,,,,3088384000.0,,,41983000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,,,-177898000.0,725568000.0,139440000.0,,,,,,,67960000.0,135758000.0,,,0.21,255055000.0,292359000.0,,74110000.0,3251102000.0,,,,,,73220000.0,,38241000.0,,,,528207000.0,,,,,,,,725568000.0,35507000.0,,,1676769000.0,3141164000.0,,156601000.0,,,197361000.0,,292359000.0,65726000.0,528207000.0,,,,156601000.0,,,139572000.0,-177898000.0,0.21,,,,156273000.0,,,,54593000.0,18873000.0,,32921000.0,,158998000.0,,67960000.0,,,,,,57808000.0,,1676769000.0,388635000.0,,3433523000.0,,3073204000.0,7918000.0,-890000.0,35507000.0,197361000.0,,,388635000.0,,54593000.0,,,140284000.0,25000.0,65330000.0,140284000.0,115615000.0,,,135758000.0,38356000.0,,,,,25000.0,3073204000.0,,,,,,32921000.0,3433523000.0,,,,135758000.0,3251102000.0,135758000.0,,,,7494000.0,139572000.0,3141164000.0,,,38356000.0,,18873000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
