date,annualLongTermDebt,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,quarterlyBasicEPS,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyTotalAssets,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicEPS,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,quarterlyInventory,trailingTotalRevenue,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyInvestingCashFlow,annualNetPPE,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBeginningCashPosition,annualInterestExpense,annualCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,annualDilutedEPS,trailingRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingGrossProfit,trailingDeferredIncomeTax,annualTaxProvision,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,annualInventory,quarterlyEbitda,trailingTaxProvision,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,annualChangeInInventory,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1993-12-31,933100000.0,-273400000.0,,-12900000.0,901700000.0,430000000.0,,,,933100000.0,795300000.0,,6380700000.0,510900000.0,4705500000.0,,1086900000.0,,,,,,2457200000.0,-12000000.0,,,1948100000.0,2501200000.0,,37300000.0,,6380700000.0,-87400000.0,295900000.0,141600000.0,,-665600000.0,141600000.0,380500000.0,0.42,,34800000.0,34800000.0,585000000.0,141600000.0,,0.0,,793500000.0,775900000.0,,460800000.0,,,0.0,1908500000.0,,130100000.0,-112700000.0,4042800000.0,,-69200000.0,1948100000.0,,746700000.0,,684800000.0,322000000.0,80300000.0,,31000000.0,,662700000.0,,20700000.0,3856600000.0,1089400000.0,,,430000000.0,6300000.0,34800000.0,,,34800000.0,-11100000.0,41100000.0,112600000.0,1675200000.0,321130435.0,,,,,,125800000.0,,662700000.0,,6372800000.0,510900000.0,-2330000000.0,,1598000000.0,23600000.0,,0.0,,,0.41,,,677100000.0,,322000000.0,-6300000.0,,48800000.0,,,284400000.0,,-654500000.0,,901700000.0,2457200000.0,,-2330000000.0,,125800000.0,4285500000.0,6972900000.0,684800000.0,,76500000.0,321130435.0,4042800000.0,8000000.0,2687400000.0,,4705500000.0,,92200000.0,,-31400000.0,,775900000.0,296600000.0,,,,,216300000.0,-82400000.0,,,510900000.0,,-71700000.0,,-31900000.0,2501200000.0,-60700000.0,218100000.0,6372800000.0,,,,,1893900000.0,,1675200000.0,585000000.0,1908500000.0,3856600000.0,1764000000.0,-161500000.0,182200000.0,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,28500000.0,828500000.0,432100000.0,,0.43,,990900000.0,,,6575500000.0,,4798900000.0,,1092100000.0,,,,,,,,,,2011000000.0,,,27400000.0,,,,,136200000.0,,,136200000.0,393200000.0,,,63300000.0,63300000.0,588000000.0,136200000.0,316744186.0,,,,803200000.0,,472200000.0,,,0.0,,,,-113300000.0,,,-69200000.0,,,,,732100000.0,,79000000.0,,31100000.0,,766000000.0,,24000000.0,4002400000.0,,,,,-200000.0,,,,,,,,,,,,,,,132100000.0,,,,,,,,,,,34800000.0,0.43,,,,,684400000.0,,430800000.0,,,-31200000.0,,,,,,,,2503300000.0,,-2367700000.0,,,,,,,68800000.0,,4032900000.0,,,,,,,,-53800000.0,,,291200000.0,,,,,212200000.0,35700000.0,316744186.0,,,,,,-55300000.0,2568200000.0,,205000000.0,6400600000.0,,,,,,,1776600000.0,,1991400000.0,,1776500000.0,-82100000.0,106100000.0,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,-36200000.0,787900000.0,438700000.0,,0.47,,933000000.0,,,6608000000.0,,4822800000.0,,1128700000.0,,,,,,,,,,1968400000.0,,,45200000.0,,,,,151500000.0,,,151500000.0,404100000.0,,,27100000.0,27100000.0,596700000.0,151500000.0,322340426.0,,,,807000000.0,,485300000.0,,,0.0,,,,-64500000.0,,,-70800000.0,,,,,768300000.0,,83400000.0,,32300000.0,,750700000.0,,7400000.0,3935800000.0,,,,,-6400000.0,,,,,,,,,,,,,,,139100000.0,,,,,,,,,,,0.0,0.47,,,,,701400000.0,,411200000.0,,,55300000.0,,,,,,,,2605200000.0,,-2409900000.0,,,,,,,75200000.0,,4072100000.0,,,,,,,,10000000.0,,,299500000.0,,,,,216100000.0,-98900000.0,322340426.0,,,,,,-117700000.0,2648900000.0,,226700000.0,6482000000.0,,,,,,,1785200000.0,,1967400000.0,,1830100000.0,-119800000.0,127200000.0,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,2000000.0,821900000.0,440500000.0,,0.44,,934400000.0,,,6773000000.0,,4979300000.0,,1166200000.0,,,,,,,,,,1983200000.0,,,55400000.0,,,,,141800000.0,,,141800000.0,406900000.0,,,29100000.0,29100000.0,608300000.0,141800000.0,322272727.0,,,,823400000.0,,488200000.0,,,0.0,,,,-119500000.0,,,-70900000.0,,,,,728500000.0,,81400000.0,,33000000.0,,818200000.0,,87200000.0,3998800000.0,,,,,-1900000.0,,,,,,,,,,,,,,,135100000.0,,,,,,,,,,,0.0,0.44,,,,,670600000.0,,465200000.0,,,-128000000.0,,,,,,,,2703600000.0,,-2371600000.0,,,,,,,60100000.0,,4161100000.0,,,,,,,,-23400000.0,,,263800000.0,,,,,182400000.0,-95300000.0,322272727.0,,,,,,17000000.0,2930700000.0,,201900000.0,6532700000.0,,,,,,,1793700000.0,,2015600000.0,,1836800000.0,-129600000.0,216800000.0,,,,,,,,,,,,,,,,,,,
1994-12-31,929500000.0,-281800000.0,,-5300000.0,929000000.0,438700000.0,,,,929500000.0,811500000.0,,6715700000.0,535100000.0,4905800000.0,,1210800000.0,,,,,,2595800000.0,-3200000.0,,,1981000000.0,2753200000.0,,10000000.0,,6715700000.0,-237200000.0,329600000.0,105600000.0,,-442800000.0,105600000.0,415800000.0,1.616505,,23800000.0,23800000.0,612800000.0,105600000.0,,0.0,,819100000.0,804200000.0,,501600000.0,,,0.0,2058800000.0,,138000000.0,-145500000.0,4199400000.0,,-70900000.0,1981000000.0,,669000000.0,,771800000.0,358000000.0,85800000.0,,33000000.0,,706400000.0,,65200000.0,4039800000.0,1148700000.0,,-52200000.0,438700000.0,6000000.0,23800000.0,,,23800000.0,-113100000.0,34800000.0,129400000.0,1809900000.0,331022823.0,,,,,,134400000.0,,706400000.0,,6604000000.0,535100000.0,-2404600000.0,,1620000000.0,31800000.0,,0.0,,,1.616505,,,710000000.0,,358000000.0,-11000000.0,,-9200000.0,,,276400000.0,,-485200000.0,,929000000.0,2595800000.0,,-2404600000.0,,134400000.0,4595500000.0,7364200000.0,771800000.0,,72300000.0,331022823.0,4199400000.0,-2500000.0,2768700000.0,,4905800000.0,,183800000.0,,64000000.0,,804200000.0,294200000.0,,,,,208400000.0,-78700000.0,,,535100000.0,,-224300000.0,,-68300000.0,2753200000.0,-55500000.0,177900000.0,6604000000.0,,,,,1949600000.0,,1809900000.0,612800000.0,2058800000.0,4039800000.0,1920800000.0,-153700000.0,218900000.0,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,19500000.0,871200000.0,445300000.0,,0.34,,970900000.0,,,7080000000.0,,5044100000.0,,1262400000.0,,,,,,,,,,2049100000.0,,,-2800000.0,,,,,108700000.0,,,108700000.0,441700000.0,,,43300000.0,43300000.0,632900000.0,108700000.0,319705882.0,,,,892100000.0,,528900000.0,,,0.0,,,,-164100000.0,,,-70500000.0,,,,,839300000.0,,87200000.0,,37300000.0,,644600000.0,,51000000.0,4307000000.0,,,,,-8700000.0,,,,,,,,,,,,,,,142700000.0,,,,,,,,,,,23800000.0,0.34,,,,,752200000.0,,547400000.0,,,-14900000.0,,,,,,,,2630700000.0,,-2527800000.0,,,,,,,69700000.0,,4399500000.0,,,,,,,,-34900000.0,,,310500000.0,,,,,223300000.0,-16600000.0,319705882.0,,,,,,,2753200000.0,,178400000.0,6927300000.0,,,,,,,2035900000.0,,2257900000.0,,2014600000.0,-149200000.0,200200000.0,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,-11800000.0,867400000.0,453100000.0,,0.51,,965900000.0,,,7255600000.0,,5101700000.0,,1326900000.0,,,,,,,,,,2056900000.0,,,30300000.0,,,,,163300000.0,,,163300000.0,475400000.0,,,31500000.0,31500000.0,637900000.0,163300000.0,320196078.0,,,,918600000.0,,567600000.0,,,0.0,,,,-126800000.0,,,-72100000.0,,,,,877800000.0,,92200000.0,,38300000.0,,651800000.0,,91500000.0,4373900000.0,,,,,-6100000.0,,,,,,,,,,,,,,,142900000.0,,,,,,,,,,,0.0,0.51,,,,,825100000.0,,571800000.0,,,-51400000.0,,,,,,,,2737600000.0,,-2624300000.0,,,,,,,80200000.0,,4449900000.0,,,,,,,,73100000.0,,,349700000.0,,,,,257500000.0,-51900000.0,320196078.0,,,,,,,2882600000.0,,243500000.0,7074200000.0,,,,,,,2153900000.0,,2317000000.0,,2152000000.0,-75400000.0,166900000.0,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,-300000.0,930900000.0,459600000.0,,0.65,,976800000.0,,,7264900000.0,,5116000000.0,,1355400000.0,,,,,,,,,,2062600000.0,,,82500000.0,,,,,208600000.0,,,208600000.0,481700000.0,,,31200000.0,31200000.0,626200000.0,208600000.0,320923077.0,,,,917800000.0,,576500000.0,,,0.0,,,,-44200000.0,,,-72100000.0,,,,,674900000.0,,94800000.0,,35200000.0,,725800000.0,,116700000.0,4242900000.0,,,,,8000000.0,,,,,,,,,,,,,,,141000000.0,,,,,,,,,,,0.0,0.65,,,,,856900000.0,,574500000.0,,,56300000.0,,,,,,,,2872300000.0,,-2639900000.0,,,,,,,113800000.0,,4390200000.0,,,,,,,,-104400000.0,,,375200000.0,,,,,280400000.0,-260500000.0,320923077.0,,,,,,,3363200000.0,,322400000.0,7030100000.0,,,,,,,2148900000.0,,2180300000.0,,2212300000.0,-187700000.0,304400000.0,,,,,,,,,,,,,,,,,,,
1995-12-31,1984700000.0,-348200000.0,,-923600000.0,2163500000.0,974900000.0,,,,1984700000.0,186700000.0,,11439200000.0,33200000.0,7625400000.0,,4301700000.0,,,,,,3650400000.0,-34100000.0,,,3682700000.0,3593900000.0,,-1297200000.0,,11439200000.0,-1294000000.0,581700000.0,-447400000.0,,-553800000.0,-447400000.0,1908700000.0,0.06,,221600000.0,221600000.0,723100000.0,-447400000.0,,0.0,,1653000000.0,1426100000.0,,2216200000.0,,828500000.0,0.0,3869600000.0,828500000.0,-1189800000.0,-218700000.0,6053300000.0,121400000.0,-133500000.0,3682700000.0,,931600000.0,,817800000.0,888300000.0,307500000.0,,137300000.0,,743600000.0,,-145200000.0,7552300000.0,2234700000.0,,-137800000.0,974900000.0,-34100000.0,221600000.0,,,221600000.0,-72300000.0,1137800000.0,245500000.0,3813800000.0,553333333.0,,,,,,488100000.0,,743600000.0,,10919900000.0,33200000.0,-4866600000.0,,3307500000.0,-330000000.0,,0.0,,,0.06,,,3108000000.0,,888300000.0,-916200000.0,,-62300000.0,,,153500000.0,,-817600000.0,,2163500000.0,3650400000.0,,-4866600000.0,,488100000.0,8246400000.0,13788600000.0,817800000.0,,-110200000.0,553333333.0,6053300000.0,-40900000.0,5542200000.0,,7625400000.0,,114000000.0,,32100000.0,,1426100000.0,1199300000.0,,,,,891800000.0,-965000000.0,,,33200000.0,,-527900000.0,,,3593900000.0,-191300000.0,-557600000.0,10919900000.0,,,,,3889200000.0,,3813800000.0,723100000.0,3869600000.0,7552300000.0,7409700000.0,-405300000.0,260100000.0,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,-41100000.0,1921100000.0,968700000.0,,0.56,,1983100000.0,,,11489700000.0,,7773300000.0,,1895000000.0,,,,,,,,,,3696900000.0,,,41700000.0,,,,,314800000.0,,,314800000.0,761500000.0,,,180500000.0,180500000.0,745100000.0,314800000.0,572363636.0,,,,1458900000.0,,900500000.0,,,0.0,,793800000.0,,-147100000.0,,,-72200000.0,,,,,712100000.0,,139000000.0,,51600000.0,,787000000.0,,8700000.0,7288500000.0,,,,,12100000.0,,,,,,,,,,,,,,,458500000.0,-1200000.0,,,,,,,,,,221600000.0,0.55,,,,,1393800000.0,,958400000.0,,,-10300000.0,,,,,,,,3958400000.0,,-4712000000.0,,,,,,,156900000.0,,6192500000.0,,,,,,,,-298200000.0,,,632300000.0,,,,,493300000.0,-49600000.0,562142857.0,,,118700000.0,,,,3908700000.0,,471700000.0,10904500000.0,,,,,,,3716400000.0,,3591600000.0,,3288800000.0,-146900000.0,155600000.0,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,-84600000.0,1891800000.0,898300000.0,,0.64,,1884400000.0,,,11117100000.0,,7590800000.0,,1953300000.0,,,,,,,,,,3564200000.0,,,118200000.0,,,,,364700000.0,,,364700000.0,766100000.0,,,95900000.0,95900000.0,781500000.0,364700000.0,569843750.0,,,,1364500000.0,,906200000.0,,,0.0,,814500000.0,,9100000.0,,,-130100000.0,,,,,568700000.0,,140100000.0,,50500000.0,,712800000.0,,353300000.0,6878500000.0,,,,,-5700000.0,,,,,,,,,,,,,,,415600000.0,-242700000.0,,,,,,,,,,0.0,0.64,,,,,1394400000.0,,853800000.0,,,-57600000.0,,,,,,,,4020300000.0,,-5114600000.0,,,,,,,181400000.0,,6063500000.0,,,,,,,,37200000.0,,,628300000.0,,,,,488200000.0,-635700000.0,569843750.0,,,39200000.0,,,,4588200000.0,,546100000.0,11178100000.0,,,,,,,3526300000.0,,3314300000.0,,3347700000.0,-188700000.0,542000000.0,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,-10800000.0,1947400000.0,907500000.0,,0.67,,1744200000.0,,,11362900000.0,,7886900000.0,,1881700000.0,,,,,,,,,,3464200000.0,,,77900000.0,,,,,377200000.0,,,377200000.0,710200000.0,,,85100000.0,85100000.0,812500000.0,377200000.0,571515152.0,,,,1367500000.0,,848200000.0,,,0.0,,780400000.0,,-80100000.0,,,-129500000.0,,,,,456800000.0,,138000000.0,,43000000.0,,544300000.0,,239000000.0,6804600000.0,,,,,8200000.0,,,,,,,,,,,,,,,413700000.0,-2100000.0,,,,,,,,,,0.0,0.66,,,,,1394000000.0,,936200000.0,,,-48300000.0,,,,,,,,4312600000.0,,-4860600000.0,,,,,,,189900000.0,,6562200000.0,,,,,,,,-54500000.0,,,683800000.0,,,,,545800000.0,-391400000.0,562985075.0,,,24800000.0,,,,5644900000.0,,567100000.0,11422800000.0,,,,,,,3476000000.0,,3340400000.0,,3275700000.0,-221700000.0,460700000.0,,,,,,,,,,,,,,,,,,,
1996-12-31,1738600000.0,-461500000.0,,-1900000.0,2260600000.0,926100000.0,,,,1738600000.0,2104600000.0,,11845700000.0,1403800000.0,8306500000.0,,1950400000.0,,,,,,4483100000.0,-64300000.0,,,3427000000.0,4506800000.0,,49900000.0,,11845700000.0,-1179600000.0,561000000.0,347100000.0,,-633000000.0,347100000.0,702900000.0,2.49,,83200000.0,83200000.0,762300000.0,347100000.0,,0.0,,2053700000.0,1348300000.0,,846800000.0,,942100000.0,0.0,3686900000.0,942100000.0,287700000.0,-414900000.0,6813300000.0,207900000.0,-129700000.0,3427000000.0,,1674200000.0,,576500000.0,849800000.0,143900000.0,,41600000.0,,551100000.0,,189500000.0,7113900000.0,2614700000.0,,-348800000.0,926100000.0,2400000.0,83200000.0,,,83200000.0,-204700000.0,221600000.0,186700000.0,3539200000.0,571189189.0,,,,,,446800000.0,-102800000.0,551100000.0,,11927200000.0,1403800000.0,-5113900000.0,,2854000000.0,40500000.0,,0.0,,,2.49,,,1373200000.0,,849800000.0,-138400000.0,,-88500000.0,,,700800000.0,,-883700000.0,,2260600000.0,4483100000.0,,-5113900000.0,,446800000.0,7680400000.0,13149100000.0,576500000.0,,172600000.0,563775100.0,6813300000.0,17000000.0,5468700000.0,,8306500000.0,,790500000.0,,251200000.0,,1348300000.0,670300000.0,,,,,526400000.0,-102900000.0,,,1403800000.0,25200000.0,-141600000.0,,,4506800000.0,15900000.0,519700000.0,11927200000.0,,,,,3415000000.0,,3539200000.0,762300000.0,3686900000.0,7113900000.0,3323600000.0,-326400000.0,515900000.0,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,77900000.0,2185600000.0,889000000.0,,0.66,,1725600000.0,,,11423800000.0,,7885100000.0,,1875700000.0,,,,,,,,,,3238900000.0,,,49800000.0,,,,,364200000.0,,,369000000.0,648000000.0,,,161100000.0,161100000.0,624300000.0,369000000.0,567692308.0,,,,1318300000.0,,817600000.0,,,0.0,,965600000.0,,365100000.0,,,-129700000.0,,,,,334100000.0,,120900000.0,,43300000.0,,1038000000.0,,126300000.0,6736400000.0,,,,,13600000.0,,,,,,,,,,,,,,,398000000.0,-255600000.0,,,,,,,,,,83200000.0,0.65,,,,,1361900000.0,,977800000.0,,,-61400000.0,,,,,,,,4422300000.0,,-4229000000.0,,,,,,,171000000.0,,5881500000.0,,,,,,,,41700000.0,,,665200000.0,,,,,544300000.0,-593300000.0,559090909.0,48700000.0,,33800000.0,,,,4875800000.0,,535200000.0,10110500000.0,,,,,,,3538700000.0,,3497500000.0,,3237600000.0,-179800000.0,306100000.0,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,-71100000.0,1954100000.0,888500000.0,,0.65,,1668200000.0,,,11126600000.0,,7819200000.0,,1811000000.0,,,,,,,,,,3179600000.0,,,62100000.0,,,,,350800000.0,,,363500000.0,647500000.0,,,90000000.0,90000000.0,622900000.0,363500000.0,559230769.0,,,,1319900000.0,,818900000.0,,,0.0,,984600000.0,,-155600000.0,,,-134200000.0,,,,,239000000.0,,121100000.0,,40000000.0,,853000000.0,,83200000.0,6296700000.0,,,,,-5300000.0,,,,,,,,,,,,,,,295000000.0,-31800000.0,,,,,,,,,,0.0,0.65,,,,,1313300000.0,,924000000.0,,,-29700000.0,,,,,,,,4617500000.0,,-4290400000.0,,,,,,,153600000.0,,5981600000.0,,,,,,,,-495500000.0,,,615500000.0,,,,,494400000.0,-260900000.0,559230769.0,50300000.0,,-1400000.0,,,,5239300000.0,,504400000.0,10272000000.0,,,,,,,3307400000.0,,3117100000.0,,3124300000.0,-262200000.0,345400000.0,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,11500000.0,1901200000.0,925900000.0,,0.57,,1691100000.0,,,11305300000.0,,7916900000.0,,1817200000.0,,,,,,,,,,3299400000.0,,,30500000.0,,,,,316000000.0,,,316000000.0,640800000.0,,,101500000.0,101500000.0,682400000.0,316000000.0,554385965.0,,,,1325300000.0,,811600000.0,,,0.0,,1023000000.0,,-273100000.0,,,-134200000.0,,,,,698800000.0,,119800000.0,,35000000.0,,871400000.0,,115400000.0,6820800000.0,,,,,9700000.0,,,,,,,,,,,,,,,311800000.0,-444400000.0,,,,,,,,,,0.0,0.57,,,,,1278100000.0,,921400000.0,,,-26200000.0,,,,,,,,4269700000.0,,-4276300000.0,,,,,,,139500000.0,,6022500000.0,,,,,,,,-182700000.0,,,586300000.0,,,,,466500000.0,-81400000.0,554385965.0,51000000.0,,4800000.0,,44500000.0,,5872200000.0,,455500000.0,10298800000.0,,,,,,,3388400000.0,,3521400000.0,,3095300000.0,-250600000.0,366000000.0,,,,,,,,,,,,,,,,,,,
1997-12-31,1803900000.0,-530600000.0,,-10700000.0,2296100000.0,887100000.0,,,,1803900000.0,1317100000.0,,11266000000.0,901500000.0,7777000000.0,,1977800000.0,,,,,,4125300000.0,-49500000.0,,,3271800000.0,4871500000.0,,-417100000.0,,11266000000.0,-1093200000.0,490900000.0,-147000000.0,,-305800000.0,-147000000.0,641600000.0,1.62,,90800000.0,90800000.0,580800000.0,-147000000.0,,0.0,,1784300000.0,1319500000.0,,832500000.0,,594800000.0,0.0,3706300000.0,594800000.0,-274700000.0,-242200000.0,5600600000.0,49200000.0,-132500000.0,3271800000.0,,1406600000.0,,663100000.0,747100000.0,129100000.0,,46500000.0,,1581600000.0,,137400000.0,6978100000.0,2275200000.0,,-910600000.0,887100000.0,71800000.0,90800000.0,,,90800000.0,-141100000.0,83200000.0,164800000.0,3489000000.0,559937888.0,,,,,,472400000.0,-178800000.0,1581600000.0,,9756200000.0,901500000.0,-4155600000.0,,2577900000.0,11200000.0,,0.0,,,1.61,,,1111600000.0,,747100000.0,7600000.0,,-23800000.0,,,433100000.0,,-944300000.0,,2296100000.0,4125300000.0,,-4155600000.0,,472400000.0,7481700000.0,12546600000.0,663100000.0,,-31000000.0,556481481.0,5600600000.0,89800000.0,5064900000.0,,7777000000.0,,462300000.0,211800000.0,587000000.0,,1319500000.0,408200000.0,,,,,279100000.0,-157600000.0,,61800000.0,884000000.0,12000000.0,-576900000.0,-251400000.0,,4871500000.0,-43700000.0,-178000000.0,9756200000.0,,,,,3280600000.0,,3489000000.0,580800000.0,3706300000.0,6978100000.0,3089400000.0,-251700000.0,389100000.0,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,8500000.0,2029300000.0,890300000.0,,0.53,,1805700000.0,,,11289100000.0,,7876500000.0,,1760500000.0,,,,,,,,,,3298700000.0,,,23400000.0,,,,,297600000.0,,,297600000.0,653100000.0,,,99300000.0,99300000.0,602700000.0,297600000.0,561509434.0,,,,1295900000.0,,829600000.0,,,0.0,,1376000000.0,,-165300000.0,,,-131400000.0,,,,,568200000.0,,123600000.0,,48200000.0,,878900000.0,,271400000.0,6814400000.0,,,,,-16600000.0,,,,,,,,,,,,,,,453500000.0,-9100000.0,,,,,,,,,,90800000.0,0.53,,,,,1288100000.0,,918200000.0,,,-30000000.0,,,,,,,,4299100000.0,,-4249300000.0,,,,,,,129600000.0,,5621600000.0,,,,,,,,-39700000.0,,,582100000.0,,,,,458500000.0,-232900000.0,561509434.0,52900000.0,,18200000.0,,,,5037700000.0,,427200000.0,9870900000.0,,,,,,,3412600000.0,,3515700000.0,,3048600000.0,-135300000.0,406700000.0,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,-20400000.0,1991600000.0,881900000.0,,0.54,,2089200000.0,,,11441900000.0,,8168900000.0,,1722800000.0,,,,,,,,,,3605600000.0,,,13500000.0,,,,,300100000.0,,,300100000.0,670300000.0,,,78900000.0,78900000.0,634500000.0,300100000.0,555740741.0,,,,1270200000.0,,849800000.0,,,0.0,,1388200000.0,,-415800000.0,,,-139300000.0,,,,,487400000.0,,124700000.0,,48900000.0,,1086700000.0,,29900000.0,6976000000.0,,,,,4800000.0,,,,,,,,,,,,,,,423200000.0,-151800000.0,,,,,,,,,,0.0,0.54,,,,,1318500000.0,,891400000.0,,,16400000.0,,,,,,,,4276400000.0,,-4452900000.0,,,,,,,127000000.0,,5694000000.0,,,,,,,,-23000000.0,,,593400000.0,,,,,468700000.0,-99600000.0,555740741.0,54800000.0,,6400000.0,,,,5364700000.0,,427100000.0,10146900000.0,,,,,,,3273000000.0,,3370400000.0,,3041300000.0,-465100000.0,495000000.0,,,,,,,,,,,,,,,,,,,
