,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualTotalRevenue,trailingTotalRevenue,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualOperatingIncome,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingFreeCashFlow,annualOtherShortTermInvestments,annualCurrentDebt,annualCommonStockIssuance,annualFreeCashFlow,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyEbitda,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,trailingNetIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOperatingExpense,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,annualTotalAssets,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualOperatingCashFlow,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingRepaymentOfDebt,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualPurchaseOfInvestment,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,annualInventory,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingDeferredIncomeTax,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyDilutedEPS,trailingChangesInAccountReceivables,quarterlyBasicAverageShares,annualBasicAverageShares,annualChangeInInventory,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualDilutedEPS
899164800,,,8100000.0,,,,,,,8600000.0,,,,,,,,,,-99400000.0,,60500000.0,,,-323900000.0,,534800000.0,,,,,-215300000.0,310600000.0,,,474300000.0,,-30200000.0,,,43200000.0,,7932800000.0,,,,,5582500000.0,,,,,,43500000.0,,,,,,,,,,,,1615700000.0,,,,,333200000.0,,,22200000.0,,,,,-10200000.0,,,,50500000.0,5228000000.0,,,,,,-163700000.0,,,,,-1297600000.0,,6505100000.0,,,,,,,,,,,,,,,-311000000.0,,,92500000.0,,,-4900000.0,,-17100000.0,,,-116500000.0,,,,1400000.0,,95700000.0,,,,,,,,,,,,,,,,,,,91900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,-28300000.0,,,,,,,11300000.0,,,,,,,,,,-113000000.0,,64900000.0,,,-429900000.0,,554400000.0,,,,,-1606100000.0,326100000.0,,,489500000.0,,46600000.0,,,45200000.0,,13043300000.0,,,,,9345100000.0,,,,,,52800000.0,,,,,,,,,,,,3358900000.0,,,,,43600000.0,,,-1698600000.0,,,,,40400000.0,,,,52800000.0,7745900000.0,,,,,,-163400000.0,,,,62200000.0,-156100000.0,,11034500000.0,,,,,,,,,,,,,,,-1742200000.0,,,97300000.0,,,-17100000.0,,-11100000.0,,,1561700000.0,,,,-900000.0,,136100000.0,,,,,,,,,,,,,,,,,,,22200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,,14695000.0,,,,1405559000.0,,76900000.0,22754000.0,642212000.0,,,,,,92600000.0,-2108593000.0,129195000.0,-99548000.0,,93012000.0,,,-372313000.0,,-692476000.0,,37654000.0,,129195000.0,-345493000.0,463759000.0,2275457000.0,,-785488000.0,,-16746000.0,,1366966000.0,7398000.0,,13277000000.0,9867791000.0,167253000.0,126000.0,,9867791000.0,236230000.0,763347000.0,,109699000.0,7973372000.0,94730000.0,-409348000.0,63209000.0,50754000.0,,,,,-15705000.0,,,278812000.0,3409209000.0,133598000.0,58134000.0,,3409209000.0,2088957000.0,,,-174132000.0,,13277000000.0,,,35300000.0,,,,18753000.0,7973372000.0,1366966000.0,-372313000.0,529415000.0,,,1249247000.0,717933000.0,,129195000.0,,-338413000.0,,11127643000.0,,,,,,,,,,129195000.0,717933000.0,921024000.0,129195000.0,11127643000.0,-523608000.0,,,138118000.0,-1942724000.0,,-6300000.0,,5460000.0,,-722371000.0,22613000.0,,,,26696000.0,,178115000.0,-2102032000.0,419918000.0,11850014000.0,-20700000.0,,,,,-722371000.0,,,126000.0,,,,,,11850014000.0,-22000000.0,,,-5540000.0,58134000.0,1592113000.0,,19496000.0,-2638008000.0,-55523000.0,-1867913000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,46600000.0,,,,,,,14700000.0,,,,,,,,,,-105200000.0,,92100000.0,,,-421100000.0,,786100000.0,,,,,-53700000.0,459500000.0,,,694000000.0,,-129200000.0,,,58300000.0,,13396600000.0,,,,,9743200000.0,,,,,,67400000.0,,,,,,,,,,,,3314000000.0,,,,,51400000.0,,,-79200000.0,,,,,-60100000.0,,,,65600000.0,8262700000.0,,,,,,-234500000.0,,,,57300000.0,-809000000.0,,11341600000.0,,,,,,,,,127600000.0,,,,,,-130600000.0,6000000.0,,141100000.0,,,-4500000.0,,-35900000.0,,,-36400000.0,,,,-38700000.0,,76900000.0,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,-60000000.0,,,,,,,14900000.0,,,,,,,,,,-102200000.0,,92900000.0,,,-469900000.0,,792500000.0,,,,,38100000.0,467100000.0,,,699600000.0,,107800000.0,,,60000000.0,,13454800000.0,,,,,9824000000.0,,,,,,67300000.0,,,,,,,,,,,,3291300000.0,,,,,131700000.0,,,-38200000.0,,,,,56200000.0,-9300000.0,,,67300000.0,8274600000.0,,,,,,-232500000.0,,63900000.0,,41400000.0,-156000000.0,,11489400000.0,,,,-3400000.0,,,,,,,,,,,-169900000.0,,,142700000.0,,,-2300000.0,,-37100000.0,,,-115300000.0,,,,54500000.0,,208000000.0,,,,,,,,,,,,,,,,,,,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,-16600000.0,,,,,,,15900000.0,,,,,,,,,,-82600000.0,,96400000.0,,,-515100000.0,,826600000.0,,,,,-156200000.0,489700000.0,,,730200000.0,,-8400000.0,,,66100000.0,,13880900000.0,,,,,10290700000.0,,,,,,87200000.0,,,,,,,,,,,,3250700000.0,,,,,-7200000.0,,98900000.0,-322000000.0,,,,,39900000.0,,,,74800000.0,8541700000.0,,,,,,-240500000.0,,,,40800000.0,-308700000.0,,11616200000.0,,,,,,,,,145000000.0,,0.0,,,,-314800000.0,,,144000000.0,,,-44100000.0,,-58300000.0,,,117300000.0,,,,-46100000.0,,158600000.0,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,44852000.0,,,,1892703000.0,,48400000.0,20443000.0,854245000.0,,,,,,2100000.0,-721205000.0,157632000.0,-225819000.0,,112604000.0,,,-551251000.0,,-1157051000.0,,-11605000.0,,157632000.0,-549405000.0,476303000.0,935868000.0,,-1269655000.0,,18195000.0,,1573759000.0,-12486000.0,,14223243000.0,9155988000.0,204385000.0,-5852000.0,,9155988000.0,316100000.0,1038458000.0,,129195000.0,8768951000.0,94200000.0,-515819000.0,,65843000.0,,,,,14852000.0,,,394004000.0,2458905000.0,167314000.0,39556000.0,,2458905000.0,759968000.0,,157632000.0,-173476000.0,,14223243000.0,,-3374000.0,12400000.0,,,,-3315000.0,8768951000.0,1573759000.0,-551251000.0,627056000.0,,,1745958000.0,882453000.0,56152000.0,157632000.0,39600000.0,-320189000.0,,11703171000.0,,39600000.0,,26000.0,,,0.0,,98900000.0,157632000.0,882453000.0,1248249000.0,157632000.0,11703171000.0,-732961000.0,,,151693000.0,-339065000.0,,-9200000.0,,85096000.0,,-1098881000.0,48657000.0,,,,58737000.0,,183556000.0,-612876000.0,579593000.0,12802052000.0,-60100000.0,,,,274652000.0,-1098881000.0,,,-5852000.0,,,,,,12802052000.0,100000.0,,,-46204000.0,39556000.0,14257000.0,,28437000.0,-1348261000.0,-83125000.0,-1593889000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,-26050000.0,,,,,,,16064000.0,,,,,,,,,,-130727000.0,,101822000.0,,,-611653000.0,,310547000.0,,,,,-104224000.0,476192000.0,,-71344000.0,208725000.0,,-37995000.0,,,28892000.0,,14076463000.0,,,,,9104374000.0,,,,,,72033000.0,,,,,,,,,,,,2562310000.0,,39263000.0,229324000.0,,134436000.0,,117921000.0,-78878000.0,,,,,-93163000.0,0.0,,,38113000.0,8845110000.0,1552384000.0,,,,,267467000.0,,50041000.0,,,-615430000.0,0.0,11677462000.0,,,,,,,,,154924000.0,117921000.0,881194000.0,,117921000.0,,-213577000.0,,,158684000.0,,,58563000.0,,-14496000.0,,-1182869000.0,-67478000.0,,,,-37003000.0,,109353000.0,,,12860331000.0,,,,,,,,,-6632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,24847000.0,,,,,,,2075000.0,,6323000.0,,,,,,,,,9467000.0,-101773000.0,,27655000.0,-15574000.0,,-1761000.0,,,,,103245000.0,2591000.0,,,-1787000.0,39453000.0,40320000.0,,,-1501000.0,,48920000.0,,,,,33978000.0,,,,,,-1501000.0,,,,,0.0,,5329000.0,,,,,8685000.0,,,2810000.0,,-143723000.0,,6657000.0,71389000.0,,,,,3760000.0,226000.0,,,-1501000.0,22326000.0,7869000.0,,,,,4378000.0,,-1501000.0,,,615320000.0,,,,,,0.0,,,,,117921000.0,6657000.0,29616000.0,,6657000.0,,,,,10000.0,,,-2956000.0,,26974000.0,,,79895000.0,31584000.0,,,40952000.0,,-110332000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,-1044000.0,,,,,,,2581000.0,,8517000.0,,,,,,,,,10342000.0,25000.0,,29549000.0,-16220000.0,,-1615000.0,,,,,-43000.0,2852000.0,,,-1640000.0,41611000.0,1622000.0,,,-606000.0,,51953000.0,,,,,38066000.0,,,,,,-606000.0,,,,,0.0,,5051000.0,,,,,8185000.0,,,3120000.0,,-1403000.0,,7222000.0,-1402000.0,,,,,-5951000.0,767000.0,,,-606000.0,24498000.0,8388000.0,,,,,4492000.0,,-606000.0,,,0.0,,,,,,0.0,,,,,6657000.0,7222000.0,29645000.0,,7222000.0,,,,,10000.0,,,-7884000.0,,2172000.0,,,2010000.0,33223000.0,,,565000.0,,-43000.0,,,,,,,,,,,,,,,,0.0,,,-18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,-99460000.0,,,451207000.0,2020751000.0,,25552000.0,58819000.0,900568000.0,,,,,,,-127599000.0,223111000.0,,,430398000.0,,,-715288000.0,,1335719000.0,,18744000.0,,223111000.0,-126577000.0,2013428000.0,503990000.0,,905321000.0,,14797000.0,,1315836000.0,189324000.0,,13937945000.0,10533608000.0,223336000.0,0.0,,10533608000.0,347419000.0,1120183000.0,,157632000.0,8728582000.0,350215000.0,-501902000.0,49998000.0,65797000.0,-50828000.0,,,,-101707000.0,,,430472000.0,2340970000.0,186528000.0,38384000.0,,2340970000.0,514680000.0,,223111000.0,-67050000.0,,13937945000.0,,,120906000.0,,,,226132000.0,8728582000.0,1315836000.0,-715288000.0,701516000.0,,,1108107000.0,878568000.0,,223111000.0,,-1426021000.0,,11564414000.0,,,,,,,9132000.0,,7222000.0,223111000.0,878568000.0,1331040000.0,223111000.0,11564414000.0,,,,635388000.0,-1325000.0,,-50874000.0,,-70412000.0,,-1480719000.0,-574523000.0,,,,60965000.0,,702538000.0,-75941000.0,635678000.0,13045133000.0,-3151000.0,,,,,-1480719000.0,451207000.0,-50684000.0,0.0,,,,,,13045133000.0,,,,-55762000.0,38384000.0,-560096000.0,,65479000.0,-829115000.0,-161580000.0,-1426131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,65543000.0,,,,,,,13806000.0,,,,,,,,,,-128068000.0,,109126000.0,,,-768204000.0,,317703000.0,,,,,-53399000.0,489815000.0,,-13591000.0,208577000.0,,-118362000.0,,,30282000.0,,13742816000.0,,,,,9365701000.0,,,,,,62867000.0,,,,,,,,,,,,2106515000.0,,38091000.0,471851000.0,,66366000.0,,128312000.0,-55973000.0,,,,,-96076000.0,2711000.0,,,39467000.0,8747218000.0,1321520000.0,,,,,281238000.0,,,,,-562244000.0,,11486793000.0,,,,,,,,,214404000.0,128312000.0,538754000.0,,128312000.0,,-149855000.0,,,157925000.0,,,37155000.0,,-14362000.0,,-1547632000.0,-126575000.0,,,,-86092000.0,,96456000.0,,,13034425000.0,,,,,,,415727000.0,,-7441000.0,,,,,,,559000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,-4262000.0,,,,,,,12618000.0,,,,,,,,,,-134850000.0,,109211000.0,,,-824722000.0,,318381000.0,,,,,26532000.0,487640000.0,,-6842000.0,209170000.0,,30627000.0,,,36787000.0,,13673961000.0,,,,,9368009000.0,,,,,,70028000.0,,,,,,,,,,,,2077576000.0,,37798000.0,401283000.0,,115588000.0,,171669000.0,24686000.0,,,,,40603000.0,-28000.0,,,45964000.0,8730012000.0,1273148000.0,,,,,278470000.0,,,,,-105444000.0,,11481020000.0,,,,,,,,,128312000.0,171669000.0,537247000.0,,171669000.0,,-154967000.0,,,149969000.0,,,-24202000.0,,-13732000.0,,-1667869000.0,-162828000.0,,,,43357000.0,,181499000.0,,,13148889000.0,,,,,,,471428000.0,,-8405000.0,,,,,,,3604000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,-31690000.0,,,,,,,14049000.0,,,,,,,,,,-140694000.0,,111567000.0,,,-876789000.0,,326193000.0,,,,,276876000.0,499240000.0,,-92423000.0,214626000.0,,57616000.0,,,36416000.0,,13682873000.0,,,,,9450317000.0,,,,,,69812000.0,,,,,,,,,,,,2389084000.0,,37505000.0,370828000.0,,-153917000.0,,152824000.0,-126165000.0,,,,,12813000.0,-131000.0,,,52915000.0,8792090000.0,1361750000.0,,,,,284614000.0,,,,,-726828000.0,,11441596000.0,,,,,,,,,171669000.0,152824000.0,877366000.0,,152824000.0,,-131094000.0,,,149030000.0,,,-412000.0,,-5285000.0,,-1774155000.0,-82692000.0,,,,-18845000.0,,190012000.0,,,13215751000.0,,,,,,,483239000.0,,-10264000.0,,,,,,,3008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,33283000.0,,,544431000.0,2048835000.0,,110886000.0,24468000.0,833418000.0,,,,,,8003000.0,238426000.0,259760000.0,-160067000.0,,134988000.0,,,-927654000.0,,336033000.0,,77142000.0,,259760000.0,-11583000.0,572140000.0,309223000.0,-35077000.0,201045000.0,,107261000.0,,1451137000.0,44304000.0,,13810954000.0,9628915000.0,199149000.0,-9893000.0,,9628915000.0,282297000.0,1215417000.0,,223111000.0,8841378000.0,79590000.0,-563679000.0,,64941000.0,,,,,62874000.0,,,464892000.0,2243600000.0,147789000.0,37212000.0,,2243600000.0,281186000.0,,259760000.0,-121980000.0,,13810954000.0,,,153546000.0,51000.0,,,60803000.0,8841378000.0,1451137000.0,-927654000.0,803813000.0,,,371095000.0,877486000.0,,259760000.0,,-952549000.0,,11317221000.0,,,,,,,2603000.0,,152824000.0,259760000.0,877486000.0,1298310000.0,259760000.0,11317221000.0,-347429000.0,,,150701000.0,-164295000.0,,-50105000.0,,-6606000.0,,-1877175000.0,-115637000.0,,,,98229000.0,,335846000.0,-279432000.0,607625000.0,13194396000.0,-37564000.0,,,,,-1877175000.0,544431000.0,,-9893000.0,,,,,,13194396000.0,832000.0,,,-39985000.0,37212000.0,-487732000.0,,36649000.0,-565387000.0,-147933000.0,-2347065000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,21955000.0,,,,,,,11778000.0,,,,,,,,,,-123145000.0,,113999000.0,,,-985276000.0,,315634000.0,,,,,71542000.0,494332000.0,,-5399000.0,201635000.0,,-81009000.0,,,30142000.0,,13608590000.0,,,,,9505133000.0,,,,,,30142000.0,,,,,,,,,,,,2360571000.0,,37212000.0,,,2676000.0,,240247000.0,29791000.0,,,,,-120721000.0,,,,46641000.0,8812130000.0,1382800000.0,,,,,292697000.0,,,,,-461771000.0,,11242441000.0,,,,,,,,,254906000.0,240247000.0,877605000.0,,240247000.0,,-29908000.0,,,147805000.0,,,38014000.0,,-2472000.0,,-1950150000.0,-145900000.0,,,,-14659000.0,,101450000.0,,,13192591000.0,,,,,,,524594000.0,,-8573000.0,,,,,,,8110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,-92185000.0,,,,,,,11861000.0,,,,,,,,,,-149205000.0,,120959000.0,,,-909230000.0,,342387000.0,,,,,99916000.0,516534000.0,,-27169000.0,221428000.0,,-37954000.0,,,172142000.0,,14486003000.0,,,,,10268017000.0,,,,,,238813000.0,,,,,,,,,,,,2397020000.0,,37212000.0,,,499047000.0,,220196000.0,-648419000.0,,,,,-48832000.0,169162000.0,,,188478000.0,9597064000.0,1793297000.0,,,,,295106000.0,,,,,-353217000.0,,11725210000.0,,,,,,,,,240247000.0,220196000.0,814059000.0,,220196000.0,,-64271000.0,,,150593000.0,,,10859000.0,,-2768000.0,,-2009857000.0,464181000.0,,,,-20051000.0,,164187000.0,,,13735067000.0,,,,,,,484529000.0,,-7286000.0,,,,,,,6174000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,16222000.0,,,,,,,14483000.0,,,,,,,,,,-170410000.0,,129295000.0,,,-953053000.0,,359160000.0,,,,,203272000.0,550754000.0,,-458271000.0,229865000.0,,41699000.0,,,58204000.0,,14764596000.0,,,,,10126194000.0,,,,,,97812000.0,,,,,,,,,,,,2588428000.0,,37212000.0,,,75147000.0,,223846000.0,-143015000.0,,,,,48881000.0,76000.0,,,73887000.0,9549174000.0,1687153000.0,,,,,320889000.0,,,,,-1267975000.0,-132124000.0,12056434000.0,,,,,,,,,220196000.0,223846000.0,814178000.0,,223846000.0,,-60352000.0,,,152207000.0,,,1954000.0,,-3491000.0,,-2137099000.0,-116959000.0,,,,3650000.0,,263624000.0,,,14193533000.0,,,,,,,567707000.0,,-7081000.0,,,,,,,327076000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,41635000.0,,,,2185802000.0,,-2683000.0,23205000.0,938738000.0,,,,,,341445000.0,669000000.0,397129000.0,-153114000.0,,127053000.0,,,-961338000.0,,413085000.0,,-4224000.0,,397129000.0,294270000.0,624182000.0,202646000.0,400726000.0,285810000.0,,73040000.0,,1665654000.0,97899000.0,,14904502000.0,10412992000.0,422588000.0,-8109000.0,,10412992000.0,547348000.0,1247064000.0,,259760000.0,9546081000.0,150112000.0,-595874000.0,,61327000.0,,,,,-12373000.0,,,491306000.0,2594808000.0,358387000.0,37212000.0,,2594808000.0,-374224000.0,,397129000.0,-24087000.0,,14904502000.0,,,117989000.0,,,,113582000.0,9546081000.0,1665654000.0,-961338000.0,882990000.0,,,338372000.0,814273000.0,,397129000.0,,-20623000.0,-1665000.0,12027373000.0,,,,,,,,,223846000.0,397129000.0,814273000.0,1430044000.0,397129000.0,12027373000.0,-59459000.0,,,152367000.0,-1129139000.0,,-52368000.0,,-1830000.0,,-2222242000.0,-161213000.0,,,,168429000.0,,353729000.0,-785730000.0,602972000.0,14249615000.0,-1541000.0,,,,,-2222242000.0,,,-8109000.0,,,,,,14249615000.0,85000.0,,,-10561000.0,37212000.0,40109000.0,,137369000.0,-213990000.0,-90113000.0,-2103586000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,10649000.0,,,,,,,14727000.0,,,,,,,,,,-165481000.0,,126847000.0,,,-1014440000.0,,348671000.0,,,,,-2409000.0,547790000.0,,-51736000.0,221824000.0,,-150288000.0,,,55140000.0,,14974190000.0,,,,,10538342000.0,,,,,,55140000.0,,,,,,,,,,,,2495066000.0,,37212000.0,,,73117000.0,,406941000.0,-149882000.0,,,,,-181859000.0,4275000.0,,,70822000.0,9803899000.0,1589560000.0,,,,,325966000.0,,57103000.0,,,-509626000.0,-174394000.0,12163817000.0,,,,1963000.0,,,,,397129000.0,406941000.0,814393000.0,,406941000.0,,-60439000.0,,,151365000.0,,,67806000.0,,-2835000.0,,-2287543000.0,101664000.0,,,,9812000.0,31785000.0,58030000.0,,,14451360000.0,,,,,,,,,6654000.0,,,,,,,830000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,31285000.0,,,,,,,16391000.0,,,,,,,,,,-165557000.0,,124863000.0,,,-1077575000.0,,355454000.0,,,,,209785000.0,566317000.0,,14430000.0,229612000.0,,40239000.0,,,50292000.0,,14826185000.0,,,,,10471246000.0,,,,,,101125000.0,,,,,,,,,,,,2457307000.0,,37212000.0,,,-79862000.0,,351408000.0,-46652000.0,,,,,50209000.0,-9557000.0,,,65975000.0,9701674000.0,1577196000.0,,,,,336705000.0,,103189000.0,,,-665664000.0,-50000000.0,12032360000.0,,,,2064000.0,,,,,406941000.0,351408000.0,814512000.0,,351408000.0,,-52577000.0,,,151430000.0,,,-46205000.0,,-2835000.0,,-2371694000.0,-271243000.0,,,,-55533000.0,,262362000.0,,,14404054000.0,,,,,,,,,5117000.0,,,,,,,3725000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,35167000.0,,,,,,,18374000.0,,,,,,,,,,-165634000.0,,136483000.0,,,-1148359000.0,,358209000.0,,,,,99362000.0,566580000.0,,-40254000.0,221726000.0,,-32466000.0,,,42721000.0,,15104977000.0,,,,,10827247000.0,,,,,,88089000.0,,,,,,,,,,,,2418536000.0,,37212000.0,,,-24796000.0,,361067000.0,-328272000.0,,,,,7286000.0,-5146000.0,,,58404000.0,10000254000.0,1486862000.0,,,,,344854000.0,,90511000.0,,,-21401000.0,-283124000.0,12343600000.0,,,,2422000.0,,,,,351408000.0,361067000.0,814622000.0,,361067000.0,,-98226000.0,,,149196000.0,,,-39752000.0,,-2835000.0,,-2478513000.0,140343000.0,,,,9659000.0,,197588000.0,,,14822113000.0,,,,,,,,,13587000.0,,,,,,,769000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
