date,trailingCapitalExpenditure,quarterlyBasicAverageShares,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,quarterlyGrossPPE,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyOperatingExpense,annualResearchAndDevelopment,annualCostOfRevenue,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,annualGrossProfit,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualBasicEPS,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingTaxProvision,annualNetIncome,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualOperatingExpense,annualBeginningCashPosition,annualCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingNetIncome,annualDilutedEPS,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,quarterlyResearchAndDevelopment,annualDepreciationAndAmortization,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyCommonStockIssuance,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherShortTermInvestments,annualSaleOfInvestment,annualBasicAverageShares,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualStockBasedCompensation,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,trailingOtherIncomeExpense,annualAccountsPayable,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalRevenue,trailingOperatingIncome,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,trailingGrossProfit,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,trailingTotalRevenue,quarterlyBeginningCashPosition,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,annualDilutedAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyBasicEPS,annualPretaxIncome,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyChangeInInventory,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,annualCommonStockIssuance,annualOtherCurrentAssets,annualInventory,quarterlyLongTermDebt,trailingCashDividendsPaid,trailingChangeInInventory,annualInterestExpense,quarterlyInterestExpense,annualCurrentDebt,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingInterestExpense,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,annualGoodwill,annualPurchaseOfBusiness,trailingBasicEPS,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,annualLongTermDebt,quarterlyGoodwill,annualDeferredIncomeTax,trailingDilutedAverageShares
1970-01-01 00:00:01.572480,-40461000.0,,-4824000.0,372980000.0,,,39127000.0,,,,,-14966000.0,,,66051000.0,15663000.0,,430198000.0,-5882000.0,,,15057000.0,,106804000.0,0.0,,,,,-14000.0,,,-50151000.0,,57218000.0,,,9218000.0,12472000.0,,,,,48345000.0,,,90868000.0,,,172000.0,,3651000.0,102374000.0,,,,,,,,,-14000.0,3133000.0,-5.9e-05,,,,18978000.0,2238000.0,-14000.0,,4537000.0,48345000.0,27945000.0,,30859000.0,,-512085000.0,0.0,189340000.0,,,-2824000.0,,,17901000.0,,,15663000.0,-5.9e-05,-657964000.0,,,,1219000.0,,,50846000.0,,,,,,,0.0,237282092.0,131329000.0,,,1039000.0,,,10547000.0,3052000.0,,9361000.0,,537000.0,60817000.0,7635000.0,60000.0,,,,,437833000.0,100267000.0,134749000.0,0.0,,,1219000.0,540207000.0,,0.0,2000000.0,,,,,268804679.0,215779000.0,,596535000.0,,,,281830000.0,,,,158000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-9738000.0,,2127000.0,,109798000.0,-4700000.0,,,,-4610000.0,,,,,183162000.0,,-16560000.0,,,,,-97928000.0,-120000.0,3920000.0,,,1848000.0,-3822000.0,,,,,,,,15733000.0,30780000.0,31857000.0,,,,120698000.0,,,,,241690000.0,304000.0,,288000.0,,,,,,,,,,-3822000.0,9118000.0,-0.016107,,,,,,-3822000.0,,9688000.0,125531000.0,134749000.0,50351000.0,,,,-143329000.0,,,,-113357000.0,,,,3911000.0,215019000.0,,-0.016107,,,-26671000.0,,2786000.0,,,,,,-32737000.0,,68529000.0,103056000.0,39710000.0,237282092.0,,,24526000.0,10329000.0,80000.0,,,,2723000.0,19426000.0,173161000.0,1254000.0,151478000.0,,74000.0,,,-531000.0,13032000.0,,-3997000.0,36821000.0,,139202000.0,,-2047000.0,,,-4833000.0,,17732000.0,36146000.0,,,268804679.0,,,,,,,,,,,-3518000.0,,539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,237282092.0,,,,,,,11820000.0,,,,-2264000.0,,,,,,,,,,,,,,849000.0,,,,-517000.0,-7530000.0,,32185000.0,,48410000.0,50094000.0,,,,3928000.0,,,,,43830000.0,,-0.005647,,,-53000.0,,,,-1243000.0,,,,97000.0,268804679.0,60070000.0,,,,-1684000.0,135000.0,-3850000.0,,,,,,,,,,2759000.0,,,,,-4636000.0,,-1340000.0,-1340000.0,,,,,,,,,6264000.0,,,11660000.0,,,0.0,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,36821000.0,,,,,-1091000.0,-13359000.0,,,-15500000.0,,-1340000.0,,1167000.0,,,,-0.005647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,237282092.0,,,,,,,11935000.0,,,,2555000.0,,,,,,,,,,,,,,1126000.0,,,,4873000.0,-9018000.0,,37867000.0,,61553000.0,58131000.0,,,,4757000.0,,,,,51082000.0,,0.001845,,,-39000.0,,,,3966000.0,,,,141000.0,268804679.0,74526000.0,,,,3422000.0,349000.0,-6177000.0,,,,,,,,,,14351000.0,,,,,5682000.0,,3825000.0,3825000.0,,,,,,,,,7049000.0,,,12973000.0,,,0.0,,,,,,,,81000.0,,,,,,,,,,,,,,,,,,,,,,,,,,32185000.0,,,,,8174000.0,-9241000.0,,,-14776000.0,,496000.0,,1451000.0,,,,0.00209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,237282092.0,,,,,,,19792000.0,,,,8205000.0,,,,,,,,,,,,,,2652000.0,,,,778000.0,-7185000.0,,66051000.0,,73278000.0,74341000.0,,,,5694000.0,,,,,65448000.0,,-0.00252,,,0.0,,,,-458000.0,,,,140000.0,268804679.0,90121000.0,,,,-1063000.0,17138000.0,-8094000.0,,,,,,,,,,18231000.0,,,,,28184000.0,,-598000.0,-598000.0,,,,,,,,,8893000.0,,,16843000.0,,,0.0,,,,,,,,128000.0,,,,,,,,,,,,,,,,,,,,,,,,,,37867000.0,,,,,10137000.0,-5175000.0,,,-18883000.0,,-598000.0,,1841000.0,,,,-0.00252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-30450000.0,,11508000.0,48743000.0,230335000.0,-11468000.0,25200000.0,,,0.0,-3526000.0,10651000.0,,,276719000.0,,-41040000.0,4963000.0,-135000.0,,-939000.0,29147000.0,-92000.0,13596000.0,4314000.0,167332000.0,5473000.0,7584000.0,8041000.0,-15986000.0,,65968000.0,,86275000.0,80783000.0,33014000.0,61001000.0,77846000.0,6497000.0,152341000.0,115122000.0,269516000.0,276719000.0,69975000.0,,,187233000.0,765000.0,0.0,4970000.0,,,6084000.0,-25153000.0,34892000.0,37275000.0,387000.0,,105800000.0,7584000.0,20876000.0,0.03,5492000.0,-88000.0,-12329000.0,,,7584000.0,-11468000.0,20882000.0,263349000.0,36821000.0,115122000.0,,15991000.0,,-78016000.0,,24241000.0,-83000.0,-39719000.0,5697000.0,5697000.0,,10651000.0,354565000.0,,0.03,,5473000.0,167332000.0,10808000.0,7008000.0,112777000.0,19525000.0,,13596000.0,,-25153000.0,63613000.0,152341000.0,112777000.0,68747000.0,237282092.0,,131000.0,63613000.0,8941000.0,242000.0,,,,4963000.0,51332000.0,34892000.0,832000.0,330517000.0,,345000.0,176401000.0,63624000.0,-135000.0,37275000.0,,17534000.0,65968000.0,,176401000.0,242000.0,13175000.0,,66051000.0,6167000.0,,48743000.0,63624000.0,3662000.0,-13265000.0,268804679.0,,-28857000.0,,7584000.0,187233000.0,2549000.0,,354565000.0,11508000.0,,8349000.0,77846000.0,24241000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,109708898.0,,,,90681000.0,,,28890000.0,,,,-1000.0,11993000.0,,,,,,9678000.0,8000.0,,,,,,6662000.0,719728000.0,,,6414000.0,-1319000.0,,632137000.0,,97884000.0,96327000.0,,,,7676000.0,194425000.0,137337000.0,,866340000.0,82544000.0,,0.016228,,,0.0,,,,2530000.0,-22939000.0,84899000.0,90681000.0,316000.0,136428379.0,121988000.0,,,,1557000.0,545252000.0,-6897000.0,,,,-14784000.0,,,,,,22236000.0,,,,26850000.0,566169000.0,,2214000.0,2214000.0,,,,,,,5768000.0,,13783000.0,,107389000.0,24104000.0,,47410000.0,543471000.0,,78888000.0,,,,,,315000.0,,,,,,,,,,,,,,737182000.0,629793000.0,,,,,,,,271000.0,,,65968000.0,,,,,15339000.0,-16103000.0,,,-23312000.0,,2214000.0,279324000.0,4857000.0,,999052000.0,9839000.0,0.020181,,132712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,271813141.0,,,,103113000.0,,,22050000.0,-524000.0,,,-7578000.0,17816000.0,,,,,,819000.0,-68000.0,,,,,,18075000.0,743796000.0,,,7698000.0,-447165000.0,,216030000.0,,117926000.0,115661000.0,,,,7836000.0,228996000.0,163591000.0,,916059000.0,100607000.0,,0.02,,,0.0,,,,6757000.0,-17398000.0,97131000.0,103113000.0,1216000.0,292185665.0,145826000.0,,,,2265000.0,-114000.0,-14040000.0,,,,-18579000.0,,,,,,31172000.0,,,,31211000.0,-416107000.0,,5541000.0,5541000.0,,,,,,,6438000.0,,15054000.0,,541380000.0,27900000.0,,64586000.0,-524000.0,,95682000.0,,,,,,1628000.0,,,,,,,,,,,,,,755266000.0,213886000.0,,,,,,,,272000.0,,,632137000.0,,,,,17132000.0,-19258000.0,,,-455175000.0,,5521000.0,326127000.0,5433000.0,,1069923000.0,13063000.0,0.02,,153864000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,273316850.0,,,,107156000.0,,,113200000.0,-455000.0,2764000.0,,21652000.0,15062000.0,,,,,,3202000.0,651000.0,,,,,,21795000.0,772517000.0,,,4460000.0,-47615000.0,,281830000.0,,135748000.0,137427000.0,,,,8850000.0,317803000.0,186537000.0,,1019399000.0,119854000.0,,0.01,,,0.0,,,-3000000.0,2530000.0,-15187000.0,97737000.0,107156000.0,319000.0,292771122.0,166593000.0,,,,-1679000.0,51485000.0,-7195000.0,,,,-22824000.0,,,,,,61930000.0,,,,32543000.0,65800000.0,,2211000.0,2211000.0,,,,,,,61935000.0,,17573000.0,,580526000.0,30845000.0,,128064000.0,-455000.0,,95770000.0,,,,,,978000.0,,,,3000000.0,,,,,,,,,,811400000.0,230874000.0,,,,,,,,275000.0,,,216030000.0,,,,,54735000.0,-1525000.0,,,-150620000.0,,2207000.0,415540000.0,6139000.0,,1188057000.0,20710000.0,0.01,,168658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
