date,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualBasicEPS,trailingChangeInInventory,quarterlyCostOfRevenue,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,annualCurrentLiabilities,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyLongTermDebt,quarterlyBasicEPS,annualCapitalStock,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingIncome,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualAccountsPayable,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,annualEndCashPosition,annualDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualGrossPPE,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,annualOtherNonCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualDilutedAverageShares,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualInterestExpense,trailingChangeInAccountPayable,quarterlyGrossProfit,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyPretaxIncome,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherNonCashItems,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,trailingNetIncome,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingTaxProvision,annualBasicAverageShares,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualBeginningCashPosition,annualCostOfRevenue,annualPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.915062400,,,,,-293499000.0,,,-157766000.0,,,,572961000.0,,,,,,-7401000.0,,7090000.0,,,,,,,,1382877000.0,,,,,-26926000.0,,,,,,,,,341934000.0,,42446000.0,,,,,1947470000.0,,-17914000.0,,,,265944000.0,,,,,,,,,,,,-1380000.0,,4086882000.0,95990000.0,,-615785000.0,,,,-42759000.0,,,,,,-91194000.0,237386000.0,6968000.0,,,,,,,,,,,,1681526000.0,,,1538007000.0,9088000.0,,,,527613000.0,,,49727000.0,,,,,,,183160000.0,-95040000.0,,,-110000.0,41899000.0,,,,,,,,183160000.0,,,,38664000.0,,,,-7500000.0,,,-7054000.0,42225000.0,4861000.0,,1483148000.0,,,,688064000.0,,,,,,,809916000.0,246894000.0,,,2139412000.0,,,,,,,183160000.0,,143519000.0,54226000.0,,,,,41899000.0,,,,,45030000.0,645618000.0,,8623000.0,,795084000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,,,,,,,,,,,,538754000.0,,,,,,,,,,,,,,,,1566963000.0,,,,,,,,,,,,,,,,-18958000.0,,,,,,,,,,,,,,,,,,,,,,,,,,34932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582616000.0,,,,,,,,,,,,,,,7294000.0,,,,,,,,,,,,,,,,,,,,44691000.0,,,1507424000.0,,,,623542000.0,,,,,,,1028209000.0,,,,,,,,,,,,,,,,,,,7294000.0,,,,,7294000.0,642500000.0,,,,883882000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,-24613000.0,,,,,,,,,,502460000.0,,,247847000.0,,0.021948,,,,,,164135000.0,,182367000.0,125360000.0,90431000.0,1562646000.0,-52247000.0,,67102000.0,,,,,199000.0,,,,,,,113099000.0,9634000.0,-511000.0,-13380000.0,569474000.0,,,,,877819000.0,,70040000.0,,100775000.0,,11845000.0,4567000.0,,,,,11845000.0,0.021948,,,,,76736000.0,,,,,19399000.0,,,,11845000.0,931634000.0,,,,,,,-58739000.0,,,,,,629972000.0,-39925000.0,,,-19328000.0,,,,600512000.0,,-362160000.0,642535000.0,,,,,,,,,,,,-41000.0,267300000.0,,5045000.0,228564281.0,5465000.0,,-6820000.0,,,68612000.0,,,,0.0,,-16457000.0,,,,,,,68373000.0,,,1619980000.0,,,,719782000.0,1295346000.0,,,30115000.0,,,1060186000.0,,,,,,,51925000.0,,,33538000.0,,,,,228085875.0,12076000.0,,,5045000.0,-52372000.0,,7515000.0,,-42282000.0,710148000.0,,,18665000.0,900198000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,-25681000.0,,-36092000.0,-20681000.0,,,,,1143285380.0,-515000.0,46549000.0,,,,,6356000.0,,,253492000.0,,76034000.0,124608000.0,,,,,,,,130086000.0,,,,295048000.0,-0.018071,,103555000.0,,,,5000000.0,,,,,,,-193776000.0,,230873000.0,,,,,,,,,,,,21022000.0,199000.0,,,11330000.0,,11330000.0,,,11845000.0,,,,,,860032000.0,27852000.0,,,18013000.0,,,,113589000.0,540314000.0,,65044000.0,-20681000.0,,1156602000.0,-49857000.0,,,,,,,,,,-0.018071,,,-504000.0,1000391000.0,,,88475000.0,51599000.0,-9023000.0,-25719000.0,-3895000.0,,,,,,,,,3896000.0,,11330000.0,,,,-84870000.0,616288000.0,,,,-71155000.0,-13518000.0,,,,,,,213747000.0,,1143285380.0,198717000.0,-34704000.0,,,,,,296570000.0,209851000.0,,,,341597000.0,,,143455000.0,,-9023000.0,621835000.0,,,-13765000.0,,,,,-17126000.0,467239000.0,,,120447000.0,,-378556000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,3702000.0,,17808000.0,3702000.0,,,,,229475531.0,-3622000.0,45445000.0,,,,,7988000.0,,,195995000.0,,73438000.0,122560000.0,,,,,,,,121050000.0,,,,291981000.0,0.01668,,120852000.0,,,,-2451000.0,,,,,,,,,162284000.0,,,,,,,,,,,,16893000.0,199000.0,,,7708000.0,,7708000.0,,,11330000.0,,,,,,854873000.0,29540000.0,,,6914000.0,,,,112804000.0,530361000.0,,-5818000.0,3702000.0,,1151787000.0,4758000.0,,,,,,,,,,0.015802,,,,1014994000.0,,,81969000.0,47304000.0,1303000.0,-8150000.0,-2459000.0,,,,,,,,,27552000.0,,7708000.0,,,,-15074000.0,621426000.0,,,,-2031000.0,-16903000.0,,,,,,,172943000.0,,226286156.0,192935000.0,5006000.0,,,,,,296914000.0,142940000.0,,,,337426000.0,,,147157000.0,,1304000.0,619509000.0,,,-13050000.0,,,,,10659000.0,368938000.0,,,-6356000.0,,-395485000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,8476000.0,,14917000.0,8476000.0,,,,,230022281.0,-2995000.0,48876000.0,,0.0,,,5437000.0,,,205526000.0,,83987000.0,125048000.0,,,,,,,,135371000.0,,,,287828000.0,0.03775,,127856000.0,,,,0.0,,,,,,,,,163903000.0,,,,,,,,,,,,16877000.0,199000.0,,,4713000.0,,4713000.0,,,7708000.0,,,,,,848332000.0,30164000.0,,,6070000.0,,,,111387000.0,541829000.0,,-193776000.0,8476000.0,,1168440000.0,8133000.0,,,,,,,,,,0.036872,,,,1022844000.0,,,85537000.0,52168000.0,2874000.0,-10317000.0,-5751000.0,,,,,,,,,33037000.0,,4713000.0,,,,-14383000.0,626611000.0,,,,76460000.0,-6926000.0,,,,,,,180063000.0,,226286156.0,205125000.0,11351000.0,,,,,,320108000.0,147026000.0,,,,336704000.0,,,155634000.0,,2875000.0,611897000.0,,,-6784000.0,,,,,16160000.0,385589000.0,,,-3529000.0,,-410947000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,-4742000.0,-132608000.0,83290000.0,-5792000.0,,,,,,7567000.0,49783000.0,621637000.0,0.0,12588000.0,242057000.0,4830000.0,-0.04214,,233811000.0,,81756000.0,125680000.0,149842000.0,,186214000.0,125680000.0,89001000.0,1099691000.0,53120000.0,104104000.0,73815000.0,,,242057000.0,,298000.0,89001000.0,,,,31087000.0,,104104000.0,5808000.0,7473000.0,-4904000.0,610432000.0,,,177312000.0,,291840000.0,,79923000.0,,83980000.0,,12280000.0,337000.0,,,19023000.0,298000.0,12280000.0,-0.04214,12280000.0,,12280000.0,,79623000.0,4713000.0,,,,-77146000.0,,847151000.0,15648000.0,12280000.0,1033602000.0,6730000.0,,,,94955000.0,478054000.0,-26380000.0,134550000.0,-5792000.0,,1099691000.0,67375000.0,49783000.0,-49514000.0,,,-7496000.0,,,,94955000.0,,-423170000.0,668030000.0,,1033602000.0,,,83980000.0,47155000.0,-2650000.0,56043000.0,-4904000.0,,,,252540000.0,,-14293000.0,339417843.0,4830000.0,15138000.0,435000.0,12280000.0,,81756000.0,,-18281000.0,621637000.0,0.0,,-8137000.0,-80420000.0,33583000.0,,,,,36466000.0,,173427000.0,1629004000.0,,186214000.0,-8033000.0,740180000.0,847151000.0,,,30409000.0,252540000.0,189376000.0,478054000.0,,,291840000.0,,,149842000.0,47155000.0,-3291000.0,610432000.0,11857000.0,,-15915000.0,,,339417843.0,-3764000.0,-3885000.0,407238000.0,-14293000.0,,-57442000.0,15648000.0,-423170000.0,-18243000.0,734372000.0,,,11845000.0,888824000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,1723000.0,,-3637000.0,1723000.0,,,,,790183489.0,-6250000.0,43601000.0,,,,,5490000.0,,,249081000.0,,76637000.0,124766000.0,,,,,,,,112361000.0,,,,234703000.0,0.002345,,97561000.0,,,,0.0,,,,,,,,,206696000.0,,,,,,,,,,,,21903000.0,298000.0,,,6030000.0,,6030000.0,,,12280000.0,,,,,,840954000.0,36744000.0,,,6770000.0,,,,97253000.0,482761000.0,,0.0,1723000.0,,1107981000.0,-19628000.0,,,,,,,,,,0.002345,,,,1051046000.0,,,85586000.0,51075000.0,1079000.0,-30480000.0,-3044000.0,,,,,,,,,29739000.0,,6030000.0,,,,-14494000.0,625220000.0,,,,1088000.0,-11253000.0,,,,,,,214532000.0,,762545762.0,204457000.0,2802000.0,,,,,,267027000.0,184793000.0,,,,278304000.0,,,151565000.0,,1079000.0,607448000.0,,,-15991000.0,,,,,7836000.0,463613000.0,,,11881000.0,,-443598000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,6049000.0,,24398000.0,6049000.0,,,,,231100593.0,-2376000.0,42962000.0,,,,,6624000.0,,,203832000.0,,85193000.0,123811000.0,,,,,,,,113027000.0,,,,239052000.0,0.026337,,103468000.0,,,,-1311000.0,,,,,,,,,160536000.0,,,,,,,,,,,,16655000.0,298000.0,,,3654000.0,,3654000.0,,,6030000.0,,,,,,835471000.0,20573000.0,,,5432000.0,,,,92721000.0,477099000.0,,0.0,6049000.0,,1108480000.0,8546000.0,,,,,,,,,,0.026337,,,,1061064000.0,,,82695000.0,52860000.0,3373000.0,-5037000.0,-2932000.0,,,,,,,,,30627000.0,,3654000.0,,,,-14952000.0,631381000.0,,,,900000.0,-5059000.0,,,,,,,174508000.0,,226278562.0,195085000.0,9835000.0,,,,,,273009000.0,142570000.0,,,,282014000.0,,,157614000.0,,3786000.0,607307000.0,,,-15852000.0,,,,,13972000.0,378340000.0,,,-11822000.0,,-453757000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,8203000.0,,23495000.0,8203000.0,,,,,229467937.0,1888000.0,44897000.0,,,,,6314000.0,,,211935000.0,,90055000.0,123201000.0,,,,,,,,128713000.0,,,,223631000.0,0.036872,,119451000.0,,,,0.0,,,,,,,,,160830000.0,,,,,,,,,,,,18130000.0,298000.0,,,5542000.0,,5542000.0,,,3654000.0,,,,,,817165000.0,21470000.0,,,5034000.0,,,,89167000.0,484975000.0,,0.0,8203000.0,,1126484000.0,15843000.0,,,,,,,,,,0.035556,,,,1065044000.0,,,98608000.0,55613000.0,6695000.0,-9303000.0,-1008000.0,,,,,,,,,35204000.0,,5542000.0,,,,-7083000.0,641509000.0,,,,569000.0,-16805000.0,,,,,,,177904000.0,,226278562.0,216447000.0,13338000.0,,,,,,309319000.0,142700000.0,,,,268528000.0,,,165818000.0,,5135000.0,597631000.0,,,-7652000.0,,,,,17074000.0,389839000.0,,,-14524000.0,,-467413000.0,,,,,,,,,,,,,,,,,,,,,
