date,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,trailingOperatingExpense,annualCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualEbitda,quarterlyStockholdersEquity,annualDilutedEPS,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,trailingChangesInAccountReceivables,quarterlyGrossProfit,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualInterestExpense,quarterlyDilutedEPS,trailingRepurchaseOfCapitalStock,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingCashFlow,trailingFreeCashFlow,annualBasicEPS,annualGrossProfit,annualTotalNonCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,annualTaxProvision,quarterlyTaxProvision,quarterlyRetainedEarnings,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCapitalExpenditure,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncome,annualCurrentDeferredRevenue,annualBeginningCashPosition,trailingOtherNonCashItems,annualFreeCashFlow,annualCurrentDebt,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualNonCurrentDeferredRevenue,trailingPretaxIncome,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,annualLongTermDebt,annualStockholdersEquity,trailingPurchaseOfInvestment,trailingNetIncome,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyGoodwill,annualChangeInWorkingCapital,trailingChangeInInventory,annualCurrentLiabilities,annualRetainedEarnings,annualInventory,annualGoodwill,annualSaleOfInvestment,trailingChangeInWorkingCapital,annualOtherShortTermInvestments,quarterlyOtherIncomeExpense,quarterlyInventory,annualCommonStockIssuance,annualStockBasedCompensation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,annualOperatingIncome,trailingGrossProfit,annualCapitalStock,annualOtherIncomeExpense,trailingResearchAndDevelopment,annualTotalRevenue,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingTotalRevenue,annualEndCashPosition,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingEndCashPosition,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingInterestExpense,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualCashDividendsPaid,trailingBasicEPS,trailingCommonStockIssuance,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,trailingPurchaseOfBusiness,trailingDilutedEPS
1970-01-01 00:00:01.569801600,-212092000.0,-180347000.0,,,1171400000.0,,,,,684532000.0,,,,,,,,,,13466000.0,,608845000.0,,,499018000.0,,,608845000.0,-24804000.0,-16633000.0,,,,,,,-1.84,,,11079000.0,,13466000.0,,,,,,,,,-637772000.0,,,,36028000.0,,,906699000.0,726352000.0,-1.84,,,,,,,,,,,,,,,,,,,118919000.0,-24804000.0,,,,,,-33487000.0,242622000.0,,-24804000.0,,,148773000.0,,,,,,,,,,,,,43745000.0,,,578992000.0,,,1110000000.0,,,,,-830640000.0,608845000.0,-55268000.0,,,,,,111349000.0,,,,-33957000.0,,,,,,3350000.0,,,,,,,-115246000.0,,,766159000.0,,,,1937559000.0,,,259001000.0,,,,,,,,-33387000.0,,,2056478000.0,,,296157000.0,,,,-652421000.0,,,,,,,,,,797041000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361000.0,,,,,,,,,,,,,,,,-1.58,,,,,,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,5361000.0,5361000.0,,,,,,,,,,,-1.58,,,,,,,-21289000.0,-21289000.0,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21289000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361000.0,,,,,,,,,,,,,,,,-1.58,,,,,,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,5361000.0,5361000.0,,,,,,,,,,,-1.58,,,,,,,-21289000.0,-21289000.0,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21289000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361000.0,,,,,,,,,,,,,,,,-1.58,,,,,,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,5361000.0,5361000.0,,,,,,,,,,,-1.58,,,,,,,-21289000.0,-21289000.0,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21289000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,31384000.0,2547000.0,,13833000.0,,74294000.0,,-606000.0,23551000.0,-1413000.0,,371000.0,,4786000.0,13466000.0,,,,4000.0,,,,,-85156000.0,,7429000.0,,-13064000.0,-73226000.0,-51705000.0,-118248000.0,-6.32,11121000.0,,,,13466000.0,15000000.0,,,,,,7129000.0,,,45783000.0,,,,371000.0,4292000.0,,,-6.32,17150000.0,133397000.0,,,,-606000.0,,,-118252000.0,-219000.0,283029000.0,,31384000.0,23336000.0,1941000.0,259693000.0,,,,-85156000.0,901000.0,,5360000.0,-73226000.0,,,,,-85156000.0,,33678000.0,,-53575000.0,,,,7429000.0,3597000.0,73629000.0,-153754000.0,,-21289000.0,-21289000.0,16278000.0,,,,,164781000.0,,,,,73629000.0,-118248000.0,,,,,,,11121000.0,3597000.0,,5439000.0,38883000.0,2849000.0,,23336000.0,-118252000.0,3262000.0,38883000.0,5950000.0,,,,3262000.0,177852000.0,,259693000.0,,-52162000.0,4786000.0,,,20614000.0,-57144000.0,,,-22201000.0,,21442000.0,78740000.0,4000.0,1941000.0,20614000.0,192852000.0,20614000.0,,,,,20614000.0,-12175000.0,,,,,,13833000.0,,2547000.0,20614000.0,,-21289000.0,283029000.0,,,,16278000.0,,78740000.0,,164781000.0,133397000.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9837000.0,,,,,,,,,,,,,,,,-1.92,,,,,,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,9837000.0,9837000.0,,,,,,,,,,,-1.92,,,,,,,-22379000.0,-22379000.0,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25880000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11673000.0,,,,,,,,,,,,,,,,-1.37,,,,,,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,11673000.0,11673000.0,,,,,,,,,,,-1.37,,,,,,,-12337000.0,-12337000.0,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18477000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11673000.0,,,,,,,,,,,,,,,,-1.37,,,,,,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,11673000.0,11673000.0,,,,,,,,,,,-1.37,,,,,,,-12337000.0,-12337000.0,,,,,,,,,,13466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18477000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,91563000.0,3342000.0,,13548000.0,,115940000.0,,-1235000.0,51384000.0,-1682000.0,,487000.0,,5443000.0,13466000.0,,,,12000.0,,,,,-81311000.0,,8521000.0,,58334000.0,-111235000.0,-67742000.0,-176296000.0,-6.04,12943000.0,,,,13466000.0,15000000.0,,,,,,14129000.0,,,54956000.0,,1422000.0,,487000.0,6968000.0,,,-6.04,37888000.0,123008000.0,,,,-1235000.0,,,-177643000.0,-521000.0,390867000.0,,91563000.0,30520000.0,2107000.0,360347000.0,,,,-59391000.0,-27020000.0,,11673000.0,-111235000.0,,,,,-59391000.0,1422000.0,20614000.0,,-59032000.0,2191000.0,,,8521000.0,5380000.0,74283000.0,-1507000.0,-1705000.0,-12337000.0,-12337000.0,14029000.0,,,,,214571000.0,,,,,74283000.0,-176296000.0,,,,,,,12943000.0,5380000.0,,10310000.0,38213000.0,15399000.0,,30520000.0,-177643000.0,3026000.0,38213000.0,1705000.0,,,,3026000.0,100000000.0,,360347000.0,,-57350000.0,5443000.0,,,78948000.0,-78052000.0,,0.0,30483000.0,,44856000.0,69140000.0,12000.0,2107000.0,78948000.0,117191000.0,78948000.0,,0.0,,,78948000.0,25000.0,,,,,,13548000.0,,3342000.0,78948000.0,2191000.0,-18477000.0,390867000.0,,,,14029000.0,,69140000.0,,214571000.0,123008000.0,,,,,,,,,,,,
,,,,,,,3613000.0,,,,,,,,,,680000.0,,3145000.0,,-85000.0,,,,,,-3089000.0,,,,,,,-16859000.0,,75815000.0,,,,,12085000.0,,,67667000.0,31568000.0,344000.0,8644000.0,,,-1.45,,,-1138000.0,1659000.0,,,,,,,,,14339000.0,,13466000.0,-1497000.0,,,-197227000.0,,,,79266000.0,21005000.0,2116000.0,101090000.0,,,,,,,14088000.0,-19483000.0,-271000.0,,,989000.0,,,,,,,-1.45,-20914000.0,0.0,,74429000.0,,,-19584000.0,-19584000.0,13707000.0,,-11281000.0,,,,,,14867000.0,13466000.0,,,,,,76000.0,,2003000.0,13097000.0,6167000.0,,,38213000.0,,,,,,,,,,2076000.0,2303000.0,,,,,,,,,67667000.0,,,,,,,,,,67667000.0,,,,2000.0,78948000.0,,,,,-21185000.0,,,,15076000.0,3268000.0,,,3104000.0,-19584000.0,122095000.0,2624000.0,,,,,63239000.0,0.0,197910000.0,118644000.0,,,,,,,,,,,,
