,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualPretaxIncome,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualTotalAssets,annualNetIncome,trailingNetIncome,annualDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingChangeInWorkingCapital,annualBasicEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyDilutedAverageShares,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,trailingStockBasedCompensation,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualRetainedEarnings,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualNetPPE,annualOperatingIncome,annualOtherShortTermInvestments,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,annualAccountsPayable,annualCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyChangeInInventory,trailingInterestExpense,annualCurrentAssets,quarterlyBasicAverageShares,trailingChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualInterestExpense,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingOperatingExpense,trailingCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualGrossPPE,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualStockBasedCompensation,annualCurrentDebt,annualNetOtherFinancingCharges,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,trailingTaxProvision,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyDilutedEPS,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualOperatingExpense,quarterlyIncomeTaxPayable,annualChangeInInventory,trailingFreeCashFlow,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualNonCurrentDeferredRevenue,annualGoodwill,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingNetOtherFinancingCharges,annualCashDividendsPaid,trailingBasicEPS,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,trailingNetOtherInvestingChanges,trailingBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1262217600,1924000.0,,,0.0,1924000.0,27699000.0,2085000.0,60027000.0,-25159000.0,,-1.619997,8717000.0,60027000.0,15515031.0,0.0,922000.0,2085000.0,171000.0,-1993000.0,,966000.0,9198000.0,,-1.619997,,111000.0,,47840000.0,2890000.0,23630000.0,-1883000.0,,3525000.0,3525000.0,,,,,1379000.0,-275469000.0,,,3525000.0,,47766000.0,,48275000.0,48275000.0,-969000.0,3759000.0,2466000.0,-15507000.0,171000.0,-9198000.0,,299000.0,-8800000.0,2890000.0,,48275000.0,,48446000.0,,312000.0,77000.0,1381000.0,33507000.0,0.0,,966000.0,-14128000.0,36397000.0,-2024000.0,,,,3759000.0,,48446000.0,,0.0,15515031.0,2492000.0,48275000.0,,11192000.0,,,51310000.0,,,779000.0,454000.0,,2492000.0,,,,-25159000.0,,-2000.0,,,8696000.0,-14026000.0,16492000.0,-74000.0,,11000.0,50268000.0,5141000.0,1381000.0,,922000.0,37083000.0,9095000.0,,27699000.0,0.0,,3428000.0,23630000.0,-1994000.0,3428000.0,2470000.0,11000.0,779000.0,0.0,17585000.0,,,,-25000.0,,2374000.0,77000.0,0.0,17585000.0,8717000.0,,2466000.0,-3655000.0,24396000.0,-7791000.0,,58000.0,,,,782000.0,,,2933000.0,0.0,-3954000.0,,36397000.0,6625000.0,-275469000.0,0.0,-10794000.0,2002000.0,16492000.0,51310000.0,,33507000.0,33092000.0,,,,5141000.0,-25159000.0,-1057000.0,33000.0,-14026000.0,-967000.0,,,,,,,,,,,,,,,,,,,,,
1269993600,3011000.0,,,,,20598000.0,,,,,,8676000.0,52825000.0,,0.0,495000.0,1648000.0,172000.0,-6837000.0,,0.0,,,,,,18404870.0,,3011000.0,,,,-584000.0,-584000.0,7109000.0,,,,,,,,-584000.0,,,,,41438000.0,-505000.0,,,,,,,347000.0,,,,41438000.0,,41610000.0,-1000.0,,78000.0,,,0.0,-0.06,,,29352000.0,-6816000.0,,,,3832000.0,,,,,,111000.0,,,,,,,18404870.0,,891000.0,,,,334000.0,,,,,,,,,,,,,11000.0,48275000.0,1205000.0,1761000.0,85000.0,,,8940000.0,,,0.0,,3409000.0,23473000.0,,,2844000.0,,,,,,,,-20000.0,,,,,,,,4733000.0,-7388000.0,,426000.0,,0.0,,,,426000.0,-0.06,,,,-7735000.0,,,6096000.0,-276053000.0,,,419000.0,18871000.0,44149000.0,,26341000.0,,,,,1205000.0,,-6312000.0,-20000.0,-14138000.0,-504000.0,,,,,,,,,,,,,,,,,,,,,
1277856000,1883000.0,,,,,29617000.0,,,,,,8735000.0,48667000.0,,0.0,1837000.0,2153000.0,,-4696000.0,,1075000.0,,,,,,18397203.0,,2958000.0,,,,-16656000.0,-16656000.0,-9040000.0,,,,,,,,-16656000.0,,,,,36742000.0,-460000.0,,,,,,,351000.0,,,,36742000.0,,36742000.0,1000.0,,79000.0,,,0.0,-0.899998,,,40226000.0,-4694000.0,,,,4068000.0,,,,,,111000.0,,,,,,,18397203.0,,1037000.0,,,,,,,,,,,,,,,,,11000.0,41438000.0,3997000.0,2369000.0,,,,11664000.0,,,-3000.0,,3366000.0,8441000.0,,,4733000.0,,,,,,,,-19000.0,,,,,,,,4556000.0,-7316000.0,,1605000.0,,19000.0,,,,1605000.0,-0.899998,,,,-7667000.0,,,6931000.0,-292709000.0,,,1376000.0,18949000.0,39932000.0,,37268000.0,,,,,3997000.0,,-4236000.0,0.0,-14393000.0,-458000.0,,,,,,,,,,,,,,,,,,,,,
1285804800,1863000.0,,,,,33182000.0,,,,,,8546000.0,50860000.0,,0.0,2223000.0,5241000.0,,-775000.0,,1069000.0,,,,,,18627870.0,,2932000.0,,,,-7293000.0,-7293000.0,-3578000.0,,,,,,,,-7293000.0,,,,,35967000.0,-489000.0,,,,,,,355000.0,,,,35967000.0,,35967000.0,-5000.0,,80000.0,,,0.0,-0.419999,,,46697000.0,-3260000.0,,,,4301000.0,,,,,,111000.0,,,,,,,18627870.0,,1106000.0,,,,,,,,,,,,,,,,,11000.0,36742000.0,8702000.0,4945000.0,,,,12499000.0,,,0.0,,3335000.0,4163000.0,,,3440000.0,,,,,,,,-19000.0,,,,,,,,4134000.0,-3442000.0,,509000.0,,2506000.0,,,,509000.0,-0.419999,,,,-3797000.0,,,9059000.0,-300002000.0,3000.0,,5157000.0,18812000.0,42314000.0,,43765000.0,,,,,8702000.0,,-2773000.0,2487000.0,-14678000.0,-487000.0,,,,,,,,,,,,,,,,,,,,,
1293753600,1842000.0,,,-7000.0,1842000.0,39146000.0,3224000.0,45976000.0,-32177000.0,,-1.739997,8138000.0,45976000.0,18538870.0,0.0,2015000.0,3224000.0,,-2378000.0,,1094000.0,11502000.0,,-1.739997,,0.0,,2561000.0,2936000.0,-2817000.0,-1961000.0,,-7644000.0,-7644000.0,-5993000.0,,,,1463000.0,-307646000.0,,,-7644000.0,,2484000.0,,33589000.0,33589000.0,-507000.0,3980000.0,4035000.0,-20934000.0,,-11502000.0,,410000.0,-15209000.0,2936000.0,,33589000.0,,33589000.0,-2000.0,,81000.0,1311000.0,45857000.0,0.0,,1094000.0,-19471000.0,48793000.0,-2393000.0,,,,3980000.0,,33589000.0,,0.0,18538870.0,123000.0,33589000.0,,48275000.0,,,37838000.0,,,1025000.0,,,123000.0,,,,-32177000.0,,0.0,,,14382000.0,-14963000.0,18998000.0,-77000.0,,11000.0,35967000.0,15517000.0,1311000.0,,2015000.0,-14686000.0,17257000.0,,39146000.0,0.0,,3304000.0,-2817000.0,-1954000.0,3304000.0,3365000.0,11000.0,1025000.0,0.0,29420000.0,,,,-19000.0,,3169000.0,81000.0,0.0,29420000.0,8138000.0,,4035000.0,-1330000.0,35972000.0,644000.0,,36000.0,,,,629000.0,,,-350000.0,0.0,-1740000.0,,48793000.0,13892000.0,-307646000.0,0.0,-17163000.0,-7302000.0,18998000.0,37838000.0,,45857000.0,50354000.0,,,,15517000.0,-32177000.0,-1888000.0,17000.0,-14963000.0,-505000.0,,,,,,,,,,,,,,,,,,,,,
1301529600,1821000.0,,,,,31262000.0,,,,,,8536000.0,47031000.0,,0.0,2088000.0,13576000.0,,-10306000.0,,1070000.0,,,,,,20214207.0,,2891000.0,,,,1833000.0,1833000.0,7274000.0,,,,,,,,1833000.0,,,,,23283000.0,-336000.0,,,,,,,239000.0,,,,23283000.0,,23283000.0,0.0,,82000.0,,,0.0,0.12,,,46111000.0,-10402000.0,,,,4074000.0,,,,,,386000.0,,,,,,,18747037.0,,15212000.0,,,,-11226000.0,,,,,0.0,,,,,,,,11000.0,33589000.0,14296000.0,6484000.0,5191000.0,,,19827000.0,,,0.0,,3304000.0,920000.0,,,5026000.0,,,,,,,,-20000.0,,,,,,,,4076000.0,-5531000.0,,1145000.0,,116000.0,,,,1145000.0,0.12,,,,-5531000.0,,,14801000.0,-305813000.0,0.0,,-6035000.0,19226000.0,38495000.0,,43220000.0,,,,,14296000.0,,-10066000.0,96000.0,-15150000.0,-336000.0,,,,,,,,,,,,,,,,,,,,,
1309392000,1800000.0,,,,,20025000.0,,,,,,8910000.0,74933000.0,,0.0,2551000.0,10892000.0,,30905000.0,,1046000.0,,,,,,23152712.0,,2846000.0,,,,1279000.0,1279000.0,11253000.0,,,,,,,,1279000.0,,,,,54188000.0,-865000.0,,,,,,,251000.0,,,,54188000.0,,54188000.0,,,83000.0,,,0.0,0.06,,,39784000.0,-1307000.0,,,,4459000.0,,,,,,123000.0,,,,,,,22348378.0,,11835000.0,,,,3640000.0,,,,,,,,,,,,,14000.0,23283000.0,11585000.0,10975000.0,4906000.0,,,21710000.0,,,0.0,,3304000.0,35149000.0,,,3960000.0,,,,,,,,-20000.0,,,,,,,,4328000.0,-10125000.0,,717000.0,,32232000.0,,,,717000.0,0.06,,,,-10125000.0,,,17750000.0,-304534000.0,0.0,,8546000.0,19666000.0,66023000.0,,36938000.0,,,,,11585000.0,,-442000.0,32212000.0,-15338000.0,-865000.0,,,,,,,,,,,,,,,,,,,,,
1317340800,1778000.0,,,,,12994000.0,,,,,,9138000.0,61083000.0,,0.0,2250000.0,4267000.0,,-7832000.0,,1022000.0,,,,,,22623045.0,,2800000.0,,,,-4020000.0,-4020000.0,7052000.0,,,,,,,,-4020000.0,,,,,46356000.0,-320000.0,,,,,,,273000.0,,,,46356000.0,,46356000.0,,,84000.0,,,0.0,-0.18,,,29331000.0,-7843000.0,,,,4698000.0,,,,,,139000.0,,,,,,,22623045.0,,5589000.0,,,,6230000.0,,,,,,,,,,,,,13000.0,54188000.0,7524000.0,7899000.0,-3772000.0,,,18795000.0,,,0.0,,3304000.0,31752000.0,,,3185000.0,,,,,,,,-21000.0,,,,,,,,4301000.0,-11271000.0,,-11072000.0,,32000.0,,,,592000.0,-0.18,,,,-11271000.0,,,15610000.0,-308554000.0,,,2458000.0,19843000.0,51945000.0,,26531000.0,,,,,7524000.0,,-7523000.0,11000.0,-15542000.0,-320000.0,,,,,,,,,,,,,,,,,,,,,
1325289600,1757000.0,,,0.0,1757000.0,5572000.0,3633000.0,54368000.0,-2318000.0,,-0.12,9184000.0,54368000.0,21599209.0,0.0,2244000.0,3633000.0,,-6452000.0,,993000.0,-33022000.0,,-0.12,,,,32380000.0,2750000.0,31017000.0,-2305000.0,,-1410000.0,-1410000.0,7443000.0,,,,1300000.0,-309964000.0,,,-1410000.0,,32299000.0,,39904000.0,39904000.0,-784000.0,4764000.0,4265000.0,-35927000.0,,33022000.0,,537000.0,-23679000.0,2750000.0,7996000.0,39904000.0,,39904000.0,0.0,,85000.0,9396000.0,20601000.0,0.0,,993000.0,-35927000.0,23351000.0,-6432000.0,,,,4764000.0,,39904000.0,,0.0,21599209.0,155000.0,39904000.0,-1063000.0,33589000.0,,,45184000.0,,,1647000.0,90000.0,,155000.0,293000.0,,,-2318000.0,,,,,16055000.0,-15765000.0,20030000.0,-81000.0,,13000.0,46356000.0,13585000.0,9396000.0,1671000.0,2244000.0,6315000.0,22585000.0,,5572000.0,0.0,,3304000.0,31017000.0,-2305000.0,3304000.0,3884000.0,13000.0,5280000.0,0.0,46990000.0,,,,-20000.0,,3129000.0,85000.0,0.0,46990000.0,9184000.0,,4265000.0,-8463000.0,66862000.0,-6535000.0,,0.0,,,,675000.0,,,6933000.0,,-9000000.0,,23351000.0,18701000.0,-309964000.0,,-25984000.0,1964000.0,20030000.0,45184000.0,,20601000.0,82917000.0,,,,13585000.0,-2318000.0,-5648000.0,-20000.0,-15765000.0,-784000.0,,,,,,,,,,,,,,,,,,,,,
1333152000,1735000.0,,,,,16486000.0,,,,,,9015000.0,46647000.0,,0.0,1852000.0,5135000.0,,-9331000.0,,967000.0,,,,,,22623878.0,,2702000.0,,,,-17704000.0,-17704000.0,-10926000.0,,,,,,,,-17704000.0,,,,,30573000.0,-262000.0,,,,,,,353000.0,,,,30573000.0,,30573000.0,,,86000.0,,,0.0,-0.779998,,,32625000.0,-9311000.0,,,,4704000.0,,,,,,206000.0,,,,,,,22623878.0,,1924000.0,,,,-1830000.0,,,,,,,,,,,,,13000.0,39904000.0,11212000.0,8195000.0,-1567000.0,,,18086000.0,,,0.0,,3304000.0,14022000.0,,,3281000.0,,,,,,,,-21000.0,,,,,,,,4105000.0,-6521000.0,,-17704000.0,,1000.0,,,,708000.0,-0.779998,,,,-6874000.0,,,14805000.0,-327668000.0,,,7529000.0,20087000.0,37632000.0,,29923000.0,,,,,11212000.0,,-9049000.0,-20000.0,-15982000.0,-262000.0,,,,,,,,,,,,,,,,,,,,,
1341014400,1713000.0,,,,,2991000.0,,,,,,8869000.0,42101000.0,,0.0,1936000.0,7180000.0,,-6082000.0,,757000.0,,,,,,22658135.0,,2470000.0,,,,8038000.0,8038000.0,13488000.0,,,,,,,,8038000.0,,,,,24491000.0,-379000.0,,,,,,,362000.0,,,,24491000.0,,24491000.0,,,87000.0,,,0.0,0.359999,,,19601000.0,-6061000.0,,,,4740000.0,,,,,,231000.0,,,,,,,22624135.0,,1561000.0,,,,-1707000.0,,,,,,,,,,,,,2000.0,30573000.0,11207000.0,8813000.0,615000.0,,,16764000.0,,,0.0,,3304000.0,22500000.0,,,2915000.0,,,,,,,,-21000.0,,,,,,,,3898000.0,-5195000.0,,8038000.0,,0.0,,,,440000.0,0.349799,,,,-5557000.0,,,13849000.0,-319630000.0,,,-14580000.0,20106000.0,33232000.0,,17131000.0,,,,,11207000.0,,-5682000.0,-21000.0,-16208000.0,-379000.0,,,,,,,,,,,,,,,,,,,,,
1348963200,1690000.0,,,,,45294000.0,,,,,,10923000.0,53082000.0,,0.0,2180000.0,2474000.0,,13496000.0,,758000.0,,,,,,22824000.0,,2448000.0,,,,-49554000.0,-49554000.0,-42716000.0,,,,,,,,-49554000.0,,,,,37987000.0,-81000.0,,,,,,,375000.0,,,,37987000.0,,37987000.0,,,88000.0,,,0.0,-2.17,,,57648000.0,-7886000.0,,,,4837000.0,,,,,,2425000.0,,,,,,,22824000.0,,4172000.0,,,,2375000.0,,,,,,,,,,,,,2000.0,24491000.0,7574000.0,4334000.0,-4468000.0,,,14479000.0,,,0.0,,3304000.0,-4566000.0,,,3565000.0,,,,,,,,-22000.0,,,,,,,,3661000.0,-6905000.0,,-49554000.0,,21404000.0,,,,692000.0,-2.17,,,,-6905000.0,,,10914000.0,-369184000.0,0.0,,40623000.0,20105000.0,42159000.0,,55200000.0,,,,,7574000.0,,-7805000.0,21382000.0,-16444000.0,-81000.0,,,,,,,,,,,,,,,,,,,,,
1356912000,1668000.0,,-121287000.0,0.0,1668000.0,65220000.0,4713000.0,204993000.0,-121287000.0,,-5.14,11085000.0,204993000.0,23602000.0,0.0,2741000.0,4713000.0,,149674000.0,,760000.0,3078000.0,,-5.14,,0.0,,178681000.0,2428000.0,123679000.0,-1145000.0,,-62067000.0,-62067000.0,-51784000.0,,,,1525000.0,-431251000.0,,,-62067000.0,,178596000.0,,187661000.0,187661000.0,-423000.0,4913000.0,3397000.0,-29703000.0,,-91938000.0,,435000.0,-29694000.0,2428000.0,-1718000.0,187661000.0,,187661000.0,0.0,,89000.0,7532000.0,78886000.0,0.0,,760000.0,-28178000.0,81314000.0,-7581000.0,,,,4913000.0,,187661000.0,,0.0,23602000.0,2775000.0,187661000.0,-3587000.0,39904000.0,,,193908000.0,,,1534000.0,,,2775000.0,-2425000.0,,,-121287000.0,,0.0,,,14630000.0,-16708000.0,20105000.0,-85000.0,,3000.0,37987000.0,7336000.0,7532000.0,3702000.0,2741000.0,147757000.0,17703000.0,,65220000.0,0.0,,3304000.0,123679000.0,-1145000.0,3304000.0,4869000.0,3000.0,1534000.0,0.0,37329000.0,,,,-21000.0,,3078000.0,89000.0,0.0,37329000.0,11085000.0,,3397000.0,-9932000.0,52402000.0,1238000.0,,157276000.0,,,,1238000.0,,,-5305000.0,0.0,-10367000.0,,81314000.0,12834000.0,-431251000.0,0.0,-30839000.0,-38877000.0,20105000.0,193908000.0,,78886000.0,67032000.0,,,,7336000.0,-121287000.0,-7158000.0,157255000.0,-16708000.0,-423000.0,,,,,,,,,,,,,,,,,,,,,
1364688000,1645000.0,,,,,91092000.0,,,,,,16746000.0,193340000.0,,0.0,1520000.0,5652000.0,,-19742000.0,,755000.0,,,,7250000.0,,31813000.0,,2400000.0,,,,-42084000.0,-42084000.0,-26906000.0,,,,,,,,-42084000.0,,,,,167919000.0,-7720000.0,,,,,,,451000.0,,,,167919000.0,,167919000.0,-7250000.0,,90000.0,,,0.0,-1.32,,,106059000.0,-15463000.0,,,,4883000.0,,,,,,1525000.0,,,,,,,31813000.0,,3023000.0,,,,-1178000.0,,,,,0.0,,,,,,,,3000.0,187661000.0,4474000.0,7073000.0,,,,19889000.0,,,0.0,,3884000.0,87281000.0,,,6127000.0,,,,,,,,-22000.0,,,,,,,-42084000.0,3088000.0,-14964000.0,,1671000.0,,2993000.0,,,,1671000.0,-1.32,,,,-15415000.0,,,13762000.0,-473335000.0,0.0,,-2133000.0,20112000.0,176594000.0,,103659000.0,,,,,4474000.0,,-14993000.0,2971000.0,-17024000.0,-470000.0,,,,,,,,,,,,,,,,,,,,,
1372550400,1622000.0,,,,,79131000.0,,,,,,10727000.0,183633000.0,,0.0,1986000.0,3788000.0,,-11734000.0,,757000.0,,,,557000.0,,31984000.0,,2379000.0,,,,-19051000.0,-19051000.0,-1945000.0,,,,,,,,-19051000.0,,,,,156185000.0,-1453000.0,,,,,,,260000.0,,,,156185000.0,,156185000.0,-557000.0,,90000.0,,,-178000.0,-0.6,,,94812000.0,-12898000.0,,,,5186000.0,,,,,,1625000.0,,,,,,,31984000.0,,5683000.0,,,,1727000.0,,,,,0.0,,,,,,,,3000.0,167919000.0,2951000.0,6727000.0,,,,20038000.0,,,0.0,,4499000.0,88821000.0,,,7054000.0,,,,,,,,-23000.0,,,,,,,-19051000.0,3359000.0,-16827000.0,,2318000.0,,1922000.0,,,,2318000.0,-0.6,,,,-17087000.0,,,12984000.0,-492386000.0,0.0,,2388000.0,20532000.0,172906000.0,,92433000.0,,,,,2951000.0,,-12002000.0,1721000.0,-17173000.0,-896000.0,,,,,,,,,,,,,,,,,,,,,
1380499200,1599000.0,,,,,36009000.0,,,,,,14057000.0,304479000.0,,0.0,2909000.0,6721000.0,,117459000.0,,4795000.0,,,,557000.0,,33943000.0,,6394000.0,,,,-42030000.0,-42030000.0,-17160000.0,,,,,,,,-42030000.0,,,,,273644000.0,-1677000.0,,,,,,,287000.0,,,,273644000.0,,273644000.0,0.0,,91000.0,,,0.0,-1.24,,,57495000.0,-21555000.0,,,,5231000.0,,,,,,25000.0,,,,,,,33943000.0,,2807000.0,,,,-1069000.0,,,,,0.0,,,,,,,,4000.0,156185000.0,4168000.0,8129000.0,,,,29101000.0,,,0.0,,3963000.0,246984000.0,,,8014000.0,,,,,,,,-22000.0,,,,,,,-42030000.0,8244000.0,-24646000.0,,3487000.0,,139036000.0,,,,3487000.0,-1.24,,,,-24933000.0,,,21087000.0,-534416000.0,0.0,,1092000.0,25589000.0,290422000.0,,51101000.0,,,,,4168000.0,,-19878000.0,139014000.0,-17345000.0,-1677000.0,,,,,,,,,,,,,,,,,,,,,
1388448000,1576000.0,,-111985000.0,-7897000.0,1576000.0,9894000.0,3530000.0,291569000.0,-111985000.0,,-3.31,20763000.0,291569000.0,33850000.0,0.0,5047000.0,3530000.0,,-16679000.0,,0.0,11127000.0,,-3.31,647000.0,0.0,37596000.0,145986000.0,8411000.0,247192000.0,-11672000.0,,-8820000.0,-8820000.0,23984000.0,,,,1277000.0,-543236000.0,,,-8820000.0,,145671000.0,,256965000.0,256965000.0,-822000.0,5042000.0,15049000.0,-90284000.0,,-22027000.0,,279000.0,-64695000.0,8411000.0,9468000.0,256965000.0,,256965000.0,-90000.0,,92000.0,17634000.0,35966000.0,-48000.0,-0.23,0.0,-90284000.0,44377000.0,-18554000.0,,,647000.0,5042000.0,,256965000.0,,-7897000.0,33850000.0,25000.0,256965000.0,2801000.0,187661000.0,,,270806000.0,37596000.0,,3061000.0,,,25000.0,3321000.0,,,-111985000.0,,0.0,,,31594000.0,-17328000.0,32377000.0,-89000.0,,4000.0,273644000.0,2626000.0,17634000.0,,5047000.0,69304000.0,35475000.0,,9894000.0,-7897000.0,,3299000.0,247192000.0,-3775000.0,3299000.0,10399000.0,4000.0,3061000.0,0.0,14219000.0,,,,-22000.0,,11127000.0,92000.0,-226000.0,14219000.0,20763000.0,-8820000.0,15049000.0,-32849000.0,72909000.0,3651000.0,,2035000.0,,,,3651000.0,-0.23,,12269000.0,0.0,-32849000.0,,44377000.0,25076000.0,-543236000.0,0.0,-68470000.0,10922000.0,32377000.0,270806000.0,,35966000.0,104503000.0,,,,2626000.0,-111985000.0,-17822000.0,1965000.0,-17328000.0,-732000.0,,,,,,,,,,,,,,,,,,,,,
1396224000,1551000.0,,,,,10300000.0,,,,,,26019000.0,275389000.0,,0.0,13729000.0,7849000.0,176091000.0,-207864000.0,,0.0,,,,647000.0,,37821000.0,,8669000.0,,,,-28273000.0,-28273000.0,-3251000.0,,,,,,,,-28273000.0,,,,,49101000.0,-182289000.0,,,,,,,523000.0,,,,49101000.0,,225192000.0,-176669000.0,,94000.0,,,0.0,-0.75,,,46427000.0,-33885000.0,,,,5217000.0,,,,,,25000.0,,,,,,,37821000.0,,9079000.0,,,,-10337000.0,-59000.0,,,,0.0,,,,,,,,4000.0,256965000.0,6088000.0,7721000.0,,,,31209000.0,,,0.0,,3303000.0,228962000.0,,,10303000.0,,,,,,,,-23000.0,,,,,,,-28273000.0,20130000.0,-24598000.0,,4861000.0,,2713000.0,,,,4342000.0,-0.75,,,,-25121000.0,,,20906000.0,-571509000.0,0.0,,-8633000.0,37233000.0,249370000.0,,37758000.0,,,,,6088000.0,,-28265000.0,2690000.0,-17103000.0,-5620000.0,,,,,,,,,,,,,,,,,,,,,
1404086400,1525000.0,,,,,10857000.0,,,,,,32638000.0,337309000.0,,0.0,9907000.0,5226000.0,176785000.0,53653000.0,,0.0,,,,647000.0,,39862000.0,,7984000.0,,,,-33874000.0,-33874000.0,-3784000.0,,,,,,,,-33874000.0,,,,,102754000.0,-2877000.0,,,,,,,960000.0,,,,102754000.0,,279539000.0,-49947000.0,,96000.0,,,0.0,-0.85,,,37388000.0,-44353000.0,,,,5387000.0,,,,,,6441000.0,,,,,,,39862000.0,,15906000.0,,,,-10620000.0,-35000.0,,,,51919000.0,,,,,,,,4000.0,49101000.0,2583000.0,1309000.0,,,,32854000.0,,,3250000.0,,3303000.0,299921000.0,,,12213000.0,,,,,,,,-24000.0,,,,,,,-33874000.0,20163000.0,-29311000.0,,6195000.0,,96058000.0,,,,5587000.0,-0.85,,,,-30271000.0,,,20641000.0,-605383000.0,,,-16615000.0,38108000.0,304671000.0,,29404000.0,,,,,2583000.0,,-39504000.0,96034000.0,-17945000.0,-4849000.0,,,,,,,,,,,,,,,,,,,,,
