date,annualOtherCurrentAssets,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualCostOfRevenue,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCostOfRevenue,annualCommonStockIssuance,annualCurrentDebt,annualFreeCashFlow,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyInvestingCashFlow,trailingEndCashPosition,annualOtherShortTermInvestments,trailingTaxProvision,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,annualBasicAverageShares,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,trailingNetIncome,quarterlyTotalAssets,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualOperatingExpense,annualCashAndCashEquivalents,annualBeginningCashPosition,annualCurrentAssets,annualLongTermDebt,annualAccountsReceivable,annualCashDividendsPaid,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyAccountsReceivable,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyEndCashPosition,annualTotalAssets,quarterlyGrossProfit,annualTaxProvision,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualInventory,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCapitalStock,annualGrossProfit,annualEbitda,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingPurchaseOfInvestment,annualPretaxIncome,trailingBeginningCashPosition,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualChangesInAccountReceivables,quarterlyDilutedEPS,annualInterestExpense,annualBasicEPS,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,annualGrossPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualCapitalExpenditure,annualInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualPurchaseOfBusiness,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyGoodwill
1978-12-31,,125000000.0,,567993000.0,,,-65275000.0,125000000.0,,,367107000.0,,,,,,113022000.0,,0.58,,63242000.0,,22309000.0,,,,,,,,13400000.0,-821000.0,23103448.0,,,86573000.0,,,,,,,86573000.0,,13400000.0,,108882000.0,,,,,,,,,,,,,,13400000.0,,,,,,,23103448.0,,,,,,,,,,,,,,,,,,,,,86573000.0,,,18149000.0,126310000.0,,,,,1316000.0,,,-4528000.0,,,,,,,125000000.0,,,,,,,,68081000.0,,-10526000.0,,,,,,,,,-191585000.0,,,,-7019000.0,,135041000.0,-47322000.0,,22289000.0,,,,0.58,,,,,87864000.0,,-71799000.0,-199425000.0,,,,,,-20018000.0,,,,-1334000.0,200886000.0,,6261000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-12-31,,144400000.0,,,,,,144400000.0,,,,,,,,,,,0.52,,,,,,,,,,,,12800000.0,,24615385.0,,,,,,,,,,,,12800000.0,,,,,,,,,,,,,,,,12800000.0,,,,,,,24615385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-12-31,,161800000.0,,,,,,161800000.0,,,,,,,,,,,0.653333,,,,,,,,,,,,15500000.0,,23724490.0,,,,,,,,,,,,15500000.0,,,,,,,,,,,,,,,,15500000.0,,,,,,,23724490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-12-31,,162100000.0,,,,,,162100000.0,,,,,,,,,,,0.493333,,,,,,,,,,,,12600000.0,,25540541.0,,,,,,,,,,,,12600000.0,,,,,,,,,,,,,,,,12600000.0,,,,,,,25540541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.493333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-12-31,,189200000.0,,,,,,189200000.0,,,,,,,,,,,0.606667,,,,,,,,,,,,15000000.0,,20109890.0,,,,,,,,,,,,15000000.0,,,,,,,,,,,,,,,,12200000.0,,,,,,,20109890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-12-31,,214100000.0,,,,,,214100000.0,,,,,,,,,,,0.786667,,,,,,,,,,,,18800000.0,,20593220.0,,,,,,,,,,,,18800000.0,,,,,,,,,,,,,,,,16200000.0,,,,,,,20593220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.786667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-03-31,,,,,,,,,,,,,,,,,,,,,,,,,72000000.0,,,,,,,,,,,,72000000.0,72000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253333,,,,5900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-30,,,,,,,,,,,,,,,,,,,,,,,,,43100000.0,,,,,,,,,,,,43100000.0,43100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,3200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,,,,,,,,,,,,,,,,,,45100000.0,,,,,,,,,,,,45100000.0,45100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,6200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-31,,219900000.0,,,,,,219900000.0,,,,,,,,,,,0.846667,,,,,,59700000.0,,,,,,20400000.0,,21141732.0,,,,59700000.0,59700000.0,,,,,,,20400000.0,,,,,,,,,,,,,,,,17900000.0,,,,,,,21141732.0,,,,,,,,,,,,,,,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,219900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
