date,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualCurrentAccruedExpenses,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualDilutedEPS,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingResearchAndDevelopment,trailingBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualOtherNonCurrentAssets,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualDeferredIncomeTax,trailingOperatingExpense,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualLongTermDebt,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualCostOfRevenue,annualTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,trailingTaxProvision,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyBasicEPS,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyNetIncome,annualInvestingCashFlow,annualChangeInInventory,trailingStockBasedCompensation,quarterlyNetIncomeContinuousOperations,quarterlyInventory,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,trailingPretaxIncome,annualAccountsReceivable,quarterlyTaxProvision,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,annualBasicEPS,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualNetOtherInvestingChanges,trailingGrossProfit,annualPretaxIncome,trailingTotalRevenue,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingInterestExpense,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
1990-09-30,2100000,,,0.0,,13100000.0,7800000.0,,,,3200000.0,147800000.0,,,,,,59500000,,39500000.0,,,,,,,900000.0,,,,,0.0,-6200000.0,,-2500000.0,6400000,,,,0.0,,,70700000.0,,,,,,,,0.07,0.0,,117600000.0,,,10500000.0,,,,,69200000.0,11000000.0,29000000.0,-200000.0,,,,,,,,6700000.0,,,,,,1500000.0,,,,,,,,0.0,,0.07,,0.0,,,,,,,,1400000.0,,,,1400000,26000000.0,,100000.0,,20000000.0,7000000.0,-6000000.0,,-2400000.0,-97500000.0,7200000.0,10500000.0,,,21200000.0,,,,800000.0,,,,,,,,2200000.0,46400000.0,50300000.0,,,,100000.0,,,-1500000.0,,,,,,,1000000.0,0.0,,20000000.0,30400000.0,,87900000.0,,,,,,,,,,,,,157100000.0,,1400000.0,,,,,,,,,2200000.0,,,14400000.0,,14400000.0,,,,,,,,,,,,,,,,
1990-12-31,-200000,-3600000.0,,2300000.0,,8200000.0,7700000.0,,,,-700000.0,149600000.0,,35300000.0,,21176471.0,,47900000,17300000.0,36100000.0,-14100000.0,3500000.0,,0.17,,,-2700000.0,66900000.0,,,,0.0,-1200000.0,400000.0,-500000.0,2100000,6300000.0,21176471.0,100000.0,0.0,,3600000.0,70700000.0,2200000.0,,,12800000.0,,-99500000.0,,,100000.0,-9700000.0,117600000.0,36100000.0,-14800000.0,12800000.0,3200000.0,,,70700000.0,66900000.0,8400000.0,23300000.0,900000.0,,,,,,,-400000.0,6100000.0,1000000.0,177400000.0,1900000.0,153700000.0,3600000.0,1100000.0,,,,1100000.0,,-100000.0,26600000.0,0.0,86800000.0,,117600000.0,100000.0,,,,12800000.0,,,,100000.0,-13800000.0,-2900000.0,,100000,28600000.0,8700000.0,300000.0,,,4100000.0,-2200000.0,,0.0,-99500000.0,6300000.0,12800000.0,,,15600000.0,,,,0.0,,,,40200000.0,,23300000.0,50100000.0,100000.0,39700000.0,50100000.0,,30400000.0,-700000.0,400000.0,28600000.0,,2900000.0,,,13600000.0,,0.0,,1900000.0,0.0,0.17,,30400000.0,16300000.0,86800000.0,,15600000.0,17300000.0,217600000.0,100000.0,,5400000.0,,,,30800000.0,,153700000.0,0.0,100000.0,,200000.0,,,,4900000.0,,,2300000.0,,,17300000.0,,17300000.0,,,,149600000.0,7700000.0,,,,,,,,,,,
1991-03-31,-3000000,,,,,8200000.0,10600000.0,,,,-2200000.0,156600000.0,,,,,,50100000,,55600000.0,,,,,,,-1000000.0,,,,,0.0,-29000000.0,,,-700000,,,,,,,68300000.0,,,,,,,,-0.11,100000.0,,115800000.0,,,28600000.0,,,,,62400000.0,11200000.0,27000000.0,-400000.0,,,,,,,,8900000.0,,,,,,1700000.0,,,,,,,,0.0,,-0.11,,0.0,,,,,,,,-2400000.0,,,,-2400000,38300000.0,,0.0,,21818182.0,-2100000.0,-28600000.0,,16200000.0,-104200000.0,7200000.0,12800000.0,15800000.0,,16400000.0,,,,-700000.0,,,,,,,,-3100000.0,41900000.0,52400000.0,,,,500000.0,,,-14900000.0,,,,,,,-30700000.0,17300000.0,,21818182.0,49400000.0,,109000000.0,,,,,,,,,,,,,171400000.0,,-2400000.0,,,,,,,,,2300000.0,,,2400000.0,100000.0,2400000.0,,,,,,,,,,,,,,,,
1991-06-30,1600000,,,,,17400000.0,12300000.0,,,,3500000.0,154200000.0,,,,,,73300000,,50400000.0,,,,,,,5800000.0,,,,,0.0,-100000.0,,,4100000,,,,,,,69300000.0,,,,,,,,0.04,0.0,,116700000.0,,,20200000.0,,,,,61000000.0,15800000.0,30200000.0,500000.0,,,,,,,,13300000.0,,,,,,1500000.0,,,,,,,,100000.0,,0.04,,0.0,,,,,,,,900000.0,,,,900000,32400000.0,,-100000.0,,22500000.0,7100000.0,-600000.0,,-8000000.0,-103500000.0,6300000.0,12800000.0,7300000.0,,17900000.0,,,,300000.0,,,,,,,,1200000.0,55900000.0,50700000.0,,,,0.0,,,-1000000.0,,,,,,,6500000.0,0.0,,22500000.0,49100000.0,,106100000.0,,,,,,,,,,,,,167100000.0,,900000.0,,,,,,,,,2500000.0,,,1400000.0,300000.0,1400000.0,,,,,,,,,,,,,,,,
1991-09-30,4000000,,,,,20000000.0,13300000.0,,,,6800000.0,154800000.0,,,,,,77700000,,49300000.0,,,,,,,3000000.0,,,,,0.0,-500000.0,,,6700000,,,,,,,71600000.0,,,,,,,,0.11,,,119100000.0,,,13600000.0,,,,,64600000.0,16000000.0,35700000.0,200000.0,,,,,,,,13300000.0,,,,,,2000000.0,,,,,,,,0.0,,0.11,,100000.0,,,,,,,,2300000.0,,,,2300000,29500000.0,,-100000.0,,20909091.0,11800000.0,-800000.0,,-6800000.0,-105800000.0,5900000.0,12800000.0,800000.0,,22400000.0,,,,1400000.0,,,,,,,,3700000.0,57700000.0,49000000.0,,,,0.0,,,4500000.0,,,,,,,11000000.0,0.0,,20909091.0,48900000.0,,103800000.0,,,,,,,,,,,,,168400000.0,,2300000.0,,,,,,,,,2700000.0,,,5900000.0,200000.0,5900000.0,,,,,,,,,,,,,,,,
1991-12-31,700000,-400000.0,,,,15700000.0,12900000.0,,,,2600000.0,154900000.0,,57900000.0,,20000000.0,,65300000,10300000.0,47700000.0,-5100000.0,1200000.0,,0.06,,,-5400000.0,64500000.0,,,,0.0,400000.0,800000.0,,3600000,5900000.0,20000000.0,0.0,,,1200000.0,71900000.0,-800000.0,,,14700000.0,,-107600000.0,,,,10700000.0,119400000.0,47700000.0,16500000.0,14700000.0,1000000.0,,,71900000.0,64500000.0,15000000.0,33000000.0,-25000000.0,,,,,,,,12100000.0,17300000.0,205100000.0,1400000.0,167100000.0,1200000.0,1200000.0,,,,1200000.0,,,47500000.0,2700000.0,102600000.0,,119400000.0,-900000.0,,,,12000000.0,,,,300000.0,-29200000.0,2400000.0,,300000,34800000.0,10400000.0,0.0,,,4800000.0,24900000.0,,-800000.0,-107600000.0,5900000.0,12000000.0,,,20100000.0,,,,300000.0,,,,61300000.0,,33000000.0,47300000.0,600000.0,49600000.0,47300000.0,,49400000.0,21600000.0,500000.0,34800000.0,,4400000.0,,,13800000.0,,2700000.0,,29700000.0,0.0,0.06,,49400000.0,-7000000.0,102600000.0,,20100000.0,10300000.0,266400000.0,-24700000.0,,2600000.0,,,,600000.0,,167100000.0,0.0,300000.0,,0.0,,,,3400000.0,,,2900000.0,,,10300000.0,100000.0,10300000.0,,,,154900000.0,12900000.0,,,,,,,,,,,
1992-03-31,300000,,,,,15700000.0,12200000.0,,,,-12900000.0,155900000.0,,,,,,66500000,,46300000.0,,,,,,,-4500000.0,,,,,0.0,-2300000.0,,,3000000,,,,,,,72100000.0,,,,,,,,0.01,,,119800000.0,,,16900000.0,,,,,65100000.0,15400000.0,29400000.0,-100000.0,,,,,,,,12700000.0,,,,,,1300000.0,,,,,,,,2400000.0,,0.01,,0.0,,,,,,,,100000.0,,,,100000,39400000.0,,0.0,,20847000.0,-10100000.0,-2300000.0,,2800000.0,-109600000.0,5800000.0,12000000.0,2500000.0,,17200000.0,,,,100000.0,,,,,,,,200000.0,50800000.0,46300000.0,,,,300000.0,,,-9500000.0,,,,,,,-12400000.0,10300000.0,,20847000.0,48900000.0,,101000000.0,,,,,,,,,,,,,166100000.0,,100000.0,,,,,,,,,2700000.0,,,800000.0,100000.0,800000.0,,,,,,,,,,,,,,,,
1992-06-30,2900000,,,,,19700000.0,14000000.0,,,,600000.0,156000000.0,,,,,,76900000,,52700000.0,,,,,,,0.0,,,,,0.0,-1500000.0,,,5700000,,,,,,,73500000.0,,,,,,,,0.07,,,121000000.0,,,17700000.0,,,,,73900000.0,16800000.0,35000000.0,-200000.0,,,,,,,,14000000.0,,,,,,5300000.0,,,,,,,,2400000.0,,0.07,,-300000.0,,,,,,,,1500000.0,,,,1500000,39300000.0,,100000.0,,21428571.0,5000000.0,-1400000.0,,-1800000.0,-110800000.0,6100000.0,14300000.0,1000000.0,,21000000.0,,,,1300000.0,,,,,,,,2800000.0,57200000.0,45200000.0,,,,,,,1600000.0,,,,,,,3600000.0,0.0,,21428571.0,48500000.0,,99800000.0,,,,,,,,,,,,,173700000.0,,1500000.0,,,,,,,,,2800000.0,,,2400000.0,200000.0,2400000.0,,,,,,,,,,,,,,,,
1992-09-30,3400000,,,,,20500000.0,12700000.0,,,,3600000.0,157200000.0,,,,,,77000000,,46900000.0,,,,,,,600000.0,,,,,0.0,-1700000.0,,,6200000,,,,,,,75200000.0,,,,,,,,0.08,,,122500000.0,,,14500000.0,,,,,70600000.0,17100000.0,32400000.0,-100000.0,,,,,,,,14300000.0,,,,,,800000.0,,,,,,,,2500000.0,,0.08,,0.0,,,,,,,,1600000.0,,,,1600000,38700000.0,,0.0,,20000000.0,7900000.0,-1700000.0,,-1100000.0,-112500000.0,6100000.0,12000000.0,,,19700000.0,,,,1600000.0,,,,,,,,3200000.0,56500000.0,44700000.0,,,,,,,5100000.0,,,,,,,6200000.0,0.0,,20000000.0,48000000.0,,98800000.0,,,,,,,,,,,,,169400000.0,,1600000.0,,,,,,,,,2700000.0,,,7500000.0,200000.0,7500000.0,,,,,,,,,,,,,,,,
1992-12-31,0,-1200000.0,,,,17600000.0,12900000.0,,,,7100000.0,159600000.0,,66700000.0,,20000000.0,,65800000,12100000.0,52200000.0,-8800000.0,3200000.0,,0.16,,,400000.0,74500000.0,,,,0.0,-4000000.0,600000.0,-1100000.0,2800000,6400000.0,20000000.0,100000.0,,,3200000.0,75200000.0,-1200000.0,,,16500000.0,,-114200000.0,,,,-1600000.0,122300000.0,52200000.0,2800000.0,16500000.0,800000.0,,,75200000.0,74500000.0,17600000.0,35700000.0,-1900000.0,,,,,,,,14800000.0,10300000.0,212800000.0,2900000.0,174500000.0,3200000.0,6100000.0,,,,6100000.0,,100000.0,55700000.0,2900000.0,100000000.0,,122300000.0,100000.0,,,,13600000.0,,,,0.0,-9500000.0,-3500000.0,,0,38400000.0,11000000.0,0.0,,,8800000.0,-3400000.0,,-200000.0,-114200000.0,6400000.0,13600000.0,,,22800000.0,,,,-100000.0,,,,73400000.0,,35700000.0,45400000.0,-100000.0,48200000.0,45400000.0,,48200000.0,11600000.0,,38400000.0,,4600000.0,,,17700000.0,,2900000.0,,5400000.0,0.0,0.16,,48200000.0,1800000.0,100000000.0,,22800000.0,12100000.0,286200000.0,-2300000.0,,6100000.0,,,,-300000.0,,174500000.0,0.0,0.0,,0.0,,,,6700000.0,,,2800000.0,,,12100000.0,100000.0,12100000.0,,,,159600000.0,12900000.0,,,,,,,,,,,
1993-03-31,-1500000,,,,,14800000.0,12400000.0,,,,-6700000.0,163600000.0,,,,,,60800000,,50500000.0,,,,,,,100000.0,,,,,0.0,-5500000.0,,-500000.0,1200000,,,,,,,70700000.0,,,,,,,,-0.22,-100000.0,,117300000.0,,,20000000.0,,,,,66100000.0,16300000.0,30500000.0,-900000.0,,,,,,,,13600000.0,,,,,,6400000.0,,,,,,,,11300000.0,,-0.22,,0.0,,,,,,,,-4500000.0,,,,-900000,38200000.0,,-3600000.0,,20454545.0,-5000000.0,-4700000.0,,-500000.0,-115800000.0,6100000.0,8700000.0,,,18100000.0,,,,-700000.0,,,,,,,,-1600000.0,46000000.0,47800000.0,,,,,,,-11000000.0,,,,,,,-9700000.0,12100000.0,,20454545.0,47800000.0,,101700000.0,,,,,,,,,,,,,167800000.0,,-4500000.0,,,,,,,,,2700000.0,,,1100000.0,100000.0,1100000.0,,,,,,,,,,,,,,,,
1993-06-30,2800000,,,,,20300000.0,13800000.0,,,,5000000.0,160100000.0,,,,,,76800000,,54500000.0,,,,,,,4200000.0,,,,,0.0,-800000.0,,-400000.0,5500000,,,,,,,72100000.0,,,,,,,,0.07,0.0,,118400000.0,,,20300000.0,,,,,73000000.0,17500000.0,34200000.0,1000000.0,,,,,,,,14800000.0,,,,,,6300000.0,,,,,,,,11600000.0,,0.07,,0.0,,,,,,,,1400000.0,,,,1400000,34100000.0,,-200000.0,,20000000.0,9200000.0,-2900000.0,,-400000.0,-112800000.0,5200000.0,8700000.0,,,20400000.0,,,,1100000.0,,,,,,,,2500000.0,56500000.0,47300000.0,,,,,,,8000000.0,,,,,,,6300000.0,0.0,,20000000.0,47400000.0,,99900000.0,,,,,,,,,,,,,172900000.0,,1400000.0,,,,,,,,,2700000.0,,,9000000.0,100000.0,9000000.0,,,,,,,,,,,,,,,,
1993-09-30,1600000,,,,,18700000.0,12500000.0,,,,5900000.0,158400000.0,,,,,,77900000,,57300000.0,,,,,,,2800000.0,,,,,0.0,-1000000.0,,-100000.0,4300000,,,,,,,72500000.0,,,,,,,,0.02,200000.0,,118700000.0,,,20700000.0,,,,,77800000.0,17100000.0,36600000.0,1000000.0,,,,,,,,14400000.0,,,,,,6500000.0,,,,,,,,11700000.0,,0.02,,0.0,,,,,,,,400000.0,,,,400000,31200000.0,,100000.0,,20000000.0,9200000.0,-2200000.0,,-100000.0,-112300000.0,5200000.0,9000000.0,,,24100000.0,,,,1200000.0,,,,,,,,1600000.0,59200000.0,46100000.0,,,,,,,8100000.0,,,,,,,7000000.0,0.0,,20000000.0,46900000.0,,98200000.0,,,,,,,,,,,,,176000000.0,,400000.0,,,,,,,,,2600000.0,,,17200000.0,100000.0,17200000.0,,,,,,,,,,,,,,,,
1993-12-31,500000,-2200000.0,,-1200000.0,,18300000.0,11700000.0,,,,3100000.0,160100000.0,,68600000.0,,17692308.0,,66900000,18000000.0,55900000.0,-10900000.0,1300000.0,,-0.13,,,-1400000.0,75400000.0,,,,0.0,-2900000.0,500000.0,-1200000.0,3100000,5300000.0,17692308.0,0.0,,,-2300000.0,72900000.0,-1100000.0,,,20000000.0,,-114000000.0,,,,7300000.0,118000000.0,55900000.0,7400000.0,20000000.0,100000.0,,,72900000.0,75400000.0,17800000.0,35900000.0,-1800000.0,,,,,,,,15200000.0,12100000.0,210400000.0,1600000.0,173900000.0,-2300000.0,6700000.0,,,,6700000.0,,,58000000.0,11800000.0,98500000.0,,118000000.0,0.0,,,,8200000.0,,,,400000.0,-10200000.0,5700000.0,,400000,32700000.0,10600000.0,0.0,,,4900000.0,-1100000.0,,-1100000.0,-114000000.0,5300000.0,8200000.0,,,24200000.0,,,,0.0,,,,72000000.0,,35900000.0,46100000.0,400000.0,48600000.0,46100000.0,,47100000.0,18300000.0,,32700000.0,,800000.0,,,14000000.0,,11800000.0,,3800000.0,0.0,-0.13,,47100000.0,5900000.0,98500000.0,,24200000.0,18000000.0,282400000.0,-700000.0,,2900000.0,,,,-2100000.0,,173900000.0,0.0,400000.0,,-3600000.0,,,,3400000.0,,,2600000.0,,,18000000.0,100000.0,18000000.0,,,,160100000.0,11700000.0,,,,,,,,,,,
1994-03-31,-700000,,,,,26500000.0,16600000.0,,,,-5600000.0,165600000.0,,,,,,76600000,,118400000.0,,,,,,,-4500000.0,,,,,0.0,-60600000.0,,-1600000.0,2400000,,,,,,,72300000.0,,,,,,,,-0.03,,,115700000.0,,,71500000.0,,,,,93500000.0,27200000.0,46900000.0,-59000000.0,,,,,,,,24100000.0,,,,,,9800000.0,,,,,,,,14600000.0,,-0.03,,0.0,,,,,,,,-700000.0,,,,-700000,43500000.0,,0.0,,23333333.0,-3100000.0,-1600000.0,,47400000.0,-116000000.0,5500000.0,7900000.0,49000000.0,,30300000.0,,,,-600000.0,,,,,,,,-1300000.0,50100000.0,49600000.0,,,,,,,-16400000.0,,,,,,,-4700000.0,18000000.0,,23333333.0,85500000.0,,140600000.0,,,,,,,,,,,,,234100000.0,,-700000.0,,,,,,,,,3100000.0,,,1600000.0,600000.0,1600000.0,,,,,,,,,,,,,,,,
1994-06-30,200000,,,,,25900000.0,17800000.0,,,,-3900000.0,167000000.0,,,,,,85100000,,120700000.0,,,,,,,-3800000.0,,,,,0.0,-2100000.0,,-1800000.0,3300000,,,,,,,71900000.0,,,,,,,,-0.02,,,113600000.0,,,76900000.0,,,,,94700000.0,25700000.0,43800000.0,-100000.0,,,,,,,,22600000.0,,,,,,9700000.0,,,,,,,,14600000.0,,-0.02,,0.0,,,,,,,,-300000.0,,,,-300000,47400000.0,,100000.0,,15000000.0,-800000.0,-2000000.0,,3600000.0,-117600000.0,5500000.0,7900000.0,54400000.0,,26000000.0,,,,-300000.0,,,,,,,,-600000.0,59200000.0,49400000.0,,,,,,,700000.0,,,,,,,-2800000.0,0.0,,15000000.0,84700000.0,,139600000.0,,,,,,,,,,,,,234300000.0,,-300000.0,,,,,,,,,3100000.0,,,2300000.0,900000.0,2300000.0,,,,,,,,,,,,,,,,
1994-09-30,-3300000,,,,,22300000.0,19800000.0,,,,-4600000.0,169600000.0,,,,,,83700000,,130600000.0,,,,,,,-4700000.0,,,,,0.0,-5200000.0,,200000.0,-100000,,,,,,,68700000.0,,,,,,,,-0.16,0.0,,110600000.0,,,86500000.0,,,,,97700000.0,25600000.0,44100000.0,-1600000.0,,,,,,,,22500000.0,,,,,,9900000.0,,,,,,,,14500000.0,,-0.16,,0.0,,,,,,,,-3200000.0,,,,-3200000,52100000.0,,-100000.0,,20000000.0,-4500000.0,-3700000.0,,10000000.0,-119000000.0,7000000.0,7900000.0,64100000.0,,24300000.0,,,,-1300000.0,,,,,,,,-4500000.0,61400000.0,50600000.0,,,,,,,400000.0,,,,,,,-8200000.0,0.0,,20000000.0,85900000.0,,143500000.0,,,,,,,,,,,,,241200000.0,,-3200000.0,,,,,,,,,3200000.0,,,2700000.0,1100000.0,2700000.0,,,,,,,,,,,,,,,,
1994-12-31,2000000,-3200000.0,,,,39600000.0,20100000.0,,,,2100000.0,174100000.0,,116200000.0,,20000000.0,,112400000,2000000.0,138900000.0,-14000000.0,-4700000.0,,-0.03,,,1100000.0,102900000.0,,,,0.0,-6000000.0,3800000.0,0.0,5400000,6100000.0,20000000.0,0.0,,,-4700000.0,68200000.0,,,,87300000.0,,-119700000.0,,,200000.0,-12000000.0,110300000.0,138900000.0,-16600000.0,87300000.0,200000.0,,,68200000.0,102900000.0,37600000.0,51600000.0,500000.0,,,,,,63500000.0,,34200000.0,18000000.0,243400000.0,-900000.0,249200000.0,-4700000.0,11600000.0,,,,11600000.0,,100000.0,103400000.0,17100000.0,146300000.0,,110300000.0,0.0,,,,6700000.0,,,,-500000.0,-73900000.0,-11900000.0,,-500000,50200000.0,12800000.0,-100000.0,,,5800000.0,-6700000.0,,-500000.0,-119700000.0,6100000.0,6700000.0,63500000.0,,31500000.0,,,,1200000.0,,,,114500000.0,,51600000.0,54400000.0,700000.0,72800000.0,54400000.0,,85800000.0,-2600000.0,100000.0,50200000.0,,-700000.0,,,11100000.0,,17100000.0,,-900000.0,0.0,-0.03,,85800000.0,-16000000.0,146300000.0,,31500000.0,2000000.0,357900000.0,-60200000.0,,-5600000.0,,,,60500000.0,,249200000.0,0.0,-500000.0,,-100000.0,,,,-1700000.0,,,3400000.0,,,2000000.0,1200000.0,2000000.0,,,,174100000.0,20100000.0,,,,,,,,,,,
1995-03-31,-1100000,,,,,25400000.0,19900000.0,,,,-2600000.0,177500000.0,,,,,,80300000,,139600000.0,,,,,,,-3400000.0,,,,,0.0,-4400000.0,,,2200000,,,,,,,66900000.0,,,,,,,,-0.07,,,109000000.0,,,90200000.0,,,,,101200000.0,26500000.0,49400000.0,-200000.0,,,,,,,,23200000.0,,,,,,11600000.0,,,,,,,,15400000.0,,-0.07,,0.0,,,,,,,,-1300000.0,,,,-1300000,53600000.0,,-100000.0,,18571429.0,-500000.0,-4300000.0,,4600000.0,-121400000.0,6400000.0,6700000.0,68100000.0,,29500000.0,,,,-1400000.0,,,,,,,,-2700000.0,54900000.0,56100000.0,,,,,,,-300000.0,,,,,,,-4800000.0,2000000.0,,18571429.0,84900000.0,,147400000.0,,,,,,,,,,,,,248600000.0,,-1300000.0,,,,,,,,,3300000.0,,,1700000.0,1500000.0,1700000.0,,,,,,,,,,,,,,,,
1995-06-30,0,,,,,24000000.0,17700000.0,,,,100000.0,179300000.0,,,,,,87900000,,135800000.0,,,,,,,2800000.0,,,,,0.0,-2900000.0,,,3400000,,,,,,,66500000.0,,,,,,,,-0.02,,,108600000.0,,,90900000.0,,,,,97600000.0,24000000.0,44900000.0,200000.0,,,,,,,,20600000.0,,,,,,12000000.0,,,,,,,,15300000.0,,-0.02,,0.0,,,,,,,,-400000.0,,,,-400000,50800000.0,,0.0,,20000000.0,3300000.0,-3200000.0,,800000.0,-122600000.0,6000000.0,6700000.0,68900000.0,,27200000.0,,,,-1200000.0,,,,,,,,-1600000.0,63900000.0,56700000.0,,,,,,,1200000.0,,,,,,,100000.0,0.0,,20000000.0,84100000.0,,146800000.0,,,,,,,,,,,,,244400000.0,,-400000.0,,,,,,,,,3400000.0,,,2900000.0,1600000.0,2900000.0,,,,,,,,,,,,,,,,
1995-09-30,-2400000,,,,,23200000.0,18300000.0,,,,-3300000.0,180400000.0,,,,,,86400000,,137600000.0,,,,,,,300000.0,,,,,0.0,-2500000.0,,,1200000,,,,,,,64300000.0,,,,,,,,-0.11,-300000.0,,106400000.0,,,93600000.0,,,,,98300000.0,25600000.0,44000000.0,-200000.0,,,,,,,,22000000.0,,,,,,11300000.0,,,,,,,,14400000.0,,-0.11,,0.0,,,,,,,,-2300000.0,,,,-2300000,50500000.0,,100000.0,,20909091.0,-2200000.0,-2300000.0,,3600000.0,-124200000.0,6300000.0,6700000.0,72500000.0,,25700000.0,,,,-1500000.0,,,,,,,,-3800000.0,63200000.0,56200000.0,,,,,,,-1100000.0,,,,,,,-4500000.0,0.0,,20909091.0,83200000.0,,145700000.0,,,,,,,,,,,,,244000000.0,,-2300000.0,,,,,,,,,3600000.0,,,1900000.0,1500000.0,1900000.0,,,,,,,,,,,,,,,,
