date,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyEbitda,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyNetPPE,annualDilutedEPS,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyTotalRevenue,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCapitalStock,annualPurchaseOfBusiness,annualCostOfRevenue,annualCurrentDebt,annualStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,annualOperatingExpense,quarterlyCurrentLiabilities,annualDeferredIncomeTax,quarterlyRetainedEarnings,annualBasicEPS,trailingOperatingExpense,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,quarterlyDilutedEPS,annualGoodwill,quarterlyTotalAssets,quarterlyNetIncome,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualStockholdersEquity,annualLongTermDebt,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualDilutedAverageShares,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualTaxProvision,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,trailingSellingGeneralAndAdministration,annualInventory,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,quarterlyInventory,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1984-12-31,,,,-2100000.0,,119000000.0,4300000.0,13839000000.0,,,3800000.0,,,,,,400000.0,,-2071000000.0,,,,55712000000.0,,24700000.0,5900000.0,124000000.0,,,,,,,1704000000.0,,,,697000000.0,,,-0.0075,-187000000.0,3742000000.0,,,2720000000.0,,,-2100000.0,,,,,,,8500000.0,,,,24000000.0,,16392000000.0,,,25500000.0,,,,-0.0075,37913000000.0,,-800000.0,,,,184557000000.0,,,,,14239000000.0,500000.0,,11900000.0,,-3932000000.0,,10866000000.0,13839000000.0,-8343000000.0,,,,,-1700000.0,,,,,,219000000.0,,-1200000.0,,683000000.0,,,-2100000.0,,,,,,,,-1500000.0,,,32500000.0,1200000.0,,,-12699000000.0,,3800000.0,,,240269000000.0,280000000.0,-2504000000.0,,900000.0,15700000.0,,,7600000.0,,,-5625000000.0,10985000000.0,,,5800000.0,,,280000000.0,,,18463000000.0,,,,,1886000000.0,,,,-5500000000.0,17799000000.0,,2400000.0,3500000.0,,,,5800000.0,,,4300000.0,,,,-700000.0,9800000.0,,17981000000.0,,,,,,,,,,,,,,,,,,,,,
1985-03-31,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,223072000.0,,,,,,5000000.0,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223072000.0,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,300000.0,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,200000000.0,,,,,,5500000.0,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000.0,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,500000.0,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,360000000.0,,,,,,27800000.0,,,,,,,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000000.0,,,,,,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,900000.0,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,,2100000.0,,,10600000.0,,,,300000.0,,,,,,1300000.0,,,,17100000.0,17100000.0,,,43300000.0,17300000.0,,15300000.0,,,,,,,1600000.0,,-65000000.0,,,8600000.0,0.0075,,,32100000.0,,,,,2100000.0,,,-2000000.0,,,,52200000.0,,,,49000000.0,10600000.0,,24800000.0,,44900000.0,25900000.0,,1100000.0,0.0075,,,-2000000.0,,,,,,,-65000000.0,,,600000.0,,26800000.0,,,,,,,,,,17300000.0,1100000.0,,,,,,,,4100000.0,,,,,2100000.0,,,,,42100000.0,800000.0,,4100000.0,800000.0,,101200000.0,1600000.0,,300000.0,,,15300000.0,,,,280000000.0,,,2000000.0,42100000.0,900000.0,,25900000.0,,,,,,,17100000.0,,,280000000.0,600000.0,,,,,,,,,,,,,800000.0,8700000.0,8600000.0,,,,17100000.0,,,900000.0,,26800000.0,8700000.0,5700000.0,24800000.0,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,400000000.0,,,,,,37600000.0,,,,,,,37600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000.0,,,,,,37600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,1000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,480000000.0,,,,,,49000000.0,,,,,,,49000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480000000.0,,,,,,49000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,1200000.0,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,346666667.0,,,,,,56300000.0,,,,,,,56300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346666667.0,,,,,,56300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,2600000.0,,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,6300000.0,,,23000000.0,,900000.0,,18700000.0,,74700000.0,,,,5600000.0,,,,48500000.0,48500000.0,,,78000000.0,112000000.0,,54900000.0,,,,,,,2900000.0,,-134600000.0,,,16700000.0,0.015,,,70000000.0,,,,,6300000.0,,,-6300000.0,,,,123100000.0,,,,89800000.0,23000000.0,,86200000.0,,81500000.0,70800000.0,,7600000.0,0.015,,,-6300000.0,,,,,,,-134600000.0,,,900000.0,,143300000.0,,,,,,,,,,112000000.0,7600000.0,,,,,,,,12500000.0,52900000.0,,,,6300000.0,,,,,198200000.0,1500000.0,,8300000.0,1500000.0,,212900000.0,2900000.0,,18700000.0,,,54900000.0,52900000.0,,,420000000.0,,,6200000.0,198200000.0,72500000.0,,70800000.0,,,,,,,48500000.0,,,420000000.0,900000.0,,,,,,,,,,,,,1500000.0,20600000.0,16700000.0,,,,48500000.0,74700000.0,,72500000.0,,143300000.0,20600000.0,11800000.0,86200000.0,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,488160000.0,,,,,,104200000.0,,,,,,,104200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488160000.0,,,,,,104200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,600000.0,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
