date,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyEbitda,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyNetPPE,annualDilutedEPS,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyTotalRevenue,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCapitalStock,annualPurchaseOfBusiness,annualCostOfRevenue,annualCurrentDebt,annualStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,annualOperatingExpense,quarterlyCurrentLiabilities,annualDeferredIncomeTax,quarterlyRetainedEarnings,annualBasicEPS,trailingOperatingExpense,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,quarterlyDilutedEPS,annualGoodwill,quarterlyTotalAssets,quarterlyNetIncome,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualStockholdersEquity,annualLongTermDebt,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualDilutedAverageShares,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualTaxProvision,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,trailingSellingGeneralAndAdministration,annualInventory,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,quarterlyInventory,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1987-06-30,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,491520000.0,,,,,,111100000.0,,,,,,,111100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491520000.0,,,,,,111100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,700000.0,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,-0.025,,,,,,,,,,,,,,,,,512000000.0,,,,,,111600000.0,,,,,,,111600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512000000.0,,,,,,111600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,,,-12800000.0,,,-12800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,87100000.0,-15800000.0,,,27500000.0,,5000000.0,,18800000.0,,76700000.0,,,,4700000.0,,,,61100000.0,61100000.0,,,149800000.0,115500000.0,,41500000.0,,,,,,,3200000.0,,-347500000.0,,,17000000.0,-0.0325,,,108600000.0,,,,,-15800000.0,,,-10500000.0,,,,298500000.0,9900000.0,,,136900000.0,27500000.0,,94700000.0,,157600000.0,97000000.0,,-8200000.0,-0.0325,,,-10500000.0,,,,,,,-347500000.0,87100000.0,,,,168700000.0,,,,,,,,,,115500000.0,-8200000.0,,,,,,,,-19100000.0,52900000.0,,,,-15800000.0,,,,,210200000.0,-4200000.0,,-20700000.0,-4200000.0,,435400000.0,3200000.0,,18800000.0,,,41500000.0,52900000.0,,,486153846.0,,,-3300000.0,210200000.0,71700000.0,,97000000.0,,,,,,,61100000.0,9900000.0,,486153846.0,,,,,,,,,,,,,,-4200000.0,21800000.0,17000000.0,,,,61100000.0,76700000.0,,71700000.0,,168700000.0,21800000.0,-12900000.0,94700000.0,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,511648000.0,,,,,,117200000.0,,,,,,,117200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511648000.0,,,,,,117200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,700000.0,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,512768000.0,,,,,,118700000.0,,,,,,,118700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512768000.0,,,,,,118700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,300000.0,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,-0.0775,,,,,,,,,,,,,,,,,503225806.0,,,,,,120900000.0,,,,,,,120900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503225806.0,,,,,,120900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0775,,,-39000000.0,,,-39000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,-36800000.0,,,34300000.0,,4500000.0,,7200000.0,,10500000.0,,,,-21700000.0,,,,95100000.0,95100000.0,,,128600000.0,55300000.0,,15500000.0,,,,,,,2800000.0,,-364500000.0,,,23500000.0,-0.0725,,,77100000.0,,,,,-36800000.0,,,-10800000.0,,,,304700000.0,,,,129200000.0,34300000.0,,113300000.0,,136900000.0,80700000.0,,-45000000.0,-0.0725,,,-10800000.0,,,,,,,-364500000.0,,,5200000.0,,153100000.0,,,,,,,,,,55300000.0,-45000000.0,,,,,,,,-34800000.0,60000000.0,,,,-36800000.0,,,,,168600000.0,1200000.0,,-7700000.0,1200000.0,,433900000.0,2800000.0,,7200000.0,,,15500000.0,60000000.0,,,507586207.0,,,2000000.0,168600000.0,72400000.0,,80700000.0,,,,,,,95100000.0,,,507586207.0,5200000.0,,,,,,,,,,,,,1200000.0,21300000.0,23500000.0,,,,95100000.0,10500000.0,,72400000.0,,153100000.0,21300000.0,600000.0,113300000.0,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,460000000.0,,,,,,96000000.0,,,,,,,96000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460000000.0,,,,,,96000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,2300000.0,,,2300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,0.005,,34700000.0,,,,,103500000.0,103500000.0,,,,,,21500000.0,,,580000000.0,,18500000.0,,1900000.0,,7400000.0,,,23100000.0,,,,102800000.0,,,,,,,,-10800000.0,,,,,,,,,33900000.0,,122100000.0,4500000.0,,87800000.0,,-45000000.0,,,,,580000000.0,,,,,,5600000.0,69300000.0,,,,,1600000.0,,,,,,,,,58600000.0,,62500000.0,,,,,,,,59100000.0,,,,,,,0.005,,180700000.0,2900000.0,,,2900000.0,,,,,6500000.0,,,,,32900000.0,,,,,,,70800000.0,,,,,,,,,,,1100000.0,,5200000.0,,,,,,40300000.0,,,,,,,2900000.0,,,,,,,,,,,158600000.0,35500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,600000.0,,,-5100000.0,,,,,,,,,0.005,,35600000.0,,,,,141600000.0,141600000.0,,,,,,55200000.0,,,740000000.0,,20400000.0,,1600000.0,-800000.0,8800000.0,,,22900000.0,,,,105300000.0,29300000.0,,,-1300000.0,,,30000000.0,-10800000.0,,,,,,,,,33700000.0,,159700000.0,5800000.0,,96100000.0,,-36100000.0,,,14600000.0,,740000000.0,38100000.0,3700000.0,,,,6900000.0,75700000.0,,,,,2100000.0,,,,,,,9100000.0,,62900000.0,,62800000.0,,,,,,,,58700000.0,,13300000.0,,,,,0.005,,222600000.0,3700000.0,,,3700000.0,1900000.0,,,,6800000.0,,,,,33700000.0,,,,,,,70700000.0,,,,,,,,,,,1100000.0,,5200000.0,1500000.0,,,,,42500000.0,,,-6400000.0,,,,3700000.0,,,,,,,,,,,166800000.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,17200000.0,-4900000.0,91600000.0,13700000.0,1400000.0,,34500000.0,,4300000.0,,7200000.0,46500000.0,10400000.0,,,37800000.0,,,,,63700000.0,63700000.0,,-3700000.0,134700000.0,62100000.0,,60300000.0,,,,31000000.0,11400000.0,,90700000.0,,10900000.0,,100000.0,21400000.0,0.02,,,107900000.0,1100000.0,,15800000.0,-100000.0,13700000.0,,400000.0,-13100000.0,,,,243600000.0,,,,168400000.0,34500000.0,,174900000.0,7600000.0,142500000.0,103000000.0,2200000.0,-31300000.0,0.02,,11300000.0,-13100000.0,,-29300000.0,4600000.0,,17200000.0,-5200000.0,8700000.0,91600000.0,,7500000.0,,176000000.0,2800000.0,,,,,,,1900000.0,,62100000.0,-31300000.0,61400000.0,,,-8800000.0,,,,21500000.0,58300000.0,,11200000.0,,13700000.0,37400000.0,30900000.0,,,237000000.0,4800000.0,-54800000.0,25900000.0,4800000.0,2200000.0,412000000.0,90700000.0,-42300000.0,7200000.0,,11400000.0,60300000.0,58300000.0,35600000.0,,685000000.0,,,7800000.0,237000000.0,73000000.0,,103000000.0,,,,,7800000.0,,63700000.0,,1100000.0,685000000.0,7500000.0,-1900000.0,,,,,46500000.0,,,-41000000.0,,,,4800000.0,30300000.0,21400000.0,,,,63700000.0,10400000.0,41100000.0,73000000.0,,176000000.0,30300000.0,33700000.0,174900000.0,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,1800000.0,,,5100000.0,,,,,,,,,0.01,,2200000.0,,,,,68500000.0,68500000.0,,,,,,67300000.0,,53900000.0,670000000.0,,,,23800000.0,,13900000.0,,,-13100000.0,,,,129900000.0,600000.0,,,-300000.0,,,200000.0,-13100000.0,,,,,,,,,0.0,,92300000.0,10200000.0,,125700000.0,,-31300000.0,,,9700000.0,,670000000.0,14600000.0,4600000.0,,,,11700000.0,,,,,,3500000.0,,,,,,,600000.0,,175900000.0,,116000000.0,,,,,,,,52900000.0,,9400000.0,,,,,0.01,,268200000.0,6700000.0,,,6700000.0,2200000.0,,,,22300000.0,,,,,,,,,,,,75200000.0,,,,,,,,,,,1300000.0,,,-400000.0,,,,,13900000.0,,,4800000.0,,,,6700000.0,,,,,,,,,,,200900000.0,189000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,-100000.0,,,-1000000.0,,,,,,,,24300000.0,0.01,,39000000.0,,,,,71100000.0,71100000.0,,,,,,88300000.0,,,780000000.0,,7700000.0,,96000000.0,,15700000.0,,,22600000.0,,,,150200000.0,400000.0,,,-800000.0,,,-800000.0,-13100000.0,,,,,,,,,35700000.0,,188400000.0,11900000.0,,122300000.0,,-31300000.0,,,6800000.0,,780000000.0,-7200000.0,4800000.0,,,,13300000.0,114600000.0,,,,,4100000.0,,,,,,,-3400000.0,,84100000.0,,97900000.0,,,,,,,,44900000.0,,6000000.0,,,,,0.01,,272500000.0,7800000.0,,,7800000.0,2400000.0,,,,8900000.0,,,,,36600000.0,,,,,,,61000000.0,,,,,,,,,,,1300000.0,,7200000.0,-1200000.0,,,,,52300000.0,,,-13300000.0,,,,7800000.0,,,,,,,,,,,183300000.0,37200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
