date,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualStockBasedCompensation,annualCurrentLiabilities,annualGoodwill,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualOperatingIncome,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,trailingTotalRevenue,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingInterestExpense,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualBeginningCashPosition,annualCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualBasicEPS,annualSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyDilutedEPS,trailingStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualDilutedEPS,trailingOtherNonCashItems,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue
1991-09-30,,,-800000.0,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51300000.0,51300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,5400000.0,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278900000.0,,,,,,,,,,,,,,,,,,,,,,,278900000.0,,,,,,,,,,,,,,,,,,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,11700000.0,,86600000.0,,,,,,,,,,,,,,278900000.0,,,,,,,,,,,,,,,,,,,,,,,,,86600000.0,86600000.0,11900000.0,,,,,,11900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,9100000.0,9100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,94200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94200000.0,94200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,1800000.0,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61000000.0,61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,-1400000.0,-1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,55600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55600000.0,55600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,5600000.0,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316700000.0,,,,,,,,,,,,,,,,,,,,,,,316700000.0,,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,105900000.0,,,,,,,,,,,,,,316700000.0,,,,,,,,,,,,,,,,,,,,,,,,,105900000.0,105900000.0,15100000.0,,,,,,15100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,10100000.0,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113400000.0,113400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,100000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65200000.0,65200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,-800000.0,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60500000.0,60500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,5800000.0,5800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333900000.0,,,,,,,,,,,,,,,,,,,,,,,333900000.0,,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,15400000.0,,94800000.0,,,,,,,,,,,,,,333900000.0,,,,,,,,,,,,,,,,,,,,,,,,,94800000.0,94800000.0,15600000.0,,,,,,15200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,39000000.0,9800000.0,9800000.0,,-300000.0,,,,,241200000.0,,,,3700000.0,,62000000.0,49100000.0,73100000.0,,,,,,,,,57500000.0,,100000.0,,71400000.0,13400000.0,,,142000000.0,,,,,46700000.0,,,-3600000.0,,,,,,,,,,,,,12500000.0,,9700000.0,9700000.0,,,,,9900000.0,,,,62000000.0,445300000.0,,,4000000.0,,,,3100000.0,389600000.0,,100000.0,9800000.0,,540000000.0,30800000.0,,,,,,,,539700000.0,,,1300000.0,27300000.0,,5800000.0,500000.0,,,,,,,,,23800000.0,,,,150400000.0,9700000.0,-8200000.0,,,0.0,10300000.0,,,65800000.0,,138400000.0,,,5200000.0,15200000.0,,,94700000.0,,,,,,,,40100000.0,5400000.0,379400000.0,,,-8200000.0,,,,19100000.0,138900000.0,,,-31100000.0,-160300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,-22600000.0,500000.0,500000.0,,2200000.0,,,,,240200000.0,,,,8600000.0,,95000000.0,20600000.0,25600000.0,,,,,,,,,39800000.0,,-100000.0,,71400000.0,21200000.0,,,139800000.0,,,,,37200000.0,,,-3600000.0,,,,,,,,,,,,,13100000.0,,11900000.0,11900000.0,,,,,9700000.0,,,,95000000.0,457400000.0,,,3800000.0,,,,3100000.0,390500000.0,,-100000.0,500000.0,,546500000.0,-33200000.0,,,,,,,,548400000.0,,,13100000.0,25100000.0,,-24400000.0,100000.0,,,,,,,,,9300000.0,,,,156000000.0,11900000.0,-10600000.0,,,0.0,-7800000.0,,,41700000.0,,140700000.0,,,3300000.0,600000.0,,,89100000.0,,,,,,,,37000000.0,100000.0,385900000.0,,,-10600000.0,,,,4500000.0,67300000.0,,,35400000.0,-162500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,2600000.0,-1500000.0,-1500000.0,,-3800000.0,,,,,233700000.0,,,,4500000.0,,98300000.0,16000000.0,31400000.0,,,,,,,,,24800000.0,,0.0,,71400000.0,33500000.0,,,137800000.0,,,,,35400000.0,,,-3700000.0,,,,,,,,,,,,,13400000.0,,8000000.0,8000000.0,,,,,11900000.0,,,,98300000.0,461400000.0,,,3900000.0,,,,2800000.0,386300000.0,,0.0,-1500000.0,,541400000.0,-5600000.0,,,,,,,0.0,555700000.0,,,9700000.0,28700000.0,,4000000.0,200000.0,,,,,,,,,6100000.0,,,,155100000.0,8000000.0,-8100000.0,,,100000.0,-12200000.0,,,36700000.0,,143000000.0,,,4600000.0,-2600000.0,,,80000000.0,,,,,,,,31700000.0,-1100000.0,390200000.0,,,-8200000.0,,,,1300000.0,68100000.0,,,1600000.0,-165500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,-41300000.0,18400000.0,3700000.0,3700000.0,,6200000.0,100000.0,,70200000.0,,258600000.0,155000000.0,17200000.0,153100000.0,0.0,,89700000.0,23300000.0,44300000.0,31500000.0,,148200000.0,,571100000.0,29100000.0,8100000.0,,35200000.0,,0.0,13400000.0,70200000.0,29100000.0,,,153100000.0,35200000.0,,,35500000.0,44900000.0,402100000.0,,-3900000.0,,,37400000.0,,,35200000.0,14200000.0,,,16800000.0,,,13400000.0,14200000.0,14200000.0,14200000.0,,,54600000.0,-100000.0,8000000.0,,0.0,,89700000.0,475500000.0,570000000.0,14200000.0,4500000.0,,,,2800000.0,416100000.0,19200000.0,100000.0,3700000.0,,571100000.0,4000000.0,258600000.0,0.0,-900000.0,2800000.0,-41400000.0,-167900000.0,0.0,570000000.0,,-100000.0,1900000.0,35200000.0,,2800000.0,-1700000.0,,,,95600000.0,,,12400000.0,89700000.0,15300000.0,,23300000.0,4300000.0,155000000.0,14200000.0,-14400000.0,6800000.0,100000.0,0.0,3600000.0,,16200000.0,55400000.0,374000000.0,148200000.0,199600000.0,475500000.0,4100000.0,6100000.0,,-4000000.0,95600000.0,,,416100000.0,,,,1900000.0,31500000.0,2400000.0,402100000.0,,-11800000.0,-14400000.0,,,-6100000.0,10500000.0,99700000.0,12400000.0,-14800000.0,2200000.0,-167900000.0,89700000.0,,12400000.0,164100000.0,,9900000.0,174400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,45000000.0,13200000.0,13200000.0,,-9800000.0,,,,,308300000.0,,,,,,20500000.0,38900000.0,39500000.0,,,,,,,,,49100000.0,,-100000.0,,71400000.0,13700000.0,,,180900000.0,,,,,45400000.0,,,-3900000.0,,,,,,,,,,,,,13400000.0,,4500000.0,4500000.0,,,,,14200000.0,,,,20500000.0,480300000.0,,,5100000.0,,,,3400000.0,396400000.0,,100000.0,13200000.0,,560800000.0,35400000.0,,,,,,,,578400000.0,,,1700000.0,19500000.0,,5100000.0,1000000.0,,,,,,,,,30600000.0,,,,164400000.0,4500000.0,-9600000.0,,,0.0,15400000.0,,,71000000.0,,78900000.0,,,5800000.0,20400000.0,,,80500000.0,,,,,,,,40900000.0,7200000.0,407200000.0,,,-9600000.0,,,,25600000.0,110500000.0,,,-45200000.0,-171200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,-16400000.0,-200000.0,-200000.0,,-3400000.0,,,,,295200000.0,,,,,,51200000.0,24400000.0,25900000.0,,,,,,,,,35500000.0,,100000.0,,72600000.0,23300000.0,,,178400000.0,,,,,38000000.0,,,-3800000.0,,,,,,,,,,,,,13400000.0,,1000000.0,1000000.0,,,,,4500000.0,,,,51200000.0,485000000.0,,,5400000.0,,,,3200000.0,406600000.0,,0.0,-200000.0,,567000000.0,-27800000.0,,,,,,,,588200000.0,,,18800000.0,26800000.0,,-14400000.0,900000.0,,,,,,,,,10100000.0,,,,160400000.0,1000000.0,-11400000.0,,,0.0,-9700000.0,,,42900000.0,,102400000.0,,,5700000.0,-400000.0,,,82000000.0,,,,,,,,36800000.0,-200000.0,413900000.0,,,-11400000.0,,,,4900000.0,68800000.0,,,24300000.0,-174300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,3900000.0,-2800000.0,-2800000.0,,500000.0,,,,,286300000.0,,,,,,67000000.0,20100000.0,25700000.0,,,,,,,,,18300000.0,,0.0,,73800000.0,31700000.0,,,174100000.0,,,,,33700000.0,,,-3900000.0,,,,,,,,,,,,,13400000.0,,1500000.0,1500000.0,,,,,1000000.0,,,,67000000.0,496500000.0,,,5300000.0,,,,2900000.0,414200000.0,,0.0,-2800000.0,,567900000.0,-7000000.0,,,,,,,0.0,597700000.0,,,15700000.0,31900000.0,,10300000.0,1000000.0,,,,,,,,,6100000.0,,,,153700000.0,1500000.0,-10900000.0,,,0.0,-8300000.0,,,34600000.0,,119000000.0,,,7900000.0,-4400000.0,,,71400000.0,,,,,,,,30100000.0,-1600000.0,420300000.0,,,-10900000.0,,,,900000.0,60300000.0,,,7600000.0,-177400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,-44600000.0,2300000.0,7400000.0,7400000.0,,4100000.0,,,74800000.0,,278700000.0,157300000.0,25800000.0,168700000.0,0.0,,90800000.0,24200000.0,52600000.0,33700000.0,,159500000.0,,604300000.0,26700000.0,1200000.0,,44900000.0,,-200000.0,13400000.0,74800000.0,26700000.0,,,168700000.0,44900000.0,,,48300000.0,44700000.0,422700000.0,,-3800000.0,,,34800000.0,,,44500000.0,5600000.0,,,100000.0,,,13400000.0,5600000.0,5600000.0,5600000.0,,,69000000.0,-100000.0,1500000.0,,0.0,,90800000.0,500400000.0,603400000.0,5600000.0,5300000.0,,,,3100000.0,447000000.0,27000000.0,0.0,7400000.0,,604300000.0,-10400000.0,278700000.0,,4300000.0,3100000.0,-44600000.0,-180700000.0,0.0,603400000.0,,-100000.0,5800000.0,44500000.0,,-11200000.0,1400000.0,,,,103900000.0,,,17600000.0,90800000.0,22200000.0,,24200000.0,-8600000.0,157300000.0,5600000.0,-12700000.0,9400000.0,0.0,0.0,4900000.0,,21200000.0,61600000.0,353800000.0,159500000.0,210100000.0,500400000.0,6400000.0,11400000.0,,-9800000.0,103900000.0,,,447000000.0,,,,5800000.0,33700000.0,4000000.0,422700000.0,,-10200000.0,-12700000.0,,,2300000.0,16900000.0,114200000.0,17600000.0,-15400000.0,14500000.0,-180700000.0,90800000.0,,17600000.0,161800000.0,,14200000.0,143700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,28300000.0,15200000.0,15200000.0,,-1300000.0,,,,,275800000.0,,,,100000.0,,74600000.0,38700000.0,78800000.0,,,,,,,,,76800000.0,,0.0,,74700000.0,13500000.0,,,166400000.0,,,,,52200000.0,,,-3900000.0,,,,,,,,,,,,,13400000.0,,4300000.0,4300000.0,,,,,5600000.0,,,,74600000.0,497100000.0,,,5100000.0,,,,2600000.0,439600000.0,,100000.0,15200000.0,,608400000.0,20200000.0,,800000.0,,,,,,609500000.0,,,1700000.0,41900000.0,,3100000.0,,,,,,,,,,34000000.0,,,,168800000.0,4300000.0,-7300000.0,,,0.0,13300000.0,,,80800000.0,,155200000.0,,,7100000.0,23500000.0,,,111300000.0,,,,,,,,45100000.0,8300000.0,425500000.0,,,-8100000.0,,,,28600000.0,159600000.0,,,-22300000.0,-184000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,-10100000.0,-1900000.0,-800000.0,,-2100000.0,,,,,258600000.0,,,,,,113100000.0,24500000.0,30300000.0,,,,,,,,,40000000.0,,1100000.0,,75400000.0,15500000.0,,,150700000.0,,,,,30700000.0,,,-3800000.0,,,,,,,,,,,,,13400000.0,,2200000.0,2200000.0,,,,,4300000.0,,,,113100000.0,489000000.0,,,5100000.0,,,,3300000.0,430300000.0,,100000.0,-800000.0,,594500000.0,-19600000.0,,,,,,,,572000000.0,,,44200000.0,25500000.0,,-10000000.0,,,,,,,,,,6500000.0,,,,164200000.0,2200000.0,-10500000.0,,,-1000000.0,-10200000.0,,,33000000.0,,163100000.0,,,3500000.0,-2800000.0,,,105500000.0,,,,,,,,40400000.0,-900000.0,414800000.0,,,-9500000.0,,,,2300000.0,63300000.0,,,18600000.0,-157200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,12900000.0,-3800000.0,-2400000.0,,1900000.0,,,,,255800000.0,,,,,,115900000.0,22000000.0,22300000.0,,,,,,,,,22600000.0,,1300000.0,,75700000.0,29400000.0,,,152400000.0,,,,,27300000.0,,,-3900000.0,,,,,,,,,,,,,13400000.0,,4100000.0,4100000.0,,,,,2200000.0,,,,115900000.0,495700000.0,,,5100000.0,,,,3200000.0,437600000.0,,-100000.0,-2400000.0,,595700000.0,2700000.0,,,,,,,0.0,581300000.0,,,39200000.0,35500000.0,,15700000.0,500000.0,,,,,,,,,4100000.0,,,,158100000.0,4100000.0,-11800000.0,,,-2400000.0,-13900000.0,,,26700000.0,,173400000.0,,,6200000.0,-5800000.0,,,100000000.0,,,,,,,,34200000.0,-2000000.0,420700000.0,,,-10200000.0,,,,-600000.0,49000000.0,,,700000.0,-160600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,9800000.0,10800000.0,8300000.0,18400000.0,,42800000.0,800000.0,,81800000.0,,278500000.0,172700000.0,18200000.0,149700000.0,200000.0,,114900000.0,33500000.0,53800000.0,48700000.0,,198700000.0,,658400000.0,26700000.0,-10400000.0,,41500000.0,,10300000.0,13400000.0,81800000.0,26700000.0,,,149700000.0,41500000.0,,,48800000.0,18600000.0,423900000.0,,-3900000.0,,,41900000.0,,,50300000.0,46900000.0,,,400000.0,,,13400000.0,46900000.0,46900000.0,46900000.0,,,70300000.0,12200000.0,4100000.0,,-3900000.0,,114900000.0,518500000.0,582600000.0,46900000.0,5100000.0,,,,3300000.0,485700000.0,28500000.0,-100000.0,18400000.0,,658400000.0,-4600000.0,278500000.0,0.0,9700000.0,3300000.0,-43200000.0,-158700000.0,0.0,582600000.0,,-100000.0,6900000.0,50300000.0,,4700000.0,8700000.0,,,,139900000.0,,,30500000.0,114900000.0,24900000.0,,33500000.0,41300000.0,172700000.0,46900000.0,39400000.0,10200000.0,0.0,-1300000.0,2400000.0,,20300000.0,36300000.0,355500000.0,198700000.0,170400000.0,518500000.0,1400000.0,12800000.0,,-1300000.0,139900000.0,,,485700000.0,,,,6900000.0,48700000.0,4500000.0,423900000.0,,13500000.0,-15400000.0,,,-8400000.0,17700000.0,90100000.0,30500000.0,-15500000.0,-7400000.0,-158700000.0,114900000.0,,18300000.0,121600000.0,,5600000.0,185100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,17800000.0,15000000.0,14900000.0,,-33100000.0,,,,,314100000.0,,,,100000.0,,43800000.0,40900000.0,63900000.0,,,,,,,,,57100000.0,,0.0,,82300000.0,10500000.0,,,182500000.0,,,,,33400000.0,,,-3900000.0,,,,,,,,,,,,,13500000.0,,13900000.0,13900000.0,,,,,46900000.0,,,,43800000.0,524000000.0,,,4900000.0,,,,3100000.0,437400000.0,,100000.0,14900000.0,,621300000.0,6600000.0,,,,,,,,592600000.0,,,2700000.0,30300000.0,,-6300000.0,700000.0,,,,,,,,,32700000.0,,,,183900000.0,13900000.0,-8800000.0,,,1200000.0,16300000.0,,,61500000.0,,115000000.0,,,4800000.0,23300000.0,,,97300000.0,,,,,,,,59800000.0,8300000.0,430800000.0,,,-11200000.0,,,,28100000.0,125400000.0,,,-42000000.0,-161800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,1900000.0,-100000.0,-200000.0,,-2700000.0,,,,,326800000.0,,,,35000000.0,,23500000.0,26300000.0,31900000.0,,,,,,,,,36800000.0,,-100000.0,,82800000.0,19000000.0,,,178400000.0,,,,,25300000.0,,,-3800000.0,,,,,,,,,,,,,13500000.0,,11100000.0,11100000.0,,,,,13900000.0,,,,23500000.0,545300000.0,,,4900000.0,,,,3600000.0,448100000.0,,-100000.0,-200000.0,,628000000.0,-10600000.0,,,,,,,,603700000.0,,,12200000.0,28500000.0,,-4500000.0,900000.0,,,,,,,,,9500000.0,,,,179900000.0,11100000.0,-11300000.0,,,-1100000.0,-8600000.0,,,30400000.0,,78300000.0,,,3800000.0,200000.0,,,82700000.0,,,,,,,,55700000.0,300000.0,439400000.0,,,-12500000.0,,,,5100000.0,62300000.0,,,6500000.0,-164300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,900000.0,-4500000.0,-4800000.0,,-2100000.0,,,,,321000000.0,,,,100000.0,,37600000.0,21100000.0,31500000.0,,,,,,,,,27300000.0,,-400000.0,,83400000.0,30600000.0,,,178500000.0,,,,,24100000.0,,,-3900000.0,,,,,,,,,,,,,13500000.0,,9000000.0,9000000.0,,,,,11100000.0,,,,37600000.0,553500000.0,,,5100000.0,,,,3200000.0,463400000.0,,0.0,-4800000.0,,634800000.0,-11100000.0,,,,,,,0.0,612700000.0,,,10200000.0,40900000.0,,7300000.0,900000.0,,,,,,,,,3100000.0,,,,171400000.0,9000000.0,-13300000.0,,,-1300000.0,-11500000.0,,,22700000.0,,99600000.0,,,4300000.0,-6600000.0,,,81300000.0,,,,,,,,47100000.0,-2100000.0,447000000.0,,,-12000000.0,,,,-1400000.0,54200000.0,,,10400000.0,-165700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,-57700000.0,19400000.0,8000000.0,5800000.0,,4100000.0,,,84200000.0,,314500000.0,173500000.0,17700000.0,176400000.0,100000.0,,54900000.0,35800000.0,47800000.0,49000000.0,,139800000.0,,670600000.0,28400000.0,-16100000.0,,40500000.0,,-2200000.0,13500000.0,84200000.0,28400000.0,,,176400000.0,40500000.0,,,49400000.0,35500000.0,456500000.0,,-3900000.0,,,40000000.0,,,49100000.0,13100000.0,,,35300000.0,,,13500000.0,13100000.0,13100000.0,13100000.0,,,67500000.0,-2700000.0,9000000.0,,-11600000.0,,54900000.0,569800000.0,624700000.0,13100000.0,5300000.0,,,,2800000.0,497100000.0,29100000.0,-2400000.0,5800000.0,,670600000.0,5500000.0,314500000.0,,5400000.0,2800000.0,-49600000.0,-168200000.0,0.0,624700000.0,,-100000.0,1500000.0,49100000.0,,8600000.0,2900000.0,,,,100800000.0,,,15800000.0,54900000.0,22000000.0,,35800000.0,-33800000.0,173500000.0,13100000.0,-24300000.0,10700000.0,-2400000.0,-10400000.0,2200000.0,,20200000.0,52900000.0,348600000.0,139800000.0,167500000.0,569800000.0,4800000.0,12100000.0,,-9600000.0,100800000.0,,,497100000.0,,,,1500000.0,49000000.0,4100000.0,456500000.0,,5100000.0,-13900000.0,,,-1600000.0,17400000.0,100700000.0,15800000.0,-15500000.0,9000000.0,-168200000.0,54900000.0,,18400000.0,118100000.0,,46900000.0,181100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
