date,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualStockBasedCompensation,annualCurrentLiabilities,annualGoodwill,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualOperatingIncome,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,trailingTotalRevenue,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingInterestExpense,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualBeginningCashPosition,annualCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualBasicEPS,annualSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyDilutedEPS,trailingStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualDilutedEPS,trailingOtherNonCashItems,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue
1985-09-30,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000000.0,48000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258200000.0,,,,,,,,,,,,,,,,,,,,,,,258200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300000.0,,42400000.0,,,,,,,,,,,,,,258200000.0,,,,,,,,,,,,,,,,,,,,,,,,,42400000.0,42400000.0,9300000.0,,,,,,9300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94500000.0,94500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50600000.0,50600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38700000.0,38700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251700000.0,,,,,,,,,,,,,,,,,,,,,,,251700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400000.0,,67900000.0,,,,,,,,,,,,,,251700000.0,,,,,,,,,,,,,,,,,,,,,,,,,67900000.0,67900000.0,10400000.0,,,,,,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,6200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92000000.0,92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000000.0,54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,-300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45600000.0,45600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255400000.0,,,,,,,,,,,,,,,,,,,,,,,255400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400000.0,,63900000.0,,,,,,,,,,,,,,255400000.0,,,,,,,,,,,,,,,,,,,,,,,,,63900000.0,63900000.0,12400000.0,,,,,,12400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,7900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86000000.0,86000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49400000.0,49400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42200000.0,42200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251300000.0,,,,,,,,,,,,,,,,,,,,,,,251300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15100000.0,,73800000.0,,,,,,,,,,,,,,251300000.0,,,,,,,,,,,,,,,,,,,,,,,,,73800000.0,73800000.0,15100000.0,,,,,,15400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,7900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900000.0,89900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,1900000.0,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500000.0,44500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,-1100000.0,-1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,36600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36600000.0,36600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,5300000.0,5300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259000000.0,,,,,,,,,,,,,,,,,,,,,,,259000000.0,,,,,,,,,,,,,,,,,,5300000.0,,,,,,,,,,,,,,,,,,,,,,,,,13400000.0,,88100000.0,,,,,,,,,,,,,,259000000.0,,,,,,,,,,,,,,,,,,,,,,,,,88100000.0,88100000.0,13600000.0,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,6600000.0,6600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77900000.0,77900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,1400000.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49400000.0,49400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,-700000.0,-700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48500000.0,48500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,4400000.0,4100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000000.0,,,,,,,,,,,,,,,,,,,,,,,260000000.0,,,,,,,,,,,,,,,,,,4100000.0,,,,,,,,,,,,,,,,,,,,,,,,,11400000.0,,84300000.0,,,,,,,,,,,,,,260000000.0,,,,,,,,,,,,,,,,,,,,,,,,,84300000.0,84300000.0,11600000.0,,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,7000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,88700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88700000.0,88700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,300000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52300000.0,52300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
