date,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyGoodwill,annualChangeInWorkingCapital,annualRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualNonCurrentDeferredRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualLongTermDebt,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingNetIncome,annualTotalAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualAccountsPayable,annualOtherCurrentAssets,annualOperatingIncome,annualCostOfRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,annualNetIncome,quarterlyTotalAssets,annualIncomeTaxPayable,trailingEndCashPosition,annualDilutedAverageShares,quarterlyNetOtherFinancingCharges,trailingTaxProvision,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDebt,annualPretaxIncome,trailingOperatingIncome,annualFreeCashFlow,annualDepreciationAndAmortization,annualCashAndCashEquivalents,trailingDepreciationAndAmortization,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,annualTaxProvision,annualStockholdersEquity,quarterlyRepaymentOfDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOperatingExpense,trailingOperatingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualCurrentAssets,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,annualNetPPE,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGrossProfit,annualOtherIntangibleAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualBasicEPS,annualRepaymentOfDebt,annualEbitda,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherCurrentAssets,annualBasicAverageShares,trailingRepaymentOfDebt,annualChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,trailingBeginningCashPosition,quarterlyPurchaseOfBusiness,trailingCapitalExpenditure,trailingOtherIncomeExpense,annualDilutedEPS,quarterlyIncomeTaxPayable,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,annualOtherIncomeExpense,quarterlyAccumulatedDepreciation,annualOperatingExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyCurrentDebt,trailingChangeInInventory,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingNetOtherFinancingCharges,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyNetPPE,quarterlyTaxProvision,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInInventory,quarterlyOperatingIncome,trailingTotalRevenue,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,annualEndCashPosition,trailingDeferredIncomeTax,annualTotalRevenue,trailingResearchAndDevelopment,annualInvestingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualGrossProfit,annualCapitalExpenditure,annualPurchaseOfInvestment,trailingGrossProfit,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualInventory,trailingChangeInWorkingCapital,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualInterestExpense,trailingChangesInAccountReceivables,annualGoodwill,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingStockBasedCompensation,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlySaleOfInvestment,trailingBasicEPS,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance
1970-01-01 00:00:01.325289600,15000000.0,,,,-61000000.0,-213000000.0,,-8000000.0,0.0,1725000000.0,14000000.0,,,141000000.0,,,69000000.0,-20000000.0,1612000000.0,,-388000000.0,464000000.0,52000000.0,68000000.0,3239000000.0,,,29000000.0,,,,-179000000.0,,3000000.0,147000000.0,89338433.0,,30000000.0,179000000.0,,0.0,73000000.0,-204000000.0,265000000.0,-126000000.0,2000000.0,113000000.0,240000000.0,841000000.0,130000000.0,,46000000.0,-34000000.0,-115000000.0,,884000000.0,,,,423000000.0,,366000000.0,,,1102000000.0,,39000000.0,,198000000.0,-29000000.0,82000000.0,,,,,,,12000000.0,,,0.0,,,,,,-20000000.0,-179000000.0,60000000.0,3000000.0,-2.0,0.0,-167000000.0,,,103000000.0,,-132000000.0,199000000.0,,89338433.0,-170000000.0,,,,113000000.0,279000000.0,,-297000000.0,-78000000.0,-2.0,,0.0,271000000.0,216000000.0,-239000000.0,,249000000.0,,510000000.0,,,-110000000.0,,,1000000.0,,,,96000000.0,,,-28000000.0,,-16000000.0,,,,,-170000000.0,29000000.0,,,,201000000.0,,,,,23000000.0,,5933000000.0,5352000000.0,,,113000000.0,30000000.0,3556000000.0,45000000.0,-69000000.0,,316000000.0,0.0,,,317000000.0,-97000000.0,,581000000.0,,33000000.0,422000000.0,63000000.0,-1000000.0,17000000.0,35000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,,-70000000.0,,,,,,,,,,,,,,,,,-38000000.0,,,,,,89684558.0,,,0.613261,55000000.0,1000000.0,,,,,,2000000.0,,,,,,,,,,,,,,,,,,0.0,,,,55000000.0,,59000000.0,,55000000.0,51000000.0,,,,,,,,,,-40000000.0,,25000000.0,121000000.0,,,814000000.0,,0.0,89684558.0,39000000.0,,-31000000.0,,,,,,,,113000000.0,,,,,,,,,,1000000.0,78000000.0,,,,,,,,,,,,,,,,,,,,,,0.613261,935000000.0,,,,11000000.0,,,,90000000.0,-4000000.0,-32000000.0,,,,,,,,8000000.0,,23000000.0,,,62000000.0,,,,-100000000.0,,,,,,,,,-73000000.0,,,,,,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,-11000000.0,,,,,,,,,,,,,,,,,4000000.0,,,,,,89442416.0,,,-0.21,-19000000.0,1000000.0,,,,,,93000000.0,,,,,,,,,,,,,,,,,,-148000000.0,,,,-18000000.0,,62000000.0,,-19000000.0,50000000.0,,,,,,,,,,-14000000.0,,-80000000.0,153000000.0,,,823000000.0,,0.0,89442416.0,114000000.0,,-18000000.0,,,,,,,,39000000.0,,,,,,,,,,-3000000.0,-17000000.0,,,,,,,,,,,,,,,,,,,,,,-0.21,976000000.0,,,,30000000.0,,,,14000000.0,89000000.0,-15000000.0,,,,,,,,12000000.0,,1000000.0,,,91000000.0,,,,-77000000.0,,,,,,,,,75000000.0,,,,,,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,,70000000.0,,,,,,,,,,,,,,,,,93000000.0,,,,,,90566038.0,,,0.53,48000000.0,5000000.0,,,,,,-83000000.0,,,,,,,,,,,,,,,,,,0.0,,,,50000000.0,,54000000.0,,48000000.0,44000000.0,,,,,,,,,,57000000.0,,35000000.0,99000000.0,,,786000000.0,,0.0,90566038.0,87000000.0,,-29000000.0,,,,,,,,114000000.0,,,,,,,,,,-6000000.0,68000000.0,,,,,,,,,,,,,,,,,,,,,,0.53,885000000.0,,,,19000000.0,,,,92000000.0,-89000000.0,-23000000.0,,,,,,,,10000000.0,,18000000.0,,,45000000.0,,,,62000000.0,,,,,,,,,-25000000.0,,,,,,31000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,-5000000.0,144000000.0,131000000.0,,18000000.0,-399000000.0,0.0,,20000000.0,1928000000.0,,933000000.0,-399000000.0,140000000.0,1037000000.0,995000000.0,,,1631000000.0,187000000.0,,482000000.0,48000000.0,230000000.0,3132000000.0,,1000000.0,10000000.0,,48000000.0,7000000.0,132000000.0,1631000000.0,14000000.0,,89442416.0,-82000000.0,,,594000000.0,0.0,18000000.0,189000000.0,,120000000.0,14000000.0,142000000.0,,995000000.0,144000000.0,54000000.0,111000000.0,47000000.0,-301000000.0,6000000.0,933000000.0,10000000.0,,55000000.0,386000000.0,73000000.0,,48000000.0,67000000.0,1037000000.0,140000000.0,,11000000.0,302000000.0,246000000.0,54000000.0,,2000000.0,32000000.0,385000000.0,18000000.0,105000000.0,11000000.0,386000000.0,709000000.0,0.0,0.0,,142000000.0,0.0,-53000000.0,,132000000.0,24000000.0,1000000.0,1.5,-142000000.0,246000000.0,87000000.0,-301000000.0,29000000.0,0.0,,317000000.0,48000000.0,89442416.0,,,3000000.0,60000000.0,142000000.0,,,,,1.5,14000000.0,113000000.0,,212000000.0,-2000000.0,-15000000.0,248000000.0,142000000.0,594000000.0,142000000.0,1928000000.0,,,11000000.0,2000000.0,,814000000.0,18000000.0,,,-17000000.0,,,,50000000.0,-82000000.0,-56000000.0,,142000000.0,11000000.0,,482000000.0,20000000.0,-86000000.0,6000000.0,302000000.0,5000000.0,,35000000.0,32000000.0,,,317000000.0,133000000.0,142000000.0,,3610000000.0,,-131000000.0,,,0.0,52000000.0,24000000.0,478000000.0,-126000000.0,,,-12000000.0,36000000.0,385000000.0,,-15000000.0,-70000000.0,43000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,-70000000.0,,,,,,,,,1128000000.0,-133000000.0,,1219000000.0,840000000.0,,,,-47000000.0,,,,,,102775749.0,49000000.0,,-0.02919,-3000000.0,4000000.0,,1840000000.0,,,,-106000000.0,,,621000000.0,,,,,,,,,,,6000000.0,,,,-154000000.0,,,,-2000000.0,,64000000.0,,-3000000.0,55000000.0,,347000000.0,,13000000.0,,,,,2000000.0,-23000000.0,410000000.0,-34000000.0,127000000.0,,,784000000.0,,0.0,102775749.0,165000000.0,,-23000000.0,,,,,,,,142000000.0,-133000000.0,,0.0,,,31000000.0,,,,0.0,4000000.0,,,,,,,25000000.0,,,,,,,165000000.0,,165000000.0,1968000000.0,,,,,-0.02919,911000000.0,37000000.0,,,30000000.0,,,,38000000.0,93000000.0,-23000000.0,,,,,705000000.0,,,9000000.0,323000000.0,6000000.0,,,63000000.0,,,,-120000000.0,,,,,,,,,23000000.0,45000000.0,,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,14000000.0,,,,,,,,,1052000000.0,-231000000.0,,1218000000.0,859000000.0,,,,46000000.0,,,,,,95073824.0,45000000.0,,0.25,24000000.0,,,1849000000.0,,,,-125000000.0,,,631000000.0,,,,,,,,,,,6000000.0,,,,-1000000.0,,,,24000000.0,,56000000.0,,24000000.0,47000000.0,,342000000.0,,15000000.0,,,,28000000.0,2000000.0,12000000.0,391000000.0,-23000000.0,128000000.0,,524000000.0,788000000.0,,-44000000.0,95550620.0,163000000.0,,-22000000.0,,,,,,,,165000000.0,-67000000.0,,2000000.0,,,23000000.0,,,,10000000.0,40000000.0,,,,,,,29000000.0,,,,,-22000000.0,,163000000.0,,163000000.0,1911000000.0,,-23000000.0,13000000.0,,0.25,916000000.0,24000000.0,,,15000000.0,,,,55000000.0,-27000000.0,-32000000.0,,,,,722000000.0,,,9000000.0,351000000.0,16000000.0,,,72000000.0,,,373000000.0,-7000000.0,,,,,,,,,-3000000.0,43000000.0,,,,,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,43000000.0,,,,,,,,,1009000000.0,-173000000.0,,1160000000.0,816000000.0,,,,80000000.0,,,,,,104063463.0,39000000.0,,0.43,45000000.0,,,1819000000.0,,,,-2000000.0,,,659000000.0,,,,,,,,,,,6000000.0,,,,-1000000.0,,,,41000000.0,,62000000.0,,45000000.0,53000000.0,,332000000.0,,14000000.0,,,,-44000000.0,1000000.0,13000000.0,369000000.0,20000000.0,114000000.0,,,748000000.0,,0.0,104063463.0,203000000.0,,-36000000.0,,,,,,,,163000000.0,-9000000.0,,2000000.0,,,26000000.0,,,,-3000000.0,62000000.0,,,,,,,36000000.0,,,,,,,199000000.0,,199000000.0,1825000000.0,,74000000.0,14000000.0,,0.43,862000000.0,34000000.0,,,17000000.0,,,,79000000.0,-2000000.0,-37000000.0,,,,,667000000.0,,,9000000.0,374000000.0,21000000.0,,,52000000.0,,,,21000000.0,,,,,,,,,42000000.0,40000000.0,,,,,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,8000000.0,,53000000.0,,-43000000.0,-132000000.0,25000000.0,,,1728000000.0,,970000000.0,-132000000.0,326000000.0,1090000000.0,758000000.0,,,1764000000.0,105000000.0,,646000000.0,21000000.0,225000000.0,3024000000.0,,36000000.0,,,32000000.0,13000000.0,98000000.0,1764000000.0,19000000.0,,98890945.0,-3000000.0,,,674000000.0,-147000000.0,22000000.0,135000000.0,,40000000.0,32000000.0,233000000.0,,758000000.0,,60000000.0,114000000.0,39000000.0,32000000.0,0.0,970000000.0,,,33000000.0,365000000.0,64000000.0,,32000000.0,55000000.0,1090000000.0,326000000.0,,1000000.0,408000000.0,184000000.0,60000000.0,,8000000.0,39000000.0,328000000.0,-1000000.0,102000000.0,21000000.0,365000000.0,704000000.0,25000000.0,0.0,,236000000.0,,-51000000.0,,98000000.0,33000000.0,36000000.0,1.0,-156000000.0,234000000.0,203000000.0,32000000.0,95000000.0,2000000.0,,453000000.0,36000000.0,98219458.0,,,1000000.0,29000000.0,258000000.0,,,,,0.99,19000000.0,142000000.0,,210000000.0,-40000000.0,-45000000.0,246000000.0,233000000.0,674000000.0,258000000.0,1728000000.0,,,21000000.0,8000000.0,,806000000.0,22000000.0,,,-8000000.0,,,,34000000.0,-21000000.0,-52000000.0,,96000000.0,1000000.0,,646000000.0,,43000000.0,9000000.0,408000000.0,-4000000.0,,41000000.0,38000000.0,,,453000000.0,63000000.0,236000000.0,,3495000000.0,,-132000000.0,,,2000000.0,33000000.0,33000000.0,471000000.0,-144000000.0,,,16000000.0,36000000.0,328000000.0,,-45000000.0,-133000000.0,67000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,,-37000000.0,,,,16000000.0,,,,,975000000.0,-124000000.0,,1127000000.0,793000000.0,,,,-4000000.0,,,,,,103571429.0,32000000.0,,0.28,29000000.0,,,1813000000.0,,,,-8000000.0,,,686000000.0,,,,,,,,,,,56000000.0,,,,-1000000.0,,,,30000000.0,,61000000.0,,29000000.0,52000000.0,,328000000.0,,0.0,,,,37000000.0,3000000.0,-16000000.0,343000000.0,-1000000.0,117000000.0,,,766000000.0,,0.0,105200000.0,179000000.0,,-32000000.0,,,,,,,,233000000.0,40000000.0,,2000000.0,,,21000000.0,,,,1000000.0,46000000.0,,,,,,,20000000.0,,,,,,,179000000.0,,195000000.0,1768000000.0,,-93000000.0,22000000.0,,0.28,883000000.0,20000000.0,,,9000000.0,,,,55000000.0,-17000000.0,-33000000.0,,,,,679000000.0,,,9000000.0,433000000.0,16000000.0,,,56000000.0,,,,-75000000.0,,,,,,,,,-53000000.0,29000000.0,,,,,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
