date,quarterlyOperatingCashFlow,annualBasicEPS,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualPretaxIncome,annualLongTermDebt,quarterlyDilutedAverageShares,trailingPretaxIncome,annualTotalAssets,annualNetIncome,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyCashFlowFromContinuingFinancingActivities,annualRetainedEarnings,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInventory,quarterlyNetPPE,trailingNetIncome,annualStockBasedCompensation,annualBasicAverageShares,annualSaleOfInvestment,annualInventory,annualGoodwill,quarterlyTaxProvision,quarterlyRetainedEarnings,annualChangeInWorkingCapital,trailingChangeInInventory,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyBasicEPS,trailingOperatingIncome,annualCapitalStock,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualOtherIncomeExpense,annualTotalRevenue,annualOperatingIncome,annualEndCashPosition,quarterlyOtherIntangibleAssets,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingEndCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCurrentAssets,quarterlyGrossPPE,annualInterestExpense,annualChangesInAccountReceivables,trailingOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepurchaseOfCapitalStock,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetOtherFinancingCharges,trailingNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualDeferredIncomeTax,annualEbitda,annualOtherNonCurrentAssets,quarterlyDilutedEPS,annualNetIncomeCommonStockholders,annualNetPPE,annualAccumulatedDepreciation,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualOtherCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualCommonStockIssuance,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherIncomeExpense,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,annualCurrentAccruedExpenses,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualDepreciationAndAmortization,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2004-12-31,,-0.043438,,10806000.0,,-2275000.0,,1604331000.0,,943175000.0,3484986000.0,-8708000.0,289000.0,,,,,-743281000.0,,2204000.0,,-117348000.0,,-0.043438,,-28417000.0,,,,,,963565000.0,,200468080.0,,18356000.0,392600000.0,,,43155000.0,504000.0,-1640000.0,,501413000.0,146329000.0,,1188281000.0,12000.0,22732000.0,,2769854000.0,-26048000.0,1338286000.0,64792000.0,172424000.0,,6362951000.0,172424000.0,161088000.0,570235000.0,203423575.0,,,-505029000.0,-12199000.0,172424000.0,120797000.0,109256000.0,,,,5734000.0,,,,,,-3365099000.0,,,407258000.0,,-863521000.0,2677789000.0,,,69875000.0,-851506000.0,,-821103000.0,-28221000.0,,276611000.0,,48886000.0,-7559000.0,1581573000.0,199141000.0,,,-572116000.0,286461000.0,,,,,953934000.0,291957000.0,231874000.0,-26717000.0,-740838000.0,963565000.0,,,-14889000.0,963565000.0,,,,,,-22978000.0,,,218538000.0,,152189000.0,75190000.0,,-8708000.0,2515104000.0,-162685000.0,356749000.0,,,1610065000.0,981537000.0,,16859000.0,1835824000.0,12325000.0,1014721000.0,,,,,-594509000.0,86198000.0,,,3593097000.0,,2111478000.0,,23000.0,,,,,113466000.0,-8708000.0,440000.0,-4647000.0,87397000.0,1373508000.0,,,3208375000.0,-20390000.0,629315000.0,,204560000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,0.095556,,11691000.0,,,,1965983000.0,,,4008091000.0,19156000.0,,,,,,-676171000.0,,-19514000.0,,-98192000.0,,0.094168,,,,,,,,,,200468080.0,,29133000.0,400254000.0,,,37412000.0,,3128000.0,,636321000.0,134690000.0,,,12000.0,,,,28096000.0,1616154000.0,73263000.0,60416000.0,,,60416000.0,,429473000.0,203423575.0,,,-280440000.0,,60416000.0,,,,,,2631000.0,,,,,,,,,,,,3339560000.0,,,73003000.0,,,,,,203393000.0,,87006000.0,-885000.0,,172424000.0,,,,,,,,,,332386000.0,284990000.0,-112008000.0,-656657000.0,,,,-5783000.0,,,,,,,,,,218538000.0,,177444000.0,80177000.0,,19156000.0,3096456000.0,-243104000.0,405649000.0,,,1968614000.0,1210505000.0,,,,12325000.0,,,,,,-521967000.0,140694000.0,,,,,2604935000.0,,-10777000.0,,,,,137634000.0,19156000.0,3359000.0,0.0,104181000.0,1403156000.0,,,3804698000.0,,,,228205000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,-0.652967,,10244000.0,,,,2405357000.0,,,4629624000.0,-130899000.0,,,,,,-756245000.0,,53158000.0,,-254543000.0,,-0.652967,,,,,,,,,,200468080.0,,,400254000.0,,,114837000.0,,43944000.0,,767456000.0,147504000.0,,,12000.0,,,,-38393000.0,1976309000.0,40580000.0,63530000.0,,,63530000.0,,611855000.0,203423575.0,,-1516000.0,-809740000.0,,63530000.0,,,,,,1744000.0,,,,,,,,,,,,4216615000.0,,,116947000.0,,,,,,137636000.0,,136478000.0,1447000.0,,60416000.0,,,,,,,,,,368347000.0,314050000.0,3114000.0,-809403000.0,,,,202038000.0,,,,,,,,,,,,159677000.0,275442000.0,,-130899000.0,3816292000.0,-400323000.0,408927000.0,,,2407101000.0,1567382000.0,,,,38425000.0,,,,,,-661899000.0,154638000.0,,,,,3174557000.0,,-3932000.0,,,,,181821000.0,-130899000.0,1347000.0,0.0,119097000.0,1455067000.0,,,4491988000.0,,,,249250000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,-1.13216,,8173000.0,,,,2977888000.0,,,5033698000.0,-226962000.0,,,,,,-581578000.0,,1259000.0,,-481505000.0,,-1.13216,,,,,,,,,,200468080.0,,41997000.0,400254000.0,,,19858000.0,,-28232000.0,,815483000.0,36331000.0,,,12000.0,,,,-97716000.0,2172815000.0,44779000.0,40291000.0,,,40291000.0,,522008000.0,203423575.0,,1301000.0,-323464000.0,,40291000.0,,,,,,4801000.0,,,,,,,,,,,,4783989000.0,,,88715000.0,,,,,,119424000.0,,175409000.0,2071000.0,,63530000.0,,,,,,,,,,435096000.0,332802000.0,-23239000.0,-582837000.0,,,,5547000.0,,,,,,,,,,202538000.0,,192782000.0,67610000.0,,-226962000.0,4243872000.0,-540117000.0,479875000.0,,,2982689000.0,1692940000.0,,,,0.0,,,,,,-546506000.0,191172000.0,,,,,3798172000.0,,-8605000.0,,,,,202794000.0,-226962000.0,843000.0,,148003000.0,1235526000.0,,,4914274000.0,,,,287093000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,-1.056542,,6047000.0,,,,2474014000.0,,,5047141000.0,-211803000.0,,,,,,-166236000.0,,-2629000.0,,-693308000.0,,-1.056542,,,,,,,,,865000.0,200468080.0,,29494000.0,,,,-100534000.0,,-18303000.0,,991808000.0,-23297000.0,,,24000.0,,,,-127763000.0,2106401000.0,65528000.0,185717000.0,,,185717000.0,,334959000.0,203423575.0,,137000.0,-1524095000.0,,185717000.0,,,,,,31520000.0,,,,,,,,,,,,4814188000.0,,,70412000.0,,,,,,249722000.0,,152364000.0,2126000.0,,40291000.0,,,,,,,,,,462392000.0,250638000.0,145426000.0,-163607000.0,,,,736054000.0,,,,,,,,,,,,228093000.0,75405000.0,,-211803000.0,4119222000.0,-694966000.0,527920000.0,,,2505534000.0,1578481000.0,,,,0.0,,,,,,-186904000.0,182487000.0,,,,,3497342000.0,,12503000.0,,,,,278213000.0,-211803000.0,108299000.0,,162565000.0,1549799000.0,,,4797419000.0,,,,299827000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,4083000.0,,,,,,,,203423575.0,,,,,5189000.0,,,5189000.0,,,,17712000.0,,-56110000.0,,,,,310250000.0,,,,,,,,,,,,,,,-34281000.0,,,0.025884,,,,,,,,,,,,,,,,200468080.0,,,,,,,-52027000.0,152000.0,61574000.0,,,,37984000.0,5189000.0,,,,185717000.0,,,,,,25412000.0,,,,,,,,,,,,,551000.0,,,,,114205000.0,,34000.0,,,,,,,12918000.0,424455000.0,,,151436000.0,-22995000.0,-30622000.0,,-56076000.0,,50902000.0,,,,,,0.025508,,,,,173000.0,,,,173000.0,,,,,,,101287000.0,,,,-73862000.0,,,17335000.0,,,,,63303000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,22228000.0,,,,,,,,203423575.0,,,,,15419000.0,,,15419000.0,,,,94196000.0,,-14441000.0,,,,,332608000.0,,,,,,,,,,,,,,,101544000.0,,,0.076915,,,,,,,,,,,,,,,,200468080.0,,,,,,,7787000.0,-1532000.0,94901000.0,,,,45132000.0,15419000.0,,,,151436000.0,,,,,,26635000.0,,,,,,,,,,,,,-3792000.0,,,,,145809000.0,,-439000.0,,,,,,,46020000.0,478417000.0,,,252980000.0,-41178000.0,2960000.0,,-14880000.0,,91152000.0,,,,,,0.075798,,,,,312000.0,,,,312000.0,,,,,,,99789000.0,,,,-705000.0,,,-4253000.0,,,,,61654000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,58597000.0,,,,,,,,203423575.0,,,,,85625000.0,,,85625000.0,,,,-104542000.0,,-64487000.0,,,,,344831000.0,,,,,,,,,,,,,,,-109340000.0,,,0.427125,,,,,,,,,,,,,,,,200468080.0,,,,,,,-5890000.0,-71000.0,-3828000.0,,,,43142000.0,85625000.0,,,,252980000.0,,,,,,25813000.0,,,,,,,,,,,,,-161000.0,,,,,205845000.0,,1092000.0,,,,,,,113431000.0,550676000.0,,,143640000.0,-73799000.0,-8742000.0,,-63395000.0,,156573000.0,,,,,,0.42092,,,,,2705000.0,,,,2705000.0,,,,,,,92414000.0,,,,-100714000.0,,,-2125000.0,,,,,54202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,-34182000.0,0.33538,,7868000.0,255432000.0,,,2554105000.0,,,4811348000.0,67233000.0,,-39000000.0,2554105000.0,,-39000000.0,-166573000.0,220867000.0,-4735000.0,-27084000.0,-626075000.0,-26800000.0,0.330507,,,206419000.0,301765000.0,7868000.0,28865000.0,3836127000.0,,4075000.0,200468080.0,,28865000.0,,,-626075000.0,-184216000.0,,-42036000.0,-93488000.0,494038000.0,50726000.0,,,25000.0,,50152000.0,,10373000.0,1855204000.0,171374000.0,50152000.0,,,50152000.0,,-19718000.0,203423575.0,,2299000.0,-1249064000.0,,50152000.0,,,-60982000.0,919000.0,-44322000.0,58654000.0,4811348000.0,4659786000.0,43443000.0,-39000000.0,28376000.0,,25000.0,143640000.0,,50152000.0,,4557963000.0,,37490000.0,28376000.0,,3586000.0,,,,151562000.0,4557963000.0,115350000.0,-532000.0,,185717000.0,4031000.0,2299000.0,,,,99891000.0,3106797000.0,-5422000.0,,394376000.0,255432000.0,-135565000.0,-161838000.0,,-995000.0,401656000.0,108325000.0,,50152000.0,-46244000.0,-5632000.0,,-32222000.0,,42448000.0,,,,341075000.0,220867000.0,,67233000.0,3836127000.0,-721836000.0,565750000.0,885000.0,,2612759000.0,1289454000.0,885000.0,,,0.0,,494038000.0,151562000.0,100886000.0,,-111112000.0,3586000.0,-1073783000.0,,,-584000.0,3106797000.0,,629000.0,,62517000.0,1704551000.0,-721836000.0,206419000.0,67233000.0,-28744000.0,,169701000.0,1704551000.0,2612759000.0,0.0,4659786000.0,,,58654000.0,241676000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,133131000.0,,,,320213000.0,,,,203423575.0,,,,,-16132000.0,2474996000.0,,-16132000.0,,215939000.0,,-66607000.0,,-26524000.0,,,,223331000.0,294164000.0,7452000.0,31263000.0,3824794000.0,,,,,,,,-642207000.0,,,,40337000.0,,,-0.080472,,,,90489000.0,,,,,,602792000.0,,,,,,200468080.0,,,,,,,106607000.0,416000.0,-1080000.0,,4824284000.0,4643525000.0,42582000.0,-16132000.0,39745000.0,,25000.0,50152000.0,,90489000.0,,,,35839000.0,,,17168000.0,,,,,,,,,,-2398000.0,3684000.0,,,,122338000.0,3133853000.0,337000.0,,,,,,,20282000.0,416502000.0,,,90489000.0,105754000.0,11369000.0,,-26187000.0,,62864000.0,,,,,,-0.080472,,,,,630000.0,,,,630000.0,,,,,600849000.0,180759000.0,102056000.0,,,,-65527000.0,,,-603000.0,,,,,64199000.0,1690431000.0,,,,,,,,2533004000.0,0.0,,,,58008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
