date,quarterlyOperatingCashFlow,annualBasicEPS,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualPretaxIncome,annualLongTermDebt,quarterlyDilutedAverageShares,trailingPretaxIncome,annualTotalAssets,annualNetIncome,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyCashFlowFromContinuingFinancingActivities,annualRetainedEarnings,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInventory,quarterlyNetPPE,trailingNetIncome,annualStockBasedCompensation,annualBasicAverageShares,annualSaleOfInvestment,annualInventory,annualGoodwill,quarterlyTaxProvision,quarterlyRetainedEarnings,annualChangeInWorkingCapital,trailingChangeInInventory,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyBasicEPS,trailingOperatingIncome,annualCapitalStock,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualOtherIncomeExpense,annualTotalRevenue,annualOperatingIncome,annualEndCashPosition,quarterlyOtherIntangibleAssets,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingEndCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCurrentAssets,quarterlyGrossPPE,annualInterestExpense,annualChangesInAccountReceivables,trailingOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepurchaseOfCapitalStock,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetOtherFinancingCharges,trailingNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualDeferredIncomeTax,annualEbitda,annualOtherNonCurrentAssets,quarterlyDilutedEPS,annualNetIncomeCommonStockholders,annualNetPPE,annualAccumulatedDepreciation,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualOtherCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualCommonStockIssuance,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherIncomeExpense,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,annualCurrentAccruedExpenses,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualDepreciationAndAmortization,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2010-06-30,179670000.0,,,,385688000.0,,,,203423575.0,,,,,-14940000.0,3024948000.0,,-14940000.0,,142042000.0,,656671000.0,,-827470000.0,,,,212320000.0,321394000.0,8649000.0,34853000.0,4613368000.0,,,,,,,,-657147000.0,,,,8952000.0,,,-0.074526,,,,99441000.0,,,,,,602792000.0,,,,,,200468080.0,,,,,,,-647800000.0,-1197000.0,-19696000.0,,5538421000.0,5358202000.0,43656000.0,-14940000.0,47840000.0,,25000.0,90489000.0,,99441000.0,,,,37047000.0,,,143583000.0,,,,,,,,,,-3590000.0,-11373000.0,,,,156521000.0,3877357000.0,81000.0,,,,,,,55839000.0,477915000.0,,,99441000.0,147837000.0,8095000.0,,-827389000.0,,99495000.0,,,,,,-0.074526,,,,,630000.0,,,,630000.0,,,,,790179000.0,180219000.0,100682000.0,,,,-196906000.0,,,-33769000.0,,,,,61786000.0,1661064000.0,,,,,,,,3087178000.0,0.0,,,,62230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,118474000.0,,,,321132000.0,,,,203423575.0,,,,,93001000.0,2796182000.0,,93001000.0,,133234000.0,,-121471000.0,,-25665000.0,,,,234412000.0,375234000.0,7254000.0,35176000.0,4592492000.0,,,,,,,,-564146000.0,,,,-24179000.0,,,0.463919,,,,75262000.0,,,,,,,,,,,,200468080.0,,,,,,,92809000.0,1395000.0,-569000.0,,5479199000.0,5328518000.0,52676000.0,93001000.0,50943000.0,,25000.0,99441000.0,,75262000.0,,,,46213000.0,,,251826000.0,,,,,,,,,,-323000.0,-2119000.0,,,,258871000.0,3715250000.0,4483000.0,,,,,,,137575000.0,634105000.0,,,75262000.0,-25634000.0,3103000.0,,-21182000.0,,190251000.0,,,,,,0.457179,,,,,627000.0,,,,627000.0,,,,,859279000.0,150681000.0,121296000.0,,,,-120715000.0,,,1624000.0,,,,,74755000.0,1763949000.0,,,,,,,,2855971000.0,0.0,,,,59789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-12329000.0,0.112821,,7879000.0,294180000.0,,,3125848000.0,,,5563513000.0,22617000.0,,-39312000.0,3125848000.0,,-39312000.0,-968940000.0,192057000.0,8526000.0,86296000.0,-603458000.0,-97807000.0,0.111182,,,216501000.0,356506000.0,7879000.0,32763000.0,4639281000.0,,2520000.0,200468080.0,,32763000.0,,,-603458000.0,194883000.0,,36023000.0,-20215000.0,653317000.0,418946000.0,,,25000.0,,55047000.0,,-33952000.0,2012128000.0,230241000.0,55047000.0,,,55047000.0,,554889000.0,203423575.0,,4309000.0,-955780000.0,,55047000.0,,,-110136000.0,-625000.0,-69645000.0,52680000.0,5563513000.0,5434130000.0,52999000.0,-39312000.0,64399000.0,,25000.0,75262000.0,,55047000.0,,5533908000.0,,54673000.0,64399000.0,,78237000.0,,,,129383000.0,5533908000.0,173772000.0,-11000.0,,50152000.0,2413000.0,4309000.0,,,,127100000.0,3831845000.0,3625000.0,,434589000.0,294180000.0,4895000.0,-977466000.0,,16545000.0,483606000.0,-90990000.0,,55047000.0,-33074000.0,13456000.0,,-94182000.0,,69544000.0,,,,422154000.0,192057000.0,,22617000.0,4639281000.0,-894627000.0,664830000.0,633000.0,,3178528000.0,1347298000.0,633000.0,,,0.0,,653317000.0,129383000.0,110555000.0,,-558520000.0,78237000.0,-572632000.0,,,-1204000.0,3831845000.0,,-3898000.0,,63658000.0,1731668000.0,-894627000.0,216501000.0,22617000.0,6410000.0,,191913000.0,1731668000.0,3178528000.0,0.0,5434130000.0,,,52680000.0,264398000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,136261000.0,,,,380724000.0,,,,203423575.0,,,,,-10625000.0,2992800000.0,,-10625000.0,,190523000.0,,-122208000.0,,-19901000.0,,,,250187000.0,344239000.0,10760000.0,37274000.0,4612925000.0,,,,,,,,-614083000.0,,,,-5848000.0,,,-0.053001,,,,49199000.0,,,,,,,,,,,,200468080.0,,,,,,,116360000.0,-2881000.0,184000.0,,5563971000.0,5406240000.0,51753000.0,-10625000.0,62173000.0,,25000.0,55047000.0,,49199000.0,,,,47879000.0,,,89030000.0,,,,,,,,,,-4511000.0,21760000.0,,,,151271000.0,3825205000.0,0.0,,,,,,,34812000.0,495510000.0,,,49199000.0,98077000.0,-2226000.0,,-19901000.0,,86565000.0,,,,,,-0.053001,,,,,297000.0,,,,297000.0,,,,,782114000.0,157731000.0,116459000.0,,,,-135613000.0,,,2432000.0,,,,,70202000.0,1738766000.0,,,,,,,,3043091000.0,0.0,,,,50291000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,97949000.0,,,,414557000.0,,,,203423575.0,,,,,29176000.0,2939677000.0,,29176000.0,,191828000.0,,-9522000.0,,-77449000.0,,,,235123000.0,382907000.0,9304000.0,39357000.0,4643864000.0,,,,,,,,-584907000.0,,,,10978000.0,,,0.145539,,,,60177000.0,,,,,,,,,,,,200468080.0,,,,,,,20500000.0,1456000.0,-209000.0,,5606109000.0,5438484000.0,52055000.0,29176000.0,63254000.0,,25000.0,49199000.0,,60177000.0,,,,46696000.0,,,132982000.0,,,,,,,,,,-2083000.0,22638000.0,,,,185679000.0,3836985000.0,0.0,,,,,,,76202000.0,568586000.0,,,60177000.0,17203000.0,1081000.0,,-77449000.0,,128257000.0,,,,,,0.143425,,,,,304000.0,414557000.0,,,304000.0,,,,,845916000.0,167625000.0,109477000.0,,,,-118178000.0,,,-344000.0,,,,,62967000.0,1769124000.0,,,,,,,,2991069000.0,0.0,,,,51392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,89336000.0,,,,332572000.0,,,,203423575.0,,,,,110198000.0,2847446000.0,,110198000.0,,174154000.0,,-81707000.0,,-19971000.0,,,,242699000.0,397200000.0,12505000.0,41561000.0,4617318000.0,,,,,,,,-474709000.0,,,,-12342000.0,,,0.549703,,,,47835000.0,,,,,,,,,,,,200468080.0,,,,,,,69365000.0,-3201000.0,-512000.0,,5539392000.0,5394264000.0,55719000.0,110198000.0,64610000.0,,25000.0,60177000.0,,47835000.0,,,,49897000.0,,,144167000.0,,,,,,,,,,-2204000.0,-12020000.0,,,,269434000.0,3694428000.0,0.0,,,,,,,162709000.0,666634000.0,,,47835000.0,-79343000.0,1356000.0,,-19971000.0,,218428000.0,,,,,,0.541717,,,,,305000.0,332572000.0,,,110198000.0,,,,,784048000.0,145128000.0,106725000.0,,,,-81195000.0,,,-2623000.0,,,,,60208000.0,1844964000.0,,,,,,,,2910380000.0,0.0,,,,62934000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,33444000.0,0.63,,8159000.0,325472000.0,,126859000.0,2837499000.0,,,5562411000.0,125577000.0,,-3172000.0,2837499000.0,,-1890000.0,-184797000.0,167383000.0,0.0,45123000.0,-467741000.0,-67476000.0,0.62,,,211065000.0,343530000.0,8159000.0,36234000.0,4640093000.0,,1211000.0,200468080.0,,36234000.0,,,-467741000.0,20209000.0,,15928000.0,11091000.0,817446000.0,356990000.0,,,25000.0,,58926000.0,,934000.0,2219324000.0,316112000.0,58926000.0,,,58926000.0,,-168314000.0,203325892.0,,-19794000.0,-439959000.0,,58926000.0,,,-34032000.0,4346000.0,-1193000.0,63003000.0,5562411000.0,5410268000.0,51522000.0,-3172000.0,80327000.0,,25000.0,47835000.0,,58926000.0,,5703086000.0,,45753000.0,80327000.0,,200582000.0,,,,152143000.0,5703086000.0,190225000.0,-280000.0,,55047000.0,5327000.0,-19794000.0,,,,145064000.0,3717948000.0,0.0,,435336000.0,325472000.0,3879000.0,-184797000.0,,42389000.0,488594000.0,-1730000.0,,58926000.0,-15728000.0,15717000.0,,-67476000.0,,94883000.0,,,,528133000.0,167383000.0,,125577000.0,4640093000.0,-1062993000.0,751448000.0,305000.0,325472000.0,2900502000.0,1467876000.0,305000.0,,,0.0,,817446000.0,152143000.0,102675000.0,,172193000.0,200582000.0,-104973000.0,,,1469000.0,3717948000.0,,-3471000.0,325472000.0,57974000.0,1844463000.0,-1062993000.0,211065000.0,126859000.0,1211000.0,,211049000.0,1844463000.0,2900502000.0,0.0,5410268000.0,,,63003000.0,251351000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,158434000.0,,,,411281000.0,,,,203423575.0,,,,,3284000.0,2763776000.0,,3284000.0,,169780000.0,,-129054000.0,,-24333000.0,,,,239424000.0,352027000.0,7987000.0,39674000.0,4616199000.0,,,,,,,,-464457000.0,,,,5047000.0,,,0.016382,,,,63973000.0,,,,,,,,,,,,200468080.0,,,,,,,134101000.0,172000.0,-2283000.0,,5580941000.0,5396271000.0,52470000.0,3284000.0,72275000.0,,25000.0,58926000.0,,63973000.0,,,,,,,153631000.0,,,,,,,,,,-3440000.0,-1112000.0,,,,163403000.0,3711245000.0,0.0,,,,,,,46444000.0,515430000.0,,,63973000.0,100281000.0,-8052000.0,,-24333000.0,,98914000.0,,,,,,0.016144,,,,,165000.0,411281000.0,,,3284000.0,,,,,876611000.0,184670000.0,116959000.0,,,,-277776000.0,,,3010000.0,,,,,71162000.0,1869696000.0,,,,,,,,2834634000.0,0.0,,,,70858000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,97354000.0,,,,32621000.0,,,,203423575.0,,,,,36031000.0,2760987000.0,,36031000.0,,155000000.0,,55014000.0,,-150640000.0,,,,242666000.0,387741000.0,9440000.0,37786000.0,4925688000.0,,,,,,,,-428426000.0,,,,1728000.0,,,0.179734,,,,65701000.0,,,,,,,,,,,,200468080.0,,,,,,,-53286000.0,-1453000.0,-810000.0,,5846178000.0,5690980000.0,53272000.0,36031000.0,68584000.0,,25000.0,63973000.0,,65701000.0,,,,,,,212236000.0,,,,,,,,,,1888000.0,-61950000.0,,,,195493000.0,4001124000.0,0.0,,,,,,,87006000.0,583234000.0,,,65701000.0,2191000.0,-3691000.0,,-150640000.0,,140278000.0,,,,,,0.177123,,,,,165000.0,434054000.0,,,38389000.0,,,,,990161000.0,155198000.0,108487000.0,,,,-313376000.0,,,-2070000.0,,,,,61807000.0,1845054000.0,,,,,,,,3010963000.0,0.0,,,,249976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,120735000.0,,,,378240000.0,,,,203423575.0,,,,,128188000.0,2726742000.0,,128188000.0,,159255000.0,,-62860000.0,,-54882000.0,,,,253905000.0,394071000.0,15119000.0,43175000.0,4934434000.0,,,,,,,,-300238000.0,,,,2993000.0,,,0.639443,,,,68694000.0,,,,,,,,,,,,200468080.0,,,,,,,65853000.0,-3368000.0,-542000.0,,5892643000.0,5705019000.0,55039000.0,128188000.0,66961000.0,,25000.0,65701000.0,,68694000.0,,,,47196000.0,,,184156000.0,,,,,,,,,,-5389000.0,-23699000.0,,,,280340000.0,3881131000.0,0.0,,,,,,,174138000.0,674411000.0,,,68694000.0,-61019000.0,-1650000.0,,-54882000.0,,229177000.0,,,,,,0.630153,,,,,165000.0,378240000.0,,,-35673000.0,,,,,913114000.0,187624000.0,106202000.0,,,,-127103000.0,128188000.0,,1246000.0,,,,,57779000.0,2011512000.0,,,,,,,,2968017000.0,0.0,,,,64262000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,22071000.0,0.840812,,15062000.0,353793000.0,,168556000.0,2764120000.0,200468080.0,,5938427000.0,168556000.0,,1053000.0,2764120000.0,611330000.0,1053000.0,-303840000.0,202026000.0,0.0,28720000.0,-299185000.0,-73985000.0,0.840812,,,231040000.0,344594000.0,15062000.0,39681000.0,4960142000.0,,5160000.0,200468080.0,,39681000.0,611330000.0,,-299185000.0,-1562000.0,,-1228000.0,-23194000.0,945089000.0,398594000.0,0.005253,,25000.0,,45500000.0,,1393000.0,2276246000.0,357093000.0,45500000.0,,,45500000.0,,-108180000.0,200468080.0,200468080.0,-17619000.0,-859422000.0,,45500000.0,,,-51914000.0,57000.0,-45741000.0,63070000.0,5938427000.0,5773498000.0,55356000.0,1053000.0,79126000.0,,25000.0,68694000.0,,45500000.0,,6211626000.0,,47659000.0,79126000.0,,221233000.0,,,,164929000.0,6211626000.0,189930000.0,-4592000.0,,58926000.0,3494000.0,-17619000.0,,,,158577000.0,3919643000.0,0.0,,440720000.0,353793000.0,-13426000.0,-303840000.0,,49505000.0,503171000.0,-49376000.0,,45500000.0,-43015000.0,12165000.0,0.0,-73985000.0,,98142000.0,,,0.0,573230000.0,202026000.0,0.005253,168556000.0,4960142000.0,-1251484000.0,797813000.0,4665000.0,353793000.0,2974554000.0,1478433000.0,0.0,,,0.0,,945089000.0,164929000.0,109072000.0,0.0,94754000.0,221233000.0,-141167000.0,1053000.0,,-793000.0,3919643000.0,,-3447000.0,353793000.0,60435000.0,2018784000.0,-1251484000.0,231040000.0,168556000.0,6000000.0,0.0,216137000.0,2018784000.0,2974554000.0,0.0,5773498000.0,,,63070000.0,251183000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,82095000.0,,,,464080000.0,,,,198350433.0,,,,,-96395000.0,2416580000.0,,-97500000.0,,176090000.0,,38758000.0,,-85152000.0,,473017000.0,,255734000.0,362689000.0,13387000.0,42291000.0,4997543000.0,,,,,,,,-395580000.0,,,,35701000.0,,,-0.49,,,,81201000.0,,,,,,,,,,,,198350433.0,,,,,,,-3057000.0,1675000.0,-85775000.0,,5991730000.0,5784963000.0,55480000.0,-96395000.0,67699000.0,,204000.0,45500000.0,,81201000.0,,,,127656000.0,,,221747000.0,,,,,,,,,,-2610000.0,-38544000.0,,,2043000.0,164942000.0,3590142000.0,0.0,,,,,,,30988000.0,527631000.0,,,81201000.0,89165000.0,-11427000.0,,-85152000.0,,86468000.0,,,,,,-0.49,,,,,18753000.0,464080000.0,,,14042000.0,,,,,1046142000.0,206767000.0,133954000.0,,,,-1093009000.0,-97500000.0,,-832000.0,,,,,85206000.0,2372715000.0,,,,,,,,2544000000.0,0.0,,,,35835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,170685000.0,,,,0.0,,,,203997492.0,,,,,-8841000.0,2918566000.0,,-8915000.0,,174594000.0,,504822000.0,,-673868000.0,,0.0,,221673000.0,421079000.0,16370000.0,45429000.0,5601690000.0,,,,,,,1047000.0,-404421000.0,,,,1639000.0,,,-0.04,,,,82840000.0,,,,,,,,,,,,203997492.0,,,,,,,-503183000.0,-2983000.0,-51395000.0,,6588633000.0,6387614000.0,60466000.0,-8841000.0,97100000.0,,204000.0,81201000.0,,82840000.0,,,,103686000.0,,,272644000.0,,,,,,,,,,-3138000.0,-47407000.0,,,925000.0,223354000.0,4204340000.0,0.0,,,,,,,95389000.0,644433000.0,,,82840000.0,95673000.0,29401000.0,,-673868000.0,,155855000.0,,,,,,-0.04,,,,,603000.0,542602000.0,,,22315000.0,,,,,1171083000.0,201019000.0,127965000.0,,,,-988511000.0,-7868000.0,,429000.0,,,,,74111000.0,2353653000.0,,,,,,,,3033257000.0,0.0,,,,41415000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,145563000.0,,,,434541000.0,,,,210703244.0,,,,,170858000.0,2830477000.0,,172894000.0,,184594000.0,,-94698000.0,,-76745000.0,,0.0,,225266000.0,456102000.0,17717000.0,45901000.0,5622574000.0,,,,,,,7933000.0,-233563000.0,,,,-25880000.0,,,0.84,,,,56960000.0,,,,,,,,,,,,204425308.0,,,,,,,68818000.0,-1347000.0,-17722000.0,,6605549000.0,6418498000.0,64197000.0,170858000.0,98559000.0,,205000.0,82840000.0,,56960000.0,,,,26627000.0,,,282564000.0,,,,,,,,,,-472000.0,-33098000.0,,,8058000.0,341783000.0,4030661000.0,0.0,,,,,,,208080000.0,797885000.0,,,56960000.0,-101588000.0,1459000.0,,-76745000.0,,272277000.0,,,,,,0.82,,,,,1927000.0,434541000.0,,,0.0,,,,,1077745000.0,187051000.0,133703000.0,,,,-148301000.0,180827000.0,,-626000.0,,,,,77606000.0,2552697000.0,,,,,,,,2952916000.0,0.0,,,,48971000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,76938000.0,0.5,,18260000.0,411829000.0,,114688000.0,2841214000.0,210914163.0,,6650978000.0,101714000.0,,36092000.0,2841214000.0,611330000.0,36407000.0,-894851000.0,209054000.0,0.0,-18345000.0,-197471000.0,-59086000.0,0.49,897000.0,,253752000.0,417789000.0,18260000.0,43715000.0,5647670000.0,,23075000.0,202993839.0,,43715000.0,611330000.0,625000.0,-197471000.0,65869000.0,,7662000.0,-493000.0,1075488000.0,475281000.0,0.18,,205000.0,,56467000.0,,1403000.0,2570294000.0,395887000.0,56467000.0,611330000.0,,56467000.0,,430537000.0,209239484.0,205112064.0,-16690000.0,-2393613000.0,,56467000.0,,,17852000.0,-543000.0,-19203000.0,47882000.0,6650978000.0,6468054000.0,64968000.0,36092000.0,86788000.0,,205000.0,56960000.0,,56467000.0,,7113783000.0,,24633000.0,86788000.0,,286575000.0,,,,182924000.0,7113783000.0,282602000.0,-3198000.0,,45500000.0,2186000.0,-16690000.0,,,-8182000.0,182556000.0,4019712000.0,0.0,,516748000.0,411829000.0,10967000.0,-894851000.0,,61430000.0,600345000.0,-174095000.0,,56467000.0,-17381000.0,-11771000.0,,-59086000.0,,126398000.0,,611330000.0,2844000.0,640998000.0,209054000.0,0.17,101714000.0,5647670000.0,-1466113000.0,912635000.0,1792000.0,411829000.0,2944224000.0,1657659000.0,0.0,,,0.0,,1075488000.0,182924000.0,121126000.0,473914000.0,-419570000.0,286575000.0,-163792000.0,37032000.0,,235000.0,4019712000.0,11802000.0,-4034000.0,411829000.0,64232000.0,2608908000.0,-1466113000.0,253752000.0,102886000.0,36357000.0,,245111000.0,2608908000.0,2944224000.0,0.0,6468054000.0,,,47882000.0,301155000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,228134000.0,,,,531936000.0,,,,211013814.0,,,,,51267000.0,3290493000.0,611330000.0,51692000.0,,193081000.0,,526469000.0,,-746310000.0,,0.0,,244884000.0,445910000.0,18000000.0,48106000.0,6327263000.0,,,,,,,-9387000.0,-146204000.0,,,,8293000.0,,,0.25,,,,64760000.0,,,,,,611330000.0,,,,,,205163256.0,,,,,,,-518176000.0,260000.0,-197000.0,,7318899000.0,7131674000.0,69708000.0,51267000.0,79590000.0,,205000.0,56467000.0,,64760000.0,,,,31172000.0,,,363697000.0,,,,,,,,,,-4391000.0,-31662000.0,,,1027000.0,218118000.0,4648934000.0,0.0,,,,,,,73089000.0,664028000.0,,,64760000.0,103947000.0,-7198000.0,,-746310000.0,,142797000.0,,,,,,0.24,,,,,1835000.0,531936000.0,,,1835000.0,,,,,1256890000.0,187225000.0,145029000.0,,,,-258125000.0,42305000.0,,388000.0,,,,,83389000.0,2634980000.0,,,,,,,,3392044000.0,0.0,,,,46282000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,290974000.0,,,,610639000.0,,,,210472991.0,,,,,111616000.0,3129337000.0,611330000.0,113279000.0,,187921000.0,,-250995000.0,,-41256000.0,,0.0,,256569000.0,470796000.0,27145000.0,52566000.0,6305328000.0,,,,,,,3124000.0,-34588000.0,,,,-1277000.0,,,0.54,,,,63483000.0,,,,,,,,,,,,204965718.0,,,,,,,249718000.0,-9145000.0,-21640000.0,,7314803000.0,7104579000.0,71520000.0,111616000.0,102755000.0,,205000.0,64760000.0,,63483000.0,,,,31860000.0,,,372911000.0,,,,,,,,,,-4460000.0,-23011000.0,,,1759000.0,295131000.0,4600022000.0,0.0,,,,,,,148588000.0,765927000.0,,,63483000.0,101159000.0,23165000.0,,-41256000.0,,220108000.0,,,,,,0.54,,,,,3244000.0,610639000.0,,,3244000.0,,,,,1379900000.0,210224000.0,146543000.0,,,,-282112000.0,116403000.0,,-325000.0,,,,,83084000.0,2681056000.0,,,,,,,,3220122000.0,0.0,,,,53905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,181616000.0,,,,504057000.0,,,,208507181.0,,,,,201078000.0,3082346000.0,611330000.0,203278000.0,,252150000.0,,-111959000.0,,-77271000.0,,0.0,,280590000.0,511298000.0,25936000.0,51263000.0,6319933000.0,,,,,,,2502000.0,166490000.0,,,,-7614000.0,,,0.99,,,,55869000.0,,,,,,,,,,,,203220218.0,,,,,,,104345000.0,1209000.0,-71068000.0,,7374049000.0,7183413000.0,72078000.0,201078000.0,99884000.0,,206000.0,63483000.0,,55869000.0,,,,32284000.0,,,381565000.0,,,,,,,,,,1303000.0,-58479000.0,,,-6024000.0,395719000.0,4490065000.0,0.0,,,,,,,234822000.0,907017000.0,,,55869000.0,-92379000.0,-2871000.0,,-77271000.0,,306900000.0,-2845000.0,,,,,0.97,,,,,4472000.0,504057000.0,,,4472000.0,,,,,1303024000.0,190636000.0,160897000.0,,,,-225711000.0,205780000.0,,3242000.0,,,,,97111000.0,2852612000.0,,,,,,,,3187041000.0,0.0,,,,67717000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
