date,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualCurrentAccruedExpenses,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,trailingCostOfRevenue,annualDilutedAverageShares,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyRetainedEarnings,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualLongTermDebt,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,annualBeginningCashPosition,annualCostOfRevenue,annualTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,trailingTaxProvision,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualStockholdersEquity,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyNetIncome,annualChangeInInventory,annualInvestingCashFlow,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyInventory,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingPretaxIncome,trailingOperatingCashFlow,quarterlyTaxProvision,trailingCashDividendsPaid,trailingNetIncome,annualGoodwill,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyBasicEPS,trailingChangeInInventory,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualTotalRevenue,annualNetOtherInvestingChanges,annualDilutedEPS,trailingGrossProfit,annualPretaxIncome,trailingTotalRevenue,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingOtherIncomeExpense,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyCurrentDebt,annualGrossPPE,annualAccountsPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingBasicEPS
1999-12-31,,,2692217000.0,,,,,,,,-51090000.0,,,,625167195.81,2404620000.0,750824000.0,,,331926363.21,,-1061122392.48,492532234.71,590668000.0,16366742000.0,492669564.0,,,756514374.06,8749191000.0,2241174000.0,,,190922815.32,,,173743925.55,-51428575.62,,,492532234.71,-9711083.73,,2603440000.0,1726974184.92,,-270901470.0,,-263030647.98,,2705056602.66,-543376303.71,,4247681.67,,1208761000.0,813457062.36,,,,,,,-761319000.0,3354735000.0,,1719988129.77,,,492669564.0,125333966.31,718464060.69,-11052246.18,3805032671.49,492532234.71,,,499419537.6,590668000.0,71315145.6,4928641000.0,,436973412.54,,3048518297.43,1094240430.81,2006724000.0,,,,4770801.75,,,-34199000.0,,-5698272.3,-1313669287.02,,0.998131,,,188193783.27,,84352000.0,,,,,,,,,281514668.97,,,3282885000.0,6731263000.0,,-623201000.0,3354735000.0,,1391127090.09,,978082417.74,1930804187.52,,,,,-7734000.0,,943970184.36,517746088.77,,11080270.47,,,,954153677.55,-31914359000.0,,-355707000.0,2215253.4,,,,,,206592396.9,-731300.52,331926363.21,273826672.08,2109591150.78,-252546894.54,0.998131,7712933000.0,481479988.53,24079675000.0,-273664000.0,,1002515595.15,1070919000.0,-1503337000.0,,331926363.21,,5109493000.0,-136211394.3,,,,765959894.28,-2720988000.0,10280712000.0,,,-5522502000.0,,,,1531521000.0,-2478754000.0,,2201705657.52,204836208.06,,,,,,,,,,,,
2000-03-31,190861428.78,,,0.200882,5229866.31,,409740475.11,369959328.21,,,,-223684544.82,2524604195.88,,,,,,638760310.95,,2999254264.59,,,,,,,-4932275.04,,,,241628097.36,-122538209.76,,268249838.37,,,,,,,,913721299.53,,,,,,,1192560316.05,,,1783951569.96,,,,,218879046.33,803548474.11,1215302694.63,-98147736.03,,,,,,,,141490636.74,,,,,,,84617341.92,,,,,,,,3121372.11,,,,1382531.64,,,,,,,100264237.17,,,496135132.0,,100264237.17,16012545.51,,-24409156.59,,-133264840.38,-24390473.73,,165504784.29,-328528751.67,169549623.48,,1780830197.85,,243781964.22,,,,4766798.28,,,,,,,,105031035.45,229019835.84,2196075444.21,0.200882,,,,,,,-90298265.85,,,,,281514668.97,,,-157655314.11,331926363.21,496135132.0,1028662257.72,3394287325.41,,,,,,,,,,,,,,,,4197835799.52,,100264237.17,,,-2675652.45,,,,,,77388409.59,,,241628097.36,76854613.59,241628097.36,,,601561402.2,,,,,,,,,,,,,,
2000-06-30,172967252.37,,,0.244825,37086811.59,,432588278.4,547525233.12,,,,-189382813.86,2860219089.45,,,,,,708942474.54,,3312117438.15,,,,,,,709948.68,,,,412498865.94,-392881862.94,,270535819.74,,,,,,,,1036132732.74,,,,,,,1647558685.02,,,1858432125.84,,,,,259621026.03,1164932369.58,1453685312.31,-31759527.51,,,,,,,,162052458.66,,,,,,,96916001.76,,,,,,,,3515046.66,,,,-2687662.86,,,,,,,122411433.21,,,496135132.0,,122411433.21,14991660.66,,39092550.06,,120435053.52,-361122335.43,,443317578.0,-400236237.33,191061602.28,37667314.74,1817249764.44,,328038993.84,,,,38932411.26,,,,,,,,161343844.47,276354196.14,2459982852.12,0.244825,,,,,,,170870768.58,,,,,611515363.11,,,-240687281.91,241628097.36,496135132.0,1143699299.19,3794743753.59,,,,,,,,,,,,,,,,4959676123.17,,122411433.21,,,-89410.83,,,,,,97568567.37,,,412498865.94,77364388.77,412498865.94,,,578121085.35,,,,,,,,,,,,,,
2000-09-30,138905729.61,,,0.175771,-11907654.27,,472895214.36,709518974.22,,,,-10346300.97,3094656954.69,,,,,,837356443.77,,3385041978.69,,,,,,,4733436.03,,,,373035327.66,-158558763.84,,244582658.22,,,,,,,,1122396835.32,,,,,,,1733236946.49,,,1560509902.32,,,,,333989484.75,1123864774.32,1824532076.37,-14050845.21,,,,,,,,228312556.14,,,,,,,95226537.42,,,,,,,,4291719.84,,,,6926003.1,,,,,,,86264102.58,,,496135132.0,,86264102.58,10258224.63,,-9728432.1,,303308225.16,-144507918.63,,-184212999.6,-477463173.63,177170895.87,27654636.27,1528563546.21,,440036067.09,,,,-3237472.74,,,,,,,,83026629.84,364461229.41,2617193781.06,0.175771,,,,,0.0,,-39463538.28,,,,,611515363.11,,,158800306.53,412498865.94,496135132.0,1200065487.81,3994430164.74,,,,,,,,,,,,,,,,5118294939.06,,86264102.58,,,-675251.94,,,,,,105676928.61,,,373035327.66,79371461.73,373035327.66,,,674977035.06,,,,,,,,,,,,,,
2000-12-31,65273909.37,,,,10936145.55,,56318146.98,278761616.1,,,,44613335.19,3228898641.75,,803533794.72,,,,784100951.34,484906958.85,3456463883.49,-1100527213.2,304139612.43,,,451442340.0,,-11630080.35,1182655731.27,,,484906958.85,-635855126.22,335189191.26,184495911.48,,147107505.15,14798159.61,,,304139612.43,41345169.18,1117596674.79,,2199268878.78,,-565967884.92,,-378800324.46,1727906993.43,3456463883.49,-636619788.99,2199268878.78,329789844.72,,,1117596674.79,-8955762.39,1182655731.27,1257195004.71,-65348640.81,,,,,,2182088654.52,,271678143.18,451442340.0,331926363.21,1597618065.75,58307871.57,5184386890.8,304139612.43,59352777.24,,584614713.69,,59352777.24,,,803533794.72,12521519.67,4001731159.53,1727906993.43,,9177287.73,,,4658704.59,,,,-4800160.53,-11118970.68,-1309833962.76,,0.676105,-4800160.53,21888304.98,399855907.68,-1219723.86,,173428985.91,-570506485.41,,574297771.5,-565967884.92,147107505.15,4658704.59,2182088654.52,611515363.11,365656932.45,586503017.04,,,17846134.77,,,,1371542114.85,586503017.04,1257195004.71,2662930756.83,13045974.24,727782804.36,2662930756.83,,,,1191692897.55,463907424.21,0.0,21888304.98,111871631.19,,,967864227.81,,611515363.11,,12521519.67,-397077499.5,373035327.66,,1191692897.55,4001731159.53,152980595.64,-1205044.47,484906958.85,365656932.45,2969160180.6,-209306749.56,0.676105,,362447484.0,,,,998907134.19,,,5184386890.8,484906958.85,-4800160.53,,3735237.51,-1205044.47,,,568008320.13,,,119222002.11,,,484906958.85,101598727.17,484906958.85,,,584614713.69,3228898641.75,278761616.1,,,,,,,,,,,,
2001-03-31,72349375.35,,,-0.21387,-32820447.06,,276279464.7,249992680.68,,,,-52908525.03,3354463474.83,,,,,,707637343.32,,3307840397.7,,,,,,,-5380663.68,,,,181904331.9,-153475691.43,,198686878.14,-29358.78,,,,,,,1018155817.95,,,,,,,1628011075.5,,,1696753324.38,,,,,203930089.35,910214259.81,1611087073.32,-55975183.05,,,,,,,,203930089.35,,,,,,,427230301.05,,,,,,,,16093949.4,,,,8664843.57,,,,,,,-99440856.84,,,464235709.0,,-99440856.84,27268968.66,,-129695079.63,,-77627283.3,-97500508.38,,-71899652.22,-661856329.38,162923880.63,,1680659374.98,,352626972.09,,,,-11720825.67,,,,,228361932.27,,,-111161682.51,431357878.62,2692607145.45,-0.21387,,,,,,,-303002626.95,,,,,611515363.11,,,-175127791.68,484906958.85,464235709.0,1170862843.14,4026393869.22,,,,,,,,,,,,,,,,4936608129.03,,-99440856.84,,,-1660105.56,,,,,,126337502.79,,,181904331.9,104922941.76,181904331.9,,,1008467420.55,,,,,,,,,,,,,,
2001-06-30,85072403.01,,,-0.113731,0.0,,192689680.08,326087969.46,,,,37935547.23,3366593988.93,,,,,,554694113.4,,3132077388.78,,,,,,,-4954961.37,,,,78554753.85,-25128446.7,,213362264.67,0.0,,,,,,,963898123.53,,,,,,,1573686656.58,,,1534183083.6,,,,,107617277.07,751563416.16,1597894305.18,39416831.13,,,,,,,,107617277.07,,,,,,,66829924.71,,,,,,,,13595784.12,,,,5885100.9,,,,,,,-54257694.42,,,464246719.0,,-54257694.42,32223930.03,,-54101559.09,,129743121.27,-64545277.83,,-207964252.62,-760308329.13,139734447.9,,1479785267.73,,320074757.52,,,,0.0,,,,,324124934.67,,,-54812842.26,362004433.32,2606285659.8,-0.113731,,,,,,,-103349578.05,,,,,611515363.11,,,65197843.44,181904331.9,464246719.0,1209238772.07,3955258879.77,,,,,,,,,,,,,,,,4706822295.93,,-54257694.42,,,-1726830.06,,,,,,128289861.66,,,78554753.85,108531402.72,78554753.85,,,951731578.2,,,,,,,,,,,,,,
2001-09-30,102707688.36,,,-0.045492,0.0,,198222475.62,365281940.76,,,,82846473.69,3379060794.51,,,,,,610618585.83,,2868966671.4,,,,,,,5751651.9,,,,177903530.88,-28020286.53,,238865703.06,,,,,,,,928427379.33,,,,,,,1775585652.15,,,1834275187.86,,,,,95514787.26,782009805.51,1034691483.54,7554547.89,,,,,,,,95514787.26,,,,,,,54832859.61,,,,,,,,13910723.76,,,,-14549944.47,,,,,,,-35470744.2,,,844892581.0,,-35470744.2,26472278.13,,-63581776.05,,167758737.9,-35574834.42,,-40389674.34,-860045442.75,152225274.3,,1782400892.58,,304632039.24,,,,0.0,,,,,308853031.11,,,-35470744.2,412396110.21,2519015351.76,-0.045492,,,,,,,99348777.03,,,,,848890440.84,,,132183903.48,78554753.85,844892581.0,1192366815.0,3863607441.06,,,,,,,,,,,,,,,,4645617246.57,,-35470744.2,,,-1969707.24,,,,,,136158014.7,,,177903530.88,100076074.08,177903530.88,,,364777503.54,,,,,,,,,,,,,,
2001-12-31,29771137.41,,,,0.0,,151073609.43,403068025.11,,,,46173354.0,3323921002.2,,528364625.7,,,,511663483.35,324433201.86,3002498409.78,-296226086.73,-249268052.61,,,827846036.0,,7082138.43,992416174.83,,,324433201.86,-6776540.22,407111529.81,164501247.81,,134396487.9,25264564.68,,,-249268052.61,-32820447.06,868328622.18,,1678167882.15,,-955540212.66,,114046849.89,1715119910.25,3002498409.78,89046514.23,1678167882.15,237583258.17,,,868328622.18,121302472.02,992416174.83,1324330527.63,91828925.88,,,,,,1626613864.47,,121302472.02,827846036.0,484906958.85,1566348296.07,-11720825.67,4718814023.07,-249268052.61,282128534.37,,516171390.57,,282128534.37,,,528364625.7,15385335.21,3726397848.24,1715119910.25,,25264564.68,,,,,,,-60098757.15,2498165.28,-213400964.88,,-0.303281,-60098757.15,16219391.46,525515489.55,-26721827.76,,165398025.09,-98605466.1,,-12091813.89,-955540212.66,134396487.9,,1626613864.47,848890440.84,405091111.95,341820272.07,,,0.0,,,,818265229.83,341820272.07,1324330527.63,2368380789.54,-60098757.15,360589873.92,2368380789.54,,,,1223620570.8,385272600.96,0.0,16219391.46,146529670.98,,,815416093.68,,848890440.84,,15385335.21,66792558.99,177903530.88,,1223620570.8,3726397848.24,-160473756.99,-2336691.99,324433201.86,405091111.95,2384613525.9,82825121.85,-0.303281,,-260988878.28,,,,-332345393.07,,,4718814023.07,324433201.86,-60098757.15,,-274100242.53,-2336691.99,,,289900604.13,,,134730110.4,,,324433201.86,93581111.25,324433201.86,,,516171390.57,3323921002.2,403068025.11,,,,,,,,,,,,
2002-03-31,72605597.43,,,0.000758,,,166152011.94,401987088.21,,,,-19775807.31,3332772674.37,,,,,,583427017.59,,3016072842.06,,,,,,,1622739.84,,,,386552376.87,-17439115.32,,209508257.55,,,,,,,,869139992.1,,,,,,,1715729772.18,,,1572348163.11,,,,,93546414.51,1109094639.0,1443724678.95,-5089744.86,,,,,,,,93546414.51,,,,,,,299789175.03,,,,,,,,17464470.63,,,,3326883.57,,,,,,,811369.92,,,880034330.0,,811369.92,15668247.09,,-17683326.99,,170090091.93,-12349370.46,,-90531801.6,-1057205664.33,151213730.88,,1521469397.37,,516757231.68,,,,,,,,,358317237.45,,,811369.92,417275005.65,2275567010.04,0.000758,,,,,,,62119175.01,,,,,848890440.84,,,157740721.47,324433201.86,880034330.0,1196973474.48,3623754215.4,,,,,,,,,,,,,,,,4732848854.4,,811369.92,,,-2538199.98,,,,,,136902660.12,,,386552376.87,97968914.37,386552376.87,,,524980359.06,,,,,,,,,,,,,,
