date,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualCurrentAccruedExpenses,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,trailingCostOfRevenue,annualDilutedAverageShares,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyRetainedEarnings,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualLongTermDebt,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,annualBeginningCashPosition,annualCostOfRevenue,annualTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,trailingTaxProvision,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualStockholdersEquity,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyNetIncome,annualChangeInInventory,annualInvestingCashFlow,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyInventory,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingPretaxIncome,trailingOperatingCashFlow,quarterlyTaxProvision,trailingCashDividendsPaid,trailingNetIncome,annualGoodwill,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyBasicEPS,trailingChangeInInventory,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualTotalRevenue,annualNetOtherInvestingChanges,annualDilutedEPS,trailingGrossProfit,annualPretaxIncome,trailingTotalRevenue,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingOtherIncomeExpense,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyCurrentDebt,annualGrossPPE,annualAccountsPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingBasicEPS
2002-06-30,98777615.31,,,0.007582,,,205676936.76,130401024.84,,,,-354864911.82,3346589983.83,,,,,,663879416.22,,2722848023.34,,,,,,,1757523.33,,,,223920749.55,-27590580.75,,235861766.07,,,,,,,,876573101.4,,,,,,,1723020091.05,,,1412197352.7,,,,,106899321.45,936003279.06,1310650670.64,36019219.59,,65223198.75,,,,,,106899321.45,,,,,,,303106717.17,,,,,,,,15811037.52,,,,4737439.5,,,,,,,7433109.3,,,880034330.0,,7433109.3,14401816.08,,-20178823.29,,-63366923.16,-63609800.34,,-71674123.41,-1158605552.49,147582583.59,,1365850515.0,,95209189.05,,,,,,,,,358259854.38,,,7433109.3,458202479.46,2187984431.34,0.007582,,400802061.09,,,,,-162631627.32,,,,,848890440.84,,,-126976723.5,386552376.87,880034330.0,1175059814.19,3510626829.12,,,,,,,,,,,,,,,,4446630108.18,,7433109.3,,,-2680990.41,,,,,,137084150.76,,,223920749.55,103216129.05,223920749.55,,,619015196.91,,,,,,,,,,,,,,
2002-09-30,156187375.11,,,0.090984,,,249385487.73,124122249.39,,,,196167361.02,3368479623.3,,,,,,713060710.68,,2605579714.59,,,,,,,-4313071.68,,,,407557249.47,-129987332.94,,295102446.15,,,,,,,,955037109.93,,,,,,,1799268846.18,,,1302556988.79,,,,,93198112.62,965953238.13,1303022725.8,-116647770.9,,57851475.99,,,,,,93198112.62,,,,,,,46030563.57,,,,,,,,15658905.66,,,,4128912.06,,,,,,,78464008.53,,,880034330.0,,78464008.53,14116235.22,,-17177555.28,,421928372.28,-13339562.04,,-108304539.42,-1263529828.74,180102770.4,,1259371557.9,,111199048.23,,,,,,,,,354133611.3,,,78464008.53,463675222.95,2104949794.56,0.090984,,393779974.71,,,,,183636499.92,,,,,848890440.84,,,408588810.24,223920749.55,880034330.0,1154826276.81,3439878841.77,,,,,,,,,,,,,,,,4405832079.9,,78464008.53,,,-4896243.81,,,,,,138915071.04,,,407557249.47,90446394.24,407557249.47,,,616069977.48,,,,,,,,,,,,,,
2002-12-31,44661376.83,,,,,,188755603.56,34345769.13,,,,-18861681.66,3356535937.8,500086782.6,437738075.31,,,,673715942.01,525883808.79,2538821852.34,-112570903.95,63222798.24,,,880034330.0,,9538934.52,1008765011.82,,,525883808.79,-14408488.53,403463034.15,181080951.57,,168596797.62,18241143.81,,,63222798.24,,931551420.42,,1250473178.58,,-1361642868.03,,-197335039.77,1775484230.91,2538821852.34,699927994.59,1250473178.58,,,,931551420.42,144094226.73,1008765011.82,1288348673.76,8863682.58,,54563292.63,,,54563292.63,1208881128.75,,144094226.73,880034330.0,324433201.86,1824113046.51,,4315064073.57,63222798.24,59699744.64,,511396585.35,,59699744.64,,,437738075.31,16060587.15,3306299061.75,1775484230.91,,6047908.68,,,,,,,-23485689.51,8606126.01,-189425517.54,,0.068238,-23485689.51,8291186.37,549321456.66,21541337.58,,283847357.49,-23272171.11,,-151112309.64,-1361642868.03,168596797.62,,1208881128.75,848890440.84,187956244.05,290212874.79,,,,,,,809970039.99,290212874.79,1288348673.76,1994893069.77,-23485689.51,484960338.45,1994893069.77,,,500086782.6,1142809194.36,812498898.54,,8291186.37,118326559.32,,,921553421.34,,848890440.84,,16060587.15,260575186.38,407557249.47,,1142809194.36,3306299061.75,201450606.93,-5195169.57,525883808.79,187956244.05,2634083086.5,-76854613.59,0.068238,,63222798.24,,,,-421622774.07,,,4315064073.57,525883808.79,-23485689.51,,-33498367.98,-5195169.57,,,372231964.68,,,136419574.74,,,525883808.79,111831596.49,525883808.79,,,511396585.35,3356535937.8,34345769.13,,,,,,,,,,,,
2003-03-31,124334433.3,,,0.060656,,,219434194.17,39306068.46,,,,95191840.68,3370685535.27,,,,,,655356028.59,,2269100071.5,,,,,,,3588443.61,,,,412278675.09,-80244218.19,,264573318.42,,,,,,,,984283792.77,,,,,,,1829009290.32,,,1247318444.22,,,,,95099760.87,855684329.43,1021781627.28,-53371593.06,,86081277.45,,,,,,95099760.87,,,,,,,30203512.17,,,,,,,,15979183.26,,,,24147596.55,,,,,,,52732372.35,,,880034330.0,,52732372.35,6002536.02,,8195103.09,,288574121.07,-26872625.13,,-321935036.58,-1460711402.16,178650845.28,,1205845164.0,,86655108.15,,,,,,,,,255167832.9,,,52732372.35,435921834.42,1909974133.11,0.060656,,641355894.0,,,,,-113605133.7,,,,,848890440.84,,,261701495.94,525883808.79,880034330.0,1155053140.11,3243678118.5,,,,,,,,,,,,,,,,4099362447.93,,52732372.35,,,-4402482.51,,,,,,140238885.12,,,412278675.09,117010752.18,412278675.09,,,168383279.22,,,,,,,,,,,,,,
2003-06-30,181205059.14,,,0.113731,,,293746604.31,44102225.52,,,,87793428.12,3407652242.76,,,,,,778951154.43,,2580778217.94,,,,,,,-1977714.18,,,,592257337.92,-74142929.91,,321162366.87,,,,,,,,1081964457.3,,,,,,,1927322503.11,,,1143088102.77,,,,,112541545.17,1331289892.98,1437690115.17,-38042306.43,,81445259.19,,,,,,112541545.17,,,,,,,87255628.65,,,,,,,,20252220.24,,,,1467939.0,,,,,,,97680664.53,,,880034330.0,,97680664.53,7325015.61,,-58748253.27,,271371210.48,-33440984.91,,-17249617.74,-1561410683.07,198512059.95,14359112.4,1087307755.26,,194181639.9,,,,-54344436.27,,,,,370174181.1,,,43336228.26,485204550.12,1846241559.69,0.113731,,845427439.29,,,,,179978662.83,,,,,848890440.84,,,237930225.57,412278675.09,880034330.0,1132808526.3,3177562145.94,,,,,,,,,,,,,,,,4508852038.92,,97680664.53,,,-3769934.25,,,,,,139957307.73,,,592257337.92,107525197.26,592257337.92,,,272533551.27,,,,,,,,,,,,,,
2003-09-30,301415918.34,,,0.174387,-22088478.48,,431299161.06,56821249.71,,,,143517727.05,3432345645.72,,,,,,1020303012.36,,2790470635.11,,,,,,,-500433.75,,,,929033237.79,-52037103.06,,441649465.5,,,,,,,,1237888937.88,,,,,,,2083034799.78,,,742536925.8,,,,,129883242.72,1777265775.06,2047933709.31,-25746315.57,,103967446.92,,,,,,129883242.72,,,,,,,93713225.76,,,,,,,,19137921.09,,,,1466604.51,,,,,,,155924480.58,,,880034330.0,,155924480.58,7702676.28,,-24058185.72,,418785648.33,-26290787.49,,-29972645.4,-1650082205.61,205839744.54,22624943.46,683926125.0,,275233224.54,,,,58472013.84,,,,,399926635.65,,,214396494.42,589003851.3,1782263440.11,0.174387,,963116112.39,,,,,336775899.87,,,,,848890440.84,,,392494860.84,592257337.92,880034330.0,1108588867.29,3096692051.94,,,,,,,,,,,,,,,,4873957827.0,,155924480.58,,,-3982118.16,,0.0,,,,140233547.16,,,929033237.79,113856017.82,929033237.79,,,648795675.75,,,,,,,,,,,,,,
2003-12-31,-374416524.81,,,,-611871671.94,,-135662918.91,63413630.31,,,,-220991544.0,3457140469.92,1605125906.49,576276820.17,,,,506939388.75,777580633.2,3094407405.06,-136651776.0,287138209.83,,,880034330.0,,-4331754.54,1882533015.24,,,777580633.2,-58957768.2,645388722.78,-232393426.56,,293521075.5,32238609.42,,,287138209.83,-719374182.87,1218689630.25,,715650955.77,,-1750734779.37,,105511451.85,2064827018.22,3094407405.06,1252963336.92,715650955.77,,,,1218689630.25,238753605.9,1882533015.24,2378756449.29,-8910389.73,,113729241.27,,,113729241.27,683926125.0,,238753605.9,880034330.0,525883808.79,2152732543.5,-636932059.65,5160909208.23,287138209.83,84096890.82,,144156947.76,,84096890.82,,,576276820.17,18773605.32,3278376192.99,2064827018.22,,5156469.36,,,,,,,-19199307.63,-3221458.86,-265382019.36,,0.326027,-19199307.63,12306666.78,562452838.26,-23536400.13,,410884133.04,-50047378.47,-2659638.57,-503378969.43,-1750734779.37,293521075.5,,683926125.0,848890440.84,452330723.46,340317636.33,,,-641059637.22,,,,808817040.63,340317636.33,2378756449.29,1706405690.55,-660258944.85,642602307.66,1706405690.55,,,1605125906.49,1101378617.82,1389615112.92,,12306666.78,-151452604.59,,,794993058.72,,848890440.84,,18773605.32,360836754.57,929033237.79,,1101378617.82,3278376192.99,251696824.41,-2990592.09,777580633.2,452330723.46,2961549584.13,-126070604.79,0.326027,,-349793849.82,,,,-872536269.15,,,5160909208.23,777580633.2,-19199307.63,,-98149070.52,-2990592.09,,0.0,232540220.46,,,142023098.25,,,777580633.2,306996755.52,777580633.2,,,144156947.76,3457140469.92,63413630.31,,,,,,,,,,,,
2004-03-31,276545028.21,,,0.189551,-6559018.35,,417082839.09,72544210.89,,,,-141217066.29,3512938165.8,,,,,,994926350.52,,3587730992.34,,,,,,,4944285.45,,,,1253449091.28,-88791626.64,,416017916.07,,,,,,,,1387058230.08,,,,,,,2234688912.36,,,966120049.38,,,,,140537810.88,2577893050.56,2621610942.96,-49663045.35,,135386679.48,,,,,,140537810.88,,,,,,,187515862.35,,,,,,,,21849604.77,,,,-483085.38,,,,,,,168368599.83,,,880034330.0,,168368599.83,8276506.98,,-16526324.16,,268339249.2,-21331822.65,,296320835.52,-1851044389.2,329114592.78,,936198114.6,,505742351.22,,,,38931076.77,,,,,356242105.5,,,207299676.6,577843511.43,1661893776.6,0.189551,,1714369926.87,,,,,475868458.08,,,,,848890440.84,,,247007426.55,777580633.2,880034330.0,1077415180.89,3246162938.88,,,,,,,,,,,,,,,,5824055989.44,,168368599.83,,,-1497297.78,,-17796758.64,,,,139472887.86,,,1253449091.28,103253494.77,1253449091.28,,,193567774.5,,,,,,,,,,,,,,
2004-06-30,-66875297.37,,,0.146212,8571429.27,,86759198.37,79705084.23,,,,-70111435.62,3619236966.75,,,,,,809151997.62,,3443239087.59,,,,,,,330953.52,,,,1097700763.38,-176287463.49,,75972515.7,,,,,,,,1354832965.56,,,,,,,2260269751.17,,,1130343723.27,,,,,153634495.74,2520409893.81,2312895364.32,-51449927.46,,132105168.57,,,,,,153634495.74,,,,,,,261095637.48,,,,,,,,271648784.4,,,,1011543.42,,,,,,,128671525.8,,,880034330.0,,128671525.8,8385935.16,,52358715.15,,156168692.25,-142060463.97,,-135629556.66,-1952994087.24,327219616.98,10280910.96,841636153.2,,299993352.0,,,,-88955768.91,,,,,376930703.97,,,39715756.89,722392799.25,1666242879.51,0.146212,,1561693594.95,,,,,-155748327.9,,,,,848890440.84,,,14108228.28,1253449091.28,880034330.0,1124383890.93,3254487487.5,,,,,,,,,,,,,,,,5774897381.31,,128671525.8,,,56308805.55,,17222927.94,,,,142847813.07,,,1097700763.38,-587175.6,1097700763.38,,,237177573.21,,,,,,,,,,,,,,
2004-09-30,406410922.56,,,0.223615,285631570.62,,560663287.17,152996609.52,,,,-170948169.0,3743850308.46,,,,,,1293591884.97,,3368051252.01,,,,,,,-1935010.5,,,,1273228902.06,-204840211.53,,547066168.56,,,,0.0,,,,1555883225.49,,,,,,,2461985921.61,,,623280226.95,,,,,154252364.61,2624825729.37,2744771025.06,-78443991.18,,110082080.1,,,,,,154252364.61,,,,,,,411987756.27,,,,,,,,238050329.67,,,,-559151.31,,,,,,,201051594.42,,,880033948.0,,201051594.42,9518917.17,,92362721.88,,426748550.16,-126970051.05,,-46380199.95,-2053966938.6,364263724.89,17553881.46,362758420.17,,352106520.99,,,,352312032.45,,,,,377519214.06,,,553363626.87,732928597.8,1689883369.86,0.223615,,1441835041.11,,,,,175528138.68,,,,,848890440.84,,,299778499.11,1097700763.38,880033948.0,1163169508.29,3293271770.37,,,,,,,,,,,,,,,,5918097499.74,,201051594.42,,,56974716.06,,,,,,140655246.0,,,1273228902.06,-51942354.27,1273228902.06,,,687750773.34,,,,,,,,,,,,,,
2004-12-31,335382692.31,,,,-29996666.22,,536271478.95,823134783.84,,,,1026621822.51,3864900561.87,496048615.86,649314792.36,,,,1173718651.74,1019311486.29,3085255472.64,-412657670.25,683020006.29,,,880010458.0,,-8439314.76,2435326814.88,,,1019311486.29,-253751939.01,162140535.0,478434682.35,,376463632.47,0.0,0.0,60491097.21,683020006.29,257647315.32,1740812846.22,,688484742.84,,-2141461440.96,,644345151.6,2649652581.33,3085255472.64,393271534.02,688484742.84,,,,1740812846.22,200888786.64,2435326814.88,2396770729.8,-57265634.88,,149086553.82,,,149086553.82,355570857.03,-104186303.28,200888786.64,880010458.0,777580633.2,2670612081.27,375472106.4,5820374131.53,683020006.29,434698107.09,,751152393.24,,434698107.09,,,649314792.36,312841821.72,3385047316.65,2649652581.33,,30693.27,,,15689598.93,,,,184929620.73,-5099086.29,-723671240.67,,0.776147,184929620.73,17357711.43,566027936.97,-20890106.46,,-45327287.34,-122295332.58,-74190971.55,45161810.58,-2141461440.96,376463632.47,15689598.93,355570857.03,848890440.84,177348383.04,362703706.08,,,73184766.09,,,,1600776803.58,362703706.08,2396770729.8,1723439120.91,258114386.82,637447172.79,1723439120.91,,,496048615.86,1178167841.4,805929204.27,,17357711.43,-253917415.77,60491097.21,,1517489948.19,,848890440.84,,312841821.72,-167622619.92,1273228902.06,,1178167841.4,3385047316.65,241730853.09,59711755.05,1079802583.5,177348383.04,4271388884.85,-236822598.87,0.776147,,1058492112.69,,,,159472889.49,,,5820374131.53,1019311486.29,184929620.73,,55362652.14,59711755.05,,,951462011.22,,,143051990.04,,,1019311486.29,111416570.1,1079802583.5,,,751152393.24,3864900561.87,823134783.84,,,,,,,,,,,,
2005-03-31,318869841.4,,,0.197345,99190035.45,,506446541.7,768725817.75,,,,132246618.35,4152651741.7,,,,,,1214459526.5,,2756751580.55,,,,,,,4342716.95,,,,1179280949.55,-299466241.25,,466470824.6,,,,,,,,1937905318.25,,,,,,,2865800976.5,,,370402243.75,,,,,187576700.3,2208933593.35,2386349336.8,-58029572.15,,147828194.8,,,,,,187576700.3,,,,,,,133501691.95,,,,,,,,144548503.55,,,,1317286.3,,,,,,,173664047.15,,,880033948.0,,173664047.15,13360853.55,,14768754.0,,399343321.3,-235667117.4,,46374158.05,-2271949648.65,401369291.4,16080630.5,207206159.6,,178973765.85,,,,131136256.9,,,,,310599609.65,,,304800304.05,708012984.8,1880702093.05,0.197345,,328412728.6,,,,,146251238.1,66032018.8,,,,860315084.2,,,163676203.9,1033029711.45,880033948.0,1207117075.45,3499164131.1,,,,,,,,,,,,,,,,5708097724.45,,173664047.15,,,67339837.95,,-5769551.7,,,,147600983.2,,,1179280949.55,80399095.15,1245312968.35,,,962408829.8,,,,,,,,,,,,,,
2005-06-30,407315278.5,,,0.322501,76984130.55,,623448351.0,712293819.0,,,,-206741313.35,4360531471.5,,,,,,1391729610.0,,2641509505.5,,,,,,,618717.55,,,,905608816.5,-318553669.75,,558109521.8,,,,,,,,1882040148.0,,,,,,,2853020421.0,,,162817276.5,,,,,216133072.5,1990211128.5,2478692229.0,-24688943.35,,162466024.5,,,,,,216133072.5,,,,,,,105058941.0,,,,,,,,33778734.0,,,,992461.7,,,,,,,284381070.0,,,880032750.0,,284381070.0,13561786.5,,13187916.0,,350261709.2,-281868111.6,,-288614301.55,-2331930096.0,413993058.0,17252593.5,110454118.5,,368553822.0,,,,131501298.0,,,,,392533423.5,,,415882368.0,768281259.0,2028601375.5,0.322501,,247232179.5,,,,,-256906262.1,80612334.0,,,,846352338.0,,,68393597.6,1179280949.55,880032750.0,1166916355.5,3616316296.5,,,,,,,,,,,,,,,,5606527425.0,,284381070.0,,,124391106.0,,-11996614.8,,,,150794243.3,,,905608816.5,53086950.0,986221150.5,,,988146384.0,,,,,,,,,,,,,,
2005-09-30,598096449.0,,,0.499503,127207095.5,,807285996.0,562066802.0,,,,-190101980.5,4555462642.0,,,,,,1681954891.5,,2123623049.5,,,,,,,1061460.0,,,,864302192.0,-109270520.0,,757526034.0,,,,-2914816.0,,,,2345487201.0,,,,,,,3331433549.5,,,179967804.0,,,,,209189547.0,1876436619.0,1943655245.5,-12566557.0,,165207471.0,,,,,,209189547.0,,,,,,,116202950.0,,,,,,,,31061062.0,,,,1154796.5,,,,,,,440814477.0,,,880032750.0,,440814477.0,12386453.5,,30078117.0,,455295683.0,-158586855.5,,-399552923.5,-2459529018.5,436353522.5,3173700.5,145256380.5,,380659589.5,,,,190588996.0,,,,,501404284.0,,,631403473.0,874668895.5,2095933623.5,0.499503,,265337250.5,,,,,-53527760.5,33149483.5,,,,856530194.0,,,296708827.5,905608816.5,880032750.0,1145775898.5,3683824718.0,,,,,,,,,,,,,,,,5560261337.0,,440814477.0,,,129176477.5,,710051.0,,,,159429585.0,,,864302192.0,41492397.5,897451675.5,,,570384132.5,,,,,,,,,,,,,,
2005-12-31,342167562.08,,,,153365729.98,,592533074.7,186021049.5,,,,-235568054.24,4688956410.84,,865038723.12,,,,1463695102.06,1073515966.38,2194836405.84,-866785856.04,1229915416.86,,,880032750.0,,-63199.98,2101661834.22,,,1073515966.38,-279074333.08,198971976.06,515820586.4,,490686466.14,-2527536.96,-670407.68,31241815.02,1229915416.86,456746991.48,2677833596.88,,394906047.12,,-2509876605.6,,-500164729.74,3669212713.14,2194836405.84,676573847.82,394906047.12,,,,2677833596.88,250365512.62,2101661834.22,1799930358.72,-89195421.62,,,,,,111859712.64,-245970391.68,250365512.62,880032750.0,1031295837.78,3228249325.86,550059281.46,5948336805.84,1229915416.86,143730711.54,,762180660.54,,143730711.54,,,865038723.12,32849879.4,3846674971.62,3669212713.14,,-5992081.46,,,250184303.46,61303572.72,,,328400004.36,5959694.52,-1006364764.08,,1.39758,328400004.36,12418955.64,631477835.82,30452854.26,,338458990.36,-190663771.54,-16401986.64,147018255.82,-2509876605.6,490686466.14,250184303.46,111859712.64,858871100.88,851728648.68,438283279.98,,,95828278.46,,,,2534983202.7,438283279.98,1799930358.72,2179079805.24,424228282.82,871162027.36,2179079805.24,,,,1176495545.16,1543359703.86,,12418955.64,206402913.1,31241815.02,,2301422315.4,,858871100.88,,32849879.4,147795218.82,864302192.0,,1176495545.16,3846674971.62,42220128.6,132267683.34,1104757781.4,851728648.68,5763232528.56,-184480494.12,1.39758,,1779974698.32,,,,-494774811.18,,,5948336805.84,1073515966.38,328400004.36,,88581259.26,132267683.34,,654128.86,1669944479.58,,,173653024.32,130731.22,,1073515966.38,23708843.06,1104757781.4,,,762180660.54,4688956410.84,186021049.5,,,,,,,,,,,,
2006-03-31,289449246.8,,,0.285892,,,624800852.7,192559798.3,,,,-391610255.5,7268536613.5,,,,,,1521791364.1,,2279831505.7,,,,,,,-537640.0,,,,1340336520.0,-152367176.0,,553962750.4,,,,,,,,3077615340.2,,,,,-43489699.6,,5129311408.8,,,199037016.2,,,,,335351605.9,2377729029.2,2080794489.5,51985755.7,,,,,,,,332480608.3,,,,,,,492701360.6,,,,,,,,34836383.8,,,,0.0,,,,,,,251595358.5,,,880032750.0,,251595358.5,12513571.0,,18430299.2,,168456053.0,-179368800.9,,227447257.9,-4429941232.2,585676789.9,142399330.4,21801302.0,,793642662.4,,,,117537512.7,,,,,427281325.4,,,355712032.7,896990511.4,2838595381.3,0.285892,,,,,,,254098072.7,,,,,1934114200.6,,,-10912747.9,1086238447.3,880032750.0,1692650667.9,5117973925.3,,,,,,,,,,,,,,,,7495702954.5,,251595358.5,,,116998528.6,,-2590080.7,,,,264513503.6,,,1344565058.6,27086303.2,1344565058.6,,,1094592028.8,,,,,,,,,,,,,,
2006-06-30,447802490.0,,,0.156301,,,820857476.4,226412042.8,,,,-38783719.7,7389573266.8,,,,,,1845443509.2,,2581562549.6,,,,,,,-17385544.8,,,,992142819.6,-118236808.4,,790007320.0,,,,,,,,2840015571.2,,,,,7827027.6,,4778246955.2,,,482947324.8,,,,,373054986.4,2251275848.4,2098615224.8,66136551.9,,,,,,,,386711952.8,,,,,,,381112343.2,,,,,,,,38812452.4,,,,-541854077.6,,,,,,,137551496.0,,,880000000.0,,137551496.0,29735257.2,,45197527.6,,639648692.6,-165632711.5,,-745225864.7,-4571742348.0,700929864.8,262834842.8,181300029.6,,970938415.6,,,,261103968.0,,,,,500682061.2,,,381595341.2,1024586032.8,2817830918.8,0.156301,,,,,,,-541746343.9,992177658.8,,,,2591092654.4,,,474015981.1,1340336520.0,880000000.0,1679819536.0,5200320696.0,,,,,,,,,,,,,,,,7451596544.4,,137551496.0,,,-653548552.8,,-15830354.5,,,,342204830.0,,,4720711.6,140313294.4,996898370.4,,,901264766.4,,,,,,,,,,,,,,
2006-09-30,442562805.0,,,0.534107,,,825947190.0,738959917.5,,,,194378267.7,7665310372.5,,,,,,1808084947.5,,2642768100.0,,,,,,,15310687.3,,,,1484994532.5,-479221993.1,,687824678.9,,,,26038832.6,,,,3173598045.0,,,,,,,5302231762.5,,,485128575.0,,,,,383384385.0,2628594585.0,2157639525.0,20347597.4,,169035975.0,,,,,,381209062.5,,,,,,,97052850.0,,,,,,,,37713127.5,,,,0.0,,,,,,,470059605.0,,,880000000.0,,470059605.0,14651392.5,,138515130.0,,888399574.4,-249078610.1,,-16078398.2,-4845475845.0,910810395.0,292825845.0,154589602.5,,431686192.5,,,,164199915.0,,,,,484427587.5,,,608113440.0,982137757.5,2819834527.5,0.534107,,,,,,,554352156.2,115059937.5,,,,2466577530.0,,,639320964.3,992142819.6,880000000.0,1688693962.5,5421078540.0,,,,,,,,,,,,,,,,8049673125.0,,470059605.0,,,-338598067.5,,-299809799.8,,,,245261873.9,13385351.8,,1484994532.5,27260122.5,1600054470.0,,,817957440.0,,,,,,,,,,,,,,
