date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,trailingChangeInWorkingCapital,quarterlyCurrentAssets,trailingFreeCashFlow,annualRetainedEarnings,trailingNetIncome,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,trailingCashDividendsPaid,trailingCommonStockIssuance,quarterlyGoodwill,annualLongTermDebt,trailingTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualOtherCurrentAssets,annualPretaxIncome,trailingOperatingIncome,annualEndCashPosition,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalAssets,annualCostOfRevenue,annualOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,annualFreeCashFlow,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingEndCashPosition,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyInventory,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyEndCashPosition,annualNetPPE,annualOtherNonCurrentAssets,annualBasicAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,annualEbitda,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualDilutedAverageShares,annualRepaymentOfDebt,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,trailingInterestExpense,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualGrossPPE,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualBasicEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualChangeInInventory,quarterlyGrossPPE,trailingStockBasedCompensation,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingNetOtherFinancingCharges,annualInvestingCashFlow,annualChangesInAccountReceivables,annualInterestExpense,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangesInAccountReceivables,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyNetPPE,quarterlyTaxProvision,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,trailingChangeInInventory,annualInventory,quarterlyEbitda,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,annualGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:01.419984000,-16381000.0,,,,-265116000.0,,-772960000.0,,-122880000.0,,,-325303000.0,,0.0,-340000.0,297611000.0,,,3421147000.0,,,0.0,,-15238000.0,-255704000.0,6929000.0,-15238000.0,,,,42103000.0,-15108000.0,,,-33929000.0,,-185243000.0,,108474000.0,0.0,,-247000.0,,,,,,,,,1705000.0,,,,,,,-585140000.0,,,,-30161000.0,,,,,,,,,,,,,,,132236210.0,1625000.0,,,-15238000.0,-13425000.0,,,,132236210.0,0.0,-3874039000.0,,5685000.0,,,,420002000.0,,-123136000.0,67616000.0,,1244000.0,,,,,,-1983000.0,-187820000.0,,-22000.0,14684000.0,,-349791000.0,,,,34743000.0,420592000.0,,-325303000.0,,0.0,,,,-15238000.0,,,-0.115233,-69595000.0,,-17387000.0,,31480000.0,-3768000.0,675706000.0,14684000.0,39614000.0,-0.115233,,,,-18177000.0,-3768000.0,-450000.0,108000.0,,,3001145000.0,458265000.0,,-37685000.0,41679000.0,,675706000.0,,,-424000.0,,22243000.0,0.0,,,,-286518000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,-19609000.0,,,,,,,-62475000.0,,136012000.0,,,70808000.0,-2115000.0,,,,0.0,,,,-33533000.0,1539000.0,-36780000.0,,43134000.0,-4009000.0,,42302000.0,,129046000.0,-35332000.0,,,-67458000.0,341000.0,,,,,65204000.0,-708000.0,,,,,,,4312000.0,,2800000.0,43134000.0,,,119218000.0,,,,2861000.0,,,-53508000.0,,,,,,,70808000.0,,,,,,16794000.0,0.0,132236210.0,25558000.0,0.0,,-4009000.0,-32568000.0,,,,132236210.0,-100149000.0,,0.0,36205000.0,,,43134000.0,,,,,0.0,6929000.0,,,,,,,,,-36000.0,36678000.0,,,16794000.0,21906000.0,,,,,,,,,,,-36780000.0,,,-0.030317,,,-41667000.0,,,-13950000.0,,36678000.0,105778000.0,-0.030317,,,,,-16065000.0,-2711000.0,1412000.0,,,,,,,130392000.0,127679000.0,,,,1346000.0,,-620000.0,490000.0,,,-5112000.0,,68038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,-65192000.0,,,,,,,,,,,,,,,,,,132236210.0,,,,,,,,-19350000.0,,,,,,-0.146329,,,,866000.0,,,,,,,-7074000.0,-228000.0,,3957000.0,,,,,-17325000.0,-17325000.0,,20632000.0,,,,-0.146329,,,-23098000.0,20632000.0,60000.0,,,,,-8646000.0,68994000.0,,,12366000.0,,,,,,,,,,43134000.0,,,,,,,-17325000.0,-1825000.0,,,,,,,,-59011000.0,,,,,,,-1129000.0,,,,,,,,,,710000.0,,36249000.0,,-16675000.0,-6821000.0,,,,-32497000.0,,,,,,,,,,,,-58371000.0,72951000.0,132236210.0,,,,,,-30768000.0,,,-10015000.0,,,,,,,,,,,147000.0,,,,,-15749000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,-48091000.0,,,,,,,,,,,,,,,,,,132236210.0,,,,,,,,-18108000.0,,,,,,-0.136937,,,,958000.0,,,,,,,1081000.0,-38000.0,,6037000.0,,,,,-18108000.0,-18108000.0,,23344000.0,,,,-0.136937,,,-25503000.0,23344000.0,-5000.0,,,,,-5687000.0,80489000.0,,,60089000.0,,,,,,,,,,12366000.0,,,,,,,-18108000.0,183000.0,,,,,,,,-70084000.0,,,,,,,255000.0,,,,,,,,,,796000.0,,95631000.0,,-17307000.0,-5870000.0,,,,-24396000.0,,,,,,,,,,,,-42221000.0,86526000.0,132236210.0,,,,,,47723000.0,,,-1042000.0,,,,,,0.0,,,,,136000.0,,,,,-16354000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,-52516000.0,,,,,,,,,,,,,,,,,,132236210.0,,,,,,,,-21985000.0,,,,,,-0.166256,,,,1196000.0,,,,,,,-5950000.0,-44000.0,,6766000.0,,,,,-21985000.0,-21985000.0,,27995000.0,,,,-0.166256,,,-13734000.0,27995000.0,-31000.0,,,,,-8987000.0,92078000.0,,,80354000.0,,,,,,,,,,60089000.0,,,,,,,-21985000.0,-657000.0,,,,,,,,-71882000.0,,,,,,,-635000.0,,,,,,,,,,725000.0,,73438000.0,,-21229000.0,-8330000.0,0.0,,,-23747000.0,,,,,,,,,,,,-44186000.0,98844000.0,132236210.0,,,,,,20265000.0,,,-403000.0,,,,,,0.0,,,,,138000.0,,,,,-20064000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,-129747000.0,-113965000.0,4404000.0,-175615000.0,,275241000.0,,-175615000.0,,335833000.0,196418000.0,,200822000.0,-8151000.0,,,,4404000.0,,,0.0,0.0,9822000.0,-93112000.0,,39184000.0,-93112000.0,-56277000.0,166370000.0,335833000.0,345951000.0,-89479000.0,60592000.0,,-279764000.0,6208000.0,,1638000.0,,,135011000.0,-23927000.0,0.0,200822000.0,10313000.0,-898000.0,,2437000.0,14293000.0,,4658000.0,39184000.0,-35694000.0,-35694000.0,275241000.0,36705000.0,4404000.0,,5692000.0,,,-240225000.0,-55133000.0,36705000.0,-70000.0,185506000.0,,5692000.0,196418000.0,-24370000.0,104390000.0,,,39184000.0,60592000.0,0.0,132236210.0,-1630000.0,4404000.0,14293000.0,-113695000.0,-84867000.0,135011000.0,80354000.0,310626000.0,132236210.0,-287835000.0,,0.0,-3950000.0,-35694000.0,-5852000.0,39184000.0,,,,,0.0,43134000.0,-86858000.0,-9752000.0,39184000.0,39184000.0,9822000.0,,,-1983000.0,-46000.0,108676000.0,,,60592000.0,70344000.0,166370000.0,,,1356000.0,,78647000.0,,-34268000.0,-18518000.0,,-93112000.0,6208000.0,-49107000.0,-0.859787,,,-117468000.0,70344000.0,,-39539000.0,,108676000.0,283965000.0,-0.859787,-95447000.0,106827000.0,,,-47690000.0,-3492000.0,3587000.0,0.0,-41170000.0,,,-12467000.0,,365148000.0,310626000.0,,60592000.0,,19197000.0,,-1208000.0,555000.0,134000.0,,-9752000.0,,185506000.0,-32700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,-71442000.0,27714000.0,-221157000.0,,265173000.0,,,,,224559000.0,,,,,,,,,132236210.0,2254000.0,,,,,,,-45700000.0,,349003000.0,,,83830000.0,-0.345594,,,,2061000.0,,,,,2856000.0,252273000.0,-182000.0,-2376000.0,,9746000.0,,,,,-38439000.0,-38439000.0,,45908000.0,25460000.0,,,-0.345594,,,-14044000.0,45908000.0,-218000.0,199882000.0,,8023000.0,,-19778000.0,149327000.0,,,8307000.0,,,,,,14305000.0,,,96730000.0,39184000.0,317887000.0,,,,,,-38439000.0,-1222000.0,,,,,,,,-123227000.0,-11703000.0,8307000.0,8307000.0,12522000.0,,,-2470000.0,,,,,,,191099000.0,,,2059000.0,,41787000.0,,-36162000.0,-18556000.0,,,7844000.0,-17006000.0,,,,,92677000.0,,,,,,,-52886000.0,159073000.0,132236210.0,,,,,0.0,-30877000.0,,,-145000.0,,,,,80974000.0,,,,,,158000.0,,,,,-34319000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,-32425000.0,15616000.0,-3039000.0,,376863000.0,,,,,203837000.0,,,,,,,,,15026000.0,5337000.0,,,,,,,-14542000.0,,484883000.0,,,108020000.0,-0.28,,,,2584000.0,,,,,1893000.0,219453000.0,1409000.0,1376000.0,,16039000.0,,,,,-38870000.0,-14542000.0,,52011000.0,10279000.0,,,-0.28,,,25712000.0,52011000.0,-391000.0,174369000.0,,13759000.0,,-22871000.0,193326000.0,,,144433000.0,,,,,,17469000.0,,,31239000.0,8307000.0,133000.0,,,,,,-38870000.0,1149000.0,,,,,,,,-307969000.0,-13198000.0,144433000.0,144433000.0,9914000.0,,,-5823000.0,,,,,,,168713000.0,,,2507000.0,,167402000.0,,-35972000.0,-24020000.0,,,7071000.0,24259000.0,,,,,119325000.0,,,,,,,-8405000.0,209365000.0,15026000.0,,,,,0.0,136126000.0,,,1104000.0,,,,,106127000.0,0.0,,,,,1944000.0,,,,,-33779000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,-71555000.0,23283000.0,-7419000.0,,366207000.0,,,,,244413000.0,,,,,,,,,15045000.0,6920000.0,,,,,,,-4380000.0,,495172000.0,,,128965000.0,-0.29,,,,3101000.0,,,,,2969000.0,267696000.0,7725000.0,-399000.0,,20416000.0,,,,,-39769000.0,-4380000.0,,58676000.0,16363000.0,,,-0.29,,,-17630000.0,58676000.0,-671000.0,192242000.0,,11639000.0,,-18248000.0,204963000.0,,,103454000.0,,,,,,22216000.0,,,28161000.0,144433000.0,133000.0,,,,,,-39769000.0,-1416000.0,,,,,,,,-249582000.0,-16391000.0,103454000.0,103454000.0,9598000.0,,,2134000.0,,,,,,,198458000.0,,,838000.0,,31992000.0,,-38260000.0,-16832000.0,0.0,,11543000.0,-6430000.0,,,,,142387000.0,,,,,,,-54723000.0,225379000.0,15045000.0,,,,,0.0,-40979000.0,,,-14140000.0,,,,,125996000.0,0.0,,,,,1887000.0,,,,,-35830000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,-33181000.0,-102992000.0,55562000.0,-12899000.0,,489718000.0,,-12899000.0,,641137000.0,306031000.0,,361593000.0,-4177000.0,,,,48469000.0,,15891000.0,7093000.0,,15480000.0,-164316000.0,,172680000.0,-62841000.0,-7130000.0,253923000.0,641137000.0,790779000.0,-155309000.0,151419000.0,-0.45,-278414000.0,50306000.0,,3822000.0,,,125736000.0,-21939000.0,2738000.0,361593000.0,7952000.0,-1360000.0,,21890000.0,25672000.0,0.0,11568000.0,172680000.0,-47238000.0,-5480000.0,489718000.0,66805000.0,48469000.0,,14105000.0,-0.45,,-199924000.0,-34877000.0,66805000.0,-68000.0,227446000.0,,14105000.0,306031000.0,-21770000.0,243163000.0,,206198000.0,172680000.0,148681000.0,2738000.0,15241000.0,16904000.0,55562000.0,25672000.0,-64491000.0,-145089000.0,125736000.0,103454000.0,97260000.0,15241000.0,-902924000.0,,7093000.0,133496000.0,-47238000.0,-2688000.0,172680000.0,,,,,0.0,39184000.0,-222146000.0,-20453000.0,172680000.0,172680000.0,15480000.0,,,-2556000.0,-1348000.0,223400000.0,,,151419000.0,169134000.0,253923000.0,,,2255000.0,,174906000.0,,-44915000.0,-19082000.0,-125000.0,-164316000.0,50306000.0,-34004000.0,-1.31,,,-40839000.0,169134000.0,,-78490000.0,,223400000.0,416087000.0,-1.31,-83910000.0,265053000.0,15891000.0,,-82667000.0,-8715000.0,7659000.0,0.0,69226000.0,,,-8758000.0,,858870000.0,97260000.0,,148681000.0,0.0,68091000.0,,-2759000.0,5611000.0,1622000.0,,-20453000.0,,227446000.0,-44983000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
