,annualPretaxIncome,quarterlyLongTermDebt,annualLongTermDebt,annualAccountsReceivable,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,annualTotalAssets,trailingNetIncome,annualGoodwill,annualNetIncome,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualOtherNonCashItems,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualBasicEPS,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingTotalRevenue,annualEndCashPosition,quarterlyEndCashPosition,trailingOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherIntangibleAssets,quarterlyBasicEPS,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualInvestmentsAndAdvances,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualInterestExpense,annualChangesInAccountReceivables,annualBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingOperatingExpense,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyBasicAverageShares,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyBeginningCashPosition,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTaxProvision,annualCostOfRevenue,annualCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,annualCurrentDebt,trailingCostOfRevenue,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingTaxProvision,annualGrossProfit,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyGrossPPE,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
907113600,,28442000.0,,,,,6296000.0,252877000.0,,,,,,138304000.0,,0.0,32822000.0,69616000.0,,1134000.0,,,3530000.0,50965000.0,,,,,,29576000.0,,,4806000.0,4806000.0,,,466000.0,,,,54004000.0,16446906.0,,,,,,4806000.0,-29726000.0,,,15214000.0,,,,,0.0,,,0.3,,,,2599000.0,,,15214000.0,15214000.0,,413000.0,,2845000.0,0.0,,95844000.0,,9187000.0,53120000.0,,,,,,,,,,,,0.0,,,,,207000.0,,,,,16230358.0,,,,,11684000.0,,,162000.0,64366000.0,,1172000.0,56603000.0,,,,0.0,,,157033000.0,,,,-33610000.0,,,,,,,3010000.0,23360000.0,,,,,,0.29,10828000.0,,4483000.0,,,,,,,,,,7763000.0,,,33003000.0,7816000.0,-24679000.0,7363000.0,,,66268000.0,,,64366000.0,114573000.0,56970000.0,,18666000.0,14441000.0,-5254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,33689000.0,202923000.0,202923000.0,116965000.0,,,8324000.0,490921000.0,490921000.0,,,20465000.0,,324477000.0,0.0,0.0,58398000.0,116965000.0,,603000.0,,16215478.0,1727000.0,52976000.0,,20465000.0,6762000.0,,169572000.0,203526000.0,,1.26,11789000.0,11789000.0,-239096000.0,13455000.0,-8450000.0,300553000.0,,44792000.0,76314000.0,,,,202377000.0,16387721.0,,11789000.0,-176741000.0,,16941000.0,16941000.0,,28773000.0,117823000.0,,0.0,43952000.0,229437000.0,,-6110000.0,,,5278000.0,,22969000.0,16941000.0,16941000.0,,3161000.0,203526000.0,2341000.0,0.0,,321349000.0,51297000.0,996000.0,229437000.0,603000.0,52976000.0,1074000.0,1.25,16941000.0,-178919000.0,16941000.0,4153000.0,,30660000.0,166444000.0,0.0,,,,20465000.0,5936000.0,,,2341000.0,0.0,,,-35859000.0,64632000.0,243146000.0,15214000.0,0.0,,163000.0,112784000.0,,1074000.0,81592000.0,,,8324000.0,-178919000.0,,,169572000.0,-15592000.0,58398000.0,-13719000.0,-35859000.0,,,0.0,13224000.0,0.0,163000.0,7792000.0,28773000.0,,,,324477000.0,,,28020000.0,0.0,13880000.0,,,300553000.0,,,-51347000.0,-15009000.0,,321349000.0,31192000.0,7377000.0,,44792000.0,19581000.0,83000.0,-14785000.0,,,117823000.0,,256601000.0,112784000.0,166444000.0,64632000.0,20465000.0,173935000.0,4667000.0,-3671000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,292378000.0,,,,,56901000.0,866888000.0,,,,,,557027000.0,,0.0,64849000.0,204760000.0,,4343000.0,,,23046000.0,49908000.0,,,,,,296721000.0,,,-55415000.0,-55415000.0,,,-53862000.0,,,,106756000.0,17914221.0,,,,,,-55415000.0,21930000.0,,,39987000.0,,,,,,,,-3.09,,,19951000.0,6955000.0,,,39987000.0,39987000.0,,2642000.0,,3194000.0,0.0,,554531000.0,,-96208000.0,390304000.0,,,,,,,,,,,,2568000.0,,,,,3525000.0,,,,,17914221.0,,,,,16941000.0,,,306000.0,101240000.0,,697000.0,113711000.0,,,,0.0,,,312357000.0,,,,-39649000.0,,,,,,,-13560000.0,63411000.0,,,,,46199000.0,-3.09,-59378000.0,,-55596000.0,,,,,,,,,,-12471000.0,,,-10623000.0,-68975000.0,-1746000.0,-90402000.0,,,257810000.0,,,101240000.0,309861000.0,103060000.0,,91504000.0,-90320000.0,-5888000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,327343000.0,,,,,40019000.0,848288000.0,,,,,,532904000.0,,0.0,81952000.0,189622000.0,,2800000.0,,,-1323000.0,53066000.0,,,,,,331534000.0,,,-37704000.0,-37704000.0,,,-33717000.0,,,,171913000.0,23297467.0,1391000.0,,,,,-37704000.0,-23587000.0,,,38664000.0,,,,,,,,-1.62,,,14618000.0,10106000.0,,,38664000.0,38664000.0,,4703000.0,,3548000.0,0.0,,550145000.0,,-15322000.0,381704000.0,,,,,,,,,,,,6590000.0,,,,,3086000.0,,,,,23297467.0,,,,,39987000.0,,,307000.0,177274000.0,,1180000.0,182019000.0,,,,0.0,,,298143000.0,,,,-45365000.0,,,,,,,-5461000.0,63127000.0,,,,,20801000.0,-1.62,-28356000.0,,-39574000.0,,,,,,,,,,-4745000.0,,,-48327000.0,-43165000.0,-4977000.0,-1841000.0,,,218611000.0,,,177274000.0,315384000.0,108492000.0,,30870000.0,-8495000.0,-6827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,323994000.0,,,,,38824000.0,842379000.0,,,,,,534481000.0,,0.0,108840000.0,206079000.0,,3456000.0,,,-17071000.0,56830000.0,,,,,,332034000.0,,,-16937000.0,-16937000.0,,,-23371000.0,,,,171757000.0,24110884.0,4584000.0,,,,,-16937000.0,1199000.0,,,21593000.0,,,,,,,,-0.7,,,10478000.0,9665000.0,,,21593000.0,21593000.0,,4967000.0,,3203000.0,0.0,,550820000.0,,-21295000.0,375578000.0,,,,,,,,,,,,6649000.0,,,,,18444000.0,,,,,24110884.0,,,,,38664000.0,,,303000.0,191801000.0,,4061000.0,181422000.0,,,,0.0,,,291559000.0,,,,-51010000.0,,,,,,,-1022000.0,68783000.0,,,,,14942000.0,-0.7,-3327000.0,,-19308000.0,,,,,,,,,,10379000.0,,,-65264000.0,-17959000.0,-5243000.0,-12675000.0,,,218786000.0,,,191801000.0,307898000.0,119793000.0,,-7498000.0,-10369000.0,-10926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,-89514000.0,159743000.0,159743000.0,270593000.0,,,26259000.0,924800000.0,924800000.0,,,-94842000.0,,576118000.0,0.0,0.0,142960000.0,270593000.0,,12878000.0,,22607350.0,1715000.0,67305000.0,,-94842000.0,25930000.0,4192000.0,323936000.0,180156000.0,,-4.2,15214000.0,15214000.0,-67143000.0,36676000.0,-34233000.0,749221000.0,,-50050000.0,188239000.0,,7535000.0,,106717000.0,22607350.0,,15214000.0,-66685000.0,,23308000.0,23308000.0,,76470000.0,420119000.0,,,73880000.0,367215000.0,,-145183000.0,,162643000.0,9950000.0,,-32766000.0,23308000.0,23308000.0,,5899000.0,180156000.0,7940000.0,3697000.0,,600275000.0,-34627000.0,63211000.0,367215000.0,12878000.0,67305000.0,1097000.0,-4.2,23308000.0,0.0,23308000.0,18211000.0,,16941000.0,348682000.0,5446000.0,,,,-94842000.0,875000.0,,,7940000.0,,,,-55943000.0,132413000.0,638665000.0,21593000.0,-223479000.0,,303000.0,278906000.0,,1097000.0,198189000.0,,,26259000.0,0.0,,,323936000.0,-36848000.0,142960000.0,6367000.0,-55943000.0,,,5446000.0,5328000.0,0.0,303000.0,25371000.0,76470000.0,101143000.0,162643000.0,,576118000.0,19201000.0,,56434000.0,0.0,19636000.0,,,749221000.0,,,-56225000.0,-74339000.0,,600275000.0,80717000.0,-69614000.0,7535000.0,-50050000.0,40585000.0,-44259000.0,30579000.0,,,420119000.0,,675341000.0,278906000.0,348682000.0,132413000.0,-94842000.0,-8159000.0,76418000.0,-13207000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,194466000.0,,,,,21614000.0,897672000.0,,,,,,579746000.0,,0.0,70758000.0,235090000.0,,15539000.0,,,-7537000.0,73246000.0,,,,,,217230000.0,,,-24972000.0,-24972000.0,,,-12386000.0,,,,181722000.0,24395021.0,7225000.0,,,,,-24972000.0,-9404000.0,,,15771000.0,,,,,,,,-1.02,,,181394000.0,10694000.0,,,15771000.0,15771000.0,,6675000.0,,8813000.0,0.0,,583256000.0,,-64299000.0,363700000.0,,,,,,,,,,,,16563000.0,,,,,4475000.0,,,,,24395021.0,,,,,23308000.0,,,303000.0,181040000.0,,-4013000.0,192416000.0,,,,0.0,,,313862000.0,,,,-60015000.0,-63882000.0,,,,,,-5465000.0,78505000.0,,,,,18326000.0,-1.02,-13068000.0,,-30912000.0,,,,,,,,,,-11376000.0,,,-75022000.0,-30437000.0,-3613000.0,-54287000.0,,,366026000.0,,,181040000.0,317926000.0,138520000.0,,55900000.0,-54033000.0,-10266000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,154483000.0,,,,,19429000.0,875621000.0,,,,,,563620000.0,,0.0,87165000.0,236548000.0,,14009000.0,,,-2604000.0,69126000.0,,,,,,175300000.0,,,-11493000.0,-11493000.0,,,-10118000.0,,,,196018000.0,24559305.0,6808000.0,,,,,-11493000.0,2881000.0,,,13167000.0,,,,,,,,-0.47,,,190612000.0,10797000.0,,,13167000.0,13167000.0,,6664000.0,,8418000.0,1083000.0,,558486000.0,,15165000.0,356648000.0,,,,,,,,,,,,13505000.0,,,,,13205000.0,,,,,24559305.0,,,,,15771000.0,,,309000.0,216936000.0,,-10056000.0,206815000.0,,,,0.0,,,316545000.0,,,,-66655000.0,-82597000.0,,,,,,4832000.0,79637000.0,,,,,18865000.0,-0.47,10800000.0,,-20240000.0,,,,,,,,,,10121000.0,,,-86515000.0,-6661000.0,-1292000.0,11019000.0,,,383186000.0,,,216936000.0,312001000.0,146292000.0,,-29682000.0,24197000.0,-9032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,292871000.0,,,,,18499000.0,863212000.0,,,,,,575030000.0,,0.0,109131000.0,225540000.0,,14141000.0,,,4300000.0,83822000.0,,,,,,313641000.0,,,-5335000.0,-5335000.0,,,-17075000.0,,,,185739000.0,25168964.0,6629000.0,,,,,-5335000.0,-25188000.0,,,17467000.0,,,,,,,,-0.21,,,13293000.0,10298000.0,,,17467000.0,17467000.0,,8226000.0,,12086000.0,0.0,,537239000.0,,53807000.0,348571000.0,,,,,,,,,,,,9340000.0,,,,,3622000.0,,,,,25168964.0,,,,,13167000.0,,,309000.0,223491000.0,,-14193000.0,196037000.0,,,,0.0,,,325333000.0,,,,-70014000.0,-246119000.0,,,,,,7428000.0,82730000.0,,,,,18191000.0,-0.21,20677000.0,,-6451000.0,28000.0,,,,,,,,,27454000.0,,,-91850000.0,2153000.0,-17302000.0,41394000.0,,,223598000.0,,,223491000.0,288182000.0,152744000.0,,-35827000.0,65315000.0,-11508000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,-20779000.0,241111000.0,241111000.0,244201000.0,,,16583000.0,914045000.0,914045000.0,,,-57060000.0,,592984000.0,,0.0,170323000.0,244201000.0,,22776000.0,,24851823.0,1376000.0,87449000.0,,-42811000.0,7761000.0,1990000.0,332338000.0,273434000.0,,-2.3,-15260000.0,-1011000.0,-66590000.0,43126000.0,-29523000.0,909130000.0,-15214000.0,-107110000.0,227020000.0,,9547000.0,,-78215000.0,24851823.0,,-15260000.0,-34879000.0,,18843000.0,18843000.0,,90306000.0,307706000.0,,,75505000.0,350129000.0,,-69102000.0,,8836000.0,11337000.0,,140340000.0,18843000.0,18843000.0,,5617000.0,273434000.0,10917000.0,-816000.0,,581140000.0,49529000.0,89863000.0,350129000.0,22776000.0,87449000.0,-17412000.0,-2.3,18843000.0,0.0,18843000.0,27182000.0,,23308000.0,321061000.0,11330000.0,,,,-57060000.0,-13541000.0,,,10917000.0,,,,-76427000.0,166733000.0,790499000.0,17467000.0,-490566000.0,,307000.0,287663000.0,,-17412000.0,238357000.0,,,16583000.0,0.0,,,332338000.0,-45804000.0,170323000.0,-4465000.0,-76427000.0,-97968000.0,,11330000.0,22053000.0,0.0,307000.0,15258000.0,90306000.0,85795000.0,8836000.0,,592984000.0,30413000.0,,31120000.0,-816000.0,14792000.0,-1547000.0,,909130000.0,,,-13333000.0,39415000.0,,581140000.0,49306000.0,94536000.0,9547000.0,-107110000.0,14166000.0,8874000.0,41289000.0,,,307706000.0,,833625000.0,287663000.0,321061000.0,166733000.0,-42811000.0,-68606000.0,104861000.0,-14998000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,291429000.0,,,,,19066000.0,830723000.0,,,,,,551724000.0,,0.0,66853000.0,205268000.0,,21799000.0,,,-5939000.0,68053000.0,,,,,,318855000.0,,,-3546000.0,-3546000.0,,,2516000.0,,,,186707000.0,30120466.0,5627000.0,,,,,-3546000.0,8849000.0,,,12904000.0,,,,,,,,-0.12,,,15119000.0,11331000.0,,,12904000.0,12904000.0,,4846000.0,,10653000.0,-2894000.0,,514504000.0,,-80694000.0,338374000.0,,,,,,,,,,,,17334000.0,,,,,17606000.0,,-6942000.0,,,30120466.0,,,,,18843000.0,,,298000.0,194593000.0,,-23299000.0,198038000.0,,,,0.0,,,315681000.0,,,,-80865000.0,-85271000.0,,,,,,-2195000.0,87250000.0,,,,,0.0,-0.12,10402000.0,,-3246000.0,321000.0,,,,,,,,,-3445000.0,,,-110656000.0,-5775000.0,-827000.0,-87764000.0,,,195649000.0,,,194593000.0,278999000.0,168115000.0,,57976000.0,-72764000.0,-7930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,295706000.0,,,,,21168000.0,814429000.0,,,,,,548093000.0,,0.0,56066000.0,185751000.0,,22169000.0,,,-2829000.0,67093000.0,,,,,,323545000.0,,,-1922000.0,-1922000.0,,,1341000.0,,,,182697000.0,29775259.0,5670000.0,,,,,-1922000.0,-12870000.0,,,10075000.0,,,,,,,,-0.06,,,8954000.0,12091000.0,,,10075000.0,10075000.0,,5981000.0,,10175000.0,-220000.0,,494559000.0,,-2995000.0,335738000.0,,,,,,,,,,,,22292000.0,,,,,2167000.0,,0.0,,,29775259.0,,,,,12904000.0,,,299000.0,197240000.0,,-20093000.0,194788000.0,,,,0.0,,,318808000.0,,,,-88533000.0,-72664000.0,,,,,,-831000.0,89493000.0,,,,,0.0,-0.06,15884000.0,,-1637000.0,846000.0,,,,,,,,,2452000.0,,,-112578000.0,-2188000.0,-5310000.0,-8957000.0,,,171014000.0,,,197240000.0,266336000.0,178026000.0,,3309000.0,6732000.0,-9727000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,264943000.0,,,,,21154000.0,810482000.0,,,,,,532985000.0,,0.0,78297000.0,195959000.0,,19948000.0,,,796000.0,49058000.0,,,,,,290781000.0,,,-6181000.0,-6181000.0,,,2820000.0,,,,200306000.0,30077867.0,5890000.0,,,,,-6181000.0,-8723000.0,,,10871000.0,,,,,,,,-0.21,,,10193000.0,12044000.0,,,10871000.0,10871000.0,,4957000.0,,11402000.0,-1030000.0,,496239000.0,,41672000.0,333468000.0,,,,,,,,,,,,22564000.0,,,,,2939000.0,,0.0,,,30077867.0,,,,,10075000.0,,,301000.0,213778000.0,,-20491000.0,215207000.0,,,,0.0,,,313475000.0,,,,-98254000.0,-102889000.0,,,,,,2933000.0,93096000.0,,,,,0.0,-0.21,13435000.0,,-6574000.0,0.0,,,,,,,,,-1429000.0,,,-119652000.0,-3566000.0,-1005000.0,25804000.0,,,205458000.0,,,213778000.0,277497000.0,191350000.0,,-42810000.0,52329000.0,-10657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,-7197000.0,206622000.0,206622000.0,222590000.0,,,23467000.0,835727000.0,835727000.0,,,-15411000.0,,549214000.0,,0.0,131680000.0,222590000.0,,19733000.0,,30016122.0,-425000.0,56899000.0,,-4757000.0,25023000.0,2197000.0,314381000.0,232922000.0,,-0.51,-2869000.0,-2869000.0,-32549000.0,47420000.0,-75349000.0,873116000.0,-16367000.0,-122521000.0,175662000.0,,6567000.0,,-29951000.0,30016122.0,,-2869000.0,-19805000.0,,10446000.0,10446000.0,,92503000.0,287635000.0,,,81631000.0,328169000.0,,-68672000.0,,15497000.0,11954000.0,,54103000.0,10446000.0,10446000.0,,4372000.0,232922000.0,14114000.0,4144000.0,-11060000.0,520557000.0,60379000.0,60328000.0,328169000.0,19733000.0,56899000.0,-19630000.0,-0.51,10446000.0,0.0,10446000.0,20156000.0,,18843000.0,286513000.0,11340000.0,,,,-15411000.0,2311000.0,,-4118000.0,14114000.0,,,,-102401000.0,194904000.0,744065000.0,10871000.0,-361723000.0,,302000.0,267505000.0,,-19630000.0,183452000.0,,,23467000.0,0.0,,,314381000.0,-35792000.0,131680000.0,-8397000.0,-102401000.0,-100899000.0,,11340000.0,7986000.0,0.0,302000.0,7186000.0,92503000.0,36000.0,15497000.0,,549214000.0,36000.0,,20658000.0,0.0,6700000.0,1030000.0,,873116000.0,,,-5413000.0,-19568000.0,,520557000.0,84053000.0,18311000.0,6567000.0,-122521000.0,4332000.0,1729000.0,51349000.0,,,287635000.0,,791485000.0,267505000.0,286513000.0,194904000.0,-15411000.0,-48426000.0,67806000.0,-7478000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,233742000.0,,,,,23451000.0,782911000.0,,,,,,546318000.0,,0.0,64667000.0,167867000.0,,24567000.0,,,1447000.0,60298000.0,,,,,,262789000.0,305616000.0,,-4035000.0,-4881000.0,,,-158000.0,,,,156443000.0,30207897.0,4480000.0,,,,,-4035000.0,-7385000.0,,,11893000.0,,,,-224000.0,,,,-0.13,,,10594000.0,9471000.0,,,11893000.0,11893000.0,,3918000.0,,13607000.0,0.0,,467760000.0,,-18813000.0,22063000.0,,,,,,,,,,,,15809000.0,,,,,2887000.0,,0.0,,,30207897.0,,,,,10446000.0,,,302000.0,161960000.0,,-18948000.0,165914000.0,,,,0.0,,,314296000.0,,,,-109063000.0,-104563000.0,,,,,,-3212000.0,86546000.0,,,,,139000.0,-0.13,5359000.0,,-4881000.0,409000.0,,,,,,,,,-3954000.0,,,-126556000.0,-8030000.0,-7966000.0,-27539000.0,,,204971000.0,,,161960000.0,236593000.0,195609000.0,,25563000.0,-16731000.0,-2082000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,252280000.0,,,,,18384000.0,796282000.0,,,,,,556521000.0,,0.0,59874000.0,169572000.0,,24701000.0,,,-3929000.0,66350000.0,,,,,,281808000.0,312148000.0,,3506000.0,3506000.0,,,659000.0,,,,169025000.0,31871256.0,4827000.0,,,,,3506000.0,-7643000.0,,,7964000.0,,,,0.0,,,,0.12,,,15765000.0,9350000.0,,,7964000.0,7964000.0,,4669000.0,,13168000.0,0.0,,467088000.0,,-5991000.0,20896000.0,,,,,,,,,,,,15045000.0,,,,,3357000.0,,0.0,,,30278032.0,,,,,11893000.0,,,304000.0,190275000.0,,-13630000.0,178375000.0,,,,0.0,,,326928000.0,,,,-116920000.0,-85199000.0,,,,,,3155000.0,84821000.0,,,,,0.0,0.11,21909000.0,,4798000.0,2451000.0,,,,,,,,,11900000.0,,,-123050000.0,7890000.0,-7722000.0,-19496000.0,,,185280000.0,,,190275000.0,239761000.0,201741000.0,,6427000.0,-2713000.0,-3278000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,223787000.0,,,,,23600000.0,789200000.0,,,,,,553337000.0,,0.0,80943000.0,174241000.0,,17935000.0,,,1369000.0,76556000.0,,,,,,246652000.0,312620000.0,,10169000.0,10169000.0,,,515000.0,,,,45451000.0,32004389.0,,,,,,10169000.0,-5696000.0,,,9333000.0,,,,-63000.0,,,,0.33,,,15867000.0,9418000.0,,,9333000.0,9333000.0,,4688000.0,,12663000.0,0.0,,440903000.0,,34878000.0,19583000.0,,,,,,,,,,,,12151000.0,,,,,11519000.0,,-4189000.0,,,30776775.0,,,,,7964000.0,,,308000.0,206139000.0,,-10953000.0,188846000.0,,,,0.0,,,345379000.0,,,,-108050000.0,-94342000.0,,,,,,2930000.0,81209000.0,,,,,0.0,0.32,27226000.0,,10190000.0,194000.0,,,,,,,,,17293000.0,,,-112881000.0,13120000.0,-12363000.0,16997000.0,,,194251000.0,,,206139000.0,235863000.0,189259000.0,,-32602000.0,39667000.0,-4789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,37671000.0,199145000.0,199145000.0,227579000.0,,,21411000.0,852516000.0,852516000.0,,315477000.0,27110000.0,,546211000.0,,0.0,139513000.0,227579000.0,,17071000.0,,30486842.0,4321000.0,74994000.0,,26975000.0,20747000.0,4128000.0,366958000.0,216362000.0,315477000.0,0.89,17470000.0,17129000.0,-26340000.0,49056000.0,1699000.0,837848000.0,-30010000.0,-95411000.0,77965000.0,,,,-38821000.0,31854397.0,,17470000.0,-5616000.0,,13654000.0,13654000.0,,81652000.0,269196000.0,-29723000.0,,52114000.0,18344000.0,,2581000.0,,15863000.0,20817000.0,,68369000.0,13654000.0,13654000.0,,4057000.0,216362000.0,12011000.0,0.0,-8711000.0,485558000.0,103751000.0,41505000.0,18344000.0,17071000.0,74994000.0,-9783000.0,0.85,13654000.0,0.0,13654000.0,17024000.0,,10446000.0,306305000.0,10760000.0,,,,27110000.0,2984000.0,,-4522000.0,12011000.0,,,,-116214000.0,197866000.0,218082000.0,9333000.0,-448461000.0,,309000.0,279782000.0,,-9783000.0,252733000.0,,,21411000.0,0.0,,,366958000.0,-16790000.0,139513000.0,3208000.0,-116214000.0,-164357000.0,,10760000.0,11037000.0,0.0,309000.0,8164000.0,81652000.0,139000.0,15863000.0,,546211000.0,0.0,,49565000.0,0.0,16868000.0,1074000.0,,837848000.0,,,-287000.0,-15033000.0,,485558000.0,27049000.0,51579000.0,,-95411000.0,24691000.0,27764000.0,15005000.0,,,269196000.0,,785734000.0,279782000.0,306305000.0,197866000.0,25923000.0,-38209000.0,48146000.0,-6641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
