,trailingCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualGrossPPE,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualInventory,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingTaxProvision,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyDilutedEPS,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualDilutedEPS,trailingSaleOfInvestment,quarterlyInventory,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingCashFlow,trailingTotalRevenue,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOperatingIncome,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBasicAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedAverageShares
591580800,,,,0.0,101400000.0,5527000000.0,,,,,,1435400000.0,,-2886600000.0,289400000.0,,,,,4924800000.0,,5527000000.0,589700000.0,,,3690700000.0,811900000.0,3592200000.0,,,,,,,241100000.0,,,,,,,,,,,,9014900000.0,289400000.0,11946300000.0,,,3795900000.0,,,,0.0,203700000.0,,,4924800000.0,1526700000.0,2640400000.0,1721900000.0,3716200000.0,,,-7787400000.0,4283700000.0,2931400000.0,,,,,3156800000.0,,,,,-7787400000.0,,,,3.04,974300000.0,5517800000.0,811900000.0,,,,-2886600000.0,,811900000.0,1929300000.0,,,,,0.0,185900000.0,745300000.0,,,1053000000.0,,,,,,3592200000.0,2300000.0,,,,,,,,3690700000.0,,,,,9208500000.0,,269734219.0,,,3.01,,1526700000.0,,745300000.0,,3716200000.0,,974300000.0,,,0.0,1721900000.0,,,,,,,1002100000.0,,,899700000.0,1053600000.0,0.0,,,,,1053600000.0,,267072368.0,152300000.0,3795900000.0,,899700000.0,,1496000000.0,899700000.0,2640400000.0,899700000.0,,203700000.0,2300000.0,,,,,4283700000.0,,,,9208500000.0,,,589700000.0,5517800000.0,,,,,,,,,,,,,
599529600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2869300000.0,,,,,,,2869300000.0,263255000.0,,,,2869300000.0,,,,,,,,,,,,,,,,,,,,160000000.0,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161700000.0,,,,,,,3161700000.0,261100000.0,,,,3161700000.0,,,,,,,,,,,,,,,,,,,,270700000.0,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,5391300000.0,,,,,,,,,329500000.0,,923600000.0,,,,,,,,,3954900000.0,,,0.7,,,,,,,,,832900000.0,,,,,,,,,,,,,376500000.0,3137400000.0,291900000.0,,,,,,,4375400000.0,,2504200000.0,1706500000.0,4175900000.0,113800000.0,,456400000.0,,,,,,,3212100000.0,257971014.0,,,,307400000.0,,,,,,,,,,,-2887100000.0,,,,,,,,,178100000.0,,,,,,,0.69,,,1728000000.0,959700000.0,,,,,,,,,,,2379200000.0,,,,,,20100000.0,,,1633700000.0,178100000.0,746800000.0,,,,,,,,,,,,,,525500000.0,,,,,1105400000.0,,,254285714.0,,,,,,,,,289300000.0,2100000.0,,289300000.0,,,,485800000.0,,,,35600000.0,,4423400000.0,,178000000.0,,8798800000.0,,,813800000.0,4843900000.0,,,,,,,,,,,,,
623116800,,,-53800000.0,900100000.0,132700000.0,5575000000.0,,,,,57900000.0,1472800000.0,-278000000.0,-2980800000.0,323100000.0,-73200000.0,1069300000.0,,,4366800000.0,,5575000000.0,883200000.0,,,3977600000.0,734500000.0,1643400000.0,,0.0,-34200000.0,0.0,-241300000.0,,470800000.0,,55200000.0,738200000.0,,-567700000.0,-608600000.0,,,,,-19400000.0,9371600000.0,323100000.0,12518100000.0,2100000.0,404700000.0,3482200000.0,175600000.0,,,-663600000.0,769500000.0,,,4366800000.0,1574100000.0,2594200000.0,1479000000.0,4237100000.0,49500000.0,,333500000.0,4572000000.0,3146500000.0,,-1092400000.0,,-210700000.0,3275000000.0,,,,-71800000.0,166000000.0,,-17400000.0,,2.87,,4961200000.0,734900000.0,,,,-2980800000.0,-27500000.0,734900000.0,2087400000.0,,,43100000.0,311900000.0,-309200000.0,126100000.0,552100000.0,-192200000.0,,1205700000.0,,,,,,1643400000.0,926900000.0,-94000000.0,,614600000.0,,,,,3977600000.0,,,2536800000.0,,8938800000.0,-203500000.0,258626761.0,,44700000.0,2.84,,1574100000.0,126100000.0,552100000.0,,4237100000.0,,,,,-55000000.0,1479000000.0,1069300000.0,,,,,572200000.0,1059100000.0,10800000.0,,332400000.0,1094600000.0,0.0,-49100000.0,,167500000.0,,1094600000.0,,255923345.0,279300000.0,3482200000.0,0.0,332400000.0,2100000.0,1673700000.0,332400000.0,2594200000.0,332400000.0,101200000.0,769500000.0,926900000.0,-190000000.0,,35100000.0,,4572000000.0,,126000000.0,,8938800000.0,-9100000.0,,883200000.0,4961200000.0,,,,,,,,,,,,,
631065600,,,,,,5543500000.0,,,,,-3500000.0,,,,350400000.0,-72100000.0,843700000.0,,,,,,,,,4015200000.0,,,0.59,,0.0,0.0,-100200000.0,,,,-53000000.0,716900000.0,,,,,,,,12600000.0,,,,,329000000.0,3356200000.0,249500000.0,,,,,,,4275300000.0,,2562700000.0,1661300000.0,4303500000.0,103700000.0,,387900000.0,,,,,,-102900000.0,2884900000.0,251379310.0,,,,269500000.0,,-311800000.0,,,,,,,,,-2980800000.0,-48300000.0,,,,,-187000000.0,-38500000.0,,145800000.0,,,,,,,0.58,,,1665300000.0,1111800000.0,,,,,,,,,,,2168000000.0,,,,,,16500000.0,,,1627100000.0,145800000.0,549500000.0,,,,,,,,,,,,,,447400000.0,,,,,,,-48600000.0,247118644.0,118400000.0,,,,,,,332400000.0,145400000.0,2000000.0,,145400000.0,,,-141400000.0,847200000.0,,,,36500000.0,,4757400000.0,,145800000.0,,9032700000.0,1800000.0,,2194700000.0,5017500000.0,,,,,,,,,,,,,
638841600,,,,,,5564400000.0,,,,,17100000.0,,,,343200000.0,-70000000.0,877300000.0,,,,,,,,,4072000000.0,,,0.7,,12400000.0,0.0,-82000000.0,,,,-31500000.0,786500000.0,,,,,,,,-40000000.0,,,,,304200000.0,3457200000.0,296300000.0,,,,,,,4460500000.0,,2583600000.0,1688300000.0,4389300000.0,122900000.0,,482300000.0,,,,,,-106000000.0,3150700000.0,247714286.0,,,,303300000.0,,8200000.0,,,,,,,,,-2980800000.0,-156300000.0,,,,,88800000.0,327100000.0,,173400000.0,,,,,,,0.7,,,1769500000.0,1136900000.0,,,,,,,,,,,2364200000.0,,,,,,30100000.0,,,1655500000.0,173400000.0,551400000.0,,,,,,,,,,,,,,483200000.0,,,,,,,-47900000.0,247714286.0,179000000.0,,,,,,,0.0,234200000.0,2000000.0,,234200000.0,,,221100000.0,810400000.0,,,,37100000.0,,4757000000.0,,173400000.0,,9217500000.0,1700000.0,,2173400000.0,5145500000.0,,,,,,,,,,,,,
646704000,,,,,,5551500000.0,,,,,34900000.0,,,,329100000.0,-80600000.0,933000000.0,,,,,,,,,4139600000.0,,,0.71,,-42500000.0,0.0,-102100000.0,,,,-10100000.0,871200000.0,,,,,,,,-13700000.0,,,,,431300000.0,3580000000.0,291500000.0,,,,,,,4613600000.0,,2570700000.0,1700600000.0,4436400000.0,120300000.0,,439900000.0,,,,,,-110400000.0,3126300000.0,247971014.0,,,,288900000.0,,200000.0,,,,,,,,,-2980800000.0,-112600000.0,,,,,120500000.0,335200000.0,,171200000.0,,,,,,,0.69,,,1822400000.0,1151800000.0,,,,,,,,,,,2255100000.0,,,,,,37400000.0,,,1664400000.0,171200000.0,548800000.0,,,,,,,,,,,,,,582300000.0,,,,,,,-47500000.0,240985915.0,151000000.0,,,,,,,0.0,354700000.0,2000000.0,,354700000.0,,,224800000.0,824600000.0,,,,34800000.0,,4806600000.0,,171100000.0,,9420200000.0,17100000.0,,2235900000.0,5280600000.0,,,,,,,,,,,,,
654652800,,,32800000.0,332400000.0,144300000.0,6006100000.0,,,,,-15700000.0,1449100000.0,-302900000.0,-3337900000.0,318800000.0,-80200000.0,1146500000.0,,,4775300000.0,,6006100000.0,1122800000.0,,,4185900000.0,623900000.0,1894200000.0,,0.0,30100000.0,0.0,-218000000.0,,427700000.0,,94500000.0,807000000.0,,78800000.0,-575700000.0,,,,,-14000000.0,9197100000.0,318800000.0,12378700000.0,1900000.0,384600000.0,3843400000.0,214700000.0,,,480900000.0,802700000.0,,,4775300000.0,1619600000.0,2668200000.0,1708800000.0,4460200000.0,80800000.0,,422400000.0,4962800000.0,3181600000.0,,-145400000.0,,-256400000.0,3216800000.0,,,,-100000.0,250800000.0,,158000000.0,,2.56,,5552200000.0,624300000.0,,,,-3337900000.0,-158300000.0,624300000.0,2069100000.0,,,56500000.0,432800000.0,-502300000.0,133900000.0,552900000.0,-195800000.0,,1052000000.0,,,,,,1894200000.0,1155900000.0,-55100000.0,,620000000.0,,,,,4185900000.0,,,2409800000.0,,9738100000.0,-475500000.0,246600791.0,,-200000.0,2.53,,1619600000.0,133900000.0,552900000.0,,4460200000.0,,,,,1056600000.0,1708800000.0,1146500000.0,,,,,556200000.0,1112500000.0,26700000.0,,411200000.0,1171800000.0,0.0,-51800000.0,,171600000.0,,1171800000.0,,243710938.0,83800000.0,3843400000.0,0.0,411200000.0,1900000.0,1732500000.0,411200000.0,2668200000.0,411200000.0,176400000.0,802700000.0,1155900000.0,0.0,,35900000.0,,4962800000.0,,133800000.0,,9738100000.0,-20600000.0,,1122800000.0,5552200000.0,,,,,,,,,,,,,
662601600,,,,,,5981800000.0,,,,,400000.0,,,,344300000.0,-81500000.0,864900000.0,,,,,,,,,4216500000.0,,,0.6,,0.0,0.0,-88900000.0,,,,-23900000.0,737100000.0,,,,,,,,-7400000.0,,,,,333000000.0,3623700000.0,238200000.0,,,,,,,4618000000.0,,2643900000.0,1721800000.0,4550600000.0,96700000.0,,404100000.0,,,,,,-93500000.0,2937900000.0,239830508.0,,,,256700000.0,,-214200000.0,,,,,,,,,-3337900000.0,-30000000.0,,,,,-51200000.0,67700000.0,,141500000.0,,,,,,,0.59,,,1846300000.0,1171700000.0,,,,,,,,,,,2200800000.0,,,,,,14600000.0,,,1651600000.0,141500000.0,550100000.0,,,,,,,,,,,,,,480400000.0,,,,,,,-51100000.0,235833333.0,147400000.0,,,,,,,411200000.0,360000000.0,1800000.0,,360000000.0,,,-25800000.0,912500000.0,,,,33100000.0,,4944000000.0,,141500000.0,,9562000000.0,5000000.0,,2300100000.0,5345500000.0,,,,,,,,,,,,,
670377600,,,,,,5920300000.0,,,,,-8300000.0,,,,365600000.0,-83300000.0,862700000.0,,,,,,,,,4203300000.0,,,0.66,,0.0,0.0,-95000000.0,,,,-26900000.0,758700000.0,,,,,,,,-7400000.0,,,,,351600000.0,3428800000.0,255800000.0,,,,,,,4640100000.0,,2582400000.0,1898300000.0,4559500000.0,100600000.0,,407100000.0,,,,,,-115300000.0,2990300000.0,238769231.0,,,,258900000.0,,-155900000.0,,,,,,,,,-3337900000.0,-89800000.0,,,,,-59700000.0,125100000.0,,155200000.0,,,,,,,0.65,,,1828900000.0,1154100000.0,,,,,,,,,,,2231600000.0,,,,,,35300000.0,,,1641400000.0,155200000.0,744200000.0,,,,,,,,,,,,,,499800000.0,,,,,,,-50700000.0,235151515.0,148200000.0,,,,,,,0.0,300300000.0,1800000.0,,300300000.0,,,9800000.0,737200000.0,,,,38400000.0,,4890300000.0,,155200000.0,,9530400000.0,15000000.0,,2307900000.0,5327100000.0,,,,,,,,,,,,,
678240000,,,,,,5848300000.0,,,,,1300000.0,,,,354800000.0,-87400000.0,804400000.0,,,,,,,,,4189800000.0,,,0.65,,0.0,0.0,-53800000.0,,,,44600000.0,752300000.0,,,,,,,,-7400000.0,,,,,347000000.0,3410500000.0,252000000.0,,,,,,,4677300000.0,,2510400000.0,1896800000.0,4919600000.0,100600000.0,,405300000.0,,,,,,-97700000.0,2978100000.0,236562500.0,,,,255800000.0,,-108800000.0,,,,,,,,,-3337900000.0,-28300000.0,,,,,90100000.0,172200000.0,,151400000.0,,,,,,,0.64,,,1766600000.0,1159200000.0,,,,,,,,,,,2225800000.0,,,,,,28800000.0,,,1577900000.0,151400000.0,737600000.0,,,,,,,,,,,,,,496500000.0,,,,,,,-50200000.0,232923077.0,149500000.0,,,,,,,0.0,390400000.0,1800000.0,,390400000.0,,,74500000.0,839500000.0,,,,32600000.0,,4819800000.0,,151400000.0,,9497100000.0,7500000.0,,2309400000.0,5307300000.0,,,,,,,,,,,,,
686188800,,,-85800000.0,411200000.0,135100000.0,5887700000.0,,,,,-79200000.0,1385200000.0,-338200000.0,-3426500000.0,445800000.0,-86000000.0,916600000.0,,,4823100000.0,,5887700000.0,1168900000.0,,,4223700000.0,600200000.0,2130600000.0,,0.0,0.0,0.0,438400000.0,,423000000.0,,111800000.0,736800000.0,,92600000.0,-501300000.0,,,,,263500000.0,8942500000.0,445800000.0,11927400000.0,1700000.0,353600000.0,3322000000.0,277500000.0,,,241300000.0,274800000.0,,,4823100000.0,1387100000.0,2461200000.0,1933200000.0,4692100000.0,125100000.0,,383200000.0,4655800000.0,2984900000.0,,-270500000.0,,-194800000.0,3021100000.0,,,,105600000.0,226900000.0,,208400000.0,,2.57,,5255200000.0,600500000.0,,,,-3426500000.0,-702600000.0,600500000.0,1986600000.0,,,113400000.0,377600000.0,200700000.0,152400000.0,740300000.0,-201500000.0,,1023500000.0,,,,,,2130600000.0,1192900000.0,241300000.0,,601400000.0,,,,,4223700000.0,,,2284300000.0,,9478900000.0,-850700000.0,236299213.0,,81600000.0,2.54,,1387100000.0,152400000.0,740300000.0,,4692100000.0,,,,,742600000.0,1933200000.0,916600000.0,,,,,509900000.0,998300000.0,31500000.0,,503800000.0,1025700000.0,0.0,-49500000.0,,156300000.0,,1025700000.0,,233540856.0,160300000.0,3322000000.0,0.0,503800000.0,1700000.0,1599700000.0,503800000.0,2461200000.0,503800000.0,182800000.0,274800000.0,1192900000.0,0.0,,31000000.0,,4655800000.0,,152100000.0,,9478900000.0,-27500000.0,,1168900000.0,5255200000.0,,,,,,,,,,,,,
694137600,,,,,,5832400000.0,,,,,-13700000.0,,,,469500000.0,-83000000.0,702600000.0,,,,,,,,,4230700000.0,,,0.54,,0.0,0.0,17300000.0,,,,-63800000.0,636100000.0,,,,,,,,-4000000.0,,,,,316900000.0,3054900000.0,209500000.0,,,,,,,4624800000.0,,2405900000.0,1950700000.0,4712300000.0,86200000.0,,319200000.0,,,,,,-59200000.0,2560400000.0,228333333.0,,,,182400000.0,,-228100000.0,,,,,,,,,-3426500000.0,-28600000.0,,,,,-27000000.0,-15700000.0,,123300000.0,,,,,,,0.54,,,1952300000.0,1214900000.0,,,,,,,,,,,1924300000.0,,,,,,53200000.0,,,1455200000.0,123300000.0,735800000.0,,,,,,,,,,,,,,453700000.0,,,,,,,-52200000.0,228333333.0,136800000.0,,,,,,,503800000.0,476800000.0,1700000.0,,476800000.0,,,-74900000.0,400000000.0,,,,26100000.0,,4611500000.0,,123300000.0,,9236300000.0,3700000.0,,2205600000.0,5005600000.0,,,,,,,,,,,,,
702000000,,,,,,5767100000.0,,,,,-3000000.0,,,,477600000.0,-69900000.0,706600000.0,,,,,,,,,2680600000.0,,,0.45,,0.0,0.0,-88700000.0,,,,10700000.0,642800000.0,,,,,,,,-62600000.0,,,,,335100000.0,3234600000.0,168300000.0,,,,,,,4651900000.0,,2340600000.0,3488800000.0,3206300000.0,69300000.0,,307700000.0,,,,,,-94500000.0,2758000000.0,230232558.0,,,,165700000.0,,-7700000.0,,,,,,,,,-3426500000.0,-34100000.0,,,,,44900000.0,167700000.0,,99000000.0,,,,,,,0.43,,,2067500000.0,2748100000.0,,,,,,,,,,,2115200000.0,,,,,,29500000.0,,,1427800000.0,99000000.0,740700000.0,,,,,,,,,,,,,,477100000.0,,,,,,,-51700000.0,220000000.0,142000000.0,,,,,,,0.0,521700000.0,1700000.0,,521700000.0,,,73200000.0,460500000.0,,,,26700000.0,,4752100000.0,,99000000.0,,9404000000.0,12700000.0,,2411500000.0,6723400000.0,,,,,,,,,,,,,
709862400,,,,,,5776500000.0,,,,,6600000.0,,,,486700000.0,-37600000.0,742400000.0,,,,,,,,,2746700000.0,,,0.55,,0.0,0.0,-90700000.0,,,,3800000.0,660800000.0,,,,,,,,-47300000.0,,,,,334000000.0,3368500000.0,190300000.0,,,,,,,4753400000.0,,2350000000.0,3524800000.0,3203500000.0,67700000.0,,326800000.0,,,,,,-94200000.0,2702900000.0,222909091.0,,,,193700000.0,,-67000000.0,,,,,,,,,-3426500000.0,-116000000.0,,,,,-58700000.0,148000000.0,,122600000.0,,,,,,,0.55,,,2147200000.0,2782100000.0,,,,,,,,,,,2042100000.0,,,,,,23300000.0,,,1471000000.0,122600000.0,742700000.0,,,,,,,,,,,,,,467100000.0,,,,,,,-51300000.0,222909091.0,133100000.0,,,,,,,0.0,463000000.0,1700000.0,,463000000.0,,,53800000.0,478900000.0,,,,26700000.0,,4886600000.0,,122600000.0,,9640000000.0,600000.0,,2536600000.0,6893300000.0,,,,,,,,,,,,,
717811200,,,-10700000.0,503800000.0,107400000.0,5988700000.0,,,,,-600000.0,1331800000.0,-230400000.0,-3613900000.0,523600000.0,-39900000.0,896000000.0,,,4889000000.0,,5988700000.0,1635300000.0,,,2778000000.0,-1036300000.0,2055100000.0,,0.0,0.0,0.0,-152300000.0,,295400000.0,,24900000.0,718800000.0,,98800000.0,-409500000.0,,,,,-35200000.0,8251400000.0,523600000.0,10909700000.0,1700000.0,345800000.0,3112200000.0,210300000.0,,,292400000.0,161100000.0,,,4889000000.0,1445900000.0,2374800000.0,3840800000.0,3261000000.0,72200000.0,,373000000.0,4842000000.0,2658300000.0,,-147400000.0,,-161600000.0,2888600000.0,,,,-24400000.0,226800000.0,,155400000.0,,-4.62,,6953000000.0,-1036000000.0,,,,-3613900000.0,-110000000.0,483000000.0,1889900000.0,,,139600000.0,401900000.0,-314400000.0,138100000.0,1035400000.0,-206100000.0,,778400000.0,,,,,,2055100000.0,2805400000.0,-149100000.0,,558100000.0,,,,,2778000000.0,,,2169800000.0,,9731000000.0,-288700000.0,227258772.0,,11400000.0,-4.62,,1445900000.0,138100000.0,1035400000.0,,3261000000.0,,,,,701900000.0,3840800000.0,896000000.0,,,,,492000000.0,768400000.0,18900000.0,,602600000.0,831900000.0,0.0,-50900000.0,,146200000.0,,831900000.0,,224307359.0,117400000.0,3112200000.0,0.0,602600000.0,1700000.0,1326500000.0,602600000.0,2374800000.0,602600000.0,240300000.0,161100000.0,2805400000.0,0.0,,27900000.0,,4842000000.0,,137800000.0,,9731000000.0,-17000000.0,,1635300000.0,6953000000.0,,,,,,,,,,,,,
725760000,,,,,,5904800000.0,,,,,-12700000.0,,,,517600000.0,-42800000.0,625600000.0,,,,,,,,,2748000000.0,,,0.58,,0.0,0.0,-67000000.0,,,,-25000000.0,630500000.0,,,,,,,,-28900000.0,,,,,291300000.0,2746100000.0,211800000.0,,,,,,,4547300000.0,,2290900000.0,3817800000.0,3305700000.0,84000000.0,,339200000.0,,,,,,-70400000.0,2488600000.0,224210526.0,,,,219700000.0,,-159800000.0,,,,,,,,,-3613900000.0,-76900000.0,,,,,-98000000.0,45900000.0,,127800000.0,,,,,,,0.57,,,1953900000.0,2793100000.0,,11000000.0,,,,,,,,,1858100000.0,,,,,,17700000.0,,,1432700000.0,127800000.0,1024700000.0,,,,,,,,,,,,,,410800000.0,,,,,,,-50600000.0,220344828.0,119500000.0,,,,,,,602600000.0,504600000.0,1600000.0,,504600000.0,,,-24500000.0,166600000.0,,,,25600000.0,,4764600000.0,,127800000.0,,9311900000.0,0.0,,2473700000.0,6563900000.0,,,,,,,,,,,,,
733536000,,,,,,5928100000.0,,,,,-2700000.0,,,,563900000.0,-13300000.0,694500000.0,,,,,,,,,2835300000.0,,,0.63,,0.0,0.0,-205400000.0,,,,-39000000.0,683500000.0,,,,,,,,-24000000.0,,,,,328100000.0,2982200000.0,227300000.0,,,,,,,4828400000.0,,2314200000.0,3832200000.0,3355000000.0,90400000.0,,355400000.0,,,,,,-209500000.0,2694000000.0,220806452.0,,,,233400000.0,,4000000.0,,,,,,,,,-3613900000.0,41500000.0,,,,,72300000.0,236200000.0,,136900000.0,,,,,,,0.62,,,2006800000.0,2806400000.0,,13200000.0,,,,,,,,,2010500000.0,,,,,,22100000.0,,,1517000000.0,136900000.0,1025800000.0,,,,,,,,,,,,,,450100000.0,,,,,,,-50500000.0,217301587.0,122000000.0,,,,,,,0.0,576900000.0,1500000.0,,576900000.0,,,26700000.0,280900000.0,,,,28300000.0,,4821300000.0,,136900000.0,,9649700000.0,0.0,,2507100000.0,6814400000.0,,,,,,,,,,,,,
741398400,,,,,,5888700000.0,,,,,-7800000.0,,,,559700000.0,-5700000.0,693600000.0,,,,,,,,,2927300000.0,,,0.66,,0.0,0.0,-93700000.0,,,,-19800000.0,723700000.0,,,,,,,,-38200000.0,,,,,345200000.0,2967500000.0,245400000.0,,,,,,,4900600000.0,,2274800000.0,3831300000.0,3407500000.0,98200000.0,,378500000.0,,,,,,-100800000.0,2813400000.0,226461538.0,,,,255800000.0,,23900000.0,,,,,,,,,-3613900000.0,-152900000.0,,,,,1200000.0,247800000.0,,147200000.0,,,,,,,0.65,,,2102400000.0,2808300000.0,,22000000.0,,,,,,,,,2089700000.0,,,,,,17200000.0,,,1532000000.0,147200000.0,1023000000.0,,,,,,,,,,,,,,467900000.0,,,,,,,-55100000.0,223030303.0,122700000.0,,,,,,,0.0,578100000.0,1500000.0,,578100000.0,,,147000000.0,171500000.0,,,,27600000.0,,4825500000.0,,147200000.0,,9726100000.0,0.0,,2550700000.0,6798800000.0,,,,,,,,,,,,,
