date,trailingRepaymentOfDebt,annualDilutedAverageShares,annualEbitda,annualGrossProfit,annualRepaymentOfDebt,annualNetPPE,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,annualDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualGrossPPE,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualBasicAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCommonStockIssuance,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCapitalExpenditure,trailingOperatingExpense,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualChangeInInventory,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingInterestExpense,quarterlyBasicAverageShares,trailingBeginningCashPosition,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualInventory,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualNetOtherFinancingCharges,annualInterestExpense,annualStockBasedCompensation,annualGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,annualOperatingIncome,annualNetOtherInvestingChanges,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,trailingNetIncome,quarterlyCurrentLiabilities,annualTotalAssets,quarterlyCurrentAssets,annualNetIncome,trailingPretaxIncome,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualCurrentDeferredRevenue,trailingOperatingIncome,trailingInvestingCashFlow,annualCostOfRevenue,annualAccountsPayable,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,annualBasicEPS,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualStockholdersEquity,annualTaxProvision,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyInventory,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCurrentAssets,annualAccountsReceivable,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCostOfRevenue,trailingOtherNonCashItems,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualSellingGeneralAndAdministration,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1985-06-30,,,,,,,,,,,,,,,,,,,,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200000.0,,,,,,,,,8200000.0,,,,,,,,,3537000.0,,,,,,,,,,,,,,,8200000.0,,,,,,,,,,,,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537000.0,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,0.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,,,,,,9000000.0,,,,,,,,,3537000.0,,,,,,,,,,,,,,,9000000.0,,,,,,,,,,,,0.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537000.0,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,3565574.0,45900000.0,,,,,,,,,,,,,,,,,,,0.813333,,,,,,,,,,,,,,,,,,,,,,,,,3565574.0,2900000.0,,,12400000.0,,,,,,,,,12400000.0,,,,,,,,,,,,,,,,,,,,45900000.0,,,,12400000.0,,,,,,,,,,,,,,,,,,,45900000.0,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,0.813333,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,0.373333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100000.0,,,,,,,,,19100000.0,,,,,,,,,3540000.0,,,,,,,,,,,,,,,19100000.0,,,,,,,,,,,,0.373333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540000.0,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400000.0,,,,,,,,,11400000.0,,,,,,,,,3544500.0,,,,,,,,,,,,,,,11400000.0,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544500.0,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400000.0,,,,,,,,,7400000.0,,,,,,,,,3544500.0,,,,,,,,,,,,,,,7400000.0,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544500.0,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,3537736.0,49700000.0,,,,,,,,,,,,,,,,,,,0.706667,,,,,,,,,,,,,,,,,,,,,,,,,3537736.0,2500000.0,,,11800000.0,,,,,,,,,11800000.0,,,,,,,,,,,,,,,,,,,,49700000.0,,,,11800000.0,,,,,,,,,,,,,,,,,,,49700000.0,,,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,0.706667,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,0.473333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17700000.0,,,,,,,,,17700000.0,,,,,,,,,3550500.0,,,,,,,,,,,,,,,17700000.0,,,,,,,,,,,,0.473333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550500.0,,,,,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12900000.0,,,,,,,,,12900000.0,,,,,,,,,3550500.0,,,,,,,,,,,,,,,12900000.0,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550500.0,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,0.053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10700000.0,,,,,,,,,10700000.0,,,,,,,,,3550500.0,,,,,,,,,,,,,,,10700000.0,,,,,,,,,,,,0.053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550500.0,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,3510638.0,55800000.0,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,3510638.0,3300000.0,,,14400000.0,,,,,,,,,14400000.0,,,,,,,,,,,,,,,,,,,,55800000.0,,,,14400000.0,,,,,,,,,,,,,,,,,,,55800000.0,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,0.506667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19400000.0,,,,,,,,,19400000.0,,,,,,,,,2421000.0,,,,,,,,,,,,,,,19400000.0,,,,,,,,,,,,0.506667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2421000.0,,,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900000.0,,,,,,,,,11900000.0,,,,,,,,,2427000.0,,,,,,,,,,,,,,,11900000.0,,,,,,,,,,,,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427000.0,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,,,,,,,,,10500000.0,,,,,,,,,2428500.0,,,,,,,,,,,,,,,10500000.0,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428500.0,,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,3925234.0,58600000.0,,,,,,,,,,,,,,,,,,,0.713333,,,,,,,,,,,,,,,,,,,,,,,,,3925234.0,2800000.0,,,16800000.0,,,,,,,,,16800000.0,,,,,,,,,,,,,,,,,,,,58600000.0,,,,16800000.0,,,,,,,,,,,,,,,,,,,58600000.0,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,0.713333,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,0.453333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25300000.0,,,,,,,,,25300000.0,,,,,,,,,4411765.0,,,,,,,,,,,,,,,25300000.0,,,,,,,,,,,,0.453333,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4411765.0,,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18800000.0,,,,,,,,,18800000.0,,,,,,,,,5000000.0,,,,,,,,,,,,,,,18800000.0,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,300000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500000.0,,,,,,,,,13500000.0,,,,,,,,,5000000.0,,,,,,,,,,,,,,,13500000.0,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,-600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,-600000.0,-600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,4909091.0,80200000.0,,,,,,,,,,,,,,,,,,,0.733333,,,,,,,,,,,,,,,,,,,,,,,,,4909091.0,3600000.0,,,22700000.0,,,,,,,,,22700000.0,,,,,,,,,,,,,,,,,,,,80200000.0,,,,22700000.0,,,,,,,,,,,,,,,,,,,80200000.0,,,,,,,,,,3600000.0,,,,1900000.0,,,,,,,,,,,,,,,,,,,,0.733333,,,,,,,,,,,,1900000.0,1900000.0,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,,,,,,,,,,,,,,,0.486667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31400000.0,,,,,,,,,31400000.0,,,,,,,,,5064935.0,,,,,,,,,,,,,,,31400000.0,,,,,,,,,,,,0.513333,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5342466.0,,,,,2600000.0,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,,,,,,,,,-0.013333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16700000.0,,,,,,,,,16700000.0,,,,,,,,,5064935.0,,,,,,,,,,,,,,,16700000.0,,,,,,,,,,,,-0.013333,,,,,,,,,,,,,,,,,,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5342466.0,,,,,-100000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700000.0,,,,,,,,,14700000.0,,,,,,,,,5000000.0,,,,,,,,,,,,,,,14700000.0,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,-400000.0,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
