date,annualPretaxIncome,trailingPurchaseOfInvestment,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,annualNetIncome,quarterlyTotalAssets,annualGoodwill,trailingNetIncome,trailingPretaxIncome,annualTotalAssets,trailingCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyDilutedAverageShares,trailingInvestingCashFlow,annualChangeInWorkingCapital,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,annualBasicEPS,annualDepreciationAndAmortization,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyGoodwill,annualInvestingCashFlow,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyBasicAverageShares,trailingTotalRevenue,annualDilutedEPS,trailingEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,annualEndCashPosition,quarterlyCashDividendsPaid,annualNetPPE,annualOtherIntangibleAssets,annualOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualAccountsPayable,quarterlyCapitalStock,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,quarterlyNetOtherInvestingChanges,trailingInterestExpense,trailingOperatingExpense,quarterlySaleOfInvestment,annualGrossPPE,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualDilutedAverageShares,quarterlyStockholdersEquity,quarterlyOperatingExpense,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualCapitalStock,trailingNetIncomeCommonStockholders,trailingOperatingCashFlow,annualRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlySellingGeneralAndAdministration,annualChangeInInventory,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyPretaxIncome,trailingTaxProvision,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyTaxProvision,annualOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualOperatingExpense,annualBasicAverageShares,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualCurrentAssets,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,annualCostOfRevenue,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,annualDeferredIncomeTax,quarterlyChangeInInventory,annualInventory,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,trailingOtherNonCashItems,quarterlyCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualOtherNonCurrentAssets,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,trailingGrossProfit,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyOtherShortTermInvestments,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualCurrentDebt,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,annualLongTermDebt,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCostOfRevenue,quarterlyCurrentDebt,quarterlyGrossProfit,annualOtherIncomeExpense,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccountsReceivable,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingBasicAverageShares,annualOtherCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherCurrentLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualEbitda,annualAccumulatedDepreciation
1970-01-01 00:00:00.946598400,599978318.55,-18309531964.02,-127778054.88,,388023070.22,,,12597520243.83,17279455446.19,11798719155.58,-10080426974.87,13139694.17,,-9117938043.41,1317695336.98,3192696370.16,,,,38813026.47,1726886046.62,13666143.06,,-163365479.45,318832930.71,9708423851.81,,,1044028418.35,-112283829.79,,42024091603.44,,160779298029.96,,,,7784421162.83,,223053419.02,4971795.24,600698919.68,,,1753765162.31,105278678.27,,,,,,154952976.95,13666143.06,,7784421162.83,,,133516974061.96,46204755.84,4594909100.3,,10837730832.7,23942350452.58,,223053419.02,313614730.29,388023070.22,27627891354.35,-432578581.72,,-90277766025.76,,,,,-64813272.05,3189512062.53,-716817112.36,2081500000.0,12597520243.83,23432219465.97,0.0,,,,211955248.33,1726886046.62,,4232541524.54,,,,,,18737824.91,,13046913921.65,,1688951890.26,8606022785.42,,,22999640884.25,,,388023070.22,,443329498.67,,16131221746.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,1419007572.33,,-302007538.95,,1129498850.08,,,,,23566290308.08,,,,,11145253440.51,4017500282.72,,,,45229744.77,,104214264.1,,-341432390.06,861284811.06,,,,2336397106.4,-204480967.32,,,,,,,,19560510344.73,,214269682.6,3473511.44,1478636499.45,,,12341580869.39,78173470.17,,,,,,364281730.84,-6342294.57,,19560510344.73,,,,80746729.95,7784421162.83,,,,,214269682.6,590444763.05,1129498850.08,,,,,,,,,-235355033.13,11776089181.9,,2081500000.0,,,0.0,,,,289508722.25,0.0,,,,,,,,63292159.0,,,,12106225836.26,19548790025.36,,,,,,1129498850.08,,857760606.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,832437597.14,,-851470000.0,,631269608.4,,,,,18666972646.16,,,,,-4443948310.24,3326519864.55,,,,69172223.12,,531947182.64,,162594848.7,12515341.17,,,,2035046616.27,-139291209.31,,,,,,,,15225008356.53,,272927726.5,11169629.0,846374460.53,,,-3568509274.08,153732720.73,,,,,,106653110.28,-900662.73,,15225008356.53,,,,147941546.26,19560510344.73,,,,,272927726.5,757164721.4,631269608.4,,,,,,,,,-237649454.94,-4335501988.2,,2081500000.0,,,-555500000.0,,,,201167988.74,0.0,,,,,,,,-65735014.1,,,,-3806158729.02,15340452781.61,,,,,,631269608.4,,1188672155.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,,,17111485558.37,,,,,,,,,,,216876289.28,,,,,,,,,,,,,,,,,,,,,,,,,,,12586774084.33,,,2081500000.0,,,10532241.0,,,,,,13625592091.23,,,,,,,,,,,,,,,,119470471.1,,3485893467.14,,,,,,,,,,,,,,,,316853350.81,,,171888943.76,,,,,,,,,,,316853350.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55185833.2,-55185833.2,,,,,,,,-55185833.2,,,,,,,,,,,,18305622.16,,,,,,,,,,,,,,,,,,,,,,,,,,,335783527.68,,,,,,,,,144104133.77,,,,-53573793.33,,,,,,1612039.87,,,,,,,125232740.96,-132477593.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,144527652.58,,-468451500.0,,110075821.61,18639852039.07,,,,18639852039.07,,,,,-6863865464.25,5115728759.21,308986551.59,,0.010953,84041534.62,1816614617.51,337712534.05,,-720737151.0,819301.57,,4741198.23,4741198.23,861238362.75,-972834501.52,,,0.010953,,,4741198.23,,9196012799.05,,378377855.5,9894853.0,146984481.48,,9196012799.05,-6626278129.17,212334563.06,2481500000.0,12958780.28,,9894853.0,,308986551.59,32471442.51,,9196012799.05,13524123279.86,,,61755256.94,15225008356.53,,,,,378377855.5,565850258.51,110075821.61,,,,,212334563.06,,5115728759.21,113639377.32,-86203898.25,-6028995557.48,,2481500000.0,,,-3392200000.0,,142185350.21,,34451830.97,1776257992.51,16395280.49,,378377855.5,,,819301.57,11654082.26,15445689.01,,,,-6712482027.42,13524123279.86,288503974.67,96791404.26,,378377855.5,,110075821.61,,714253881.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,1163219988.02,,18924004519.44,,,,,,,,,,,295980536.23,0.003377,,,,,,,,,33942434.02,33942434.02,,,,,,,447784872.02,33942434.02,10359232787.07,,,,,,,10359232787.07,,,2481500000.0,13503977.72,0.0,9576159.0,21603338.0,,,723884117.81,,13774342918.45,0.003377,,,,3613691.9,,,448944509.17,,,,,,9196012799.05,,225478908.81,,5149661600.99,220217554.16,,,,,,,,-10200000.0,108282633.33,,,,35344031.86,,357434087.37,100356071.75,,34752143.35,1401597.84,,751744909.22,,,,,80730293.22,-49951980.69,,357434087.37,725635116.0,,-1750998.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,-709084359.51,,13982027428.63,,,,,,,,,,,145238142.62,,,,,,,,,,121634653.07,121634653.07,,,,,,,736953827.81,121634653.07,9077465515.81,,,,,,,9077465515.81,,,2481500000.0,15114426.16,0.0,9257465.0,20888072.6,,,-2737739656.82,,8710014389.77,,,,,13663499.49,,,777704659.86,,,,,,10359232787.07,,221671458.52,,5272013038.86,180017290.47,,,,,,,,-5698900000.0,136262202.96,,,,125468807.87,,328552736.17,11643580.26,,157103581.22,3834154.8,,-2812071518.31,,,,,299834484.4,121704995.25,,328552736.17,-2736038187.32,,-1701469.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,,-2458649111.56,,11432003563.54,,,,,,,,,,,310888200.27,0.000131,,,,,,,,,1313712.77,1313712.77,,,,,,,-94289553.06,1313712.77,6618816404.25,,,,,,-321314802.14,6618816404.25,,,2481500000.0,14696325.31,-92787640.29,8938771.0,18896648.36,,,-978119450.52,,6158804039.87,0.000131,,,,7031756.26,,,227134842.68,,,,,,9077465515.81,,211746205.53,,5273199523.67,106109890.44,,,,,,,,-4610000000.0,109027613.51,,,,1514130.34,,307985063.54,-24057182.36,,158290066.03,200417.57,,-1024930925.04,,,,,197985799.26,36127174.0,,307985063.54,-981571918.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,413533081.91,,-93030967.67,1090816676.93,365489294.82,11810449509.5,,,,11810449509.5,,,,,-2180311154.81,5481206713.41,403498178.35,,0.036367,78613552.59,,2050378150.92,,1118287033.08,274936272.69,,208598494.96,208598494.96,944227764.48,-925114231.72,,,0.036367,,27837886.31,208598494.96,7709633081.18,7709633081.18,-243327.38,295866165.2,8620077.0,303456432.79,-558254429.58,7709633081.18,-1928741583.53,217306763.76,2481500000.0,12675274.6,0.0,8620077.0,17225493.63,403498178.35,60034284.49,1043207233.35,7709633081.18,6329242796.09,,,55990003.79,8623329887.3,35725336.84,,,596594139.21,295866165.2,502149435.69,365489294.82,,,6618816404.25,,217306763.76,,5481206713.41,247469723.01,-20026172.65,-913696806.12,,2481500000.0,,,-12432598000.0,-2113498000.0,148576985.89,,48043787.09,0.0,251206111.84,,295866165.2,67985502.42,,274936272.69,42607616.88,155927972.07,904946379.32,,,-1948767756.18,6329242796.09,387147285.79,195576244.23,,295866165.2,1063233406.0,365489294.82,,753814458.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
