date,annualPretaxIncome,trailingPurchaseOfInvestment,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,annualNetIncome,quarterlyTotalAssets,annualGoodwill,trailingNetIncome,trailingPretaxIncome,annualTotalAssets,trailingCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyDilutedAverageShares,trailingInvestingCashFlow,annualChangeInWorkingCapital,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,annualBasicEPS,annualDepreciationAndAmortization,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyGoodwill,annualInvestingCashFlow,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyBasicAverageShares,trailingTotalRevenue,annualDilutedEPS,trailingEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,annualEndCashPosition,quarterlyCashDividendsPaid,annualNetPPE,annualOtherIntangibleAssets,annualOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualAccountsPayable,quarterlyCapitalStock,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,quarterlyNetOtherInvestingChanges,trailingInterestExpense,trailingOperatingExpense,quarterlySaleOfInvestment,annualGrossPPE,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualDilutedAverageShares,quarterlyStockholdersEquity,quarterlyOperatingExpense,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualCapitalStock,trailingNetIncomeCommonStockholders,trailingOperatingCashFlow,annualRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlySellingGeneralAndAdministration,annualChangeInInventory,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyPretaxIncome,trailingTaxProvision,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyTaxProvision,annualOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualOperatingExpense,annualBasicAverageShares,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualCurrentAssets,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,annualCostOfRevenue,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,annualDeferredIncomeTax,quarterlyChangeInInventory,annualInventory,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,trailingOtherNonCashItems,quarterlyCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualOtherNonCurrentAssets,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,trailingGrossProfit,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyOtherShortTermInvestments,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualCurrentDebt,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,annualLongTermDebt,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCostOfRevenue,quarterlyCurrentDebt,quarterlyGrossProfit,annualOtherIncomeExpense,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccountsReceivable,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingBasicAverageShares,annualOtherCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherCurrentLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualEbitda,annualAccumulatedDepreciation
1970-01-01 00:00:01.080691200,,,,2630993449.4,,14067532612.43,,,,,,,,,,,603148178.35,0.001643,,,,,,,,,16512278.43,16512278.43,,,,,,,-195508620.48,16512278.43,10340626530.58,,,,,,-200000000.0,10340626530.58,,,2481500000.0,14120360.52,0.0,8301383.0,15482881.34,,,2373833401.14,,8569809820.45,0.001643,,,,6695562.49,,,7152511.21,,,,,,7709633081.18,,299439832.54,,5497722791.98,124869196.2,,,,,,,,0.0,102741350.71,,,,26623695.21,,282679072.86,-5138090.64,0.0,291444791.15,10111416.78,,2319155304.47,,,,,181526621.52,41625425.31,,282679072.86,2376494532.83,,-2661131.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.088553600,,,,-1723205370.28,,13746047060.86,,,,,,,,,,,517008694.33,,,,,,,,,,43645956.83,40010681.17,,,,,,,912128138.05,40010681.17,,,,,,,-413881554.38,384365318.38,,,2481500000.0,24024415.87,-353955.55,12491137.15,,,,-2373748917.22,,8255932796.05,,,,,1046135559.65,,,280787936.13,,,,,,,,439551933.55,,5264762782.98,68585655.21,,,,,,,,-1660000000.0,155183201.63,,,,55755530.47,,388242798.33,,,58494232.29,12109573.64,,,,,,,406442564.48,196331250.74,,388242798.33,-2368874556.48,,-4874360.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,,110224687.96,,13336862284.31,,,,,,,,,,,410327548.05,0.003757,,,,,,,,,37150235.79,37762876.87,,,,,,,-367550386.49,37762876.87,,,1051570.88,,,,-417566000.0,8727645848.26,,,2481500000.0,16999993.8,-1426522.51,32231344.84,,,,448122392.96,,7840541188.51,0.003757,,,,0.0,,,67312100.27,,,,,,,,385357017.69,,5302525659.85,181361048.9,,,,,,,,-2546000000.0,119013142.71,,,,34569909.47,,373790486.98,,,96257109.16,-2580326.32,,,,,,,185040472.88,7471915.84,,373790486.98,478150037.66,,-30027644.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,215815164.75,,-276006030.83,-1526438072.6,165685280.91,13213332886.27,,,,13213332886.27,,,,,,5373923214.26,381892194.71,,0.016486,,,939162116.36,,-38567157.28,126235233.37,,76188618.99,71399444.44,1096300972.63,-2001987624.44,,,0.016486,,-387636288.36,71399444.44,,,-10964887.87,404849368.38,31850590.89,406833412.81,-970540070.06,7201207775.66,-643848337.35,351394094.43,2481500000.0,17748329.76,1780478.06,31850590.89,,381892194.71,1006018895.42,-1140675117.33,7201207775.66,7654278714.64,,,72893099.95,,0.0,,,583909568.75,404849368.38,523475608.24,165685280.91,,,,,351394094.43,,5373923214.26,128250229.63,-48619903.1,-508425305.52,,2481500000.0,,,-10716000000.0,-6510000000.0,146537913.19,,42318074.71,0.0,98866029.6,,404849368.38,,,126235233.37,22677410.61,,,,,-692468240.45,7654278714.64,347299669.93,161404820.92,,404849368.38,-1129618351.36,173497090.04,-11056765.97,503066129.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,,-367911994.45,,11694026570.28,,,,,,,,,,,355400447.47,0.000823,,,,,,,,,8112887.37,8270642.62,,,,,,,648036373.12,8270642.62,,,-13548092.67,,,,,6833295781.21,,,2481500000.0,13012216.12,0.0,31637609.19,,,,-1008646607.47,,6126859511.29,0.000823,,,,11415119.74,,,654189552.69,,,,,,,,300151226.13,,5382193856.88,201829214.39,,,,,,,,-1970000000.0,110417225.48,,,,9062684.68,,391664735.16,,0.0,134505875.99,949797.31,,,,,,,73783724.2,-57975755.21,,391664735.16,-1002400274.9,,-6246332.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,,61188249.3,,12783625204.02,,,,,,,,,,,569171276.77,,,,,,,,,,58791571.67,57950036.71,,,,,,,-321329474.83,57950036.71,,,-146569.44,,,,,6894484030.51,,,2481500000.0,15106877.34,0.0,31424627.49,,,,278108009.04,,7281741573.35,,,,,62395750.72,,,720332226.83,,,,,,,,389913414.94,,5316068893.59,153574540.1,,,,,,,,-2870000000.0,121127134.87,,,,57841774.36,,378191405.09,,,68380912.7,,,,,,,,196342835.05,50217257.45,,378191405.09,282664293.57,,-4556284.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,,,-113713726.47,,13225745086.81,,,,,,,,,,,2357024498.48,0.00997,,,,,,,,,76436544.56,74222619.05,,,,,,,-1126971699.79,74222619.05,,,-122416689.18,,,,-1880253621.06,6776193989.52,,,2481500000.0,19406420.16,0.0,31211645.79,,,,328487280.23,,7650893109.25,0.00997,,,,24848206.01,,,756619095.79,,,,,,,,298583695.54,,5386823314.97,231281550.79,,,,,,,,-2470000000.0,159328479.9,,,,77477760.84,,355578473.83,,,142603531.75,1041216.28,,,,,,,229425313.79,37476598.28,,355578473.83,340522860.17,,-12035579.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,379498514.63,,-145297473.16,4719284928.5,400041572.7,20316325897.85,,,,20316325897.85,,,,,,5646278196.22,1189291127.39,,0.053737,,1080000000.0,2077575615.65,,-190605492.8,302191412.89,,186276777.58,259598274.32,1111411146.38,-1742100599.13,,,0.053737,,609659308.7,259598274.32,,,-9186121.87,464394009.93,186237760.47,400931992.88,1175437184.06,12218911422.43,3568823766.63,928807598.88,2481500000.0,16279669.98,1080000000.0,186237760.47,,1189291127.39,21507093.57,3411323513.08,12218911422.43,13473745646.98,,,63805183.6,,51240315.25,,,-53565259.66,464394009.93,587494130.28,400041572.7,,,,,928807598.88,,5646278196.22,145948764.26,-559551571.75,4298847456.88,,2481500000.0,,,-10290000000.0,-2980000000.0,196621290.03,,49880733.45,1080000000.0,235116294.75,,464394009.93,,,302191412.89,48839517.17,,,,,3009272194.88,13473745646.98,611859273.34,371213892.36,,464394009.93,3948036887.79,329617781.18,-536713374.71,732634069.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,973324157.75,,22354235000.85,,,,,,,,,,,1169833741.51,0.012663,,,,,,,,,99749756.01,94269706.01,,,,,,,23286204.87,94269706.01,12473379390.29,,-16337511.11,,,,-118934205.0,1194751479.4,,,2481500000.0,25752779.74,0.0,182035907.04,,,,657151022.62,,15434927459.69,0.012663,,,,11266592.26,,,155050751.75,,,,,,11500055232.54,,1058048444.1,,5739542408.41,394521522.57,,,,,,,,-3394754709.46,295170017.05,,,,121551486.2,,551371130.1,,0.0,396461118.9,21801730.19,,,,,,,452092366.34,89576370.65,,551371130.1,670057703.27,,-12906680.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,22499333756.21,,48438410429.21,,,,,,,,,,,1149976685.97,,,,,,,,,,604433307.18,533305199.83,,,,,,,46256824.68,533305199.83,,,-5186865.56,,,,-590238140.0,36078602732.35,,,2981500000.0,80313854.91,-4503829.28,177947428.54,,,,16368899104.66,,36553958613.92,,,,,171984339.62,,,534820089.69,,,,,,,,1469005782.68,,10571192575.15,1357521994.31,,,,,,,,-6930000000.0,557859856.23,,,,739372428.22,,582861126.6,,4645000000.0,588897131.97,134939121.04,,,,,,,999589906.41,190533700.09,,582861126.6,16413101563.08,,-44202458.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,,,-2988270005.4,,49670631216.34,,,,,,,,,,,1212115186.36,0.035474,,,,,,,,,342261158.74,317301518.01,,,,,,,711476095.93,317301518.01,,,-332801334.22,,,,11628366.47,33045281326.95,,,2981500000.0,88102146.75,0.0,173495450.08,,,,-3650909835.61,,37456547590.25,0.035474,,,,642008204.88,,,55405342.02,,,,,,,,769744597.04,,10883613821.87,733665862.22,,,,,,,,-14940000000.0,533022674.14,,,,435006772.67,,567279517.36,,0.0,903618322.42,92745613.93,,,,,,,1211325251.76,453190662.32,,567279517.36,-3640473443.82,,-10436391.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,3249908478.54,,-339903531.39,14911417808.24,2371040863.82,63632538175.38,,,,63632538175.38,,,,,,12309949430.69,1437257218.46,,0.265084,,4645000000.0,753296266.79,,-612857315.86,1846640743.82,,1442549211.16,1426164439.97,5653170470.85,-1004582808.57,,,0.265084,,-1393876441.34,1426164439.97,,,14422179.5,618741638.29,19828725.89,2748098479.9,-307038830.04,48066355988.36,30183900554.55,1799029762.48,2981500000.0,75854734.25,0.0,19828725.89,,1437257218.46,28919893.14,16344076708.24,48066355988.36,49981331717.06,,,270023515.65,,-730131456.19,,,8020083.33,618741638.29,2185185897.83,2371040863.82,,,,,1799029762.48,,12309949430.69,907497616.7,-464683554.64,35395805716.8,,2981500000.0,,,-47743754709.46,-22479000000.0,799133350.41,,760915045.45,4640496170.72,1953977791.45,,618741638.29,,0.0,1846640743.82,511428580.29,,,,,29719216999.91,49981331717.06,2990162946.34,2014797746.84,,618741638.29,16741214732.02,2488993433.09,-397138023.78,3393206995.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,,,37013372403.24,,104495848588.92,,,,,,,8959602105.0,,,,9559466604.06,0.14,,,,,,,,,1398129017.38,1254344294.64,,,8959602105.0,,,,-2626404592.92,1254344294.64,84190791659.15,,-17550000.0,,,,-6899678788.74,85827504836.34,,,2981500000.0,,0.0,121731661.11,,,,39655857128.48,,88809518501.32,0.14,,,,34247.61,,,4293569691.83,,,,,,47177419255.91,,35409750.84,,14150431126.81,1566111555.48,,,,,,,,,1393374013.67,,,,1772398048.34,,713869143.21,,,3265707341.57,374269030.96,,,,,,,3339031596.23,1773254700.42,,713869143.21,39676186872.1,,-20329743.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,52624417829.76,,164743994734.6,,,,,,,,,,,9513911558.73,,,,,,,,,,3627160983.36,2953867158.28,,,,,,,1367465328.13,2953867158.28,136549170449.89,,-660050000.0,,,,591371335.81,142224948352.38,,,2981500000.0,,0.0,125956505.38,,,,51755252934.5,,145361165046.17,,,,,40731350.68,,,940443618.2,,,,,,84190791659.15,,848824.83,,16915569804.33,2169375674.77,,,,,,,,,1804689118.45,,,,5149615093.29,,1010378160.17,,,5603233298.97,1522454109.93,,,,,,,7300055312.12,5157959535.48,,1010378160.17,51960333911.06,,-205080976.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,35557491966.45,,211997186050.05,,,,,,,9301656607.0,,,,14770596903.18,0.446667,,,,,,,,,4428073663.52,4154739951.16,,,9301656607.0,,,,-2748938740.98,4154739951.16,172265212094.33,,0.0,,,,-27080063791.83,183147970312.33,,,3315233800.0,,-23807000.34,122728729.85,,,,12972510830.45,,162240133375.69,0.446667,,,,149432745.77,,,24418069418.95,,,,,,136549170449.89,,761142.54,,47219599549.01,2692670849.32,,,,,,,,,2337500503.02,,,,6021296782.81,,1211825379.3,,,9664713373.78,1593223119.29,,,,,,,8713342286.41,6023462418.61,,1211825379.3,13208887944.32,,-236377113.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,19904172753.75,,-677600000.0,-37092281964.51,12388521279.25,189653881677.51,739151640.95,,,189653881677.51,,,,,61563671020.58,51599431868.55,16316692912.73,,1.336667,165165289.38,25003006158.0,36353031.15,739151640.95,-3545211361.84,10399886288.83,,4092422201.03,4025569875.17,30862005267.9,-976301148.22,,,1.336667,,462666643.93,4025569875.17,135014380451.83,135014380451.83,0.0,1394089204.4,135222125.27,19862934847.37,32412070096.54,153253344801.18,67681646389.09,50770153.1,3315233800.0,,-115086634.67,135222125.27,,16316692912.73,137258421.43,-37336242495.91,153253344801.18,135630456188.94,,,,46911380216.89,-52939922.63,,,-29615729697.83,1394089204.4,9530748419.98,12388521279.25,,,172265212094.33,,50770153.1,9268220408.0,51599431868.55,4433183984.43,-634267991.57,88103000234.94,,3315233800.0,,,-200934000.0,,3995184784.84,,6358386888.46,24979199157.66,6960862829.31,,1394089204.4,,-115086634.67,10399886288.83,2868440628.28,-19007214.08,,,-2121249230.72,67047378397.52,135630456188.94,11509576073.14,6908258192.86,,1394089204.4,-37163762338.39,13545785865.29,-172480157.52,10861342064.0,9268220408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,,,30968113372.92,,219246300929.93,,,,,,,9953757492.0,,,,18694043671.47,0.253333,,,,,752124546.0,,,,2762097490.19,2521618564.72,,,9953757492.0,,,,-2826827821.95,2521618564.72,165982493824.75,,-17550000.0,,,,-2908718323.39,178206464416.48,,,3315233800.0,,0.0,127973918.89,,,,34022450065.33,,164484254625.9,0.253333,,,,-350794.49,,,127366498.94,,,,,,135014380451.83,,53404926.43,,52181343986.58,2220957818.78,,,,,,,,-144310400.0,1927151351.84,,,,3572363117.04,,1390402265.59,,,12834437600.16,810265626.85,,,,,,,5792974346.04,3575738678.43,,1390402265.59,34067575268.34,,-45125203.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,,,30174049032.14,,233343988619.97,,,,,,,,,,,25901694982.08,,,,,,832462414.96,,,,2406562435.2,2247718740.38,,,,,,,-6962549643.41,2247718740.38,196156542856.89,,-1691036900.0,,,,1011821326.84,197495066408.4,,,6630467600.0,,32218476.62,120381707.58,,,,39476299011.28,,179406946131.74,,,,,1335092.04,,,-7882991877.3,,,,,,165982493824.75,,10818501.29,,51975167846.2,2155931006.63,,,,,,,,3643200.0,1946753333.78,,,,2952488729.22,,1343103491.83,,,13347313430.97,545926294.02,,,,,,,5119838883.24,2964025586.53,,1343103491.83,39569013196.27,,-92714184.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,,-92222430620.38,,150004627513.53,,,,,,,9956167800.0,,,,30654939307.68,0.113333,,,,,832102663.34,,,,1256609472.73,1128365683.99,,,9956167800.0,,,,-5760594230.31,1128365683.99,103934112236.51,,50970000.0,,,,-640076245.67,105097196367.06,,,6630467600.0,,1183329.0,115749986.72,,,,-86574569860.06,,95195751721.34,0.113333,,,,818712.43,,,-5045860698.86,,,,,,196156542856.89,,32039786.58,,52728641138.58,1336427984.33,,,,,,,,420800.0,1193564221.91,,,,1601083567.4,,1353203415.48,,0.0,14412252304.56,344474094.67,,,,,,,2988533209.12,1600517934.77,,1353203415.48,-86499093861.85,,-75475998.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,9561376837.66,,-1738655354.85,-19021547034.86,7305001010.04,136888271985.5,832830686.01,,,136888271985.5,,,,,-28912061895.33,55221765268.05,43323949465.67,,0.733333,230687441.01,31000310.5,27856008.08,832830686.01,-25153235788.58,13133941200.83,,1624959873.98,1407298020.95,17706992204.97,-2931998445.26,,,0.733333,,-9603264092.91,1407298020.95,84912565201.65,84912565201.65,-81038454.85,884125865.37,129017217.01,9542667423.04,-395025203.04,85941562537.26,-22190374419.28,51736862.74,6630467600.0,,-3183018.5,129017217.01,,43323949465.67,-21872991135.85,-9490655851.38,85941562537.26,79361961842.59,,,,135014380451.83,-21874794145.83,,,12829342085.3,884125865.37,6658158630.15,7305001010.04,,,103934112236.51,,51736862.74,9961365014.0,55221765268.05,1742304557.2,-376102215.55,-50101815250.18,,6630467600.0,,,-141102400.0,-856000.0,1590689722.62,,1511147565.56,30218787.12,1435441424.0,,884125865.37,,-1999689.5,13133941200.83,-189518449.98,-562349598.24,,,,-22566476634.83,79361961842.59,3805645766.57,1402385223.31,,884125865.37,-9327869022.04,8050229272.1,-162786829.34,7455621366.94,9961365014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,19494261356.93,,143830505996.42,,,,,,,9811370576.0,,,,32005054787.17,0.153333,,,,,832849836.29,,,,1718216235.43,1504410155.03,,,9811370576.0,,,,11907751499.14,1504410155.03,104406826558.58,,-17550000.0,,,,-54187784.8,105482382377.78,,,6630467600.0,,13680638.11,121671886.77,,,,8009472805.42,,84253577384.48,0.153333,,,,163926.72,,,11992316431.65,,,,,,84912565201.65,,53291234.37,,57056859180.74,1474117278.76,,,,,,,,-450000000.0,1308479434.85,,,,2271241630.82,,834591717.48,,13680638.11,14581023133.78,553025395.39,,,,,,,3463699002.36,2271599665.26,,834591717.48,8040013879.85,,-30541074.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,2070391585.66,,145326378618.32,,,,,,,,,,,32040017916.61,,,,,,832781442.44,,,,2616655203.56,2322254449.72,,,,,,,4123363490.13,2322254449.72,106477218144.24,,-3640663800.0,,,,-366974530.21,108067205376.13,,,6630467600.0,,284275568.2,119160099.93,,,,1231806317.18,,86105936155.8,,,,,823254.41,,,4565132807.13,,,,,,104406826558.58,,5650965.75,,56671118643.11,2105779825.78,,,,,,,,0.0,1855660986.95,,,,3484144749.92,,847758608.95,,2185968.2,13524734760.0,867489546.36,,,,,,,5490088443.0,3443200653.53,,847758608.95,1307424358.38,,-75618041.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,34824067209.29,,180311743077.44,,,,,,,9989152159.0,,,,29100563264.58,0.246667,,,,,832790142.71,,,,2795160975.03,2463990865.88,,,9989152159.0,,,,-3175379703.52,2463990865.88,141301285353.53,,261680000.0,,,,-4434593588.82,143327166071.88,,,6630467600.0,,2860364523.27,125597490.29,,,,33598055347.29,,119412314851.79,0.246667,,,,42634827.0,,,2758440591.64,,,,,,106477218144.24,,21445583.94,,57986554698.69,2606092861.66,,,,,,,,0.0,2307602129.94,,,,3662972981.33,,2289792380.63,,3136717323.27,15912653002.6,867812006.3,,,,,,,6243436183.87,3624510412.95,,2289792380.63,35139916880.63,,-1541861533.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,13301991800.5,,-3420613800.0,-3044245507.42,8984029173.87,206807443965.64,829153637.1,,,206807443965.64,,,,,56964348846.79,61599435882.52,58246914850.28,,0.9,263492065.92,47833917.41,712238725.25,829153637.1,-7037771046.09,15772406121.33,,2958163706.0,2693373703.24,21903783541.13,-934688666.5,,,0.9,,-19893506331.84,2693373703.24,138257039846.11,138257039846.11,-24080000.0,2380191627.49,145432216.36,13260382505.67,3921067237.33,140462745886.93,64360358101.51,40480836.74,6630467600.0,,-3022438812.17,145432216.36,,58246914850.28,-4909436376.95,19615138903.73,140462745886.93,141993064921.33,,,,84912565201.65,-4953058385.08,,,-18603651105.17,2380191627.49,8016052577.94,8984029173.87,,,141301285353.53,,40480836.74,9982254638.0,61599435882.52,2875419108.48,-1905884727.89,53344474644.46,,6630467600.0,,,-450000000.0,0.0,2544310026.2,,3213795680.48,135881917.41,3883632438.43,,2380191627.49,,-3104750012.17,15772406121.33,925468732.43,438696547.2,,,,62454473373.62,141993064921.33,6706559911.9,3883089283.48,,2380191627.49,19873002982.65,10088196120.02,-257864078.92,9061409074.68,9982254638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
