date,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInterestExpense,quarterlyIncomeTaxPayable,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualBasicEPS,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,annualTaxProvision,trailingInterestExpense,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingGrossProfit,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualDilutedEPS,quarterlyBasicAverageShares,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyBasicEPS,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,annualCurrentDeferredRevenue,annualDilutedAverageShares,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetIncome,annualCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualPretaxIncome,annualIncomeTaxPayable,annualLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockBasedCompensation,annualStockholdersEquity,quarterlyCostOfRevenue,annualGoodwill,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyInventory,annualRetainedEarnings,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualBasicAverageShares,annualEndCashPosition,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualNetPPE,annualEbitda,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,trailingChangeInInventory,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
,,,,12200000.0,,,,24100000.0,,,,,,3300000.0,,,,,,16900000.0,22400000.0,,,,,,,,,143900000.0,,7600000.0,,,,-6600000.0,33333333.0,,,3700000.0,-300000.0,12300000.0,,,,,6100000.0,,,,33333333.0,,4700000.0,4900000.0,,,,-500000.0,,63500000.0,26800000.0,1200000.0,,,1900000.0,16100000.0,,,,,,,,39600000.0,-1400000.0,,0.09,,4500000.0,,,,,,,,,,,500000.0,-8000000.0,,,,,3000000.0,,9500000.0,3000000.0,,,,,,,3200000.0,8600000.0,1400000.0,0.09,,,,,,,,27300000.0,,,,,,,,3800000.0,,500000.0,,,1800000.0,900000.0,,,,,,,,,,,7800000.0,,83500000.0,,,,,,,,3100000.0,,,,,,,,7100000.0,7100000.0,,,1300000.0,,,-8200000.0,100000.0,,,110400000.0,1000000.0,3000000.0,,,173900000.0,500000.0,10800000.0,8100000.0,,30000000.0,,,,,,,,,,,,,,,,
,,,,19400000.0,,,,26200000.0,,,,,,-1200000.0,,,,,,16500000.0,20000000.0,,,,,,,,,148200000.0,,9500000.0,,,-3400000.0,-3500000.0,35833333.0,,,-500000.0,200000.0,13800000.0,,,,,4900000.0,,,,35833333.0,,4300000.0,7200000.0,,,,-200000.0,,62700000.0,25400000.0,5500000.0,,,2900000.0,17000000.0,,,,,,,,37700000.0,-2100000.0,,0.12,,6900000.0,,,,,,,,,,,-100000.0,-9200000.0,,,,,4300000.0,,5600000.0,4300000.0,,,,,,,1900000.0,7700000.0,1200000.0,0.12,,,,,,,,23900000.0,,,,,,,,4000000.0,,400000.0,,,1600000.0,900000.0,,,,,,,,,,,6900000.0,,82700000.0,,,,,,,,2600000.0,,,,,,,,8900000.0,8900000.0,,,1200000.0,,,-17400000.0,100000.0,,,113700000.0,400000.0,4300000.0,,,176400000.0,-100000.0,14000000.0,3500000.0,,28200000.0,,,,,,,,,,,,,,,,
,,,-13271749.0,940601.0,2105914.0,,,35984436.0,529469.0,,,-199656.0,,-658791.0,,-11271237.0,8755406.0,,-4131.0,,-1378854.0,,5018599.0,71819665.0,,0.6,,14743106.0,,179590679.0,14995524.0,14974878.0,-3500000.0,,-2899540.0,-11291212.0,,8850000.0,,,61688.0,118064889.0,-1916174.0,8553398.0,,,-17007658.0,2951771.0,157116660.0,0.6,,225662.0,-4544594.0,8193106.0,,,,2983826.0,10018535.0,71819665.0,43432594.0,10813911.0,27555578.0,4469577.0,2650000.0,24713199.0,,154164889.0,178759186.0,,16298988.0,-1378854.0,-5858791.0,45316660.0,-8271749.0,,,-238312.0,10967165.0,,,70988172.0,2474607.0,14743106.0,,24571843.0,,2528865.0,,2328457.0,-11271237.0,14743106.0,128997724.0,,,5543106.0,-14691212.0,10990284.0,5543106.0,,2338154.0,45340601.0,23593106.0,,1574682.0,2153398.0,14995524.0,23642742.0,,,-307658.0,12607713.0,103986427.0,31518862.0,,179590679.0,-72748229.0,103986427.0,,,250578851.0,28457.0,,28115490.0,4469577.0,10813911.0,-22288.0,31518862.0,,1574682.0,2338154.0,-31260524.0,,27555578.0,,23290284.0,,,25167165.0,,,107097724.0,16451428.0,16451428.0,27381251.0,5644287.0,16298988.0,,24571843.0,11082263.0,,4007713.0,,,43432594.0,,225662.0,,1907181.0,27381251.0,11082263.0,24713199.0,37774878.0,2474607.0,11082263.0,35984436.0,-1060524.0,329469.0,-15499540.0,23642742.0,178759186.0,,5543106.0,,28115490.0,250578851.0,-1200000.0,5018599.0,2718535.0,-4131.0,70988172.0,,,,,,,,,,,,,,,,
,,,,11000000.0,,,,38300000.0,,,,,,-9400000.0,,,,,,18700000.0,14300000.0,,,,,,,,,201900000.0,,9300000.0,,,,2200000.0,24516623.0,,,-6100000.0,,12300000.0,,,,,7500000.0,,,,24516623.0,,3000000.0,6000000.0,,,,-7300000.0,,71300000.0,31300000.0,14500000.0,,,2300000.0,25400000.0,,,,,,,,44900000.0,-2400000.0,,0.09,,5500000.0,,,,,,,,,,,800000.0,-12900000.0,,,,,3700000.0,,-1900000.0,3700000.0,,,,,,,800000.0,11200000.0,11000000.0,0.09,,,,,,,,32600000.0,,,,,,,,4400000.0,,500000.0,,,7300000.0,2300000.0,,,,,,,,,,,6800000.0,,108500000.0,,,,,,,,3800000.0,,,,11100000.0,,,,11900000.0,11900000.0,,,1400000.0,,,-6400000.0,100000.0,,,180200000.0,-4300000.0,3700000.0,,,251500000.0,800000.0,46300000.0,-4300000.0,,49600000.0,,,,,,,,,,,,,,,,
,,,,200000.0,,,,42800000.0,,,,,,-200000.0,,,,,,25000000.0,12900000.0,,,,,,,,,233300000.0,,-9500000.0,,,,-10100000.0,39411765.0,,,700000.0,,400000.0,,,,,28400000.0,,,,39411765.0,,9900000.0,10700000.0,,,,1400000.0,,92900000.0,37600000.0,21700000.0,,,4000000.0,28300000.0,,,,,,,,57600000.0,-6900000.0,,0.17,,-14200000.0,,,,,,,,,,,-5300000.0,-14500000.0,,,,,6700000.0,,33300000.0,6700000.0,,,,,,,17900000.0,11800000.0,,0.17,,,,,,,,57200000.0,,,,,,,,5000000.0,,25100000.0,,,,1600000.0,,,,,,,,,,,14600000.0,,107600000.0,,,,,,,,4700000.0,,,,,,,,29900000.0,29900000.0,,,800000.0,,,-2600000.0,200000.0,,,185900000.0,-1400000.0,6700000.0,,,278800000.0,-5300000.0,50000000.0,26400000.0,,45500000.0,,,,,,,,,,,,,,,,
,,,,0.0,,,,50800000.0,,,,,,-8400000.0,,,,,,28500000.0,84400000.0,,,,,,,,,326600000.0,,15200000.0,,,-7700000.0,-83800000.0,44117647.0,,,4000000.0,-800000.0,18900000.0,,,,,-10100000.0,,,,41666667.0,,3700000.0,11600000.0,,,,0.0,,172300000.0,39400000.0,27900000.0,,,4100000.0,34700000.0,,,,,,,,58500000.0,-8500000.0,,0.18,,10800000.0,,,,,,,,,,,79300000.0,-16100000.0,,,,,7500000.0,,4700000.0,7500000.0,,,,,,,-300000.0,10300000.0,,0.17,,,,,,,,39600000.0,,,,,,,,5800000.0,,800000.0,,,,2300000.0,,,,,,,,,,,8100000.0,,106000000.0,,,,,,,,4400000.0,,,,,,,,29600000.0,29600000.0,,,600000.0,,,-66300000.0,0.0,,,196300000.0,-7200000.0,7500000.0,,,368600000.0,79300000.0,55600000.0,-3800000.0,,42000000.0,,,,,,,,,,,,,,,,
,,,-28659848.0,14844710.0,1878471.0,,,63031363.0,525859.0,4876458.0,,-492887.0,,7937391.0,,-18725260.0,20467883.0,,-961606.0,36435373.0,-1754682.0,,-2707588.0,186541072.0,,1.09,,29433999.0,,340370880.0,26325332.0,18542117.0,-14575297.0,,3686377.0,-22767540.0,,16064000.0,,,999852.0,8290778.0,-5323852.0,11952000.0,,,-9729353.0,206620955.0,246211733.0,1.03,,289643.0,3967883.0,17497999.0,,,,576148.0,26879882.0,186541072.0,68567394.0,39652003.0,64577290.0,4777542.0,5764000.0,44306103.0,,39590778.0,286974492.0,,82925569.0,-1754682.0,-10062609.0,78211733.0,-10859848.0,,,-300148.0,13222895.0,,,133144684.0,930231.0,29433999.0,,28576698.0,,11198106.0,-1726012.0,-2962715.0,-18725260.0,29433999.0,24467883.0,,,11733999.0,-114467540.0,19439730.0,11733999.0,,7334903.0,26044710.0,45497999.0,4876458.0,0.0,-6448000.0,26325332.0,57242387.0,,,16070647.0,18219222.0,182167949.0,56187522.0,,340370880.0,69920955.0,182167949.0,,,473515564.0,71837285.0,,40481186.0,4777542.0,39652003.0,3875104.0,56187522.0,,0.0,7334903.0,-105918248.0,,64577290.0,,55539730.0,,36435373.0,15122895.0,,,-4932117.0,16495191.0,16495191.0,106075675.0,78654024.0,82925569.0,,27003669.0,23150106.0,,5319222.0,,,68567394.0,,289643.0,,30900963.0,106075675.0,23150106.0,44306103.0,33342117.0,930231.0,23150106.0,63031363.0,-30618248.0,125859.0,-6113623.0,57242387.0,286974492.0,,11733999.0,,40481186.0,473515564.0,-89375297.0,-2707588.0,8579882.0,-961606.0,133144684.0,,,,,,,,,,,,,,,,
,,,,29400000.0,,,,75300000.0,,,,,,5200000.0,,,,,,39400000.0,66700000.0,,,,,,,,,374100000.0,,14400000.0,,,-29500000.0,-15800000.0,29670910.0,,,2700000.0,-700000.0,17700000.0,,,,,11800000.0,,,,29670910.0,,3300000.0,8400000.0,,,,-1300000.0,,160700000.0,71900000.0,45300000.0,,,2800000.0,53700000.0,,,,,,,,75400000.0,-11300000.0,,0.13,,8200000.0,,,,,,,,,,,100000.0,-21600000.0,,,,,5600000.0,,17800000.0,5600000.0,,,,,,,2000000.0,31200000.0,,0.12,,,,,,,,57700000.0,,,,,,,,6800000.0,,400000.0,,,,7300000.0,,,,,,,,,,,9500000.0,,203500000.0,,,,,,,,6200000.0,,,,23200000.0,,,,25200000.0,25200000.0,,,1300000.0,,,-4400000.0,100000.0,,,324400000.0,6700000.0,5600000.0,,,485100000.0,100000.0,67200000.0,6500000.0,,111000000.0,,,,,,,,,,,,,,,,
,,,,17100000.0,,,,103700000.0,,,,,,500000.0,,,,,,45200000.0,49600000.0,,,,,,,,,409400000.0,,17200000.0,,,21900000.0,-1500000.0,50000000.0,,,-200000.0,-1600000.0,21600000.0,,,,,15400000.0,,,,50000000.0,,4400000.0,1300000.0,,,,800000.0,,156100000.0,80900000.0,42100000.0,,,2800000.0,76800000.0,,,,,,,,99300000.0,-43300000.0,,-0.03,,9900000.0,,,,,,,,,,,-9900000.0,-26900000.0,,,,,-1500000.0,,6600000.0,-1500000.0,,,,,,,-4900000.0,34100000.0,7900000.0,-0.03,,,,,,,,77700000.0,,,,,,,,8600000.0,,-8200000.0,,,4200000.0,7600000.0,,,,,,,,,,,11700000.0,,204100000.0,,,,,,,,7300000.0,,,,,,,,26700000.0,26700000.0,,,1600000.0,,,2800000.0,300000.0,,,346300000.0,-4600000.0,-1500000.0,,,502400000.0,-9900000.0,65400000.0,-36700000.0,,93000000.0,,,,,,,,,,,,,,,,
,,,,9500000.0,,,,118800000.0,,,,,,-8100000.0,,,,,,44700000.0,43200000.0,,,,,,,,,428000000.0,,28800000.0,,,1800000.0,-25400000.0,50000000.0,,,-400000.0,400000.0,32400000.0,,,,,16700000.0,,,,48148148.0,,3600000.0,19700000.0,,,,0.0,,162900000.0,91600000.0,55100000.0,,,6700000.0,87500000.0,,,,,,,,109700000.0,-36200000.0,,0.27,,20400000.0,,,,,,,,,,,10300000.0,-31300000.0,,,,,13000000.0,,15000000.0,13000000.0,,,,,,,,45900000.0,7800000.0,0.26,,,,,,,,77300000.0,,,,,,,,8200000.0,,-300000.0,,,9000000.0,7600000.0,,,,,,,,,,,12000000.0,,218000000.0,,,,,,,,8400000.0,,,,,,,,29600000.0,29600000.0,,,1000000.0,,,-500000.0,400000.0,,,373500000.0,-9400000.0,13000000.0,,,536400000.0,10300000.0,68000000.0,-21200000.0,,108400000.0,,,,,,,,,,,,,,,,
,,,-58294000.0,23611000.0,1265000.0,,,134563000.0,943000.0,11784000.0,,,,-12947000.0,,-36682000.0,15530000.0,,1777000.0,57177000.0,-1120000.0,,26156000.0,153338000.0,,0.73,,35709000.0,,488833000.0,68149000.0,34110000.0,-114107000.0,,-57133000.0,-31813000.0,,21582000.0,,,-2302000.0,11017000.0,-11985000.0,3352000.0,,,-39724000.0,359613000.0,440330000.0,0.7,,510000.0,4230000.0,29791000.0,,,,-11485000.0,-168000.0,153338000.0,138238000.0,75852000.0,32725000.0,9841000.0,9782000.0,97881000.0,,80717000.0,506458000.0,,6166000.0,-1120000.0,-15347000.0,144930000.0,32506000.0,,,-4202000.0,23687000.0,,,170963000.0,1128000.0,35709000.0,,51012857.0,,29818000.0,-13777000.0,16732000.0,-36682000.0,35709000.0,20530000.0,,,20009000.0,-74513000.0,18726000.0,20009000.0,0.0,6961000.0,79611000.0,57291000.0,11784000.0,12504000.0,,68149000.0,13260000.0,,,4176000.0,32323000.0,292693000.0,71248000.0,,488833000.0,133913000.0,292693000.0,,,659796000.0,17232000.0,,62762000.0,9841000.0,75852000.0,4370000.0,71248000.0,,12504000.0,6961000.0,-19120000.0,,32725000.0,,58126000.0,,57177000.0,60187000.0,,,-12670000.0,17084000.0,17084000.0,39336000.0,6889000.0,6166000.0,,48916438.0,33170000.0,,10423000.0,,,138238000.0,,510000.0,,-3730000.0,39336000.0,33170000.0,97881000.0,92510000.0,1128000.0,33170000.0,134563000.0,-17020000.0,143000.0,-62933000.0,13260000.0,506458000.0,,20009000.0,,62762000.0,659796000.0,-114607000.0,26156000.0,51232000.0,1777000.0,170963000.0,,,,,,,,,,,,,,,,
,,,,,,,,145700000.0,,,,,,9200000.0,,,,,,53500000.0,23300000.0,,,,,,,,,496700000.0,,21100000.0,,,-23100000.0,-34600000.0,55000000.0,,,-4400000.0,,25800000.0,,,,,20500000.0,,,,55000000.0,,4700000.0,10300000.0,,,,-9600000.0,,141600000.0,116100000.0,81200000.0,,,3500000.0,103500000.0,,,,,,,,123800000.0,-11000000.0,,0.1,,10900000.0,,,,,,,,,,,5100000.0,-42200000.0,,,,,6800000.0,,27100000.0,5500000.0,,,,,,,-3700000.0,61500000.0,40800000.0,0.1,,,,,,,,98000000.0,,,,,,,,9700000.0,,200000.0,,,14100000.0,7100000.0,,,,,,,,,,,14900000.0,,292300000.0,,,,,,,,10200000.0,,,,33200000.0,,,,29400000.0,29400000.0,,,1100000.0,,,-500000.0,800000.0,,,526100000.0,11000000.0,5500000.0,,,667700000.0,5100000.0,130300000.0,16100000.0,,171000000.0,,,,,,,,,,,,,,,,
,,,,,,,,234300000.0,,,,,,-9300000.0,,,,,,68900000.0,18200000.0,,,,,,,,,510300000.0,,31100000.0,,,-4400000.0,-56200000.0,54285714.0,,,3900000.0,,36100000.0,,,,,20400000.0,,,,51818182.0,,5000000.0,17300000.0,,,,-7400000.0,,153000000.0,141800000.0,91200000.0,,,5900000.0,186500000.0,,,,,,,,148500000.0,-53200000.0,,0.22,,20200000.0,,,,,,,,,,,48000000.0,-47800000.0,,,,,11400000.0,,14500000.0,11400000.0,,,,,,,5400000.0,59000000.0,16900000.0,0.21,,,,,,,,112400000.0,,,,,,,,9900000.0,,-300000.0,,,98600000.0,7100000.0,,,,,,,,,,,15900000.0,,304200000.0,,,,,,,,10900000.0,,,,,,,,34900000.0,34900000.0,,,13900000.0,,,-1500000.0,1400000.0,,,625000000.0,-13700000.0,11400000.0,,,778000000.0,48000000.0,134300000.0,-38700000.0,,257300000.0,,,,,,,,,,,,,,,,
,,,,-100000.0,,,-28400000.0,256000000.0,,,,,,-7400000.0,,,,,,62100000.0,21800000.0,,,,,,,,,498500000.0,,35200000.0,,,16700000.0,-21300000.0,53529412.0,,,-6300000.0,-200000.0,40700000.0,,,,,19300000.0,,,,50555556.0,,5500000.0,24800000.0,,,,-15500000.0,,177500000.0,150700000.0,83500000.0,,,8400000.0,201700000.0,,,,,4400000.0,,,136700000.0,-38800000.0,,-0.18,,26200000.0,,,,,,,,,,,-2500000.0,-54300000.0,,,,,16400000.0,,16600000.0,-9100000.0,,,,,,,-7000000.0,69300000.0,8900000.0,-0.18,,,,,,,,96000000.0,,,,,,,,10000000.0,,400000.0,,,125400000.0,,,,,,,,,,,,14500000.0,,292000000.0,,,,,,,,9000000.0,,,,,500000.0,,,32300000.0,27900000.0,,,19300000.0,,,900000.0,2000000.0,,,616200000.0,-16700000.0,-9100000.0,,,793700000.0,-2500000.0,122500000.0,-22200000.0,,285000000.0,,,,,,,,,,,,,,,,
,,,-61211000.0,282000.0,-317000.0,,-12000.0,159677000.0,4865000.0,9465000.0,,-36212000.0,-217000.0,309000.0,,-31957000.0,26855000.0,,-1745000.0,42452000.0,276880000.0,,3250000.0,411737000.0,,-0.29,,-14988000.0,,474093000.0,68794000.0,-15039000.0,-1268000.0,20410000.0,-12795000.0,-45812000.0,,-1056000.0,,,,-50271000.0,-97295000.0,-12760000.0,,,-13571000.0,285967000.0,338496000.0,-0.29,,509000.0,11555000.0,-52755000.0,,,,-64795000.0,9709000.0,411737000.0,135147000.0,60762000.0,166801000.0,6261000.0,-18956000.0,127720000.0,,52529000.0,376389000.0,,10890000.0,276880000.0,-7191000.0,-63704000.0,41789000.0,,,,-31726000.0,,,301948000.0,14436000.0,-14988000.0,,53528571.0,,33170000.0,-65678000.0,26272000.0,-31957000.0,1001000.0,26855000.0,,,-33799000.0,-157912000.0,12720000.0,-22788000.0,,12547000.0,3082000.0,-55000.0,9465000.0,151204000.0,-7460000.0,68794000.0,3050000.0,,,46629000.0,46787000.0,201716000.0,53118000.0,,474093000.0,-13433000.0,201716000.0,,,788126000.0,76872000.0,,39250000.0,6261000.0,60762000.0,-19297000.0,53118000.0,,151204000.0,12547000.0,-10510000.0,,166801000.0,,70920000.0,,42452000.0,25674000.0,,,-18545000.0,2574000.0,2574000.0,31300000.0,3899000.0,10890000.0,,51682759.0,20410000.0,,16687000.0,,,135147000.0,27900000.0,509000.0,,-18497000.0,31300000.0,20410000.0,127720000.0,72461000.0,14436000.0,20410000.0,159677000.0,-9410000.0,765000.0,-23595000.0,3050000.0,376389000.0,,-22788000.0,,39250000.0,788126000.0,-51868000.0,3250000.0,54509000.0,-1745000.0,301948000.0,,,,,,,,,,,,,,,,
,,,,965000.0,,,-9860000.0,156881000.0,,144493000.0,,,365000.0,3689000.0,,,,,-6658000.0,41823000.0,-4005000.0,,,,,,,,,742606000.0,,89305000.0,,554928000.0,690819000.0,659253000.0,51612186.0,,,,,9366000.0,,,,,2280000.0,,,,50792945.0,,4801000.0,1982000.0,,,-23129000.0,-146894000.0,,658063000.0,247564000.0,343006000.0,40870000.0,,793000.0,123070000.0,,,,,8434000.0,,,85283000.0,-9402000.0,,5.67,,79100000.0,,,,,,,,,,,-136667000.0,-33811000.0,,,,,1189000.0,,16081000.0,287996000.0,,,,,,,534518000.0,61248000.0,3185000.0,5.58,772000.0,,,201541000.0,48011000.0,,,75917000.0,,,,,,,52827000.0,7253000.0,,904000.0,,,25448000.0,12237000.0,,,,,,,,,,,-69734000.0,,2595000.0,,,,,,,,10205000.0,,,,20410000.0,503000.0,,,563362000.0,554928000.0,,,,,,0.0,2105000.0,,,385209000.0,,287996000.0,,,1043272000.0,-127579000.0,5176000.0,6679000.0,,288434000.0,,,,,,,,,,,,,,,,
,,,,307000.0,,,-130097000.0,160566000.0,,129707000.0,,,5000.0,-37127000.0,,,,,-13539000.0,43312000.0,-3928000.0,,,,,,,,,611209000.0,,91107000.0,,421241000.0,-12499000.0,-85572000.0,46690000.0,,,,,11322000.0,,,,,1457000.0,,,,46690000.0,,4566000.0,7781000.0,,,-11070000.0,-14661000.0,,596778000.0,235059000.0,347675000.0,139023000.0,,3112000.0,123088000.0,,,,,61774000.0,,,92490000.0,-4304000.0,,0.1,,84717000.0,,,,,,,,,,,-23805000.0,-37478000.0,,,,,4669000.0,,-24606000.0,4669000.0,,,,,,,-133687000.0,62040000.0,2799000.0,0.1,214000.0,,,225358000.0,55130000.0,,,81168000.0,,,,,,,52921000.0,6207000.0,,5178000.0,,,123999000.0,12225000.0,,,,,,,,,,,-73395000.0,,2596000.0,,,,,,,,6390000.0,,,,554928000.0,419000.0,,,483015000.0,421241000.0,,,,,,-58006000.0,946000.0,,,410362000.0,,4669000.0,,,1007140000.0,106078000.0,6399000.0,-28910000.0,,374082000.0,,,,,,,,,,,,,,,,
,,,,761000.0,,,-71057000.0,169529000.0,,130661000.0,,,-35000.0,-7300000.0,,,,,-21628000.0,39534000.0,-2746000.0,,,,,,,,,530912000.0,,54530000.0,,192243000.0,-30464000.0,-163861000.0,47800000.0,,,,,6742000.0,,,,,1944000.0,,,,47800000.0,,4620000.0,-1730000.0,,,-3834000.0,-1594000.0,,495974000.0,234023000.0,346241000.0,141343000.0,,1607000.0,130329000.0,,,,,185923000.0,,,59969000.0,-4993000.0,,-0.03,,49437000.0,,,,,,,,,,,-61229000.0,-39200000.0,,,,,-3337000.0,,-1732000.0,-1434000.0,,,,,,,-227583000.0,45908000.0,3214000.0,-0.03,257000.0,,,222727000.0,57043000.0,,,53227000.0,,,,,,,74042000.0,5451000.0,,4157000.0,,,126400000.0,11729000.0,,,,,,,,,,,-42695000.0,,2594000.0,,,,,,,,5093000.0,,,,421241000.0,373000.0,,,378166000.0,192243000.0,,,17920000.0,,,-125331000.0,2097000.0,,,435334000.0,,-1434000.0,,,931308000.0,6439000.0,5642000.0,-6725000.0,,375366000.0,,,,,,,,,,,,,,,,
,,,-33813000.0,224993000.0,-4639000.0,,-975000.0,210807000.0,7322000.0,119511000.0,,-211989000.0,-4974000.0,200000.0,,-38965000.0,20306000.0,,-12685000.0,20108000.0,3936000.0,,8604000.0,451172000.0,,7.02,,305222000.0,,553263000.0,93351000.0,-176952000.0,24931000.0,116490000.0,-731405000.0,-104558000.0,,-4308000.0,,,,15343000.0,-259670000.0,97495000.0,40452000.0,,22567000.0,270619000.0,316651000.0,7.02,,373000.0,6319000.0,-18104000.0,,,-8123000.0,-96521000.0,-25885000.0,451172000.0,293714000.0,360232000.0,137106000.0,5832000.0,-9788000.0,171842000.0,,46032000.0,565791000.0,,202077000.0,3936000.0,-40538000.0,98914000.0,-15114000.0,,,,-185706000.0,,,430820000.0,20292000.0,305222000.0,,43478917.0,,18995000.0,-46156000.0,9675000.0,-38965000.0,-1617000.0,38489000.0,,,-8316000.0,305262000.0,18185000.0,13991000.0,,4824000.0,227026000.0,-5925000.0,119511000.0,128575000.0,-75753000.0,93351000.0,3707000.0,,22000.0,28248000.0,30442000.0,296422000.0,68468000.0,,553263000.0,83571000.0,296422000.0,,40452000.0,1016963000.0,-212026000.0,,83934000.0,5832000.0,360232000.0,-16851000.0,68468000.0,,128575000.0,4824000.0,-488352000.0,,137106000.0,,7928000.0,,20108000.0,7543000.0,,,201049000.0,2611000.0,2611000.0,318567000.0,1265000.0,202077000.0,,43478917.0,116490000.0,,8754000.0,,,293714000.0,192243000.0,373000.0,,-2655000.0,318567000.0,116490000.0,171842000.0,37985000.0,20292000.0,116490000.0,210807000.0,-305015000.0,2595000.0,-83549000.0,3707000.0,565791000.0,,13991000.0,,83934000.0,1016963000.0,9190000.0,8604000.0,3071000.0,-12685000.0,430820000.0,,,,,,,,,,,,,,,,
