date,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualDilutedEPS,annualDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualCapitalStock,annualSaleOfInvestment,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOtherNonCurrentAssets,annualEbitda,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualInvestingCashFlow,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualDilutedAverageShares,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyBasicEPS,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,quarterlyBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualChangesInAccountReceivables,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualBasicEPS,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,trailingNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.167523200,90000.0,,0.48,13861000.0,,7386000.0,56000.0,,-59209000.0,,37899000.0,23225000.0,-6725000.0,,15839000.0,,,,,,596000.0,346090000.0,,26280000.0,281611000.0,1551000.0,145924000.0,61810000.0,282370000.0,,134075000.0,243615000.0,44761000.0,218496000.0,,2991000.0,,18408000.0,,26280000.0,67400000.0,,,,,,2991000.0,77354000.0,85489000.0,-44676000.0,184255000.0,231000.0,,212543000.0,,55085000.0,79575000.0,,,1551000.0,152294000.0,493211000.0,-27628000.0,204635000.0,27411000.0,,297995000.0,206805000.0,-426000.0,3939000.0,313799000.0,204257000.0,,-309227000.0,281611000.0,1406000.0,,,-19815000.0,,596000.0,,63104000.0,70182000.0,,1406000.0,,,204257000.0,29957000.0,,40996000.0,-109444000.0,,68124000.0,,95264000.0,143268000.0,,,204257000.0,2637000.0,38743000.0,,70184000.0,48992000.0,49046000.0,,75702000.0,204257000.0,,,,37899000.0,,27411000.0,85489000.0,,44761000.0,340917000.0,,-5345000.0,,38980000.0,77354000.0,,,-14094000.0,844000.0,-59209000.0,,,26469000.0,64185000.0,,,340917000.0,38743000.0,191179000.0,22681000.0,,-3897000.0,,31673000.0,79575000.0,19562000.0,143268000.0,29957000.0,,-41590000.0,,454468000.0,191179000.0,,,20002000.0,31673000.0,143268000.0,22108000.0,0.508,126109000.0,48992000.0,152294000.0,11517000.0,48992000.0,,2637000.0,,25266000.0,,7628000.0,,-32171000.0,3698000.0,69275000.0,3698000.0,493211000.0,844000.0,,454468000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,9192000.0,,,,,3380000.0,3795000.0,,-59209000.0,37500000.0,,266481000.0,-21129000.0,,15153000.0,55707000.0,,,,,,,,,,,,30831000.0,,348790000.0,-89393000.0,,50398000.0,,,670816000.0,,32278000.0,,50691000.0,87864000.0,,,,,,,62444000.0,,,,,,,,9702000.0,,,,172777000.0,1352495000.0,2294933000.0,,,27395000.0,,,90486000.0,,6647000.0,,114864000.0,,,177308000.0,,,,,,703000.0,,,204257000.0,,41667000.0,0.164,,,,337670000.0,,-72468000.0,,86290000.0,,126608000.0,,,,,,1054836000.0,,,55586000.0,-386702000.0,,98282000.0,114864000.0,,,,758817000.0,,,109900000.0,,,942438000.0,,,,,,,,-28468000.0,,,,,,79643000.0,,,,,246668000.0,10408000.0,,-4050000.0,,48400000.0,1078629000.0,28326000.0,,8834000.0,0.16,-4590000.0,,1240097000.0,,212500000.0,,,,,,,,55586000.0,,18639000.0,55586000.0,,,,,27812000.0,12130000.0,,,,,653444000.0,,296019000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,-10805000.0,,,,,2074000.0,4329000.0,,-59209000.0,37500000.0,,-1639000.0,-12288000.0,,22889000.0,47682000.0,,,,,,,,,,,,63973000.0,,356140000.0,5988000.0,,48352000.0,,,783255000.0,,21514000.0,,57199000.0,75207000.0,,,,,,,110377000.0,,,,,,,,51685000.0,,,,320394000.0,1505365000.0,2548245000.0,,,27469000.0,,,54365000.0,,7902000.0,,120852000.0,,,231229000.0,,,,,,705000.0,,,114864000.0,,39576000.0,0.156,,,,346025000.0,,-102182000.0,,95375000.0,,136654000.0,,,,,,1242283000.0,,,53693000.0,-56341000.0,,108223000.0,120852000.0,,,,871962000.0,,,116408000.0,,,1042880000.0,,,,,,,,-4054000.0,,,,,,87473000.0,,,,,300375000.0,1694000.0,,4777000.0,,58277000.0,1079420000.0,28431000.0,,11631000.0,0.15,3614000.0,,1305962000.0,,203125000.0,,,,,,,,53693000.0,,20750000.0,53693000.0,,,,,119514000.0,13002000.0,,,,,699431000.0,,370321000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,158000.0,,,,,2043000.0,5015000.0,,-59209000.0,37500000.0,,-2574000.0,-59510000.0,,7213000.0,115151000.0,,,,,,,,,,,,90785000.0,,356735000.0,-28027000.0,,50393000.0,,,789393000.0,,32593000.0,,60768000.0,99274000.0,,,,,,,100254000.0,,,,,,,,31275000.0,,,,518537000.0,1637477000.0,2684216000.0,,,28685000.0,,,76607000.0,,9065000.0,,92825000.0,,,193079000.0,,,,,,707000.0,,,120852000.0,,33447000.0,0.192,,,,347195000.0,,-65682000.0,,110073000.0,,151735000.0,,,,,,1297827000.0,,,66681000.0,-116321000.0,,122076000.0,92825000.0,,,,872708000.0,,,119977000.0,,,1046739000.0,,,-2455000.0,,,,,-2803000.0,,,,,,101008000.0,,,,,367056000.0,16265000.0,,1634000.0,,58814000.0,1007779000.0,29659000.0,,12368000.0,0.186,-4142000.0,,1386389000.0,,193750000.0,,,,,,,,66681000.0,,21068000.0,66681000.0,,,,,116218000.0,12170000.0,,,,,749561000.0,,425119000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,1981000.0,,0.678,33399000.0,,2434000.0,5502000.0,,-79404000.0,37500000.0,910961000.0,2491000.0,-11438000.0,,13182000.0,108739000.0,,,,,710000.0,272771000.0,,63524000.0,260552000.0,537722000.0,287781000.0,102192000.0,344925000.0,,26772000.0,448144000.0,43318000.0,398083000.0,,821772000.0,,31437000.0,108739000.0,63524000.0,96089000.0,,,,,,821772000.0,140955000.0,142928000.0,6677000.0,-84660000.0,18641000.0,,358434000.0,,90754000.0,1009687000.0,,115414000.0,537722000.0,1654251000.0,2796345000.0,-637388000.0,364684000.0,30655000.0,,354900000.0,51313000.0,526000.0,9785000.0,574293000.0,119597000.0,,-332357000.0,260552000.0,27811000.0,,,-104365000.0,,710000.0,,264759000.0,92825000.0,,27811000.0,,,119597000.0,23878000.0,,58437000.0,-92025000.0,,106345000.0,,159296000.0,240612000.0,,,119597000.0,,1319489000.0,,126149000.0,64652000.0,-78024000.0,,117858000.0,119597000.0,,,37500000.0,910961000.0,,30655000.0,142928000.0,,43318000.0,1142094000.0,,-3222000.0,-3750000.0,83460000.0,140955000.0,,,-2507000.0,408528000.0,-79404000.0,,,64263000.0,96560000.0,-25484000.0,,1142094000.0,1319489000.0,431708000.0,35896000.0,,-5583000.0,,51241000.0,1009687000.0,41438000.0,240612000.0,23878000.0,,11795000.0,,1476856000.0,431708000.0,184375000.0,,204257000.0,51241000.0,240612000.0,9931000.0,0.698,183416000.0,64652000.0,1654251000.0,21298000.0,64652000.0,,,,50759000.0,115414000.0,11752000.0,184375000.0,-37832000.0,792052000.0,117822000.0,792052000.0,2796345000.0,408528000.0,,1476856000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,354000.0,,,,,1990000.0,5134000.0,,-79404000.0,37500000.0,,-15256000.0,-6399000.0,,32684000.0,111213000.0,,,,,,,,,,,,79345000.0,,356740000.0,96280000.0,,56896000.0,,,984992000.0,,50129000.0,,62683000.0,142419000.0,,,,,,,60776000.0,,,,,,,,72946000.0,,,,544516000.0,1718595000.0,3052935000.0,,,28630000.0,,,126181000.0,,11123000.0,,215877000.0,,,276653000.0,,,,,,715000.0,,,119597000.0,,25073000.0,0.262,,,,351805000.0,,-55392000.0,,155403000.0,,207214000.0,,,,,,1458449000.0,,,92290000.0,32231000.0,,169563000.0,215877000.0,,,,1054540000.0,,,142087000.0,,,1334340000.0,,,-40555000.0,,,,,-24653000.0,,,,,,144280000.0,,,,,523998000.0,-847000.0,,1457000.0,,74524000.0,1054500000.0,37651000.0,,6975000.0,0.258,-2547000.0,,1594486000.0,,175000000.0,,,,,,,,92290000.0,,25283000.0,92290000.0,,,,,117696000.0,14337000.0,,,,,945511000.0,,403909000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,-30000.0,,,,,1617000.0,4041000.0,,-79404000.0,40625000.0,,-3404000.0,-8669000.0,,5788000.0,107447000.0,,,,,,,,,,,,112207000.0,,357015000.0,146981000.0,,57531000.0,,,828825000.0,,46775000.0,,64376000.0,131639000.0,,,,,,,11514000.0,,,,,,,,103538000.0,,,,541227000.0,1717205000.0,2996058000.0,,,29060000.0,,,97759000.0,,11027000.0,,362858000.0,,,374372000.0,,,,,,716000.0,,,215877000.0,,30980000.0,0.24,,,,352980000.0,,-45200000.0,,143812000.0,,197160000.0,,,,,,1298079000.0,,,84864000.0,38146000.0,,159309000.0,362858000.0,,,,912495000.0,,,143780000.0,,,1278853000.0,,,-1434000.0,,,,,2706000.0,,,,,,132785000.0,,,,,608862000.0,16819000.0,,-3198000.0,,78376000.0,1054071000.0,37851000.0,,12065000.0,0.238,-5744000.0,,1697979000.0,,162500000.0,,,,,,,,84864000.0,,26524000.0,84864000.0,,,,,115637000.0,15680000.0,,,,,781651000.0,,385584000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,281000.0,,,,,492000.0,4438000.0,,-79404000.0,43750000.0,,-113467000.0,-14551000.0,,2101000.0,191861000.0,,,,,,,,,,,,107870000.0,,362120000.0,-121131000.0,,163652000.0,,,1410693000.0,,43319000.0,,76242000.0,118282000.0,,,,,,,3751000.0,,,,,,,,93319000.0,,,,749101000.0,2412598000.0,4160871000.0,,,27228000.0,,,12637000.0,,14920000.0,,241727000.0,,,245478000.0,,,,,,764000.0,,,362858000.0,,47349000.0,0.21,,,,357415000.0,,-1990000.0,,134062000.0,,201444000.0,,,,,,2200484000.0,,,74963000.0,-115753000.0,,151169000.0,241727000.0,,,,1558313000.0,,,155646000.0,,,1748273000.0,,,-301561000.0,,,,,5446000.0,,,,,,119142000.0,,,,,683825000.0,17483000.0,,-4940000.0,,98694000.0,1423603000.0,50275000.0,,56521000.0,0.208,-104131000.0,,1954575000.0,,345000000.0,,,,,,,,74963000.0,,32027000.0,74963000.0,,,,,105310000.0,17626000.0,,,,,1343893000.0,,642171000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,-12607000.0,,0.834,63891000.0,,1111000.0,5959000.0,,-110037000.0,46875000.0,12311642000.0,-8992000.0,-19193000.0,,-44020000.0,194301000.0,,,,,765000.0,236935000.0,,88952000.0,286941000.0,728855000.0,375112000.0,75690000.0,355920000.0,,41795000.0,623581000.0,154370000.0,557425000.0,,12174008000.0,,32301000.0,194301000.0,88952000.0,81156000.0,,,,,,12174008000.0,3419000.0,198989000.0,-108486000.0,163925000.0,19573000.0,,473496000.0,,56497000.0,1434816000.0,,108958000.0,728855000.0,2406993000.0,14959581000.0,-69746000.0,493534000.0,19890000.0,,360820000.0,358000.0,-12001000.0,26821000.0,813078000.0,283522000.0,,-102567000.0,286941000.0,49663000.0,,,-48812000.0,,765000.0,,-141119000.0,241727000.0,,49663000.0,,,283522000.0,41096000.0,,0.0,15000.0,,124148000.0,,207260000.0,300972000.0,,,283522000.0,,12947401000.0,,189497000.0,48855000.0,-24370000.0,,143540000.0,283522000.0,,,46875000.0,12311642000.0,,19890000.0,198989000.0,,154370000.0,12552588000.0,,-16986000.0,43550000.0,130047000.0,3419000.0,,,9333000.0,635759000.0,-110037000.0,,,18695000.0,97327000.0,-300000000.0,,12552588000.0,12947401000.0,732752000.0,-14760000.0,,-10305000.0,,81248000.0,1434816000.0,63720000.0,300972000.0,41096000.0,,3936000.0,,2006231000.0,732752000.0,332500000.0,-3447000.0,119597000.0,81248000.0,300972000.0,5210000.0,0.846,326300000.0,48855000.0,2406993000.0,46213000.0,48855000.0,,,,67800000.0,108958000.0,20157000.0,332500000.0,-7168000.0,12117820000.0,172524000.0,12117820000.0,14959581000.0,635759000.0,,2006231000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,-79000.0,,,,,,5254000.0,,,103268000.0,,-15064000.0,-7929000.0,,2249000.0,192763000.0,,,158313000.0,,,,,,,,,67720000.0,,368030000.0,-53926000.0,,12096000.0,,,12711296000.0,,36854000.0,,86905000.0,109076000.0,,-39842000.0,,-29676000.0,,,3086000.0,,,,,,,,59791000.0,,,,731786000.0,2487021000.0,15624906000.0,,,18030000.0,,,5368000.0,,27303000.0,,229596000.0,,,232682000.0,,,,,,768000.0,,,283522000.0,,46239000.0,0.198,,,,363355000.0,,-63212000.0,,141633000.0,,231553000.0,,,9780000.0,,,13498804000.0,,,72222000.0,-105615000.0,,218714000.0,229596000.0,,,,12911216000.0,,,,,,13137885000.0,,,-7256000.0,,,33308000.0,,827000.0,,,,,,113799000.0,,,,,805359000.0,-27360000.0,,-13449000.0,,110647000.0,1497921000.0,12839000.0,,17105000.0,0.196,0.0,,2090503000.0,,360843000.0,,,,,,,,72222000.0,,104915000.0,72222000.0,,,,,33982000.0,77612000.0,,,,,12691205000.0,,587588000.0,-10943000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,-10577000.0,,,,,,6906000.0,,,17951158000.0,,-7171000.0,-10492000.0,,14218000.0,194507000.0,,,166063000.0,,,,,,,,,103628000.0,,370370000.0,70863000.0,,17154000.0,,,31071000.0,,45764000.0,,87080000.0,117822000.0,,423000.0,,-9060000.0,,,17849087000.0,,,,,,,,93136000.0,,,,732814000.0,2479273000.0,20864021000.0,,,28705000.0,,,768000.0,,27579000.0,,300459000.0,,,18149546000.0,,,,,,772000.0,,,229596000.0,,52159000.0,0.198,,,,364460000.0,,-18354000.0,,152307000.0,,250417000.0,,,12013000.0,,,18633131000.0,,,72058000.0,-26077000.0,,241075000.0,300459000.0,,,,18076449000.0,,,,,,18384748000.0,,,,,,8926000.0,,143000.0,,,,,,134961000.0,,,,,877417000.0,-2475000.0,,-1691000.0,,119613000.0,1476162000.0,9342000.0,,33135000.0,0.194,0.0,,2195141000.0,,338164000.0,,,,,,,,72058000.0,,106114000.0,72058000.0,,,,,24011000.0,78535000.0,,,,,17844299000.0,,556682000.0,-32957000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,1493000.0,,,,,,4374000.0,,,110536000.0,,-18598000.0,-10144000.0,,3384000.0,208760000.0,,,173934000.0,,,,,,,,,119980000.0,,371020000.0,91170000.0,,11549000.0,,,16448857000.0,,50524000.0,,86590000.0,137406000.0,,47000.0,,-12717000.0,,,2004000.0,,,,,,,,109836000.0,,,,718265000.0,2467148000.0,19561738000.0,,,29321000.0,,,9353000.0,,27868000.0,,391629000.0,,,393633000.0,,,,,,773000.0,,,300459000.0,,59772000.0,0.24,,,,365685000.0,,-9005000.0,,169648000.0,,256264000.0,,,13931000.0,,,17224277000.0,,,87454000.0,-9749000.0,,246398000.0,391629000.0,,,,16687386000.0,,,,,,17094590000.0,,,,,,34850000.0,,-211000.0,,,,,,139989000.0,,,,,964871000.0,-9212000.0,,2594000.0,,132559000.0,1476810000.0,9866000.0,,33371000.0,0.236,0.0,,2302284000.0,,310375000.0,,,,,,,,87454000.0,,106409000.0,86882000.0,,,,,17756000.0,78541000.0,,,,,16427943000.0,,536891000.0,-22597000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,11210000.0,,0.854,111357000.0,,,6388000.0,,-154720000.0,114223000.0,18967832000.0,-34279000.0,-16177000.0,,-11565000.0,181102000.0,,-39372000.0,154816000.0,23327000.0,776000.0,31990000.0,53171000.0,91735000.0,19244708000.0,702460000.0,486593000.0,195265000.0,364925000.0,,160836000.0,953092000.0,10182000.0,627984000.0,,18720809000.0,,46409000.0,181102000.0,91735000.0,129401000.0,,0.0,,24026000.0,,30571000.0,2005000.0,246455000.0,0.0,268943000.0,22922000.0,-89032000.0,493705000.0,,179088000.0,1465831000.0,,20353000.0,702460000.0,2425024000.0,21884875000.0,-142275000.0,512619000.0,24558000.0,,370450000.0,16501000.0,2047000.0,28607000.0,994788000.0,552465000.0,,-91731000.0,554470000.0,57288000.0,,,-44742000.0,,776000.0,,-75112000.0,391629000.0,,57288000.0,,,552465000.0,52185000.0,,8286000.0,-1160000.0,,164396000.0,,256554000.0,314154000.0,,17447000.0,552465000.0,,19451228000.0,,41696000.0,84254000.0,-834000.0,154816000.0,246905000.0,552465000.0,,,18804461000.0,18967832000.0,,24558000.0,246455000.0,,10182000.0,19459851000.0,,-11536000.0,0.0,440473000.0,18692243000.0,23327000.0,,-449000.0,483396000.0,-154720000.0,,-27427000.0,21981000.0,123870000.0,0.0,,19459851000.0,19451228000.0,1049125000.0,61028000.0,,1010000.0,,109068000.0,1465831000.0,9649000.0,315988000.0,52185000.0,,0.0,,2399732000.0,1049125000.0,281941000.0,,283522000.0,109068000.0,315988000.0,,0.866,441851000.0,84254000.0,2425024000.0,123035000.0,82992000.0,,,,329116000.0,20353000.0,94428000.0,281941000.0,310000.0,18690238000.0,179551000.0,18690238000.0,21884875000.0,483396000.0,-22535000.0,2399732000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,-696000.0,,,,,,7110000.0,,,117922000.0,,-29660000.0,-10748000.0,,2082000.0,167062000.0,,,148570000.0,,,,,,,,,101560000.0,,372635000.0,59829000.0,,15477000.0,,,20598119000.0,,53217000.0,,91091000.0,156735000.0,,0.0,,-31189000.0,,,2005000.0,,,,,,,,90812000.0,,,,687541000.0,2395651000.0,23813791000.0,,,18468000.0,,,2000000.0,,28214000.0,,612294000.0,,,614299000.0,,,,,,781000.0,,,552465000.0,,51272000.0,0.274,,,,368380000.0,,-2554000.0,,192059000.0,,281620000.0,,,11945000.0,,,21268889000.0,,,101163000.0,-11302000.0,,272526000.0,612294000.0,,,,20829162000.0,,,,,,21418140000.0,,,-7164000.0,,,37754000.0,,-323000.0,,,,,,163815000.0,,,,,1150288000.0,-35009000.0,,-6225000.0,,140578000.0,1452972000.0,9094000.0,,24095000.0,0.272,0.0,,2509526000.0,,253461000.0,,,,,,,,101163000.0,,108711000.0,103518000.0,,,,,19204000.0,80497000.0,,,,,20556597000.0,,439727000.0,-31546000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,-16815000.0,,,,,,7502000.0,,,112250000.0,,199646000.0,-13526000.0,,-4452000.0,161476000.0,,,33000000.0,,,,,,,,,157759000.0,,373815000.0,-305186000.0,,138414000.0,,,61288000.0,,53289000.0,,93549000.0,155816000.0,,0.0,,4561000.0,,,2005000.0,,,,,,,,144233000.0,,,,670998000.0,2387965000.0,27449881000.0,,,24978000.0,,,0.0,,27914000.0,,307108000.0,,,309113000.0,,,,,,782000.0,,,612294000.0,,63068000.0,0.274,,,,369800000.0,,-14525000.0,,191232000.0,,296155000.0,,,14368000.0,,,24775694000.0,,,101688000.0,-662472000.0,,296155000.0,307108000.0,,,,24158744000.0,,,,,,25061916000.0,,,-816000.0,,,12009000.0,,3190000.0,,,,,,179793000.0,,,,,1251976000.0,6215000.0,,-5938000.0,,135942000.0,1452004000.0,9527000.0,,31099000.0,0.272,0.0,,2637972000.0,,367250000.0,,,,,,,,101688000.0,,116362000.0,102527000.0,,23879030000.0,,,88224000.0,88448000.0,,,,,23879030000.0,,616950000.0,-17938000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,-4303000.0,,,,,,7511000.0,,,259943000.0,,55929000.0,-12753000.0,,-89597000.0,236951000.0,,,135219000.0,,,,,,,,,119252000.0,,372215000.0,232090000.0,,22994000.0,,,24369859000.0,,47328000.0,,95341000.0,147241000.0,,-552958000.0,,4435000.0,,,1998000.0,,,,,,,,106499000.0,,,,916072000.0,3066191000.0,28218225000.0,,,54340000.0,,,2000000.0,,31739000.0,,539198000.0,,,541196000.0,,,,,,783000.0,,,307108000.0,,,0.262,,,,368295000.0,,-15486000.0,,186491000.0,,287146000.0,,,12155000.0,,,25497068000.0,,,96315000.0,55224000.0,,278884000.0,539198000.0,,,,24779645000.0,,,,,,25152034000.0,,,-734000.0,,,36866000.0,,-3147000.0,,,,,,158577000.0,,,,,1348291000.0,-16580000.0,,-7670000.0,,134507000.0,1896565000.0,8262000.0,,38877000.0,0.258,0.0,,2684619000.0,,455770000.0,,,,,,,,96315000.0,,120307000.0,99913000.0,,,,,24702000.0,88568000.0,,,,,24362857000.0,,717423000.0,-254256000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,-1358000.0,,1.07,121209000.0,,,7642000.0,,-203048000.0,252750000.0,23127384000.0,-56395000.0,-10741000.0,,81921000.0,268249000.0,,-552981000.0,144174000.0,6307000.0,785000.0,19541000.0,49320000.0,94503000.0,623791000.0,890818000.0,533758000.0,155187000.0,368120000.0,,82594000.0,1107351000.0,20931000.0,761116000.0,,22749396000.0,,48541000.0,268249000.0,94503000.0,150350000.0,,-23000.0,,19524000.0,,22731128000.0,1999000.0,297551000.0,-18568000.0,69327000.0,29765000.0,-349000000.0,610142000.0,,144446000.0,1916055000.0,,43786000.0,890818000.0,3066481000.0,26642259000.0,-633082000.0,652249000.0,37740000.0,,372380000.0,15541000.0,-14655000.0,33342000.0,1149944000.0,621792000.0,,-33306000.0,623791000.0,65162000.0,,,-47768000.0,,785000.0,,169520000.0,539198000.0,,65162000.0,,,621792000.0,53769000.0,,-10046000.0,-741000.0,,191334000.0,,285023000.0,407767000.0,,10852000.0,621792000.0,,23825494000.0,,42593000.0,99132000.0,-14532000.0,144174000.0,276332000.0,621792000.0,,,252750000.0,23127384000.0,,37740000.0,297551000.0,,20931000.0,23575778000.0,,-22800000.0,-81681000.0,455102000.0,1999000.0,6307000.0,,526000.0,698110000.0,-203048000.0,,-2669000.0,-33251000.0,158581000.0,-90395000.0,,23575778000.0,23825494000.0,1447423000.0,12123000.0,,-2967000.0,,114456000.0,1916055000.0,8691000.0,398298000.0,53769000.0,,-24959000.0,,2777550000.0,1447423000.0,325750000.0,,552465000.0,114456000.0,398298000.0,,1.082,485990000.0,99132000.0,3066481000.0,117751000.0,101809000.0,,,,333893000.0,104111000.0,84409000.0,325750000.0,246000.0,22712281000.0,202375000.0,22712281000.0,26642259000.0,698110000.0,-45260000.0,2777550000.0,,,,,,,,,,,,,,,,,
