date,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualBasicAverageShares,trailingEndCashPosition,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualCurrentDebt,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,annualChangeInAccountPayable,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualBasicEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyStockholdersEquity,annualDilutedAverageShares,quarterlyLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyBasicEPS,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualLongTermDebt,annualOtherNonCashItems,annualTaxProvision,annualTotalAssets,annualDilutedEPS,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,quarterlyCurrentDebt,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,annualCapitalStock,quarterlyBasicAverageShares,annualStockBasedCompensation,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingCashDividendsPaid,trailingNetIncome,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualPretaxIncome,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualGoodwill,annualInvestingCashFlow,quarterlySaleOfInvestment,annualOperatingIncome,trailingCapitalExpenditure,annualTotalRevenue,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyBeginningCashPosition,trailingPurchaseOfInvestment,trailingInterestExpense,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualEndCashPosition,quarterlyGrossPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherNonCurrentLiabilities,annualInventory,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1992-08-31,,,,-772000000.0,-5000000.0,159350649.0,,,202000000.0,,,1748000000.0,,,-114300000,,-89000000.0,,,14000000.0,,,,-36000000.0,,-52000000.0,,,328300000.0,,,146000000.0,,101000000.0,,1748000000.0,,0.77,1484000000.0,110000000.0,-42000000.0,,,,122700000.0,-74000000.0,,,,1484000000.0,2016000000.0,159350649.0,689000000.0,,,370000000.0,6000000.0,,122700000.0,-143000000.0,-114300000,-35000000,,,,186000000.0,371000000.0,-86000000.0,689000000.0,315300000.0,109000000.0,3764000000.0,0.77,2016000000.0,238000000.0,-772000000.0,,14000000.0,3000000.0,,-183000000.0,16000000.0,-24000000.0,,,-6000000.0,,,,,,,,,2175000000.0,,,674000000.0,255000000.0,,,,,-25000000.0,0.0,,2175000000.0,123000000.0,,,,-95000000.0,,0.0,71000000.0,,-231000000.0,231000000.0,3764000000.0,,,-331000000.0,,,,4043000000.0,4043000000.0,24000000.0,,,,,,131000000.0,,-304000000.0,,,,,,-343000000.0,,131000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-30,,,,974000000.0,,,,,,,,1795000000.0,,,64000000,,-50000000.0,,,,,,,-36000000.0,,,,,6000000.0,,160000000.0,,,,,,,,,2000000.0,-5000000.0,,,,,-1000000.0,,,,,1988000000.0,,676000000.0,,,,,0.4,,,64000000,58000000,,,,55000000.0,,-11000000.0,,,,,,,,974000000.0,,14000000.0,1000000.0,,-46000000.0,17000000.0,-69000000.0,,,-10000000.0,,,,,,,160000000.0,,,,,,125000000.0,29000000.0,,,,33000000.0,0.0,,2154000000.0,-1000000.0,,,,,,,,,,56000000.0,3783000000.0,,,,,,,,,58000000.0,0.4,,29000000.0,29000000.0,,,,,,,,,,,,123000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,786000000.0,,,,,,,,718000000.0,,,18000000,,-4000000.0,-20000000.0,,,,,,,,,,,,,163636364.0,,,,,,,,529000000.0,-96000000.0,2000000.0,,,,,2000000.0,,,,,555000000.0,,3000000.0,,,,,0.11,,,18000000,18000000,,,,93000000.0,,,,,,,,,,786000000.0,,17000000.0,,,135000000.0,2000000.0,-8000000.0,,,,,,,,,,163636364.0,,,,,,-64000000.0,67000000.0,,,,11000000.0,0.0,,312000000.0,20000000.0,,,,,,,,,,-72000000.0,1273000000.0,,,,,,,,,12000000.0,0.11,,300000000.0,300000000.0,,,,,233000000.0,,,,,,,576000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,778000000.0,,,,,,,,726000000.0,,,19000000,,-26000000.0,2000000.0,,,,,,,,,,,,,158333333.0,,,,,,,,549000000.0,8000000.0,1000000.0,,,,,-21000000.0,,,,,576000000.0,,1000000.0,,,,,0.12,,,19000000,19000000,,,,91000000.0,,,,,,,,,,778000000.0,,14000000.0,,,-2000000.0,2000000.0,-9000000.0,,,,,,,,,,158333333.0,,,,,,40000000.0,12000000.0,,,,11000000.0,0.0,,304000000.0,7000000.0,,,,,,,,,,31000000.0,1302000000.0,,,,,,,,,12000000.0,0.12,,312000000.0,312000000.0,,,,,,,,,,,,160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,782000000.0,,,,,,,,788000000.0,,,23000000,,-254000000.0,71000000.0,,,,,,,,,,,,,153333333.0,,,,,,,,,61000000.0,-1000000.0,,,,,-249000000.0,,,,,850000000.0,,,,,,,0.15,,,23000000,23000000,,,,91000000.0,,,,,,,,,,782000000.0,,15000000.0,,,248000000.0,1000000.0,-6000000.0,,,,,,,,,,153333333.0,,,,,,103000000.0,97000000.0,,,,15000000.0,0.0,,306000000.0,-5000000.0,,,,,,,,,,97000000.0,1638000000.0,,,,,,,,,12000000.0,0.15,,409000000.0,409000000.0,,,,,,,,,,,,204000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,791000000.0,-13000000.0,158928571.0,,,89000000.0,372000000.0,,842000000.0,,,29000000,,-132000000.0,-80000000.0,,,,,,,,-13000000.0,,,,-27000000.0,,16000000.0,,62000000.0,,842000000.0,,0.56,73000000.0,89000000.0,-15000000.0,,,,89000000.0,-128000000.0,,,,73000000.0,889000000.0,161818182.0,71000000.0,233000000.0,,157000000.0,,,89000000.0,,29000000,29000000,,,,93000000.0,368000000.0,,71000000.0,,54000000.0,1731000000.0,0.55,889000000.0,47000000.0,791000000.0,,,,,-11000000.0,2000000.0,-5000000.0,,,,,,,,,,,,300000000.0,60000000.0,372000000.0,185000000.0,106000000.0,-37000000.0,,,,17000000.0,0.0,,300000000.0,-6000000.0,,,,-396000000.0,139000000.0,0.0,7000000.0,,,101000000.0,1731000000.0,60000000.0,,-416000000.0,,,,3137000000.0,3137000000.0,11000000.0,,,372000000.0,372000000.0,,154000000.0,,-28000000.0,,,,,,370000000.0,,154000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,-85000000.0,,866000000.0,,,,,,,,1001000000.0,,,32000000,,-151000000.0,,370000000.0,,,,,,,,,,108000000.0,,160482000.0,,,,,,,,,,-4000000.0,,,,,-16000000.0,,51000000.0,,,918000000.0,,65000000.0,,,,,0.2,,,32000000,32000000,,,,102000000.0,,,,,,,,,,,,,,,1000000.0,1000000.0,-14000000.0,,834000000.0,,,,,,,,160482000.0,,,,,,148000000.0,-2000000.0,,,,19000000.0,0.0,-36000000.0,344000000.0,,,,834000000.0,,,,,,,134000000.0,1919000000.0,101000000.0,,,,,,,,12000000.0,0.2,,834000000.0,,,,,,372000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,-38000000.0,,912000000.0,,,,,,,,849000000.0,,,54000000,,-49000000.0,,307000000.0,,,,,,,,,,-134000000.0,,160836000.0,,,,,,,,,,52000000.0,,,,,-13000000.0,,51000000.0,,,972000000.0,,61000000.0,,,,,0.33,,,54000000,54000000,,,,111000000.0,,,,,,,,,,,,,,,2000000.0,28000000.0,3000000.0,,867000000.0,,,,,,,,160836000.0,,,,,,-16000000.0,-63000000.0,,,,14000000.0,0.0,-1000000.0,317000000.0,,,,867000000.0,,,,,,,-13000000.0,1821000000.0,100000000.0,,,,,,,,12000000.0,0.33,,867000000.0,,,,,,370000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,-54000000.0,,923000000.0,,,,,,,,992000000.0,,,42000000,,-62000000.0,,466000000.0,,,,,,,,,,157000000.0,,161053000.0,,,,,,,,,,9000000.0,,,,,-3000000.0,,57000000.0,,,1017000000.0,,83000000.0,,,,,0.27,,,42000000,42000000,,,,111000000.0,,,,,,,,,,,,,,,0.0,1000000.0,-5000000.0,,918000000.0,,,,,,,,161053000.0,,,,,,221000000.0,159000000.0,,,,23000000.0,0.0,0.0,314000000.0,,,,918000000.0,,,,,,,216000000.0,2009000000.0,96000000.0,,,,,,,,13000000.0,0.27,,918000000.0,,,,,,307000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,-346000000.0,,953000000.0,,160000000.0,,,176000000.0,272000000.0,,899000000.0,,,48000000,609000000.0,-140000000.0,,272000000.0,,,,-21000000.0,,,58000000.0,609000000.0,56000000.0,-110000000.0,-7000000.0,,0.0,,-7000000.0,,899000000.0,,1.1,249000000.0,,1000000.0,,,155000000.0,176000000.0,4000000.0,,74000000.0,,249000000.0,1058000000.0,160790000.0,83000000.0,372000000.0,74000000.0,259000000.0,,,176000000.0,,48000000,48000000,,,,112000000.0,436000000.0,,83000000.0,21000000.0,81000000.0,1957000000.0,1.1,1058000000.0,50000000.0,,,,,,1000000.0,-1000000.0,-23000000.0,,609000000.0,,,-162000000.0,,56000000.0,337000000.0,27000000.0,,,317000000.0,,881000000.0,298000000.0,-55000000.0,-194000000.0,,,,25000000.0,257000000.0,-125000000.0,317000000.0,,,,609000000.0,-28000000.0,-100000000.0,257000000.0,25000000.0,,,-78000000.0,1957000000.0,,155000000.0,-402000000.0,,232000000.0,,3654000000.0,16000000.0,13000000.0,,-523000000.0,881000000.0,272000000.0,,760000000.0,,-39000000.0,466000000.0,,,,27000000.0,4000000.0,,760000000.0,-21000000.0,272000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,1044000000.0,,,,,,,,1024000000.0,,,53000000,,10000000.0,,459000000.0,,,,,,,,,,108000000.0,,162040000.0,,,,,,,,,,-2000000.0,,,,,-1000000.0,,79000000.0,,,1123000000.0,,86000000.0,,,,,0.32,,,53000000,53000000,,,,125000000.0,,,,,,,,,,,,,,,3000000.0,2000000.0,-12000000.0,,921000000.0,,,,,,,,162040000.0,,,,,,174000000.0,187000000.0,,,,27000000.0,0.0,,318000000.0,,,,921000000.0,,,,,,,162000000.0,2147000000.0,154000000.0,,,23000000.0,,,,,15000000.0,0.32,,921000000.0,,,,,,272000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,1067000000.0,,,,,,,,987000000.0,,,45000000,,-36000000.0,,447000000.0,,,,,,,,,,-38000000.0,,162255000.0,,,,,,,,,,1000000.0,,,,,,,80000000.0,,,1176000000.0,,,,,,,0.28,,,45000000,45000000,,,,125000000.0,,,,,,,,,,,,,,,1000000.0,2000000.0,-13000000.0,,916000000.0,,,,,,,,162255000.0,,,,,,23000000.0,-12000000.0,,,,23000000.0,0.0,,320000000.0,,,,916000000.0,,,,,,,10000000.0,2163000000.0,159000000.0,,,-21000000.0,,,,,15000000.0,0.28,,916000000.0,,,,,,459000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,1092000000.0,,,,,,,,988000000.0,,,43000000,,115000000.0,,622000000.0,,,,,,,,,,-2000000.0,,162334000.0,,,,,,,,,,3000000.0,,,,,115000000.0,,88000000.0,,,1224000000.0,,,,,,,0.27,,,43000000,43000000,,,,126000000.0,,,,,,,,,,,,,,,0.0,2000000.0,-11000000.0,,792000000.0,,,,,,,,162334000.0,,,,,,60000000.0,175000000.0,,,,22000000.0,0.0,0.0,319000000.0,,,,792000000.0,,,,,,,49000000.0,2212000000.0,158000000.0,,,126000000.0,,,,,16000000.0,0.27,,792000000.0,,,,,,447000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,,,1499000000.0,11000000.0,162393162.0,,,190000000.0,182000000.0,,1591000000.0,,,49000000,1156000000.0,-539000000.0,,182000000.0,,,,6000000.0,,,13000000.0,1156000000.0,35000000.0,,-92000000.0,,-31000000.0,,-123000000.0,,1591000000.0,,1.17,439000000.0,,11000000.0,,,536000000.0,190000000.0,155000000.0,,131000000.0,,439000000.0,1287000000.0,162393162.0,250000000.0,272000000.0,131000000.0,96000000.0,,,190000000.0,0.0,49000000,49000000,,,,195000000.0,571000000.0,,250000000.0,,98000000.0,2878000000.0,1.17,1287000000.0,70000000.0,,,,,,206000000.0,5000000.0,-18000000.0,,1156000000.0,,,-697000000.0,,35000000.0,731000000.0,27000000.0,,,382000000.0,,1338000000.0,150000000.0,-107000000.0,-440000000.0,,,,26000000.0,288000000.0,-694000000.0,382000000.0,,,,1156000000.0,-33000000.0,-90000000.0,288000000.0,11000000.0,,-51000000.0,-125000000.0,2878000000.0,,536000000.0,-450000000.0,603000000.0,299000000.0,,4702000000.0,10000000.0,24000000.0,,-402000000.0,1338000000.0,182000000.0,,1157000000.0,,-54000000.0,622000000.0,,,,27000000.0,210000000.0,,1157000000.0,6000000.0,182000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,-33000000.0,,1585000000.0,,,,,,,,1682000000.0,,,53000000,,-46000000.0,,279000000.0,,,,,,,,,,84000000.0,,162379000.0,,,,,,,,,,,,,,,,,135000000.0,,,1332000000.0,,230000000.0,,,,,0.32,,,53000000,53000000,,,,203000000.0,,-20000000.0,,,,,,,,,,,,,-19000000.0,5000000.0,-13000000.0,,1344000000.0,1000000.0,,,,,,,162379000.0,,,,,,162000000.0,97000000.0,,,,28000000.0,0.0,,381000000.0,,,,1344000000.0,,,,,,,149000000.0,3014000000.0,533000000.0,,,,,,,,25000000.0,0.32,,1344000000.0,,,,,,182000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,-8000000.0,,1603000000.0,,,,,,,,1675000000.0,,,-95000000,,-52000000.0,,194000000.0,,,,,,,,,,130000000.0,,162455000.0,,,,,,,,,,,,,,,,,141000000.0,,,1234000000.0,,177000000.0,,,,,-0.58,,,-95000000,-95000000,,,,228000000.0,,-230000000.0,,,,,,,,,,,,,-57000000.0,3000000.0,-30000000.0,,1338000000.0,0.0,,,,,,,162455000.0,,,,,,24000000.0,-85000000.0,,,,-51000000.0,0.0,,378000000.0,,,,1338000000.0,,,,,,,-6000000.0,2909000000.0,495000000.0,,,,,,,,24000000.0,-0.58,,1338000000.0,,,,,,279000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,-14000000.0,,1781000000.0,,,,,,,,1770000000.0,,,32000000,,-31000000.0,,276000000.0,,,,,,,,,,26000000.0,,162579000.0,,,,,,,,,,2000000.0,,,,,-3000000.0,,190000000.0,,,1268000000.0,,203000000.0,,,,,0.2,,,32000000,32000000,,,,249000000.0,,0.0,,,,,,,,,,,,,28000000.0,2000000.0,-11000000.0,,1369000000.0,1000000.0,,,,,,,162579000.0,,,,,,85000000.0,82000000.0,,,,16000000.0,0.0,-3000000.0,373000000.0,,,,1369000000.0,,,,,,,74000000.0,3038000000.0,491000000.0,,,,,,,,25000000.0,0.2,,1369000000.0,,,,,,194000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,-385000000.0,,1819000000.0,1000000.0,171428571.0,,,12000000.0,322000000.0,,1861000000.0,,,22000000,1262000000.0,-45000000.0,,322000000.0,,,,-8000000.0,,,-25000000.0,1262000000.0,32000000.0,-168000000.0,296000000.0,,-112000000.0,,184000000.0,,1861000000.0,,0.07,451000000.0,,8000000.0,,,488000000.0,12000000.0,-3000000.0,,211000000.0,,451000000.0,1292000000.0,171428571.0,225000000.0,182000000.0,211000000.0,269000000.0,,,12000000.0,,22000000,22000000,,,,260000000.0,940000000.0,0.0,225000000.0,72000000.0,6000000.0,3153000000.0,0.07,1292000000.0,98000000.0,,,,,,21000000.0,1000000.0,-18000000.0,,1262000000.0,-1000000.0,,-6000000.0,,32000000.0,356000000.0,27000000.0,,,371000000.0,,1584000000.0,341000000.0,70000000.0,46000000.0,,,,13000000.0,18000000.0,0.0,371000000.0,,,,1262000000.0,-17000000.0,140000000.0,18000000.0,11000000.0,,-250000000.0,52000000.0,3153000000.0,,488000000.0,-174000000.0,,29000000.0,,6788000000.0,10000000.0,24000000.0,,-440000000.0,1584000000.0,322000000.0,,1468000000.0,,-72000000.0,276000000.0,,,,27000000.0,-27000000.0,,1468000000.0,-8000000.0,322000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,1829000000.0,,,,,,,,1861000000.0,,,39000000,,-24000000.0,,341000000.0,,,,,,,,,,-3000000.0,,162801000.0,,,,,,,,,,4000000.0,,,,,-2000000.0,,209000000.0,,,1324000000.0,,203000000.0,,,,,0.24,,,39000000,39000000,,,,261000000.0,,-22000000.0,,,,,,,,,,,,,-21000000.0,3000000.0,-16000000.0,,1374000000.0,1000000.0,,,,,,,162801000.0,,,,,,64000000.0,19000000.0,,,,21000000.0,0.0,-14000000.0,373000000.0,,,,1374000000.0,,,,,,,48000000.0,3185000000.0,508000000.0,,,8000000.0,,,,,24000000.0,0.24,,1374000000.0,,,,,,322000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,1832000000.0,,,,,,,,1574000000.0,,,42000000,,-41000000.0,,55000000.0,,,,,,,,,,-122000000.0,,163158000.0,,,,,,,,,,6000000.0,,,,,-1000000.0,,256000000.0,,,1384000000.0,,3000000.0,,,,,0.25,,,42000000,42000000,,,,258000000.0,,-201000000.0,,,,,,,,,,,,,-196000000.0,1000000.0,-17000000.0,,1418000000.0,5000000.0,,,,,,,163158000.0,,,,,,-49000000.0,-286000000.0,,,,23000000.0,0.0,2000000.0,375000000.0,,,,1418000000.0,,,,,,,-66000000.0,2958000000.0,502000000.0,,,,,,,,25000000.0,0.25,,1418000000.0,,,,,,341000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,-115000000.0,,1964000000.0,,,,,,,,3280000000.0,,,44000000,,-566000000.0,,156000000.0,,,,,,,,,,-29000000.0,,163705000.0,,,,,,,,,,9000000.0,,,,,8000000.0,,291000000.0,,,1454000000.0,,616000000.0,,,,,0.27,,,44000000,44000000,,,,274000000.0,,,,,,,,,,,,,,,617000000.0,3000000.0,-15000000.0,,2109000000.0,4000000.0,,,,,,,163705000.0,,,,,,50000000.0,101000000.0,,,,25000000.0,0.0,-444000000.0,421000000.0,,,,2109000000.0,,,,,,,35000000.0,4734000000.0,988000000.0,,,,,,,,26000000.0,0.27,,2109000000.0,,,,,,55000000.0,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,-476000000.0,,2411000000.0,13000000.0,163207547.0,,,173000000.0,627000000.0,,3917000000.0,,,48000000,1507000000.0,-33000000.0,,627000000.0,,,,9000000.0,,,40000000.0,1507000000.0,10000000.0,160000000.0,111000000.0,,-149000000.0,,-38000000.0,,3917000000.0,,1.06,624000000.0,,21000000.0,,,1224000000.0,173000000.0,18000000.0,,351000000.0,,624000000.0,1501000000.0,164761905.0,1486000000.0,322000000.0,351000000.0,216000000.0,,,173000000.0,,48000000,48000000,,,,323000000.0,1116000000.0,,1486000000.0,6000000.0,97000000.0,5418000000.0,1.05,1501000000.0,108000000.0,,,,,,280000000.0,13000000.0,-25000000.0,,1507000000.0,3000000.0,,-669000000.0,,10000000.0,648000000.0,27000000.0,,,420000000.0,,2134000000.0,289000000.0,224000000.0,471000000.0,,,,28000000.0,270000000.0,-213000000.0,420000000.0,,,,1507000000.0,23000000.0,305000000.0,270000000.0,20000000.0,,0.0,199000000.0,5418000000.0,,1224000000.0,-664000000.0,,290000000.0,,8036000000.0,-20000000.0,33000000.0,,-608000000.0,2134000000.0,627000000.0,,471000000.0,,-73000000.0,156000000.0,,,,27000000.0,680000000.0,,471000000.0,9000000.0,627000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,-198000000.0,,2402000000.0,,,,,,,,3458000000.0,,,50000000,,54000000.0,,352000000.0,,,,,,,,,,-360000000.0,,167189456.0,,,,,,,,,,,,,,,-19000000.0,,325000000.0,,,1588000000.0,,847000000.0,,,,,0.3,,,50000000,50000000,,,,324000000.0,,-300000000.0,,,,,,,,,,,,,-19000000.0,12000000.0,,,1890000000.0,23000000.0,,,,,,,164857526.0,,,,,,-310000000.0,-275000000.0,,,,29000000.0,0.0,,421000000.0,,,,1890000000.0,,,,,,,-310000000.0,5046000000.0,1217000000.0,,,271000000.0,,,,,,0.3,,1890000000.0,,,,,,627000000.0,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,-352000000.0,,2446000000.0,,,,,,,,3394000000.0,,,52000000,,-11000000.0,,310000000.0,,,,,,,,,,-166000000.0,,169117894.0,,,,,,,,,,,,,,,-74000000.0,,423000000.0,,,1648000000.0,,922000000.0,,,,,0.31,,,52000000,52000000,,,,326000000.0,,0.0,,,,,,,,,,,,,83000000.0,10000000.0,,,1872000000.0,8000000.0,,,,,,,166600047.0,,,,,,-114000000.0,-42000000.0,,,,30000000.0,0.0,,445000000.0,,,,1872000000.0,,,,,,,-114000000.0,5042000000.0,1209000000.0,,,415000000.0,,,,,,0.31,,1872000000.0,,,,,,352000000.0,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,-219000000.0,,2464000000.0,,,,,,,,3382000000.0,,,-30000000,,10000000.0,,478000000.0,,,,,,,,,,203000000.0,,167023422.0,,,,,,,,,,,,,,,72000000.0,,245000000.0,,,1629000000.0,,907000000.0,,,,,-0.18,,,-30000000,-30000000,,,,351000000.0,,0.0,,,,,,,,,,,,,-15000000.0,13000000.0,,,1869000000.0,-33000000.0,,,,,,,167023422.0,,,,,,173000000.0,168000000.0,,,,-17000000.0,0.0,,429000000.0,,,,1869000000.0,,,,,,,89000000.0,5011000000.0,1197000000.0,,,241000000.0,,,,,,-0.18,,1869000000.0,,,,,,310000000.0,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
