date,annualNetOtherInvestingChanges,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,trailingChangeInWorkingCapital,annualTotalAssets,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyGoodwill,annualRetainedEarnings,trailingInvestingCashFlow,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,annualFreeCashFlow,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingEndCashPosition,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualDepreciationAndAmortization,quarterlyDilutedEPS,annualOtherNonCashItems,quarterlyInventory,annualStockholdersEquity,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualChangeInAccountPayable,annualOperatingCashFlow,annualNetPPE,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,annualBasicAverageShares,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,annualSaleOfInvestment,annualOtherIntangibleAssets,annualEbitda,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossPPE,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherNonCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualRepaymentOfDebt,annualDilutedEPS,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,annualDilutedAverageShares,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualInvestmentsAndAdvances,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,trailingNetIncomeContinuousOperations,annualStockBasedCompensation,quarterlyNetPPE,annualPurchaseOfBusiness,trailingOtherNonCashItems,trailingPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualBasicEPS,annualOperatingExpense,quarterlyAccumulatedDepreciation,annualInvestingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingOperatingExpense,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,trailingGrossProfit,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,annualCapitalStock,quarterlyRetainedEarnings,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyPretaxIncome,annualGoodwill,quarterlyRepurchaseOfCapitalStock,annualChangeInWorkingCapital,quarterlyEbitda,annualInventory,quarterlyStockBasedCompensation,annualDeferredIncomeTax,trailingChangeInInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualCashDividendsPaid,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingInterestExpense,trailingBasicEPS
1970-01-01 00:00:01.293753600,616000.0,12878000.0,,,,,,88557000.0,,,,,11533000.0,136326000.0,-304000.0,,,,,,-78126000.0,,119516000.0,188128000.0,,801520000.0,,1594738000.0,,14118000.0,,,81715000.0,8440000.0,,,,,,,46877000.0,,,181166000.0,96084000.0,,10125000.0,,,,,,,,,,,-4672000.0,,,9015000.0,,,,,1922000.0,62330000.0,,3376000.0,,,,264535000.0,,,,,-4387000.0,,,,,,217438000.0,,,,,,88557000.0,11533000.0,22238000.0,,,,,-13666000.0,,,,62154000.0,,,1838000.0,,165999000.0,-128019000.0,,,125744000.0,,,-325696000.0,,,,,,-162711000.0,117796000.0,,-358000.0,21161000.0,13112000.0,-778000.0,89449000.0,913000.0,,,-10701000.0,1006000.0,,,,,,,125979000.0,,,,-12255000.0,,,166852000.0,,-47596000.0,,-48212000.0,,18773000.0,,208783000.0,,1087888000.0,136516000.0,396911000.0,,,,1197827000.0,,,,,112914000.0,58017000.0,,,,,-27891000.0,,,,-21057000.0,-19551000.0,,,286368000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,-297000.0,,,,,,,,,1849000.0,,2213154000.0,-65358000.0,,,2331217000.0,,,,-298811000.0,,96966000.0,44369000.0,,-47695000.0,825757000.0,0.0,,1760658000.0,-7900000.0,4867000.0,,,-63737000.0,,6214000.0,,,,,,,,,97867000.0,,73050000.0,,111628000.0,,,,,,,,,-355000.0,,,,,,108401000.0,76945000.0,5067000.0,72440000.0,488588000.0,,,440333000.0,131948000.0,,,,,,,,,,,462096000.0,155355000.0,43519000.0,192493000.0,2020661000.0,719907000.0,0.0,,-65358000.0,,,35972000.0,108401000.0,,-251405000.0,,,,,,,13119000.0,,,,,,125979000.0,,,,153993000.0,,,,1890884000.0,,123737000.0,,,,-63382000.0,-13817000.0,,303000.0,,,,,,,,,,139649000.0,108401000.0,,0.0,,-6667000.0,,,244891000.0,,-80637000.0,,-80340000.0,,,,,,1115017000.0,,,,,,,,,58000.0,,121225000.0,,,,742688000.0,,-3507000.0,,169115000.0,,-27211000.0,,-231319000.0,,289260000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,-198000.0,,189701000.0,64762000.0,35742000.0,133775000.0,1868725000.0,,2333480000.0,880000.0,2024692000.0,2214761000.0,5184000.0,,,2333480000.0,1766233000.0,,741960000.0,-293627000.0,,94414000.0,127224000.0,,-52847000.0,803159000.0,0.0,,1766233000.0,18961000.0,15216000.0,-25585000.0,,25890000.0,23314000.0,7336000.0,28761000.0,,,15216000.0,,,31101000.0,,93416000.0,,9272000.0,181618000.0,111660000.0,-11715000.0,124451000.0,-13350000.0,-34263000.0,-1776756000.0,36874000.0,163223000.0,2214761000.0,18918000.0,137856000.0,29061000.0,,-25063000.0,-25585000.0,124451000.0,64762000.0,-2683000.0,84971000.0,496242000.0,,710000.0,464755000.0,133775000.0,,,,63210000.0,41758000.0,,-17995000.0,-127000.0,,,430426000.0,230534000.0,36874000.0,190069000.0,2024692000.0,783249000.0,0.0,,5184000.0,,,28761000.0,124451000.0,4000.0,-1778269000.0,,111660000.0,,,,,9894000.0,124451000.0,,,-52847000.0,430426000.0,108401000.0,0.0,94414000.0,,163223000.0,89167000.0,58000.0,124451000.0,1868725000.0,,112138000.0,252911000.0,,,6972000.0,-227955000.0,,0.0,496242000.0,,,,3699000.0,880000.0,,28114000.0,3854000.0,137856000.0,124451000.0,,710000.0,,-11066000.0,21452000.0,,154399000.0,-287007000.0,-66208000.0,-13354000.0,-66010000.0,49096000.0,,2692000.0,,190069000.0,1084782000.0,,,783249000.0,7336000.0,464755000.0,,0.0,,58000.0,-293627000.0,111228000.0,,,-21364000.0,741960000.0,,-17822000.0,33051000.0,181618000.0,0.0,-512000.0,,-287007000.0,,281623000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,89181000.0,,,1859989000.0,,2355632000.0,,2032796000.0,,,,,,1778110000.0,,736222000.0,,,,,,,,,,,,,,,,,,114847000.0,,,15002000.0,,,,,,,,176209000.0,,,,,,,41558000.0,190145000.0,2229723000.0,,139839000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118256000.0,,,,,,135713000.0,,,-64880000.0,404061000.0,,0.0,92744000.0,,,,57000.0,135713000.0,,,,,,,,,,,488003000.0,,,,,,,,,,,,,,,,,,-325759000.0,,,,,,,,196927000.0,,,,813762000.0,,495643000.0,,0.0,,,-275319000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,-1696000.0,,,,,,,,,,,772343000.0,11427000.0,,,1007636000.0,,0.0,,-10634000.0,,15878000.0,68276000.0,,648000.0,278791000.0,0.0,,668101000.0,3721000.0,5000000.0,,,11427000.0,,0.0,,,,,,,,,39000000.0,,5371000.0,,235293000.0,,,,,,,,,0.0,,,,,,25155000.0,21597000.0,-2486000.0,44715000.0,481073000.0,,,71525000.0,,,103981848.0,0.0,,,,,,0.0,,137284000.0,94775000.0,5862000.0,56265000.0,716078000.0,511778000.0,0.0,,11427000.0,,,27738000.0,25155000.0,,-17000000.0,0.109894,,2528000.0,,103981848.0,,-12501000.0,,,,,,22627000.0,,,,0.0,,,,936111000.0,,35203000.0,,,,11427000.0,1538000.0,,2256000.0,,,,,,,,,,0.0,25155000.0,-3462000.0,,,-1738000.0,,0.109894,41808000.0,,-38725000.0,,-40994000.0,,,,,,388875000.0,,,,,,,,,0.0,,44348000.0,,,,311892000.0,,-2957000.0,,10179000.0,,0.0,,-30705000.0,,110084000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,274680000.0,,62242000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-10017000.0,,,43611000.0,,,103981848.0,-0.096334,,,0.0,48610000.0,,,-0.096334,,,,-14914000.0,71923000.0,-30081000.0,-35051000.0,-2997000.0,,,,,,36003000.0,,-9606000.0,-10017000.0,,,,,,,,,,,,,95299000.0,44917000.0,,10996000.0,537000.0,,,,,,,,,,,,,,,,1357000.0,,,,,,,,,,,,,,,,,,,47494000.0,,,,,,369979000.0,,,,,,,,,,,-3536000.0,,103981848.0,50528000.0,-7262000.0,,,,,-38079000.0,,50382000.0,,,,,-31438000.0,,93680000.0,,5575000.0,,,,,,,,,,,,,,,,,-13142000.0,,0.0,,79079000.0,,1126000.0,,,,24429000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,-30519000.0,,252337000.0,39906000.0,-21211000.0,,3766993000.0,,4259671000.0,,2989335000.0,3231727000.0,-79746000.0,,,4259671000.0,2547717000.0,,1241429000.0,-90380000.0,,128478000.0,116292000.0,,-53711000.0,810085000.0,0.0,,2547717000.0,-1701000.0,14481000.0,10664000.0,,-69117000.0,42687000.0,8035000.0,27817000.0,,,14481000.0,,,45953000.0,,128289000.0,,25798000.0,227048000.0,1022880000.0,6868000.0,70742000.0,-68120000.0,-15564000.0,-3061000.0,68197000.0,459406000.0,3231727000.0,10041000.0,318463000.0,38520000.0,,10527000.0,10664000.0,70742000.0,39906000.0,11885000.0,119720000.0,1181388000.0,,,492678000.0,,,78016005.0,,70394000.0,46754000.0,,-16137000.0,19217000.0,-2540000.0,,816573000.0,199487000.0,68197000.0,242392000.0,2989335000.0,1336584000.0,0.0,,-79746000.0,,,27817000.0,70742000.0,-16497000.0,-479059000.0,-1.02,1022880000.0,45587000.0,,78016005.0,,-45094000.0,70742000.0,,,-53711000.0,816573000.0,25155000.0,0.0,128478000.0,,459406000.0,71923000.0,73000.0,70742000.0,3766993000.0,,112537000.0,322731000.0,,,-79158000.0,-23388000.0,,5432000.0,1181388000.0,,,,-25972000.0,,,-12217000.0,-17906000.0,318463000.0,70742000.0,1861433000.0,,40038000.0,-2305000.0,23640000.0,-1.02,137800000.0,-155196000.0,-1929680000.0,-51623000.0,-121421000.0,30412000.0,,4605000.0,,242392000.0,1064177000.0,,,1336584000.0,8035000.0,492678000.0,,0.0,,73000.0,-90380000.0,140315000.0,,,-15445000.0,1241429000.0,0.0,6255000.0,73195000.0,227048000.0,528000.0,835000.0,,-155196000.0,-1181000.0,254092000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,250219000.0,,-25753000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2454000.0,,,40586000.0,,,103981848.0,-0.0236,,,,46785000.0,,,-0.0236,,,,-7846000.0,63111000.0,-32444000.0,,-30085000.0,,,,,,34712000.0,,-2315000.0,-2454000.0,,,,,,,,,,,,,82712000.0,45060000.0,,-5023000.0,-16439000.0,,,,,,,,,,,,,-16518000.0,,,5000.0,,,,,,,,,,,,,,,,,,,85077000.0,,,,,,332931000.0,,,,,,,,,,,-2910000.0,,103981848.0,-28840000.0,-1967000.0,,,,,6915000.0,,37652000.0,,,,,-32449000.0,,6696000.0,,3031000.0,,,,,,,,,,,,,,,,,-5225000.0,,,,82146000.0,,1652000.0,,,,-21966000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,281853000.0,75052000.0,-13109000.0,,3851657000.0,,4390031000.0,,3036045000.0,,,,,,2589713000.0,,1294675000.0,,,,,,,,,,,,,-1609000.0,,,42620000.0,,123299000.0,135219726.0,-0.011899,86335000.0,,,48176000.0,,,-0.011899,,236508000.0,,-8420000.0,50457000.0,-71112000.0,,23869000.0,76536000.0,467670000.0,3325615000.0,,323033000.0,39562000.0,,-1670000.0,-1609000.0,,,,,,,,,,,,,107414000.0,49481000.0,,7038000.0,9031000.0,,,,,,,,,,,,,,,,3624000.0,,,1059558000.0,,,,,,50457000.0,,,-15798000.0,808851000.0,,0.0,128183000.0,,,63111000.0,73000.0,50457000.0,,,,389267000.0,,,,,,,1203925000.0,,,,3007000.0,,135219726.0,-49123000.0,-3303000.0,,,,,59904000.0,,57933000.0,,,-251609000.0,,-28164000.0,,15055000.0,,-2659000.0,,289570000.0,,,,1455534000.0,,538374000.0,,0.0,,,-94443000.0,,,,1337000.0,,,,92133000.0,,1176000.0,,,,1681000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,289300000.0,112700000.0,58449000.0,,3869800000.0,,4415600000.0,,3037800000.0,,,,,,2597500000.0,,1306500000.0,,,,,,,,,,,,,-3400000.0,,,45929000.0,,120600000.0,104096837.0,-0.03,54300000.0,,-4000000.0,49100000.0,,,-0.03,,235900000.0,,-15100000.0,68838000.0,-30940000.0,-33568000.0,-4073000.0,74500000.0,479400000.0,3334600000.0,,319700000.0,36200000.0,,-3100000.0,-3400000.0,,,,,,,,,,,,,102500000.0,36200000.0,,2882000.0,-1636000.0,,,,,,,,,,,,,,,,2676000.0,,,1076100000.0,,,,,,68800000.0,,,3000000.0,800400000.0,,0.0,129800000.0,,,50457000.0,1100000.0,68800000.0,,,,391800000.0,,,,,,,1209000000.0,,,,5200000.0,,104096837.0,49841000.0,-7177000.0,,,,,-37641000.0,,66300000.0,,,-285570000.0,,-29616000.0,,88065000.0,,-209000.0,,296800000.0,,,,1494617000.0,,545800000.0,,0.0,,,-97800000.0,,,,2100000.0,,0.0,,51200000.0,,1041000.0,,,,18381000.0,,,,,,,,,,,,,,,,,,
