date,annualChangesInAccountReceivables,trailingBeginningCashPosition,annualCurrentAssets,annualInterestExpense,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualNetIncomeCommonStockholders,trailingChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,annualOtherNonCurrentLiabilities,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualOtherNonCurrentAssets,annualEbitda,quarterlyGrossPPE,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualCurrentDebt,quarterlySellingGeneralAndAdministration,annualCostOfRevenue,annualOperatingCashFlow,annualOtherCurrentAssets,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,annualNetPPE,quarterlyCurrentDeferredRevenue,annualCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyInventory,quarterlyOtherIncomeExpense,annualOtherIntangibleAssets,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyGrossProfit,annualOtherNonCashItems,annualCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,trailingSaleOfInvestment,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,annualDilutedEPS,trailingPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualNetIncome,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyAccountsReceivable,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,annualIncomeTaxPayable,annualGoodwill,quarterlyTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualPretaxIncome,annualSaleOfInvestment,trailingOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingFreeCashFlow,quarterlyDilutedAverageShares,annualChangeInInventory,annualNetOtherInvestingChanges,annualBasicEPS,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyNetPPE,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualBasicAverageShares,trailingTotalRevenue,trailingCostOfRevenue,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualInventory,annualTotalRevenue,annualResearchAndDevelopment,annualAccountsPayable,trailingResearchAndDevelopment,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualGrossProfit,trailingChangeInInventory,quarterlyEbitda,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyInterestExpense,quarterlyAccountsPayable,quarterlyCurrentDebt,quarterlyDilutedEPS,annualGrossPPE,annualRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingStockBasedCompensation,annualOtherIncomeExpense,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualOperatingIncome,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingInterestExpense,trailingBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,trailingBasicEPS,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1970-01-01 00:00:01.419984000,-1844000.0,1459378000.0,156061000.0,181000.0,22286000.0,,-263482000.0,-15053000.0,261324809.0,1198610000.0,-11704000.0,113751000.0,-17998000.0,-88383000.0,-78836000.0,11334000.0,-1451860000.0,,2403000.0,-90879000.0,85996000.0,,124804000.0,5417000.0,-68913000.0,,1318253000.0,,,,85996000.0,,159188000.0,,1574000.0,,124573000.0,2458000.0,477000.0,-40528000.0,22916000.0,,23642000.0,,208907000.0,124006000.0,,,29367000.0,-958000.0,100423000.0,52846000.0,,,,118555000.0,0.0,-39135000.0,,-31159000.0,,,,113654000.0,-1455633000.0,,1084000.0,14180000.0,1535591000.0,,,640000.0,-178743000.0,,,2521000.0,18384000.0,280067000.0,-0.338211,-23691000.0,,,31611000.0,,87503000.0,,-88383000.0,-285128000.0,,-9658000.0,,,,7802000.0,,,,,-87478000.0,0.0,439060000.0,,,,,,,,77745000.0,-304010000.0,,-1252000.0,0.0,-0.338211,,,,309330000.0,-1395364000.0,-1455633000.0,17000.0,,,261324809.0,1681378000.0,1349269000.0,75000.0,,,1370000.0,160756000.0,11053000.0,5335000.0,133809000.0,,332109000.0,5994000.0,36183000.0,-673000.0,,-395789000.0,1536072000.0,2669794000.0,-986144000.0,,,4048000.0,2959000.0,,-2530000.0,769831000.0,,,,,41640000.0,-10000000.0,,1214457000.0,-51203000.0,98192000.0,1107000.0,63710000.0,-41593000.0,,88000.0,0.0,-88621000.0,113088000.0,85996000.0,40923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,-10866000.0,,229695000.0,32000.0,85996000.0,,,,261324809.0,,-2324000.0,176217000.0,-29346000.0,-103366000.0,,41410000.0,,,11539000.0,-107336000.0,116203000.0,,190886000.0,6039000.0,-58165000.0,,,,,,126631000.0,,180202000.0,,0.0,,184298000.0,-25097000.0,126000.0,,,,32876000.0,,244345000.0,200175000.0,,,50857000.0,4291000.0,111827000.0,,,,,185044000.0,10428000.0,-101765000.0,,71655000.0,,,,,,,-745000.0,16784000.0,,,,,-282126000.0,,,11730000.0,29261000.0,429870000.0,-0.395546,,,,39628000.0,,89120000.0,,-103366000.0,,,-52083000.0,,,,8704000.0,,,,,-87458000.0,0.0,,,,,0.0,,,,19163000.0,,,-2918000.0,-813000.0,-0.395546,,,,356172000.0,,,668000.0,,,261324809.0,,,87000.0,,,4086000.0,292124000.0,17732000.0,8904000.0,,,,6583000.0,107826000.0,,,,,,,,,20564000.0,4292000.0,,,,,,,,62222000.0,-1520000.0,,,-129442000.0,,-4911000.0,30207000.0,-76668000.0,,,0.0,-83060000.0,187816000.0,116203000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56786000.0,-52914000.0,90523000.0,,,,,,79464000.0,,,,,,,,,,,,-4051000.0,,,,,84688000.0,-13401000.0,201933000.0,,,,,,,,261324809.0,,,31774000.0,,,,,-13401000.0,,,-65592000.0,-64928000.0,,,,,,,-17978000.0,,,,,,,,,,-0.248457,,,,,,58749000.0,,,,,31541000.0,5591000.0,,31541000.0,-36477000.0,,,,261324809.0,,,,,-36477000.0,,,,,,,,,,,,,3522000.0,,,,,,,,,,,-56781000.0,,,,,-64928000.0,,,,219911000.0,,,5000.0,,,-0.248457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,4659000.0,,309884000.0,23000.0,116203000.0,676000.0,,,257463818.0,,-2281000.0,299755000.0,-45291000.0,-222867000.0,,45072000.0,,137259000.0,5335000.0,-224955000.0,170078000.0,611425000.0,320564000.0,5919000.0,-157309000.0,76414000.0,,-68004000.0,-85257000.0,88461000.0,170078000.0,6449000.0,137677000.0,-45291000.0,1858000.0,103067000.0,232598000.0,-114726000.0,676000.0,,,0.0,31123000.0,137677000.0,263756000.0,175891000.0,3947000.0,16991000.0,29963000.0,-3052000.0,347669000.0,,110541000.0,12861000.0,170078000.0,3210000.0,0.0,-139265000.0,45072000.0,-125670000.0,-125670000.0,347669000.0,,,,25284000.0,3252000.0,26414000.0,,,38329000.0,,-505006000.0,-72236000.0,-72240000.0,8546000.0,39554000.0,485775000.0,-0.87,,,-31855000.0,35074000.0,5335000.0,137259000.0,,-222867000.0,,0.0,-19936000.0,35074000.0,,175891000.0,6449000.0,,485775000.0,26414000.0,63177000.0,-196886000.0,18500000.0,,5919000.0,-2000.0,5786000.0,,,-66657000.0,0.0,17517000.0,,,93000.0,-4463000.0,-0.87,-505006000.0,-42118000.0,31123000.0,611425000.0,,,0.0,309884000.0,263756000.0,257463818.0,,,88000.0,170078000.0,-1047000.0,3947000.0,345670000.0,20809000.0,5990000.0,,170078000.0,,8633000.0,113072000.0,,-67995000.0,,,,,-72240000.0,29963000.0,28841000.0,0.0,201933000.0,,,9000.0,5990000.0,1858000.0,,76414000.0,-2492000.0,88000.0,,-29931000.0,,9888000.0,53875000.0,-24539000.0,8633000.0,,0.0,-207492000.0,199622000.0,170078000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70512000.0,-68033000.0,93945000.0,,,,,,89106000.0,,,,,,,,,,,,-373000.0,,,,,95140000.0,-6697000.0,484861000.0,,,,,,,,261324809.0,,,27107000.0,,,,,,,,-73076000.0,-73086000.0,,,,,,,294037000.0,,,,,,,,,,-0.279675,,,,,,66838000.0,,,,,,6252000.0,,,-59271000.0,,,,261324809.0,,,,,-59271000.0,,,,,,,,,,,,,1932000.0,,,,,,,,,,,-68262000.0,,,,,-73086000.0,,,,190824000.0,,,2250000.0,,,-0.279675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,,0.0,,,,,,,,,,,,172990000.0,,,,1138121000.0,,,,90268000.0,,-89659000.0,-82466000.0,101547000.0,,7741000.0,,-56144000.0,,101731000.0,,,,,,,,154029000.0,,,5723000.0,-7193000.0,,,,,108307000.0,-10696000.0,651060000.0,,,,45070000.0,,-73930000.0,804367000.0,317769175.0,,,25841000.0,,,,,,,,-92119000.0,-92119000.0,,,,,,624769000.0,186945000.0,,-205075000.0,,,,,0.0,,46532000.0,-0.289893,195984000.0,,,1064225000.0,,75706000.0,,,,2246000.0,,6739000.0,,,-89858000.0,,,,317769175.0,,,,-670150000.0,-71901000.0,34124000.0,,,,,868241000.0,333754000.0,,,,,651060000.0,2230000.0,,,,,,651060000.0,,,,,-82466000.0,,,,,-92119000.0,24260000.0,,,484861000.0,,,6747000.0,8067000.0,1974000.0,-0.289893,,,134000.0,,,,,,,7105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,,0.0,,,,,,,,,,,,200882000.0,,,,1332359000.0,,,,,,-134914000.0,-160716000.0,94094000.0,,8973000.0,,,,164833000.0,,,,,,,,185845000.0,,,7272000.0,32574000.0,,,,,171535000.0,-50081000.0,581474000.0,,,,27132000.0,,-219492000.0,882525000.0,317769175.0,,,10819000.0,,,,30952000.0,-50081000.0,,,-132831000.0,-132681000.0,,,,,,674411000.0,-69586000.0,,2362000.0,,,,,0.0,,57830000.0,-0.417539,254431000.0,,,1121199000.0,218451000.0,83275000.0,,,,2280000.0,69466000.0,7661000.0,,69466000.0,-89814000.0,,,,317769175.0,,,,-843885000.0,-89814000.0,47934000.0,,,,,866768000.0,449834000.0,,,,,581474000.0,-2147000.0,,,,,,581474000.0,,,,,-126453000.0,,,,,-132681000.0,42048000.0,,,651060000.0,,,8461000.0,9338000.0,1976000.0,-0.417539,,,205166000.0,,,,,,,9071000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,-24547000.0,,1720713000.0,26501000.0,170078000.0,1523000.0,,,205727195.0,,-6419000.0,563842000.0,-69055000.0,-560485000.0,,28216000.0,,133481000.0,3088000.0,-561166000.0,1347361000.0,1513149000.0,589668000.0,2701000.0,-481086000.0,143403000.0,,-253424000.0,-191141000.0,124604000.0,1365361000.0,9614000.0,295396000.0,-69055000.0,2013000.0,208172000.0,326878000.0,-334230000.0,1523000.0,,,4378000.0,74348000.0,295396000.0,637705000.0,267567000.0,9790000.0,-54000000.0,37333000.0,1822000.0,875444000.0,,214686000.0,-51140000.0,1347361000.0,960924000.0,18000000.0,-413976000.0,28216000.0,469025000.0,469025000.0,875444000.0,293324598.0,,,23545000.0,54521000.0,88118000.0,,30952000.0,69809000.0,,-1106545000.0,-263140000.0,-262660000.0,10745000.0,40922000.0,1988280000.0,-2.72,,726950000.0,765887000.0,61846000.0,3088000.0,133481000.0,726950000.0,-560485000.0,,0.0,-23428000.0,61846000.0,-0.9,267567000.0,9614000.0,30952000.0,1988280000.0,88118000.0,101059000.0,-548509000.0,0.0,,2701000.0,927401000.0,8671000.0,-18094000.0,-707823000.0,-192990000.0,18000000.0,134819000.0,,293324598.0,-5970000.0,2335000.0,-2.72,-1106545000.0,-113244000.0,74348000.0,1513149000.0,,,4378000.0,1720713000.0,637705000.0,205727195.0,,,167000.0,1347361000.0,8730000.0,9790000.0,414190000.0,29323000.0,8644000.0,,1365361000.0,,10747000.0,87312000.0,,-244381000.0,,,,,-262660000.0,37333000.0,28636000.0,-11381000.0,581474000.0,,,9043000.0,8644000.0,2013000.0,-0.9,143403000.0,-3888000.0,167000.0,,-118614000.0,,-22574000.0,1177283000.0,-79746000.0,10747000.0,,0.0,-502356000.0,1623843000.0,1347361000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,,,,,,,,,,,,,,,162909000.0,,,,1675899000.0,,,,,,-216341000.0,-198094000.0,155044000.0,,9523000.0,,,,196636000.0,,,,,,4104000.0,,313988000.0,,,13382000.0,-12756000.0,,,,,206619000.0,-21837000.0,1334402000.0,,,,58514000.0,,289052000.0,923604000.0,335147405.0,,,8525000.0,,,,30952000.0,,,,-216169000.0,-215613000.0,,,,,,745746000.0,-110576000.0,,2985000.0,,,,,,,70899000.0,-0.64,328131000.0,,,1970452000.0,375466000.0,146519000.0,,,,2455000.0,,10712000.0,,,-94360000.0,0.0,,,335147405.0,,,,-1322158000.0,-94360000.0,93939000.0,,,,,1642321000.0,752295000.0,,,,,1172426000.0,-755000.0,,,,,,1172426000.0,,,,,-207759000.0,,,,,-215613000.0,33614000.0,,,1444978000.0,,,8582000.0,13937000.0,,-0.64,,,167000.0,,,,,,,35965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,,,,,,,,,,,,,,184841000.0,,,,2123921000.0,,,,,,-250269000.0,-219517000.0,183779000.0,,8031000.0,,,,216924000.0,,,,,,3954000.0,,298404000.0,,,16906000.0,-30752000.0,,,,,228099000.0,-40014000.0,1633716000.0,,,,71006000.0,,228585000.0,1345998000.0,,,,8582000.0,,,,30952000.0,,,,-250788000.0,-250788000.0,,,,,,1145836000.0,299314000.0,,2938000.0,,,,,,,55114000.0,-0.748553,376067000.0,,,2355364000.0,404900000.0,175197000.0,,,,2369000.0,,12882000.0,,,-188753000.0,0.0,,,,,,,-1572861000.0,-188753000.0,121920000.0,,,,,1979297000.0,777923000.0,,,,,1477140000.0,-170000.0,,,,,,1477140000.0,,,,,-219517000.0,,,,,-250788000.0,29591000.0,,,1334402000.0,,,2973000.0,33920000.0,,-0.748553,,,170000.0,,,,,,,25030000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
