date,annualRepaymentOfDebt,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,trailingNetIncomeCommonStockholders,annualCapitalStock,trailingGrossProfit,annualDilutedAverageShares,annualBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,annualBasicAverageShares,quarterlySaleOfInvestment,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualTotalNonCurrentAssets,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,trailingCostOfRevenue,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualInventory,annualGoodwill,trailingFreeCashFlow,quarterlyGrossPPE,annualChangeInInventory,annualGrossProfit,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyEbitda,annualBasicEPS,trailingNetIncome,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyGoodwill,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalAssets,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualNetIncome,quarterlyFreeCashFlow,annualCostOfRevenue,annualTotalRevenue,annualLongTermDebt,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualPretaxIncome,annualCashDividendsPaid,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,annualTaxProvision,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,annualTotalAssets,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNonCurrentDeferredRevenue,annualAccountsPayable,trailingInvestingCashFlow,annualOperatingIncome,annualOtherCurrentAssets,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualSaleOfInvestment,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyEndCashPosition,quarterlyNetIncome,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,quarterlyChangeInInventory,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPretaxIncome,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualNetPPE,annualCurrentLiabilities,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualCurrentAssets,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingPurchaseOfInvestment,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,quarterlyChangesInAccountReceivables,trailingDilutedEPS,annualAccumulatedDepreciation,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue
1970-01-01 00:00:00.915062400,-100000000.0,406976087.25,100000000.0,,1597548.67,293837957.07,1129368873.46,,-88133409.49,,,4070282089.42,2015700000.0,2853497368.53,,1217502282.95,,,,,,636005389.51,,3740814363.77,3078459586.17,34942332.18,,-1470618007.5,,,,-6707480767.06,678490367.29,-18728023.21,,,4262255410.74,,,,,-207228735.56,,729127713.54,,,-77499.31,38535894.16,295933139.68,-475928961.48,-553672292.08,,325957855.62,2360972938.13,,18478672.67,2998858080.95,,-2190360285.37,56073.97,,707312725.31,,456841.55,299895773.63,,,,,,,,4070282089.42,,,,,,355338223.3,,,4388216.15,,,804705230.84,31360743.12,,250350000.0,,,,,,-223371348.3,,14279410.2,,293837957.07,,89652443.21,389548216.84,100000000.0,,5852355449.48,,,325957855.62,-117231891.24,150000000.0,,,2498159145.23,,1129368873.46,4904438835.84,3016557940.97,,523479460.75,,82605823.27,1806817024.74,261359879.47,0.0,3941032058.15,,,,879018873.46,,46382587.48,62539558.96,2495103550.71,,,,,,,,,,426816652.31,4785734871.49,,3048065.19,641624043.45,3078459586.17,377888578.53,330300943.78,-498909068.05,1163624472.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,,424918693.6,120000000.0,,100000000.0,323597461.25,490683654.92,,-638685218.54,,,,2015700000.0,,,1129368873.46,,,,,,,,4868816908.77,3992892744.83,41846702.87,,,,,,,,-10098586.87,,,,,,,,,,,,,22401247.02,45845660.09,,-1822252381.32,-998981993.28,,341123262.3,,,10916031.4,,,,1128365.41,,,,-1072291.44,349485308.09,,,,,,,,,,,,,,,,,3876488.42,,,1230021510.75,49654134.9,,111100000.0,,,,,800000.0,-615376349.43,,,,323597461.25,,103087727.04,452573035.13,350000000.0,,,,-900540000.0,341242442.11,-177519862.12,450000000.0,,119179.81,,,490683654.92,5393891421.29,,,,,53104588.04,,303639648.0,-15550.0,4143687519.4,,,,379583654.92,,27615477.06,72760220.09,,,,,,,,,479206.08,,470000000.0,,,3510105.87,620001630.25,3992892744.83,760021510.75,383605643.85,,525074512.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,-800000000.0,459925111.59,11271852.04,,4786144.82,343638005.37,493636580.7,,2952925.78,,,,2015700000.0,,,490683654.92,,,,,,,,5390000308.23,4244230464.72,46292536.46,,,,,,,,-270152.57,,,,,,,,,,,,,169407821.0,67128879.2,,-295974692.66,-343547242.24,,345848955.65,,,34194769.6,,,,5340634.35,,,,329388.4,412651639.91,,,,,,,,,,,,,,,,,7150619.16,,,1633084944.79,37054588.72,,160000000.0,,,,,1500000.0,87927886.28,,3442264.09,,343638005.37,,104469437.08,517121076.99,600000000.0,,,,,345848955.65,-151391705.35,150000000.0,,,,,493636580.7,5930040413.93,,,,,21658312.08,,345522760.71,0.0,4285683617.1,,,,333636580.7,,10517960.86,79881386.34,,,,,,,,,15711206.87,,1211621013.53,,,308501512.68,596980322.05,4244230464.72,421463931.26,431475128.52,,540040105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,-540000426.0,554982344.0,298294473.0,5070546337.0,120000000.0,401936897.0,1339135906.0,0.152288,640150524.0,,573959014.0,,2180700000.0,,,333636581.0,1339135906.0,,,,,,,5598382720.0,4505447900.0,53314105.0,0.0,,973787105.0,120957661.0,,,,41156752.0,2180700000.0,,,,,,,,,,,,710679075.0,84639012.0,,-419899350.0,-260997332.0,,405160019.0,,,41646954.0,,,,5989324.0,,,4505447900.0,-648689.0,515063530.0,1397616490.0,,,4505447900.0,630020098.0,,0.152288,,,,,62087710.0,365348801.0,,120000000.0,,26011436.0,1275085684.0,,1905105782.0,5997344.0,,365348801.0,815449.0,,,,604679075.0,314218684.0,6995999210.0,62087710.0,5598382720.0,401936897.0,,154475256.0,669538786.0,549059904.0,,,549059904.0,-290000000.0,405160019.0,-245085875.0,100000000.0,298294473.0,,,,973787105.0,6995999210.0,,,,,120957661.0,,430424518.0,0.0,5070546337.0,306000000.0,,,973787105.0,100000000.0,124977580.0,108175371.0,,,,5989324.0,,,,1905105782.0,815449.0,,1275085684.0,,,306000000.0,573959014.0,4505447900.0,630020098.0,575216016.0,,1397616490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,,5166636247.44,,,,,,19002811.27,568203686.8,,,,,,1039839442.41,,,,,,,,,,0.0,,921117903.48,88101094.21,0.036407,,,,2180700000.0,,,,,,,,,,95973629.98,150488523.86,,,,,,,,,,,,,,,,,4555924152.47,,,1099996714.72,101597729.81,,4555924152.47,575026805.69,109082339.14,,,,4051813.39,,158177620.37,118721538.93,,7728047.1,,,977296178.72,,,,35512082.61,,2099208.66,,0.036407,,,,6740504931.13,,5640508216.41,,,,,,11348859.17,,274416815.44,,,,,262432571.0,,,96089909.5,,,,,,,,,,,,306000000.0,,7484609.33,,220000000.0,,,,,96089909.5,6143426.85,97545916.42,,114976441.25,1552322984.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,5261724628.0,,,,,,29201470.73,562448360.0,,,,,,927446172.0,,,,,,,,,,0.0,,832660552.0,78142820.0,,,,,2180700000.0,,,,,,,,,,94722480.02,160832987.14,,,,,,,,,,,,,,,,,4599767148.0,,,980186060.0,100715044.19,,4599767148.0,658838906.0,108367466.86,,,,4127170.61,,253266001.0,94785620.0,,6545401.0,,,711958375.0,,,,36909036.39,,958534.0,,,,,,6655567101.0,,5675381041.0,,,,,,20872628.83,,24418290.0,,,,,255185219.0,,,95088381.5,,,,,,,,,,,,306000000.0,,7652422.67,,470000000.0,,,,,95088381.5,5728889.0,96587873.58,,123923950.75,1370797281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,5352087471.54,,,,,,22639812.97,556693032.7,,,,,,860131001.28,,,,,,,,,,0.0,,796140332.05,73747333.82,,,,,2180700000.0,,,,,,,,,,112223002.62,172718213.29,,,,,,,,,,,,,,,,,4642509840.83,,,919238578.1,125442423.33,,4642509840.83,547629361.5,121860260.33,,,,33687897.93,,343628844.47,63990669.23,,5075015.83,,,703920721.56,,,,37855397.7,,1789006.76,,,,,,6628974428.76,,5709735850.66,,,,,,13808970.15,,24418290.5,,,,,247504684.0,,,90362842.6,,,,,,,,,,,,306000000.0,,-3582163.0,,410000000.0,,,,,90362842.6,5617274.2,91754525.4,,134862815.59,1251550083.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,-1396225706.0,552067297.0,240311883.0,5160312772.0,12390266.0,351353919.0,977520897.0,0.133123,-136991208.0,37252344.03,550937706.0,,2180700000.0,,,912512105.0,977520897.0,,,,,,,5897184592.0,4687033550.0,74600684.0,0.0,,977520897.0,95953763.0,,,,15260642.0,2180700000.0,,,,,,,,,,78512904.38,169742961.71,30900000.0,108096439.0,,-207057957.0,-305901252.0,,357416724.0,,,24927053.0,,,,6006430.0,,,4687033550.0,115251.0,489528456.0,1025318059.0,77802879.67,,4687033550.0,1023886904.0,91175063.67,0.133123,,,6274471.07,,28067974.0,0.0,,12390266.0,,-28605318.0,716149665.0,,1740036569.0,-237441629.0,53977713.3,0.0,2249094.0,,,,900000.0,135295146.0,6922502651.0,28067974.0,5897184592.0,351353919.0,,164254230.0,653782686.0,24418881.0,28570225.85,,24418881.0,-43446602.0,405558077.0,-260865371.0,610000000.0,240311883.0,48141353.0,,69812785.4,775520897.0,6922502651.0,,,,,95953763.0,,381432017.0,0.0,5160312772.0,416000000.0,,13372184.0,977520897.0,610000000.0,379731526.0,121582167.0,,,69812785.4,6006430.0,71528408.6,,115765248.41,1740036569.0,2249094.0,,716149665.0,,,416000000.0,550937706.0,4687033550.0,1023886904.0,441196398.0,,1025318059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,5252357709.0,,,,,,22846774.0,545182378.0,,,,,,833100752.0,,-713035986.0,,,,-38751851.0,,,,0.0,,833100752.0,112775704.0,0.034874,,,,2180700000.0,775520897.0,,,-121074133.0,-5188971.0,,,,,104424736.0,166585463.0,,,,,,,,,-144420145.0,,,119849674.0,,,,,5111126112.0,,,900288324.0,106668187.0,,5111126112.0,987366014.0,147644115.0,,,8798960.0,13215731.0,,120112911.0,0.0,,10484840.0,,,959027016.0,,,,39313953.0,,3682509.0,32948150.0,0.034874,,,,7222062452.0,,6321774128.0,,-1224459.0,,,,14253137.0,,275224507.0,,,,,231769491.0,,,92044936.0,,,,,,,,,,,,461328809.0,0.0,8027778.0,,78000000.0,,,,631100752.0,92044936.0,6523371.0,93452456.0,322674016.0,127271510.0,1946393030.0,,-421457.0,,,-9598430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,5866866029.0,,,,,,17257084.0,412925238.0,,,,,,695552489.0,,-51219906.0,,,,-67755436.0,,,,0.0,,695552489.0,205725249.0,,,,,2180700000.0,631100752.0,,,-55567843.0,86228405.0,,,,,78221680.0,123125821.0,,,,,,,,,-125548263.0,,,70249883.0,,,,,4100778699.0,,,1301446118.0,731946377.0,,4100778699.0,574196478.0,759497280.0,,,2343124.0,115128828.0,,735521231.0,0.0,,4081939.0,,,979532554.0,,,,27647057.0,,3197078.0,20692719.0,,,,,7443714537.0,,6142268419.0,,14682040.0,,,,10911793.0,,277304920.0,,,,,224810750.0,,,615408321.0,,,,,,,,,,,,1441501473.0,30000000.0,6858184.0,,205000000.0,,,,505552489.0,615408321.0,6178937.0,616817549.0,-111912808.0,95478764.0,1553729032.0,,-376772.0,,,-252773612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
