date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualRetainedEarnings,annualDilutedAverageShares,quarterlyCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,trailingChangeInAccountPayable,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,annualEndCashPosition,annualCurrentDebt,annualNetIncome,annualDilutedEPS,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingEndCashPosition,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualOperatingIncome,annualAccountsPayable,annualBasicAverageShares,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyInterestExpense,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,annualIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyInventory,quarterlyEndCashPosition,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCurrentAssets,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,annualRepaymentOfDebt,annualBeginningCashPosition,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,annualGrossPPE,quarterlyCapitalStock,trailingCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyDilutedAverageShares,trailingOtherNonCashItems,quarterlyAccountsPayable,quarterlyTotalRevenue,annualBasicEPS,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualStockBasedCompensation,annualChangeInInventory,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,annualTotalRevenue,annualCapitalStock,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,annualInterestExpense,quarterlyCurrentLiabilities,trailingNetIncome,annualGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetPPE,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,quarterlyPretaxIncome,annualGrossProfit,annualInventory,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,annualDeferredIncomeTax,quarterlyTaxProvision,trailingChangeInInventory,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.778291200,,,-130894000.0,,,,,,,,,,,,952555000.0,1072530000.0,,,,-129821000.0,11311019000.0,,,,,-108374000.0,,,,,,,,,,1664829000.0,,1200000.0,1358879000.0,0.00667,,,249686000.0,,,,2789701000.0,,,,,,,,,-1837022000.0,,,,,8870000.0,,,,1200000.0,1200000.0,,,,,1781217000.0,,,,,179910045.0,,,,,,,,,,,3878556000.0,,,,,,,,,0.00667,,,,,,416338000.0,3370090000.0,,,480074000.0,,-78823000.0,,,,,,-4205779000.0,-58981533000.0,,,-828662000.0,,,,,363401000.0,,24700000.0,,,822844000.0,,611842000.0,179910045.0,258649000.0,,24700000.0,,,,61267000.0,-162051000.0,,,,,,,-179793000.0,146194000.0,,,1093419000.0,,,,,7940929000.0,,,,,-189238000.0,,540155000.0,,,416338000.0,,,,,,,,,1705261000.0,,24700000.0,,,,-5331000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.786153600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,0.00667,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,1200000.0,,,,,,,,,,179910045.0,,,,,,,,,,,,,,,,,,,,0.00667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700000.0,,,,,,179910045.0,,,24700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.793929600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,0.00667,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,1200000.0,,,,,,,,,,119940030.0,,,,,,,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24800000.0,,,,,,179910045.0,,,24800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24800000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.801878400,-4600000.0,,,88400000.0,103200000.0,,,11300000.0,10700000.0,-42100000.0,61219390.0,29800000.0,47800000.0,,,,-22800000.0,,87800000.0,,,100000.0,,2000000.0,-75500000.0,,65600000.0,87800000.0,0.0,300000.0,4900000.0,0.08004,3500000.0,77600000.0,8400000.0,,77600000.0,1300000.0,,,,,,17200000.0,4800000.0,54417236.0,,8400000.0,,-26900000.0,,,,4700000.0,,,,,1700000.0,,,,,,1300000.0,1300000.0,103200000.0,2000000.0,600000.0,500000.0,,29800000.0,,,,,,29100000.0,,,4900000.0,,,88400000.0,14800000.0,18100000.0,,600000.0,15100000.0,21900000.0,-26900000.0,,100000.0,,29100000.0,,,2000000.0,600000.0,,9700000.0,,,,1400000.0,,2000000.0,,12100000.0,,,11500000.0,,,,37100000.0,4000000.0,,0.0,47800000.0,300000.0,2000000.0,,2000000.0,-57000000.0,,,,,,,,4800000.0,24800000.0,0.090045,,,,,500000.0,16200000.0,,-100000.0,37100000.0,-26600000.0,,,,-3800000.0,,-19000000.0,,4900000.0,9700000.0,,,,99000000.0,4000000.0,,,,7200000.0,14800000.0,,,,18100000.0,-1700000.0,-19000000.0,,33400000.0,1700000.0,,,-57000000.0,-42100000.0,-700000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.809827200,,1000000.0,,101900000.0,,,22700000.0,,,,,37700000.0,60900000.0,,,,,,101200000.0,,,0.0,3800000.0,,,,,,,,,,,98600000.0,,,,2400000.0,,0.030015,1700000.0,,,,,,,,2600000.0,,-700000.0,,,,,,,,,0.0,,0.0,,13000000.0,2400000.0,2400000.0,118100000.0,,500000.0,700000.0,,,,,,79960020.0,-12100000.0,,,,,,,,,,,,,,-21300000.0,2000000.0,,,40900000.0,0.030015,-11400000.0,,,5500000.0,,,,,,,4500000.0,,,,,,,,,,7200000.0,,,,,1400000.0,,1400000.0,7500000.0,9700000.0,,,-700000.0,,79960020.0,,,35700000.0,,,,,,,,,,38500000.0,,,,1700000.0,,,-19000000.0,,,,,-700000.0,,,,,,,,16200000.0,,,,19500000.0,,,4100000.0,,,,,9200000.0,-39700000.0,,1700000.0,,,-2400000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.817689600,,3400000.0,,56000000.0,,,25000000.0,,,,,113900000.0,77500000.0,,,,,,55000000.0,,,100000.0,4100000.0,,,,,,,,,,,191400000.0,,,,2800000.0,,0.03335,2100000.0,,,,,,,,2500000.0,,100000.0,,,,,,,,,0.0,,-200000.0,,14400000.0,2800000.0,2800000.0,103700000.0,,3300000.0,900000.0,,,,,,83958021.0,-14700000.0,,,,,,,,,,,,,,84600000.0,0.0,,,52000000.0,0.03335,-10900000.0,,,6100000.0,,,,,,,4900000.0,,,,,,,,,,,,,,,73200000.0,,73200000.0,8300000.0,80400000.0,,,-2800000.0,,83958021.0,,,39400000.0,,,,,,,,,,41200000.0,,,,6200000.0,,,-19000000.0,,,,,71900000.0,,,,,,,,47700000.0,,,,22200000.0,,,4900000.0,,,,,10400000.0,-36900000.0,,2100000.0,,,-200000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.820368000,-14400000.0,,,,77900000.0,,,1600000.0,100700000.0,-38200000.0,118636334.0,,,,,,-29600000.0,,,,,,,2400000.0,,,57400000.0,55300000.0,0.0,600000.0,9100000.0,0.076705,4600000.0,,11100000.0,,164000000.0,,,,,,,18500000.0,7900000.0,109145427.0,,8500000.0,,82800000.0,,,,4400000.0,,,,,,,,,,,,,,30200000.0,,,,75500000.0,,,,,,59800000.0,,,9100000.0,,,57100000.0,20800000.0,25500000.0,,3200000.0,6300000.0,22900000.0,,,1300000.0,,,,,30200000.0,28100000.0,,12300000.0,,,,2000000.0,,,,57000000.0,,,9400000.0,,,,45400000.0,,,700000.0,88500000.0,,,,,,,,,,,,,,,0.083375,,,,,500000.0,13800000.0,,-300000.0,,-35100000.0,,,,-4700000.0,,,-1000000.0,6500000.0,,,,,89700000.0,,,,,6300000.0,,,,,,-32800000.0,-19900000.0,,32300000.0,2500000.0,,,,,-500000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.828230400,,-8300000.0,,109000000.0,,,33300000.0,,,,,88900000.0,139300000.0,,,,,,107800000.0,,,1200000.0,4900000.0,,,,,,,,,,,228200000.0,,,,4300000.0,,0.036685,2500000.0,,,,,,,,1900000.0,,-800000.0,,,,,,,,,0.0,,400000.0,,16900000.0,4300000.0,4300000.0,136800000.0,,3300000.0,,,,,,,107446277.0,-67300000.0,,,,,,,,,,,,,,87100000.0,30200000.0,,,96300000.0,0.04002,-61500000.0,,,7400000.0,,,,,,,8700000.0,,,,,,,,,,,,,,,10600000.0,,10600000.0,9500000.0,50200000.0,,,-5800000.0,,117214120.0,,,50200000.0,,,,,,,,,,59600000.0,,,,-2500000.0,,,-19900000.0,,,,,-19600000.0,,,,,,,,27800000.0,,,,39700000.0,,,7300000.0,,,,,12000000.0,-33900000.0,,3000000.0,,,-10300000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,-11700000.0,,59600000.0,,,43300000.0,,,,,131400000.0,159600000.0,,,,,,59100000.0,,,0.0,6100000.0,,,,,,,,,,,291000000.0,,,,5700000.0,,0.043355,3500000.0,,,,,,,,2200000.0,,200000.0,,,,,,,,,0.0,,1200000.0,,21300000.0,5700000.0,5700000.0,83000000.0,,3500000.0,500000.0,,,,,,131472725.0,-24200000.0,,,,,,,,,,,,,,203500000.0,0.0,,,111600000.0,0.043355,-18200000.0,,,9700000.0,,,,,,,8600000.0,,,,,,,,,,,,,,,40000000.0,,40000000.0,11600000.0,59300000.0,,,-6000000.0,,131472725.0,,,64600000.0,,,,,,,,,,64400000.0,,,,-5700000.0,,,-19900000.0,,,,,29400000.0,,,,,,,,23400000.0,,,,44500000.0,,,9800000.0,,,,,15200000.0,-28200000.0,,4100000.0,,,-16200000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.844041600,,3900000.0,,80000000.0,,,49500000.0,,,,,115900000.0,204500000.0,,,,,,79000000.0,,,-100000.0,6500000.0,,,,,,,,,,,320400000.0,,,,-1200000.0,,-0.00667,4300000.0,,,,,,,,1700000.0,,-29000000.0,,,,,,,,,0.0,,400000.0,,23800000.0,-1200000.0,6500000.0,110700000.0,,3800000.0,1100000.0,,,,,,119940030.0,-49700000.0,,,,,,,,,,,,,,204400000.0,0.0,,,151300000.0,-0.00667,-43400000.0,,,10700000.0,,,,,,,14900000.0,,,,,,,,,,,,,,,5400000.0,,5400000.0,13100000.0,5000000.0,,,-6300000.0,,124937531.0,,,73300000.0,,,,,,,,,,69300000.0,,,,10200000.0,,,-19900000.0,,,,,-34500000.0,,,,,,,,30700000.0,,,,49400000.0,,,10900000.0,,,,,17400000.0,-29300000.0,,4400000.0,,,-2200000.0,700000.0,,,,,,,,,,,,,,
