date,annualOtherIntangibleAssets,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,trailingNetIncomeCommonStockholders,annualCapitalStock,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyAccumulatedDepreciation,trailingGrossProfit,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyOtherCurrentAssets,trailingInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,annualBasicEPS,annualTotalNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingOperatingExpense,quarterlyAccountsPayable,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,annualBeginningCashPosition,annualPurchaseOfBusiness,annualInvestingCashFlow,annualCapitalExpenditure,annualInventory,annualBasicAverageShares,trailingNetIncome,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,trailingCostOfRevenue,annualStockBasedCompensation,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualGrossProfit,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyCurrentAssets,annualOtherShortTermInvestments,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,annualOperatingIncome,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualTotalRevenue,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyTotalAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,annualTaxProvision,trailingEndCashPosition,annualPretaxIncome,annualLongTermDebt,trailingTotalRevenue,annualEndCashPosition,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCurrentDebt,trailingOperatingIncome,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualAccountsReceivable,annualDepreciationAndAmortization,annualDilutedAverageShares,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,quarterlyInventory,trailingPretaxIncome,quarterlyAccountsReceivable,annualDilutedEPS,annualOperatingCashFlow,annualCurrentAssets,annualCurrentLiabilities,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualEbitda,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualOtherIncomeExpense,trailingCommonStockIssuance,annualGoodwill,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure
1970-01-01 00:00:00.985996800,194811000.0,-649932000.0,22473000.0,,-363933000.0,647639000.0,301381000.0,-380859000.0,,162363000.0,-29762000.0,,29517000.0,,19283000.0,,10904000.0,,,-61930000.0,,0.0,-1.03,526905000.0,,-42681000.0,490555000.0,56839000.0,-157631000.0,224887000.0,441000.0,,470658000.0,,-638458000.0,,1537000.0,2895000.0,-52757000.0,-34013000.0,19776000.0,618375185.0,-363933000.0,,199798000.0,-2413000.0,1036771000.0,,27506000.0,202181000.0,,,-365997000.0,-63691000.0,109865000.0,,,,,-442789000.0,414485000.0,,-115022000.0,-133098000.0,,240571000.0,350436000.0,,-25055000.0,,,643499000.0,2593000.0,-638483000.0,6758000.0,159500000.0,-631675000.0,,1199134000.0,20893000.0,,,,-308295000.0,0.0,,420003000.0,61761000.0,,226903000.0,60115000.0,42926000.0,618375185.0,,,22473000.0,,-363404000.0,,-1.03,-99085000.0,116594000.0,112663000.0,-638483000.0,0.0,-561243000.0,332924000.0,301822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,1464350000.0,,567109000.0,,,3263661000.0,190940000.0,,,,-66846000.0,,58840000.0,,546196000.0,,,,,,,0.0,0.03,2597889000.0,,,1334388000.0,148857000.0,-200019000.0,383471000.0,58846000.0,,,,26549000.0,,20893000.0,387570000.0,366603000.0,-22848000.0,63897000.0,899708677.0,,,-42249000.0,29700000.0,,,9659000.0,,,,,129929000.0,447031000.0,,,,,,513049000.0,,63560000.0,266813000.0,,673845000.0,1120876000.0,,0.0,,,3563184000.0,,26282000.0,27085000.0,,53901000.0,,,567109000.0,,,,,0.0,,,200098000.0,,3047787000.0,334289000.0,104449000.0,1398689593.0,,,567109000.0,,,,0.02,289661000.0,965295000.0,263263000.0,26282000.0,0.0,168009000.0,1134369000.0,249786000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,1388486000.0,,497167000.0,,,3263661000.0,205381000.0,,,,-60736000.0,,70548000.0,,-70012000.0,,,,,,,-8904000.0,0.3,3231914000.0,,,2139080000.0,169580000.0,-294822000.0,623711000.0,80905000.0,,,,367552000.0,,567109000.0,0.0,-735015000.0,-745736000.0,91741000.0,1233661176.0,,,0.0,-27844000.0,,,11645000.0,,,,,47027000.0,1080602000.0,,,,,,794351000.0,,456891000.0,-95237000.0,,1069470000.0,2150072000.0,,0.0,,,4186758000.0,,367575000.0,77717000.0,,445246000.0,,,497167000.0,,,,,0.0,,,395002000.0,,3390082000.0,365936000.0,178712000.0,2395888983.0,,,497167000.0,,,,0.15,650499000.0,954844000.0,501318000.0,367575000.0,0.0,635603000.0,1844258000.0,293033000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,1574338000.0,,373623000.0,,,3088635000.0,237758000.0,,,,-215258000.0,,60636000.0,,-124617000.0,,,,,,,3839000.0,-0.06,3439609000.0,,,2246438000.0,313755000.0,-389818000.0,839876000.0,362547000.0,,,,-89956000.0,,497167000.0,,-120609000.0,-123769000.0,128977000.0,1410756130.0,,,8017000.0,-37236000.0,,,7439000.0,,,,,-126572000.0,831444000.0,,,,,,1097705000.0,,-8432000.0,-144347000.0,,1605665000.0,2437109000.0,,0.0,,,4422706000.0,,-89920000.0,74085000.0,,-15871000.0,,,373623000.0,,,,,0.0,,,398431000.0,,3323001000.0,480497000.0,229395000.0,1410756130.0,,,373623000.0,,,,-0.06,-20578000.0,983097000.0,483465000.0,-89920000.0,0.0,220963000.0,1856620000.0,614240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,1345881000.0,,598772000.0,,,3092774000.0,165501000.0,,,,-79160000.0,,53793000.0,,224044000.0,,,,,,,166949000.0,0.07,3122543000.0,,,2304913000.0,288431000.0,-529309000.0,821686000.0,316961000.0,,,,104257000.0,,367203000.0,,-25725000.0,-32594000.0,183710000.0,1480810328.0,,,6918000.0,-54733000.0,,,6083000.0,,,,,-120187000.0,1127001000.0,,,,,,943607000.0,,305315000.0,295500000.0,,1805171000.0,2932172000.0,,1009000.0,,,4428379000.0,,104257000.0,58887000.0,,163144000.0,,,593361000.0,,,,,0.0,,,372713000.0,,3482712000.0,523354000.0,234004000.0,2406380821.0,,,598772000.0,,,,0.04,328094000.0,1305836000.0,442084000.0,104257000.0,0.0,403231000.0,1775604000.0,501523000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,1300881000.0,,671203000.0,,,3101643000.0,3399597000.0,,,,-241515000.0,,0.0,,85255000.0,,,,,,,-7124000.0,0.28,2999699000.0,,,2250417000.0,244798000.0,-653421000.0,718390000.0,314723000.0,,,,440766000.0,,593361000.0,,-75908000.0,-84246000.0,214053000.0,1486485622.0,,,14812000.0,-30513000.0,,1540000.0,11484000.0,,,,,-59366000.0,1290156000.0,,,,170000.0,,1085190000.0,,571766000.0,475464000.0,,2031868000.0,3322024000.0,,-12894000.0,,,4484787000.0,,440766000.0,74516000.0,,515282000.0,180834000.0,,671033000.0,-447167000.0,,79570000.0,,5411000.0,,,450931000.0,,3397537000.0,592624000.0,143967000.0,2408458336.0,,,671033000.0,,,,0.18,559710000.0,1485088000.0,569971000.0,440766000.0,25912000.0,670733000.0,1596996000.0,515219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,1300881000.0,,863029000.0,,,2411829000.0,3356823000.0,,,,-84730000.0,,0.0,,191995000.0,,,,,,,-6766000.0,0.18,2952543000.0,,,2369063000.0,,-797398000.0,793161000.0,304887000.0,,,,342413000.0,,671033000.0,,-100675000.0,-114371000.0,202739000.0,1940435057.0,,,310000.0,11314000.0,,8817000.0,9384000.0,,,,,23157000.0,1216121000.0,,,,746000.0,,1244604000.0,,422960000.0,429791000.0,,2029042000.0,3245163000.0,,-5442000.0,,,4601427000.0,,344435000.0,71163000.0,,413576000.0,285352000.0,,862283000.0,-397202000.0,,127186000.0,,5411000.0,,,485700000.0,,3356785000.0,,156588000.0,2413745919.0,,,862283000.0,,,,0.14,544162000.0,1648884000.0,635307000.0,344435000.0,5442000.0,579548000.0,1571665000.0,609297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,1300881000.0,,872975000.0,,,2411829000.0,3409539000.0,,,,-446274000.0,,0.0,,-11327000.0,,,,,,,-6480000.0,0.22,2947836000.0,,,2519198000.0,,-942581000.0,760502000.0,312558000.0,,,,521323000.0,,862283000.0,,-46223000.0,-70417000.0,189091000.0,2411828881.0,,,0.0,4839000.0,,23540000.0,16524000.0,,,,,-81273000.0,1395950000.0,,,,972000.0,,1188775000.0,,635448000.0,586539000.0,,2087844000.0,3483794000.0,,-1594000.0,,,4598314000.0,,521323000.0,97601000.0,,618924000.0,288018000.0,,872003000.0,-542661000.0,,76805000.0,,5411000.0,,,,,3409496000.0,,135304000.0,2416646866.0,,,872003000.0,,,,0.22,656956000.0,1650478000.0,567938000.0,521323000.0,1594000.0,770752000.0,1576617000.0,620837000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,1300881000.0,,895399000.0,,,2412497000.0,19441000.0,,,,-206278000.0,,0.0,,46960000.0,,,,,,,6063000.0,0.11,2775397000.0,,,2343741000.0,,-939726000.0,763018000.0,294610000.0,,,,257484000.0,,872003000.0,,-44494000.0,-48738000.0,188872000.0,2412357791.0,,,1116000.0,-8507000.0,,28574000.0,10417000.0,,,,,17507000.0,1085917000.0,,,,27000.0,,1215879000.0,,322899000.0,337460000.0,,2205584000.0,3291501000.0,,-3554000.0,,,4333297000.0,,257484000.0,54998000.0,,312482000.0,364822000.0,,895372000.0,-458375000.0,,142724000.0,,25615000.0,,,,,3117375000.0,436115000.0,133194000.0,2412650773.0,,,895372000.0,,,,0.11,386198000.0,1557900000.0,537006000.0,257484000.0,-6548000.0,456093000.0,1404015000.0,678873000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,1300881000.0,,794527000.0,1300881000.0,,2412497000.0,22705000.0,,-1076863000.0,,-216640000.0,291029000.0,0.0,3514473000.0,-136609000.0,7409000.0,,794527000.0,116869000.0,,794527000.0,10661000.0,0.13,3165387000.0,2412497000.0,,2874675000.0,,-1076863000.0,874890000.0,291029000.0,2874675000.0,,466053000.0,320757000.0,,895372000.0,-235000.0,-479322000.0,-480125000.0,133916000.0,2412496881.0,,1797812000.0,0.0,54956000.0,,14243000.0,11220000.0,,0.0,0.0,,45304000.0,1277427000.0,,139466000.0,1480099000.0,0.0,,1127675000.0,611862000.0,402537000.0,89984000.0,515813000.0,1848772000.0,3126199000.0,,-1545000.0,139466000.0,4645486000.0,4645486000.0,,320757000.0,72943000.0,,393700000.0,202079000.0,,794527000.0,0.0,3165387000.0,116869000.0,,7409000.0,22705000.0,,466053000.0,1127675000.0,3514473000.0,541451000.0,131838000.0,2412523781.0,202079000.0,546000.0,794527000.0,133916000.0,,541451000.0,0.13,570109000.0,1480099000.0,611862000.0,320757000.0,546000.0,536758000.0,1797812000.0,515813000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
