,timestamp,annualInterestExpense,annualChangesInAccountReceivables,annualBeginningCashPosition,trailingInterestExpense,annualBasicAverageShares,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualBasicEPS,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentDeferredRevenue,annualDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualOtherCurrentAssets,annualTaxProvision,annualCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualCurrentDebt,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyEbitda,annualResearchAndDevelopment,annualInventory,quarterlyOtherNonCashItems,trailingTaxProvision,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyBasicEPS,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualOperatingExpense,annualChangeInInventory,quarterlyTotalRevenue,trailingFreeCashFlow,annualDilutedEPS,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,annualLongTermDebt,annualAccountsReceivable,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredRevenue,annualNetIncome,annualGoodwill,annualTotalAssets,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualTotalRevenue,annualPurchaseOfInvestment,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,trailingTotalRevenue,annualEndCashPosition,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,annualOperatingIncome,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualEbitda,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingChangeInAccountPayable,trailingOtherNonCashItems,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
10,481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450744000.0,,,,,,,,,,,,,,,,,,,,,,,9769000000.0,,,,,,,,,0.41,,9769000000.0,,,,,,,,,,,,,,,,,,,9769000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2450744000.0,,,,,,,,,,,,,,,986000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,
11,488937600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450744000.0,,,,,,,,,,,,,,,,,,,,,,,11434000000.0,,,,,,,,,0.58,,11434000000.0,,,,,,,,,,,,,,,,,,,11434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2450744000.0,,,,,,,,,,,,,,,1414000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
12,496886400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454832000.0,,,,,,,,,,,,,,,,,,,,,,,11698000000.0,,,,,,,,,0.6,,11698000000.0,,,,,,,,,,,,,,,,,,,11698000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2454832000.0,,,,,,,,,,,,,,,1474000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
13,504835200,443000000.0,,0.0,,2455056180.0,26070000000.0,1303000000.0,,,,,6884000000.0,,6555000000.0,,,,,,-14803000000.0,17723000000.0,34483000000.0,,,,,,,,,,,,,,,,2.67,31990000000.0,,,,2455056180.0,,,1303000000.0,5064000000.0,18209000000.0,,,19680000000.0,,,,,26564000000.0,,-21671000000.0,,8579000000.0,,,,,31847000000.0,,,,-21671000000.0,,,,20644000000.0,27234000000.0,3650000000.0,,,0.0,,,,11433000000.0,34483000000.0,,26070000000.0,20617000000.0,,17155000000.0,,2.67,6555000000.0,,-14803000000.0,,,3955000000.0,,11619000000.0,3955000000.0,,,,,6555000000.0,,52634000000.0,,26564000000.0,52634000000.0,,,,,,,,1606000000.0,,,,,,9211000000.0,31990000000.0,,0.0,,8579000000.0,2681000000.0,,,,50056000000.0,,27234000000.0,3650000000.0,,,,,,,,0.0,,,,19680000000.0,11230000000.0,,,832000000.0,,,0.0,5622000000.0,9211000000.0,,5622000000.0,,,,,11433000000.0,14124000000.0,,,20644000000.0,,,,1606000000.0,,,5622000000.0,,,6884000000.0,5622000000.0,,,,,,,,,,,,,,,,,,
14,512611200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461672000.0,,,,,,,,,,,,,,,,,,,,,,,10127000000.0,,,,,,,,,0.42,,10127000000.0,,,,,,,,,,,,,,,,,,,10127000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2461672000.0,,,,,,,,,,,,,,,1017000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,
15,520473600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462400000.0,,,,,,,,,,,,,,,,,,,,,,,12268000000.0,,,,,,,,,0.53,,12268000000.0,,,,,,,,,,,,,,,,,,,12268000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462400000.0,,,,,,,,,,,,,,,1305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,
16,528422400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462400000.0,,,,,,,,,,,,,,,,,,,,,,,11910000000.0,,,,,,,,,0.44,,11910000000.0,,,,,,,,,,,,,,,,,,,11910000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462400000.0,,,,,,,,,,,,,,,1077000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,
17,536371200,475000000.0,,0.0,,2443367347.0,27749000000.0,1628000000.0,,,,,8797000000.0,,4789000000.0,,,,,,-16853000000.0,20685000000.0,38121000000.0,,,,,,,,,,,,,,,,1.96,34374000000.0,,,,2443367347.0,,,1628000000.0,3600000000.0,19390000000.0,,,21268000000.0,,,,,30065000000.0,,-26446000000.0,,8039000000.0,,,,,31860000000.0,,,,-26446000000.0,,,,23440000000.0,27834000000.0,4524000000.0,,,0.0,,,,12743000000.0,38121000000.0,,27749000000.0,24001000000.0,,16945000000.0,,1.96,4789000000.0,,-16853000000.0,,,4169000000.0,,8389000000.0,4169000000.0,,,,,4789000000.0,,57814000000.0,,30065000000.0,57814000000.0,,,,,,,,2004000000.0,,,,,,10697000000.0,34374000000.0,,0.0,,8039000000.0,1390000000.0,,,,51250000000.0,,27834000000.0,4524000000.0,,,,,,,,0.0,,,,21268000000.0,7859000000.0,,,1005000000.0,,,0.0,7257000000.0,10697000000.0,,7257000000.0,,,,,12743000000.0,11175000000.0,,,23440000000.0,,,,2004000000.0,,,7257000000.0,,,8797000000.0,7257000000.0,,,,,,,,,,,,,,,,,,
18,544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423692000.0,,,,,,,,,,,,,,,,,,,,,,,6500000000.0,,,,,,,,,0.33,,6500000000.0,,,,,,,,,,,,,,,,,,,6500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2423692000.0,,,,,,,,,,,,,,,785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
19,552009600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423692000.0,,,,,,,,,,,,,,,,,,,,,,,8510000000.0,,,,,,,,,0.49,,8510000000.0,,,,,,,,,,,,,,,,,,,8510000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2423692000.0,,,,,,,,,,,,,,,1178000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,
20,559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423692000.0,,,,,,,,,,,,,,,,,,,,,,,12727000000.0,,,,,,,,,0.5,,12727000000.0,,,,,,,,,,,,,,,,,,,12727000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2423692000.0,,,,,,,,,,,,,,,1208000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
21,567907200,485000000.0,,0.0,,2411926606.0,31020000000.0,1559000000.0,,,,,9746000000.0,,5258000000.0,,,,,,-20082000000.0,21865000000.0,43004000000.0,,,,,,,,,,,,,,,,2.18,38263000000.0,,,,2411926606.0,,,1559000000.0,3351000000.0,21083000000.0,,,22922000000.0,,,,,32668000000.0,,-28464000000.0,,8645000000.0,,,,,33134000000.0,,,,-28464000000.0,,,,25425000000.0,29016000000.0,5150000000.0,,,0.0,,,,13377000000.0,43004000000.0,,31020000000.0,25392000000.0,,18011000000.0,,2.18,5258000000.0,,-20082000000.0,,,3858000000.0,,8609000000.0,3858000000.0,,,,,5258000000.0,,63688000000.0,,32668000000.0,63688000000.0,,,,,,,,3040000000.0,,,,,,12048000000.0,38263000000.0,,0.0,,8645000000.0,2087000000.0,,,,54217000000.0,,29016000000.0,5150000000.0,,,,,,,,0.0,,,,22922000000.0,7742000000.0,,,1352000000.0,,,0.0,6967000000.0,12048000000.0,,6967000000.0,,,,,13377000000.0,11269000000.0,,,25425000000.0,,,,3040000000.0,,,6967000000.0,,,9746000000.0,6967000000.0,,,,,,,,,,,,,,,,,,
22,575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388208000.0,,,,,,,,,,,,,,,,,,,,,,,11749000000.0,,,,,,,,,0.39,,11749000000.0,,,,,,,,,,,,,,,,,,,11749000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2388208000.0,,,,,,,,,,,,,,,913000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,
23,583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372552000.0,,,,,,,,,,,,,,,,,,,,,,,13599000000.0,,,,,,,,,0.41,,13599000000.0,,,,,,,,,,,,,,,,,,,13599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2372552000.0,,,,,,,,,,,,,,,964000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,
