date,annualOtherNonCashItems,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingSaleOfInvestment,annualChangeInInventory,quarterlyNetIncome,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyOperatingCashFlow,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingChangeInWorkingCapital,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,quarterlyCapitalStock,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyGrossProfit,trailingNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingResearchAndDevelopment,trailingCostOfRevenue,annualCurrentAssets,annualChangesInAccountReceivables,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,annualDilutedEPS,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualBasicAverageShares,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyNetOtherInvestingChanges,annualNetIncome,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualCashDividendsPaid,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyRepaymentOfDebt,annualTaxProvision,quarterlyBasicAverageShares,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentAssets,annualGoodwill,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingOtherNonCashItems,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,quarterlyGoodwill
1970-01-01 00:00:01.025395200,,,,,,,,,,,,,,-0.015501,,,,,,,-8862438.6723,,,-8862438.6723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571740267.0,,,,,,,,,,,,,,,,,,,,,,,,,-8862438.6723,,,,,,,,,,,,,,,,,,,29600764.905,,,,,29600764.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29600764.905,,-0.015501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571740267.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,,,,,,,,,,,-0.020661,,,,,,,-9009757.26726,,,-9009757.26726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487455232.0,,,,,,,,,,,,,,,,,,,,,,,,,-9009757.26726,,,,,,,,,,,,,,,,,,,70591703.27154,,,,,70591703.27154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70591703.27154,,-0.020661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487455232.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,,,,,,,580889024.13408,,,,,21792211.1616,,,,,,,,,43026825.18852,42667053.77568,,43026825.18852,,1065662.07264,-48323780.40672,,,,,,24270701.42592,2565948.17952,,,,26373068.84736,,,,,149229072.3312,38645479.73088,,,,,,115871630.10432,25810382.91552,,26373068.84736,,,,,0.0625,,,559939836.08352,80442515.57664,29834059.59264,619534503.86496,24270701.42592,55231366.31616,,220890026.80416,-33351945.58176,,,559939836.08352,,,,,559939836.08352,-78107749.33728,,43026825.18852,13902530.39712,,,,3813728.01216,,4018171.75392,-33351945.58176,74696849.25408,2565948.17952,-33019208.15616,,3813728.01216,,,559939836.08352,,,-125756147.75916,,,,,91115707.29108,1986259.07136,,,,10395977.09952,,,38645479.73088,,-12564312.54048,559939836.08352,165073.19328,,500454064.0,16297859.06976,145210900.57728,,,589700444.27232,,,,,,,38645479.73088,1400717.36064,74696849.25408,0.0625,,,589700444.27232,,,488223216.0,,-48323780.40672,-437732941.68672,-2395328.67264,16297859.06976,,-125756147.75916,,,,,13805155.34208,,-16709287.92384,1065662.07264,580889024.13408,10395977.09952,,38645479.73088,,,3886517.1696,-437732941.68672,103307317.56384,,16297859.06976,,165073.19328,,,,22443306.98784,,71660954.47296,,479497320.50688,,,,-2395328.67264,,,619534503.86496,94662030.21312,22443306.98784,,29834059.59264,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,,,,,,,,,,,0.139694,,,5519050.88315,,,,68921749.41545,,,68921749.41545,,1107301.9003,-48324189.03585,,,,,,28316082.60515,,0.0,,,27066379.96855,,70824589.8089,,,,,,1902840.39345,,4160142.89175,,,,,,,513270336.0,0.0,,,,,,,33674181.41785,696705569.24035,,,,,,,,638145439.45135,,,,,,,,68921749.41545,,,,,3814944.03675,,,-33130489.08215,,2580340.74575,,,,0.0,,638145439.45135,,,63567367.4921,,,,,112043228.79225,,,0.0,,,91824443.44405,,44881554.79535,,,,,,,,,,,,,,,,,,44881554.79535,,75390569.0044,,0.0,,663031387.8225,,,,,,-368952393.8419,,,,63567367.4921,,0.13452,,,,,,,651824014.445,12742274.8379,,,,20218785.3482,,,,,,28257075.95195,8253.31555,,,,,,,,,24096933.0602,,,,496454848.0,,,,14291033.9214,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,,,,,,,,,,,0.150041,,,154834.5176,,,,75791935.10715,,,75791935.10715,,1273419.53635,-48324189.03585,,,,,,32991879.73855,,0.0,,,25682231.8978,,79953957.13895,,,,,,4162022.0318,,4126666.05315,,,,,,,522968112.0,0.0,,,,,,,36343553.66685,786220226.7151,,,,,,,,728754484.9124,,,,,,,,75791935.10715,,,,,16740530.22825,,,-33101722.5109,,2604281.15555,,,,0.0,,728754484.9124,,,77890520.6355,,,,,129367666.6089,,,0.0,,,107479112.1805,,50048742.91275,,,,,,,,,,,,,,,,,,49732409.9668,,74006420.93365,,0.0,,749876673.04825,,,,,,-293151543.1672,,,,77890520.6355,,0.144868,,,,,,,736171483.80235,,316332.94595,,,21888554.4284,,,,,,29588591.545,,,,,,,,,,25461925.49185,,,,501414208.0,,,,8064077.041,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,,,,,,,,,,,,0.170737,,,-121233.50675,,,,84100797.04365,,,84100797.04365,,15195926.77605,-48324189.03585,,,,,,69674729.93945,,0.0,,,30009957.65815,,90593722.6054,,,,,,6492925.56175,,4095796.8318,,,,,,,550364592.0,0.0,,,,,,,54444763.4106,1698515121.638,,,,,,,,1594380026.09705,,,,,,,,84100797.04365,,,,,14211563.6814,,,32293.06315,,2588271.21345,,,,0.0,,1594380026.09705,,,87074010.51025,,,,,138966959.68,,,0.0,,,121186544.80505,,912017651.40125,,,,,,,,,,,,,,,,,,83886293.62085,,78334146.694,,0.0,,1644070358.2274,,,,,,-209068453.0864,,,,87074010.51025,,0.155215,,,,,,,786497470.23675,,828131357.7804,,,17780414.87495,,,,,,34112534.2948,,827815000.0,,,,316357.7804,,,,30016737.463,,,,499868544.0,,,,24668771.1059,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,,,,,,881178761.19285,,,,,20944141.68565,,,,,396837.9547,,,,94114808.87345,-360346197.3137,,94114808.87345,,13519609.6792,-65753411.6752,,-332151729.0102,,,,55339068.5114,2590208.30055,374996585.7266,,,40417347.17595,,102690699.0945,,,456751802.08035,77779850.04815,,8575890.22105,,6741568.07515,,374996585.7266,347930967.34785,,40417347.17595,332151729.0102,,347166811.32135,231490.1866,0.625104,,,1688458841.5743,796139279.88625,53936956.85515,1787005101.4276,55339068.5114,-364693.89825,,542229487.2572,33847426.54105,,,1688458841.5743,,,,,1356307112.5641,781506962.6748,,94114808.87345,344062968.64775,,,,10739972.4722,,326986825.6622,33847426.54105,106170758.85115,2590208.30055,5949489.8487,,10739972.4722,0.0,,1356307112.5641,,,98454927.02435,,,,,161851632.17605,-23210599.81785,,1356307112.5641,,11700809.06455,136261701.65075,,905826340.23475,,-27829774.40525,1356307112.5641,,,528209840.0,322929290.4397,129764976.41815,,,1733068144.57245,,828046490.1866,,,,,77779850.04815,,106170758.85115,0.625104,-360346197.3137,,1733068144.57245,,332151729.0102,499561272.0,,-65753411.6752,-148687618.70825,-7274929.27965,322929290.4397,,98454927.02435,-38164225.1434,,,,19124173.85185,,33397815.3801,13519609.6792,881178761.19285,11700809.06455,828046490.1866,905826340.23475,,25589930.5253,15066787.63605,-148687618.70825,347166811.32135,,322929290.4397,37806774.6264,,827815000.0,,,15185247.96255,231490.1866,85477685.17685,,560167832.67785,31214213.25125,827815000.0,,21133678.20805,,,1787005101.4276,110789809.2663,15185247.96255,,53936956.85515,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,931300.15315,,,9453473.45885,,,-12080204.9572,30008.29375,,,,,0.206954,,,1365497.3988,,,,103926477.8828,,,103926477.8828,,12225701.7216,-65753411.6752,,,,,308501054.4602,64938154.62875,,145816052.6455,,,48585662.68175,,112043932.435,,,,,,8117454.5522,,7203306.72585,9423465.1651,,,,,166286510.31,522558272.0,133735847.6883,,,,,,,60811364.40335,2017559972.9717,,,,,,,,1846838154.06395,,,,165853173.99195,,,,103926477.8828,,,7705666.2586,,22680789.9397,,,33860034.1635,,2602095.72395,,,,1372050589.29375,,1680551643.75395,,,107826604.08305,,30176505.758,2398378.7306,,186847737.88925,,,1680551643.75395,,,158390388.65435,,1023049373.045,,,,,,,,,,,,,,,,,,183870178.3939,,114339074.35695,,153231528.35585,,1956748608.56835,,,,,,-44755760.02795,,,,115532270.34165,,0.196606,,,,,,,994510599.9267,16562756.957,839179194.6511,,77379460.7671,28457349.2349,,,,-541440.6789,,50563784.5713,79688476.86845,827815000.0,,,,11364194.6511,,,,43360477.84545,,,,501256112.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.088553600,,1034727.35925,,,13525727.23205,,,-18898792.93995,0.0,,,,,0.196606,,,1104760.50825,,,,98310994.8303,,,98310994.8303,,10037538.3321,-65753411.6752,,,,,20948247.64805,68100689.38585,,117590392.2728,,,60857813.103,,105535684.0176,,,,,,7224689.1873,,8428125.24355,13291803.26935,,,,,248789864.47,521950192.0,98691599.33285,,,,,,,70895351.4351,2154950739.7791,,,,,,,,1950370972.80165,,,,-82495316.07635,,,,98310994.8303,,,8703299.2277,,19794919.23375,,,33875514.304,,2621433.48235,,,,1680551643.75395,,1701581108.33165,,,100627643.38595,,8044888.2893,2437178.41965,,206766332.684,,,1701581108.33165,,,164284464.56695,,1048775437.74705,,,,,,,,,,,,,,,,,,209321756.19825,,126611224.7782,,-110167871.8568,,2084055388.344,,,,,,53553074.2052,,,,109330942.61365,,0.186258,,,,,,,1106175302.03205,19933785.2,839453681.5488,,78243087.044,42481868.11705,,,,-8773762.8405,,63656821.181,101492362.37865,839453681.5488,,,,0.0,,,,55228695.93745,,,,504700352.0,,,,9001685.14445,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,846358.056,,,904205.7682,,,-19744174.17425,0.0,,,,,0.217301,,,17462831.92835,,,,109081066.6559,,,109081066.6559,,8077189.6306,-65753411.6752,,,,,139247456.5146,63274287.8695,,148804315.7888,,,75176338.76055,,114748586.1593,,,,,,5667519.5034,,8572454.7888,801101.40995,,,,,248508448.76075,523035984.0,129060141.61455,,,,,,,83253528.39115,2293866465.98875,,,,,,,,2089337013.607,,,,281415.70925,,,,109081066.6559,,,9721528.234,,18821872.37015,,,33889347.09265,,2622840.76785,,,,1701581108.33165,,1840828564.84625,,,108812184.06575,,26076685.7453,1629164.75445,,238623667.1306,,,1840828564.84625,,,189830280.8309,,1077795146.5459,,,,,,,,,,,,,,,,,,238238368.917,,140929750.43575,,-10461065.0424,,2210612937.5976,,,,,,162634149.13925,,,,118533712.29975,,0.206954,,,,,,,1216071319.44285,23717711.0087,839556777.6289,,91620602.27845,48793386.2997,,,,9001693.4226,,81018096.76515,132424497.66865,839556777.6289,,,,0.0,,,,89001941.97635,,,,506730768.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,7840069.0,1064743.4316,,,8159805.5409,,1353245520.0,-9419079.9286,1268120.70625,,,26452040.0,,,,166561546.0,-15903492.8354,55340.0,,,130102142.631,105834484.0,1232163.0,130102142.631,,2140394.0,-93307326.0,,,56304762.0,,283334795.37715,0.0,2635419.0,201943097.2929,,,77303013.0,,137669198.3881,,,719794432.0,257495300.0,1232163.0,7567055.7571,,10158919.2418,7228728.9245,614153858.0,500326570.0,,77303013.0,165532000.0,,192524017.3643,0.0,0.875,,,2289423537.0,752031554.0,83690031.0,2450140398.0,0.0,-584810.0,,903597827.0,91079111.0,0.0,,2289423537.0,,,,82922272.37515,2123891537.0,32043212.0,,130102142.631,469997401.0,,321546.2797,,19344096.0,,447511422.0,91079111.0,170610339.0,2635419.0,4029597.0,,19344096.0,1840828564.84625,,2123891537.0,,,130244990.46525,,66133764.2074,3204827.82545,,271360089.29615,1298129.0,,2123891537.0,,22961861.0,207289297.9478,,1096894878.0,,-60142252.0,2123891537.0,134896863.0,,558628870.0,441420682.0,272283010.0,,,2366450367.0,7568165.0,839399578.0,,,,,257495300.0,3877129.0,170610339.0,0.8125,73231892.54335,,2366450367.0,,165532000.0,505254685.0,,-93307326.0,235576830.0,9669549.73015,441420682.0,,156929644.74495,0.0,,6009418.0,,34362806.0,,130431844.0,2140394.0,1353245520.0,22961861.0,839399578.0,1096894878.0,56304762.0,64070791.34835,30745098.7689,235576830.0,554011606.0,-271299.9032,441420682.0,77044307.48255,134896863.0,839399578.0,,,7977000.0,0.0,183803395.0,,1371859983.0,50329088.24075,839399578.0,,28576719.0,,,2450140398.0,237920204.0,7977000.0,,83690031.0,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,344925.67605,,,13119344.5704,,,-20974274.15165,0.0,,,,,0.300083,,,507897.6151,,,,153908515.46285,,,153908515.46285,,4602568.6185,-93307374.67875,,,,,196239414.95835,101573736.59315,,204268996.9483,,,90058440.8701,,172811778.6038,,,,,,18903263.14095,,33446019.04755,13119344.5704,,,,,165565003.3123,564867056.0,183294722.79665,,,,,,,94661009.4886,2690304345.9774,,,,,,,,2486119372.2516,,,,,,,,153908515.46285,,,9999715.46475,,41757554.8265,,,91111106.9804,,2649314.29155,,,,2124314953.98095,,2320554368.9393,,,162709778.31765,,63140976.5419,-21183620.287,,308737362.5301,,,2320554368.9393,,,253256298.91175,,1169747363.2352,,,,,,,,,,,,,,,,,,330180444.87255,,183365815.54885,,-21148926.56035,,2595643336.4888,,,,,,389532296.92755,,,,172709493.7824,,0.274214,,,,,,,1520556982.7422,18725191.8563,839566918.36265,,63861630.89015,55481063.61835,,,,-174652.4087,,90546520.5941,168123961.5966,839566918.36265,,,,0.0,,,,57100501.54655,,,,510107168.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,0.0,,,-5903024.59275,,,-3810871.18695,-107938.79785,,,,,0.47082,,,362342.90365,,,,242847361.3799,,,242847361.3799,,1382359.99035,-93307374.67875,,,,,125674974.29135,105119061.2844,,51109463.663,,,103877537.46,,259808015.8948,,,,,,16960654.5149,,14609635.08045,-5795085.7949,,,,,82782501.65615,568344192.0,47298592.47605,,,,,,,105259897.45035,2954334888.90235,,,,,,,,2725251259.84515,,,,,,,,242847361.3799,,,837003.7465,,38840988.74035,,,91111106.9804,,2667700.0627,,,,2320554368.9393,,2642468758.189,,,246748464.40185,,-64300836.41655,,,392797017.16825,,,2642468758.189,,,326859424.9337,,1183606286.00475,,,,,,,,,,,,,,,,,,344147306.43995,,197184912.13875,,80468535.2211,,2849074991.452,,,,,,632379658.30745,,,,247585468.14835,,0.429429,,,,,,,1770728602.8976,20699067.0549,839458979.5648,,75052952.9348,65937592.23455,,,,1496904.7519,,80110960.53185,179488189.3603,839458979.5648,,,,0.0,,,,65501325.4514,,,,513965360.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,-7756.72872,,,76717846.29735,,,-7172550.7684,0.0,,,,,0.495634,,,-5988064.50801,,,,258642051.07275,,,258642051.07275,,1341158.33061,-91209067.58475,,,,,-1220574951.134,111617737.99992,,169545342.71613,,,124055757.80514,,285204323.83536,,,,,,26562272.76261,,17349695.89542,76648482.01583,,,,,1432050459.22242,581295568.0,162372791.94773,,,,,,,125396916.13575,3427905854.91636,,,,,,,,3175328693.70468,,,,-16600.25342,,,,258642051.07275,,,3186553.80293,,129187325.6316,,,91092834.24039,,2699884.37151,,,,2642468758.189,,1743278234.48226,,,276165320.15367,,146198366.23352,,,443443592.88486,,,1743278234.48226,,,370913508.57681,,1314917584.97805,,,,,,,,,,,,,,,,,,494125514.58465,,215264825.38989,,-1441382714.05304,,3302508938.78061,,,,,,890894881.38105,,,,279351873.9566,,0.450117,,,,,,,2112988269.93831,22057761.33324,820792070.3934,,75155457.63564,72530084.30805,,,,-1670394.02897,,94748188.42314,231262689.61989,820792070.3934,,,,0.0,,,,77398492.52772,,,,523810304.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,7769367.0,7690.05267,,,21563199.725,,2391093361.0,-60651278.893,105497366.0,,,40904586.0,,,,165599684.0585,-2462092.94074,13835.0,,,285514533.3881,-1618749356.0,1193953.0,285514533.3881,,1341162.0,-134211912.0,,-1693163682.245,69631541.0,,460513105.8843,0.0,2700407.0,679865627.67257,,,126341533.0,,318851876.92108,,,1337126508.0,415479050.0,1193953.0,33337343.53298,,25845423.11578,21762901.51367,1104789431.0,1068196636.0,,126341533.0,0.0,,619214348.77957,11554512.0,1.8125,,,1685744081.0,-438147456.0,127682695.0,3624985519.0,0.0,-1691672381.0,,1612363481.0,135449673.0,0.0,,1685744081.0,,,,82833782.65577,1685744081.0,105497366.0,,285514533.3881,1026947191.0,,26881312.98582,-260640513.24275,28848690.0,,976821389.0,135449673.0,260553445.0,2700407.0,-7599487.0,,28848690.0,1743278234.48226,,1685744081.0,,,618507254.50901,,-32835796.35887,,,483161695.14023,-195067.0,,1685744081.0,,20751404.0,399142985.44662,,1233892158.0,,-92608975.0,1685744081.0,231670971.0,,570465923.0,931990169.0,360305119.0,,,3497302824.0,-16888544.0,818413108.0,,,,,415479050.0,344859.0,260553445.0,1.625,-236686250.60771,,3497302824.0,,0.0,516109522.0,,-134211912.0,1123210272.0,,931990169.0,,695859228.49483,0.0,,12823515.0,,90170092.0,,112202710.0,1341162.0,2391093361.0,20751404.0,818413108.0,1233892158.0,69631541.0,84018709.69361,105735642.305,1123210272.0,1012180456.0,-1691324239.31423,931990169.0,-219364269.06239,231670971.0,806858596.0,,,1696671535.0,11554512.0,275236973.0,,2123891537.0,72891791.61921,806858596.0,,94957022.0,,,3624985519.0,270135027.0,1696671535.0,,127682695.0,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,,16834052.19642,,,-21803816.12487,0.0,,,,,2.245732,,,-2145948.93273,,,,293795622.92028,,,293795622.92028,,11911601.0205,-133371240.68232,,,,,213928897.50561,134809912.48857,,412609510.04085,,,133976152.55019,,328181398.96872,,,,,,34385776.04844,,31039347.22752,16834052.19642,,,,,1867825011.43233,141855078.0,390805693.91598,,,,,,,145887753.57069,4049344969.22643,,,,,,,,3768290745.15285,,,,,,,,293795622.92028,,,16861530.32664,-175178919.05466,99841497.41745,,,135513371.87133,,2713461.34899,,,,1686536836.21491,,1900465733.72052,,,307508172.35646,,74821168.04472,-1022353.26996,,509233026.46443,,,1900465733.72052,,,421030931.35662,,1320489643.42851,,,,,,,,,,,,,,,,,,507043109.31516,,267347393.23251,,-207552543.65091,,3903457215.65574,,,,,,1417534098.1791,,,,324369702.6831,,2.085322,,,,26048641.8519,,,2728855325.79792,20708765.31483,813446534.11335,,61807987.5516,88202095.10781,,,,-10569808.47138,,113522759.00016,247733189.47905,,,,,,,,,82483411.77264,,,,130695705.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,-391453231.09544,,,-34697213.33407,-177299.3255,,,,,2.398638,,,-313517.97752,,,,314155743.38236,,,314155743.38236,,35436502.36588,-134243053.8086,,,,,-199458929.87503,127566604.8448,,296467068.50861,,,149290229.6875,,347049473.59082,,,,,,32893730.20846,,46300653.45928,10558489.7091,,,,,1911526360.82166,141510484.0,261769855.17454,,,,,,,184726732.05338,3966814202.67726,,,,,,,,3611983755.2964,,,,,,,,314155743.38236,,,18898444.36446,-44335707.65848,59016353.20218,,,135258461.23768,,2717153.14002,,,,1900465733.72052,,1700457394.47474,,,323096274.74982,,-79067460.9052,3657656.88596,,552711046.37606,,,3600618432.77928,,,457427374.56394,,1301112151.58474,,,,,,,,,,,,,,,,,,490347153.98108,,283533283.4961,,-102413114.95477,,3782087470.62388,,,,,,1731229153.58558,,,,341994719.11428,,2.238729,,,,38294718.55712,,,2665702051.09252,28892570.15612,810764997.60366,,96549073.28902,95283671.81212,,,,-23528301.86326,,134331099.81412,270876702.18444,,,,,,,,,88030446.35484,,,,130188090.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,,,,-102982026.70238,,,-51726081.08246,2192.4926,,,,,2.448163,,,1691530.5843,,,,314513052.447,,,314513052.447,,14486159.5414,-132594956.243,,,,,-563143319.44698,94260751.286,,334254930.68414,,,195006781.1266,,342689252.6141,,,,,,28176200.1671,,38698159.9248,27346629.57388,,,,,2644245851.43,139416486.0,282528849.60168,,,,,,,209492940.668,4198849526.1342,,,,,,,,3780641118.1886,,,,,,,,314513052.447,,,20240569.3389,-731537224.22056,35860454.705,,,135124192.9248,,2682728.6046,,,,3600618432.77928,,1136395266.7586,,,339664823.6331,,-17099998.47732,,,571418120.7301,,,4687256567.8391,,,471042221.5459,,1302879945.9781,,,,,,,,,,,,,,,,,,501940281.4391,,327601737.3696,,-785383209.76502,,3989356585.4662,,,,,,2044023726.772,,,-130330848.76886,359905392.972,,2.290217,,,,16323349.83008,,,2895969580.1561,62984126.42,800939664.539,,117679404.706,100375899.1842,,,,-2118078.24886,,131377397.9128,304364698.1577,,,,,,,,,92679237.988,,,,129032771.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,4331016.0,,,,-351454606.3986,,2905668181.0,-34286391.4586,397896.8329,,,78370029.0,,,,0.0,1352523.034,101286676.0,,,328681851.276,-1218242458.0,2036301.0,328281805.276,7804100.0,3353209.0,-196224261.0,,-2163076006.3275,131724899.0,,69405796.8164,0.0,2645941.0,552777283.7664,,,224207833.0,,366243537.927,,,1783061289.0,676408475.0,2036301.0,37961732.651,,38169098.862,-10649073.2519,1596108793.0,1453233110.0,,224207833.0,2729086722.0725,,518490892.3078,11377256.0,9.5,,,1206476526.0,-479267555.0,244521900.0,4373707830.0,0.0,-1075877032.0,,2164359470.0,163117928.0,,,1206476526.0,,,,,1206476526.0,-829055812.0,,328681851.276,1374863081.0,,22369484.97,-1212024155.3938,105555248.0,,1279876838.0,163117928.0,420432094.0,2645941.0,621391.0,,105555248.0,4687256567.8391,,1206476526.0,,,275472384.0344,,168767953.3378,,,502778945.8039,222790.0,7804100.0,1206476526.0,,31340217.0,402818120.7566,,1468039649.0,,-142513502.0,1206476526.0,385720720.0,,139936204.0,1242377538.0,503184451.0,,,4129185930.0,-69580977.0,791631174.0,,,,,676408475.0,0.0,420432094.0,9.0,-122893589.6293,,4129185930.0,,2729086722.0725,129273280.0,,-196224261.0,2338108763.0,-11786451.48,1242777584.0,-341240748.7521,392828112.0044,-873406019.0,,45117500.0,,153162158.0,-76335694.2391,147421662.0,3353209.0,2905668181.0,31340217.0,791631174.0,1468039649.0,131724899.0,99960825.0473,44090098.2275,2338108763.0,1453595291.0,-1039660843.4165,1242777584.0,127345736.7222,385720720.0,780253918.0,,,2733325133.0,11377256.0,381298181.0,,1685744081.0,89176637.8602,780253918.0,,132485543.0,,,4373707830.0,350022293.0,2733325133.0,,244521900.0,,,,,,,,,,,
