date,trailingDeferredIncomeTax,annualChangesInAccountReceivables,annualDeferredIncomeTax,trailingBeginningCashPosition,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,annualSellingGeneralAndAdministration,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyChangeInInventory,trailingGrossProfit,quarterlyOperatingExpense,annualRepaymentOfDebt,trailingChangeInAccountPayable,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCapitalStock,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,trailingFreeCashFlow,annualTaxProvision,quarterlyRetainedEarnings,annualInventory,trailingTaxProvision,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingPurchaseOfBusiness,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualBeginningCashPosition,annualOperatingExpense,annualCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,annualTotalAssets,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,trailingPurchaseOfInvestment,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualStockholdersEquity,trailingStockBasedCompensation,annualDilutedEPS,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyInventory,trailingSaleOfInvestment,quarterlyDilutedEPS,annualStockBasedCompensation,annualRetainedEarnings,annualBasicAverageShares,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,annualTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,annualAccountsPayable,trailingTotalRevenue,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualEndCashPosition,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyDepreciationAndAmortization,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualNetPPE,trailingRepaymentOfDebt,annualOperatingIncome,annualEbitda,quarterlyCapitalStock,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyInterestExpense,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1997-09-30,,,,,,,,0.29,,19200000.0,,,,,6700000.0,39200000.0,-21200000.0,,,,,,,,,,186100000.0,42100000,,,-600000.0,,,171300000.0,0.0,-2700000.0,,,,,-1700000.0,,135600000.0,,,,,,,,129200000.0,84482759.0,,140200000.0,,272000000.0,,,79800000.0,,,14600000.0,,39100000.0,10300000.0,,,,,,,,-2100000.0,,0.0,,,,,226400000,35700000,,,,-8900000.0,,,,,,,9700000.0,,,,,2800000.0,,24500000,24500000,,,,,,,,,,123500000.0,,,,,,,55100000.0,,,,,,,3300000.0,,59700000.0,,0.29,,,,,,,,,,154200000.0,,154200000.0,,,,,,,,,,,,,,,6400000.0,,,0.0,,,,,,10000000.0,,,,,,84482759.0,,,326300000.0,24500000,,54300000.0,0.0,,44000000.0,140200000.0,7600000.0,,,,,,,,,,,,,,,,
1997-12-31,,,,,,,,,,19400000.0,-8500000.0,,,,9400000.0,37300000.0,23700000.0,503600000.0,,,65200000.0,-20300000.0,,276300000.0,,,177500000.0,39500000,93600000.0,155500000.0,-2700000.0,100000.0,,168100000.0,0.0,-5500000.0,,,-40800000.0,-7400000.0,7300000.0,,134300000.0,,,224400000.0,,,,,128600000.0,,1.12,174900000.0,,276300000.0,,55700000.0,105100000.0,52400000.0,,15400000.0,,40700000.0,10900000.0,666100000.0,,,76100000.0,-25000000.0,37300000.0,93600000.0,-2800000.0,,-20200000.0,,,-7600000.0,174900000.0,223100000,33800000,85300000.0,93600000.0,10000000.0,-8500000.0,,,207100000.0,527600000.0,,,54800000.0,,,,,12100000.0,149300000.0,25300000,25300000,-20700000.0,,,352400000.0,85371000.0,,,,100000.0,155500000.0,,,177500000.0,,1.1,,55000000.0,,24000000.0,,,,,6900000.0,,52400000.0,,,,105100000.0,83331000.0,,,,,,890500000.0,166300000.0,,166300000.0,92700000.0,,9400000.0,,,,,0.0,,,-91700000.0,166300000.0,,,5700000.0,174900000.0,10700000.0,0.0,10900000.0,,138500000.0,162500000.0,,10000000.0,,-13300000.0,19400000.0,166300000.0,,,,,352400000.0,25300000,,76100000.0,71600000.0,,65200000.0,174900000.0,52000000.0,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,,0.41,,74500000.0,,,,,23300000.0,45100000.0,-43100000.0,,,,,,,,,,143700000.0,55100000,,,-1400000.0,,,186300000.0,0.0,-4400000.0,,,,,-9700000.0,,135300000.0,,,,,-100000.0,,,131200000.0,86410256.0,,180800000.0,,351200000.0,,,89700000.0,,,16400000.0,,50100000.0,27900000.0,,160500000.0,,,,,,-3000000.0,,-3700000.0,,,,,227900000,51000000,,,,-46600000.0,,,,,,,-2300000.0,,0.0,,,-15200000.0,,33700000,33700000,,,,,,,,,,141800000.0,,,,,,,41600000.0,,,,,,,2200000.0,,100800000.0,,0.39,,,,,,,,160500000.0,,159100000.0,,159100000.0,,,,,,,,,,,,,,,4100000.0,,,174300000.0,,,,,,15700000.0,,,,,,82195122.0,,,485000000.0,33700000,,133800000.0,0.0,,105900000.0,341300000.0,-5300000.0,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,0.26,,75600000.0,,,,,12000000.0,48800000.0,14000000.0,,,,,,,,,,156000000.0,46400000,,,500000.0,,,168300000.0,0.0,-8600000.0,,,,,7200000.0,,138700000.0,,,,,0.0,,,121900000.0,88000000.0,,176100000.0,,316000000.0,,,111600000.0,,,12900000.0,,34900000.0,35900000.0,,129500000.0,,,,,,-9100000.0,,-36400000.0,,,,,209100000,29600000,,,,-39700000.0,,,,,,,52800000.0,,-100000.0,,,-2900000.0,,22000000,22000000,,,,,,,,,,153800000.0,,,,,,,40800000.0,,,,,,,5300000.0,,80600000.0,,0.25,,,,,,,,129600000.0,,156200000.0,,156200000.0,,,,,,,,,,,,,,,16800000.0,,,0.0,,,,,,10300000.0,,,,,,84615385.0,,,461600000.0,22000000,,145600000.0,0.0,,109700000.0,305600000.0,43700000.0,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,,0.3,,87000000.0,,,,,10600000.0,57100000.0,-15700000.0,,,,,,,,,,189000000.0,50000000,,,300000.0,,,177600000.0,0.0,-2000000.0,,,,,6600000.0,,140200000.0,,,,,0.0,,,127600000.0,85000000.0,,160000000.0,,329000000.0,,,137100000.0,,,15000000.0,,40500000.0,35500000.0,,129600000.0,,,,,,-2300000.0,,-1500000.0,,,,,217900000,37400000,,,,-51500000.0,,,,,,,22400000.0,,0.0,,,18100000.0,,25500000,25500000,,,,,,,,,,138200000.0,,,,,,,40300000.0,,,,,,,3100000.0,,65400000.0,,0.3,,,,,,,,129600000.0,,174300000.0,,174300000.0,,,,,,,,,,,,,,,12600000.0,,,0.0,,,,,,11200000.0,,,,,,85000000.0,,,478600000.0,25500000,,149600000.0,-181500000.0,,114100000.0,289600000.0,20100000.0,,,,,,,,,,,,,,,,
1998-12-31,,,,,,,,,,90300000.0,-48100000.0,,-9000000.0,,17900000.0,50400000.0,1700000.0,533600000.0,,,209400000.0,-10500000.0,,354800000.0,,,254600000.0,59400000,103900000.0,157800000.0,1600000.0,-100000.0,,212300000.0,0.0,-31100000.0,,,14500000.0,-47100000.0,-7700000.0,,160400000.0,,,169100000.0,,200000.0,,,152900000.0,,1.22,190200000.0,,354800000.0,,62800000.0,158100000.0,79500000.0,,18500000.0,,41200000.0,42200000.0,744400000.0,161600000.0,,251600000.0,-43100000.0,50400000.0,103900000.0,-32700000.0,,-7100000.0,,,-3600000.0,351800000.0,258700000,51900000,71500000.0,103900000.0,14500000.0,-48100000.0,,,174300000.0,574600000.0,,,45700000.0,,22900000.0,138700000.0,,14500000.0,166700000.0,22700000,22700000,-46100000.0,,,606400000.0,87018000.0,,,,100000.0,157800000.0,,,254600000.0,,1.19,,46400000.0,,41000000.0,,,,,-10700000.0,2000000.0,79500000.0,,,,158100000.0,84894000.0,,,,,138700000.0,913500000.0,188800000.0,,188800000.0,118600000.0,,17900000.0,,,161600000.0,,0.0,,,-48700000.0,188800000.0,,,7500000.0,190200000.0,0.0,0.0,42200000.0,,169800000.0,210800000.0,,14500000.0,22900000.0,1000000.0,90300000.0,188800000.0,,,,,606400000.0,22700000,,251600000.0,179900000.0,,209400000.0,351800000.0,13000000.0,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,0.35,,92900000.0,,,-11800000.0,,16300000.0,51200000.0,-27800000.0,,,,,,,,,,267400000.0,55000000,,,-1200000.0,,,200700000.0,0.0,-4600000.0,,,,,8900000.0,,153600000.0,,,,,,,,145700000.0,88000000.0,,201800000.0,,321900000.0,,,188900000.0,,,18100000.0,,48900000.0,41900000.0,,106600000.0,,,,,,-3400000.0,,-35500000.0,,,,,233800000,47100000,,,,-51000000.0,,,,,,,10900000.0,,22900000.0,,,-28800000.0,,30800000,30800000,,,,,,,,,,133200000.0,,800000.0,,,,,33100000.0,,,,,,,1900000.0,,72700000.0,,0.35,,,,,,,,83700000.0,,160000000.0,,160000000.0,,,,,,,,,,,,,,,7900000.0,,,188800000.0,,,,,,52300000.0,,,,,,88000000.0,,,575800000.0,30800000,,253900000.0,-10000000.0,,212000000.0,308400000.0,7500000.0,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,0.25,,102100000.0,,,-3700000.0,,21200000.0,64600000.0,-7000000.0,,,,,,,,,,287900000.0,39900000,,,100000.0,,,182800000.0,0.0,-8200000.0,,,,,700000.0,,150400000.0,,,,,,,,142900000.0,88000000.0,,192800000.0,,326100000.0,,,210900000.0,,,12400000.0,,34400000.0,46100000.0,,105400000.0,,,,,,-8300000.0,,-27300000.0,,,,,211300000,32400000,,,,-56000000.0,,,,,,,22600000.0,,22800000.0,,,-13200000.0,,22000000,22000000,,,,,,,,,,119300000.0,,1500000.0,,,,,28500000.0,,,,,,,2000000.0,,71000000.0,,0.25,,,,,,,,82600000.0,,146800000.0,,146800000.0,,,,,,,,,,,,,,,7500000.0,,,0.0,,,,,,52300000.0,,,,,,88000000.0,,,586100000.0,22000000,,260000000.0,-100000.0,,213900000.0,298200000.0,14300000.0,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,,0.24,,116700000.0,,-49300000.0,-4100000.0,,17700000.0,73200000.0,-52400000.0,,,,,,,,,,309300000.0,39600000,,,0.0,,,191700000.0,108200000.0,-24500000.0,,,,,-9800000.0,,161300000.0,,,,,0.0,,,152100000.0,87916667.0,,195200000.0,,295300000.0,,,232000000.0,,,4100000.0,,25200000.0,55100000.0,,110800000.0,,,,,,-24500000.0,,-3800000.0,,,,,220100000,30400000,,,,-61600000.0,,,,,,,-22100000.0,,23000000.0,,,-38700000.0,,21100000,21100000,,,,,,,,,,122600000.0,,200000.0,,,,,28400000.0,,,,,,,-5200000.0,,80900000.0,,0.24,,,,,,,,87800000.0,,108200000.0,,108200000.0,,,,,,,,,,,,,,,9200000.0,,,0.0,,,,,100000.0,54900000.0,,,,,,87916667.0,,,615300000.0,21100000,,320000000.0,-24900000.0,,264900000.0,306000000.0,-46600000.0,,,,,,,,,,,,,,,,
1999-12-31,,,,,,,,,,124600000.0,-66700000.0,-55100000.0,-7300000.0,,22700000.0,52300000.0,-2500000.0,612800000.0,,,302400000.0,-26900000.0,,282900000.0,,,309400000.0,28500000,86700000.0,129700000.0,400000.0,-35000000.0,,200600000.0,110200000.0,-6700000.0,,,-78700000.0,-43300000.0,-1900000.0,,180700000.0,,,118500000.0,,0.0,100000.0,,172100000.0,,1.0,208300000.0,,282900000.0,,41700000.0,244800000.0,85800000.0,,7100000.0,,19900000.0,57900000.0,775700000.0,125500000.0,,360300000.0,-89700000.0,52300000.0,86700000.0,-7100000.0,,-6900000.0,,,-2100000.0,333800000.0,229100000,19900000,-13000000.0,86700000.0,55900000.0,-66700000.0,,,188800000.0,646000000.0,,,18900000.0,,36100000.0,89400000.0,,2000000.0,128400000.0,12800000,12800000,-44000000.0,,,643200000.0,87893000.0,,,,100000.0,129700000.0,,400000.0,309400000.0,,0.99,,28500000.0,,33200000.0,,,,,-100000.0,2900000.0,85800000.0,,,,244800000.0,87081000.0,,,,,89400000.0,894200000.0,110200000.0,,110200000.0,30300000.0,,22700000.0,,,125500000.0,,110200000.0,,,-73500000.0,110200000.0,,,8600000.0,208300000.0,-1400000.0,108200000.0,57900000.0,,129700000.0,162900000.0,100000.0,55900000.0,36100000.0,-700000.0,124600000.0,110200000.0,,,,,643200000.0,12800000,,360300000.0,0.0,-55100000.0,302400000.0,333800000.0,11800000.0,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,0.17,,125367000.0,,-53372000.0,-2447000.0,,16044000.0,60137000.0,-38414000.0,,,,,,,,,,323577000.0,30757000,,,606000.0,,,188549000.0,33131000.0,-4267000.0,,,,,-4980000.0,,167007000.0,,,,,,,,157792000.0,87196000.0,,180892000.0,,220393000.0,,,259626000.0,,,8363000.0,,23231000.0,58872000.0,,74724000.0,,,,,,-4873000.0,,-58094000.0,,,,,213625000,21542000,,,,-66495000.0,,,,,,,-14331000.0,,36093000.0,,,-77031000.0,,14868000,14868000,,,,,,,,,,114398000.0,,31000.0,,,,,25076000.0,,,,,,,1689000.0,,90731000.0,,0.17,,,,,,,,38631000.0,,33131000.0,,33131000.0,,,,,,,,,,,,,,,9215000.0,,,110162000.0,,,,,87000.0,50450000.0,,,,,,86542000.0,,,579193000.0,14868000,,358800000.0,0.0,,299928000.0,255616000.0,-19204000.0,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,0.18,,127185000.0,,-50169000.0,-2540000.0,,12093000.0,61881000.0,-5332000.0,,,,,,,,,,339919000.0,34562000,,,95000.0,,,197569000.0,48014000.0,-4064000.0,,,,,-1304000.0,,172222000.0,,,,,,,,163007000.0,86192000.0,,176139000.0,,234854000.0,,,275293000.0,,,8812000.0,,24479000.0,57773000.0,,75970000.0,,,,,,-4159000.0,,-2528000.0,,,,,226959000,25347000,,,,-69412000.0,,,,,,,19549000.0,,36093000.0,,,14883000.0,,15667000,15667000,,,,,,,,,,115995000.0,,12000.0,,,,,29390000.0,,,,,,,-868000.0,,92035000.0,,0.18,,,,,,,,39877000.0,,48014000.0,,48014000.0,,,,,,,,,,,,,,,9214000.0,,,33131000.0,,,,,86000.0,48051000.0,,,,,,85865000.0,,,592028000.0,15667000,,357174000.0,0.0,,299401000.0,252109000.0,15390000.0,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,0.18,,132397000.0,,-48611000.0,-6557000.0,,15038000.0,60424000.0,-11293000.0,,,,,,,,,,349927000.0,32949000,,,18000.0,,,187802000.0,49899000.0,-4067000.0,,,,,2541000.0,,163927000.0,,,,,,,,154853000.0,85409000.0,,113630000.0,,234438000.0,,,290253000.0,,,8415000.0,,23375000.0,57729000.0,,125692000.0,,,,,,-4085000.0,,-6510000.0,,,,,215567000,23875000,,,,-74668000.0,,,,,,,12741000.0,,38549000.0,,,1885000.0,,14960000,14960000,,,,,,,,,,98592000.0,,47000.0,,,,,27765000.0,,,,,,,-500000.0,,89494000.0,,0.18,,,,,,,,87143000.0,,49899000.0,,49899000.0,,,,,,,,,,,,,,,9074000.0,,,48014000.0,,,,,85000.0,,,,,,,85077000.0,,,589249000.0,14960000,,354811000.0,0.0,,297082000.0,239322000.0,8656000.0,,,,,,,,,,,,,,,,
2000-12-31,,,,,,,,,,132356000.0,-71794000.0,-46094000.0,-1221000.0,,15837000.0,57689000.0,-875000.0,640003000.0,,,308350000.0,-12765000.0,,221891000.0,,,366733000.0,29748000,61700000.0,83219000.0,-659000.0,0.0,,194099000.0,63996000.0,-10572000.0,,,-46166000.0,-23030000.0,7479000.0,,174450000.0,,,111740000.0,,,85000.0,,164351000.0,,0.72,99056000.0,,221891000.0,,34706000.0,306458000.0,82015000.0,,9116000.0,,25321000.0,60562000.0,768018000.0,125014000.0,,368912000.0,-55914000.0,57689000.0,61700000.0,-9913000.0,,1840000.0,,,3736000.0,224070000.0,223607000,19649000,20358000.0,61700000.0,,-71794000.0,,,110162000.0,677605000.0,,,25429000.0,,40130000.0,84884000.0,,14097000.0,96406000.0,16205000,16205000,-22970000.0,,,590803000.0,85642000.0,,,,,83219000.0,,204000.0,366733000.0,,0.72,,29508000.0,,37602000.0,,,,,5672000.0,294000.0,82015000.0,,,,306458000.0,85401000.0,,,,,84884000.0,879758000.0,63996000.0,,63996000.0,43388000.0,,15837000.0,,,125014000.0,,63996000.0,,,-65292000.0,63996000.0,,,10099000.0,99056000.0,5993000.0,49899000.0,60562000.0,,90413000.0,128015000.0,85000.0,,40130000.0,60000.0,132356000.0,63996000.0,,,,,590803000.0,16205000,,368912000.0,0.0,-46094000.0,308350000.0,224070000.0,15516000.0,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,0.15,,133408000.0,,-50072000.0,-5856000.0,,14816000.0,0.0,-14964000.0,,,,,,,,,,365536000.0,21489000,,,0.0,,,167744000.0,51537000.0,-4569000.0,,,,,2851000.0,,154732000.0,,,,,,,,154732000.0,84934000.0,,83419000.0,,204178000.0,,,315071000.0,,,7389000.0,,19971000.0,61614000.0,,118147000.0,,,,,,-4569000.0,,-9801000.0,,,,,210259000,13012000,,,,-71794000.0,,,,,,,6095000.0,,41239000.0,,,-12459000.0,,12582000,12582000,,,,,,,,,,8062000.0,,24000.0,,,,,42515000.0,,,20793000.0,60541000.0,,,6959000.0,,79164000.0,,0.15,,,,,,,,76908000.0,,51537000.0,,51537000.0,,,,,,,-3969000.0,,,,,,,,8477000.0,,,63996000.0,,,,,84000.0,,,,,,,84092000.0,,,567102000.0,12582000,,362924000.0,0.0,,301310000.0,201566000.0,1526000.0,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,0.14,,132744000.0,,-52983000.0,-4880000.0,,15885000.0,0.0,4753000.0,,,,,,,,,,365148000.0,27877000,,,0.0,,,175305000.0,61314000.0,-3156000.0,,,,,-4688000.0,,155111000.0,,,,,,,,155111000.0,84231000.0,,91660000.0,,216989000.0,,,322474000.0,,,6804000.0,,18389000.0,60950000.0,,119267000.0,,,,,,-3156000.0,,-9062000.0,,,,,218617000,20194000,,,,-71794000.0,,,,,,,24021000.0,,41441000.0,,,9777000.0,,11585000,11585000,,,,,,,,,,6887000.0,,0.0,,,,,43312000.0,,,33662000.0,68888000.0,,,-1805000.0,,83852000.0,,0.14,,,,,,,,77826000.0,,61314000.0,,61314000.0,,,,,,,-4182000.0,,,,,,,,7683000.0,,,51537000.0,,,,,83000.0,,,,,,,83403000.0,,,576075000.0,11585000,,359086000.0,0.0,,298136000.0,210927000.0,20865000.0,,,,,,,,,,,,,,,,
2001-09-30,,,,,,,,0.15,,132645000.0,,-59365000.0,-3523000.0,,17685000.0,0.0,1047000.0,,,,,,,,,,363638000.0,27827000,,,0.0,,,178324000.0,65871000.0,-3887000.0,,,,,775000.0,,158671000.0,,,,,,,,158671000.0,83498000.0,,91585000.0,,221278000.0,,,330857000.0,,,7362000.0,,19898000.0,60851000.0,,122850000.0,,,,,,-3887000.0,,-7665000.0,,,,,224185000,19653000,,,,-71794000.0,,,,,,,19429000.0,,41583000.0,,,4557000.0,,12536000,12536000,,,,,,,,,,6998000.0,,11000.0,,,,,45861000.0,,,22426000.0,66902000.0,,,245000.0,,83077000.0,,0.15,,,,,,,,81267000.0,,65871000.0,,65871000.0,,,,,,,-4153000.0,,,,,,,,8174000.0,,,61314000.0,,,,,83000.0,,,,,,,82846000.0,,,578073000.0,12536000,,356795000.0,0.0,,295944000.0,214435000.0,15542000.0,,,,,,,,,,,,,,,,
2001-12-31,,,,,,,,,,134093000.0,-76738000.0,-49485000.0,-3880000.0,,14733000.0,0.0,3170000.0,636057000.0,,,287136000.0,-18139000.0,,237861000.0,,,379890000.0,26714000,50313000.0,7122000.0,0.0,0.0,,186165000.0,75923000.0,-3514000.0,,63493000.0,11927000.0,-15126000.0,-1178000.0,,167543000.0,,,178083000.0,,,82000.0,,167543000.0,,0.6,85348000.0,,237861000.0,,29548000.0,340340000.0,84255000.0,,7993000.0,,21603000.0,57355000.0,707538000.0,117114000.0,,344491000.0,-5994000.0,0.0,50313000.0,-3514000.0,,-7237000.0,,,-2240000.0,202462000.0,232560000,18622000,59291000.0,50313000.0,,-76738000.0,,,63996000.0,636057000.0,,,24872000.0,,43396000.0,73718000.0,-16431000.0,10052000.0,79861000.0,13610000,13610000,-15126000.0,,,582352000.0,83915000.0,,,,,7122000.0,,770000.0,379890000.0,,0.6,,46395000.0,,32426000.0,19318000.0,63493000.0,,,2981000.0,805000.0,84255000.0,,,,340340000.0,83472000.0,,,19318000.0,,73718000.0,885621000.0,75923000.0,,75923000.0,74417000.0,,14733000.0,,,117114000.0,-4127000.0,75923000.0,,,-33765000.0,75923000.0,,,8092000.0,85348000.0,8380000.0,65871000.0,57355000.0,,71481000.0,103907000.0,82000.0,,43396000.0,0.0,134093000.0,75923000.0,,,,,582352000.0,13610000,,344491000.0,0.0,-49485000.0,287136000.0,202462000.0,21358000.0,,,,,,,,,,,,,,,,
2002-03-31,,,,,,,,0.16,,132309000.0,,-52742000.0,-1356000.0,,15864000.0,0.0,-2955000.0,,,,,,,,,,384234000.0,25657000,,,-4830000.0,,,171995000.0,73799000.0,-7564000.0,,,,,-5464000.0,,151522000.0,,,,,,,,151522000.0,83167000.0,,81834000.0,,235544000.0,,,348306000.0,,,7572000.0,,20464000.0,55571000.0,,116538000.0,,,,,,-2734000.0,,-6227000.0,,,,,216079000,20473000,,,,-76738000.0,,,,,,,15121000.0,,43431000.0,,,-2124000.0,,12892000,12892000,,,,,,,,,,6897000.0,,55000.0,,,,,44084000.0,,,22980000.0,59073000.0,,,-9000.0,,89719000.0,,0.16,,,,,,,,73107000.0,,73799000.0,,73799000.0,,,,,,,-4926000.0,,,,,,,,5184000.0,,,75923000.0,,,,,82000.0,,,,,,,82389000.0,,,582606000.0,12892000,182785000.0,347062000.0,0.0,,108706000.0,198372000.0,12387000.0,,,,,,,,,,,,,,,,
2002-06-30,,,,,,,,0.22,,132680000.0,,-65347000.0,-5618000.0,,19982000.0,0.0,9337000.0,,,,,,,,,,373190000.0,36013000,,,-1643000.0,,,196295000.0,95058000.0,-7446000.0,,,,,-568000.0,,165870000.0,,,,,,,,165870000.0,83568000.0,,97623000.0,,242741000.0,,,361436000.0,,,10591000.0,,28625000.0,55942000.0,,124620000.0,,,,,,-5803000.0,,-10045000.0,,,,,244924000,30425000,,,,-76738000.0,,,,,,,31631000.0,,43442000.0,,,21259000.0,,18034000,18034000,,,,,,,,,,6524000.0,,477000.0,,,,,48629000.0,,,24579000.0,71117000.0,,,-1800000.0,,90287000.0,,0.22,,,,,,,,81178000.0,,95058000.0,,95058000.0,,,,,,,-4904000.0,,,,,,,,5588000.0,,,73799000.0,,,,,82000.0,,,,,,,81785000.0,,,595433000.0,18034000,181106000.0,352692000.0,0.0,,115644000.0,222243000.0,25828000.0,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,0.2,,130813000.0,,-65492000.0,-1735000.0,,15104000.0,0.0,-507000.0,,,,,,,,,,382488000.0,31491000,,,0.0,,,203175000.0,105411000.0,-4758000.0,,,,,3184000.0,,177226000.0,,,,,,,,177226000.0,83028000.0,,89447000.0,,246067000.0,,,372488000.0,,,9364000.0,,25309000.0,54075000.0,,123063000.0,,,,,,-4758000.0,,-6502000.0,,,,,252864000,25949000,,,,-76738000.0,,,,,,,20980000.0,,43332000.0,,,10353000.0,,15945000,15945000,,,,,,,,,,144000.0,,126000.0,,,,,49689000.0,,,22454000.0,74199000.0,,,-640000.0,,87103000.0,,0.19,,,,,,,,79731000.0,,105411000.0,,105411000.0,,,,,,,-4893000.0,,,,,,,,5542000.0,,,95058000.0,,,,,82000.0,,,,,,,81459000.0,,,594998000.0,15945000,181394000.0,348931000.0,0.0,,113462000.0,212510000.0,16222000.0,,,,,,,,,,,,,,,,
