date,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentAssets,quarterlyBasicAverageShares,annualGrossProfit,quarterlyStockholdersEquity,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNetPPE,annualStockBasedCompensation,quarterlyDilutedAverageShares,annualGoodwill,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualBasicEPS,annualInventory,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,annualAccountsPayable,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,annualCashAndCashEquivalents,quarterlyOtherNonCurrentLiabilities,annualNetIncomeContinuousOperations,annualCostOfRevenue,quarterlyFreeCashFlow,annualCurrentDebt,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicEPS,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1970-01-01 00:00:00.486345600,,,,,,,,,,,194656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,209200000.0,,,,,,,,,,,,,194656000.0,,,,,,,,,209200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209200000.0,,,,,,,,,,,,,,,,,,,,,,,,3500000.0,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.494294400,,,,,,,,,,,195344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,205700000.0,,,,,,,,,,,,,195344000.0,,,,,,,,,205700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205700000.0,,,,,,,,,,,,,,,,,,,,,,,,3800000.0,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.502156800,,53500000.0,53500000.0,5000000.0,2600000.0,,,0.0,161600000.0,302800000.0,,336700000.0,260900000.0,88800000.0,2600000.0,2600000.0,,,,,,,289000000.0,,-127400000.0,,,56500000.0,,13700000.0,,0.0,,,276100000.0,,,289000000.0,,,,,,0.0,,,-127400000.0,,,,,,-545200000.0,156500000.0,,,,,,,,,,161600000.0,,,,,,,,,156500000.0,,-545200000.0,0.009063,168300000.0,,,,,,873000000.0,,,19600000.0,,0.0,279600000.0,217800000.0,,213000000.0,,,,,321500000.0,0.009063,,,108500000.0,,,,,,13600000.0,0.0,60600000.0,108500000.0,,,,,267200000.0,,,,2600000.0,13700000.0,27800000.0,536300000.0,,56500000.0,,27800000.0,45900000.0,,582400000.0,,196000000.0,302800000.0,,87700000.0,,,321500000.0,87700000.0,16900000.0,,247900000.0,279600000.0,,196000000.0,94800000.0,,13600000.0,,260900000.0,,,,,168300000.0,582400000.0,18100000.0,,,,27800000.0,,,217800000.0,,213000000.0,,,,,94800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.509932800,,,,,,,,,,,195248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,223200000.0,,,,,,,,,,,,,195248000.0,,,,,,,,,223200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223200000.0,,,,,,,,,,,,,,,,,,,,,,,,4200000.0,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.517881600,,,,,,,,,,,195248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,223500000.0,,,,,,,,,,,,,195248000.0,,,,,,,,,223500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223500000.0,,,,,,,,,,,,,,,,,,,,,,,,3900000.0,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.525830400,,,,,,,,,,,192960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,235200000.0,,,,,,,,,,,,,192960000.0,,,,,,,,,235200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235200000.0,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.533692800,,51400000.0,51400000.0,3400000.0,4400000.0,,,0.0,177400000.0,304200000.0,,370400000.0,271300000.0,99000000.0,4400000.0,4400000.0,,,,,,,315300000.0,,-137900000.0,,,51900000.0,,6900000.0,,0.0,,,303500000.0,,,315300000.0,14200000.0,,,,,0.0,,,-137900000.0,,,,,,-615000000.0,182400000.0,,,,,,,,,,177400000.0,,,,,,,,,182400000.0,,-615000000.0,0.009688,187800000.0,,,,,,975700000.0,,,19100000.0,,0.0,324700000.0,239300000.0,,234300000.0,,,,,357600000.0,0.009688,,,123300000.0,,,,,,22900000.0,0.0,66900000.0,123300000.0,,,,,293800000.0,,,,4400000.0,6900000.0,29700000.0,605300000.0,,51900000.0,,29700000.0,51200000.0,,628900000.0,,192960000.0,304200000.0,,75400000.0,,,357600000.0,75400000.0,21200000.0,,271400000.0,324700000.0,,192960000.0,102200000.0,,22900000.0,,271300000.0,,,,,187800000.0,628900000.0,21500000.0,,,,29700000.0,,,239300000.0,,234300000.0,,,,14200000.0,102200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.541468800,,,,,,,,,,,192224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,232000000.0,,,,,,,,,,,,,192224000.0,,,,,,,,,232000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232000000.0,,,,,,,,,,,,,,,,,,,,,,,,4400000.0,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.549417600,,,,,,,,,,,192224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,260800000.0,,,,,,,,,,,,,192224000.0,,,,,,,,,260800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260800000.0,,,,,,,,,,,,,,,,,,,,,,,,7400000.0,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.557366400,,,,,,,,,,,192224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,261200000.0,,,,,,,,,,,,,192224000.0,,,,,,,,,261200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261200000.0,,,,,,,,,,,,,,,,,,,,,,,,4200000.0,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.565228800,,60200000.0,60200000.0,16700000.0,7400000.0,,,0.0,198500000.0,350800000.0,,400900000.0,280300000.0,95700000.0,7400000.0,7400000.0,,,,,,,350600000.0,,-152100000.0,,,76700000.0,,7400000.0,,0.0,,,337800000.0,,,350600000.0,19000000.0,,,,,0.0,,,-152100000.0,,,,,,-690900000.0,195700000.0,,,,,,,,,,198500000.0,,,,,,,,,195700000.0,,-690900000.0,0.010313,218800000.0,,,,,,1078500000.0,,,30900000.0,,0.0,367200000.0,253900000.0,,272400000.0,,,,,437700000.0,0.010313,,,165300000.0,,,,,,27600000.0,0.0,63100000.0,165300000.0,,,,,324500000.0,,,,7400000.0,7400000.0,30600000.0,677600000.0,,76700000.0,,30600000.0,48900000.0,,718000000.0,,186672000.0,350800000.0,,92100000.0,,,437700000.0,92100000.0,14700000.0,,305200000.0,367200000.0,,186672000.0,138900000.0,,27600000.0,,280300000.0,,,,,218800000.0,718000000.0,18300000.0,,,,30600000.0,,,253900000.0,,272400000.0,,,,19000000.0,138900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.573091200,,,,,,,,,,,186672000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,272100000.0,,,,,,,,,,,,,186672000.0,,,,,,,,,272100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272100000.0,,,,,,,,,,,,,,,,,,,,,,,,4400000.0,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.581040000,,,,,,,,,,,187216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,277200000.0,,,,,,,,,,,,,187216000.0,,,,,,,,,277200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277200000.0,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.588988800,,,,,,,,,,,187216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008125,,,,,,,,,,,,285300000.0,,,,,,,,,,,,,187216000.0,,,,,,,,,285300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285300000.0,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,,,,,,,,,,,,,,0.008125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
