date,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentAssets,quarterlyBasicAverageShares,annualGrossProfit,quarterlyStockholdersEquity,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNetPPE,annualStockBasedCompensation,quarterlyDilutedAverageShares,annualGoodwill,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualBasicEPS,annualInventory,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,annualAccountsPayable,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,annualCashAndCashEquivalents,quarterlyOtherNonCurrentLiabilities,annualNetIncomeContinuousOperations,annualCostOfRevenue,quarterlyFreeCashFlow,annualCurrentDebt,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicEPS,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1970-01-01 00:00:00.312768000,,,5700000.0,4300000.0,3000000.0,,2145300000.0,0.0,69900000.0,95900000.0,,192200000.0,,45500000.0,,,,,-447700000.0,,-725800000.0,,126200000.0,58800000.0,,158800000.0,,,,300000.0,,0.0,5900000.0,,157100000.0,,,,,1166800000.0,,,-171000000.0,0.0,,20900000.0,-56300000.0,,,,-173700000.0,702700000.0,,,,165200000.0,,-302200000.0,1166800000.0,,,96600000.0,0.0,,,,,,,,37200000.0,-20900000.0,63800000.0,-12700000.0,,0.006875,114900000.0,,,,,,457200000.0,38000000.0,12200000.0,6100000.0,,0.0,,,773100000.0,,,0.0,,,144300000.0,0.006875,,,58100000.0,,5347400000.0,,,2700000.0,3600000.0,0.0,35100000.0,,3202100000.0,157400000.0,702700000.0,155400000.0,,,,819200000.0,3000000.0,,19400000.0,265000000.0,,22400000.0,,19400000.0,33100000.0,978500000.0,,,181936000.0,,,20300000.0,,,,,,,146700000.0,183500000.0,,181936000.0,57800000.0,,,,135100000.0,,,,,,279400000.0,13700000.0,,,,19400000.0,,702700000.0,94100000.0,,86200000.0,946800000.0,,128200000.0,,,,,,,-95100000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.344390400,,,5500000.0,4700000.0,3200000.0,,,0.0,82400000.0,116700000.0,,193000000.0,,37000000.0,,,,,,,,,146000000.0,,,,,,,300000.0,,0.0,,,166600000.0,,,,,,,,,0.0,,,-63600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,83400000.0,,,0.004688,116300000.0,,,,,,527600000.0,,,10800000.0,,0.0,,,,,,,,,185600000.0,0.004688,,,92100000.0,,,,,,5000000.0,0.0,26400000.0,,,,,,,,,,3200000.0,,13200000.0,334600000.0,,10100000.0,,13200000.0,20300000.0,,,,175712000.0,,,28800000.0,,,,,,,156000000.0,196400000.0,,175712000.0,91800000.0,,,,127500000.0,,,,,,313100000.0,7100000.0,,,,13200000.0,,,98100000.0,,93500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.375926400,,,10300000.0,8300000.0,6100000.0,,,0.0,111500000.0,155800000.0,,252800000.0,,71700000.0,,,,,,,,,189200000.0,,,,,,,300000.0,,0.0,,,197500000.0,,,,300000.0,,,,,0.0,,,-77700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,106400000.0,,,0.01,123300000.0,,,,,,659800000.0,,,14100000.0,,0.0,,,,,,,,,191500000.0,0.01,,,75700000.0,,,,,,7000000.0,0.0,55300000.0,,,,,,,,,,6100000.0,,29900000.0,407000000.0,,9400000.0,,29900000.0,49500000.0,,,,197968000.0,,,34000000.0,,,,,,,181100000.0,209100000.0,,197968000.0,75100000.0,,,,173400000.0,,,,,,364900000.0,19600000.0,,,,29900000.0,,,114400000.0,,115800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.407462400,,,11500000.0,200000.0,4900000.0,,,0.0,113700000.0,161200000.0,,289500000.0,,81600000.0,,,,,,,,,206100000.0,,,,,,,3500000.0,,0.0,,,229500000.0,,,,,,,,,0.0,,,-92400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,121200000.0,,,0.008125,149100000.0,,,,,,717700000.0,,,12500000.0,,0.0,,,,,,,,,212700000.0,0.008125,,,65900000.0,,,,,,9800000.0,0.0,60000000.0,,,,,,,,,,4900000.0,,25000000.0,428200000.0,,25600000.0,,25000000.0,47800000.0,,,,198256000.0,,,36000000.0,,,,,,,207900000.0,238500000.0,,198256000.0,62400000.0,,,,187000000.0,,,,,,399700000.0,22800000.0,,,,25000000.0,,,129500000.0,,146800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.438998400,,,10900000.0,10100000.0,3100000.0,,,0.0,128500000.0,191100000.0,,302800000.0,,90600000.0,,,,,,,,,232800000.0,,,,,,,6900000.0,,0.0,,,236000000.0,,,,,,,,,0.0,,,-104300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,121400000.0,,,0.012813,138900000.0,,,,,,743200000.0,,,10900000.0,,0.0,,,,,,,,,203400000.0,0.012813,,,63700000.0,,,,,,11500000.0,0.0,66800000.0,,,,,,,,,,3100000.0,,40100000.0,440400000.0,,18300000.0,,40100000.0,65800000.0,,,,257312000.0,,,51700000.0,,,,,,,212200000.0,228400000.0,,257312000.0,56800000.0,,,,216100000.0,,,,,,419500000.0,25700000.0,,,,40100000.0,,,158600000.0,,139700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.446860800,,,,,,,,,,,196608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008438,,,,,,,,,,,,172000000.0,,,,,,,,,,,,,196608000.0,,,,,,,,,172000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172000000.0,,,,,,,,,,,,,,,,,,,,,,,,26400000.0,,,,,,,,,,,,,,0.008438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.454809600,,,,,,,,,,,196608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,186900000.0,,,,,,,,,,,,,196608000.0,,,,,,,,,186900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186900000.0,,,,,,,,,,,,,,,,,,,,,,,,7700000.0,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.462758400,,,,,,,,,,,196608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,187700000.0,,,,,,,,,,,,,196608000.0,,,,,,,,,187700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187700000.0,,,,,,,,,,,,,,,,,,,,,,,,4200000.0,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.470620800,,53300000.0,53300000.0,27200000.0,4100000.0,,,0.0,140000000.0,273400000.0,,309300000.0,243400000.0,89100000.0,4100000.0,4100000.0,,,,,,,255600000.0,,-115600000.0,,,44800000.0,,9600000.0,,0.0,,,244100000.0,,,255600000.0,,,,,,0.0,,,-115600000.0,,,,,,-481400000.0,148100000.0,,,,,,,,,,140000000.0,,,,,,,,,148100000.0,,-481400000.0,0.017188,160900000.0,,,,,,788400000.0,,,13000000.0,,0.0,269100000.0,199000000.0,,192900000.0,,,,,299100000.0,0.017188,,,106200000.0,,,,,,13700000.0,0.0,65200000.0,106200000.0,,,,,241800000.0,,,,4100000.0,9600000.0,54600000.0,479100000.0,,44800000.0,,54600000.0,79400000.0,,542500000.0,,194656000.0,273400000.0,,80100000.0,,,299100000.0,80100000.0,16300000.0,,220200000.0,269100000.0,,194656000.0,96600000.0,,13700000.0,,243400000.0,,,,,160900000.0,542500000.0,24800000.0,,,,54600000.0,,,199000000.0,,192900000.0,,,,,96600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.478396800,,,,,,,,,,,196608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,190900000.0,,,,,,,,,,,,,196608000.0,,,,,,,,,190900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190900000.0,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
