,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,trailingNetIncome,annualTotalAssets,annualNonCurrentDeferredRevenue,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,trailingCashDividendsPaid,quarterlyLongTermDebt,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualAccountsReceivable,annualPurchaseOfInvestment,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalRevenue,annualCommonStockIssuance,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingResearchAndDevelopment,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualCapitalExpenditure,quarterlySaleOfInvestment,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,trailingOtherIncomeExpense,trailingCapitalExpenditure,annualInvestingCashFlow,annualOtherIncomeExpense,annualDilutedEPS,trailingTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,annualDilutedAverageShares,annualPretaxIncome,quarterlyAccountsPayable,annualIncomeTaxPayable,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,trailingEndCashPosition,trailingRepaymentOfDebt,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,trailingInterestExpense,annualBeginningCashPosition,annualBasicEPS,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,quarterlyPurchaseOfBusiness,annualBasicAverageShares,annualCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualInterestExpense,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualAccumulatedDepreciation,annualInventory,annualEbitda,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualGrossProfit,quarterlyTotalRevenue,annualPurchaseOfBusiness,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyNetPPE,annualStockholdersEquity,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyGrossProfit,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualTaxProvision,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,quarterlySellingGeneralAndAdministration,annualCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCostOfRevenue,annualFreeCashFlow,annualLongTermDebt,annualCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentAssets,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,annualChangesInAccountReceivables,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,annualStockBasedCompensation,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,trailingCommonStockIssuance,annualChangeInInventory,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1443571200,,,2434000000.0,1113000000.0,242000000.0,,,,,19785000000.0,26725000000.0,,,,6312000000.0,,,,,,141000000.0,2.16,-133000000.0,542000000.0,1940000000.0,,,,,6940000000.0,2280000000.0,,,6000000.0,7000000.0,2811000000.0,,,0.0,,56000000.0,,0.0,2577000000.0,,2.16,1801000000.0,,13712000000.0,-1000000.0,,,,71000000.0,,,,,,,,,,,875000000.0,,,,0.0,,,1799000000.0,,1590000000.0,833300000.0,,,84000000.0,4401000000.0,,4401000000.0,,,,,,,833300000.0,,-424000000.0,,,,,13013000000.0,,,,,134000000.0,,,,1048000000.0,39489000000.0,,-80000000.0,,,,2020000000.0,163000000.0,,,98000000.0,,219000000.0,,,,,,,,,,3308000000.0,,2310000000.0,1132000000.0,4401000000.0,-174000000.0,2424000000.0,19457000000.0,,,,874000000.0,,,,,,,2922000000.0,,75000000.0,,,-20032000000.0,-134000000.0,-401000000.0,,1801000000.0,1801000000.0,,,,,11772000000.0,294000000.0,,,165000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,1552000000.0,-661000000.0,2615000000.0,61000000.0,242000000.0,,25791000000.0,,242000000.0,19318000000.0,25791000000.0,,618000000.0,,6525000000.0,13400000000.0,,61000000.0,,1507000000.0,-105000000.0,,-132000000.0,322000000.0,1858000000.0,,13207000000.0,1449000000.0,,6473000000.0,1507000000.0,3000000.0,2816000000.0,7000000.0,23000000.0,-296000000.0,,-217000000.0,0.0,11542000000.0,148000000.0,27000000.0,,-138000000.0,-2000000.0,,-641000000.0,4105000000.0,13400000000.0,0.0,894000000.0,,4105000000.0,76000000.0,-1714000000.0,3000000.0,-824000000.0,1020000000.0,,,888000000.0,1815000000.0,0.75,,1020000000.0,,46000000.0,,0.0,818700000.0,537000000.0,68000000.0,133000000.0,4401000000.0,,,,85000000.0,4105000000.0,,4105000000.0,68000000.0,,,39630000000.0,23000000.0,618000000.0,,,-40000000.0,36000000.0,,883000000.0,0.75,12391000000.0,,0.0,3222000000.0,,133000000.0,-264000000.0,18910000000.0,,1112000000.0,39630000000.0,,-4000000.0,818700000.0,0.0,4105000000.0,-882000000.0,-139000000.0,,328000000.0,47000000.0,,-241000000.0,6473000000.0,,-20720000000.0,810000000.0,2979000000.0,1858000000.0,76000000.0,1474000000.0,3438000000.0,2955000000.0,-84000000.0,5000000.0,810000000.0,4105000000.0,-772000000.0,-469000000.0,18910000000.0,12391000000.0,,,340000000.0,,,-81000000.0,46000000.0,,618000000.0,2816000000.0,4262000000.0,115000000.0,1552000000.0,,-20720000000.0,-138000000.0,-427000000.0,,-641000000.0,-641000000.0,9769000000.0,-240000000.0,6525000000.0,-528000000.0,11542000000.0,301000000.0,323000000.0,335000000.0,36000000.0,301000000.0,,19318000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,1925000000.0,1110000000.0,242000000.0,,,,,18467000000.0,24500000000.0,,,,6113000000.0,,,,,,-141000000.0,-0.14,-41000000.0,182000000.0,1852000000.0,,,,,6033000000.0,1348000000.0,,,18000000.0,26000000.0,-222000000.0,,,0.0,,52000000.0,,,295000000.0,,-0.14,-118000000.0,,12526000000.0,0.0,,,,84000000.0,,1000000.0,,,,,,,,,757000000.0,,,,0.0,,,1700000000.0,,4105000000.0,833300000.0,,,88000000.0,3883000000.0,,3883000000.0,,,,,,,833300000.0,,-47000000.0,,,,,11974000000.0,,,,,126000000.0,,,,981000000.0,39336000000.0,,,,,,-335000000.0,-190000000.0,,,156000000.0,,-217000000.0,,,,,,,,,,2265000000.0,,419000000.0,858000000.0,3883000000.0,-641000000.0,-369000000.0,18140000000.0,,,,340000000.0,,,,,,,2583000000.0,,60000000.0,,,-21196000000.0,-41000000.0,-323000000.0,,-118000000.0,-118000000.0,,,,,10674000000.0,176000000.0,,,148000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,2028000000.0,1419000000.0,242000000.0,,,,,18484000000.0,24714000000.0,,,,6132000000.0,,,,,,-39000000.0,-0.32,-42000000.0,205000000.0,2155000000.0,,,,,6230000000.0,1039000000.0,,,7000000.0,103000000.0,-103000000.0,,,0.0,,88000000.0,,-1000000.0,103000000.0,,-0.32,-267000000.0,,13037000000.0,-1000000.0,,,,100000000.0,,,,,,,,,,,764000000.0,,,,0.0,,,1927000000.0,,3883000000.0,833300000.0,,,83000000.0,3780000000.0,,3780000000.0,,,,,,,833300000.0,,-25000000.0,,,,,11677000000.0,,,,,125000000.0,,,,934000000.0,39712000000.0,,,,,,-348000000.0,-52000000.0,,,-235000000.0,,-81000000.0,,,,,,,,,,3043000000.0,,-314000000.0,988000000.0,3780000000.0,81000000.0,-270000000.0,18142000000.0,,,,1015000000.0,,,,,,,2529000000.0,,94000000.0,,,-21570000000.0,-43000000.0,-244000000.0,,-267000000.0,-267000000.0,,,,,10882000000.0,37000000.0,,,185000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,2616000000.0,1371000000.0,242000000.0,,,,,18263000000.0,24475000000.0,,,,6184000000.0,,,,,,102000000.0,-0.3,-41000000.0,310000000.0,2003000000.0,,,,,6212000000.0,747000000.0,,,5000000.0,87000000.0,70000000.0,,,0.0,,63000000.0,,,337000000.0,,-0.3,-251000000.0,,13044000000.0,0.0,,,,78000000.0,,,,,,,,,,,805000000.0,,,,0.0,,,1809000000.0,,3780000000.0,833300000.0,,,84000000.0,3850000000.0,,3850000000.0,,,,,,,833300000.0,,4000000.0,,,,,11431000000.0,,,,,107000000.0,,,,953000000.0,40117000000.0,,0.0,,,,-406000000.0,-111000000.0,,,-112000000.0,,-155000000.0,,,,,,,,,,3279000000.0,,-21000000.0,972000000.0,3850000000.0,-290000000.0,-196000000.0,17893000000.0,,,,663000000.0,,,,,,,2423000000.0,,71000000.0,,,-22224000000.0,-41000000.0,-208000000.0,,-251000000.0,-251000000.0,,,,,11041000000.0,13000000.0,,,192000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,2051000000.0,-52000000.0,2057000000.0,29000000.0,242000000.0,,25258000000.0,,242000000.0,18436000000.0,25258000000.0,,-545000000.0,,6332000000.0,13668000000.0,,29000000.0,-1000000.0,796000000.0,-95000000.0,0.11,-42000000.0,164000000.0,2671000000.0,,12282000000.0,0.0,,6822000000.0,796000000.0,,2585000000.0,6000000.0,293000000.0,-130000000.0,,-562000000.0,0.0,10997000000.0,22000000.0,36000000.0,-1000000.0,248000000.0,-2000000.0,0.11,91000000.0,3720000000.0,13668000000.0,-1000000.0,-168000000.0,,3720000000.0,56000000.0,-1034000000.0,,-302000000.0,910000000.0,,,-1079000000.0,-185000000.0,-0.65,,910000000.0,,35000000.0,,0.0,833300000.0,-927000000.0,105000000.0,112000000.0,3850000000.0,833300000.0,,,86000000.0,3720000000.0,,3720000000.0,105000000.0,,50000000.0,40192000000.0,293000000.0,-545000000.0,833300000.0,,16000000.0,33000000.0,,4105000000.0,-0.65,11590000000.0,,,-385000000.0,,112000000.0,-209000000.0,18011000000.0,,1090000000.0,40192000000.0,,0.0,833300000.0,0.0,3720000000.0,162000000.0,144000000.0,,341000000.0,-371000000.0,,71000000.0,6822000000.0,,-22181000000.0,1237000000.0,912000000.0,2671000000.0,56000000.0,861000000.0,3656000000.0,3695000000.0,0.0,-269000000.0,1237000000.0,3720000000.0,548000000.0,-244000000.0,18011000000.0,11590000000.0,50000000.0,,1638000000.0,,,-382000000.0,35000000.0,,-545000000.0,2585000000.0,3958000000.0,101000000.0,2051000000.0,,-22181000000.0,-43000000.0,-259000000.0,,91000000.0,91000000.0,8626000000.0,-173000000.0,6332000000.0,-166000000.0,10997000000.0,21000000.0,225000000.0,326000000.0,33000000.0,21000000.0,,18436000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,2677000000.0,1749000000.0,242000000.0,,,,,16268000000.0,25125000000.0,,,,6277000000.0,,,,,,15000000.0,0.25,-41000000.0,328000000.0,2902000000.0,,,,,8857000000.0,966000000.0,,,4000000.0,705000000.0,-172000000.0,,,,,25000000.0,,,708000000.0,,0.25,211000000.0,,13408000000.0,-11000000.0,,,,64000000.0,,0.0,,,,,,,,,864000000.0,,,,0.0,,,2072000000.0,,3720000000.0,833300000.0,,,85000000.0,3548000000.0,,3548000000.0,,,,,,,833300000.0,,27000000.0,,,,,11717000000.0,,,,,125000000.0,,,,1135000000.0,30754000000.0,,-173000000.0,,,,260000000.0,71000000.0,,,5000000.0,,49000000.0,,,,,,,,,,3942000000.0,,233000000.0,1232000000.0,3548000000.0,130000000.0,-459000000.0,15808000000.0,,,,1265000000.0,,,,,,,2648000000.0,,43000000.0,,,-14946000000.0,-52000000.0,-313000000.0,,211000000.0,211000000.0,,,,,10506000000.0,2308000000.0,,,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,2511000000.0,1572000000.0,2349000000.0,,,,,37665000000.0,44459000000.0,,,,12520000000.0,,,,,,912000000.0,2.37,-61000000.0,1239000000.0,4714000000.0,,,,,6794000000.0,3545000000.0,,,5000000.0,1495000000.0,-3059000000.0,,,2899000000.0,,-2636000000.0,,,3871000000.0,,2.37,2640000000.0,,24758000000.0,-1000000.0,,,,63000000.0,,1000000.0,,,,,,,,,759000000.0,,,,0.0,,,2188000000.0,,3548000000.0,1113300000.0,,,152000000.0,489000000.0,,489000000.0,,,893000000.0,,,,1113300000.0,,-54000000.0,,,,,19701000000.0,,,,,138000000.0,,,,1412000000.0,38359000000.0,,-14326000000.0,,,,3263000000.0,868000000.0,,,447000000.0,,682000000.0,,,,,,,,,,4081000000.0,,3263000000.0,1136000000.0,489000000.0,158000000.0,-14706000000.0,34957000000.0,,,,1570000000.0,,,,,,,5968000000.0,,58000000.0,,,-3402000000.0,10288000000.0,-327000000.0,,2581000000.0,2640000000.0,,,,,20044000000.0,3560000000.0,,,269000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,2287000000.0,1609000000.0,2339000000.0,,,,,37363000000.0,42572000000.0,,,,12094000000.0,,,,,,149000000.0,-0.06,-62000000.0,592000000.0,3706000000.0,,,,,5209000000.0,3414000000.0,,,6000000.0,1639000000.0,143000000.0,,,0.0,,35000000.0,,-1000000.0,898000000.0,,-0.06,-69000000.0,,23139000000.0,0.0,,,,61000000.0,,,,,,,,,,,620000000.0,,,,0.0,,,2009000000.0,,489000000.0,1228800000.0,,,168000000.0,632000000.0,,632000000.0,,,,,,,1228800000.0,,80000000.0,,,,,19433000000.0,,,,,58000000.0,,,,1728000000.0,38414000000.0,,-63000000.0,,,,178000000.0,-182000000.0,,,-390000000.0,,-110000000.0,,,,,,,,,,4453000000.0,,-101000000.0,1122000000.0,632000000.0,438000000.0,512000000.0,34652000000.0,,,-950000000.0,2166000000.0,,,,,,,5765000000.0,,116000000.0,,,-3762000000.0,-1009000000.0,-443000000.0,,288000000.0,-69000000.0,,,,,19433000000.0,1840000000.0,,,285000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,2132000000.0,159000000.0,3729000000.0,193000000.0,2272000000.0,,40933000000.0,,2272000000.0,35925000000.0,40933000000.0,,3366000000.0,,9513000000.0,20952000000.0,,193000000.0,0.0,3937000000.0,313000000.0,0.5,-61000000.0,900000000.0,4436000000.0,,17314000000.0,2899000000.0,,5008000000.0,3937000000.0,,5613000000.0,21000000.0,1672000000.0,-22000000.0,,145000000.0,0.0,16516000000.0,931000000.0,36000000.0,0.0,-660000000.0,-2000000.0,0.5,584000000.0,610000000.0,20952000000.0,0.0,6515000000.0,,610000000.0,71000000.0,-1670000000.0,,242000000.0,643000000.0,,,-12866000000.0,2557000000.0,3.05,,643000000.0,,37000000.0,,0.0,1102500000.0,2216000000.0,337000000.0,129000000.0,632000000.0,1228800000.0,,,166000000.0,610000000.0,,610000000.0,337000000.0,,0.0,37675000000.0,1672000000.0,3366000000.0,1228800000.0,,106000000.0,199000000.0,,3720000000.0,3.05,19981000000.0,,-3600000000.0,-3110000000.0,,129000000.0,583000000.0,33269000000.0,,1933000000.0,37675000000.0,,-3000000.0,1102500000.0,0.0,610000000.0,-1485000000.0,-174000000.0,,571000000.0,83000000.0,,-673000000.0,5008000000.0,,-4406000000.0,1389000000.0,4817000000.0,4436000000.0,71000000.0,3059000000.0,6284000000.0,5212000000.0,-14565000000.0,-851000000.0,1389000000.0,610000000.0,-450000000.0,1787000000.0,33269000000.0,19981000000.0,0.0,-2650000000.0,1483000000.0,94000000.0,,-52000000.0,37000000.0,,2268000000.0,5613000000.0,6042000000.0,91000000.0,2132000000.0,94000000.0,-4406000000.0,-2712000000.0,-587000000.0,,-812000000.0,584000000.0,11030000000.0,1389000000.0,9513000000.0,-225000000.0,16516000000.0,1111000000.0,-1645000000.0,308000000.0,199000000.0,1111000000.0,,35925000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,2559000000.0,1508000000.0,2272000000.0,,,,,35881000000.0,39809000000.0,,,,9781000000.0,,,,,,-652000000.0,-0.53,-60000000.0,-123000000.0,3518000000.0,,,,,3928000000.0,3223000000.0,,,12000000.0,1164000000.0,-205000000.0,,,,,131000000.0,,,-309000000.0,,-0.53,-654000000.0,,20428000000.0,1000000.0,,,,58000000.0,,6000000.0,,,,,,,,,756000000.0,,,,0.0,,,2336000000.0,,610000000.0,1228800000.0,,,128000000.0,405000000.0,,405000000.0,,,,,,,1228800000.0,,31000000.0,,,,,19381000000.0,,,,,18000000.0,,,,2347000000.0,38342000000.0,,0.0,,,,-1072000000.0,-8000000.0,,,-82000000.0,,-158000000.0,,,,,,,,,,4703000000.0,,-722000000.0,1393000000.0,405000000.0,-203000000.0,-39000000.0,33277000000.0,,,,2144000000.0,,,,,,,5612000000.0,,179000000.0,,,-5065000000.0,-60000000.0,-529000000.0,,-914000000.0,-654000000.0,,,,,16910000000.0,,,,267000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,2782000000.0,2274000000.0,2272000000.0,,,,,35733000000.0,40299000000.0,,,,9992000000.0,,,,,,200000000.0,-0.34,-62000000.0,533000000.0,3916000000.0,,,,,4566000000.0,2743000000.0,,,7000000.0,1174000000.0,-29000000.0,,,0.0,,454000000.0,,,303000000.0,,-0.34,-418000000.0,,21296000000.0,-1000000.0,,,,54000000.0,,3000000.0,,,,,,,,,855000000.0,,,,0.0,,,2713000000.0,,405000000.0,1228800000.0,,,134000000.0,376000000.0,,376000000.0,,,,,,,1229300000.0,,-171000000.0,,,,,19003000000.0,,,,,29000000.0,,,,2317000000.0,38724000000.0,,0.0,,,,-390000000.0,52000000.0,,,-241000000.0,,20000000.0,,,,,,,,,,6027000000.0,,-1165000000.0,1407000000.0,376000000.0,928000000.0,-501000000.0,33091000000.0,,,-14000000.0,3245000000.0,,,,,,,5677000000.0,,109000000.0,,,-5633000000.0,-77000000.0,-333000000.0,,-410000000.0,-418000000.0,,,,,17380000000.0,,,,459000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,3163000000.0,1898000000.0,2272000000.0,,,,,33813000000.0,39722000000.0,,,,8788000000.0,,,,,,992000000.0,-0.2,-61000000.0,1259000000.0,4692000000.0,,,,,5909000000.0,2441000000.0,,,4000000.0,870000000.0,1489000000.0,,,0.0,,-43000000.0,,,165000000.0,,-0.2,-241000000.0,,21098000000.0,,,,,61000000.0,,,,,,,,,,,777000000.0,,,,0.0,,,2712000000.0,,376000000.0,1228800000.0,,,133000000.0,1865000000.0,,1865000000.0,,,1036000000.0,,,,1229300000.0,,-73000000.0,,,,,18624000000.0,,,,,33000000.0,,,,2712000000.0,37399000000.0,,0.0,,,,-507000000.0,-254000000.0,,,282000000.0,,-265000000.0,,,,,,,,,,6143000000.0,,-597000000.0,1641000000.0,1865000000.0,268000000.0,300000000.0,31301000000.0,,,-7000000.0,2980000000.0,,,,,,,5415000000.0,,78000000.0,,,-6098000000.0,-68000000.0,-267000000.0,,-242000000.0,-241000000.0,,,,,16406000000.0,,,,371000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,790000000.0,-295000000.0,5039000000.0,251000000.0,2272000000.0,,35174000000.0,,2272000000.0,31979000000.0,35174000000.0,,-2669000000.0,,8482000000.0,17706000000.0,,251000000.0,,1023000000.0,198000000.0,-1.1,-62000000.0,485000000.0,2600000000.0,,21389000000.0,0.0,,3195000000.0,1023000000.0,9000000.0,4861000000.0,2000000.0,18000000.0,-1084000000.0,,480000000.0,0.0,15106000000.0,1746000000.0,25000000.0,,-1438000000.0,-1000000.0,-1.1,-1356000000.0,781000000.0,17706000000.0,0.0,-1410000000.0,,781000000.0,64000000.0,-1377000000.0,0.0,-1326000000.0,1038000000.0,,,-613000000.0,-1992000000.0,-2.17,,1038000000.0,,38000000.0,,0.0,1229200000.0,-3926000000.0,767000000.0,17000000.0,1865000000.0,1228800000.0,,,121000000.0,781000000.0,,781000000.0,767000000.0,,682000000.0,36009000000.0,18000000.0,-2669000000.0,1228900000.0,,-82000000.0,159000000.0,,610000000.0,-2.17,17468000000.0,,-1164000000.0,171000000.0,,17000000.0,-794000000.0,29483000000.0,,1796000000.0,36009000000.0,,0.0,1228800000.0,0.0,781000000.0,-1957000000.0,-584000000.0,,516000000.0,521000000.0,,-607000000.0,3195000000.0,,-6526000000.0,1013000000.0,-1279000000.0,2600000000.0,64000000.0,2154000000.0,7846000000.0,4516000000.0,0.0,492000000.0,1013000000.0,781000000.0,-2319000000.0,-373000000.0,29483000000.0,17468000000.0,682000000.0,-1144000000.0,-523000000.0,,,-1010000000.0,38000000.0,,-2916000000.0,4861000000.0,9172000000.0,87000000.0,790000000.0,,-6526000000.0,-1206000000.0,-287000000.0,,-1350000000.0,-1356000000.0,13543000000.0,777000000.0,8482000000.0,-245000000.0,15106000000.0,,2288000000.0,391000000.0,159000000.0,,,31979000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,2871000000.0,1673000000.0,2272000000.0,,,,,32615000000.0,35993000000.0,,,,7715000000.0,,,,,,115000000.0,0.09,-61000000.0,436000000.0,3070000000.0,,,,,3378000000.0,1072000000.0,,,4000000.0,242000000.0,-537000000.0,,,,,294000000.0,,-2000000.0,855000000.0,,0.09,110000000.0,,18574000000.0,,,,,76000000.0,,,,,,,,,,,938000000.0,,,,0.0,,,1998000000.0,,781000000.0,1228800000.0,,,132000000.0,244000000.0,,244000000.0,,,668000000.0,,,,1229100000.0,,9000000.0,,,,,17419000000.0,,,,,17000000.0,,,,1749000000.0,37336000000.0,,,,,,157000000.0,41000000.0,,,-612000000.0,,47000000.0,,,,,,,,,,5195000000.0,,-296000000.0,1381000000.0,244000000.0,575000000.0,-314000000.0,30267000000.0,,,-591000000.0,2324000000.0,,,,,,,4893000000.0,,72000000.0,,,-7069000000.0,-652000000.0,-321000000.0,,110000000.0,110000000.0,,,,,15504000000.0,,,,249000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,3253000000.0,1430000000.0,2272000000.0,,,,,32432000000.0,35359000000.0,,,,6498000000.0,,,,,,1024000000.0,1.45,-62000000.0,1275000000.0,2870000000.0,,,,,2927000000.0,2794000000.0,,,6000000.0,67000000.0,-180000000.0,,,,,-116000000.0,,-7000000.0,1589000000.0,,1.45,1784000000.0,,16309000000.0,,,,,79000000.0,,,,,,,,,,,844000000.0,,,,0.0,,,1967000000.0,,244000000.0,1228800000.0,,,127000000.0,64000000.0,,64000000.0,,,654000000.0,,,,1229400000.0,,-51000000.0,,,,,19050000000.0,,,,,17000000.0,,,,1949000000.0,37666000000.0,,,,,,918000000.0,-877000000.0,,,193000000.0,,-866000000.0,,,,,,,,,,5927000000.0,,303000000.0,1385000000.0,64000000.0,725000000.0,-309000000.0,30081000000.0,,,-1079000000.0,2674000000.0,,,,,,,4006000000.0,,65000000.0,,,-7585000000.0,-1136000000.0,-251000000.0,,1784000000.0,1784000000.0,,,,,13439000000.0,,,,165000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,2768000000.0,1306000000.0,2272000000.0,725000000.0,,,,32523000000.0,35779000000.0,20000000.0,,-245000000.0,6577000000.0,,-643000000.0,,,,542000000.0,0.15,-60000000.0,834000000.0,2909000000.0,1880000000.0,,,13930000000.0,3256000000.0,2921000000.0,,,6000000.0,67000000.0,373000000.0,-159000000.0,,,,40000000.0,,,914000000.0,,0.15,187000000.0,,16552000000.0,,,18000000.0,,,,,,,436000000.0,-1150000000.0,,,,20706000000.0,892000000.0,-582000000.0,,104000000.0,0.0,,,1978000000.0,,64000000.0,1228800000.0,462000000.0,-2853000000.0,117000000.0,437000000.0,-3094000000.0,437000000.0,,-1339000000.0,662000000.0,,,,1229400000.0,-1428000000.0,-35000000.0,,497000000.0,,,19227000000.0,725000000.0,,,-1374000000.0,16000000.0,,,6776000000.0,1863000000.0,38195000000.0,7358000000.0,,,,,239000000.0,46000000.0,1865000000.0,,-82000000.0,,52000000.0,,731000000.0,,,,,,,,5068000000.0,,-63000000.0,1497000000.0,437000000.0,437000000.0,-343000000.0,30042000000.0,,,-40000000.0,2300000000.0,,1964000000.0,,70000000.0,3030000000.0,,4055000000.0,,72000000.0,,,-8153000000.0,-100000000.0,-292000000.0,296000000.0,187000000.0,187000000.0,,,,,13643000000.0,,,,103000000.0,,-1374000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
