,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualCurrentDeferredRevenue,annualTotalRevenue,annualBasicAverageShares,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,annualOperatingIncome,annualEndCashPosition,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,trailingEndCashPosition,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,annualAccountsPayable,quarterlyEbitda,quarterlyStockBasedCompensation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentAssets,quarterlyDilutedAverageShares,trailingNetIncome,annualBasicEPS,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyLongTermDebt,annualNetIncome,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyNetIncome,annualRetainedEarnings,annualDilutedEPS,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualStockBasedCompensation,annualOtherIntangibleAssets,quarterlyTaxProvision,annualOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyCapitalStock,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualCurrentLiabilities,annualGrossProfit,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyInterestExpense,annualEbitda,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualPretaxIncome,trailingOperatingExpense,annualInterestExpense,annualChangesInAccountReceivables,quarterlyTotalAssets,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGoodwill,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingInvestingCashFlow,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingGrossProfit,annualInvestingCashFlow,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,trailingInterestExpense,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1001808000,,,,,,,,,,,,,1978000.0,,,,,,1248000.0,,,,,,,,,21571000.0,,,,,,,,15783000.0,,,,,,937025000.0,,282613000.0,35596377.0,,,,,,331420000.0,,10972000.0,68108000.0,225566000.0,972175000.0,,,,,,,,524721000.0,,,,7289000.0,,0.056667,,,,55231000.0,,27098000.0,244563000.0,,,,42863000.0,,,640755000.0,0.0,,,,,,,1978000.0,629146000.0,,,1978000.0,,,,,24211000.0,,24211000.0,,,209783000.0,,3549000.0,68108000.0,33632000.0,,,,1571000.0,,35596377.0,144000.0,,,,,,114943000.0,,,,,13407000.0,,,,,,,,,125632000.0,,,,,,,,0.0,,,,,1219638000.0,,1546000.0,,,,,,,,,,,,,,150274000.0,0.056667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,34978000.0,,562828000.0,23535012.0,,8493000.0,165841000.0,62732000.0,57450000.0,,16178000.0,,,92156000.0,44659000.0,,17426000.0,-53287000.0,57450000.0,,,,71441000.0,-48000.0,151100000.0,53359000.0,,673828000.0,17426000.0,7742000.0,,,,46949000.0,24988000.0,19779000.0,42535000.0,-100000.0,,998607000.0,500096000.0,360746000.0,,,0.74,,296000.0,,423865000.0,1097693000.0,21736000.0,68451000.0,337262000.0,1097693000.0,-213637000.0,,57450000.0,360746000.0,,13662000.0,522063000.0,522063000.0,17426000.0,,23729391.0,8493000.0,212040000.0,,177058000.0,,,85188000.0,17426000.0,46661000.0,257364000.0,70855000.0,,,42535000.0,257364000.0,,673828000.0,0.0,,,,1359353000.0,-7924000.0,18016000.0,16178000.0,609543000.0,,85188000.0,16178000.0,17426000.0,0.733333,,,57450000.0,144000.0,57450000.0,,-43279000.0,290313000.0,,33088000.0,68451000.0,38117000.0,,,38117000.0,16910000.0,0.0,,144000.0,68451000.0,998607000.0,95391000.0,,,165841000.0,423865000.0,,46661000.0,,14535000.0,74930000.0,-246000.0,,98659000.0,,,,57450000.0,177058000.0,70303000.0,,16034000.0,-45315000.0,-1081000.0,,,0.0,35442000.0,,29717000.0,,1359353000.0,,296000.0,609543000.0,21736000.0,,,,,68451000.0,-1948000.0,,,33050000.0,-524045000.0,24211000.0,151100000.0,,,,213831000.0,,,0.0,,-265450000.0,-50732000.0,43772000.0,,,,,,,,,,,,,,,,,,,,
1017532800,,,-50100000.0,,,,,,,,,,-6095000.0,,,,,,11331000.0,-11330000.0,19997000.0,,,,,,,10506000.0,,,,,,,,2914000.0,-58691000.0,-351000.0,,,,988766000.0,,232891000.0,45621045.0,,,,,,295745000.0,,6991000.0,65814000.0,223990000.0,966586000.0,,,,,,,,517082000.0,,,,9460000.0,,-0.133333,,,,17153000.0,,46830000.0,250635000.0,,,,45439000.0,,,670841000.0,0.0,,,,,-9185000.0,,-6095000.0,611276000.0,,,-6095000.0,,,,,19997000.0,,19997000.0,,-18533000.0,221076000.0,,-12239000.0,65814000.0,36242000.0,,,,-6144000.0,,45151899.0,143000.0,,,,,,127038000.0,,,,,16017000.0,,,,-880000.0,,,,,177365000.0,-56546000.0,,31087000.0,-2145000.0,,,,0.0,,,,,1221657000.0,,44000.0,,,,,,,,,,,-36789000.0,,57450000.0,144563000.0,-0.133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,9011000.0,,,,,,,,,,7289000.0,,,,,,18620000.0,-4880000.0,18211000.0,,,,,,,33374000.0,,,,,,,,29263000.0,13196000.0,114000.0,,,,999146000.0,,352777000.0,45651558.0,,,,,,416819000.0,,13009000.0,64928000.0,284893000.0,1079125000.0,,,,,,,,515282000.0,,,,10777000.0,,0.16,,,,33989000.0,,46990000.0,268190000.0,,,,48120000.0,,,662306000.0,0.0,,,,,-1291000.0,,7289000.0,583213000.0,,,7289000.0,,,,,18211000.0,,18211000.0,,-90393000.0,255630000.0,,14893000.0,64928000.0,93549000.0,,,,7604000.0,,45103848.0,144000.0,,,,,,231724000.0,,,,,14904000.0,,,,-6714000.0,,,,,174240000.0,16414000.0,,-13177000.0,-3218000.0,,,,0.0,,,,,1351923000.0,,10608000.0,,,,,,,,,,,-1643000.0,,19997000.0,138097000.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,19992000.0,,,,,,,,,,1881000.0,,,,,,21056000.0,-252000.0,18484000.0,,,,,-120000.0,,27566000.0,,,,,,,,21162000.0,18244000.0,-1266000.0,,,,981014000.0,,273669000.0,45677364.0,,,,,,331466000.0,,11709000.0,62896000.0,284928000.0,992518000.0,,,,,,,,513160000.0,,,,8977000.0,,0.043333,,,,53077000.0,,51439000.0,257563000.0,,,,43973000.0,,,661052000.0,0.0,,,,,2786000.0,,1881000.0,581661000.0,,,1881000.0,,,,,18484000.0,,18484000.0,,-105338000.0,263766000.0,,7017000.0,62896000.0,91874000.0,,,,5136000.0,,45048132.0,144000.0,,,,,,134455000.0,,,,,15420000.0,,0.0,,5363000.0,,,,,168663000.0,21162000.0,,-19975000.0,-2918000.0,,,,0.0,,,,,1254683000.0,,2323000.0,,,,,,,,,,,935000.0,,18211000.0,132225000.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,35250000.0,,1170277000.0,45075924.0,,8415000.0,121776000.0,106098000.0,79701000.0,,15097000.0,,,180000.0,50616000.0,,36153000.0,-7668000.0,79701000.0,,,,-18018000.0,-521000.0,181600000.0,58711000.0,,660686000.0,18727000.0,-1092000.0,,,,52204000.0,77867000.0,411000.0,50208000.0,,,978936000.0,1064179000.0,345940000.0,,,0.416667,,-18998000.0,,407234000.0,1067920000.0,15451000.0,66634000.0,376466000.0,1067920000.0,-8852000.0,,79701000.0,345940000.0,,57450000.0,511133000.0,511133000.0,18727000.0,,45666333.0,8415000.0,493949000.0,,157499000.0,,,103858000.0,18727000.0,43301000.0,251341000.0,14153000.0,24614000.0,,50208000.0,251341000.0,,660686000.0,0.0,,,,1324876000.0,-1162000.0,30106000.0,15097000.0,577137000.0,,103858000.0,15097000.0,36153000.0,0.41,,,79701000.0,144000.0,79701000.0,,-23736000.0,324262000.0,,38607000.0,66634000.0,91082000.0,,,91082000.0,23510000.0,-36000.0,,144000.0,66634000.0,978936000.0,64882000.0,,,121776000.0,407234000.0,,43301000.0,,14160000.0,130712000.0,0.0,,-15787000.0,,,,79701000.0,157499000.0,83852000.0,,-15773000.0,-5985000.0,-1012000.0,,,-15451000.0,48833000.0,,60501000.0,,1324876000.0,,-18998000.0,577137000.0,15451000.0,,,,,66634000.0,5158000.0,,,60411000.0,-238000000.0,18484000.0,181600000.0,,,,-17838000.0,,,-15451000.0,,-24130000.0,-14266000.0,22914000.0,,,,,,,,,,,,,,,,,,,,
1049068800,,,-97866000.0,,,,,,,,,,-1347000.0,,,,,,34806000.0,-2494000.0,19370000.0,6171000.0,,,,,,17013000.0,,,,,,,,10842000.0,-74761000.0,22281000.0,,,,972880000.0,,223416000.0,45087657.0,,,,,,278677000.0,,0.0,66706000.0,263724000.0,939540000.0,,,,,,,,509266000.0,,,,9470000.0,,-0.03,,,,33223000.0,,45048000.0,251029000.0,,,123599000.0,53980000.0,,,660863000.0,0.0,,,140125000.0,,1506000.0,,-1347000.0,577137000.0,,,-1347000.0,,,,,19370000.0,,19370000.0,,-22588000.0,129283000.0,,-2407000.0,66706000.0,90245000.0,,,,-1060000.0,,45087657.0,145000.0,,,,,,84826000.0,,,,,14324000.0,,,,526000.0,,,,,148515000.0,-70761000.0,,11756000.0,-4000000.0,,,,0.0,,,,,1196296000.0,,-18877000.0,,,,,,,,,,,-61499000.0,,79701000.0,160628000.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,12737000.0,,,,,,,,,,5172000.0,,,,,,39978000.0,4890000.0,23018000.0,6329000.0,,,,,,35031000.0,,,,,,,,28702000.0,-965000.0,-28032000.0,,,,1192895000.0,,369006000.0,46032114.0,,,,,,425839000.0,,0.0,68959000.0,321717000.0,1303148000.0,,,,,,,,707732000.0,,,,-185857000.0,,0.113333,,,,49853000.0,,56836000.0,252672000.0,,,153066000.0,57691000.0,,,877309000.0,-3310000.0,,,168651000.0,,2061000.0,,5172000.0,577137000.0,,,5172000.0,,,,,223018000.0,,223018000.0,,-111437000.0,139949000.0,,9153000.0,68959000.0,89494000.0,,,,3981000.0,,45122604.0,145000.0,,,,,,216399000.0,,,,,16940000.0,,,,-260000.0,,,,,363642000.0,-3794000.0,,2415000.0,2829000.0,,,,0.0,,,,,1561901000.0,,-22272000.0,,,,,,,,,,,3511000.0,,19370000.0,159587000.0,0.113333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,-19036000.0,,,,,,,,,,-28445000.0,,,,,,11533000.0,-255080000.0,85494000.0,41071000.0,,,,,,37198000.0,,,,,,,,-3873000.0,-3173000.0,6915000.0,,,,1359489000.0,,607535000.0,62229033.0,,,,,,567056000.0,,0.0,110705000.0,423376000.0,1611622000.0,,,,,,,,819376000.0,,,,35643000.0,,-0.456667,,,,101842000.0,,99725000.0,348696000.0,,,208198000.0,64482000.0,,,1044566000.0,-16485000.0,,,215178000.0,,-4219000.0,,-28445000.0,793251000.0,,,-28445000.0,,,,,85494000.0,,85494000.0,,-69338000.0,219051000.0,,-46825000.0,110705000.0,153790000.0,,,,-18380000.0,,62229033.0,220000.0,,,,,,175511000.0,,,,,28255000.0,,,,-20567000.0,,,,,211034000.0,3841000.0,,314327000.0,-7014000.0,,,,0.0,,,,,1967024000.0,,-17724000.0,,,,,,,,,,,63088000.0,,23018000.0,289703000.0,-0.456667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,151501000.0,,1630074000.0,55119354.0,796408000.0,41360000.0,281422000.0,77012000.0,163881000.0,,-10084000.0,,,120980000.0,36980000.0,,1449000.0,-32111000.0,163881000.0,39051000.0,,,-322345000.0,,338661000.0,80392000.0,,1040479000.0,-34704000.0,-28563000.0,,,,41341000.0,115879000.0,-29727000.0,68361000.0,,,1374499000.0,756654000.0,838982000.0,,,-0.63,,-23780000.0,,833417000.0,1873896000.0,0.0,113569000.0,621257000.0,1873896000.0,5849000.0,,163881000.0,838982000.0,,79701000.0,791420000.0,791420000.0,-34704000.0,,55119354.0,41360000.0,678397000.0,,209101000.0,,,200343000.0,-34704000.0,75024000.0,332929000.0,47336000.0,92622000.0,311545000.0,68361000.0,332929000.0,,1040479000.0,-17022000.0,,,309712000.0,2213481000.0,6501000.0,-6276000.0,-10084000.0,819558000.0,,200343000.0,-10084000.0,1449000.0,-0.63,,,163881000.0,220000.0,163881000.0,,-22487000.0,268371000.0,,-901000.0,113569000.0,131731000.0,,,131731000.0,9183000.0,-36817000.0,,220000.0,113569000.0,1374499000.0,63941000.0,,,281422000.0,833417000.0,833666000.0,75024000.0,-263683000.0,27697000.0,169634000.0,400000.0,,-302044000.0,,-19836000.0,,163881000.0,209101000.0,134655000.0,,-24834000.0,-18776000.0,,,,12991000.0,-40980000.0,,87216000.0,,2213481000.0,,-23780000.0,819558000.0,0.0,,,,,113569000.0,-12750000.0,,,77710000.0,-225850000.0,85494000.0,338661000.0,,,,303664000.0,,,12991000.0,,-284795000.0,-26961000.0,82810000.0,,,,,,,,,,,,,,,,,,,,
