,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualCurrentDeferredRevenue,annualTotalRevenue,annualBasicAverageShares,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,annualOperatingIncome,annualEndCashPosition,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,trailingEndCashPosition,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,annualAccountsPayable,quarterlyEbitda,quarterlyStockBasedCompensation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentAssets,quarterlyDilutedAverageShares,trailingNetIncome,annualBasicEPS,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyLongTermDebt,annualNetIncome,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyNetIncome,annualRetainedEarnings,annualDilutedEPS,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualStockBasedCompensation,annualOtherIntangibleAssets,quarterlyTaxProvision,annualOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyCapitalStock,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualCurrentLiabilities,annualGrossProfit,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyInterestExpense,annualEbitda,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualPretaxIncome,trailingOperatingExpense,annualInterestExpense,annualChangesInAccountReceivables,quarterlyTotalAssets,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGoodwill,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingInvestingCashFlow,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingGrossProfit,annualInvestingCashFlow,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,trailingInterestExpense,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1080691200,,199251000.0,,,,,,,,,,,-16568000.0,,,,,,-15119000.0,-19098000.0,54254000.0,18493000.0,,,,,,19181000.0,,,,,,,,688000.0,-97773000.0,-83532000.0,,,-8508000.0,1376975000.0,,542760000.0,203040765.0,,,,,,553598000.0,,,227489000.0,440992000.0,1600715000.0,,,,,,,,790492000.0,,,,33705000.0,,-0.08,,,272574000.0,83161000.0,,256625000.0,312160000.0,,,224222000.0,,,,1047117000.0,-5127000.0,,,216770000.0,,-1623000.0,,-16568000.0,,,,-16568000.0,,,,,54254000.0,,54254000.0,,,216082000.0,,-25118000.0,117340000.0,949373000.0,,,,-8550000.0,,203040765.0,660000.0,,,,,,125073000.0,,,,,20679000.0,,,,-151000.0,,,,,280046000.0,-87367000.0,-110149000.0,-2203000.0,-10406000.0,,,,156639000.0,,,,,1919735000.0,,-32655000.0,,,,,,,,,,,-109627000.0,,163881000.0,188725000.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,230539000.0,,,,,,,,,,,2965000.0,,,,,,-12154000.0,-6576000.0,179592000.0,13400000.0,,,,,,50336000.0,,,,,,,,36936000.0,53721000.0,26975000.0,,,3899000.0,1385121000.0,,833955000.0,208127787.0,,,,,,729590000.0,,,233533000.0,550916000.0,1757716000.0,,,,,,,,752350000.0,,,,35655000.0,,0.016667,,,295256000.0,126503000.0,,275776000.0,453197000.0,,,272611000.0,,,,1028126000.0,-8806000.0,,,278305000.0,,3040000.0,,2965000.0,,,,2965000.0,,,,,179592000.0,,179592000.0,,,241369000.0,,6905000.0,123384000.0,946294000.0,,,,3940000.0,,191971482.0,690000.0,,,,,,261582000.0,,,,,23175000.0,,,,-2216000.0,,,,,280001000.0,48272000.0,-110149000.0,84890000.0,5449000.0,,,,159974000.0,,,,,2219076000.0,,-31931000.0,,,,,,,,,,,125338000.0,,54254000.0,181531000.0,0.013333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,213226000.0,,,,,,,,,,,11895000.0,,,,,,-259000.0,34495000.0,147925000.0,21476000.0,,,,,,70198000.0,,,,,,,,48722000.0,55202000.0,41542000.0,,,4419000.0,1331946000.0,,675401000.0,225553254.0,,,,,,634675000.0,,,238225000.0,574999000.0,1522432000.0,,,,,,,,604049000.0,,,,41539000.0,,0.056667,,,276343000.0,143585000.0,,283708000.0,478248000.0,,,300711000.0,,,,887757000.0,-16280000.0,,,274288000.0,,1242000.0,,11895000.0,,,,11895000.0,,,,,147925000.0,,147925000.0,,,225566000.0,,18195000.0,128076000.0,948018000.0,,,,6300000.0,,214339077.0,702000.0,,,,,,151257000.0,,,,,14919000.0,,7991000.0,,-3041000.0,,,,,225216000.0,77700000.0,-110149000.0,-144408000.0,-22498000.0,,,,169703000.0,,,,,2007347000.0,,-26425000.0,,,,,,,,,,,-31667000.0,,179592000.0,170130000.0,0.053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,266876000.0,,,2365096000.0,203326218.0,1203765000.0,15583000.0,171923000.0,196582000.0,256896000.0,,66433000.0,,,144643000.0,129222000.0,,66174000.0,-32140000.0,256896000.0,16175000.0,,,-2975000.0,,185877000.0,126411000.0,,896675000.0,64725000.0,27994000.0,,,,110236000.0,118072000.0,43009000.0,,,15993000.0,1407941000.0,964749000.0,863695000.0,,,0.316667,,-20737000.0,,809088000.0,1705763000.0,,278323000.0,798189000.0,1705763000.0,-2328000.0,,256896000.0,863695000.0,394062000.0,163881000.0,600884000.0,600884000.0,64725000.0,,214035219.0,15583000.0,909892000.0,,256606000.0,,394062000.0,271020000.0,64725000.0,295791000.0,559948000.0,,69544000.0,406221000.0,,559948000.0,,896675000.0,9355000.0,,,391968000.0,2271636000.0,-4987000.0,43529000.0,66433000.0,,,271020000.0,66433000.0,66174000.0,0.303333,,,256896000.0,710000.0,256896000.0,,,281732000.0,,108272000.0,137703000.0,935161000.0,,,935161000.0,41839000.0,-27174000.0,,710000.0,137703000.0,1407941000.0,182175000.0,,,171923000.0,809088000.0,1161331000.0,295791000.0,,13280000.0,266126000.0,1652000.0,,2433000.0,,,,256896000.0,256606000.0,143570000.0,-140620000.0,-5645000.0,-25498000.0,,,,180268000.0,108254000.0,,65418000.0,,2271636000.0,,-20737000.0,,,,,,,278323000.0,15803000.0,,-140620000.0,108971000.0,,147925000.0,185877000.0,,,,-67366000.0,,,180268000.0,,-23319000.0,-52953000.0,93015000.0,,,,,,,,,,,,,,,,,,,,
1112227200,,223221000.0,,,,,,,,,,,14572000.0,,,,,,80746000.0,-11227000.0,157784000.0,12610000.0,,,,,,49239000.0,,,,,,,,36629000.0,-66719000.0,-84112000.0,,,-6859000.0,1417138000.0,,583127000.0,228554175.0,,,,,,551913000.0,,,275196000.0,538266000.0,1414107000.0,,,,,,,,571849000.0,,,,21732000.0,,0.066667,,,293844000.0,111718000.0,,290345000.0,579483000.0,,,268046000.0,,,,862194000.0,-1689000.0,,,270220000.0,,-4042000.0,,14572000.0,,,,14572000.0,,,,,157784000.0,,157784000.0,,,233591000.0,,23787000.0,134576000.0,933048000.0,,,,9215000.0,,220598529.0,720000.0,,,,,,78293000.0,,,,,13598000.0,,2075000.0,,453000.0,,,,,269084000.0,-59575000.0,-140620000.0,-27133000.0,-7144000.0,,,,195494000.0,,,,,2000265000.0,,-22421000.0,,,,,,,,,,,-99112000.0,,256896000.0,166408000.0,0.063333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,241730000.0,,,,,,,,,,,50421000.0,,,,,,131167000.0,-41011000.0,192217000.0,12499000.0,,,,,,93423000.0,,,,,,,,80924000.0,62407000.0,-2548000.0,,,11355000.0,1440984000.0,,800582000.0,229097697.0,,,,,,747837000.0,,,274349000.0,672163000.0,1600411000.0,,,,,,,,559294000.0,,,,46476000.0,,0.226667,,,320034000.0,331745000.0,,293280000.0,635346000.0,,,338691000.0,,,,852574000.0,12947000.0,,,333472000.0,,11099000.0,,50421000.0,,,,50421000.0,,,,,192217000.0,,192217000.0,,,252548000.0,,83555000.0,133729000.0,933188000.0,,,,33134000.0,,221355696.0,725000.0,,,,,,223962000.0,,,,,13374000.0,,1766000.0,,-1766000.0,,,,,300265000.0,70776000.0,-140620000.0,6440000.0,-8369000.0,,,,38827000.0,,,,,2241566000.0,,-23339000.0,,,,,,,,,,,34433000.0,,157784000.0,153303000.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,255706000.0,1347000.0,,,,,,,,,,56936000.0,,,,,,188103000.0,-37673000.0,284571000.0,13082000.0,,,,-25364000.0,,108966000.0,,,,,,,,95884000.0,116304000.0,46939000.0,,,-1207000.0,1473716000.0,,906985000.0,230331813.0,,,,,,826699000.0,,,274059000.0,744198000.0,1671227000.0,,,,,,,,552040000.0,,,,55529000.0,,0.256667,,,355882000.0,210698000.0,,292488000.0,702906000.0,,,380943000.0,,,,844528000.0,3004000.0,,,363255000.0,,-5558000.0,,56936000.0,,,,56936000.0,,,,,284571000.0,,284571000.0,,,267371000.0,,85461000.0,133439000.0,951368000.0,,,,28525000.0,,222532011.0,731000.0,,,,,,204590000.0,,,,,13840000.0,,2743000.0,,251000.0,,,,,304911000.0,125579000.0,-140620000.0,3379000.0,-9275000.0,,,,218402000.0,,,,,2380701000.0,,-23796000.0,,,,,,,,,,,92354000.0,,192217000.0,193009000.0,0.246667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,301975000.0,,,2910641000.0,222129066.0,1470087000.0,16327000.0,284065000.0,372406000.0,449289000.0,,95412000.0,,,11450000.0,257077000.0,,283515000.0,-25598000.0,449289000.0,13928000.0,,,-1689000.0,,254085000.0,172897000.0,,877360000.0,217341000.0,68703000.0,,,,158969000.0,145085000.0,108424000.0,,,-8948000.0,1522725000.0,1068148000.0,1292947000.0,,,0.98,,-40696000.0,,1137803000.0,2015163000.0,,303276000.0,956014000.0,2015163000.0,-5713000.0,,449289000.0,1292947000.0,483175000.0,256896000.0,549156000.0,549156000.0,217341000.0,,229855056.0,16327000.0,1022632000.0,,309134000.0,,483175000.0,324973000.0,217341000.0,328204000.0,793685000.0,,52119000.0,482407000.0,,793685000.0,,877360000.0,16777000.0,,,473607000.0,2815672000.0,-7212000.0,138881000.0,95412000.0,,,324973000.0,95412000.0,283515000.0,0.946667,,,449289000.0,738000.0,449289000.0,,,314638000.0,,163419000.0,137655000.0,989719000.0,,,989719000.0,68007000.0,31039000.0,,738000.0,137655000.0,1522725000.0,359656000.0,,,284065000.0,1137803000.0,1440554000.0,328204000.0,,13515000.0,424525000.0,4866000.0,,-627000.0,,,,449289000.0,309134000.0,222876000.0,-165621000.0,-29958000.0,-77791000.0,,,,274680000.0,356222000.0,,54327000.0,,2815672000.0,,-40696000.0,,,,,,,303276000.0,-5659000.0,,-165621000.0,164718000.0,,284571000.0,254085000.0,,,,-47272000.0,,,274680000.0,,-115509000.0,-102579000.0,192393000.0,,,,,,,,,,,,,,,,,,,,
1143763200,,265161000.0,,,,,,,,,,,36910000.0,,,,,,320425000.0,-20102000.0,253089000.0,16196000.0,,,,,,75751000.0,,,,,,,,59555000.0,-200824000.0,-230495000.0,,,-7967000.0,1601280000.0,,884499000.0,232948764.0,,,,,,724181000.0,,,318536000.0,680091000.0,1622860000.0,,,,,,,,545597000.0,,,,20706000.0,,0.163333,,,427399000.0,156977000.0,,353082000.0,844859000.0,,,340445000.0,,,,898679000.0,8413000.0,,,339646000.0,,4279000.0,,36910000.0,886374000.0,,,36910000.0,,,,,253089000.0,,253089000.0,,,280091000.0,,57394000.0,152915000.0,108329000.0,,,,20484000.0,,225559521.0,743000.0,,,,,,122466000.0,,,,,13935000.0,,3273000.0,,6471000.0,,,,,343250000.0,-184758000.0,-165621000.0,8075000.0,-16066000.0,,,,241713000.0,,,,,2485779000.0,,-38187000.0,,,,,,,,,,,-196200000.0,,449289000.0,203025000.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,283598000.0,,,,,,,,,,,64254000.0,,,,,,384679000.0,-58217000.0,127289000.0,26488000.0,,,,,,154367000.0,,,,,,,,127879000.0,45869000.0,-419000.0,,,4666000.0,1658705000.0,,738366000.0,233655941.0,,,,,,926045000.0,,,322619000.0,836228000.0,1448148000.0,,,,,,,,132330000.0,,,,19501000.0,,0.28,,,473161000.0,201400000.0,,389773000.0,920482000.0,,,412496000.0,,,,522103000.0,-13827000.0,,,423732000.0,,-8765000.0,,64254000.0,934340000.0,,,64254000.0,,,,,127289000.0,,127289000.0,,,295853000.0,,102096000.0,156998000.0,107058000.0,,,,37842000.0,,225964727.0,2234000.0,,,,,,291730000.0,,,,,13352000.0,,1171000.0,,5314000.0,,,,,343982000.0,107288000.0,-165621000.0,-178904000.0,-61419000.0,,,,226510000.0,,,,,2397071000.0,,-32494000.0,,,,,,,,,,,-125800000.0,,253089000.0,206405000.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,293122000.0,19280000.0,,,,,,,,,,92309000.0,,,,,,476988000.0,-57556000.0,138273000.0,15392000.0,,,,,,154260000.0,,,,,,,,138868000.0,203372000.0,73552000.0,,,-13303000.0,1721105000.0,,873021000.0,233943772.0,,,,,,1008667000.0,,,319402000.0,903876000.0,1539569000.0,,,,,,,,132262000.0,,,,18603000.0,,0.41,,,504430000.0,241838000.0,,398640000.0,1025842000.0,,,456994000.0,,,,530902000.0,9135000.0,,,446882000.0,,-11594000.0,,92309000.0,969571000.0,,,92309000.0,,,,,138273000.0,,138273000.0,,,308014000.0,,142114000.0,153781000.0,106353000.0,,,,49805000.0,,226749704.0,2253000.0,,,,,,258398000.0,,,,,7468000.0,,3132000.0,,10046000.0,,,,,382023000.0,163881000.0,-165621000.0,-95224000.0,39491000.0,,,,276217000.0,,,,,2594126000.0,,-34247000.0,,,,,,,,,,,10984000.0,,127289000.0,232214000.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,461900000.0,-449000.0,,4032027000.0,226685122.0,2110512000.0,549419000.0,272331000.0,550139000.0,244476000.0,,125098000.0,,,15572000.0,315183000.0,,602086000.0,-1926058000.0,244476000.0,29614000.0,,,11586000.0,,480852000.0,253451000.0,,2778841000.0,318571000.0,-25116000.0,,,,223837000.0,266766000.0,132246000.0,,,-6451000.0,3732618000.0,1371376000.0,2212013000.0,,,1.41,,-33126000.0,,1906013000.0,4684854000.0,,387954000.0,1611832000.0,4684854000.0,-229763000.0,,244476000.0,2212013000.0,880809000.0,449289000.0,2232857000.0,2232857000.0,318571000.0,,235118341.0,549419000.0,1303781000.0,,922647000.0,,880809000.0,524184000.0,318571000.0,465381000.0,1181641000.0,16625000.0,87690000.0,900577000.0,,1181641000.0,,2778841000.0,4342000.0,,,711255000.0,5944631000.0,-213683000.0,198326000.0,125098000.0,2188352000.0,,524184000.0,125098000.0,602086000.0,1.35,,80603000.0,244476000.0,2275000.0,244476000.0,,,487418000.0,,215293000.0,180546000.0,441073000.0,,,441073000.0,90195000.0,8063000.0,,2275000.0,180546000.0,3732618000.0,370481000.0,,,272331000.0,1906013000.0,1921515000.0,465381000.0,,10252000.0,637829000.0,7996000.0,,-10245000.0,,,80603000.0,244476000.0,922647000.0,284070000.0,-207408000.0,1745176000.0,-17304000.0,,,,628646000.0,516897000.0,,45007000.0,,5944631000.0,,-33126000.0,2188352000.0,,,,,,387954000.0,-23055000.0,,-207408000.0,106203000.0,,138273000.0,480852000.0,,,,1479123000.0,,,628646000.0,,-2061933000.0,-55298000.0,-204813000.0,,,,,,,,,,,,,,,,,,,,
1175299200,,411937000.0,24714000.0,,,,,,,,,,11977000.0,,,,,,585002000.0,-80198000.0,346348000.0,29162000.0,,,,,,154145000.0,,,,,,1619000.0,,124983000.0,105956000.0,-309197000.0,,,-40000.0,3811127000.0,,1787615000.0,236932240.0,,,,,,1410873000.0,,,385000000.0,1213961000.0,4329006000.0,,,,,,,,2219124000.0,,,,187108000.0,,0.05,,,777478000.0,258421000.0,,641199000.0,1194782000.0,,,649673000.0,,,,2918133000.0,-65140000.0,,,564288000.0,,63729000.0,,11977000.0,2190797000.0,,,11977000.0,,,,57810000.0,346348000.0,,347967000.0,,,439305000.0,,21974000.0,177592000.0,429658000.0,,,,9997000.0,,229663454.0,2284000.0,,,,,,303679000.0,,,,,41982000.0,,4297000.0,,-5107000.0,,,,,1013080000.0,115229000.0,-207408000.0,65237000.0,-9273000.0,,,,462615000.0,,,,,5598742000.0,,-29611000.0,,,,,,,,,,,101872000.0,,244476000.0,386158000.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,469754000.0,10171000.0,,,,,,,,,,141135000.0,,,,,,726137000.0,-28345000.0,438168000.0,29461000.0,,,,,,230954000.0,,,,,,2829000.0,,201493000.0,72943000.0,-95867000.0,,,698000.0,3824820000.0,,2125210000.0,237475584.0,,,,,,1759883000.0,,,391536000.0,1490363000.0,4418274000.0,,,,,,,,2087584000.0,,,,306726000.0,,0.61,,,903329000.0,384400000.0,,551925000.0,1368997000.0,,,791605000.0,,,,2658391000.0,23038000.0,,,698758000.0,,12350000.0,,141135000.0,2181201000.0,,,141135000.0,,,,18882000.0,438168000.0,,440997000.0,,,497265000.0,,188495000.0,184128000.0,418879000.0,,,,47360000.0,,230543095.0,2292000.0,,,,,,508146000.0,,,,,42173000.0,,3863000.0,,91871000.0,,,,,1040612000.0,90662000.0,-207408000.0,29101000.0,-17719000.0,,,,479003000.0,,,,,5950030000.0,,-15334000.0,,,,,,,,,,,91820000.0,,346348000.0,388334000.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,468375000.0,22588000.0,,,,,,,,,,114947000.0,,,,,,841084000.0,-104613000.0,435207000.0,30450000.0,,,,,,250796000.0,,,,,,2829000.0,,220346000.0,180808000.0,23126000.0,,,-2387000.0,3907372000.0,,2576269000.0,237450864.0,,,,,,2205773000.0,,,401716000.0,1492809000.0,4761849000.0,,,,,,,,2009898000.0,,,,366699000.0,,0.5,,,959017000.0,504069000.0,,541272000.0,1523106000.0,,,791852000.0,,,,2556076000.0,17003000.0,,,700957000.0,,-63139000.0,,114947000.0,2220752000.0,,,114947000.0,,,,4906000.0,435207000.0,,438036000.0,,,480611000.0,,179102000.0,194308000.0,408282000.0,,,,64155000.0,,230997817.0,2301000.0,,,,,,714469000.0,,,,,40417000.0,,954000.0,,29856000.0,,,,,1084030000.0,204087000.0,-207408000.0,-109581000.0,-23279000.0,,,,559620000.0,,,,,6483641000.0,,14840000.0,,,,,,,,,,,-2961000.0,,438168000.0,427615000.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,638592000.0,21891000.0,,6034249000.0,228476724.0,3200718000.0,358246000.0,706757000.0,755903000.0,342874000.0,,122446000.0,,4700000.0,11867000.0,365653000.0,,963530000.0,-71265000.0,342874000.0,32579000.0,,,173476000.0,,493804000.0,241660000.0,,2562056000.0,387871000.0,-54053000.0,,4700000.0,,209081000.0,5946000.0,327885000.0,,-635000000.0,7051000.0,3881743000.0,2077628000.0,2360830000.0,,,1.71,,-17564000.0,,2428361000.0,4990417000.0,,463092000.0,1837116000.0,4990417000.0,237520000.0,,342874000.0,2360830000.0,1081653000.0,244476000.0,1991857000.0,1991857000.0,390505000.0,,234978464.0,358246000.0,1988658000.0,,1068783000.0,,1081653000.0,727460000.0,390505000.0,570199000.0,988543000.0,79364000.0,121652000.0,967588000.0,,988543000.0,,2562056000.0,19871000.0,,,869528000.0,6242573000.0,224580000.0,192643000.0,119812000.0,2174710000.0,,727460000.0,122446000.0,963530000.0,1.66,,,342874000.0,2016000.0,347574000.0,,,660447000.0,,190943000.0,216214000.0,404104000.0,,,404104000.0,71131000.0,-5228000.0,,2016000.0,216214000.0,3881743000.0,648210000.0,,,706757000.0,2428361000.0,2833531000.0,570199000.0,,38419000.0,877555000.0,2753000.0,,56856000.0,,,,347574000.0,1068783000.0,238232000.0,-246878000.0,-262010000.0,-232286000.0,-97830000.0,,,500340000.0,580514000.0,,162991000.0,,6242573000.0,,-17564000.0,2174710000.0,,,,,,463092000.0,5322000.0,,-246878000.0,-92333000.0,,435207000.0,493804000.0,,,,-277253000.0,,,500340000.0,,-284421000.0,-282557000.0,98398000.0,,,,,,,,,,,,,,,,,,,,
1206921600,,432345000.0,25158000.0,,,,,,,,,,20454000.0,,,,,,983984000.0,-165932000.0,313162000.0,28452000.0,,,,-9441000.0,,98784000.0,,,,,,,,70332000.0,-385324000.0,-394216000.0,,,-1362000.0,4084279000.0,,2224709000.0,207730837.0,,,,,,2216460000.0,,,475934000.0,1230925000.0,5040807000.0,,,,,,,,2270927000.0,,,,402950000.0,,0.1,,,950648000.0,370486000.0,,553420000.0,1019968000.0,,,704446000.0,,,,2824347000.0,-10762000.0,,,526479000.0,,25378000.0,,20454000.0,2291872000.0,,,20454000.0,,,,,313162000.0,,313162000.0,,,456147000.0,,26916000.0,229056000.0,400785000.0,,,,6462000.0,,203110675.0,2021000.0,,,,,,855220000.0,,,,,43005000.0,,1507000.0,,-13136000.0,,,,,1142809000.0,-316864000.0,-246878000.0,439312000.0,-68460000.0,,,,545642000.0,,,,,6308988000.0,,-18616000.0,,,,,,,,,,,-29712000.0,,342874000.0,445112000.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,468839000.0,14589000.0,,,,,,,,,,16563000.0,,,,,,1000547000.0,-164061000.0,250518000.0,27225000.0,,,,-143750000.0,,115074000.0,,,,,,,,87849000.0,-21606000.0,-151626000.0,,,710000.0,4220536000.0,,2218969000.0,208388563.0,,,,,,2280985000.0,,,476539000.0,1314873000.0,5106470000.0,,,,,,,,2277307000.0,,,,482791000.0,,0.08,,,940900000.0,328176000.0,,462702000.0,1066568000.0,,,737205000.0,,,,2825485000.0,-12317000.0,,,577668000.0,,-17822000.0,,16563000.0,2351646000.0,,,16563000.0,,,,85476000.0,250518000.0,,250518000.0,,,489819000.0,,36893000.0,229661000.0,401770000.0,,,,20330000.0,,203435495.0,2023000.0,,,,,,945424000.0,,,,,41560000.0,,1370000.0,,20729000.0,,,,,1219643000.0,-63203000.0,-246878000.0,167034000.0,41597000.0,,,,527645000.0,,,,,6439505000.0,,3207000.0,,,,,,,,,,,-62644000.0,,313162000.0,479740000.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,420352000.0,45498000.0,,,,,,,,,,40373000.0,,,,,,1040920000.0,-136787000.0,400780000.0,27729000.0,,,,,,136104000.0,,,,,,,,108375000.0,135690000.0,46312000.0,,,208000.0,4241035000.0,,2170731000.0,207706250.0,,,,,,2235412000.0,,,464224000.0,1299735000.0,5074593000.0,,,,,,,,2310876000.0,,,,292737000.0,,0.2,,,835575000.0,322681000.0,,528305000.0,1054100000.0,,,755362000.0,,,,2839181000.0,6358000.0,,,544373000.0,,145635000.0,,30148000.0,2316717000.0,,,40373000.0,,,,,400780000.0,,400780000.0,,,435998000.0,,67849000.0,217346000.0,404506000.0,,,,37701000.0,,203680475.0,2048000.0,,,,,,1110475000.0,,,,,42290000.0,,928000.0,,-543000.0,,,,,1279043000.0,148722000.0,-246878000.0,149677000.0,-13032000.0,,,,408047000.0,,,,,6411766000.0,,-57749000.0,,,,,,,,,,,150262000.0,,250518000.0,394209000.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
