date,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualDilutedAverageShares,trailingSaleOfInvestment,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualStockholdersEquity,trailingChangeInInventory,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,trailingStockBasedCompensation,annualSaleOfInvestment,annualCommonStockIssuance,annualStockBasedCompensation,quarterlyInventory,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,trailingOperatingCashFlow,annualDilutedEPS,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,trailingTotalRevenue,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualCurrentLiabilities,quarterlyBasicAverageShares,annualNetPPE,quarterlyBeginningCashPosition,annualOperatingIncome,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,annualInterestExpense,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,annualCostOfRevenue,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCapitalStock,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualInventory,quarterlyTaxProvision,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,annualFreeCashFlow,annualCurrentDebt,annualNetIncome,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherNonCashItems,annualOperatingExpense,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,annualGoodwill,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,quarterlyGoodwill,trailingBasicEPS
1970-01-01 00:00:00.315446400,,,-73495000.0,,,0.0,,,,562500.0,2140000.0,0.0,-69774000.0,,,-11000.0,,,,,,14132000.0,0.0,-67459000.0,,,,,,8392000.0,,,,,,,,-48441000.0,,,,,52657000.0,6.4,,-99722000.0,562500.0,,0.0,660317000.0,,-665000.0,,,,,,68153000.0,,-28289000.0,0.0,0.0,,,,8100000.0,8100000.0,-247755000.0,,,,,,,,,,,,,,-125684000.0,,,,,,,,-72316000.0,,,,,,23510000.0,,,,,,,,,117280000.0,,,,71171000.0,-49599000.0,,,-75467000.0,0.0,-96670000.0,-69774000.0,,,3600000.0,-3202000.0,,,,,,,,,,-28551000.0,,,,,8100000.0,,,,,688868000.0,122668000.0,-44013000.0,,,,,,,-50217000.0,,,,,,8100000.0,,,,,3600000.0,,,167811000.0,,,,,0.0,,3600000.0,6.4,34021000.0,,0.0,14533000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,,,,,,0.0,,,,535519.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,18.3,,,535519.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,20300000.0,20300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,9800000.0,,,,,,,,,,,,,,,,20300000.0,,,,,,,,,,,,,,,,,,,,20300000.0,,,,,9800000.0,,,,,,,,0.0,,9800000.0,18.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,,,,,,0.0,,,,571429.0,,0.0,,,,,400000.0,,,,,,12900000.0,,,,,,,,,,,,,,,,,,,,,6.3,,,571429.0,,0.0,,,,-13700000.0,,,,,,,,0.0,800000.0,,,,11000000.0,11000000.0,,,,,,,-14100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600000.0,,,,,3600000.0,,,,,,,,,,,,,,,,11000000.0,,,,,,,,,,,,,,,,,,,,11000000.0,-6600000.0,,,,3600000.0,,,,,,-12900000.0,,0.0,,3600000.0,6.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,,,,,,0.0,2600000.0,,,586207.0,,18900000.0,,1100000.0,,,400000.0,,,,,,16700000.0,,,,,,,,,,,,11000000.0,,,,,,,,,2.9,,,586207.0,,0.0,,,,1500000.0,,,6200000.0,,,,,0.0,700000.0,,1700000.0,,1800000.0,1900000.0,,,800000.0,,6200000.0,,0.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-800000.0,1500000.0,,,,9200000.0,,,8000000.0,,,,,1700000.0,,600000.0,,,,,,,,,,,,4100000.0,,7600000.0,,,,,,,,,,,900000.0,1200000.0,,,,,,,,3500000.0,10900000.0,,,100000.0,1700000.0,,,,,,2200000.0,,0.0,100000.0,1700000.0,2.9,,,0.0,,1700000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,,,,,,0.0,4800000.0,,,607843.0,,48400000.0,,2200000.0,,,2800000.0,,,,,,37500000.0,,,,,,,,,,,,12200000.0,,,,,,,,,5.1,,,607843.0,,0.0,,,,5000000.0,,,10400000.0,,,,,0.0,5900000.0,,1700000.0,,3200000.0,3300000.0,,,1800000.0,,10400000.0,,0.0,2700000.0,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,-1000000.0,1900000.0,,,,34800000.0,,,11900000.0,,,,,3100000.0,,800000.0,,,,,,,,,,,,4700000.0,,10600000.0,,,,,,,,,,,1700000.0,1300000.0,,,,,,,,5900000.0,36500000.0,,,0.0,3100000.0,,,,,,10900000.0,,0.0,5100000.0,3100000.0,5.1,,,0.0,,2700000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,2200000.0,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,2100000.0,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0,1800000.0,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,-100000.0,,,,,0.0,1900000.0,,200000.0,700000.0,,46300000.0,,4100000.0,,,300000.0,600000.0,,,,,38800000.0,,,,,,,,,,,1100000.0,10600000.0,300000.0,,,,4100000.0,,,,2.0,9200000.0,,700000.0,9200000.0,0.0,,,,4300000.0,,,9200000.0,,,,,0.0,3200000.0,,22500000.0,,100000.0,400000.0,,,2300000.0,2600000.0,9200000.0,,-100000.0,23900000.0,,,,,46300000.0,,,,34200000.0,,,11700000.0,7500000.0,,,,600000.0,,,,,,23900000.0,,,,,1400000.0,,,-1400000.0,2100000.0,,,,11700000.0,,,12100000.0,,,38800000.0,-6000000.0,1400000.0,,600000.0,,,,,,,,,,,,5100000.0,,7800000.0,,,,,,,,3200000.0,,12100000.0,500000.0,1100000.0,,,10600000.0,,22500000.0,4300000.0,,2700000.0,34200000.0,,,1400000.0,1400000.0,,,,-6000000.0,1700000.0,7500000.0,,0.0,2600000.0,1400000.0,2.0,,-1400000.0,0.0,,2600000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,-100000.0,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,1200000.0,,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,,,
