date,annualTaxProvision,annualBasicAverageShares,trailingEndCashPosition,quarterlyInvestingCashFlow,annualCostOfRevenue,trailingOperatingIncome,trailingCostOfRevenue,annualBasicEPS,annualEndCashPosition,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDebt,quarterlyCashDividendsPaid,quarterlyEbitda,annualOperatingIncome,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingTaxProvision,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualFreeCashFlow,quarterlyRetainedEarnings,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyGrossPPE,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCashAndCashEquivalents,quarterlyLongTermDebt,annualLongTermDebt,annualCurrentAssets,annualBeginningCashPosition,trailingPretaxIncome,annualAccountsReceivable,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyBasicEPS,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualCapitalStock,quarterlyNetPPE,quarterlyTaxProvision,trailingOtherIncomeExpense,annualStockBasedCompensation,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,annualOtherIntangibleAssets,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualEbitda,annualPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualPretaxIncome,annualChangesInAccountReceivables,annualGoodwill,trailingNetIncome,annualInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualAccumulatedDepreciation,trailingInvestingCashFlow,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,quarterlyCapitalStock,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingStockBasedCompensation,trailingGrossProfit,annualInvestingCashFlow,trailingNetOtherFinancingCharges,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyDilutedEPS,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNetOtherInvestingChanges,annualNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,annualOtherNonCashItems,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyNetOtherInvestingChanges
1970-01-01 00:00:01.451520000,25314000.0,254906512.0,153756000.0,,49895000.0,975852000.0,264380000.0,0.683764,662941000.0,,,1589174000.0,,,,449900000.0,-1504463000.0,,,,85616000.0,8511000.0,,,,549053000.0,150517000.0,,,,,,32104000.0,,,,,,186824000.0,,,-300674000.0,,,411011000.0,133141000.0,,,,,179243000.0,236133000.0,,,,174296000.0,,,,174296000.0,,,63663000.0,254906512.0,,,0.0,,1855966000.0,0.683764,,,,,,,,49895000.0,4596000.0,,16772000.0,-254292000.0,,,,,,,650569000.0,710786000.0,,,,-504845000.0,1633000.0,7773000.0,,,,264380000.0,,490160000.0,,2094263000.0,,,583041000.0,,,,,499795000.0,-84381000.0,,,,,,-1828531000.0,,,,,436325000.0,-647000.0,,16772000.0,21348000.0,184102000.0,,,-512738000.0,348942000.0,,,-30346000.0,-1011460000.0,,-2835395000.0,,,-447804000.0,,-318000000.0,-2661493000.0,,,,4797000.0,1324794000.0,-657031000.0,-960532000.0,632936000.0,-124317000.0,,235447000.0,483698000.0,-458056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,98243000.0,254906512.0,,,62691000.0,,,0.255596,966270000.0,,,,,,,524814000.0,5365000.0,,,9912000.0,,87099000.0,35831000.0,995086000.0,,86496000.0,,,,,1199489000.0,,-35314000.0,,184562000.0,,,,,,,,,,387073000.0,144767000.0,966270000.0,,985732000.0,1078202000.0,662941000.0,,20662000.0,4392155000.0,,65153000.0,,,147994000.0,65153000.0,,,75512000.0,254906512.0,,,1024000.0,,217102000.0,0.255596,,-66300000.0,,,,,,62691000.0,,,,,,,,20757000.0,,,423485000.0,,,,,,373000.0,-22737000.0,3313953000.0,2578834000.0,,,,549505000.0,,,,,669581000.0,204403000.0,,,,587505000.0,-98399000.0,,9354000.0,,,,,966270000.0,,,,485316000.0,-3718000.0,0.0,,16761000.0,,,,-17576000.0,,,,,,-316024000.0,,2894858000.0,,,,-1039000000.0,,,,,,,-669661000.0,,732272000.0,0.0,,,303329000.0,-584819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,-117637000.0,,,,,,205499000.0,82117000.0,,,,163526000.0,,,254906512.0,,,,,,,0.0,,,,22244000.0,141282000.0,,84843000.0,,,,8637000.0,20545000.0,,,,,,206293000.0,,,,,,,,,,,,,,0.322146,22244000.0,,,,,,,,,,184049000.0,,,,,-577000.0,42767000.0,,82117000.0,115451000.0,,,6662000.0,,,23178000.0,,,,,-119000000.0,,,,,22283000.0,,,,,,,,10210000.0,,,,,,,,,-262445000.0,,,,,,254906512.0,137734000.0,-43508000.0,,,160021000.0,-197471000.0,-75178000.0,,,,,,,,,,,-507000.0,1049000.0,,,,,,-155087000.0,,,,,360586000.0,,,,,,,,,0.322146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,212402000.0,254906512.0,,-210599000.0,102214000.0,,,-0.107,121004000.0,121004000.0,-277505000.0,,,,156517000.0,543050000.0,-1241143000.0,,,14565000.0,,-9701000.0,105364000.0,1483814000.0,17000.0,113514000.0,,2090032000.0,38023000.0,118494000.0,2090032000.0,33671000.0,289590000.0,,460546000.0,146124000.0,40668000.0,,,606218000.0,354840000.0,,292378000.0,5516527000.0,322457000.0,250294000.0,121004000.0,1453352000.0,1453352000.0,354840000.0,1027857000.0,,60551000.0,8328796000.0,14565000.0,-27156000.0,,38023000.0,142888000.0,-27156000.0,32062000.0,60551000.0,165463000.0,254906512.0,30462000.0,460546000.0,4166000.0,254355000.0,0.0,-0.107,1483814000.0,1143769000.0,-11549000.0,135861000.0,1384872000.0,-277505000.0,-27861000.0,102214000.0,,7621000.0,,,105751000.0,,1143769000.0,32062000.0,-405665000.0,-115000000.0,-1041059000.0,,,5110862000.0,144045000.0,,468000.0,26610000.0,7973956000.0,5110862000.0,617660000.0,,9931000.0,669741000.0,121004000.0,,121004000.0,55000.0,793344000.0,606218000.0,,-219853000.0,142888000.0,645264000.0,-159550000.0,617660000.0,30462000.0,,116184000.0,-56102000.0,,121004000.0,189231000.0,-124714000.0,-155560000.0,534859000.0,-34926000.0,1384872000.0,,34801000.0,,8328796000.0,7973956000.0,158369000.0,,-33820000.0,1063000.0,,,-405665000.0,,5516527000.0,-146082000.0,,,-344000000.0,,205499000.0,,105364000.0,,,-535535000.0,,895558000.0,0.0,,,-906853000.0,-380151000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,-286529000.0,,,,,,166313000.0,82729000.0,,,0.0,301068000.0,,,254906512.0,-1065000.0,,,,,,707000.0,,,,51728000.0,249340000.0,,124133000.0,,,,699000.0,27720000.0,,,,,,371026000.0,,,,,,,,,,,,,,0.324546,51728000.0,,,,,,,,,,319298000.0,,,,,52215000.0,69958000.0,,82729000.0,223744000.0,,,9715000.0,,,42786000.0,,,,,-128047000.0,,,,,23209000.0,,,,,,,,12102000.0,,,,,,,,,-138837000.0,,,,,,254906512.0,246953000.0,-117019000.0,,,294722000.0,37116000.0,-170589000.0,,,,,,,,,,,-20791000.0,1079000.0,,,,,,45309000.0,,,,,121004000.0,,,,,,,,,0.324546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,-277050000.0,,,,,,1847431000.0,101067000.0,,,,287426000.0,,,254906512.0,,,,,,,101000.0,,,4654294000.0,52558000.0,234868000.0,,-57438000.0,,,,-164738000.0,59401000.0,,,908484000.0,2095946000.0,,374697000.0,5877876000.0,,,,3713975000.0,,,,,,,14629000.0,,0.396487,52558000.0,,,41289000.0,56603000.0,,,31835000.0,1003299000.0,,322139000.0,,,3745810000.0,,-35892000.0,87271000.0,1384872000.0,101067000.0,219607000.0,,,11882000.0,,,44001000.0,,1385257000.0,,-476061000.0,-2468453000.0,,,,5401815000.0,7259000.0,,,,,,,,19884000.0,,1847431000.0,,1847431000.0,,,,,-314657000.0,155086000.0,,,596887000.0,,254906512.0,226866000.0,-65786000.0,,,154919000.0,1803249000.0,-212357000.0,,,,,,,11062887000.0,8966941000.0,,,24739000.0,1093000.0,,,,,,1681118000.0,,,,,166313000.0,,115463000.0,,,,,,,0.396487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,-503548000.0,,,,,,184102000.0,103141000.0,,,,272431000.0,,,254900000.0,,,,,,,485000.0,,,4467367000.0,54109000.0,218322000.0,,10339000.0,,,,-294000.0,29021000.0,,,958252000.0,420259000.0,,364584000.0,6138895000.0,,,,3477296000.0,,,,,,,10318000.0,,0.404633,54109000.0,,,67314000.0,58358000.0,,,31819000.0,1300430000.0,,310475000.0,,,3509115000.0,,11300000.0,92153000.0,1384872000.0,103141000.0,185966000.0,,,17432000.0,,,44061000.0,,258200000.0,,-518718000.0,-371500000.0,,,,5620177000.0,12926000.0,,,,,,,,36862000.0,,184102000.0,,184102000.0,,,,,-1173706000.0,157071000.0,,,586500000.0,,254900000.0,198892000.0,-263244000.0,,,251752000.0,-1411533000.0,-241413000.0,,,,,,,9942784000.0,9522525000.0,,,-1755000.0,1109000.0,,,,,,-1663329000.0,,,,,1847431000.0,,133569000.0,,,,,,,0.404633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,83142000.0,254271000.0,,-718846000.0,217368000.0,,,0.858918,294172000.0,294172000.0,-48223000.0,,6000000.0,,202495000.0,905025000.0,-2037901000.0,254271000.0,,19171000.0,,-90502000.0,210007000.0,4714746000.0,2897000.0,-230964000.0,,5264202000.0,58973000.0,202495000.0,5264202000.0,-221206000.0,-144172000.0,33932000.0,1510289000.0,189579000.0,-347106000.0,-1509000.0,,549456000.0,568839000.0,,384791000.0,6469846000.0,511277000.0,372705000.0,294172000.0,4660244000.0,4660244000.0,568839000.0,121004000.0,,255496000.0,10523835000.0,19171000.0,218398000.0,-0.189652,58973000.0,164357000.0,218398000.0,164247000.0,255496000.0,209513000.0,254271000.0,54502000.0,1510289000.0,4406000.0,325818000.0,,0.858918,4714746000.0,457793000.0,-118125000.0,123323000.0,1239269000.0,-48223000.0,-118040000.0,217368000.0,,-234181000.0,,,78665000.0,33932000.0,457793000.0,164247000.0,-602199000.0,-303168000.0,1237431000.0,,0.0,5867647000.0,39748000.0,,4190000.0,-195152000.0,9954996000.0,5867647000.0,576113000.0,,46606000.0,721710000.0,294172000.0,,294172000.0,,1277730000.0,549456000.0,6000000.0,-410701000.0,164357000.0,905025000.0,-924497000.0,576113000.0,54502000.0,254271000.0,-78292000.0,-478448000.0,,294172000.0,20317000.0,808599000.0,-241523000.0,594419000.0,-36225000.0,1239269000.0,,115454000.0,,10523835000.0,9954996000.0,25246000.0,,-38418000.0,1125000.0,,,-602199000.0,,6469846000.0,110070000.0,,0.0,-3271168000.0,,184102000.0,-1509000.0,210007000.0,,,-1785973000.0,,1495098000.0,,-0.189652,,173168000.0,-865882000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,,,,-352588000.0,,,,,,79049000.0,56299000.0,,,-104251000.0,260041000.0,,,254827000.0,-1997000.0,,,,,,1108000.0,,,5598323000.0,60898000.0,260041000.0,,-86765000.0,,-13704000.0,,32450000.0,-138761000.0,,,393305000.0,311021000.0,,389782000.0,6658545000.0,,,,5115181000.0,,,,,,,16835000.0,,0.22,60898000.0,,,88347000.0,265137000.0,,,89837000.0,1673325000.0,,328884000.0,,,5205018000.0,,-47827000.0,68843000.0,1239269000.0,56299000.0,199566000.0,,,32924000.0,,,40960000.0,,1363165000.0,,-651032000.0,-232000000.0,,,,6007513000.0,32450000.0,,,,,,,,60949000.0,,29049000.0,,29049000.0,,,,6000000.0,-332485000.0,266216000.0,,,565726000.0,,254776000.0,232016000.0,-144763000.0,,,122201000.0,15264000.0,-208966000.0,,,,,,,10275372000.0,9964351000.0,,,-9989000.0,1141000.0,,,,,,-215123000.0,,0.0,,,294172000.0,-1804000.0,142546000.0,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,-1277492000.0,,,,,,25501000.0,74521000.0,,,-114608000.0,316819000.0,,,254967000.0,-854000.0,,,,,,1510000.0,,,6191276000.0,70509000.0,246310000.0,,26730000.0,,-53791000.0,,11470000.0,43874000.0,,,693900000.0,333274000.0,,406167000.0,8165435000.0,,,,5394118000.0,,,,,,,24968000.0,,0.29,70509000.0,,,150600000.0,282805000.0,,,103258000.0,2066330000.0,,335658000.0,,,5497376000.0,,-1080000.0,89348000.0,1347138000.0,74521000.0,130480000.0,,,-42647000.0,,,42792000.0,,1326237000.0,,-785176000.0,-469825000.0,,,,7380259000.0,11470000.0,,,,,,,,61713000.0,,25501000.0,,25501000.0,,,,6000000.0,-95278000.0,237008000.0,,,868965000.0,,254917000.0,141950000.0,-1005037000.0,,,300342000.0,923602000.0,-273612000.0,,,,,,,12436453000.0,12103179000.0,,,,1157000.0,,,,,,-53548000.0,,0.0,,,79049000.0,-1782000.0,181077000.0,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
