date,trailingInvestingCashFlow,annualInvestingCashFlow,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockholdersEquity,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualGoodwill,annualDepreciationAndAmortization,annualTotalAssets,quarterlyAccountsReceivable,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualCapitalStock,quarterlyLongTermDebt,annualTotalNonCurrentAssets,annualGrossProfit,annualFreeCashFlow,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualInventory,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualResearchAndDevelopment,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,trailingNetIncome,annualChangeInInventory,trailingCashDividendsPaid,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,annualNetIncome,annualBasicEPS,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,trailingOperatingExpense,quarterlyGrossPPE,trailingBeginningCashPosition,annualDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualBasicAverageShares,annualTaxProvision,annualNetOtherFinancingCharges,trailingInterestExpense,annualInterestExpense,quarterlyStockholdersEquity,trailingResearchAndDevelopment,quarterlyDilutedEPS,annualRepaymentOfDebt,annualTotalRevenue,annualOperatingIncome,trailingGrossProfit,annualNetPPE,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,trailingOperatingIncome,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualEbitda,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualNetOtherInvestingChanges,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.561852800,-425044000.0,-142101000.0,,59404000.0,,1047903000.0,111439000.0,,34777000.0,,-70026000.0,,100163000.0,829550000.0,,94301000.0,2147481000.0,,,,-129137000.0,549273000.0,280619000.0,-9310000.0,,,250000000.0,,1460521000.0,974656000.0,147095000.0,,218972000.0,1090822000.0,,,894454000.0,231476000.0,,,,,49237000.0,74888000.0,447991000.0,16364000.0,254669000.0,15048000.0,-155536000.0,459828000.0,,36989000.0,-48093000.0,100163000.0,0.401,787624000.0,102647000.0,586582000.0,59862000.0,,1841699000.0,-132791000.0,1967359000.0,,880953000.0,250000000.0,,,-461999000.0,787624000.0,686960000.0,,28355000.0,-330301000.0,257449000.0,90726000.0,100163000.0,254669297.0,12662000.0,0.401,250000000.0,52503000.0,0.0,34850000.0,,,125660000.0,,-138584000.0,1561238000.0,187032000.0,2282491000.0,417965000.0,196396000.0,261272000.0,,98564000.0,,,315132000.0,893319000.0,-458230000.0,,69195000.0,3176945000.0,,,279886000.0,281333000.0,-550018000.0,879964000.0,,98564000.0,,0.0,330935000.0,,155150000.0,,273813000.0,,32791000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-191606000.0,,52711000.0,,1204350000.0,303408000.0,50525000.0,50365000.0,111482000.0,,,250819000.0,659166000.0,,111455000.0,2366015000.0,310492000.0,,,,,310492000.0,-4000000.0,52711000.0,280409000.0,250000000.0,303408000.0,1595990000.0,1387888000.0,180106000.0,659166000.0,,1155877000.0,770025000.0,496711000.0,,280409000.0,536717000.0,,250819000.0,,-75446000.0,77604000.0,,,,-46377000.0,,194821000.0,-540226000.0,,-59382000.0,250819000.0,1.003,969501000.0,253551000.0,658763000.0,69195000.0,,,-187606000.0,,1076943000.0,,250000000.0,77604000.0,233866000.0,-540226000.0,969501000.0,770025000.0,,47023000.0,,,111482000.0,250819000.0,,6840000.0,1.003,250000000.0,134678000.0,-3000.0,,,1204350000.0,,,-417173000.0,2046651000.0,418387000.0,,536717000.0,233866000.0,496711000.0,869119000.0,96572000.0,,,,869119000.0,,250000000.0,79498000.0,,96572000.0,96572000.0,367712000.0,529842000.0,,1076943000.0,1595990000.0,96572000.0,194821000.0,0.0,,47023000.0,388229000.0,,,2366015000.0,50525000.0,,1155877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,69183000.0,,117981000.0,,,,,,,,291657000.0,,1753000.0,,,,,48451000.0,366813000.0,,221457000.0,,,,743054000.0,,,1031141000.0,430740000.0,,,606971000.0,0.0,179532000.0,,,,,,,,,,-577961000.0,,,,,,,,,,,,,1184932000.0,,,98648000.0,303963000.0,,,,1105720000.0,,,,,,,,,,,,,,1541134000.0,,,,,,,,,,867196000.0,,,,,,,255882000.0,,,253610000.0,253610000.0,,,,,1683787000.0,,162526000.0,,,49241000.0,,,,2714928000.0,,,1173794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-257147000.0,,47665000.0,3628000.0,1822743000.0,0.0,75656000.0,29807000.0,128777000.0,,,431929000.0,716584000.0,,126302000.0,2943568000.0,266404000.0,40410000.0,0.0,,,266404000.0,-13956000.0,47665000.0,374782000.0,255882000.0,0.0,1826065000.0,1828025000.0,231335000.0,716584000.0,,1112601000.0,1117503000.0,396017000.0,,374782000.0,713870000.0,0.0,431929000.0,103120000.0,-83454000.0,100275000.0,,,,-86338000.0,,165485000.0,-643368000.0,,-2482000.0,431929000.0,0.17,1199090000.0,436425000.0,727581000.0,79498000.0,,,-248619000.0,,1357238000.0,,2535777885.0,100275000.0,283538000.0,-643368000.0,1095970000.0,1117503000.0,1134932000.0,72933000.0,,,128777000.0,431929000.0,,263217000.0,0.17,2535777885.0,166483000.0,1412000.0,,16843000.0,1822743000.0,,,-171682000.0,2555606000.0,628935000.0,,713870000.0,283538000.0,396017000.0,863526000.0,362284000.0,0.0,205171000.0,,863526000.0,,255882000.0,353554000.0,,362284000.0,362284000.0,479954000.0,746053000.0,,1357238000.0,1826065000.0,362284000.0,165485000.0,0.0,,72933000.0,602908000.0,0.0,,2943568000.0,75656000.0,1134932000.0,1112601000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,,,,158087000.0,,114605000.0,,,,,,,,292043000.0,,,,,,,52186000.0,380688000.0,,0.0,,,,815250000.0,,,1220058000.0,316565000.0,,,777425000.0,108000.0,286409000.0,,,,,,,,,,,,,,,,,,,,,,,,,,155625000.0,320857000.0,,,,,,,,,,,,,,,,,,2007620000.0,,0.0,,,,,,,,860986000.0,,,,,,,255882000.0,,,391702000.0,391594000.0,,,,,1929239000.0,,238518000.0,,,64038000.0,,,,3149297000.0,,,1131815000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-331645000.0,,55636000.0,0.0,2320022000.0,78830000.0,84905000.0,-13101000.0,0.0,,503987000.0,625681000.0,742062000.0,503987000.0,154839000.0,3385279000.0,304525000.0,,,,,304525000.0,0.0,55636000.0,343802000.0,255882000.0,78830000.0,1997830000.0,2376541000.0,409029000.0,742062000.0,,1054787000.0,1387449000.0,312725000.0,,343802000.0,857299000.0,43060000.0,625681000.0,111370000.0,42650000.0,6576000.0,,,,18317000.0,,175570000.0,-720471000.0,,-127941000.0,625681000.0,0.245,1486760000.0,633277000.0,920678000.0,353554000.0,,,-350243000.0,,1577770000.0,,2558824000.0,6576000.0,330613000.0,-720471000.0,1375390000.0,1387449000.0,,23024000.0,,,0.0,625681000.0,,229662000.0,0.245,2558824000.0,250339000.0,0.0,,12956000.0,2320022000.0,,,-138517000.0,3297219000.0,889781000.0,,857299000.0,330613000.0,312725000.0,374763000.0,571746000.0,43060000.0,1166000.0,,374763000.0,,255882000.0,571722000.0,,571746000.0,571746000.0,759272000.0,1051411000.0,,1577770000.0,1997830000.0,571746000.0,175570000.0,17632000.0,,23024000.0,883616000.0,,,3385279000.0,84905000.0,,1054787000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,,,,89054000.0,,0.0,,503819000.0,,,,,,317519000.0,,,,,,,45505000.0,408534000.0,,81124000.0,,,,806831000.0,,,1332150000.0,321926000.0,,,1047291000.0,983000.0,308239000.0,,,,,,,,,,-778520000.0,,,,,,,,,,,,,1825811000.0,,,9415000.0,402921000.0,,,,,,,,,,,,,,,,,,2388096000.0,,0.0,,,,,,,,375658000.0,,,,,,,255882000.0,,,440637000.0,439654000.0,,,,,2197910000.0,,159468000.0,,,187581000.0,,,,3530060000.0,,,1128757000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-548348000.0,,42671000.0,,2687554000.0,207950000.0,98982000.0,58933000.0,154666000.0,,504373000.0,627785000.0,706475000.0,504373000.0,198857000.0,3888292000.0,308405000.0,,,,,308405000.0,,42671000.0,449903000.0,255882000.0,207950000.0,2426696000.0,2648649000.0,220073000.0,706475000.0,,1186752000.0,1461596000.0,480277000.0,,449903000.0,1230192000.0,13984000.0,627785000.0,129807000.0,-123183000.0,4938000.0,,,,-103550000.0,,61909000.0,-837121000.0,,-230294000.0,627785000.0,0.245,1709412000.0,637805000.0,938698000.0,571722000.0,,,-549364000.0,,2067313000.0,,2558824000.0,4938000.0,348534000.0,-837121000.0,1579605000.0,1461596000.0,,69867000.0,,,154666000.0,627785000.0,,1292000.0,0.245,2558824000.0,285091000.0,-1462000.0,,9560000.0,2687554000.0,,,-163378000.0,3587347000.0,939237000.0,,1230192000.0,348534000.0,480277000.0,396916000.0,568414000.0,13984000.0,40000.0,,396916000.0,,255882000.0,568300000.0,,568414000.0,568414000.0,769437000.0,1131313000.0,,2067313000.0,2426696000.0,568414000.0,61909000.0,0.0,,69867000.0,922896000.0,,,3888292000.0,98982000.0,,1186752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,,,,108444000.0,,203764000.0,,512690000.0,,,,,,373848000.0,,,,,,,40466000.0,539042000.0,,265965000.0,,,,985159000.0,,,1581059000.0,554011000.0,,,1366552000.0,2754000.0,244848000.0,,,,,,,,,,-938900000.0,,,,,,,,,,,,,2305452000.0,,,10933000.0,402673000.0,,,,,,,,,,,,,,,,,,2666923000.0,,0.0,,,,,,,,434385000.0,,,,,,,255882000.0,,,510591000.0,510591000.0,,,,,2640511000.0,,242061000.0,,,74208000.0,,,,4221570000.0,,,1539170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-368870000.0,,41634000.0,455000.0,3000737000.0,255203000.0,128752000.0,47521000.0,0.0,,513214000.0,450730000.0,1115025000.0,513214000.0,248647000.0,4738877000.0,346284000.0,,,,,346284000.0,,41634000.0,654545000.0,255882000.0,255203000.0,2838922000.0,2550579000.0,121973000.0,1115025000.0,,1720730000.0,1899955000.0,605705000.0,,654545000.0,1474218000.0,6287000.0,450730000.0,132583000.0,-179692000.0,4866000.0,,,,-173306000.0,,263335000.0,-1109567000.0,,-281471000.0,450730000.0,0.176,1849028000.0,459218000.0,1001117000.0,568299000.0,-7701000.0,,-361624000.0,,2583785000.0,,2558824000.0,4866000.0,437420000.0,-1109567000.0,1716445000.0,1899955000.0,,9778000.0,,,0.0,450730000.0,,57700000.0,0.176,2558824000.0,208484000.0,2125000.0,,13291000.0,3000737000.0,,,-42887000.0,3551696000.0,701551000.0,,1474218000.0,437420000.0,605705000.0,430090000.0,708966000.0,6287000.0,,,430090000.0,,255882000.0,708873000.0,,708966000.0,708966000.0,483597000.0,929640000.0,,2583785000.0,2838922000.0,708966000.0,263335000.0,0.0,,9778000.0,667702000.0,,,4738877000.0,128752000.0,,1720730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
