date,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,annualDilutedAverageShares,trailingPurchaseOfBusiness,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingSaleOfInvestment,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingCashDividendsPaid,quarterlyTaxProvision,trailingPretaxIncome,quarterlyNetPPE,annualGoodwill,trailingNetIncome,quarterlyDilutedEPS,annualOtherIntangibleAssets,quarterlyChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,annualNetPPE,annualOperatingCashFlow,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicEPS,trailingRepaymentOfDebt,quarterlyOtherIntangibleAssets,annualNetOtherInvestingChanges,annualTotalRevenue,annualCapitalStock,quarterlyFreeCashFlow,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingInterestExpense,annualEndCashPosition,trailingEndCashPosition,trailingPurchaseOfInvestment,trailingTotalRevenue,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOperatingIncome,trailingCapitalExpenditure,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyBasicEPS,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCapitalExpenditure,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,trailingBeginningCashPosition,annualInterestExpense,annualNetIncomeCommonStockholders,quarterlyCashDividendsPaid,trailingOperatingExpense,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualCommonStockIssuance,annualFreeCashFlow,annualBasicAverageShares,quarterlyGoodwill,quarterlyOperatingExpense,trailingFreeCashFlow,trailingOperatingCashFlow,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncome,quarterlyNetOtherInvestingChanges,annualBeginningCashPosition,annualTotalAssets,annualCashDividendsPaid,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingCostOfRevenue,trailingNetOtherInvestingChanges,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyIncomeTaxPayable,trailingOperatingIncome,trailingDeferredIncomeTax,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualInventory,annualTotalNonCurrentAssets,annualStockBasedCompensation,annualCurrentLiabilities,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,annualCurrentDebt,quarterlyOtherNonCashItems,annualChangeInInventory,trailingGrossProfit,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,annualGrossProfit,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,trailingBasicEPS,quarterlyTotalNonCurrentAssets,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualEbitda,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,annualCurrentAssets,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1970-01-01 00:00:01.199059200,523000000.0,6000000.0,1306925000000.0,-172000000.0,262349464000.0,,424766000000.0,7445000000.0,12034000000.0,62387000000.0,-7350000000.0,,466000000.0,10485000000.0,-5618000000.0,0.21311,,2435000000.0,,81108000000.0,,,,,47528000000.0,-39657000000.0,190000000.0,81108000000.0,51383000000.0,253839000000.0,481409000000.0,0.21311,,,523000000.0,180669000000.0,253839000000.0,56769000000.0,-20000000.0,8993000000.0,,528937000000.0,,,,5995553000000.0,89955000000.0,10485000000.0,,88207000000.0,,401000000.0,,,29352000000.0,1286103000000.0,81108000000.0,,,,5540560000000.0,1306925000000.0,,,13083000000.0,44017000000.0,,81108000000.0,84210000000.0,,62017000000.0,1286103000000.0,-12346000000.0,,528937000000.0,217000000.0,-4090000000.0,,109126000000.0,56229000000.0,-3177000000.0,,65223000000.0,5540560000000.0,-67000000.0,14469000000.0,217000000.0,39037000000.0,263849470773.0,,28985000000.0,,,65223000000.0,424766000000.0,,,27938000000.0,56229000000.0,258000000.0,519944000000.0,5995553000000.0,-16701000000.0,2157000000.0,,,-17582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,70000000.0,1285658000000.0,,,,,,22993000000.0,5962000000.0,,,,21622000000.0,-3723000000.0,,,7009000000.0,,80782000000.0,,,0.087181,,-10355000000.0,,,,,253839000000.0,528937000000.0,,,,,,,2239000000.0,,,,,,,,6344612000000.0,,21622000000.0,,,,,91000000.0,248011547333.0,29276000000.0,416473000000.0,,,,,5870874000000.0,,0.087181,,29684000000.0,54753000000.0,,80782000000.0,,,,,,248011547333.0,518582000000.0,,-2957000000.0,,,,-224000000.0,,86498000000.0,,-78000000.0,30002000000.0,,,,,22886000000.0,,,,444151000000.0,,,,,91000000.0,,,,-1428000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,13000000.0,1270122000000.0,,,,,,21508000000.0,-31233000000.0,,,,20415000000.0,-3545000000.0,,,5660000000.0,,81965000000.0,,,,,-45546000000.0,,,,,253839000000.0,518582000000.0,,,12255000000.0,,,,-34778000000.0,,,,,,,,6487313000000.0,,20415000000.0,,,,,889060000000.0,,30606000000.0,1130691000000.0,,,,46806000000.0,6023451000000.0,,,,27476000000.0,63808000000.0,,81965000000.0,,,,,,,473036000000.0,,-4714000000.0,,,,-1273000000.0,,81318000000.0,,0.0,27168000000.0,,,,1721000000.0,21887000000.0,,,,435263000000.0,,,,,30888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,-29000000.0,1222058000000.0,,,,,,17289000000.0,110089000000.0,,,,17163000000.0,-2936000000.0,,,5854000000.0,,81724000000.0,,,0.058121,,159741000000.0,,0.0,,,253839000000.0,473036000000.0,,,12132000000.0,,,,107153000000.0,,,,,,,,6596615000000.0,,17163000000.0,,,,-270439000000.0,352493000000.0,295297996500.0,32481000000.0,305473000000.0,,,,51533000000.0,6116520000000.0,,0.058121,,23139000000.0,58415000000.0,,81724000000.0,,,,,,295297996500.0,632777000000.0,,80142000000.0,,,,-26271000000.0,,98429000000.0,,-195000000.0,23143000000.0,,,,1710000000.0,26007000000.0,,,,454034000000.0,19281000000.0,,,,12559000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,1329790000000.0,18000000.0,1289754000000.0,-456000000.0,262372863480.0,,468272000000.0,6259000000.0,3283000000.0,339949000000.0,25040000000.0,,-1287405000000.0,4339000000.0,-11574000000.0,0.242171,,2655000000.0,,88898000000.0,1877000000.0,,,12250000000.0,288630000000.0,362522000000.0,11000000.0,88898000000.0,424767000000.0,253839000000.0,632777000000.0,0.242171,,12250000000.0,55454000000.0,227562000000.0,253839000000.0,328375000000.0,-2103000000.0,392470000000.0,,921407000000.0,,,,6955694000000.0,86251000000.0,4339000000.0,,86153000000.0,,-126261000000.0,88146000000.0,,31628000000.0,1562742000000.0,88898000000.0,52999000000.0,,52999000000.0,6461793000000.0,1289754000000.0,,,5854000000.0,50586000000.0,,88898000000.0,97104000000.0,,65073000000.0,1562742000000.0,-21778000000.0,,921407000000.0,72000000.0,-47431000000.0,,123991000000.0,63539000000.0,-753000000.0,,79349000000.0,6461793000000.0,-183000000.0,5938000000.0,60000000.0,402989000000.0,262372863480.0,1877000000.0,26324000000.0,,,79349000000.0,468272000000.0,19641000000.0,,21178000000.0,63539000000.0,11916000000.0,528937000000.0,6955694000000.0,-28521000000.0,,71957000000.0,,-43130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,17000000.0,1455286000000.0,,,,,,19286000000.0,324903000000.0,,,,18509000000.0,-4191000000.0,,,6001000000.0,,90739000000.0,,,0.067808,,144280000000.0,,,,,253839000000.0,921407000000.0,,,12293000000.0,,,,320712000000.0,,,,,,,,7927609000000.0,,18509000000.0,,,,-536871000000.0,369695000000.0,272962799571.0,26462000000.0,502613000000.0,,,,50141000000.0,7416078000000.0,,0.067808,,25211000000.0,50340000000.0,,90739000000.0,,,,,,272962799571.0,1065687000000.0,,-171407000000.0,,,,-1567000000.0,,97751000000.0,,-87000000.0,25287000000.0,,,,1876000000.0,19479000000.0,,,,485149000000.0,16069000000.0,,,,10014000000.0,,,,-596000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,-499000000.0,1581726000000.0,,,,,,23948000000.0,-341430000000.0,,,,22496000000.0,-7727000000.0,,,6818000000.0,,96428000000.0,,,,,-275662000000.0,,,,,253839000000.0,1065687000000.0,,,12137000000.0,,,,-349157000000.0,,,,,,,,8211259000000.0,,22496000000.0,,,,-456549000000.0,519285000000.0,,26148000000.0,1555160000000.0,,,,52205000000.0,7708278000000.0,,,,30631000000.0,57258000000.0,,96428000000.0,,,,,,,790025000000.0,,55483000000.0,,,,-1000000.0,,87233000000.0,,0.0,30766000000.0,,,,1878000000.0,22454000000.0,,,,474694000000.0,17816000000.0,,,,13849000000.0,,,,-202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,124000000.0,1422664000000.0,,,,,,21845000000.0,-177585000000.0,,,,21051000000.0,-7376000000.0,,,6862000000.0,,98641000000.0,,,0.077495,,-230803000000.0,,,,,253839000000.0,790025000000.0,,,12043000000.0,,,,-184961000000.0,,,,,,,,8342336000000.0,,21051000000.0,,,,-485656000000.0,446035000000.0,271644735375.0,25448000000.0,456909000000.0,,,,50733000000.0,7818002000000.0,,0.077495,,28689000000.0,60768000000.0,,98641000000.0,,,,,,271644735375.0,559222000000.0,,-47667000000.0,,,,-33920000000.0,,108125000000.0,,-1344000000.0,28707000000.0,,,,1907000000.0,30687000000.0,,,,495349000000.0,20099000000.0,,,,10353000000.0,,,,-15809000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,1608835000000.0,-124000000.0,1468079000000.0,-2773000000.0,260724619594.0,,514992000000.0,8691000000.0,20270000000.0,74019000000.0,-196916000000.0,,-1770894000000.0,18763000000.0,-15333000000.0,0.309978,,6067000000.0,,109954000000.0,1929000000.0,,,11910000000.0,27097000000.0,-191230000000.0,31000000.0,109954000000.0,-120093000000.0,253839000000.0,559222000000.0,0.309978,,11910000000.0,44955000000.0,231377000000.0,253839000000.0,58686000000.0,-28676000000.0,-335088000000.0,,586319000000.0,,,,8751943000000.0,111097000000.0,18763000000.0,,110558000000.0,,-291818000000.0,273820000000.0,,24485000000.0,1679380000000.0,109954000000.0,49555000000.0,,49555000000.0,8206549000000.0,1468079000000.0,,,26027000000.0,63011000000.0,,109954000000.0,106653000000.0,,85349000000.0,1679380000000.0,-34627000000.0,,586319000000.0,-482000000.0,-33325000000.0,,102543000000.0,80819000000.0,-1806000000.0,,100758000000.0,8206549000000.0,-1342000000.0,26337000000.0,49000000.0,-154720000000.0,260724619594.0,1929000000.0,34033000000.0,,,100758000000.0,514992000000.0,27092000000.0,,25748000000.0,80819000000.0,10739000000.0,921407000000.0,8751943000000.0,-37294000000.0,-12069000000.0,81076000000.0,,-14987000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,3000000.0,1633726000000.0,,,,,,27346000000.0,254932000000.0,,,,26175000000.0,-1711000000.0,,,8128000000.0,,111515000000.0,,,0.096868,,272130000000.0,,1000000.0,,,253839000000.0,586319000000.0,,,11816000000.0,,,,253221000000.0,,,,,,,,9721673000000.0,,26175000000.0,,,,-271165000000.0,282389000000.0,270212377500.0,26746000000.0,706337000000.0,,,,52834000000.0,9148183000000.0,,0.096868,,35345000000.0,67389000000.0,,111515000000.0,,,,,,270212377500.0,858449000000.0,,9836000000.0,,,,-1469000000.0,,126602000000.0,,-315000000.0,35474000000.0,,,,1971000000.0,26314000000.0,,,,541960000000.0,19044000000.0,,,,10966000000.0,,,,-24930000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,48000000.0,1643446000000.0,,,,,,27029000000.0,-91362000000.0,,,,25847000000.0,-2727000000.0,,,7784000000.0,,111569000000.0,,,,,-164576000000.0,,67000000.0,,,253839000000.0,858449000000.0,,,11502000000.0,,,,-94089000000.0,,,,,,,,9685812000000.0,,25847000000.0,,,,-401339000000.0,325618000000.0,,29415000000.0,1979974000000.0,,,,57772000000.0,9118496000000.0,,,,34782000000.0,65168000000.0,,111569000000.0,,,,,,,693873000000.0,,-77765000000.0,,,,-35531000000.0,,116166000000.0,,-33000000.0,34813000000.0,,,,1899000000.0,26618000000.0,,,,536384000000.0,20584000000.0,,,,14720000000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,239000000.0,1833160000000.0,,,,,,28585000000.0,65180000000.0,,,,27222000000.0,-4218000000.0,,,8544000000.0,,112971000000.0,,,0.096868,,15223000000.0,,245000000.0,,,253839000000.0,693873000000.0,,,11383000000.0,,,,60962000000.0,,,,,,,,10102435000000.0,,27222000000.0,,,,-396998000000.0,351559000000.0,281020872600.0,31263000000.0,730069000000.0,,,,60214000000.0,9504490000000.0,,0.106555,,36944000000.0,69117000000.0,,112971000000.0,,,,,,255473520545.0,709096000000.0,,-48696000000.0,,,,-1943000000.0,,143174000000.0,,-235000000.0,37129000000.0,,,,1872000000.0,31255000000.0,,,,566455000000.0,23807000000.0,,,,13932000000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,1262310000000.0,59182000000.0,1829966000000.0,-1834000000.0,267738461538.0,,644165000000.0,10319000000.0,26731000000.0,80247000000.0,-194943000000.0,,-1434877000000.0,25174000000.0,-15334000000.0,0.39,,7998000000.0,,123568000000.0,1851000000.0,,,11365000000.0,60275000000.0,229614000000.0,59276000000.0,123568000000.0,308997000000.0,279147000000.0,709096000000.0,0.39,,11365000000.0,51544000000.0,275788000000.0,279147000000.0,64913000000.0,-26928000000.0,183052000000.0,,769371000000.0,,,,10459865000000.0,142145000000.0,25174000000.0,,142163000000.0,,-365375000000.0,302744000000.0,,32147000000.0,2433250000000.0,123568000000.0,58665000000.0,,58665000000.0,9783715000000.0,1829966000000.0,,,35092000000.0,74114000000.0,,123568000000.0,121661000000.0,,109691000000.0,2433250000000.0,-23990000000.0,,769371000000.0,59472000000.0,-78318000000.0,,119571000000.0,104418000000.0,35537000000.0,,148355000000.0,9783715000000.0,-1251000000.0,34729000000.0,59589000000.0,285007000000.0,267738461538.0,1851000000.0,37474000000.0,,,148355000000.0,644165000000.0,31120000000.0,,32454000000.0,104418000000.0,11926000000.0,586319000000.0,10459865000000.0,-3406000000.0,-1998000000.0,94555000000.0,,-12993000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,62000000.0,1739005000000.0,,,,,,35010000000.0,210595000000.0,,,,33439000000.0,-5270000000.0,,,10883000000.0,,124394000000.0,,,0.12,,311614000000.0,,,,,279147000000.0,769371000000.0,,,11283000000.0,,,,205325000000.0,,,,,,,,11246243000000.0,,33439000000.0,,,,-399809000000.0,507207000000.0,278658333333.0,37073000000.0,903034000000.0,,,,57507000000.0,10534704000000.0,,0.12,,45831000000.0,83477000000.0,,124394000000.0,,,,,,278658333333.0,1080985000000.0,,102428000000.0,,,,-2209000000.0,,181608000000.0,,-158000000.0,45893000000.0,,,,1836000000.0,33121000000.0,,,,678329000000.0,23168000000.0,,,,12801000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,-9000000.0,1726895000000.0,,,,,,35123000000.0,-186532000000.0,,,,33074000000.0,-4677000000.0,,,9761000000.0,,127146000000.0,,,,,-203136000000.0,,,,,279147000000.0,1080985000000.0,,,11812000000.0,,,,-191209000000.0,,,,,,,,11483498000000.0,,33074000000.0,,,,-322735000000.0,312048000000.0,,43486000000.0,2922911000000.0,,,,65029000000.0,10780373000000.0,,,,44882000000.0,82287000000.0,,127146000000.0,,,,,,,877849000000.0,,-14771000000.0,,,,-197000000.0,,173054000000.0,,-5000000.0,44884000000.0,,,,1812000000.0,29989000000.0,,,,669838000000.0,24689000000.0,,,,16579000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,99000000.0,1665968000000.0,,,,,,31151000000.0,146608000000.0,,,,29788000000.0,-5099000000.0,,,9724000000.0,,127091000000.0,,,0.1,,185228000000.0,,20000000.0,,,279147000000.0,877849000000.0,,,11683000000.0,,,,141509000000.0,,,,,,,,11529912000000.0,,29788000000.0,,,,-274721000000.0,337514000000.0,297880000000.0,50171000000.0,912357000000.0,,,,72354000000.0,10804125000000.0,,0.11,,40804000000.0,79013000000.0,,127091000000.0,,,,,,270800000000.0,1063077000000.0,,59042000000.0,,,,-2036000000.0,,202656000000.0,,37000000.0,40875000000.0,,,,1779000000.0,34415000000.0,,,,694061000000.0,26079000000.0,,,,15209000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,1392107000000.0,18000000.0,1757291000000.0,-1200000000.0,288795348837.0,,723162000000.0,12257000000.0,29035000000.0,43686000000.0,55774000000.0,,-1307098000000.0,27881000000.0,-17409000000.0,0.43,,7957000000.0,,138234000000.0,1752000000.0,,,11955000000.0,-45709000000.0,109364000000.0,18000000.0,138234000000.0,214357000000.0,279147000000.0,1063077000000.0,0.44,,11955000000.0,55262000000.0,327650000000.0,279147000000.0,26277000000.0,-793000000.0,247997000000.0,,1017368000000.0,,,,11830066000000.0,168644000000.0,27881000000.0,,168539000000.0,,-309833000000.0,235338000000.0,,54308000000.0,3061190000000.0,138234000000.0,75352000000.0,,75352000000.0,11074172000000.0,1757291000000.0,,,37022000000.0,82873000000.0,,138234000000.0,140272000000.0,,130319000000.0,3061190000000.0,-32455000000.0,,1017368000000.0,170000000.0,-90925000000.0,,185038000000.0,124182000000.0,-40758000000.0,,209816000000.0,11074172000000.0,-1074000000.0,36992000000.0,57000000.0,181902000000.0,282231818182.0,1752000000.0,42747000000.0,,,209816000000.0,723162000000.0,34575000000.0,,38325000000.0,124182000000.0,10673000000.0,769371000000.0,11830066000000.0,-45200000000.0,-35000000.0,108511000000.0,,-19355000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,-38000000.0,1810473000000.0,,,,,,38447000000.0,566703000000.0,,,,36763000000.0,-4870000000.0,,,11629000000.0,,138144000000.0,,,0.13,,522783000000.0,,6000000.0,,,279147000000.0,1017368000000.0,,,11991000000.0,,,,561833000000.0,,,,,,,,12894015000000.0,,36763000000.0,,,,-290498000000.0,252953000000.0,282792307692.0,62529000000.0,1201122000000.0,,,,84519000000.0,12097913000000.0,,0.13,,50019000000.0,94861000000.0,,138144000000.0,,,,,,282792307692.0,1540151000000.0,,-42872000000.0,,,,-1914000000.0,,246528000000.0,,-505000000.0,50076000000.0,,,,1748000000.0,39464000000.0,,,,761472000000.0,26391000000.0,,,,11798000000.0,,,,-156000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,13529000000.0,1822057000000.0,,,,,,36555000000.0,-35221000000.0,,,,34838000000.0,-2612000000.0,,,10504000000.0,,138577000000.0,,,,,-67202000000.0,,2000000.0,,,279147000000.0,1540151000000.0,,,11929000000.0,,,,-37833000000.0,,,,,,,,12825590000000.0,,34838000000.0,,,,-398766000000.0,385507000000.0,,66538000000.0,3475435000000.0,,,,97082000000.0,12033973000000.0,,,,46953000000.0,84541000000.0,,138577000000.0,,,,,,,1472949000000.0,,-14085000000.0,,,,-2366000000.0,,238650000000.0,,0.0,47059000000.0,,,,1732000000.0,33954000000.0,,,,756195000000.0,26118000000.0,,,,17089000000.0,,,,-105000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,-10081000000.0,2039299000000.0,,,,,,36417000000.0,-195270000000.0,,,,34762000000.0,-3769000000.0,,,9507000000.0,,139795000000.0,,,0.12,,-392190000000.0,,0.0,,,279147000000.0,1472949000000.0,,,11819000000.0,,,,-199039000000.0,,,,,,,,12743685000000.0,,34762000000.0,,,,-468837000000.0,294799000000.0,289683333333.0,62232000000.0,1058362000000.0,,,,106768000000.0,11915956000000.0,,0.12,,45887000000.0,89541000000.0,,139795000000.0,,,,,,289683333333.0,1080759000000.0,,-177967000000.0,,,,-45328000000.0,,273320000000.0,,-317000000.0,45924000000.0,,,,1811000000.0,39532000000.0,,,,791703000000.0,29691000000.0,,,,18481000000.0,,,,-4379000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,1272052000000.0,-3000000.0,1993640000000.0,-1028000000.0,290483333333.0,,824677000000.0,14075000000.0,34103000000.0,-72288000000.0,-182546000000.0,,-1428836000000.0,33069000000.0,-18239000000.0,0.48,,10218000000.0,,150324000000.0,1796000000.0,,,12358000000.0,-8476000000.0,146499000000.0,0.0,150324000000.0,263924000000.0,279147000000.0,1080759000000.0,0.5,,12358000000.0,62458000000.0,365478000000.0,279147000000.0,-90527000000.0,-15342000000.0,54915000000.0,,1072283000000.0,,,,12680615000000.0,187380000000.0,33069000000.0,,187305000000.0,,-270735000000.0,338793000000.0,,58265000000.0,3209656000000.0,150324000000.0,107486000000.0,,107486000000.0,11819073000000.0,1993640000000.0,,,44446000000.0,96535000000.0,,150324000000.0,159399000000.0,,145522000000.0,3209656000000.0,-29490000000.0,,1072283000000.0,18000000.0,52378000000.0,,249564000000.0,139432000000.0,-111000000.0,,242899000000.0,11819073000000.0,-206000000.0,44321000000.0,8000000.0,234434000000.0,278864000000.0,1796000000.0,46449000000.0,,,242899000000.0,824677000000.0,34236000000.0,,41858000000.0,139432000000.0,15090000000.0,1017368000000.0,12680615000000.0,-49719000000.0,-10702000000.0,116436000000.0,,-19387000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
