,annualPretaxIncome,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,annualLongTermDebt,annualNetIncome,annualAccountsReceivable,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,annualDilutedAverageShares,annualIncomeTaxPayable,quarterlyTotalAssets,annualDilutedEPS,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyInterestExpense,quarterlyCurrentDebt,annualOtherNonCashItems,annualInvestingCashFlow,annualRetainedEarnings,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTotalAssets,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualNetPPE,annualCurrentLiabilities,annualChangeInAccountPayable,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,quarterlyBasicEPS,annualInterestExpense,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualCurrentAssets,annualDeferredIncomeTax,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,annualGrossPPE,annualNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyGrossProfit,trailingNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,annualCurrentAccruedExpenses,annualCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,annualEndCashPosition,annualTaxProvision,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualBasicEPS,quarterlyTaxProvision,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualCapitalStock,annualTotalRevenue,annualCostOfRevenue,trailingGrossProfit,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyEbitda,trailingTaxProvision,annualFreeCashFlow,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingOperatingExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyPretaxIncome,quarterlyOperatingCashFlow,quarterlyNetPPE,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualChangeInInventory,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,annualCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyCashDividendsPaid,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyGoodwill,annualRepurchaseOfCapitalStock,trailingBasicEPS
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,-759583000.0,,,232403000.0,,7111393000.0,-748495000.0,166226000.0,,,-1076837000.0,,,,,16882318.0,11296000.0,,-66.048217,1089897000.0,,,,-233903000.0,,,205995000.0,-14426000.0,-1745307000.0,341202000.0,,,9274153000.0,252352000.0,1059305000.0,,,,,,16656000.0,,,-23401000.0,,6033617000.0,2043278000.0,-29133000.0,5332000.0,7454608000.0,,,,,,,,,,44000.0,0.0,,,6266000.0,,,1599067000.0,,625816000.0,20012000.0,101739000.0,350295000.0,1599067000.0,16882318.0,,608970000.0,574932000.0,-35962000.0,,1947691000.0,-19528000.0,,,6486028000.0,-1115047000.0,0.0,,,,,,,235300000.0,-409417000.0,,-567506000.0,32472000.0,-377781000.0,,1024135000.0,44596000.0,,,1599067000.0,15847000.0,,,1909456000.0,,,-66.048217,,,15129000.0,2385793000.0,881345000.0,52491000.0,,,7326462000.0,828854000.0,,,-401182000.0,4419000.0,0.0,,,,,,,-775430000.0,-452411000.0,,,487652000.0,,,,-264837000.0,,,,,,,,,,9497886000.0,,,,,71196000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,-576119000.0,,,,,,,,,,,,,,,,18643000.0,,,,190652000.0,,,,,,-90099000.0,-93442000.0,,,,60611000.0,,,-25211000.0,,,,,,,,,,,,-269000000.0,124167000.0,,-1250052000.0,-197563000.0,,,63556000.0,1022948000.0,,,0.0,,,-11.702362,-165656000.0,,,,,,,,,-11.702362,,,,,,,40329000.0,148490000.0,,,,1599067000.0,-488000.0,,,245722000.0,,,,,,,,,,,16882318.0,-743797000.0,,,,,,-76350000.0,,,20954000.0,86087000.0,,,,,,1281000.0,,,185063000.0,,,,,16882318.0,,,128992000.0,453900000.0,,,,,-385745000.0,,,,,,,,,264365000.0,,-69145000.0,220089000.0,,,,5061000.0,,121555000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,-835478000.0,18630000.0,,317702000.0,-1002055000.0,15478509000.0,-1082995000.0,237956000.0,,274268000.0,-913991000.0,15478509000.0,237956000.0,55879000.0,16587472000.0,16882318.0,115945000.0,19923708000.0,-108.883271,927940000.0,25787000.0,16003444000.0,0.0,242788000.0,296077000.0,2254344000.0,320560000.0,-9050994000.0,-2828302000.0,295940000.0,-203660000.0,-203376000.0,19923708000.0,322430000.0,9672089000.0,184068000.0,,2044290000.0,72898000.0,,971467000.0,117661000.0,2044290000.0,-176680000.0,,15145674000.0,3672901000.0,-102863000.0,95220000.0,16003444000.0,-327779000.0,288482000.0,,-3762915000.0,-463656000.0,,95220000.0,104414000.0,2044290000.0,68000.0,0.0,-2977000.0,617780000.0,18630000.0,,-4307774000.0,2044290000.0,19676345000.0,617780000.0,23192000.0,431128000.0,-624527000.0,2044290000.0,16882318.0,,944176000.0,1599067000.0,-72677000.0,49263000.0,3336236000.0,61179000.0,-121243000.0,476642000.0,15916495000.0,-1838202000.0,0.0,3046345000.0,-491885000.0,242788000.0,971467000.0,330989000.0,,425952000.0,-452920000.0,4690010000.0,-285679000.0,55879000.0,-8440416000.0,23192000.0,445223000.0,274268000.0,,-323431000.0,2044290000.0,253112000.0,-770821000.0,,2254344000.0,-197184000.0,,-108.883271,47308000.0,69901000.0,49263000.0,4690010000.0,1124138000.0,79816000.0,,2088000.0,16587472000.0,1044322000.0,244139000.0,,-8617096000.0,7428000.0,-3045000.0,,317702000.0,,-637061000.0,3483202000.0,,-1088590000.0,-770821000.0,-2828302000.0,-3588347000.0,748382000.0,,,0.0,-91729000.0,,15916495000.0,115945000.0,356776000.0,,-156352000.0,-719427000.0,15145674000.0,,19676345000.0,11465000.0,3336236000.0,42507000.0,,117661000.0,3672901000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,18230000.0,,,-620312000.0,,,,,164184000.0,,16470361000.0,397518000.0,126071000.0,17907324000.0,,,20640577000.0,,,34703000.0,17059431000.0,0.0,,413904000.0,2427402000.0,,,,,-241490000.0,-240168000.0,,,,144880000.0,,1423736000.0,-102698000.0,,,141991000.0,1423736000.0,,,,,,,,-468599000.0,284939000.0,,-1181592000.0,-499450000.0,,97215000.0,140059000.0,1423734000.0,,,0.0,604187000.0,,-29.584208,-1767267000.0,,20630402000.0,,,,,,,-29.584208,,,,53759000.0,,,-159562000.0,473031000.0,,,,2044046000.0,-244927000.0,6922000.0,726541000.0,535491000.0,,,,4950323000.0,,,,25204000.0,,,16882318.0,192011000.0,,,-909100000.0,,,-1066733000.0,,,-18412000.0,126609000.0,,,,,,2118000.0,,,294061000.0,,,,,16882318.0,340904000.0,,-503708000.0,948505000.0,,,,-3068229000.0,-1378035000.0,,,,0.0,,,17289071000.0,125789000.0,570194000.0,,-259902000.0,-389232000.0,16379971000.0,,,-34908000.0,2733253000.0,250552000.0,,,3570971000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,,,,,,,,,,,,,,,,42994000.0,,,,,,,,,,-446958000.0,-439182000.0,,,,207208000.0,,,-170283000.0,,,,,,,,,,,,,382405000.0,,294736000.0,-825349000.0,,,,,,,4950370000.0,,,-48.888369,-191069000.0,,,,,,,,,-48.888369,,,,,,,,,,,,,,,,597900000.0,,,,,,,,,,,16882318.0,294736000.0,,,,,,,,,-26900000.0,,,,,,,,,,390692000.0,,,,,16882318.0,,,,4950370000.0,,,,,,,,,,,,,,640894000.0,,-473858000.0,-191069000.0,,,,,,215495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,30358000.0,,,,,,,,214749000.0,,16218685000.0,554898000.0,129489000.0,22725343000.0,,,29270158000.0,,,49611000.0,18132718000.0,0.0,,,5908794000.0,,,,,-372861000.0,-373326000.0,,,,129362000.0,,3744450000.0,-59699000.0,,,272157000.0,3744450000.0,,80365000.0,,,,,,,309753000.0,,-6304530000.0,-822800000.0,,97633000.0,,,,,1458753000.0,695462000.0,,-48.737383,2109589000.0,,26373316000.0,,,,,,,-48.737383,,,,65916000.0,,,,,,,,,,2901154000.0,1772359000.0,598211000.0,,,,9461504000.0,,,,28036000.0,,,16882318.0,-6304530000.0,,,-1260649000.0,,,,,,134739000.0,,,,,,,,,,468849000.0,,,,,16882318.0,1183240000.0,,,1458753000.0,,,,-3899746000.0,,,,,0.0,,,22319315000.0,134242000.0,647822000.0,,-238122000.0,2109589000.0,21058666000.0,,,,6544815000.0,288458000.0,,,8240598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-1327095000.0,39936000.0,,1190142000.0,-654064000.0,18776128000.0,-1650189000.0,556755000.0,,214487000.0,-5032498000.0,18776128000.0,556755000.0,126122000.0,26291307000.0,16284844.0,45215000.0,31329013000.0,-62.0,5071014000.0,63340000.0,20917309000.0,6785000.0,2295825000.0,715380000.0,5750696000.0,744502000.0,-9159046000.0,-4508156000.0,1074878000.0,-593440000.0,-597422000.0,31329013000.0,687781000.0,9465659000.0,191313000.0,,3090386000.0,5299000.0,,1899488000.0,470048000.0,3090386000.0,733868000.0,80201000.0,24381429000.0,8116209000.0,126754000.0,105875000.0,20917309000.0,-1070418000.0,383447000.0,,-1967669000.0,1139504000.0,,105875000.0,192134000.0,3090386000.0,248000.0,0.0,-9007000.0,910402000.0,39936000.0,,-3423690000.0,3090386000.0,29033518000.0,910402000.0,28807000.0,1579894000.0,-390327000.0,3090386000.0,16284844.0,,2219208000.0,2044290000.0,-353277000.0,51935000.0,5037706000.0,299078000.0,-36335000.0,1074850000.0,25831948000.0,-1008187000.0,6785000.0,3744450000.0,-754069000.0,2295825000.0,1899488000.0,703897000.0,,672841000.0,-3490810000.0,9733340000.0,-297729000.0,126122000.0,-9104016000.0,28807000.0,1046096000.0,214487000.0,,656361000.0,3090386000.0,327745000.0,-1450519000.0,80201000.0,5750696000.0,-1590066000.0,,-62.0,238318000.0,305810000.0,51935000.0,9733340000.0,2626148000.0,190648000.0,,2278000.0,26291307000.0,2435500000.0,552392000.0,,-8370148000.0,51732000.0,-9007000.0,,1190142000.0,,-999980000.0,2108032000.0,-20148000.0,-1654840000.0,-1450519000.0,-4508156000.0,-2628494000.0,1360622000.0,,-2000.0,0.0,267192000.0,,25831948000.0,45215000.0,767237000.0,,-355122000.0,-795196000.0,24381429000.0,,29033518000.0,269994000.0,5037706000.0,320450000.0,32000.0,470048000.0,8116209000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,52836000.0,,,4403000.0,,,,,306268000.0,,18915419000.0,877453000.0,147563000.0,27782380000.0,,,32555426000.0,,,86515000.0,21105865000.0,6888000.0,,657626000.0,1978473000.0,,,,,-231674000.0,-225890000.0,,,,157085000.0,,3094789000.0,-134926000.0,,,490760000.0,3261773000.0,,80080000.0,,,,,,-733850000.0,392843000.0,,-1109193000.0,-100867000.0,,108302000.0,235758000.0,3094789000.0,,,977047000.0,891850000.0,,-6.0,-1625187000.0,,26043647000.0,,,,,,,-6.0,,,,98507000.0,,,-320698000.0,574570000.0,,,,3090386000.0,28464000.0,5554848000.0,2378676000.0,935178000.0,,,,68000.0,,,,37512000.0,,,16882318.0,556040000.0,,,-1683942000.0,,,-1012611000.0,,,-33648000.0,198663000.0,,,,,,1149000.0,,,628062000.0,,,,,16882318.0,1192939000.0,,-394226000.0,1225317000.0,,,,-4743580000.0,-1506794000.0,,,,166984000.0,,,27788997000.0,46722000.0,1021693000.0,,-265322000.0,-118393000.0,26105055000.0,,,-62989000.0,4773046000.0,542335000.0,,,4937782000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,67959000.0,,,,,,,,461171000.0,,21996497000.0,640440000.0,117364000.0,30508599000.0,,,40456570000.0,,,75371000.0,24492581000.0,6956000.0,,,7982428000.0,,,,,-138871000.0,-143094000.0,,,,258425000.0,,6116438000.0,76127000.0,,,513520000.0,6274001000.0,,80081000.0,,,,,,,504968000.0,,-4385433000.0,-226363000.0,,12332000.0,,,,,7104592000.0,1864279000.0,,-9.575067,308509000.0,,35894555000.0,,,,,,,-9.575067,,,,311350000.0,,,,,,,,,,3600863000.0,2713654000.0,819540000.0,,,,11594500000.0,,,,32351000.0,,,23640879.0,-4385433000.0,,,,,,,,,-53820000.0,,,,,,,,,,561115000.0,,,,,23640879.0,1376008000.0,,,7104592000.0,,,,-4895546000.0,,,,,157563000.0,,,,47276000.0,894911000.0,,-192691000.0,308509000.0,28396044000.0,,,,9947971000.0,314572000.0,,,11401974000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
