,annualPretaxIncome,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,annualLongTermDebt,annualNetIncome,annualAccountsReceivable,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,annualDilutedAverageShares,annualIncomeTaxPayable,quarterlyTotalAssets,annualDilutedEPS,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyInterestExpense,quarterlyCurrentDebt,annualOtherNonCashItems,annualInvestingCashFlow,annualRetainedEarnings,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTotalAssets,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualNetPPE,annualCurrentLiabilities,annualChangeInAccountPayable,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,quarterlyBasicEPS,annualInterestExpense,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualCurrentAssets,annualDeferredIncomeTax,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,annualGrossPPE,annualNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyGrossProfit,trailingNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,annualCurrentAccruedExpenses,annualCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,annualEndCashPosition,annualTaxProvision,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualBasicEPS,quarterlyTaxProvision,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualCapitalStock,annualTotalRevenue,annualCostOfRevenue,trailingGrossProfit,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyEbitda,trailingTaxProvision,annualFreeCashFlow,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingOperatingExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyPretaxIncome,quarterlyOperatingCashFlow,quarterlyNetPPE,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualChangeInInventory,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,annualCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyCashDividendsPaid,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyGoodwill,annualRepurchaseOfCapitalStock,trailingBasicEPS
1483142400,,85151000.0,,,,,,,,677180000.0,,26919833000.0,685098000.0,230921000.0,39487979000.0,,,50100110000.0,,,83160000.0,29839541000.0,7466000.0,,,1698161000.0,,,,,-514297000.0,-490057000.0,,,,169206000.0,,5896429000.0,-135558000.0,,,892901000.0,8420170000.0,,80025000.0,,,,,,,419471000.0,,-9107183000.0,-534024000.0,,11688000.0,,,,,8852986000.0,2049626000.0,,-23.0,33634000.0,,35597885000.0,,,,,,,-23.0,,,,0.0,,,,,,,,,,13565311000.0,3024265000.0,865644000.0,,,,1073000.0,,,,51247000.0,,,22798811.0,-9107183000.0,,,,,,,,,334614000.0,,,,,,,,,,696438000.0,,,,,22798811.0,1379251000.0,,,8852986000.0,,,,-5396712000.0,,,,,2523741000.0,,,,47792000.0,948804000.0,,-179683000.0,33634000.0,37243499000.0,,,,10612131000.0,446173000.0,,,5758344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,-299236000.0,109151000.0,,1383691000.0,,31142762000.0,-1172645000.0,1138605000.0,,484477000.0,-12937425000.0,31142762000.0,1138605000.0,189309000.0,43472919000.0,13040618.0,232420000.0,57493965000.0,-111.0,9744735000.0,130741000.0,34347666000.0,6631000.0,13222130000.0,,4015046000.0,337785000.0,-21944262000.0,-5723420000.0,1963472000.0,-306728000.0,-313605000.0,57493965000.0,1046565000.0,24331507000.0,212446000.0,,5460670000.0,381551000.0,,3618251000.0,1078255000.0,8757467000.0,-27190000.0,79937000.0,40942608000.0,8619440000.0,18902000.0,129450000.0,34347666000.0,,526445000.0,,-7342453000.0,-332797000.0,,129450000.0,,,8995431000.0,3296797000.0,-18125720000.0,1471463000.0,109151000.0,-13.0,-15683589000.0,5460670000.0,42967106000.0,1471463000.0,40326000.0,3350581000.0,-3318923000.0,8757467000.0,13040618.0,-13.0,2603252000.0,3090386000.0,-581850000.0,0.0,14021046000.0,383250000.0,,,43427203000.0,-1452571000.0,6631000.0,,,13222130000.0,3618251000.0,1186836000.0,,797161000.0,-6373210000.0,1073000.0,181461000.0,189309000.0,-15432649000.0,40326000.0,2370284000.0,484477000.0,25915956.0,11282886000.0,5460670000.0,892333000.0,-2484595000.0,79937000.0,4015046000.0,,,-111.0,645187000.0,,0.0,1073000.0,4182985000.0,375787000.0,,,43472919000.0,3807198000.0,1314934000.0,,-15459839000.0,13774000.0,-942824000.0,25915956.0,1383691000.0,,,7148611000.0,0.0,-1191569000.0,-2484595000.0,-5723420000.0,,1843726000.0,,,3296797000.0,-440028000.0,,43427203000.0,232420000.0,1317577000.0,,338459000.0,-250940000.0,40942608000.0,,42967106000.0,,14021046000.0,660391000.0,,1078255000.0,8619440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,125779000.0,,,,,,,,374296000.0,,33364041000.0,1303393000.0,230731000.0,48477913000.0,,,60429906000.0,,,173524000.0,36585303000.0,6872000.0,,,4195432000.0,,,,,206857000.0,170111000.0,,,,235073000.0,,5026132000.0,4758000.0,,,1042649000.0,7157658000.0,,79777000.0,,,,,,,654811000.0,,-3316910000.0,159123000.0,,18809000.0,,,,,2460289000.0,2000155000.0,,6.0,421355000.0,,45713444000.0,,,,,,,6.14,,,,0.0,,,,,,,,,,13310142000.0,4015485000.0,1704408000.0,,,,1075000.0,,,,48422000.0,,,25936050.0,-3316910000.0,,,,,,,,,7859000.0,,,,,,,,,,1469335000.0,,,,,26502283.0,1386275000.0,,,2460289000.0,,,,-5657606000.0,,,,,2131526000.0,,,,232420000.0,1877932000.0,,214716000.0,421355000.0,46061670000.0,,,,11951993000.0,1049597000.0,,,9128141000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,142240000.0,,,,,,,,549477000.0,,49884082000.0,1747726000.0,317377000.0,51336544000.0,,,72101217000.0,,,144689000.0,52753800000.0,6992000.0,,,1893533000.0,,,,,-1240529000.0,-1069628000.0,,,,179609000.0,,15431992000.0,-43017000.0,,,656917000.0,16530642000.0,,79780000.0,,,,,,,642608000.0,,-1955708000.0,-1080737000.0,,18108000.0,,,,,12890666000.0,1952552000.0,,-42.0,-193533000.0,,58861545000.0,,,,,,,-42.0,,,,0.0,,,,,,,,,,12004255000.0,3035158000.0,1679108000.0,,,,1076000.0,,,,-299046000.0,,,25983264.0,-1955708000.0,,,,,,,,,-130934000.0,,,,,,,,,,1499499000.0,,,,,25983264.0,1381951000.0,,,12890666000.0,,,,-6625182000.0,,,,,1098650000.0,,,,232420000.0,1823797000.0,,-1371463000.0,-193533000.0,48939141000.0,,,,20764673000.0,1036500000.0,,,6107745000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,706109000.0,,,,,,,,621130000.0,,51791293000.0,1898717000.0,862284000.0,54783979000.0,,,73127913000.0,,,158384000.0,54821871000.0,6947000.0,,,1333546000.0,,,,,-136162000.0,-66401000.0,,,,354542000.0,,7575629000.0,90825000.0,,,659810000.0,11740739000.0,,79758000.0,,,,,,,829472000.0,,-10134350000.0,-50701000.0,,24962000.0,,,,,1406012000.0,1020721000.0,,-2.0,177720000.0,,59853215000.0,,,,,,,-2.0,,,,0.0,,,,,,,,,,12119154000.0,2134626000.0,1581466000.0,,,,1076000.0,,,,-145674000.0,,,25985057.0,-10134350000.0,,,,,,,,,-150948000.0,,,,,,,,,,1226924000.0,,,,,25985057.0,1384190000.0,,,1406012000.0,,,,-6738709000.0,,,,,4165110000.0,,,,0.0,1739850000.0,,-287110000.0,177720000.0,53305939000.0,,,,18343934000.0,751994000.0,,,5031344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,-1275111000.0,513344000.0,,1563732000.0,,52234940000.0,-820682000.0,2223455000.0,,611598000.0,-10484300000.0,52234940000.0,2223455000.0,1220463000.0,58509516000.0,25974111.0,5878000.0,73984120000.0,-32.0,12499038000.0,215350000.0,55560803000.0,7041000.0,12117537000.0,,1708883000.0,2055576000.0,-15772167000.0,-6593471000.0,3938823000.0,147605000.0,145236000.0,73984120000.0,1882451000.0,16816081000.0,418155000.0,,8346526000.0,69238000.0,,1521854000.0,892138000.0,9730099000.0,1839125000.0,79192000.0,56580701000.0,5147868000.0,124265000.0,153011000.0,55560803000.0,,942939000.0,,-365199000.0,145236000.0,,153011000.0,,,81015000.0,1383573000.0,-15568426000.0,386598000.0,513344000.0,,-18232068000.0,8346526000.0,60708671000.0,386598000.0,-294672000.0,5711585000.0,2275956000.0,9730099000.0,25974111.0,,5104245000.0,5460670000.0,-1168931000.0,814372000.0,15474605000.0,-655229000.0,,,60927247000.0,-827079000.0,7041000.0,,,12117537000.0,1521854000.0,2043671000.0,,1187379000.0,-26396790000.0,1076000.0,121804000.0,1220463000.0,-19665650000.0,-294672000.0,2885856000.0,611598000.0,,17682924000.0,8346526000.0,-252882000.0,-4346546000.0,79192000.0,1708883000.0,,,-32.0,21141000.0,,814372000.0,1076000.0,7700600000.0,691947000.0,,,58509516000.0,7008653000.0,1515827000.0,,-17826525000.0,25060000.0,-676043000.0,,1563732000.0,,,59114000.0,-397211000.0,-1022229000.0,-4346546000.0,-6593471000.0,,3069830000.0,,,1383573000.0,-417736000.0,,60927247000.0,5878000.0,2259021000.0,,168746000.0,1433582000.0,56580701000.0,,60708671000.0,,15474605000.0,1100732000.0,,892138000.0,5147868000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,198362000.0,,,,,,,,496757000.0,,59340705000.0,2865920000.0,499078000.0,63206082000.0,,,80529538000.0,,,218230000.0,62577032000.0,7419000.0,,1073440000.0,1788516000.0,,,,,29803000.0,8023000.0,,,,248650000.0,,7707137000.0,-204226000.0,,,1202995000.0,10831262000.0,,81896000.0,,,,,,,802259000.0,,-4195954000.0,8023000.0,,41960000.0,,,,,,3509344000.0,,0.3,-749647000.0,,67124517000.0,,,,,,,0.31,,,,,,,,,,,,,,12225329000.0,1674257000.0,2204309000.0,,,,1076000.0,,,,-432964000.0,,,25996932.0,,,,,,,,,,94581000.0,,,,,,,,,,1955659000.0,,,,,26910175.0,1437922000.0,,,,,,,-6367034000.0,,,,,3124125000.0,,,,6981000.0,2422539000.0,,124384000.0,-749647000.0,58643437000.0,,,,17323456000.0,1402050000.0,,,4547485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,222314000.0,,,,,,,,807076000.0,,63046596000.0,2229906000.0,932520000.0,72661807000.0,,,91205543000.0,,,176060000.0,66481626000.0,7844000.0,,,4990260000.0,,,,,-297605000.0,-295600000.0,,,,241884000.0,,7552537000.0,-236840000.0,,,1381976000.0,10754825000.0,,81857000.0,,,,,,,839410000.0,,-3353268000.0,-295600000.0,,43675000.0,,,,,,5820747000.0,,-11.0,1764039000.0,,79282664000.0,,,,,,,-11.0,,,,,,,,,,,,,,10743655000.0,5981960000.0,2049633000.0,,,,1077000.0,,,,-1640830000.0,,,26022102.0,,,,,,,,,,13930000.0,,,,,,,,,,1807749000.0,,,,,26022102.0,1425879000.0,,,,,,,-6662634000.0,,,,,3202288000.0,,,,7365000.0,2225693000.0,,-283675000.0,1764039000.0,65702333000.0,,,,18543736000.0,1210223000.0,,,12801038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,252571000.0,,,,,,,,973979000.0,,63950986000.0,2494264000.0,468598000.0,76897354000.0,,,104034156000.0,,,218951000.0,67533125000.0,7549000.0,,,6335097000.0,,,,,165339000.0,143003000.0,,,,374282000.0,,17451023000.0,-17884000.0,,,1311173000.0,17451023000.0,,81999000.0,,,,,,,850255000.0,,-5565048000.0,143003000.0,,45920000.0,,,,,,5282171000.0,,4.0,-225385000.0,,77690686000.0,,,,,,,4.0,,,,,,,,,,,,,,25182022000.0,2286467000.0,2211825000.0,,,,1769000.0,,,,-968125000.0,,,39745291.0,,,,,,,,,,62545000.0,,,,,,,,,,1837543000.0,,,,,39745291.0,1434572000.0,,,,,,,-6519630000.0,,,,,0.0,,,,11421000.0,2430776000.0,,227884000.0,-225385000.0,70409413000.0,,,,27136802000.0,1361570000.0,,,10157561000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,291305000.0,283728000.0,,1800155000.0,,61658403000.0,78399000.0,3307076000.0,,2301669000.0,-12084500000.0,61658403000.0,3307076000.0,919627000.0,91463554000.0,33968127.0,93688000.0,108863760000.0,2.31,13581995000.0,255722000.0,66461240000.0,0.0,25129739000.0,,10113838000.0,1385011000.0,-26031226000.0,-6311095000.0,5606348000.0,240956000.0,222973000.0,108863760000.0,2137133000.0,26887370000.0,448949000.0,,10537581000.0,165510000.0,,3477382000.0,2053808000.0,10544989000.0,2115916000.0,99065000.0,83444529000.0,17005269000.0,-34778000.0,393445000.0,66461240000.0,,958974000.0,,-12916956000.0,222973000.0,,393445000.0,,,13706162000.0,7408000.0,,1505012000.0,283728000.0,5.41,-24727359000.0,10537581000.0,83466509000.0,1505012000.0,-747545000.0,7897458000.0,,10544989000.0,33063832.0,5.44,5469020000.0,11083021000.0,-1123829000.0,805692000.0,17400206000.0,-507642000.0,,,89904996000.0,78399000.0,0.0,,,25129739000.0,3477382000.0,2591479000.0,,1313765000.0,-3785602000.0,1773000.0,-293440000.0,919627000.0,-26054267000.0,-747545000.0,2972060000.0,2301669000.0,40970406.0,,13985731000.0,152812000.0,-6460467000.0,99065000.0,10113838000.0,,,2.37,-18244000.0,,805692000.0,1773000.0,9926209000.0,868963000.0,,,91463554000.0,9057246000.0,2296507000.0,,-23938351000.0,82699000.0,-69287000.0,41185670.0,1800155000.0,,,,-1474454000.0,138493000.0,-6460467000.0,-6311095000.0,,3450898000.0,,,7408000.0,-1519315000.0,,89904996000.0,93688000.0,2847201000.0,,222712000.0,1326908000.0,83444529000.0,,83466509000.0,,17400206000.0,1632505000.0,,2053808000.0,17005269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,63145000.0,,,4606301000.0,,,,,1576499000.0,,67997893000.0,4140275000.0,561386000.0,97854846000.0,,,121356038000.0,,,296949000.0,75635817000.0,,,1656159000.0,15024376000.0,,,,,170636000.0,177160000.0,,,,543786000.0,,11463309000.0,-49730000.0,,,2022765000.0,11470689000.0,,98908000.0,,,,,,-600001000.0,1167234000.0,,-5666581000.0,177160000.0,,64597000.0,623448000.0,18592032000.0,,,,1004915000.0,,4.23,-6133770000.0,,95426200000.0,,,,,,,4.32,,,,813666000.0,,,-868455000.0,600482000.0,,,,13985731000.0,69778000.0,25668850000.0,2389826000.0,3092364000.0,,,,1775000.0,,,,-402476000.0,,,41044990.0,,,,-7075487000.0,,,-246904000.0,,,144142000.0,370936000.0,,,,,,16851000.0,,,2594385000.0,,,,,41884418.0,1805728000.0,,-1706182000.0,10742049000.0,,,,-6133935000.0,-5667062000.0,,,32000.0,7380000.0,,,97285507000.0,139388000.0,3389313000.0,,314778000.0,-466708000.0,90210020000.0,,,-27430000.0,23501192000.0,1925130000.0,,,19790383000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,42766000.0,36129000.0,,,,,,-33827555000.0,1841164000.0,,82232667000.0,4068068000.0,945833000.0,106656161000.0,,,141520783000.0,,,253694000.0,90461905000.0,,,,21151037000.0,,,,,-756232000.0,-736445000.0,,,,514405000.0,11513888000.0,6457726000.0,-214665000.0,2144703000.0,,2281227000.0,7462602000.0,,114372000.0,,,,,,,1184683000.0,-117297000.0,-9678970000.0,-736445000.0,6327426000.0,69199000.0,,,,,,6114208000.0,,-18.0,1509887000.0,,116419943000.0,,,,,,,-18.0,,,,,,,,,,,,,,24859639000.0,1811944000.0,2592904000.0,-193309000.0,,,1778000.0,,,,-519309000.0,,,41099834.0,,,,,,,,1025316000.0,,26987000.0,,,,,,10488572000.0,,,,2078499000.0,215430000.0,,,,41099834.0,1942189000.0,-179301000.0,,,,,,-6870381000.0,,,1881422000.0,,1004876000.0,,4161146000.0,98046180000.0,93688000.0,2846598000.0,-23909564000.0,-729245000.0,1509887000.0,98046180000.0,-193309000.0,,,34864622000.0,1408221000.0,,,25958038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
