,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,trailingInterestExpense,annualCurrentAssets,annualInterestExpense,annualBeginningCashPosition,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualGrossPPE,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualEbitda,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyCurrentDeferredRevenue,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualCapitalStock,annualCurrentDebt,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualOtherNonCashItems,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyEbitda,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyStockBasedCompensation,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualOperatingExpense,annualBasicAverageShares,quarterlyCurrentAssets,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,trailingOtherNonCashItems,annualFreeCashFlow,trailingOperatingExpense,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualCostOfRevenue,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,trailingFreeCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualNetIncome,quarterlyTotalAssets,trailingPretaxIncome,trailingNetIncome,annualPretaxIncome,annualGoodwill,trailingCashDividendsPaid,annualTotalAssets,quarterlyLongTermDebt,annualLongTermDebt,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingPurchaseOfInvestment,annualAccountsReceivable,quarterlyBasicAverageShares,trailingInvestingCashFlow,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,annualCommonStockIssuance,annualOtherShortTermInvestments,annualStockholdersEquity,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualDepreciationAndAmortization,annualTotalRevenue,trailingStockBasedCompensation,annualPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyNetIncome,annualInvestingCashFlow,trailingSaleOfInvestment,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyDilutedAverageShares,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualNetPPE,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualCurrentLiabilities,annualChangeInAccountPayable,quarterlyInterestExpense,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedAverageShares,trailingOtherIncomeExpense,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,annualDilutedEPS,annualNetOtherInvestingChanges,annualInventory,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,annualChangeInInventory,trailingChangeInInventory,trailingGrossProfit,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares
1072828800,287198000.0,,,1609850000.0,62936000.0,336474000.0,,-48799000.0,546779000.0,56906000.0,,,,96975000.0,,-429033000.0,-240666000.0,2713162000.0,-385793000.0,-288259000.0,,,414636000.0,1000000.0,89617000.0,,,202604000.0,670521000.0,,,-0.386,,,37695000.0,64125000.0,-1061000.0,555165000.0,-143470000.0,431089000.0,,698721000.0,-220778000.0,-40546000.0,,,,1000000.0,,258520000.0,,1400000.0,287198000.0,5750000.0,,,-18683000.0,1291055000.0,,,,2197564000.0,-25833000.0,64125000.0,60654000.0,2832713000.0,1000000000.0,1609850000.0,,0.0,,,46975000.0,,,-359264000.0,-107674000.0,,567574000.0,,,-390742000.0,,-102947000.0,1188858000.0,546779000.0,0.0,,-288259000.0,-34657000.0,79000.0,-385793000.0,2900905000.0,,,-611520000.0,187881000.0,,2900905000.0,229574000.0,229574000.0,,1291055000.0,,259429000.0,,,,536341000.0,555165000.0,,259429000.0,431089000.0,691603000.0,715007000.0,-40467000.0,,232578000.0,196141000.0,,536341000.0,698721000.0,,1008706000.0,-601862000.0,119551000.0,2230851000.0,,-249057000.0,,-67128000.0,-161683000.0,,187881000.0,-67128000.0,-359264000.0,1360535000.0,0.0,374169000.0,-67128000.0,-45413000.0,,,374169000.0,,-20007000.0,,1008706000.0,190445000.0,374169000.0,202604000.0,,910510000.0,17876000.0,258520000.0,,327630000.0,-66601000.0,,,1188858000.0,21566000.0,20122000.0,196141000.0,,30986000.0,,910510000.0,2197564000.0,327630000.0,715007000.0,,1000000000.0,,374169000.0,-34578000.0,89617000.0,96975000.0,-0.386,-1734000.0,,,,,,,,,,,,,,,,,
1080691200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648333000.0,,,,,,,,,,,,,,,,,,,,,,648333000.0,0.074,,,,648333000.0,,,,,,,,,,,,,,,,,,,,,,804256757.0,,,,,,,,,,,0.074,,,,,,,,,,,,,,59515000.0,,,,59515000.0,,,,,59515000.0,,,804256757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648333000.0,,,,,,,,,,,,,,,,,,,,,,648333000.0,0.066,,,,648333000.0,,,,,,,,,,,,,,,,,,,,,,901742424.0,,,,,,,,,,,0.066,,,,,,,,,,,,,,59515000.0,,,,59515000.0,,,,,59515000.0,,,901742424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648333000.0,,,,,,,,,,,,,,,,,,,,,,648333000.0,0.098,,,,648333000.0,,,,,,,,,,,,,,,,,,,,,,607295918.0,,,,,,,,,,,0.098,,,,,,,,,,,,,,59515000.0,,,,59515000.0,,,,,59515000.0,,,607295918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,351241000.0,,,1902796000.0,69722000.0,248119000.0,,,572235000.0,,,,,337855000.0,,469989000.0,40845000.0,2101688000.0,238060000.0,-329877000.0,,,,1000000.0,127788000.0,,,187035000.0,,,,0.238,,,80877000.0,73227000.0,,648019000.0,-78155000.0,466308000.0,,974952000.0,85640000.0,,,,,1000000.0,,242358000.0,,,351241000.0,,,2593330000.0,-1598326000.0,1361874000.0,,,,2285098000.0,,73227000.0,,2246658000.0,1000252101.0,1902796000.0,,,,,265640000.0,,,-121204000.0,,,648332000.0,,,238060000.0,,-1598326000.0,1301362000.0,572235000.0,,,-329877000.0,,,238060000.0,3264670000.0,,,323700000.0,217654000.0,,3264670000.0,229569000.0,229569000.0,,1361874000.0,,293292000.0,,,,808893000.0,648019000.0,,293292000.0,466308000.0,-70394000.0,680940000.0,,,2032275000.0,,,808893000.0,974952000.0,,983736000.0,346672000.0,123317000.0,2593330000.0,,-2194931000.0,,59515000.0,-274514000.0,,217654000.0,59515000.0,-121204000.0,,0.0,328996000.0,59515000.0,,,,,,,,983736000.0,343795000.0,328996000.0,187035000.0,,1137889000.0,-23604000.0,242358000.0,,328984000.0,,,,1301362000.0,,,,,,,1137889000.0,2285098000.0,328984000.0,680940000.0,,1000252101.0,,328996000.0,,127788000.0,337855000.0,0.238,-3842000.0,,,,,,,,,,,,,,,,,
1112227200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734407000.0,,,,,,,,,,,,,,,,,,,,,,734407000.0,0.093,,,,734407000.0,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,,,,,,,,,0.093,,,,,,,,,,,,,,66680000.0,,,,66680000.0,,,,,66680000.0,,,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734407000.0,,,,,,,,,,,,,,,,,,,,,,734407000.0,0.12,,,,734407000.0,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,,,,,,,,,0.12,,,,,,,,,,,,,,66680000.0,,,,66680000.0,,,,,66680000.0,,,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734407000.0,,,,,,,,,,,,,,,,,,,,,,734407000.0,0.106,,,,734407000.0,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,,,,,,,,,0.106,,,,,,,,,,,,,,66680000.0,,,,66680000.0,,,,,66680000.0,,,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,431043000.0,,,2227898000.0,70158000.0,328996000.0,,,603933000.0,,,,,546443000.0,,503120000.0,-54036000.0,2359350000.0,266719000.0,-373319000.0,,,,1000000.0,49014000.0,,,185021000.0,,,,0.267,,,216277000.0,61188000.0,,850657000.0,-82003000.0,521025000.0,,1169148000.0,140619000.0,,,,,1000000.0,,230614000.0,,,431043000.0,,,2937628000.0,-1810037000.0,1472646000.0,,,,2526776000.0,,61188000.0,,2544444000.0,1000000000.0,2227898000.0,,,,,190845000.0,,,145515000.0,,,734407000.0,,,266719000.0,,-1810037000.0,1556703000.0,603933000.0,,,-373319000.0,,,266719000.0,3700544000.0,,,407338000.0,196701000.0,,3700544000.0,229489000.0,229489000.0,,1472646000.0,,347754000.0,,,,736619000.0,850657000.0,,347754000.0,521025000.0,-61953000.0,679396000.0,,,2883709000.0,,,736619000.0,1169148000.0,,970073000.0,393184000.0,109936000.0,2937628000.0,,-2834321000.0,,66680000.0,-33655000.0,,196701000.0,66680000.0,145515000.0,,0.0,545273000.0,66680000.0,,,,,,,,970073000.0,272848000.0,545273000.0,185021000.0,,1281892000.0,-51713000.0,230614000.0,,273854000.0,,,,1556703000.0,,,,,,,1281892000.0,2526776000.0,273854000.0,679396000.0,,1000000000.0,,545273000.0,,49014000.0,546443000.0,0.267,-1040000.0,,,,,,,,,,,,,,,,,
1143763200,420492000.0,,,,,,,,,654148000.0,,,,,,,,,,,,,545273000.0,1000000.0,60829000.0,,738453000.0,173271000.0,555740000.0,,,,,,,62638000.0,-6889000.0,,,,,1307707000.0,,66173000.0,,,,,,226764000.0,,,,,,,207933000.0,,,,,,6723000.0,,-121189000.0,,,2246069000.0,,,,,,,,272259000.0,192917000.0,,738453000.0,0.127,,,,182713000.0,1418235000.0,608976000.0,0.0,,-382212000.0,-5625000.0,40636000.0,,3710961000.0,,,,,,,229551000.0,,,1464892000.0,,,1000000000.0,,,812184000.0,713634000.0,,324473000.0,531330000.0,,688210000.0,-50481000.0,0.127,,,,,,,980399000.0,,,,,,,126744000.0,,,201835000.0,126744000.0,,530520000.0,,,126744000.0,-97992000.0,,1000000000.0,494792000.0,,152000.0,,,,494792000.0,,,1306976000.0,,,,,-739626000.0,,,,,10640000.0,,,25220000.0,,,2398634000.0,270558000.0,,,,,,35011000.0,,548624000.0,,,,,,,,,,,,,,,,,,,
1151625600,243368000.0,,,,,,,,,702620000.0,,,,,,,,,,,,,494792000.0,14000.0,77796000.0,,846489000.0,202816000.0,1120455000.0,,,,,,,64408000.0,5486000.0,,,,,2117006000.0,,49868000.0,,,,,,227900000.0,,,,,,,-249273000.0,,,,,,-14093000.0,,39368000.0,,,3161768000.0,,,,,,,,-1263102000.0,-260592000.0,,846489000.0,-0.23,,,,-273966000.0,1563423000.0,620222000.0,649973000.0,,-392322000.0,-25931000.0,142945000.0,,4641939000.0,,,,,,,229580000.0,,,1480171000.0,,,1352520000.0,,,871416000.0,754768000.0,,410321000.0,605839000.0,,662902000.0,715064000.0,-0.23,,,,,,,956890000.0,,,,,,,-310460000.0,,,208131000.0,-310460000.0,,695477000.0,,,-310460000.0,-85005000.0,,1352520000.0,1209856000.0,,-399842000.0,,,,1209856000.0,,,2081272000.0,,,,,-767180000.0,,,,,16068000.0,,,24693000.0,,,2520313000.0,272310000.0,,,,,,117014000.0,,542745000.0,,,,,,,,,,,,,,,,,,,
1159574400,435220000.0,,,,,,,,,993210000.0,,,,,0.0,,,,,,,,1209856000.0,14000.0,93574000.0,,901969000.0,193153000.0,627209000.0,,,,,,,64071000.0,522000.0,,,,,2320188000.0,,99105000.0,,,,,,240315000.0,0.0,400904000.0,,,,,299899000.0,,,,,,26332000.0,,9705000.0,,,3358446000.0,,,,,,,,-1070098000.0,292109000.0,,901969000.0,0.142,,,,274760000.0,1554687000.0,454845000.0,0.0,,-214530000.0,-31381000.0,263202000.0,,4871950000.0,,,,,,,229588000.0,,,1513504000.0,,,1356840000.0,,,903275000.0,852038000.0,,444946000.0,509496000.0,,698796000.0,211283000.0,0.142,,,,,,,992455000.0,,,,,,,193004000.0,,,210308000.0,193004000.0,,602070000.0,,,193004000.0,-56525000.0,,1361340000.0,1421139000.0,,-292000.0,,,,1421139000.0,,,2324414000.0,,,,,-1018876000.0,,,,,16757000.0,,,25139000.0,,,2547142000.0,268688000.0,,0.0,,,,231821000.0,,554316000.0,,,,,,,,,,,,,,,,,,,
1167523200,89348000.0,,,3577229000.0,61151000.0,545273000.0,,,473451000.0,883747000.0,,,,547342000.0,0.0,329277000.0,32267000.0,2557055000.0,50190000.0,-220720000.0,,,1421139000.0,14000.0,103662000.0,,839163000.0,278656000.0,793175000.0,,,0.037,,,639807000.0,66198000.0,513000.0,936427000.0,-94468000.0,596507000.0,,2364359000.0,243982000.0,28836000.0,,,,14000.0,,252731000.0,0.0,5809000.0,89348000.0,413966000.0,0.0,3326074000.0,70718000.0,1505241000.0,,,,2713491000.0,13305000.0,66198000.0,116326000.0,3096579000.0,1354110000.0,3577229000.0,,,,,555693000.0,,,-1029196000.0,69738000.0,,839163000.0,,,50190000.0,,45988000.0,1811590000.0,473451000.0,-12373000.0,,-220720000.0,-31531000.0,203378000.0,50190000.0,5082470000.0,,,294172000.0,217013000.0,,5082470000.0,229668000.0,229668000.0,-12373000.0,1505241000.0,,451261000.0,,,,1298841000.0,936427000.0,,451261000.0,596507000.0,44210000.0,606035000.0,-236059000.0,,3233725000.0,,2449910000.0,1298841000.0,2364359000.0,,901901000.0,229495000.0,99782000.0,3326074000.0,,-3815115000.0,,40902000.0,-676226000.0,,217013000.0,40902000.0,-1029196000.0,728988000.0,637600000.0,1185080000.0,40902000.0,-436704000.0,,,1185080000.0,,-14038000.0,,901901000.0,650161000.0,1185080000.0,278656000.0,,2483921000.0,-414020000.0,252731000.0,,271373000.0,-1289433000.0,,,1811590000.0,,17686000.0,,,24730000.0,-1799937000.0,2483921000.0,2713491000.0,271373000.0,606035000.0,0.0,1357790000.0,,1185080000.0,171847000.0,103662000.0,547342000.0,0.037,-368000.0,,,,,,,,,,,,,,,,,
1175299200,97385000.0,,,,,,,,,1013249000.0,,,,,,,,,,,,,1185080000.0,14000.0,118997000.0,,915103000.0,231443000.0,601165000.0,,,,,,,66822000.0,1077000.0,,,,,2601246000.0,,120884000.0,,,,,,258032000.0,,7893000.0,,,,,338126000.0,,,,,,19444000.0,,-197853000.0,,,3608547000.0,,,,,,,,-793115000.0,335790000.0,,915103000.0,0.157,,,,313938000.0,1611743000.0,485295000.0,-8396000.0,,-227263000.0,-36103000.0,70974000.0,,5206153000.0,,,,,,,229685000.0,,,1597606000.0,,,1358470000.0,,,1299350000.0,802747000.0,,450372000.0,577553000.0,,692037000.0,24739000.0,0.158,,,,,,,988544000.0,,,,,,,214906000.0,,,220291000.0,214906000.0,,576977000.0,,,214906000.0,-44107000.0,,1365940000.0,1209819000.0,,-40000.0,,,,1209819000.0,,,2509169000.0,,,-12157000.0,,-1022330000.0,,,,,14356000.0,,,24188000.0,,,2600287000.0,281806000.0,,3761000.0,,,,34871000.0,,563043000.0,,,,,,,,,,,,,,,,,,,
1183161600,109248000.0,,,,,,,,,883726000.0,,,,,,,,,,,,,1209819000.0,14000.0,126355000.0,,996959000.0,236662000.0,728143000.0,,,,,,,67029000.0,3928000.0,,,,,2853996000.0,,134013000.0,,,,,,269985000.0,,16206000.0,,,,,293844000.0,,,,,,-21001000.0,,100445000.0,,,3988534000.0,,,,,,,,-540830000.0,386299000.0,,996959000.0,0.185,,,,268816000.0,1827616000.0,506231000.0,-16886000.0,,-236246000.0,-38580000.0,375187000.0,,5606549000.0,,,,,,,149647000.0,,,1618015000.0,,,1358650000.0,,,1310262000.0,889279000.0,,480939000.0,621675000.0,,703641000.0,310504000.0,0.186,,,,,,,920317000.0,,,,,,,252286000.0,,,222543000.0,252286000.0,,699716000.0,,,252286000.0,-52620000.0,,1366870000.0,1520323000.0,,88787000.0,,,,1520323000.0,,,2830585000.0,,,-20942000.0,,-901694000.0,,80000000.0,,,11170000.0,,,25028000.0,,,2747933000.0,286289000.0,,2973000.0,,,,336607000.0,,560861000.0,,,,,,,,,,,,,,,,,,,
1191110400,29483000.0,,,,,,,,,1031367000.0,,,,,,,,,,,,,1520323000.0,14000.0,414707000.0,,1082850000.0,246273000.0,729547000.0,,,,,,,69888000.0,3546000.0,,,,,3172718000.0,,167846000.0,,,,,,280370000.0,0.0,21267000.0,,,,,375577000.0,,,,,,-6613000.0,,22919000.0,,,4481330000.0,,,,,,,,-226368000.0,482307000.0,,1082850000.0,0.231,,,,353303000.0,1996742000.0,529318000.0,-297006000.0,,-248948000.0,-36978000.0,271502000.0,,6134980000.0,,,,,,,149747000.0,,,1653650000.0,,,1353570000.0,,,1590368000.0,968855000.0,,536401000.0,641126000.0,,741265000.0,167100000.0,0.232,,,,,,,960900000.0,,,,,,,314461000.0,,,233076000.0,314461000.0,,697273000.0,,,314461000.0,172546000.0,,1362280000.0,1687423000.0,,-10879000.0,,,,1687423000.0,,,3277791000.0,,,-20706000.0,,-825389000.0,,80000000.0,,,16439000.0,,,22274000.0,,,2957642000.0,303911000.0,,864000.0,,,,234524000.0,,546146000.0,,,,,,,,,,,,,,,,,,,
1199059200,78258000.0,,,4591741000.0,57277000.0,1185080000.0,,,541088000.0,1113669000.0,,,,554573000.0,-323368000.0,1205754000.0,-5492000.0,2838445000.0,1085886000.0,-250888000.0,,,1687423000.0,14000.0,277746000.0,,1072687000.0,252391000.0,900631000.0,,,0.805,,,474215000.0,71278000.0,-642000.0,1071557000.0,-156422000.0,959394000.0,,3027307000.0,585546000.0,162803000.0,,,,14000.0,80000000.0,290200000.0,514000.0,-358120000.0,78258000.0,-312754000.0,15430000.0,4067599000.0,198208000.0,1668300000.0,,,,3228114000.0,2678000.0,71278000.0,-36053000.0,2959487000.0,1348870000.0,4591741000.0,,,,,613439000.0,,,37699000.0,467036000.0,,1072687000.0,,,1085886000.0,,172056000.0,2363342000.0,541088000.0,-335219000.0,,-250888000.0,-44761000.0,52198000.0,1085886000.0,6260041000.0,,,1671432000.0,239626000.0,,6260041000.0,149824000.0,149824000.0,-74002000.0,1668300000.0,,532633000.0,,,,1310687000.0,1071557000.0,,532633000.0,959394000.0,-110542000.0,643670000.0,-28128000.0,,4042011000.0,,1597000.0,1310687000.0,3027307000.0,,864772000.0,1108112000.0,97642000.0,4067599000.0,,-3578357000.0,,304233000.0,315141000.0,,239626000.0,304233000.0,37699000.0,864479000.0,-657507000.0,1659295000.0,304233000.0,239322000.0,,,1659295000.0,,378478000.0,,864772000.0,769861000.0,1659295000.0,252391000.0,,2969982000.0,456346000.0,290200000.0,-20197000.0,320758000.0,-828944000.0,,80000000.0,2363342000.0,,15313000.0,,,26152000.0,-600532000.0,2969982000.0,3228114000.0,320758000.0,643670000.0,7832000.0,1356950000.0,,1659295000.0,7437000.0,277746000.0,554573000.0,0.8,7909000.0,,,,,,,,,,,,,,,,,
1206921600,139997000.0,,,,,,,,,640920000.0,,,,,-294112000.0,,,,,,,,1659295000.0,14000.0,287981000.0,,1182084000.0,266448000.0,666477000.0,,,,,,,76356000.0,-2110000.0,,,,,3157939000.0,,241703000.0,,,,,,292748000.0,1671000.0,-80079000.0,,,,,540871000.0,,,,,,-31982000.0,,-52816000.0,,,4424429000.0,,,,,,,,464585000.0,688581000.0,,1182084000.0,0.338,,,,515607000.0,2365233000.0,560636000.0,-271818000.0,,-267888000.0,-31726000.0,223912000.0,,6425607000.0,,,,,,,149974000.0,,,2001178000.0,,,1314260000.0,,,790199000.0,1046136000.0,,527065000.0,972649000.0,,671485000.0,213255000.0,0.34,,,,,,,897815000.0,,,,,,,446878000.0,,,255996000.0,446878000.0,,641213000.0,,,446878000.0,222036000.0,,1322200000.0,1872550000.0,,188292000.0,,,,1872550000.0,,,2662749000.0,,,-20038000.0,,-385048000.0,,80000000.0,,,15318000.0,,,25264000.0,,,3263048000.0,345364000.0,,40661000.0,,,,192186000.0,,821567000.0,,,,,,,,,,,,,,,,,,,
1214784000,34512000.0,,,,,,,,,96696000.0,,,,,-355356000.0,,,,,,,,1872550000.0,14000.0,276013000.0,,1246504000.0,260702000.0,2479708000.0,,,,,,,83935000.0,2819000.0,,,,,2048087000.0,,-476529000.0,,,,,,297178000.0,2985000.0,24173000.0,,,,,-1205254000.0,,,,,,-541945000.0,,1552704000.0,,,4399637000.0,,,,,,,,-282020000.0,-1223182000.0,,1246504000.0,-0.574,,,,-1233204000.0,2800579000.0,575324000.0,-449043000.0,,-278146000.0,-36019000.0,318887000.0,,6860175000.0,,,,,,,170637000.0,,,2460538000.0,,,1300730000.0,,,719023000.0,904019000.0,,575493000.0,1635858000.0,,1752317000.0,-103339000.0,-0.574,,,,,,,2006889000.0,,,,,,,-746653000.0,,,259647000.0,-746653000.0,,802413000.0,,,-746653000.0,25805000.0,,1300730000.0,1769211000.0,,-1649570000.0,,,,1769211000.0,,,2488234000.0,,,-19840000.0,,-37691000.0,,,,,15438000.0,,,27950000.0,,,4807468000.0,374891000.0,,3168000.0,,,,282868000.0,,796202000.0,,,,,,,,,,,,,,,,,,,
1222732800,665675000.0,,,,,,,,,114371000.0,,,,,0.0,,,,,,,,1769211000.0,14000.0,181263000.0,,1338178000.0,224255000.0,1617442000.0,,,,,,,76181000.0,-2932000.0,,,,,1765131000.0,,-100090000.0,,,,,,299791000.0,4679000.0,43217000.0,,,,,-250522000.0,,,,,,42473000.0,,462661000.0,,,5070643000.0,,,,,,,,-475559000.0,-293672000.0,,1338178000.0,-0.149,,,,-279264000.0,3800383000.0,580230000.0,-9947000.0,,-280439000.0,-54772000.0,387785000.0,,7272975000.0,,,,,,,19586000.0,,,2202332000.0,,,1295360000.0,,,833645000.0,1061297000.0,,610760000.0,2365451000.0,,1607074000.0,302246000.0,-0.149,,,,,,,1702841000.0,,,,,,,-193582000.0,,,239297000.0,-193582000.0,,761200000.0,,,-193582000.0,-16200000.0,,1295360000.0,2071457000.0,,-805589000.0,,,,2071457000.0,,,2905102000.0,,,-19698000.0,,-72867000.0,,149380000.0,,,36319000.0,,,28742000.0,,,5503224000.0,370964000.0,,5072000.0,,,,333013000.0,,637799000.0,,,,,,,,,,,,,,,,,,,
1230681600,32619000.0,,,4311507000.0,103600000.0,1659295000.0,,-115687000.0,585067000.0,124756000.0,,,,762774000.0,0.0,-167607000.0,-483952000.0,2931254000.0,-253915000.0,-278269000.0,,,2071457000.0,14000.0,108837000.0,,1224834000.0,794579000.0,-1720367000.0,,,-0.195,,-80000000.0,-154135000.0,74518000.0,-1351000.0,1032061000.0,-170273000.0,1014431000.0,,1927355000.0,-129298000.0,205618000.0,,,60970000.0,14000.0,149380000.0,306798000.0,-9335000.0,37425000.0,215864000.0,85706000.0,57349000.0,4991600000.0,747298000.0,2164342000.0,,,,4539254000.0,47502000.0,74518000.0,-887975000.0,5526105000.0,1301480000.0,4311507000.0,,-81731000.0,,,242955000.0,,,-236100000.0,445060000.0,0.0,1224834000.0,,,-253915000.0,,2945201000.0,2990451000.0,585067000.0,-20570000.0,,-278269000.0,-47756000.0,-517356000.0,-253915000.0,6475849000.0,,,-383213000.0,297993000.0,,6475849000.0,19387000.0,19387000.0,-79259000.0,2164342000.0,,1152673000.0,,,,742095000.0,1032061000.0,,1152673000.0,1014431000.0,1074574000.0,1459518000.0,-566297000.0,,976743000.0,229210000.0,0.0,742095000.0,1927355000.0,,1553423000.0,-534505000.0,112006000.0,4991600000.0,,-519514000.0,,239442000.0,201651000.0,,297993000.0,239442000.0,-236100000.0,726428000.0,-751378000.0,1505160000.0,239442000.0,-29990000.0,,,1505160000.0,,-95528000.0,,1548803000.0,413228000.0,1505160000.0,794579000.0,,2247255000.0,254892000.0,306798000.0,-19683000.0,394282000.0,-23908000.0,,149380000.0,2990451000.0,8425000.0,36525000.0,229210000.0,,30050000.0,-649468000.0,2247255000.0,4543874000.0,394282000.0,1454898000.0,-1098000.0,1301480000.0,,1505160000.0,-565112000.0,108837000.0,66397000.0,-0.195,-3574000.0,,,,,,,,,,,,,,,,,
